actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
545,PT06M44.00S,2020-01-14T02:34:04.4Z,4,REGULAR,substitution,in,[],203935,,,1610612738,93,79,2020-01-14T02:34:19Z,5380000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M30.00S,2020-01-14T02:34:47.6Z,4,REGULAR,turnover,lostball,[],203935,,,1610612738,93,79,2020-01-14T02:35:28Z,5390000,,,0,,M. Smart TURNOVER lostball (1 TOV) Stolen,"[203935, 203897]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,LaVine,203897.0,,
547,PT06M30.00S,2020-01-14T02:34:47.6Z,4,REGULAR,steal,,[],203897,,,1610612741,93,79,2020-01-14T02:35:46Z,5400000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M26.00S,2020-01-14T02:34:51.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.19776609724047,45.65716911764706,1610612741,93,79,2020-01-14T02:35:11Z,5410000,-22.0,21.0,1,right,MISS Z. LaVine layup,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,3.41,Missed,,,,,,,,,,,,,,,,,,
549,PT06M25.00S,2020-01-14T02:34:53.9Z,4,REGULAR,rebound,offensive,[],203107,,,1610612741,93,79,2020-01-14T02:34:53Z,5420000,,,0,,T. Satoransky REBOUND (Off:1 Def:0),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,548.0,1.0,0.0,1.0,,,,,,,,,,,,,
550,PT06M25.00S,2020-01-14T02:34:56.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance', 'fastbreak']",203107,89.56964520367937,57.421875,1610612741,93,81,2020-01-14T02:35:16Z,5430000,37.0,46.0,1,right,T. Satoransky 6' layup (10 PTS),[203107],1610612741.0,CHI,putback,,,Satoransky,T. Satoransky,,,,,6.31,Made,10.0,,,,,,,,,,,,,,,,,
551,PT06M25.00S,2020-01-14T02:35:00.1Z,4,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612741,93,81,2020-01-14T02:35:18Z,5440000,,,0,,J. Brown FOUL personal (3 PF) (Satoransky 1freethrow),"[1627759, 203107]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,1193.0,3.0,0.0,Satoransky,203107.0,,,,,,,,
553,PT06M25.00S,2020-01-14T02:35:19.5Z,4,REGULAR,freethrow,1of1,"['fromturnover', '2ndchance', 'fastbreak']",203107,,,1610612741,93,82,2020-01-14T02:35:19Z,5460000,,,0,,T. Satoransky freethrow 1of1 (11 PTS),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
554,PT06M14.00S,2020-01-14T02:35:33.0Z,4,REGULAR,foul,offensive,[],202683,,,1610612738,93,82,2020-01-14T02:35:43Z,5470000,,,0,,E. Kanter FOUL offensive (3 PF),"[202683, 1629655]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,1193.0,3.0,0.0,Gafford,1629655.0,,,,,,,,
556,PT06M14.00S,2020-01-14T02:35:33.0Z,4,REGULAR,turnover,offensivefoul,[],202683,,,1610612738,93,82,2020-01-14T02:35:33Z,5490000,,,0,,E. Kanter TURNOVER offensivefoul (5 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,1193.0,,,,,,,,5.0,,,,
557,PT06M06.00S,2020-01-14T02:35:53.8Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628374,67.88764783180025,41.73560049019608,1610612741,93,82,2020-01-14T02:36:03Z,5500000,-41.0,249.0,1,right,MISS L. Markkanen 26' 3PT Blocked,"[1628374, 202689]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,25.82,Missed,,,,,,,,,,,,,,,,,Walker,202689.0
558,PT06M06.00S,2020-01-14T02:35:53.8Z,4,REGULAR,block,,[],202689,,,1610612741,93,82,2020-01-14T02:35:57Z,5510000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M03.00S,2020-01-14T02:35:56.8Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,93,82,2020-01-14T02:36:03Z,5520000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,557.0,4.0,4.0,0.0,,,,,,,,,,,,,
560,PT05M57.00S,2020-01-14T02:36:02.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203935,10.726018396846255,50.314031862745104,1610612738,95,82,2020-01-14T02:36:10Z,5530000,-2.0,48.0,1,left,M. Smart layup (12 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,5.38,Made,12.0,,,,,,,,,,J. Brown,1627759.0,1.0,,,,,
562,PT05M47.00S,2020-01-14T02:36:12.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627739,92.72339027595268,45.166973039215684,1610612741,95,82,2020-01-14T02:37:57Z,5550000,-24.0,16.0,1,right,MISS K. Dunn layup,[1627739],1610612741.0,CHI,drivingreverse,,,Dunn,K. Dunn,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,
563,PT05M44.00S,2020-01-14T02:36:15.2Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612741,95,82,2020-01-14T02:36:24Z,5560000,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,562.0,3.0,1.0,2.0,,,,,,,,,,,,,
564,PT05M42.00S,2020-01-14T02:36:17.3Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1629655,95.0,50.0,1610612741,95,84,2020-01-14T02:36:17Z,5570000,0.0,-6.0,1,right,D. Gafford dunk (8 PTS),[1629655],1610612741.0,CHI,tip,,,Gafford,D. Gafford,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
565,PT05M22.00S,2020-01-14T02:36:36.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,9.674770039421814,40.01991421568628,1610612738,97,84,2020-01-14T02:39:03Z,5580000,50.0,38.0,1,left,B. Wanamaker 7' jumpshot (9 PTS) (J. Brown 2 AST),"[202954, 1627759]",1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,6.65,Made,9.0,,,,,,,,,,J. Brown,1627759.0,2.0,,,,,
567,PT05M07.00S,2020-01-14T02:36:52.2Z,4,REGULAR,3pt,jumpshot,[],1627739,92.32917214191852,2.5199142156862746,1610612741,97,84,2020-01-14T02:37:00Z,5600000,-237.0,20.0,1,right,MISS K. Dunn 24' 3PT,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,23.87,Missed,,,,,,,,,,,,,,,,,,
568,PT05M05.00S,2020-01-14T02:36:54.2Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,97,84,2020-01-14T02:37:00Z,5610000,,,0,,B. Wanamaker REBOUND (Off:1 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,567.0,3.0,2.0,1.0,,,,,,,,,,,,,
569,PT05M01.00S,2020-01-14T02:37:00.4Z,4,REGULAR,foul,personal,['2freethrow'],203897,,,1610612738,97,84,2020-01-14T02:37:17Z,5620000,,,0,,Z. LaVine FOUL personal (2 PF) (Brown 2freethrow),"[203897, 1627759]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,1193.0,2.0,0.0,Brown,1627759.0,,,,,,,,
571,PT05M01.00S,2020-01-14T02:37:22.2Z,4,REGULAR,freethrow,1of2,['fastbreak'],1627759,,,1610612738,98,84,2020-01-14T02:37:22Z,5640000,,,0,,J. Brown freethrow 1of2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
572,PT05M01.00S,2020-01-14T02:37:23.3Z,4,REGULAR,substitution,out,[],202954,,,1610612738,98,84,2020-01-14T02:37:35Z,5650000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M01.00S,2020-01-14T02:37:23.3Z,4,REGULAR,substitution,out,[],202683,,,1610612738,98,84,2020-01-14T02:37:35Z,5660000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M01.00S,2020-01-14T02:37:23.3Z,4,REGULAR,substitution,in,[],202330,,,1610612738,98,84,2020-01-14T02:37:35Z,5670000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M01.00S,2020-01-14T02:37:23.3Z,4,REGULAR,substitution,in,[],1629738,,,1610612738,98,84,2020-01-14T02:37:35Z,5680000,,,0,,substitution in Poirier,[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M01.00S,2020-01-14T02:37:51.5Z,4,REGULAR,freethrow,2of2,['fastbreak'],1627759,,,1610612738,99,84,2020-01-14T02:37:51Z,5690000,,,0,,J. Brown freethrow 2of2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
577,PT04M52.00S,2020-01-14T02:38:03.1Z,4,REGULAR,turnover,badpass,[],203897,,,1610612741,99,84,2020-01-14T02:38:20Z,5700000,,,0,,Z. LaVine TURNOVER badpass (5 TOV) Stolen,"[203897, 203935]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,5.0,Smart,203935.0,,
578,PT04M52.00S,2020-01-14T02:38:03.1Z,4,REGULAR,steal,,[],203935,,,1610612738,99,84,2020-01-14T02:38:06Z,5710000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M47.00S,2020-01-14T02:38:08.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202330,8.360709592641262,49.08854166666667,1610612738,101,84,2020-01-14T02:38:20Z,5720000,5.0,26.0,1,left,G. Hayward layup (6 PTS) (J. Brown 3 AST),"[202330, 1627759]",1610612738.0,BOS,alleyoop,,,Hayward,G. Hayward,,,,,3.19,Made,6.0,,,,,,,,,,J. Brown,1627759.0,3.0,,,,,
581,PT04M47.00S,2020-01-14T02:38:25.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,101,84,2020-01-14T02:38:25Z,5740000,,,0,,timeout full,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M42.00S,2020-01-14T02:39:47.0Z,4,REGULAR,foul,personal,['2freethrow'],1629738,,,1610612741,101,84,2020-01-14T02:39:59Z,5750000,,,0,,V. Poirier FOUL personal (1 PF) (Satoransky 2freethrow),"[1629738, 203107]",1610612738.0,BOS,shooting,,,Poirier,V. Poirier,,,,,,,,,,,,1193.0,1.0,0.0,Satoransky,203107.0,,,,,,,,
584,PT04M42.00S,2020-01-14T02:40:04.0Z,4,REGULAR,freethrow,1of2,[],203107,,,1610612741,101,84,2020-01-14T02:40:04Z,5770000,,,0,,MISS T. Satoransky freethrow 1of2,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,Missed,,,,,,,,,,,,,,,,,,
585,PT04M42.00S,2020-01-14T02:40:04.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,101,84,2020-01-14T02:40:04Z,5780000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,
586,PT04M42.00S,2020-01-14T02:40:16.9Z,4,REGULAR,freethrow,2of2,[],203107,,,1610612741,101,85,2020-01-14T02:40:16Z,5790000,,,0,,T. Satoransky freethrow 2of2 (12 PTS),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
587,PT04M34.00S,2020-01-14T02:40:28.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612738,101,85,2020-01-14T02:40:48Z,5800000,,,0,,Z. LaVine FOUL personal (3 PF) (Poirier inpenalty),"[203897, 1629738]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,1193.0,3.0,0.0,Poirier,1629738.0,,,,,,,,
589,PT04M34.00S,2020-01-14T02:40:54.6Z,4,REGULAR,freethrow,1of2,[],1629738,,,1610612738,102,85,2020-01-14T02:40:54Z,5820000,,,0,,V. Poirier freethrow 1of2 (1 PTS),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
590,PT04M34.00S,2020-01-14T02:41:09.8Z,4,REGULAR,freethrow,2of2,[],1629738,,,1610612738,103,85,2020-01-14T02:41:09Z,5830000,,,0,,V. Poirier freethrow 2of2 (2 PTS),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
591,PT04M27.00S,2020-01-14T02:41:20.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629655,86.15308804204993,52.27481617647059,1610612741,103,85,2020-01-14T02:41:33Z,5840000,11.0,78.0,1,right,MISS D. Gafford 8' layup Blocked,"[1629655, 202689]",1610612741.0,CHI,driving,,,Gafford,D. Gafford,,,,,8.4,Missed,,,,,,,,,,,,,,,,,Walker,202689.0
592,PT04M27.00S,2020-01-14T02:41:20.2Z,4,REGULAR,block,,[],202689,,,1610612741,103,85,2020-01-14T02:41:23Z,5850000,,,0,,K. Walker BLOCK (2 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
593,PT04M27.00S,2020-01-14T02:41:20.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,103,85,2020-01-14T02:41:33Z,5860000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,
594,PT04M27.00S,2020-01-14T02:41:26.1Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,103,85,2020-01-14T02:41:26Z,5870000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M05.00S,2020-01-14T02:41:51.4Z,4,REGULAR,turnover,lostball,[],1629738,,,1610612738,103,85,2020-01-14T02:41:56Z,5880000,,,0,,V. Poirier TURNOVER lostball (1 TOV) Stolen,"[1629738, 1628374]",1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,,,,,,1.0,Markkanen,1628374.0,,
596,PT04M05.00S,2020-01-14T02:41:51.4Z,4,REGULAR,steal,,[],1628374,,,1610612741,103,85,2020-01-14T02:41:53Z,5890000,,,0,,L. Markkanen STEAL (2 STL),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M03.00S,2020-01-14T02:41:55.6Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627739,91.80354796320631,42.22579656862745,1610612741,103,87,2020-01-14T02:42:12Z,5900000,-39.0,25.0,1,right,K. Dunn layup (8 PTS) (T. Satoransky 5 AST),"[1627739, 203107]",1610612741.0,CHI,running,,,Dunn,K. Dunn,,,,,4.91,Made,8.0,,,,,,,,,,T. Satoransky,203107.0,5.0,,,,,
599,PT04M03.00S,2020-01-14T02:42:03.9Z,4,REGULAR,foul,personal,['1freethrow'],203935,,,1610612741,103,87,2020-01-14T02:42:12Z,5920000,,,0,,M. Smart FOUL personal (3 PF) (Dunn 1freethrow),"[203935, 1627739]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,1193.0,3.0,0.0,Dunn,1627739.0,,,,,,,,
601,PT04M03.00S,2020-01-14T02:42:30.2Z,4,REGULAR,freethrow,1of1,"['fromturnover', 'fastbreak']",1627739,,,1610612741,103,88,2020-01-14T02:42:30Z,5940000,,,0,,K. Dunn freethrow 1of1 (9 PTS),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
602,PT03M44.00S,2020-01-14T02:42:50.6Z,4,REGULAR,2pt,jumpshot,[],1627759,10.726018396846255,67.71599264705883,1610612738,103,88,2020-01-14T02:43:08Z,5950000,-89.0,48.0,1,left,MISS J. Brown 10' jumpshot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,
603,PT03M41.00S,2020-01-14T02:42:53.6Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612741,103,88,2020-01-14T02:43:08Z,5960000,,,0,,L. Markkanen REBOUND (Off:1 Def:5),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,602.0,6.0,5.0,1.0,,,,,,,,,,,,,
604,PT03M35.00S,2020-01-14T02:42:59.6Z,4,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint']",203897,94.03745072273325,52.51991421568627,1610612741,103,90,2020-01-14T02:43:14Z,5970000,13.0,4.0,1,right,Z. LaVine dunk (27 PTS) (T. Satoransky 6 AST),"[203897, 203107]",1610612741.0,CHI,alleyoop,,,LaVine,Z. LaVine,,,,,1.55,Made,27.0,,,,,,,,,,T. Satoransky,203107.0,6.0,,,,,
606,PT03M14.00S,2020-01-14T02:43:19.8Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1629738,9.411957950065702,39.5297181372549,1610612738,103,90,2020-01-14T02:43:25Z,5990000,52.0,36.0,1,left,MISS V. Poirier 7' hook,[1629738],1610612738.0,BOS,turnaround,,,Poirier,V. Poirier,,,,,6.68,Missed,,,,,,,,,,,,,,,,,,
607,PT03M12.00S,2020-01-14T02:43:21.8Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,103,90,2020-01-14T02:43:25Z,6000000,,,0,,Z. LaVine REBOUND (Off:1 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,606.0,5.0,4.0,1.0,,,,,,,,,,,,,
608,PT03M07.00S,2020-01-14T02:43:27.8Z,4,REGULAR,turnover,lostball,[],203897,,,1610612741,103,90,2020-01-14T02:43:34Z,6010000,,,0,,Z. LaVine TURNOVER lostball (6 TOV) Stolen,"[203897, 203935]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,6.0,Smart,203935.0,,
609,PT03M07.00S,2020-01-14T02:43:27.8Z,4,REGULAR,steal,,[],203935,,,1610612738,103,90,2020-01-14T02:43:30Z,6020000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M03.00S,2020-01-14T02:43:31.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,7.5722733245729295,47.372855392156865,1610612738,105,90,2020-01-14T02:43:42Z,6030000,13.0,19.0,1,left,G. Hayward layup (8 PTS) (M. Smart 8 AST),"[202330, 203935]",1610612738.0,BOS,runningfingerroll,,,Hayward,G. Hayward,,,,,2.75,Made,8.0,,,,,,,,,,M. Smart,203935.0,8.0,,,,,
612,PT02M54.00S,2020-01-14T02:43:39.7Z,4,REGULAR,3pt,jumpshot,[],203897,68.01905387647832,18.45128676470588,1610612741,105,93,2020-01-14T02:43:46Z,6050000,-158.0,248.0,1,right,Z. LaVine 30' 3PT  (30 PTS) (T. Satoransky 7 AST),"[203897, 203107]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,29.86,Made,30.0,,,,,,,,,,T. Satoransky,203107.0,7.0,,,,,
614,PT02M39.00S,2020-01-14T02:43:55.4Z,4,REGULAR,3pt,jumpshot,[],202689,25.18068331143233,84.62775735294117,1610612738,108,93,2020-01-14T02:44:01Z,6070000,-173.0,184.0,1,left,K. Walker 26' 3PT  (11 PTS),[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,25.68,Made,11.0,,,,,,,,,,,,,,,,,
615,PT02M21.00S,2020-01-14T02:44:15.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629738,,,1610612741,108,93,2020-01-14T02:44:25Z,6080000,,,0,,V. Poirier FOUL personal (2 PF) (Gafford inpenalty),"[1629738, 1629655]",1610612738.0,BOS,shooting,,,Poirier,V. Poirier,,,,,,,,,,,,1204.0,2.0,0.0,Gafford,1629655.0,,,,,,,,
617,PT02M21.00S,2020-01-14T02:44:43.2Z,4,REGULAR,freethrow,1of2,[],1629655,,,1610612741,108,94,2020-01-14T02:44:43Z,6100000,,,0,,D. Gafford freethrow 1of2 (9 PTS),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
618,PT02M21.00S,2020-01-14T02:44:54.4Z,4,REGULAR,freethrow,2of2,[],1629655,,,1610612741,108,95,2020-01-14T02:44:54Z,6110000,,,0,,D. Gafford freethrow 2of2 (10 PTS),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
619,PT02M02.00S,2020-01-14T02:45:16.4Z,4,REGULAR,3pt,jumpshot,[],202689,33.327858081471746,48.10814950980392,1610612738,111,95,2020-01-14T02:45:24Z,6120000,9.0,261.0,1,left,K. Walker 27' 3PT  (14 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.65,Made,14.0,,,,,,,,,,,,,,,,,
620,PT02M00.00S,2020-01-14T02:45:22.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,111,95,2020-01-14T02:45:22Z,6130000,,,0,,timeout full,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612741,111,95,2020-01-14T02:46:56Z,6140000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],202689,,,1610612741,111,95,2020-01-14T02:46:56Z,6150000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],203935,,,1610612741,111,95,2020-01-14T02:46:56Z,6160000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],202330,,,1610612741,111,95,2020-01-14T02:46:56Z,6170000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],203897,,,1610612741,111,95,2020-01-14T02:46:56Z,6180000,,,0,,substitution out LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],1629655,,,1610612741,111,95,2020-01-14T02:46:56Z,6190000,,,0,,substitution out Gafford,[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],1628374,,,1610612741,111,95,2020-01-14T02:46:56Z,6200000,,,0,,substitution out Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],203107,,,1610612741,111,95,2020-01-14T02:46:56Z,6210000,,,0,,substitution out Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,out,[],1627739,,,1610612741,111,95,2020-01-14T02:46:56Z,6220000,,,0,,substitution out Dunn,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
630,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],202954,,,1610612741,111,95,2020-01-14T02:46:56Z,6230000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1629641,,,1610612741,111,95,2020-01-14T02:46:56Z,6240000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1629750,,,1610612741,111,95,2020-01-14T02:46:56Z,6250000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
633,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1628400,,,1610612741,111,95,2020-01-14T02:46:56Z,6260000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1627885,,,1610612741,111,95,2020-01-14T02:46:56Z,6270000,,,0,,substitution in Harrison,[1627885],1610612741.0,CHI,,,,Harrison,S. Harrison,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1627756,,,1610612741,111,95,2020-01-14T02:46:56Z,6280000,,,0,,substitution in Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M00.00S,2020-01-14T02:46:12.6Z,4,REGULAR,substitution,in,[],1628990,,,1610612741,111,95,2020-01-14T02:46:56Z,6290000,,,0,,substitution in Hutchison,[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
