actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT06M37.00S,2020-07-29T00:19:09.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612745,12,13,2020-07-29T00:19:10Z,860000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,
87,PT06M33.00S,2020-07-29T00:19:13.5Z,1,REGULAR,3pt,jumpshot,[],1627863,70.25295663600527,23.108149509803923,1610612745,12,13,2020-07-29T00:19:20Z,870000,-134.0,227.0,1,right,MISS D. House Jr. 27' 3PT,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,
88,PT06M29.00S,2020-07-29T00:19:17.5Z,1,REGULAR,rebound,defensive,[],1629035,,,1610612738,12,13,2020-07-29T00:19:20Z,880000,,,0,,C. Edwards REBOUND (Off:0 Def:2),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,
89,PT06M17.00S,2020-07-29T00:19:30.2Z,1,REGULAR,2pt,jumpshot,[],1628400,25.837713534822605,49.82383578431372,1610612738,12,13,2020-07-29T00:19:36Z,890000,1.0,190.0,1,left,MISS S. Ojeleye 20' jumpshot,[1628400],1610612738.0,BOS,fadeaway,,,Ojeleye,S. Ojeleye,,,,,19.59,Missed,,,,,,,,,,,,,,,,,,
90,PT06M13.00S,2020-07-29T00:19:34.2Z,1,REGULAR,rebound,defensive,[],203496,,,1610612745,12,13,2020-07-29T00:19:36Z,900000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,
91,PT06M09.00S,2020-07-29T00:19:37.8Z,1,REGULAR,turnover,badpass,[],201935,,,1610612745,12,13,2020-07-29T00:19:44Z,910000,,,0,,J. Harden TURNOVER badpass (2 TOV) Stolen,"[201935, 1629035]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,2.0,Edwards,1629035.0,,,,,,,
92,PT06M09.00S,2020-07-29T00:19:37.8Z,1,REGULAR,steal,,[],1629035,,,1610612738,12,13,2020-07-29T00:19:39Z,920000,,,0,,C. Edwards STEAL (2 STL),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M00.00S,2020-07-29T00:19:48.4Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612738,12,13,2020-07-29T00:20:12Z,930000,,,0,,J. Harden FOUL personal (1 PF) (Edwards 2freethrow),"[201935, 1629035]",1610612745.0,HOU,shooting,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Edwards,1629035.0,,
95,PT06M00.00S,2020-07-29T00:20:14.8Z,1,REGULAR,freethrow,1of2,['fromturnover'],1629035,,,1610612738,12,13,2020-07-29T00:20:37Z,950000,,,0,,MISS C. Edwards freethrow 1of2,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,Missed,,,,,,,,,,,,,,,,,,
96,PT06M00.00S,2020-07-29T00:20:14.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,12,13,2020-07-29T00:20:37Z,960000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,
97,PT06M00.00S,2020-07-29T00:20:16.2Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,12,13,2020-07-29T00:20:20Z,970000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
98,PT06M00.00S,2020-07-29T00:20:16.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,12,13,2020-07-29T00:20:20Z,980000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
99,PT06M00.00S,2020-07-29T00:20:14.8Z,1,REGULAR,freethrow,2of2,['fromturnover'],1629035,,,1610612738,12,13,2020-07-29T00:20:37Z,990000,,,0,,MISS C. Edwards freethrow 2of2,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT05M57.00S,2020-07-29T00:20:17.8Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,12,13,2020-07-29T00:20:37Z,1000000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT05M53.00S,2020-07-29T00:20:40.7Z,1,REGULAR,turnover,lostball,[],1627863,,,1610612745,12,13,2020-07-29T00:20:44Z,1010000,,,0,,D. House Jr. TURNOVER lostball (1 TOV) Stolen,"[1627863, 1629684]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,,,,,
102,PT05M53.00S,2020-07-29T00:20:40.7Z,1,REGULAR,steal,,[],1629684,,,1610612738,12,13,2020-07-29T00:20:43Z,1020000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M44.00S,2020-07-29T00:20:50.0Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202954,7.046649145860711,46.88265931372549,1610612738,12,15,2020-07-29T00:20:54Z,1030000,16.0,14.0,1,left,B. Wanamaker layup (5 PTS),[202954],1610612738.0,BOS,drivingfingerroll,,,Wanamaker,B. Wanamaker,,,,,2.47,Made,5.0,,,,,,,,,,,,,,,,,
104,PT05M28.00S,2020-07-29T00:21:05.5Z,1,REGULAR,3pt,jumpshot,[],203463,80.89684625492772,91.49050245098039,1610612745,12,15,2020-07-29T00:21:11Z,1040000,207.0,127.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
105,PT05M24.00S,2020-07-29T00:21:09.5Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,12,15,2020-07-29T00:21:11Z,1050000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,104.0,3.0,2.0,1.0,,,,,,,,,,
107,PT05M18.00S,2020-07-29T00:21:15.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202954,5.863994743758213,52.51991421568627,1610612738,12,15,2020-07-29T00:21:20Z,1070000,-13.0,3.0,1,left,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,
108,PT05M14.00S,2020-07-29T00:21:18.7Z,1,REGULAR,rebound,defensive,[],203496,,,1610612745,12,15,2020-07-29T00:21:18Z,1080000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,107.0,3.0,3.0,0.0,,,,,,,,,,
109,PT05M13.00S,2020-07-29T00:21:22.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201935,92.06636005256242,48.84344362745098,1610612745,12,15,2020-07-29T00:21:29Z,1090000,-6.0,22.0,1,right,MISS J. Harden layup Blocked,"[201935, 1629684]",1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,2.82,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0
110,PT05M13.00S,2020-07-29T00:21:22.4Z,1,REGULAR,block,,[],1629684,,,1610612745,12,15,2020-07-29T00:21:27Z,1100000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M13.00S,2020-07-29T00:21:22.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,12,15,2020-07-29T00:21:29Z,1110000,,,0,,Team offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,
112,PT05M13.00S,2020-07-29T00:21:30.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612745,12,15,2020-07-29T00:21:30Z,1120000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M08.00S,2020-07-29T00:21:39.0Z,1,REGULAR,3pt,jumpshot,['2ndchance'],201935,93.24901445466492,94.921875,1610612745,15,15,2020-07-29T00:21:46Z,1130000,225.0,11.0,1,right,J. Harden 23' 3PT  (8 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,22.52,Made,8.0,,,,,,,,,,,,,,,,,
114,PT04M52.00S,2020-07-29T00:21:58.4Z,1,REGULAR,turnover,traveling,[],1629738,,,1610612738,15,15,2020-07-29T00:22:05Z,1140000,,,0,,V. Poirier TURNOVER traveling (1 TOV),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,1.0,,,204059.0,,,,,,
115,PT04M42.00S,2020-07-29T00:22:20.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627863,94.1688567674113,53.255208333333336,1610612745,15,15,2020-07-29T00:22:25Z,1150000,16.0,2.0,1,right,MISS D. House Jr. layup,[1627863],1610612745.0,HOU,cutting,,,House Jr.,D. House Jr.,,,,,1.81,Missed,,,,,,,,,,,,,,,,,,
116,PT04M40.00S,2020-07-29T00:22:22.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,15,15,2020-07-29T00:22:25Z,1160000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,
117,PT04M25.00S,2020-07-29T00:22:37.5Z,1,REGULAR,2pt,jumpshot,[],1629684,6.915243101182654,72.37285539215686,1610612738,15,15,2020-07-29T00:22:41Z,1170000,-112.0,13.0,1,left,MISS G. Williams 11' jumpshot,[1629684],1610612738.0,BOS,drivingfloating,,,Williams,G. Williams,,,,,11.33,Missed,,,,,,,,,,,,,,,,,,
118,PT04M22.00S,2020-07-29T00:22:40.5Z,1,REGULAR,rebound,defensive,[],203496,,,1610612745,15,15,2020-07-29T00:22:41Z,1180000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,117.0,4.0,4.0,0.0,,,,,,,,,,
119,PT04M20.00S,2020-07-29T00:22:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1629738,,,1610612745,15,15,2020-07-29T00:22:58Z,1190000,,,0,,V. Poirier FOUL personal (1 PF) (Green 2freethrow),"[1629738, 201145]",1610612738.0,BOS,shooting,,,Poirier,V. Poirier,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Green,201145.0,,
121,PT04M20.00S,2020-07-29T00:23:14.6Z,1,REGULAR,freethrow,1of2,['fastbreak'],201145,,,1610612745,16,15,2020-07-29T00:23:14Z,1210000,,,0,,J. Green freethrow 1of2 (1 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
122,PT04M20.00S,2020-07-29T00:23:15.5Z,1,REGULAR,substitution,out,[],1629035,,,1610612745,16,15,2020-07-29T00:23:18Z,1220000,,,0,,substitution out Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M20.00S,2020-07-29T00:23:15.5Z,1,REGULAR,substitution,in,[],1629682,,,1610612745,16,15,2020-07-29T00:23:18Z,1230000,,,0,,substitution in Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M20.00S,2020-07-29T00:23:33.5Z,1,REGULAR,freethrow,2of2,['fastbreak'],201145,,,1610612745,17,15,2020-07-29T00:23:33Z,1240000,,,0,,J. Green freethrow 2of2 (2 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
125,PT03M56.00S,2020-07-29T00:23:58.8Z,1,REGULAR,2pt,jumpshot,[],1629684,22.026938239159,52.27481617647059,1610612738,17,17,2020-07-29T00:24:04Z,1250000,-11.0,155.0,1,left,G. Williams 16' jumpshot (2 PTS),[1629684],1610612738.0,BOS,stepback,,,Williams,G. Williams,,,,,16.05,Made,2.0,,,,,,,,,,,,,,,,,
126,PT03M46.00S,2020-07-29T00:24:15.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612745,17,17,2020-07-29T00:24:25Z,1260000,,,0,,S. Ojeleye FOUL personal (1 PF) (House Jr. inpenalty),"[1628400, 1627863]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,House Jr.,1627863.0,,
128,PT03M46.00S,2020-07-29T00:24:35.6Z,1,REGULAR,freethrow,1of2,[],1627863,,,1610612745,18,17,2020-07-29T00:24:35Z,1280000,,,0,,D. House Jr. freethrow 1of2 (1 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
129,PT03M46.00S,2020-07-29T00:24:36.4Z,1,REGULAR,substitution,out,[],203496,,,1610612745,18,17,2020-07-29T00:24:43Z,1290000,,,0,,substitution out Covington,[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M46.00S,2020-07-29T00:24:36.4Z,1,REGULAR,substitution,in,[],203085,,,1610612745,18,17,2020-07-29T00:24:43Z,1300000,,,0,,substitution in Rivers,[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M46.00S,2020-07-29T00:24:50.8Z,1,REGULAR,freethrow,2of2,[],1627863,,,1610612745,19,17,2020-07-29T00:24:50Z,1310000,,,0,,D. House Jr. freethrow 2of2 (2 PTS),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
132,PT03M32.00S,2020-07-29T00:25:05.7Z,1,REGULAR,3pt,jumpshot,[],202954,25.18068331143233,88.05912990196079,1610612738,19,17,2020-07-29T00:25:10Z,1320000,-190.0,184.0,1,left,MISS B. Wanamaker 27' 3PT,[202954],1610612738.0,BOS,stepback,,,Wanamaker,B. Wanamaker,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,
133,PT03M29.00S,2020-07-29T00:25:08.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612745,19,17,2020-07-29T00:25:10Z,1330000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,132.0,3.0,3.0,0.0,,,,,,,,,,
134,PT03M22.00S,2020-07-29T00:25:16.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201935,94.1688567674113,46.14736519607843,1610612745,21,17,2020-07-29T00:25:19Z,1340000,-19.0,2.0,1,right,J. Harden layup (10 PTS),[201935],1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,2.08,Made,10.0,,,,,,,,,,,,,,,,,
135,PT03M13.00S,2020-07-29T00:25:24.4Z,1,REGULAR,turnover,badpass,[],202954,,,1610612738,21,17,2020-07-29T00:25:29Z,1350000,,,0,,B. Wanamaker TURNOVER badpass (2 TOV) Stolen,"[202954, 203085]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2.0,Rivers,203085.0,,,,,,,
136,PT03M13.00S,2020-07-29T00:25:24.4Z,1,REGULAR,steal,,[],203085,,,1610612745,21,17,2020-07-29T00:25:26Z,1360000,,,0,,A. Rivers STEAL (1 STL),[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M03.00S,2020-07-29T00:25:34.4Z,1,REGULAR,3pt,jumpshot,['fromturnover'],201935,64.07687253613666,50.55912990196079,1610612745,24,17,2020-07-29T00:25:39Z,1370000,3.0,285.0,1,right,J. Harden 29' 3PT  (13 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,29.07,Made,13.0,,,,,,,,,,,,,,,,,
138,PT03M01.00S,2020-07-29T00:25:40.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,24,17,2020-07-29T00:25:40Z,1380000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M01.00S,2020-07-29T00:27:20.3Z,1,REGULAR,substitution,out,[],201935,,,1610612738,24,17,2020-07-29T00:28:10Z,1390000,,,0,,substitution out Harden,[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M01.00S,2020-07-29T00:27:20.3Z,1,REGULAR,substitution,in,[],201566,,,1610612738,24,17,2020-07-29T00:28:10Z,1400000,,,0,,substitution in Westbrook,[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M47.00S,2020-07-29T00:28:50.1Z,1,REGULAR,3pt,jumpshot,[],1629682,22.815374507227332,12.814031862745098,1610612738,24,17,2020-07-29T00:28:54Z,1410000,186.0,162.0,1,left,MISS T. Waters 25' 3PT,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,
142,PT02M44.00S,2020-07-29T00:28:53.1Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,24,17,2020-07-29T00:28:54Z,1420000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,
143,PT02M36.00S,2020-07-29T00:29:01.4Z,1,REGULAR,2pt,jumpshot,['2ndchance'],1629684,20.97568988173456,25.314031862745097,1610612738,24,19,2020-07-29T00:29:06Z,1430000,123.0,145.0,1,left,G. Williams 19' jumpshot (4 PTS),[1629684],1610612738.0,BOS,turnaroundfadeaway,,,Williams,G. Williams,,,,,19.44,Made,4.0,,,,,,,,,,,,,,,,,
144,PT02M23.00S,2020-07-29T00:29:13.9Z,1,REGULAR,turnover,badpass,[],203463,,,1610612745,24,19,2020-07-29T00:29:17Z,1440000,,,0,,B. McLemore TURNOVER badpass (1 TOV) Stolen,"[203463, 1629682]",1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,1.0,Waters,1629682.0,,,,,,,
145,PT02M23.00S,2020-07-29T00:29:13.9Z,1,REGULAR,steal,,[],1629682,,,1610612738,24,19,2020-07-29T00:29:16Z,1450000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M21.00S,2020-07-29T00:29:18.8Z,1,REGULAR,foul,personal,['2freethrow'],201145,,,1610612738,24,19,2020-07-29T00:29:29Z,1460000,,,0,,J. Green FOUL personal (1 PF) (Ojeleye 2freethrow),"[201145, 1628400]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Ojeleye,1628400.0,,
148,PT02M21.00S,2020-07-29T00:29:43.9Z,1,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1628400,,,1610612738,24,19,2020-07-29T00:29:43Z,1480000,,,0,,MISS S. Ojeleye freethrow 1of2,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT02M21.00S,2020-07-29T00:29:43.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,24,19,2020-07-29T00:29:43Z,1490000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,
150,PT02M21.00S,2020-07-29T00:29:45.6Z,1,REGULAR,substitution,out,[],202954,,,1610612738,24,19,2020-07-29T00:29:53Z,1500000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M21.00S,2020-07-29T00:29:45.6Z,1,REGULAR,substitution,in,[],1629641,,,1610612738,24,19,2020-07-29T00:29:53Z,1510000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M21.00S,2020-07-29T00:30:02.1Z,1,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1628400,,,1610612738,24,20,2020-07-29T00:30:02Z,1520000,,,0,,S. Ojeleye freethrow 2of2 (4 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
153,PT02M09.00S,2020-07-29T00:30:15.6Z,1,REGULAR,3pt,jumpshot,[],203463,86.15308804204993,3.7454044117647056,1610612745,24,20,2020-07-29T00:30:20Z,1530000,-231.0,78.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,24.58,Missed,,,,,,,,,,,,,,,,,,
154,PT02M06.00S,2020-07-29T00:30:18.6Z,1,REGULAR,rebound,defensive,[],1629682,,,1610612738,24,20,2020-07-29T00:30:20Z,1540000,,,0,,T. Waters REBOUND (Off:0 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,
155,PT02M03.00S,2020-07-29T00:30:23.9Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,24,20,2020-07-29T00:30:23Z,1550000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M03.00S,2020-07-29T00:30:25.0Z,1,REGULAR,substitution,out,[],1628400,,,1610612738,24,20,2020-07-29T00:30:28Z,1560000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M03.00S,2020-07-29T00:30:25.0Z,1,REGULAR,substitution,in,[],1629750,,,1610612738,24,20,2020-07-29T00:30:28Z,1570000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M53.00S,2020-07-29T00:31:24.4Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629738,7.046649145860711,48.10814950980392,1610612738,24,22,2020-07-29T00:31:32Z,1600000,9.0,14.0,1,left,V. Poirier dunk (2 PTS) (R. Langford 1 AST),"[1629738, 1629641]",1610612738.0,BOS,driving,,,Poirier,V. Poirier,,,,,2.14,Made,2.0,R. Langford,1629641.0,1.0,,,,,,,,,,,,,,
161,PT01M53.00S,2020-07-29T00:31:30.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201145,,,1610612738,24,22,2020-07-29T00:32:39Z,1610000,,,0,,J. Green FOUL personal (2 PF) (Poirier inpenalty),"[201145, 1629738]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Poirier,1629738.0,,
163,PT01M53.00S,2020-07-29T00:31:44.8Z,1,REGULAR,freethrow,1of1,[],1629738,,,1610612738,24,23,2020-07-29T00:32:05Z,1630000,,,0,,V. Poirier freethrow 1of1 (3 PTS),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
164,PT01M44.00S,2020-07-29T00:31:45.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],201566,93.24901445466492,45.90226715686275,1610612745,26,23,2020-07-29T00:32:09Z,1640000,-20.0,11.0,1,right,R. Westbrook layup (4 PTS),[201566],1610612745.0,HOU,driving,,,Westbrook,R. Westbrook,,,,,2.63,Made,4.0,,,,,,,,,,,,,,,,,
165,PT01M44.00S,2020-07-29T00:31:52.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629682,,,1610612745,26,23,2020-07-29T00:32:04Z,1650000,,,0,,T. Waters FOUL personal (1 PF) (Westbrook inpenalty),"[1629682, 201566]",1610612738.0,BOS,shooting,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Westbrook,201566.0,,
167,PT01M44.00S,2020-07-29T00:31:59.8Z,1,REGULAR,substitution,out,[],203463,,,1610612745,26,23,2020-07-29T00:32:02Z,1670000,,,0,,substitution out McLemore,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M44.00S,2020-07-29T00:31:59.8Z,1,REGULAR,substitution,in,[],201569,,,1610612745,26,23,2020-07-29T00:32:02Z,1680000,,,0,,substitution in Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M44.00S,2020-07-29T00:32:14.7Z,1,REGULAR,freethrow,1of1,[],201566,,,1610612745,27,23,2020-07-29T00:32:14Z,1690000,,,0,,R. Westbrook freethrow 1of1 (5 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
171,PT01M34.00S,2020-07-29T00:32:28.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612738,27,23,2020-07-29T00:32:39Z,1700000,,,0,,D. House Jr. FOUL personal (1 PF) (Williams inpenalty),"[1627863, 1629684]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Williams,1629684.0,,
173,PT01M34.00S,2020-07-29T00:33:01.0Z,1,REGULAR,freethrow,1of2,[],1629684,,,1610612738,27,24,2020-07-29T00:33:01Z,1720000,,,0,,G. Williams freethrow 1of2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
174,PT01M34.00S,2020-07-29T00:33:12.9Z,1,REGULAR,freethrow,2of2,[],1629684,,,1610612738,27,25,2020-07-29T00:33:12Z,1730000,,,0,,G. Williams freethrow 2of2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
175,PT01M26.00S,2020-07-29T00:33:23.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629682,,,1610612745,27,25,2020-07-29T00:33:35Z,1740000,,,0,,T. Waters FOUL personal (2 PF) (Rivers inpenalty),"[1629682, 203085]",1610612738.0,BOS,shooting,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Rivers,203085.0,,
