actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
297,PT04M39.00S,2019-12-21T01:22:07.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,46,35,2019-12-21T01:26:59Z,2577500,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M27.00S,2019-12-21T01:22:28.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202689,9.773324572930349,48.46047794117647,1610612738,46,35,2019-12-21T01:23:06Z,2580000,8.0,39.0,1,left,MISS K. Walker layup,[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,4.56,Missed,,,,,,,,,,,,,,,,,,,
267,PT04M25.00S,2019-12-21T01:22:30.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612765,46,35,2019-12-21T01:22:30Z,2590000,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,266.0,5.0,5.0,0.0,,,,,,,
268,PT04M24.00S,2019-12-21T01:22:32.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629004,92.82194480946123,50.17616421568628,1610612765,46,35,2019-12-21T01:32:02Z,2600000,1.0,15.0,1,right,MISS S. Mykhailiuk layup,[1629004],1610612765.0,DET,running,,,Mykhailiuk,S. Mykhailiuk,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,,
287,PT04M24.00S,2019-12-21T01:22:32.6Z,2,REGULAR,rebound,offensive,[],202693,,,1610612765,46,35,2019-12-21T01:24:39Z,2610000,,,0,,M. Morris REBOUND (Off:1 Def:2),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,268.0,3.0,2.0,1.0,,,,,,,
270,PT04M24.00S,2019-12-21T01:22:50.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",202693,94.26741130091985,48.950674019607845,1610612765,46,37,2019-12-21T01:32:45Z,2620000,-5.0,1.0,1,right,M. Morris layup (10 PTS),[202693],1610612765.0,DET,putback,,,Morris,M. Morris,,,,,0.86,Made,10.0,,,,,,,,,,,,,,,,,,
333,PT04M24.00S,2019-12-21T01:23:02.0Z,2,REGULAR,violation,defensivegoaltending,[],1628369,,,1610612765,46,37,2019-12-21T01:32:45Z,2625000,,,0,,J. Tatum violation defensivegoaltending,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M06.00S,2019-12-21T01:23:13.5Z,2,REGULAR,turnover,badpass,[],1627759,,,1610612738,46,37,2019-12-21T01:34:19Z,2630000,,,0,,J. Brown TURNOVER badpass (3 TOV) Stolen,"[1627759, 203083]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,3.0,Drummond,203083.0,,,,,,,,,,,
342,PT04M06.00S,2019-12-21T01:23:13.5Z,2,REGULAR,steal,,[],203083,,,1610612765,46,37,2019-12-21T01:34:19Z,2635000,,,0,,A. Drummond STEAL (3 STL),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M05.00S,2019-12-21T01:23:26.0Z,2,REGULAR,turnover,traveling,[],203083,,,1610612765,46,37,2019-12-21T01:34:27Z,2640000,,,0,,A. Drummond TURNOVER traveling (2 TOV),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,202058.0,2.0,,,,,,,,,,,,,
273,PT04M05.00S,2019-12-21T01:23:39.7Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,46,37,2019-12-21T01:23:51Z,2650000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M05.00S,2019-12-21T01:23:39.7Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,46,37,2019-12-21T01:23:51Z,2660000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M05.00S,2019-12-21T01:23:39.7Z,2,REGULAR,substitution,in,[],202683,,,1610612738,46,37,2019-12-21T01:23:51Z,2680000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M05.00S,2019-12-21T01:23:39.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,46,37,2019-12-21T01:23:51Z,2690000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M54.00S,2019-12-21T01:23:59.9Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,46,37,2019-12-21T01:23:59Z,2710000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M49.00S,2019-12-21T01:24:15.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629684,7.013797634691201,45.029105392156865,1610612738,46,37,2019-12-21T01:27:51Z,2720000,25.0,13.0,1,left,MISS G. Williams layup Blocked,"[1629684, 202693]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,3.13,Missed,,,,,,,,,,,,,,,,,Morris,202693.0,
281,PT03M49.00S,2019-12-21T01:24:15.0Z,2,REGULAR,block,,[],202693,,,1610612738,46,37,2019-12-21T01:24:16Z,2730000,,,0,,M. Morris BLOCK (2 BLK),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M46.00S,2019-12-21T01:24:18.0Z,2,REGULAR,rebound,defensive,[],203083,,,1610612765,46,37,2019-12-21T01:24:18Z,2740000,,,0,,A. Drummond REBOUND (Off:0 Def:6),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,280.0,6.0,6.0,0.0,,,,,,,
283,PT03M39.00S,2019-12-21T01:24:25.0Z,2,REGULAR,3pt,jumpshot,[],1629004,72.45400788436268,87.67616421568627,1610612765,46,40,2019-12-21T01:25:08Z,2750000,188.0,206.0,1,right,S. Mykhailiuk 28' 3PT  (3 PTS) (A. Drummond 2 AST),"[1629004, 203083]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,28.35,Made,3.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,,
285,PT03M27.00S,2019-12-21T01:24:37.2Z,2,REGULAR,turnover,lostball,[],202689,,,1610612738,46,40,2019-12-21T01:25:12Z,2770000,,,0,,K. Walker TURNOVER lostball (1 TOV) Stolen,"[202689, 203083]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,1.0,Drummond,203083.0,,,,,,,,,,,
286,PT03M27.00S,2019-12-21T01:24:37.2Z,2,REGULAR,steal,,[],203083,,,1610612765,46,40,2019-12-21T01:24:38Z,2780000,,,0,,A. Drummond STEAL (4 STL),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M22.00S,2019-12-21T01:24:42.7Z,2,REGULAR,turnover,outofbounds,[],203083,,,1610612765,46,40,2019-12-21T01:28:26Z,2790000,,,0,,A. Drummond TURNOVER outofbounds (3 TOV),[203083],1610612765.0,DET,badpass,,,Drummond,A. Drummond,,,,,,,,,,,1626302.0,3.0,,,,,,,,,,,,,
289,PT03M22.00S,2019-12-21T01:24:46.2Z,2,REGULAR,substitution,out,[],202693,,,1610612738,46,40,2019-12-21T01:24:51Z,2800000,,,0,,substitution out Morris,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M22.00S,2019-12-21T01:24:46.2Z,2,REGULAR,substitution,in,[],201565,,,1610612738,46,40,2019-12-21T01:24:51Z,2810000,,,0,,substitution in Rose,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M01.00S,2019-12-21T01:25:22.5Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627759,18.183311432325894,58.75459558823529,1610612738,48,40,2019-12-21T01:25:26Z,2820000,-44.0,118.0,1,left,J. Brown 13' jumpshot (9 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,13.14,Made,9.0,,,,,,,,,,,,,,,,,,
292,PT02M42.00S,2019-12-21T01:25:42.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629004,89.01116951379764,63.166360294117645,1610612765,48,40,2019-12-21T01:29:15Z,2830000,66.0,51.0,1,right,MISS S. Mykhailiuk 9' layup Blocked,"[1629004, 1627759]",1610612765.0,DET,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,8.66,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0,
293,PT02M42.00S,2019-12-21T01:25:42.4Z,2,REGULAR,block,,[],1627759,,,1610612765,48,40,2019-12-21T01:25:44Z,2840000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M42.00S,2019-12-21T01:25:42.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,48,40,2019-12-21T01:25:47Z,2850000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,
295,PT02M42.00S,2019-12-21T01:25:51.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,48,40,2019-12-21T01:25:51Z,2860000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M42.00S,2019-12-21T01:27:35.5Z,2,REGULAR,substitution,out,[],203503,,,1610612765,48,40,2019-12-21T01:28:14Z,2870000,,,0,,substitution out Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M42.00S,2019-12-21T01:27:35.5Z,2,REGULAR,substitution,in,[],1629635,,,1610612765,48,40,2019-12-21T01:28:14Z,2880000,,,0,,substitution in Doumbouya,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M41.00S,2019-12-21T01:28:45.8Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612765,48,40,2019-12-21T01:28:45Z,2890000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M37.00S,2019-12-21T01:29:04.7Z,2,REGULAR,turnover,badpass,[],1629004,,,1610612765,48,40,2019-12-21T01:32:44Z,2900000,,,0,,S. Mykhailiuk TURNOVER badpass (2 TOV) Stolen,"[1629004, 1627759]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,,,,,,,
302,PT02M37.00S,2019-12-21T01:29:04.7Z,2,REGULAR,steal,,[],1627759,,,1610612738,48,40,2019-12-21T01:32:44Z,2910000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M33.00S,2019-12-21T01:29:08.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.305519053876466,49.44087009803921,1610612738,50,40,2019-12-21T01:29:14Z,2920000,3.0,-3.0,1,left,J. Tatum layup (15 PTS) (K. Walker 3 AST),"[1628369, 202689]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,0.4,Made,15.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,,
305,PT02M30.00S,2019-12-21T01:29:17.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612765,50,40,2019-12-21T01:29:39Z,2940000,,,0,,G. Williams FOUL personal (2 PF) (Drummond inpenalty),"[1629684, 203083]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,202058.0,,,,,,,,2.0,0.0,Drummond,203083.0,,,
307,PT02M30.00S,2019-12-21T01:29:43.1Z,2,REGULAR,freethrow,1of2,[],203083,,,1610612765,50,40,2019-12-21T01:30:07Z,2960000,,,0,,MISS A. Drummond freethrow 1of2,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
308,PT02M30.00S,2019-12-21T01:29:43.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,50,40,2019-12-21T01:30:07Z,2970000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,
309,PT02M30.00S,2019-12-21T01:29:45.7Z,2,REGULAR,substitution,out,[],1629004,,,1610612765,50,40,2019-12-21T01:29:49Z,2980000,,,0,,substitution out Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M30.00S,2019-12-21T01:29:45.7Z,2,REGULAR,substitution,in,[],204038,,,1610612765,50,40,2019-12-21T01:29:49Z,2990000,,,0,,substitution in Galloway,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M30.00S,2019-12-21T01:29:43.1Z,2,REGULAR,freethrow,2of2,[],203083,,,1610612765,50,40,2019-12-21T01:30:07Z,3000000,,,0,,MISS A. Drummond freethrow 2of2,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
312,PT02M27.00S,2019-12-21T01:29:46.1Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,50,40,2019-12-21T01:30:07Z,3010000,,,0,,E. Kanter REBOUND (Off:3 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,311.0,5.0,2.0,3.0,,,,,,,
313,PT02M10.00S,2019-12-21T01:30:20.5Z,2,REGULAR,turnover,badpass,[],202689,,,1610612738,50,40,2019-12-21T01:30:26Z,3020000,,,0,,K. Walker TURNOVER badpass (2 TOV) Stolen,"[202689, 1629635]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,2.0,Doumbouya,1629635.0,,,,,,,,,,,
314,PT02M10.00S,2019-12-21T01:30:20.5Z,2,REGULAR,steal,,[],1629635,,,1610612765,50,40,2019-12-21T01:30:22Z,3030000,,,0,,S. Doumbouya STEAL (1 STL),[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M06.00S,2019-12-21T01:30:24.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201565,93.2161629434954,51.40165441176471,1610612765,50,42,2019-12-21T01:30:30Z,3040000,7.0,11.0,1,right,D. Rose layup (8 PTS),[201565],1610612765.0,DET,running,,,Rose,D. Rose,,,,,1.82,Made,8.0,,,,,,,,,,,,,,,,,,
316,PT01M50.00S,2019-12-21T01:30:43.6Z,2,REGULAR,turnover,traveling,[],202683,,,1610612738,50,42,2019-12-21T01:30:49Z,3050000,,,0,,E. Kanter TURNOVER traveling (2 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,1626301.0,2.0,,,,,,,,,,,,,
317,PT01M39.00S,2019-12-21T01:31:08.8Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1629635,94.26741130091985,4.0977328431372655,1610612765,50,42,2019-12-21T01:31:15Z,3060000,-230.0,1.0,1,right,MISS S. Doumbouya 23' 3PT,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,,
318,PT01M37.00S,2019-12-21T01:31:10.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,42,2019-12-21T01:31:15Z,3070000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,317.0,3.0,3.0,0.0,,,,,,,
319,PT01M32.00S,2019-12-21T01:31:15.6Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,10.561760840998687,94.2938112745098,1610612738,53,42,2019-12-21T01:31:21Z,3080000,-221.0,47.0,1,left,J. Brown 23' 3PT  (12 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.76,Made,12.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
321,PT01M25.00S,2019-12-21T01:31:22.1Z,2,REGULAR,turnover,lostball,[],1628971,,,1610612765,53,42,2019-12-21T01:31:28Z,3100000,,,0,,B. Brown TURNOVER lostball (3 TOV) Stolen,"[1628971, 1627759]",1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,3.0,Brown,1627759.0,,,,,,,,,,,
322,PT01M25.00S,2019-12-21T01:31:22.1Z,2,REGULAR,steal,,[],1627759,,,1610612738,53,42,2019-12-21T01:31:26Z,3110000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M21.00S,2019-12-21T01:31:26.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627759,33.295006570302235,39.88204656862745,1610612738,56,42,2019-12-21T01:38:24Z,3120000,51.0,260.0,1,left,J. Brown 27' 3PT  (15 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.08,Made,15.0,,,,,,,,,,,,,,,,,,
324,PT01M03.00S,2019-12-21T01:31:43.4Z,2,REGULAR,3pt,jumpshot,[],1628971,92.55913272010513,4.0977328431372655,1610612765,56,45,2019-12-21T01:31:47Z,3130000,-230.0,17.0,1,right,B. Brown 23' 3PT  (5 PTS) (D. Rose 3 AST),"[1628971, 201565]",1610612765.0,DET,,,,Brown,B. Brown,,,,,23.06,Made,5.0,D. Rose,201565.0,3.0,,,,,,,,,,,,,,,
326,PT00M43.70S,2019-12-21T01:32:05.5Z,2,REGULAR,3pt,jumpshot,[],1627759,26.067674113009204,14.636948529411768,1610612738,56,45,2019-12-21T01:32:13Z,3150000,177.0,193.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M41.70S,2019-12-21T01:32:07.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,56,45,2019-12-21T01:32:13Z,3160000,,,0,,Team defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,
328,PT00M41.70S,2019-12-21T01:32:12.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612765,56,45,2019-12-21T01:32:12Z,3170000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M41.70S,2019-12-21T01:32:18.2Z,2,REGULAR,substitution,out,[],202683,,,1610612765,56,45,2019-12-21T01:32:20Z,3180000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M41.70S,2019-12-21T01:32:18.2Z,2,REGULAR,substitution,in,[],1628464,,,1610612765,56,45,2019-12-21T01:32:20Z,3190000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M30.00S,2019-12-21T01:32:42.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629635,91.90210249671485,55.078125,1610612765,56,45,2019-12-21T01:32:49Z,3200000,25.0,24.0,1,right,MISS S. Doumbouya layup,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,,
332,PT00M27.00S,2019-12-21T01:32:45.4Z,2,REGULAR,rebound,offensive,[],203083,,,1610612765,56,45,2019-12-21T01:32:45Z,3210000,,,0,,A. Drummond REBOUND (Off:1 Def:6),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,331.0,7.0,6.0,1.0,,,,,,,
334,PT00M22.10S,2019-12-21T01:32:50.2Z,2,REGULAR,3pt,jumpshot,['2ndchance'],204038,72.7168199737188,14.882046568627445,1610612765,56,48,2019-12-21T01:32:54Z,3220000,-176.0,204.0,1,right,L. Galloway 27' 3PT  (7 PTS) (A. Drummond 3 AST),"[204038, 203083]",1610612765.0,DET,,,,Galloway,L. Galloway,,,,,27.34,Made,7.0,A. Drummond,203083.0,3.0,,,,,,,,,,,,,,,
336,PT00M01.10S,2019-12-21T01:33:14.0Z,2,REGULAR,3pt,jumpshot,[],1627759,30.798291721419176,77.13694852941177,1610612738,59,48,2019-12-21T01:34:07Z,3240000,-136.0,237.0,1,left,J. Brown 28' 3PT  (18 PTS) (K. Walker 5 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.79,Made,18.0,K. Walker,202689.0,5.0,,,,,,,,,,,,,,,
338,PT00M01.10S,2019-12-21T01:33:18.4Z,2,REGULAR,foul,personal,['1freethrow'],204038,,,1610612738,59,48,2019-12-21T01:33:29Z,3260000,,,0,,L. Galloway FOUL personal (1 PF) (Brown 1freethrow),"[204038, 1627759]",1610612765.0,DET,shooting,,,Galloway,L. Galloway,,,,,,,,,,,1626302.0,,,,,,,,1.0,0.0,Brown,1627759.0,,,
340,PT00M01.10S,2019-12-21T01:33:45.5Z,2,REGULAR,freethrow,1of1,[],1627759,,,1610612738,60,48,2019-12-21T01:33:45Z,3280000,,,0,,J. Brown freethrow 1of1 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
341,PT00M00.00S,2019-12-21T01:33:54.2Z,2,REGULAR,period,end,[],0,,,1610612765,60,48,2019-12-21T01:33:54Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612765,60,48,2019-12-21T01:49:05Z,3300000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,out,['startperiod'],204038,,,1610612765,60,48,2019-12-21T01:49:05Z,3310000,,,0,,substitution out Galloway,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,out,['startperiod'],201565,,,1610612765,60,48,2019-12-21T01:49:05Z,3320000,,,0,,substitution out Rose,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,out,['startperiod'],1629635,,,1610612765,60,48,2019-12-21T01:49:05Z,3330000,,,0,,substitution out Doumbouya,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612765,60,48,2019-12-21T01:49:05Z,3340000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,in,['startperiod'],1629004,,,1610612765,60,48,2019-12-21T01:49:05Z,3350000,,,0,,substitution in Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,in,['startperiod'],203503,,,1610612765,60,48,2019-12-21T01:49:05Z,3360000,,,0,,substitution in Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2019-12-21T01:48:37.6Z,3,REGULAR,substitution,in,['startperiod'],202693,,,1610612765,60,48,2019-12-21T01:49:05Z,3370000,,,0,,substitution in Morris,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2019-12-21T01:49:18.4Z,3,REGULAR,period,start,[],0,,,1610612738,60,48,2019-12-21T01:49:18Z,3380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M50.00S,2019-12-21T01:49:28.4Z,3,REGULAR,3pt,jumpshot,[],1627759,70.61432325886992,79.34283088235294,1610612738,60,48,2019-12-21T01:49:35Z,3390000,147.0,224.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,,
354,PT11M48.00S,2019-12-21T01:49:30.4Z,3,REGULAR,rebound,defensive,[],202693,,,1610612765,60,48,2019-12-21T01:49:35Z,3400000,,,0,,M. Morris REBOUND (Off:1 Def:3),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,353.0,4.0,3.0,1.0,,,,,,,
381,PT11M27.00S,2019-12-21T01:50:03.2Z,3,REGULAR,turnover,lostball,[],203083,,,1610612765,60,48,2019-12-21T01:53:07Z,3425000,,,0,,A. Drummond TURNOVER lostball (4 TOV) Stolen,"[203083, 202689]",1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,4.0,Walker,202689.0,,,,,,,,,,,
382,PT11M27.00S,2019-12-21T01:50:03.2Z,3,REGULAR,steal,,[],202689,,,1610612738,60,48,2019-12-21T02:30:16Z,3427500,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT11M25.00S,2019-12-21T01:50:07.2Z,3,REGULAR,turnover,badpass,[],202689,,,1610612738,60,48,2019-12-21T01:53:37Z,3428750,,,0,,K. Walker TURNOVER badpass (3 TOV) Stolen,"[202689, 203083]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,3.0,Drummond,203083.0,,,,,,,,,,,
387,PT11M25.00S,2019-12-21T01:50:07.2Z,3,REGULAR,steal,,[],203083,,,1610612765,60,48,2019-12-21T01:53:37Z,3429375,,,0,,A. Drummond STEAL (5 STL),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
