actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,subsInPlayerName,subsInPersonId,assistPlayerName,assistPersonId,assistTotal,blockPlayerName,blockPersonId,blockTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,value
394,PT03M58.00S,2020-02-27T05:14:11.9Z,3,REGULAR,rebound,offensive,[],1628396,,,1610612762,72,73,2020-02-27T05:14:14Z,3910000,,[UTA] Bradley offensive rebound (Off:2 Def:1),[1628396],1610612762.0,UTA,,,,Bradley,T. Bradley,,,,,,,,,,,,,393.0,3.0,1.0,2.0,,,,,,,,,,,,,
395,PT03M58.00S,2020-02-27T05:14:11.4Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628396,95.0,50.0,1610612762,74,73,2020-02-27T05:14:16Z,3920000,right,[UTA] Bradley layup: Made (6 PTS),[1628396],1610612762.0,UTA,putback,,,Bradley,T. Bradley,,,,,,,,,,: Made,6.0,0.0,,,,,,,,,,,,,,,,,
396,PT03M45.00S,2020-02-27T05:14:24.7Z,3,REGULAR,3pt,jumpshot,[],203935,27.414586070959263,19.676776960784316,1610612738,74,73,2020-02-27T05:14:30Z,3930000,left,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,: Missed,,25.96,,,,,,,,,,,,,,,,,
397,PT03M42.00S,2020-02-27T05:14:27.7Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,74,73,2020-02-27T05:14:30Z,3940000,,[BOS] Theis offensive rebound (Off:4 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,396.0,6.0,2.0,4.0,,,,,,,,,,,,,
398,PT03M41.00S,2020-02-27T05:14:28.1Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628464,7.440867279894875,49.333639705882355,1610612738,74,75,2020-02-27T05:14:35Z,3950000,left,[BOS] Theis dunk: Made (14 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,,,,,,: Made,14.0,2.31,,,,,,,,,,,,,,,,,
399,PT03M29.00S,2020-02-27T05:14:40.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628378,88.12417871222075,55.21599264705882,1610612762,74,75,2020-02-27T05:14:45Z,3960000,right,[UTA] Mitchell layup: Missed,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,6.97,,,,,,,,,,,,,,,,,
400,PT03M26.00S,2020-02-27T05:14:43.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,74,75,2020-02-27T05:14:45Z,3970000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,
401,PT03M26.00S,2020-02-27T05:14:46.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,74,75,2020-02-27T05:14:46Z,3980000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M16.00S,2020-02-27T05:15:06.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.30946123521682,48.84344362745098,1610612738,74,77,2020-02-27T05:15:11Z,3990000,left,[BOS] Brown layup: Made (13 PTS) assist: Hayward (2 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,: Made,13.0,2.25,,,,,,,Hayward,202330.0,2.0,,,,,,,,
404,PT02M55.00S,2020-02-27T05:15:31.7Z,3,REGULAR,foul,personal,[],1627759,,,1610612762,74,77,2020-02-27T05:16:00Z,4010000,,[BOS] Brown foul personal (1 PF),"[1627759, 1628378]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,202053.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,
406,PT02M55.00S,2020-02-27T05:15:42.3Z,3,REGULAR,substitution,out,[],202711,,,1610612762,74,77,2020-02-27T05:15:55Z,4030000,,[UTA] substitution Bogdanovic replaced by Niang,"[202711, 1627777]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,Niang,1627777.0,,,,,,,,,,,
407,PT02M55.00S,2020-02-27T05:15:42.3Z,3,REGULAR,substitution,out,[],1628378,,,1610612762,74,77,2020-02-27T05:15:55Z,4040000,,[UTA] substitution Mitchell replaced by Conley,"[1628378, 201144]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,Conley,201144.0,,,,,,,,,,,
408,PT02M55.00S,2020-02-27T05:15:42.3Z,3,REGULAR,substitution,out,[],203935,,,1610612762,74,77,2020-02-27T05:15:55Z,4050000,,[BOS] substitution Smart replaced by Wanamaker,"[203935, 202954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,Wanamaker,202954.0,,,,,,,,,,,
412,PT02M49.00S,2020-02-27T05:16:06.6Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612762,74,77,2020-02-27T05:16:06Z,4090000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M44.00S,2020-02-27T05:16:27.7Z,3,REGULAR,3pt,jumpshot,[],203903,92.72339027595268,95.90226715686273,1610612762,74,77,2020-02-27T05:16:32Z,4100000,right,[UTA] Clarkson 3pt jumpshot: Missed,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,: Missed,,23.05,,,,,,,,,,,,,,,,,
414,PT02M40.00S,2020-02-27T05:16:31.7Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,74,77,2020-02-27T05:16:32Z,4110000,,[BOS] Wanamaker defensive rebound (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,413.0,1.0,1.0,0.0,,,,,,,,,,,,,
415,PT02M27.00S,2020-02-27T05:16:44.1Z,3,REGULAR,3pt,jumpshot,[],1627759,26.363337713534822,80.95128676470588,1610612738,74,80,2020-02-27T05:16:48Z,4120000,left,[BOS] Brown 3pt shot: Made (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,: Made,16.0,25.35,,,,,,,,,,,,,,,,,
416,PT02M00.00S,2020-02-27T05:17:11.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627777,92.85479632063075,53.990502450980394,1610612762,76,80,2020-02-27T05:17:15Z,4130000,right,[UTA] Niang layup: Made (5 PTS) assist: Ingles (2 AST),"[1627777, 204060]",1610612762.0,UTA,driving,,,Niang,G. Niang,,,,,,,,,,: Made,5.0,2.84,,,,,,,Ingles,204060.0,2.0,,,,,,,,
418,PT01M43.00S,2020-02-27T05:17:28.1Z,3,REGULAR,2pt,jumpshot,[],1627759,15.325229960578188,66.73560049019608,1610612738,76,82,2020-02-27T05:17:33Z,4150000,left,[BOS] Brown jumpshot: Made (18 PTS),[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,,,,,,: Made,18.0,12.82,,,,,,,,,,,,,,,,,
419,PT01M34.00S,2020-02-27T05:17:44.0Z,3,REGULAR,foul,personal,[],1629684,,,1610612762,76,82,2020-02-27T05:18:22Z,4160000,,[BOS] Williams foul personal (3 PF),"[1629684, 1627777]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,200834.0,3.0,0.0,Niang,1627777.0,,,,,,,,,,,,,,,,,,,,
421,PT01M34.00S,2020-02-27T05:17:54.4Z,3,REGULAR,substitution,out,[],1628464,,,1610612762,76,82,2020-02-27T05:17:57Z,4180000,,[BOS] substitution Theis replaced by Kanter,"[1628464, 202683]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,Kanter,202683.0,,,,,,,,,,,
423,PT01M21.00S,2020-02-27T05:18:18.5Z,3,REGULAR,3pt,jumpshot,[],203903,94.43166885676742,96.14736519607843,1610612762,79,82,2020-02-27T05:18:25Z,4200000,right,[UTA] Clarkson 3pt shot: Made (5 PTS) assist: Conley (1 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,: Made,5.0,23.08,,,,,,,Conley,201144.0,1.0,,,,,,,,
425,PT01M03.00S,2020-02-27T05:18:39.4Z,3,REGULAR,3pt,jumpshot,[],1627759,30.436925098554536,33.15716911764706,1610612738,79,82,2020-02-27T05:18:43Z,4220000,left,[BOS] Brown pullup 3pt jumpshot: Missed Block: Ingles (1 BLK),"[1627759, 204060]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,: Missed,,25.35,,,,,,,,,,Ingles,204060.0,1.0,,,,,
427,PT01M00.00S,2020-02-27T05:18:42.4Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612762,79,82,2020-02-27T05:18:43Z,4240000,,[UTA] Niang defensive rebound (Off:0 Def:4),[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,425.0,4.0,4.0,0.0,,,,,,,,,,,,,
428,PT00M49.10S,2020-02-27T05:18:54.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203903,89.83245729303549,40.510110294117645,1610612762,79,82,2020-02-27T05:19:01Z,4250000,right,[UTA] Clarkson layup: Missed,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,,,,,,: Missed,,6.79,,,,,,,,,,,,,,,,,
429,PT00M46.90S,2020-02-27T05:18:56.5Z,3,REGULAR,rebound,offensive,[],1628396,,,1610612762,79,82,2020-02-27T05:18:56Z,4260000,,[UTA] Bradley offensive rebound (Off:3 Def:1),[1628396],1610612762.0,UTA,,,,Bradley,T. Bradley,,,,,,,,,,,,,428.0,4.0,1.0,3.0,,,,,,,,,,,,,
430,PT00M46.50S,2020-02-27T05:18:57.7Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627777,70.25295663600527,69.43167892156863,1610612762,82,82,2020-02-27T05:19:04Z,4270000,right,[UTA] Niang 3pt shot: Made (8 PTS) assist: Bradley (1 AST),"[1627777, 1628396]",1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,: Made,8.0,25.21,,,,,,,Bradley,1628396.0,1.0,,,,,,,,
432,PT00M46.50S,2020-02-27T05:19:05.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,82,82,2020-02-27T05:19:12Z,4290000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT00M32.10S,2020-02-27T05:20:57.9Z,3,REGULAR,3pt,jumpshot,[],1629684,5.601182654402102,2.7650122549019605,1610612738,82,82,2020-02-27T05:21:03Z,4300000,left,[BOS] Williams 3pt jumpshot: Missed,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,: Missed,,23.63,,,,,,,,,,,,,,,,,
435,PT00M28.90S,2020-02-27T05:21:01.1Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,82,82,2020-02-27T05:21:03Z,4310000,,[BOS] Kanter offensive rebound (Off:1 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,434.0,4.0,3.0,1.0,,,,,,,,,,,,,
436,PT00M25.80S,2020-02-27T05:21:04.3Z,3,REGULAR,3pt,jumpshot,['2ndchance'],202330,30.042706964520367,23.108149509803923,1610612738,82,85,2020-02-27T05:21:09Z,4320000,left,[BOS] Hayward 3pt shot: Made (10 PTS) assist: Wanamaker (2 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,: Made,10.0,27.11,,,,,,,Wanamaker,202954.0,2.0,,,,,,,,
438,PT00M03.30S,2020-02-27T05:21:31.5Z,3,REGULAR,3pt,jumpshot,[],1627777,90.88370565045992,94.921875,1610612762,82,85,2020-02-27T05:21:37Z,4340000,right,[UTA] Niang 3pt jumpshot: Missed,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,: Missed,,22.79,,,,,,,,,,,,,,,,,
439,PT00M00.40S,2020-02-27T05:21:34.4Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,82,85,2020-02-27T05:21:37Z,4350000,,[BOS] Hayward defensive rebound (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,438.0,4.0,4.0,0.0,,,,,,,,,,,,,
440,PT00M00.00S,2020-02-27T05:21:37.8Z,3,REGULAR,period,end,[],0,,,1610612738,82,85,2020-02-27T05:21:37Z,4360000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2020-02-27T05:23:35.3Z,4,REGULAR,substitution,out,['startperiod'],1628396,,,1610612738,82,85,2020-02-27T05:24:43Z,4370000,,[UTA] substitution Bradley replaced by Gobert,"[1628396, 203497]",1610612762.0,UTA,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,Gobert,203497.0,,,,,,,,,,,
442,PT12M00.00S,2020-02-27T05:23:35.3Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,82,85,2020-02-27T05:24:43Z,4380000,,[BOS] substitution Brown replaced by Smart,"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,Smart,203935.0,,,,,,,,,,,
443,PT12M00.00S,2020-02-27T05:23:35.3Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,82,85,2020-02-27T05:24:43Z,4390000,,[BOS] substitution Hayward replaced by Tatum,"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,Tatum,1628369.0,,,,,,,,,,,
447,PT12M00.00S,2020-02-27T05:25:12.7Z,4,REGULAR,period,start,[],0,,,1610612762,82,85,2020-02-27T05:25:12Z,4430000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT11M49.00S,2020-02-27T05:25:23.6Z,4,REGULAR,turnover,badpass,[],201144,,,1610612762,82,85,2020-02-27T05:25:28Z,4440000,,[UTA] Conley badpass turnover (2 TO) Steal: Smart (3 STL),"[201144, 203935]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,3.0,
450,PT11M34.00S,2020-02-27T05:25:38.0Z,4,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",202683,9.937582128777924,49.82383578431372,1610612738,82,87,2020-02-27T05:25:42Z,4460000,left,[BOS] Kanter hook: Made (4 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,: Made,4.0,4.64,,,,,,,,,,,,,,,,,
451,PT11M13.00S,2020-02-27T05:25:59.2Z,4,REGULAR,3pt,jumpshot,[],201144,73.14388961892247,18.696384803921568,1610612762,82,87,2020-02-27T05:26:06Z,4470000,right,[UTA] Conley 3pt jumpshot: Missed,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Missed,,25.82,,,,,,,,,,,,,,,,,
452,PT11M08.00S,2020-02-27T05:26:04.2Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,82,87,2020-02-27T05:26:06Z,4480000,,[UTA] Gobert offensive rebound (Off:3 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,451.0,4.0,1.0,3.0,,,,,,,,,,,,,
453,PT11M08.00S,2020-02-27T05:26:04.3Z,4,REGULAR,turnover,badpass,[],203497,,,1610612762,82,87,2020-02-27T05:26:10Z,4490000,,[UTA] Gobert badpass turnover (4 TO) Steal: Kanter (1 STL),"[203497, 202683]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Kanter,202683.0,1.0,
455,PT10M54.00S,2020-02-27T05:26:20.3Z,4,REGULAR,turnover,outofbounds,[],202954,,,1610612738,82,87,2020-02-27T05:26:31Z,4510000,,[BOS] Wanamaker outofbounds turnover (1 TO),[202954],1610612738.0,BOS,badpass,,,Wanamaker,B. Wanamaker,,,,,202053.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
456,PT10M46.00S,2020-02-27T05:26:35.4Z,4,REGULAR,3pt,jumpshot,['fromturnover'],203903,91.5407358738502,94.43167892156863,1610612762,82,87,2020-02-27T05:26:41Z,4520000,right,[UTA] Clarkson 3pt jumpshot: Missed,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,: Missed,,22.46,,,,,,,,,,,,,,,,,
457,PT10M43.00S,2020-02-27T05:26:38.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,82,87,2020-02-27T05:26:41Z,4530000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,,
458,PT10M43.00S,2020-02-27T05:26:41.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,82,87,2020-02-27T05:26:41Z,4540000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT10M22.00S,2020-02-27T05:27:08.3Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,12.565703022339028,51.294424019607845,1610612738,82,87,2020-02-27T05:27:18Z,4550000,left,[BOS] Wanamaker jumpshot: Missed,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,,,,,,: Missed,,7.14,,,,,,,,,,,,,,,,,
460,PT10M18.00S,2020-02-27T05:27:12.3Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,82,87,2020-02-27T05:27:18Z,4560000,,[BOS] Kanter offensive rebound (Off:2 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,459.0,5.0,3.0,2.0,,,,,,,,,,,,,
461,PT10M18.00S,2020-02-27T05:27:12.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.0,50.0,1610612738,82,89,2020-02-27T05:27:12Z,4570000,left,[BOS] Kanter layup: Made (6 PTS),[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,,,,,,: Made,6.0,0.0,,,,,,,,,,,,,,,,,
462,PT10M18.00S,2020-02-27T05:27:16.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,82,89,2020-02-27T05:27:16Z,4580000,,[UTA] timeout full,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT10M18.00S,2020-02-27T05:29:50.7Z,4,REGULAR,substitution,out,[],201144,,,1610612762,82,89,2020-02-27T05:29:53Z,4590000,,[UTA] substitution Conley replaced by Mitchell,"[201144, 1628378]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,Mitchell,1628378.0,,,,,,,,,,,
465,PT10M06.00S,2020-02-27T05:30:50.8Z,4,REGULAR,foul,personal,[],202954,,,1610612762,82,89,2020-02-27T05:31:07Z,4610000,,[BOS] Wanamaker foul personal (2 PF),"[202954, 1628378]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,202053.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,
467,PT09M51.00S,2020-02-27T05:31:19.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628378,89.70105124835742,57.666973039215684,1610612762,82,89,2020-02-27T05:31:24Z,4630000,right,[UTA] Mitchell layup: Missed,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,6.28,,,,,,,,,,,,,,,,,
468,PT09M50.00S,2020-02-27T05:31:20.1Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,82,89,2020-02-27T05:31:24Z,4640000,,[UTA] Gobert offensive rebound (Off:4 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,467.0,5.0,1.0,4.0,,,,,,,,,,,,,
469,PT09M50.00S,2020-02-27T05:31:22.3Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612762,82,89,2020-02-27T05:31:52Z,4650000,,[BOS] Williams foul personal (4 PF) (Gobert 2freethrow),"[1629684, 203497]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,200834.0,4.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,
471,PT09M50.00S,2020-02-27T05:31:47.3Z,4,REGULAR,freethrow,1of2,['2ndchance'],203497,,,1610612762,83,89,2020-02-27T05:32:07Z,4670000,,[UTA] Gobert freethrow 1of2: Made (7 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,: Made,7.0,,,,,,,,,,,,,,,,,,
472,PT09M50.00S,2020-02-27T05:31:47.3Z,4,REGULAR,freethrow,2of2,['2ndchance'],203497,,,1610612762,83,89,2020-02-27T05:32:07Z,4680000,,[UTA] Gobert freethrow 2of2: Missed,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,: Missed,,,,,,,,,,,,,,,,,,,
473,PT09M48.00S,2020-02-27T05:31:49.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,89,2020-02-27T05:32:07Z,4690000,,[BOS] Tatum defensive rebound (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,472.0,7.0,7.0,0.0,,,,,,,,,,,,,
474,PT09M42.00S,2020-02-27T05:32:13.0Z,4,REGULAR,3pt,jumpshot,['fastbreak'],203935,18.610381077529567,93.2061887254902,1610612738,83,92,2020-02-27T05:32:29Z,4700000,left,[BOS] Smart 3pt shot: Made (11 PTS),[203935],1610612738.0,BOS,runningpullup,,,Smart,M. Smart,,,,,,,,,,: Made,11.0,25.1,,,,,,,,,,,,,,,,,
475,PT09M17.00S,2020-02-27T05:32:37.2Z,4,REGULAR,3pt,jumpshot,[],203903,90.3580814717477,94.18658088235294,1610612762,83,92,2020-02-27T05:32:44Z,4710000,right,[UTA] Clarkson 3pt jumpshot: Missed,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,: Missed,,22.52,,,,,,,,,,,,,,,,,
476,PT09M12.00S,2020-02-27T05:32:42.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,83,92,2020-02-27T05:32:44Z,4720000,,[BOS] Williams defensive rebound (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,475.0,3.0,3.0,0.0,,,,,,,,,,,,,
477,PT08M57.00S,2020-02-27T05:32:57.8Z,4,REGULAR,3pt,jumpshot,[],1628369,31.488173455978973,31.196384803921568,1610612738,83,92,2020-02-27T05:33:03Z,4730000,left,[BOS] Tatum pullup 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,: Missed,,26.62,,,,,,,,,,,,,,,,,
478,PT08M54.00S,2020-02-27T05:33:00.8Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612762,83,92,2020-02-27T05:33:03Z,4740000,,[UTA] Niang defensive rebound (Off:0 Def:5),[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,477.0,5.0,5.0,0.0,,,,,,,,,,,,,
479,PT08M41.00S,2020-02-27T05:33:13.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203903,87.46714848883047,42.22579656862745,1610612762,85,92,2020-02-27T05:33:19Z,4750000,right,[UTA] Clarkson jumpshot: Made (7 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,,,,: Made,7.0,8.08,,,,,,,,,,,,,,,,,
480,PT08M21.00S,2020-02-27T05:33:34.0Z,4,REGULAR,3pt,jumpshot,[],203935,29.77989487516426,79.23560049019608,1610612738,85,95,2020-02-27T05:33:42Z,4760000,left,[BOS] Smart 3pt shot: Made (14 PTS) assist: Wanamaker (3 AST),"[203935, 202954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,: Made,14.0,27.5,,,,,,,Wanamaker,202954.0,3.0,,,,,,,,
482,PT08M03.00S,2020-02-27T05:33:52.0Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203903,84.31340341655716,61.34344362745098,1610612762,85,95,2020-02-27T05:33:59Z,4780000,right,[UTA] Clarkson jumpshot: Missed,[203903],1610612762.0,UTA,drivingfloating,,,Clarkson,J. Clarkson,,,,,,,,,,: Missed,,11.54,,,,,,,,,,,,,,,,,
483,PT08M00.00S,2020-02-27T05:33:55.0Z,4,REGULAR,rebound,offensive,[],203903,,,1610612762,85,95,2020-02-27T05:33:59Z,4790000,,[UTA] Clarkson offensive rebound (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,482.0,4.0,2.0,2.0,,,,,,,,,,,,,
484,PT07M59.00S,2020-02-27T05:33:55.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203903,92.32917214191852,55.951286764705884,1610612762,87,95,2020-02-27T05:34:27Z,4800000,right,[UTA] Clarkson layup: Made (9 PTS),[203903],1610612762.0,UTA,putback,,,Clarkson,J. Clarkson,,,,,,,,,,: Made,9.0,3.9,,,,,,,,,,,,,,,,,
485,PT07M44.00S,2020-02-27T05:34:10.7Z,4,REGULAR,3pt,jumpshot,[],203935,28.728646517739815,74.08854166666666,1610612738,87,98,2020-02-27T05:34:16Z,4810000,left,[BOS] Smart 3pt shot: Made (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,: Made,17.0,25.34,,,,,,,,,,,,,,,,,
486,PT07M31.00S,2020-02-27T05:34:24.0Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203903,84.97043363994744,46.63756127450981,1610612762,87,98,2020-02-27T05:34:29Z,4820000,right,[UTA] Clarkson jumpshot: Missed Block: Kanter (2 BLK),"[203903, 202683]",1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,,,,: Missed,,9.58,,,,,,,,,,Kanter,202683.0,2.0,,,,,
488,PT07M29.00S,2020-02-27T05:34:26.0Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,87,98,2020-02-27T05:34:29Z,4840000,,[BOS] Kanter defensive rebound (Off:2 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,486.0,6.0,4.0,2.0,,,,,,,,,,,,,
489,PT07M22.00S,2020-02-27T05:34:32.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202683,5.206964520367937,45.41207107843137,1610612738,87,100,2020-02-27T05:34:37Z,4850000,left,[BOS] Kanter layup: Made (8 PTS) assist: Smart (7 AST),"[202683, 203935]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,: Made,8.0,2.3,,,,,,,Smart,203935.0,7.0,,,,,,,,
491,PT07M22.00S,2020-02-27T05:34:40.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,87,100,2020-02-27T05:34:44Z,4870000,,[UTA] timeout full,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
