actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
535,PT00M49.90S,2020-01-17T03:02:03.3Z,3,REGULAR,freethrow,2of3,['fromturnover'],1628978,,,1610612749,103,84,2020-01-17T03:02:03Z,5110000,,,0,,D. DiVincenzo freethrow 2of3 (15 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,,,,,,,,,,,,15.0,,,,,,,
536,PT00M49.90S,2020-01-17T03:02:10.4Z,3,REGULAR,substitution,out,[],201588,,,1610612749,103,84,2020-01-17T03:02:22Z,5120000,,,0,,substitution out Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT00M49.90S,2020-01-17T03:02:10.4Z,3,REGULAR,substitution,out,[],202689,,,1610612749,103,84,2020-01-17T03:02:22Z,5130000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M49.90S,2020-01-17T03:02:10.4Z,3,REGULAR,substitution,out,[],203935,,,1610612749,103,84,2020-01-17T03:02:22Z,5140000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT00M49.90S,2020-01-17T03:02:10.4Z,3,REGULAR,substitution,in,[],203507,,,1610612749,103,84,2020-01-17T03:02:22Z,5150000,,,0,,substitution in Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT00M49.90S,2020-01-17T03:02:10.4Z,3,REGULAR,substitution,in,[],202954,,,1610612749,103,84,2020-01-17T03:02:22Z,5160000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT00M49.90S,2020-01-17T03:02:10.4Z,3,REGULAR,substitution,in,[],1628400,,,1610612749,103,84,2020-01-17T03:02:22Z,5170000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT00M49.90S,2020-01-17T03:02:24.8Z,3,REGULAR,freethrow,3of3,['fromturnover'],1628978,,,1610612749,104,84,2020-01-17T03:02:24Z,5180000,,,0,,D. DiVincenzo freethrow 3of3 (16 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,,,,,,,,,,,,16.0,,,,,,,
543,PT00M33.70S,2020-01-17T03:02:46.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,104,84,2020-01-17T03:02:46Z,5190000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT00M33.70S,2020-01-17T03:02:57.6Z,3,REGULAR,substitution,out,[],203114,,,1610612738,104,84,2020-01-17T03:03:05Z,5200000,,,0,,substitution out Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT00M33.70S,2020-01-17T03:02:57.6Z,3,REGULAR,substitution,out,[],1629750,,,1610612738,104,84,2020-01-17T03:03:05Z,5210000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT00M33.70S,2020-01-17T03:02:57.6Z,3,REGULAR,substitution,in,[],202083,,,1610612738,104,84,2020-01-17T03:03:05Z,5220000,,,0,,substitution in Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT00M33.70S,2020-01-17T03:02:57.6Z,3,REGULAR,substitution,in,[],202330,,,1610612738,104,84,2020-01-17T03:03:05Z,5230000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT00M31.70S,2020-01-17T03:03:12.6Z,3,REGULAR,turnover,badpass,[],1628369,,,1610612738,104,84,2020-01-17T03:03:22Z,5240000,,,0,,J. Tatum TURNOVER badpass (2 TOV) Stolen,"[1628369, 1628978]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,2.0,DiVincenzo,1628978.0,,,,
549,PT00M31.70S,2020-01-17T03:03:12.6Z,3,REGULAR,steal,,[],1628978,,,1610612749,104,84,2020-01-17T03:03:14Z,5250000,,,0,,D. DiVincenzo STEAL (2 STL),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT00M27.40S,2020-01-17T03:03:17.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2594,7.178055190538765,50.06893382352941,1610612749,104,84,2020-01-17T03:03:28Z,5260000,0.0,15.0,1,left,MISS K. Korver layup,[2594],1610612749.0,MIL,running,,,Korver,K. Korver,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,,
551,PT00M27.20S,2020-01-17T03:03:17.2Z,3,REGULAR,rebound,offensive,[],101141,,,1610612749,104,84,2020-01-17T03:04:54Z,5270000,,,0,,E. Ilyasova REBOUND (Off:1 Def:6),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,550.0,7.0,6.0,1.0,,,,,,,,,,,,,
560,PT00M27.20S,2020-01-17T03:03:18.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",101141,6.619579500657039,46.25459558823529,1610612749,104,84,2020-01-17T03:06:16Z,5275000,19.0,10.0,1,left,MISS E. Ilyasova layup,[101141],1610612749.0,MIL,tip,,,Ilyasova,E. Ilyasova,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
561,PT00M27.20S,2020-01-17T03:03:18.3Z,3,REGULAR,rebound,offensive,[],101141,,,1610612749,104,84,2020-01-17T03:05:22Z,5277500,,,0,,E. Ilyasova REBOUND (Off:2 Def:6),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,560.0,8.0,6.0,2.0,,,,,,,,,,,,,
552,PT00M26.20S,2020-01-17T03:03:19.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",101141,6.652431011826544,52.27481617647059,1610612749,104,84,2020-01-17T03:05:22Z,5280000,-11.0,10.0,1,left,MISS E. Ilyasova layup,[101141],1610612749.0,MIL,tip,,,Ilyasova,E. Ilyasova,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,,
553,PT00M25.30S,2020-01-17T03:03:20.5Z,3,REGULAR,rebound,offensive,[],101141,,,1610612749,104,84,2020-01-17T03:03:32Z,5290000,,,0,,E. Ilyasova REBOUND (Off:3 Def:6),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,552.0,9.0,6.0,3.0,,,,,,,,,,,,,
554,PT00M24.60S,2020-01-17T03:03:22.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",101141,7.440867279894875,52.76501225490197,1610612749,106,84,2020-01-17T03:03:37Z,5300000,-14.0,17.0,1,left,E. Ilyasova layup (8 PTS),[101141],1610612749.0,MIL,putback,,,Ilyasova,E. Ilyasova,,,,,2.67,Made,,,,,,,,,,,,8.0,,,,,,,
555,PT00M05.70S,2020-01-17T03:03:41.3Z,3,REGULAR,3pt,jumpshot,[],202330,68.67608409986859,27.029718137254903,1610612738,106,84,2020-01-17T03:03:49Z,5310000,-115.0,242.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
556,PT00M00.90S,2020-01-17T03:03:46.1Z,3,REGULAR,rebound,offensive,[],1628400,,,1610612738,106,84,2020-01-17T03:03:49Z,5320000,,,0,,S. Ojeleye REBOUND (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,555.0,1.0,0.0,1.0,,,,,,,,,,,,,
557,PT00M00.00S,2020-01-17T03:03:49.7Z,3,REGULAR,3pt,jumpshot,['2ndchance'],202330,69.33311432325887,19.921875,1610612738,106,87,2020-01-17T03:05:29Z,5330000,-150.0,236.0,1,right,G. Hayward 28' 3PT  (3 PTS) (B. Wanamaker 1 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,28.43,Made,,,,,,,,,,,,3.0,,,,B. Wanamaker,202954.0,1.0,
641,PT00M00.00S,2020-01-17T03:03:58.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,106,87,2020-01-17T03:20:11Z,5345000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,End Period - Good Basket
559,PT00M00.00S,2020-01-17T03:04:07.2Z,3,REGULAR,period,end,[],0,,,1610612749,106,87,2020-01-17T03:04:07Z,5350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT12M00.00S,2020-01-17T03:06:37.8Z,4,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,106,87,2020-01-17T03:07:02Z,5360000,,,0,,substitution out Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT12M00.00S,2020-01-17T03:06:37.8Z,4,REGULAR,substitution,in,['startperiod'],202339,,,1610612749,106,87,2020-01-17T03:07:02Z,5370000,,,0,,substitution in Bledsoe,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT12M00.00S,2020-01-17T03:07:34.4Z,4,REGULAR,period,start,[],0,,,1610612749,106,87,2020-01-17T03:07:34Z,5380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT11M48.00S,2020-01-17T03:07:46.8Z,4,REGULAR,3pt,jumpshot,[],2594,33.98488830486202,50.80422794117647,1610612749,106,87,2020-01-17T03:08:20Z,5390000,-4.0,267.0,1,left,MISS K. Korver 27' 3PT,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
566,PT11M47.00S,2020-01-17T03:07:47.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,106,87,2020-01-17T03:08:29Z,5400000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,
567,PT11M47.00S,2020-01-17T03:07:52.3Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,106,87,2020-01-17T03:07:52Z,5410000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT11M30.00S,2020-01-17T03:08:10.9Z,4,REGULAR,3pt,jumpshot,[],202330,77.7431011826544,7.912071078431373,1610612738,106,87,2020-01-17T03:08:19Z,5420000,-210.0,157.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
569,PT11M27.00S,2020-01-17T03:08:13.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,106,87,2020-01-17T03:08:19Z,5430000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,568.0,14.0,13.0,1.0,,,,,,,,,,,,,
570,PT11M22.00S,2020-01-17T03:08:19.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203507,7.966491458607096,50.80422794117647,1610612749,106,87,2020-01-17T03:08:26Z,5440000,-4.0,22.0,1,left,MISS G. Antetokounmpo layup,[203507],1610612749.0,MIL,runningfingerroll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,,
571,PT11M20.00S,2020-01-17T03:08:21.3Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,106,87,2020-01-17T03:08:26Z,5450000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,570.0,1.0,1.0,0.0,,,,,,,,,,,,,
572,PT11M13.00S,2020-01-17T03:08:28.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202683,93.24901445466492,51.294424019607845,1610612738,106,89,2020-01-17T03:08:34Z,5460000,6.0,11.0,1,right,E. Kanter layup (4 PTS) (B. Wanamaker 2 AST),"[202683, 202954]",1610612738.0,BOS,running,,,Kanter,E. Kanter,,,,,1.77,Made,,,,,,,,,,,,4.0,,,,B. Wanamaker,202954.0,2.0,
574,PT11M02.00S,2020-01-17T03:08:38.7Z,4,REGULAR,3pt,jumpshot,['fastbreak'],202339,30.699737187910642,73.84344362745098,1610612749,106,89,2020-01-17T03:08:45Z,5480000,-119.0,236.0,1,left,MISS E. Bledsoe 27' 3PT,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
575,PT11M01.00S,2020-01-17T03:08:44.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,106,89,2020-01-17T03:08:44Z,5490000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,
576,PT11M01.00S,2020-01-17T03:08:46.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612749,106,89,2020-01-17T03:08:46Z,5500000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT10M56.00S,2020-01-17T03:08:56.2Z,4,REGULAR,2pt,jumpshot,['2ndchance'],2594,17.821944809461236,78.50030637254902,1610612749,108,89,2020-01-17T03:08:59Z,5510000,-143.0,115.0,1,left,K. Korver 19' jumpshot (8 PTS) (E. Bledsoe 4 AST),"[2594, 202339]",1610612749.0,MIL,,,,Korver,K. Korver,,,,,18.66,Made,,,,,,,,,,,,8.0,,,,E. Bledsoe,202339.0,4.0,
579,PT10M35.00S,2020-01-17T03:09:21.8Z,4,REGULAR,foul,personal,['2freethrow'],101141,,,1610612738,108,89,2020-01-17T03:09:41Z,5530000,,,0,,E. Ilyasova FOUL personal (1 PF) (Hayward 2freethrow),"[101141, 202330]",1610612749.0,MIL,shooting,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,2534.0,1.0,0.0,Hayward,202330.0,,,,,,,,
581,PT10M35.00S,2020-01-17T03:09:42.8Z,4,REGULAR,freethrow,1of2,[],202330,,,1610612738,108,90,2020-01-17T03:09:42Z,5550000,,,0,,G. Hayward freethrow 1of2 (4 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,,,,,,4.0,,,,,,,
582,PT10M35.00S,2020-01-17T03:09:53.7Z,4,REGULAR,freethrow,2of2,[],202330,,,1610612738,108,91,2020-01-17T03:09:53Z,5560000,,,0,,G. Hayward freethrow 2of2 (5 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,,,,,,,,5.0,,,,,,,
583,PT10M18.00S,2020-01-17T03:10:11.5Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202339,11.908672798948752,55.70618872549019,1610612749,108,91,2020-01-17T03:10:18Z,5570000,-29.0,59.0,1,left,MISS E. Bledsoe 7' jumpshot,[202339],1610612749.0,MIL,drivingfloating,,,Bledsoe,E. Bledsoe,,,,,7.09,Missed,,,,,,,,,,,,,,,,,,,
584,PT10M16.00S,2020-01-17T03:10:14.1Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,108,91,2020-01-17T03:10:14Z,5580000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,583.0,1.0,1.0,0.0,,,,,,,,,,,,,
585,PT10M10.00S,2020-01-17T03:10:23.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.38042049934296,53.255208333333336,1610612738,108,93,2020-01-17T03:10:35Z,5590000,16.0,10.0,1,right,E. Kanter layup (6 PTS) (S. Ojeleye 1 AST),"[202683, 1628400]",1610612738.0,BOS,reverse,,,Kanter,E. Kanter,,,,,2.23,Made,,,,,,,,,,,,6.0,,,,S. Ojeleye,1628400.0,1.0,
587,PT10M10.00S,2020-01-17T03:10:26.7Z,4,REGULAR,foul,personal,['1freethrow'],101141,,,1610612738,108,93,2020-01-17T03:10:33Z,5610000,,,0,,E. Ilyasova FOUL personal (2 PF) (Kanter 1freethrow),"[101141, 202683]",1610612749.0,MIL,shooting,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,203591.0,2.0,0.0,Kanter,202683.0,,,,,,,,
589,PT10M10.00S,2020-01-17T03:10:41.5Z,4,REGULAR,substitution,out,[],101141,,,1610612738,108,93,2020-01-17T03:11:51Z,5630000,,,0,,substitution out Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT10M10.00S,2020-01-17T03:10:41.5Z,4,REGULAR,substitution,in,[],201572,,,1610612738,108,93,2020-01-17T03:11:51Z,5640000,,,0,,substitution in Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT10M10.00S,2020-01-17T03:10:58.3Z,4,REGULAR,freethrow,1of1,[],202683,,,1610612738,108,94,2020-01-17T03:10:58Z,5650000,,,0,,E. Kanter freethrow 1of1 (7 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
592,PT09M55.00S,2020-01-17T03:11:20.1Z,4,REGULAR,foul,personal,['2freethrow'],202330,,,1610612749,108,94,2020-01-17T03:11:30Z,5660000,,,0,,G. Hayward FOUL personal (3 PF) (Antetokounmpo 2freethrow),"[202330, 203507]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,2534.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,
594,PT09M55.00S,2020-01-17T03:11:51.1Z,4,REGULAR,freethrow,1of2,[],203507,,,1610612749,108,94,2020-01-17T03:12:21Z,5680000,,,0,,MISS G. Antetokounmpo freethrow 1of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
595,PT09M55.00S,2020-01-17T03:11:51.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,108,94,2020-01-17T03:12:21Z,5690000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,
596,PT09M55.00S,2020-01-17T03:11:52.2Z,4,REGULAR,substitution,out,[],1628978,,,1610612749,108,94,2020-01-17T03:11:56Z,5700000,,,0,,substitution out DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT09M55.00S,2020-01-17T03:11:52.2Z,4,REGULAR,substitution,in,[],202083,,,1610612749,108,94,2020-01-17T03:11:56Z,5710000,,,0,,substitution in Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT09M55.00S,2020-01-17T03:11:51.1Z,4,REGULAR,freethrow,2of2,[],203507,,,1610612749,108,94,2020-01-17T03:12:21Z,5720000,,,0,,MISS G. Antetokounmpo freethrow 2of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
599,PT09M53.00S,2020-01-17T03:11:53.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,108,94,2020-01-17T03:12:21Z,5730000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,598.0,,,,,,,,,,,,,,,,
600,PT09M53.00S,2020-01-17T03:12:21.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,108,94,2020-01-17T03:12:21Z,5740000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT09M40.00S,2020-01-17T03:12:36.7Z,4,REGULAR,2pt,jumpshot,[],202683,75.90341655716163,39.77481617647059,1610612738,108,94,2020-01-17T03:12:42Z,5750000,-51.0,174.0,1,right,MISS E. Kanter 19' jumpshot,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,18.66,Missed,,,,,,,,,,,,,,,,,,,
602,PT09M35.00S,2020-01-17T03:12:41.7Z,4,REGULAR,rebound,defensive,[],202083,,,1610612749,108,94,2020-01-17T03:12:42Z,5760000,,,0,,W. Matthews REBOUND (Off:0 Def:2),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,601.0,2.0,2.0,0.0,,,,,,,,,,,,,
603,PT09M28.00S,2020-01-17T03:12:48.2Z,4,REGULAR,3pt,jumpshot,[],201572,11.514454664914586,3.990502450980392,1610612749,108,94,2020-01-17T03:12:54Z,5770000,230.0,56.0,1,left,MISS B. Lopez 24' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
604,PT09M27.00S,2020-01-17T03:12:49.2Z,4,REGULAR,rebound,offensive,[],202083,,,1610612749,108,94,2020-01-17T03:12:54Z,5780000,,,0,,W. Matthews REBOUND (Off:1 Def:2),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,603.0,3.0,2.0,1.0,,,,,,,,,,,,,
605,PT09M27.00S,2020-01-17T03:12:53.2Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202083,5.0,50.0,1610612749,108,94,2020-01-17T03:12:56Z,5790000,0.0,-6.0,1,left,MISS W. Matthews layup,[202083],1610612749.0,MIL,tip,,,Matthews,W. Matthews,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
606,PT09M27.00S,2020-01-17T03:12:53.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,108,94,2020-01-17T03:12:56Z,5800000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,605.0,,,,,,,,,,,,,,,,
607,PT09M27.00S,2020-01-17T03:12:56.5Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,108,94,2020-01-17T03:12:56Z,5810000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT09M19.00S,2020-01-17T03:13:12.9Z,4,REGULAR,foul,personal,[],2594,,,1610612738,108,94,2020-01-17T03:13:19Z,5820000,,,0,,K. Korver FOUL personal (1 PF),"[2594, 202954]",1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,202037.0,1.0,0.0,Wanamaker,202954.0,,,,,,,,
610,PT09M11.00S,2020-01-17T03:13:33.4Z,4,REGULAR,3pt,jumpshot,[],202954,66.83639947437582,33.64736519607843,1610612738,108,94,2020-01-17T03:13:37Z,5840000,-82.0,259.0,1,right,MISS B. Wanamaker 28' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,27.71,Missed,,,,,,,,,,,,,,,,,,,
611,PT09M08.00S,2020-01-17T03:13:36.4Z,4,REGULAR,rebound,offensive,[],202330,,,1610612738,108,94,2020-01-17T03:13:36Z,5850000,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,610.0,5.0,4.0,1.0,,,,,,,,,,,,,
612,PT09M05.00S,2020-01-17T03:13:39.4Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1628400,66.70499342969777,60.853247549019606,1610612738,108,97,2020-01-17T03:13:43Z,5860000,54.0,260.0,1,right,S. Ojeleye 27' 3PT  (3 PTS) (B. Wanamaker 3 AST),"[1628400, 202954]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.15,Made,,,,,,,,,,,,3.0,,,,B. Wanamaker,202954.0,3.0,
614,PT08M56.00S,2020-01-17T03:13:54.2Z,4,REGULAR,foul,personal,['2freethrow'],202683,,,1610612749,108,97,2020-01-17T03:14:08Z,5880000,,,0,,E. Kanter FOUL personal (2 PF) (Antetokounmpo 2freethrow),"[202683, 203507]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,202037.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
616,PT08M56.00S,2020-01-17T03:14:22.8Z,4,REGULAR,freethrow,1of2,[],203507,,,1610612749,109,97,2020-01-17T03:14:22Z,5900000,,,0,,G. Antetokounmpo freethrow 1of2 (25 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,25.0,,,,,,,
617,PT08M56.00S,2020-01-17T03:14:24.2Z,4,REGULAR,substitution,out,[],202339,,,1610612749,109,97,2020-01-17T03:14:28Z,5910000,,,0,,substitution out Bledsoe,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT08M56.00S,2020-01-17T03:14:24.2Z,4,REGULAR,substitution,in,[],201588,,,1610612749,109,97,2020-01-17T03:14:28Z,5920000,,,0,,substitution in Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT08M56.00S,2020-01-17T03:14:45.3Z,4,REGULAR,freethrow,2of2,[],203507,,,1610612749,110,97,2020-01-17T03:14:45Z,5930000,,,0,,G. Antetokounmpo freethrow 2of2 (26 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,26.0,,,,,,,
620,PT08M43.00S,2020-01-17T03:15:00.1Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],202683,92.85479632063075,50.80422794117647,1610612738,110,99,2020-01-17T03:15:05Z,5940000,4.0,15.0,1,right,E. Kanter dunk (9 PTS) (B. Wanamaker 4 AST),"[202683, 202954]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,2.06,Made,,,,,,,,,,,,9.0,,,,B. Wanamaker,202954.0,4.0,
622,PT08M25.00S,2020-01-17T03:15:18.1Z,4,REGULAR,2pt,jumpshot,[],203507,25.04927726675427,50.314031862745104,1610612749,110,99,2020-01-17T03:15:22Z,5960000,-2.0,183.0,1,left,MISS G. Antetokounmpo 19' jumpshot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,18.85,Missed,,,,,,,,,,,,,,,,,,,
