actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
182,PT06M20.00S,2020-07-24T21:34:45.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612760,25,26,2020-07-24T21:36:03Z,1820000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT06M20.00S,2020-07-24T21:34:45.6Z,2,REGULAR,substitution,in,[],201568,,,1610612760,25,26,2020-07-24T21:36:03Z,1830000,,,0,,substitution in Gallinari,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT06M10.00S,2020-07-24T21:36:24.8Z,2,REGULAR,3pt,jumpshot,[],201568,9.017739816031538,95.41207107843137,1610612760,25,29,2020-07-24T21:36:30Z,1840000,-227.0,32.0,1,left,D. Gallinari 23' 3PT  (6 PTS) (C. Paul 4 AST),"[201568, 101108]",1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,23.02,Made,,,,,6.0,C. Paul,101108.0,4.0,,,,,,,,,,,
186,PT05M49.00S,2020-07-24T21:36:45.2Z,2,REGULAR,turnover,lostball,[],1627759,,,1610612738,25,29,2020-07-24T21:36:49Z,1860000,,,0,,J. Brown TURNOVER lostball (2 TOV) Stolen,"[1627759, 1628977]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,2.0,Diallo,1628977.0,
187,PT05M49.00S,2020-07-24T21:36:45.2Z,2,REGULAR,steal,,[],1628977,,,1610612760,25,29,2020-07-24T21:36:47Z,1870000,,,0,,H. Diallo STEAL (2 STL),[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT05M40.00S,2020-07-24T21:36:57.8Z,2,REGULAR,foul,personal,[],203935,,,1610612760,25,29,2020-07-24T21:37:12Z,1880000,,,0,,M. Smart FOUL personal (1 PF),"[203935, 101108]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2148.0,1.0,0.0,Paul,101108.0,,,,,,
190,PT05M30.00S,2020-07-24T21:37:24.9Z,2,REGULAR,turnover,traveling,[],1628977,,,1610612760,25,29,2020-07-24T21:37:30Z,1900000,,,0,,H. Diallo TURNOVER traveling (2 TOV),[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,201640.0,,,,,,,2.0,,,
191,PT05M19.00S,2020-07-24T21:37:47.9Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,94.69448094612353,49.82383578431372,1610612738,27,29,2020-07-24T21:37:51Z,1910000,-1.0,-3.0,1,right,D. Theis dunk (6 PTS) (G. Hayward 2 AST),"[1628464, 202330]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.3,Made,,,,,6.0,G. Hayward,202330.0,2.0,,,,,,,,,,,
193,PT05M06.00S,2020-07-24T21:38:01.4Z,2,REGULAR,turnover,outofbounds,[],203471,,,1610612760,27,29,2020-07-24T21:38:10Z,1930000,,,0,,D. Schroder TURNOVER outofbounds (1 TOV),[203471],1610612760.0,OKC,badpass,,,Schroder,D. Schroder,,,,,,,,,,,,,,,201640.0,,,,,,,1.0,,,
194,PT05M06.00S,2020-07-24T21:38:04.0Z,2,REGULAR,substitution,out,[],1628977,,,1610612738,27,29,2020-07-24T21:38:08Z,1940000,,,0,,substitution out Diallo,[1628977],1610612760.0,OKC,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT05M06.00S,2020-07-24T21:38:04.0Z,2,REGULAR,substitution,in,[],1628983,,,1610612738,27,29,2020-07-24T21:38:08Z,1950000,,,0,,substitution in Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT04M57.00S,2020-07-24T21:38:22.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202330,69.85873850197109,25.80422794117647,1610612738,27,29,2020-07-24T21:38:26Z,1960000,-121.0,231.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
197,PT04M54.00S,2020-07-24T21:38:24.4Z,2,REGULAR,rebound,defensive,[],203471,,,1610612760,27,29,2020-07-24T21:38:24Z,1970000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
198,PT04M51.00S,2020-07-24T21:38:30.9Z,2,REGULAR,foul,personal,[],203935,,,1610612760,27,29,2020-07-24T21:38:40Z,1980000,,,0,,M. Smart FOUL personal (2 PF),"[203935, 203500]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201640.0,2.0,0.0,Adams,203500.0,,,,,,
200,PT04M51.00S,2020-07-24T21:39:00.2Z,2,REGULAR,stoppage,courtcleanup,[],0,,,1610612760,27,29,2020-07-24T21:39:00Z,2000000,,,0,,stoppage courtcleanup,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT04M42.00S,2020-07-24T21:39:26.2Z,2,REGULAR,turnover,lostball,[],201568,,,1610612760,27,29,2020-07-24T21:39:33Z,2010000,,,0,,D. Gallinari TURNOVER lostball (1 TOV) Stolen,"[201568, 203935]",1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,
202,PT04M42.00S,2020-07-24T21:39:26.2Z,2,REGULAR,steal,,[],203935,,,1610612738,27,29,2020-07-24T21:39:28Z,2020000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT04M39.00S,2020-07-24T21:39:29.9Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,93.77463863337714,48.59834558823529,1610612738,29,29,2020-07-24T21:39:40Z,2030000,-7.0,6.0,1,right,M. Smart dunk (6 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.35,Made,,,,,6.0,,,,,,,,,,,,,,
204,PT04M21.00S,2020-07-24T21:39:46.7Z,2,REGULAR,3pt,jumpshot,[],201568,34.90473061760841,53.990502450980394,1610612760,29,29,2020-07-24T21:39:50Z,2040000,-20.0,276.0,1,left,MISS D. Gallinari 28' 3PT,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,,
205,PT04M19.00S,2020-07-24T21:39:48.7Z,2,REGULAR,rebound,offensive,[],203471,,,1610612760,29,29,2020-07-24T21:39:50Z,2050000,,,0,,D. Schroder REBOUND (Off:1 Def:2),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,204.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
206,PT04M17.00S,2020-07-24T21:39:55.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612760,29,29,2020-07-24T21:39:55Z,2060000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT04M17.00S,2020-07-24T21:40:03.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,29,29,2020-07-24T21:40:03Z,2070000,,,0,,timeout full,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT04M08.00S,2020-07-24T21:43:03.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203500,10.200394218134035,49.333639705882355,1610612760,29,29,2020-07-24T21:43:23Z,2080000,3.0,43.0,1,left,MISS S. Adams layup Blocked,"[203500, 1628464]",1610612760.0,OKC,cutting,,,Adams,S. Adams,,,,,4.9,Missed,,,,,,,,,,,,,,Theis,1628464.0,,,,
209,PT04M08.00S,2020-07-24T21:43:03.9Z,2,REGULAR,block,,[],1628464,,,1610612760,29,29,2020-07-24T21:43:06Z,2090000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT04M08.00S,2020-07-24T21:43:03.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,29,29,2020-07-24T21:43:23Z,2100000,,,0,,Team offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,
211,PT04M08.00S,2020-07-24T21:43:10.2Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612760,29,29,2020-07-24T21:43:10Z,2110000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT04M05.00S,2020-07-24T21:43:26.1Z,2,REGULAR,2pt,jumpshot,['2ndchance'],201568,12.828515111695138,66.49050245098039,1610612760,29,29,2020-07-24T21:43:33Z,2120000,-82.0,68.0,1,left,MISS D. Gallinari 11' jumpshot,[201568],1610612760.0,OKC,bank,,,Gallinari,D. Gallinari,,,,,11.06,Missed,,,,,,,,,,,,,,,,,,,
213,PT04M02.00S,2020-07-24T21:43:29.1Z,2,REGULAR,rebound,offensive,[],203500,,,1610612760,29,29,2020-07-24T21:43:29Z,2130000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,212.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
214,PT04M01.00S,2020-07-24T21:43:30.2Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",203500,6.258212877792378,51.049325980392155,1610612760,29,31,2020-07-24T21:43:40Z,2140000,-5.0,6.0,1,left,S. Adams dunk (12 PTS),[203500],1610612760.0,OKC,putback,,,Adams,S. Adams,,,,,1.29,Made,,,,,12.0,,,,,,,,,,,,,,
215,PT03M37.00S,2020-07-24T21:43:54.8Z,2,REGULAR,3pt,jumpshot,[],203935,68.41327201051249,22.863051470588236,1610612738,29,31,2020-07-24T21:43:59Z,2150000,-136.0,244.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.44,Missed,,,,,,,,,,,,,,,,,,,
216,PT03M33.00S,2020-07-24T21:43:58.8Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,29,31,2020-07-24T21:43:59Z,2160000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
217,PT03M31.00S,2020-07-24T21:44:02.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612760,29,31,2020-07-24T21:44:14Z,2170000,,,0,,M. Smart FOUL personal (3 PF) (Gilgeous-Alexander inpenalty),"[203935, 1628983]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,2148.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
219,PT03M31.00S,2020-07-24T21:44:32.1Z,2,REGULAR,freethrow,1of2,['fastbreak'],1628983,,,1610612760,29,32,2020-07-24T21:44:32Z,2190000,,,0,,S. Gilgeous-Alexander freethrow 1of2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
220,PT03M31.00S,2020-07-24T21:44:44.7Z,2,REGULAR,freethrow,2of2,['fastbreak'],1628983,,,1610612760,29,33,2020-07-24T21:44:44Z,2200000,,,0,,S. Gilgeous-Alexander freethrow 2of2 (7 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
221,PT03M25.00S,2020-07-24T21:45:02.4Z,2,REGULAR,foul,offensive,['inpenalty'],1627759,,,1610612738,29,33,2020-07-24T21:45:53Z,2210000,,,0,,J. Brown FOUL offensive (4 PF) (Gilgeous-Alexander inpenalty),"[1627759, 1628983]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201640.0,4.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
223,PT03M25.00S,2020-07-24T21:45:02.4Z,2,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,29,33,2020-07-24T21:45:53Z,2230000,,,0,,J. Brown TURNOVER offensivefoul (3 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201640.0,,,,,,,3.0,,,
224,PT03M17.00S,2020-07-24T21:45:26.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612760,29,33,2020-07-24T21:45:34Z,2240000,,,0,,D. Theis FOUL personal (1 PF) (Adams inpenalty),"[1628464, 203500]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,201638.0,1.0,0.0,Adams,203500.0,,,,,,
226,PT03M17.00S,2020-07-24T21:45:52.6Z,2,REGULAR,freethrow,1of2,['fromturnover'],203500,,,1610612760,29,33,2020-07-24T21:45:52Z,2260000,,,0,,MISS S. Adams freethrow 1of2,[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
227,PT03M17.00S,2020-07-24T21:45:52.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,29,33,2020-07-24T21:45:52Z,2270000,,,0,,Team offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,
228,PT03M17.00S,2020-07-24T21:46:07.7Z,2,REGULAR,freethrow,2of2,['fromturnover'],203500,,,1610612760,29,34,2020-07-24T21:46:07Z,2280000,,,0,,S. Adams freethrow 2of2 (13 PTS),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
229,PT03M01.00S,2020-07-24T21:46:25.5Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,94.56307490144546,48.84344362745098,1610612738,31,34,2020-07-24T21:46:31Z,2290000,-6.0,-1.0,1,right,D. Theis dunk (8 PTS) (M. Smart 3 AST),"[1628464, 203935]",1610612738.0,BOS,reverse,,,Theis,D. Theis,,,,,0.71,Made,,,,,8.0,M. Smart,203935.0,3.0,,,,,,,,,,,
231,PT02M54.00S,2020-07-24T21:46:32.1Z,2,REGULAR,3pt,jumpshot,['fastbreak'],201568,32.276609724047304,63.794424019607845,1610612760,31,34,2020-07-24T21:46:36Z,2310000,-69.0,251.0,1,left,MISS D. Gallinari 27' 3PT,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
232,PT02M52.00S,2020-07-24T21:46:35.0Z,2,REGULAR,rebound,offensive,[],203500,,,1610612760,31,34,2020-07-24T21:46:35Z,2320000,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,231.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
233,PT02M49.00S,2020-07-24T21:46:37.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203500,6.389618922470433,47.127757352941174,1610612760,31,36,2020-07-24T21:46:44Z,2330000,14.0,8.0,1,left,S. Adams layup (15 PTS),[203500],1610612760.0,OKC,putback,,,Adams,S. Adams,,,,,1.95,Made,,,,,15.0,,,,,,,,,,,,,,
234,PT02M30.00S,2020-07-24T21:46:55.6Z,2,REGULAR,3pt,jumpshot,[],1627759,70.25295663600527,24.57873774509804,1610612738,31,36,2020-07-24T21:47:01Z,2340000,-127.0,227.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
235,PT02M28.00S,2020-07-24T21:46:57.6Z,2,REGULAR,rebound,defensive,[],203500,,,1610612760,31,36,2020-07-24T21:47:01Z,2350000,,,0,,S. Adams REBOUND (Off:4 Def:3),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,234.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
236,PT02M21.00S,2020-07-24T21:47:04.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628983,12.697109067017081,64.28462009803921,1610612760,31,38,2020-07-24T21:47:11Z,2360000,-71.0,67.0,1,left,S. Gilgeous-Alexander 10' jumpshot (9 PTS),[1628983],1610612760.0,OKC,drivingfloating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,10.17,Made,,,,,9.0,,,,,,,,,,,,,,
237,PT02M07.00S,2020-07-24T21:47:21.2Z,2,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,31,38,2020-07-24T21:47:28Z,2370000,,,0,,J. Tatum TURNOVER outofbounds (2 TOV),[1628369],1610612738.0,BOS,lostball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201640.0,,,,,,,2.0,,,
238,PT02M02.00S,2020-07-24T21:47:30.4Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",201568,25.969119579500656,17.22579656862745,1610612760,31,41,2020-07-24T21:47:34Z,2380000,164.0,192.0,1,left,D. Gallinari 26' 3PT  (9 PTS) (S. Gilgeous-Alexander 1 AST),"[201568, 1628983]",1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,25.63,Made,,,,,9.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,
240,PT01M51.00S,2020-07-24T21:47:44.2Z,2,REGULAR,foul,personal,['2freethrow'],203500,,,1610612738,31,41,2020-07-24T21:48:03Z,2400000,,,0,,S. Adams FOUL personal (1 PF) (Smart 2freethrow),"[203500, 203935]",1610612760.0,OKC,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,201638.0,1.0,0.0,Smart,203935.0,,,,,,
242,PT01M51.00S,2020-07-24T21:48:07.3Z,2,REGULAR,freethrow,1of2,['fastbreak'],203935,,,1610612738,32,41,2020-07-24T21:48:07Z,2420000,,,0,,M. Smart freethrow 1of2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
243,PT01M51.00S,2020-07-24T21:48:24.5Z,2,REGULAR,freethrow,2of2,['fastbreak'],203935,,,1610612738,33,41,2020-07-24T21:48:24Z,2430000,,,0,,M. Smart freethrow 2of2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
244,PT01M37.00S,2020-07-24T21:48:41.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],101108,15.193823915900131,37.07873774509804,1610612760,33,43,2020-07-24T21:48:47Z,2440000,65.0,90.0,1,left,C. Paul 12' jumpshot (2 PTS),[101108],1610612760.0,OKC,fadeaway,,,Paul,C. Paul,,,,,11.55,Made,,,,,2.0,,,,,,,,,,,,,,
245,PT01M18.00S,2020-07-24T21:49:00.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,89.17542706964521,39.03952205882353,1610612738,35,43,2020-07-24T21:49:06Z,2450000,-55.0,49.0,1,right,G. Hayward 8' jumpshot (4 PTS),[202330],1610612738.0,BOS,drivingfloatingbank,,,Hayward,G. Hayward,,,,,7.75,Made,,,,,4.0,,,,,,,,,,,,,,
246,PT01M02.00S,2020-07-24T21:49:15.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628983,11.251642575558476,59.62775735294118,1610612760,35,43,2020-07-24T21:49:20Z,2460000,-48.0,53.0,1,left,MISS S. Gilgeous-Alexander 8' jumpshot,[1628983],1610612760.0,OKC,drivingfloating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,,
247,PT01M00.00S,2020-07-24T21:49:17.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,43,2020-07-24T21:49:20Z,2470000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,246.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
248,PT00M57.40S,2020-07-24T21:49:22.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628369,93.38042049934296,50.06893382352941,1610612738,37,43,2020-07-24T21:49:30Z,2480000,0.0,10.0,1,right,J. Tatum layup (3 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.52,Made,,,,,3.0,,,,,,,,,,,,,,
249,PT00M40.40S,2020-07-24T21:49:41.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203500,7.5722733245729295,46.14736519607843,1610612760,37,45,2020-07-24T21:49:45Z,2490000,19.0,19.0,1,left,S. Adams layup (17 PTS) (C. Paul 5 AST),"[203500, 101108]",1610612760.0,OKC,,,,Adams,S. Adams,,,,,3.1,Made,,,,,17.0,C. Paul,101108.0,5.0,,,,,,,,,,,
251,PT00M34.80S,2020-07-24T21:49:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612738,37,45,2020-07-24T21:49:59Z,2510000,,,0,,C. Paul FOUL personal (2 PF) (Brown inpenalty),"[101108, 1627759]",1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,2148.0,2.0,0.0,Brown,1627759.0,,,,,,
253,PT00M34.80S,2020-07-24T21:50:27.0Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,38,45,2020-07-24T21:50:27Z,2530000,,,0,,J. Brown freethrow 1of2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
254,PT00M34.80S,2020-07-24T21:50:42.2Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,39,45,2020-07-24T21:50:42Z,2540000,,,0,,J. Brown freethrow 2of2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
255,PT00M29.20S,2020-07-24T21:50:52.3Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612760,39,45,2020-07-24T21:50:52Z,2550000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT00M25.30S,2020-07-24T21:51:20.3Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628983,6.915243101182654,49.57873774509804,1610612760,39,47,2020-07-24T21:51:25Z,2560000,2.0,13.0,1,left,S. Gilgeous-Alexander dunk (11 PTS) (D. Gallinari 3 AST),"[1628983, 201568]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.81,Made,,,,,11.0,D. Gallinari,201568.0,3.0,,,,,,,,,,,
258,PT00M04.90S,2020-07-24T21:51:43.6Z,2,REGULAR,3pt,jumpshot,[],202330,89.17542706964521,95.90226715686273,1610612738,42,47,2020-07-24T21:51:47Z,2580000,230.0,49.0,1,right,G. Hayward 24' 3PT  (7 PTS) (J. Tatum 2 AST),"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,23.6,Made,,,,,7.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
260,PT00M00.00S,2020-07-24T21:51:52.8Z,2,REGULAR,3pt,jumpshot,[],203471,48.965177398160314,47.127757352941174,1610612760,42,47,2020-07-24T21:51:57Z,2600000,14.0,408.0,1,left,MISS D. Schroder 41' 3PT,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,41.36,Missed,,,,,,,,,,,,,,,,,,,
261,PT00M00.00S,2020-07-24T21:51:55.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,42,47,2020-07-24T21:51:55Z,2610000,,,0,,Team offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,
262,PT00M00.00S,2020-07-24T21:51:56.8Z,2,REGULAR,period,end,[],0,,,1610612760,42,47,2020-07-24T21:51:56Z,2620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],1628369,,,1610612760,42,47,2020-07-24T22:07:20Z,2630000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],1627759,,,1610612760,42,47,2020-07-24T22:07:20Z,2640000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],202330,,,1610612760,42,47,2020-07-24T22:07:20Z,2650000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],1628464,,,1610612760,42,47,2020-07-24T22:07:20Z,2660000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612760,42,47,2020-07-24T22:07:20Z,2670000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],101108,,,1610612760,42,47,2020-07-24T22:07:20Z,2680000,,,0,,substitution out Paul,[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],201568,,,1610612760,42,47,2020-07-24T22:07:20Z,2690000,,,0,,substitution out Gallinari,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,out,['startperiod'],203500,,,1610612760,42,47,2020-07-24T22:07:20Z,2700000,,,0,,substitution out Adams,[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT10M00.00S,2020-07-24T22:06:54.5Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612760,42,47,2020-07-24T22:07:20Z,2710000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
