actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
276,PT04M45.00S,2020-08-09T21:58:40.6Z,2,REGULAR,2pt,hook,['pointsinthepaint'],202683,7.046649145860711,36.58854166666667,1610612738,47,43,2020-08-09T21:58:48Z,2740000,67.0,14.0,1,left,E. Kanter 7' hook (4 PTS) (J. Brown 1 AST),"[202683, 1627759]",1610612738.0,BOS,turnaroundbank,,,Kanter,E. Kanter,,,,,6.98,Made,,,,,4.0,J. Brown,1627759.0,1.0,,,,,,,,,,
278,PT04M29.00S,2020-08-09T21:58:57.1Z,2,REGULAR,2pt,jumpshot,[],202696,77.21747700394218,48.59834558823529,1610612753,47,43,2020-08-09T21:59:01Z,2760000,-7.0,162.0,1,right,MISS N. Vucevic 17' jumpshot,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,16.73,Missed,,,,,,,,,,,,,,,,,,
279,PT04M26.00S,2020-08-09T21:59:00.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,43,2020-08-09T21:59:01Z,2770000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,278.0,4.0,3.0,1.0,,,,,,,,,,,,,,
280,PT04M21.00S,2020-08-09T21:59:05.6Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,35.56176084099869,46.392463235294116,1610612738,50,43,2020-08-09T21:59:36Z,2780000,18.0,282.0,1,left,J. Brown 29' 3PT  (6 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.79,Made,,,,,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
282,PT04M21.00S,2020-08-09T21:59:10.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201571,,,1610612738,50,43,2020-08-09T21:59:58Z,2800000,,,0,,D. Augustin FOUL personal (2 PF) (Brown inpenalty),"[201571, 1627759]",1610612753.0,ORL,shooting,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,2529.0,2.0,0.0,Brown,1627759.0,,,
286,PT04M21.00S,2020-08-09T21:59:23.8Z,2,REGULAR,substitution,out,[],202330,,,1610612738,50,43,2020-08-09T21:59:31Z,2820000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M21.00S,2020-08-09T21:59:23.8Z,2,REGULAR,substitution,in,[],203935,,,1610612738,50,43,2020-08-09T21:59:31Z,2830000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M21.00S,2020-08-09T21:59:39.0Z,2,REGULAR,freethrow,1of1,['fastbreak'],1627759,,,1610612738,51,43,2020-08-09T21:59:39Z,2840000,,,0,,J. Brown freethrow 1of1 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
289,PT04M05.00S,2020-08-09T21:59:56.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202696,94.30026281208936,50.314031862745104,1610612753,51,45,2020-08-09T22:00:02Z,2850000,2.0,1.0,1,right,N. Vucevic layup (10 PTS),[202696],1610612753.0,ORL,driving,,,Vucevic,N. Vucevic,,,,,0.68,Made,,,,,10.0,,,,,,,,,,,,,
290,PT03M52.00S,2020-08-09T22:00:12.5Z,2,REGULAR,foul,offensive,['inpenalty'],202683,,,1610612738,51,45,2020-08-09T22:01:37Z,2860000,,,0,,E. Kanter FOUL offensive (4 PF) (Vucevic inpenalty),"[202683, 202696]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,2529.0,4.0,0.0,Vucevic,202696.0,,,
292,PT03M52.00S,2020-08-09T22:00:12.5Z,2,REGULAR,turnover,offensivefoul,[],202683,,,1610612738,51,45,2020-08-09T22:00:12Z,2880000,,,0,,E. Kanter TURNOVER offensivefoul (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,2529.0,,,,,1.0,,
293,PT03M52.00S,2020-08-09T22:00:28.1Z,2,REGULAR,substitution,out,[],202683,,,1610612753,51,45,2020-08-09T22:00:43Z,2890000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M52.00S,2020-08-09T22:00:28.1Z,2,REGULAR,substitution,out,[],1628411,,,1610612753,51,45,2020-08-09T22:00:43Z,2900000,,,0,,substitution out Iwundu,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M52.00S,2020-08-09T22:00:28.1Z,2,REGULAR,substitution,in,[],1628464,,,1610612753,51,45,2020-08-09T22:00:43Z,2910000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M52.00S,2020-08-09T22:00:28.1Z,2,REGULAR,substitution,in,[],1628365,,,1610612753,51,45,2020-08-09T22:00:43Z,2920000,,,0,,substitution in Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M34.00S,2020-08-09T22:00:52.7Z,2,REGULAR,turnover,badpass,[],201571,,,1610612753,51,45,2020-08-09T22:00:56Z,2930000,,,0,,D. Augustin TURNOVER badpass (1 TOV) Stolen,"[201571, 203935]",1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
298,PT03M34.00S,2020-08-09T22:00:52.7Z,2,REGULAR,steal,,[],203935,,,1610612738,51,45,2020-08-09T22:00:53Z,2940000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M30.00S,2020-08-09T22:00:56.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,5.732588699080158,47.372855392156865,1610612738,51,45,2020-08-09T22:01:05Z,2950000,13.0,1.0,1,left,MISS K. Walker layup Blocked,"[202689, 1628365]",1610612738.0,BOS,running,,,Walker,K. Walker,,,,,1.48,Missed,,,,,,,,,Fultz,1628365.0,,,,,,,,
300,PT03M30.00S,2020-08-09T22:00:56.0Z,2,REGULAR,block,,[],1628365,,,1610612738,51,45,2020-08-09T22:00:58Z,2960000,,,0,,M. Fultz BLOCK (1 BLK),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M27.00S,2020-08-09T22:00:59.0Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,51,45,2020-08-09T22:03:15Z,2970000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,299.0,4.0,3.0,1.0,,,,,,,,,,,,,,
316,PT03M27.00S,2020-08-09T22:00:59.7Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,6.307490144546649,49.60171568627451,1610612738,51,45,2020-08-09T22:04:15Z,2975000,2.0,7.0,1,left,MISS J. Brown dunk,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,
317,PT03M26.00S,2020-08-09T22:01:00.7Z,2,REGULAR,rebound,defensive,[],201571,,,1610612753,51,45,2020-08-09T22:04:15Z,2977500,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,316.0,1.0,1.0,0.0,,,,,,,,,,,,,,
302,PT03M23.00S,2020-08-09T22:01:03.4Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202696,93.77463863337714,94.67677696078431,1610612753,51,48,2020-08-09T22:01:09Z,2980000,223.0,6.0,1,right,N. Vucevic 22' 3PT  (13 PTS) (M. Fultz 6 AST),"[202696, 1628365]",1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,22.37,Made,,,,,13.0,M. Fultz,1628365.0,6.0,,,,,,,,,,
304,PT03M09.00S,2020-08-09T22:01:17.8Z,2,REGULAR,3pt,jumpshot,[],202689,33.590670170827856,47.372855392156865,1610612738,51,48,2020-08-09T22:01:22Z,3000000,13.0,263.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
305,PT03M06.00S,2020-08-09T22:01:20.8Z,2,REGULAR,rebound,defensive,[],203516,,,1610612753,51,48,2020-08-09T22:01:22Z,3010000,,,0,,J. Ennis III REBOUND (Off:1 Def:6),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,304.0,7.0,6.0,1.0,,,,,,,,,,,,,,
306,PT02M49.00S,2020-08-09T22:01:38.3Z,2,REGULAR,2pt,jumpshot,[],1628365,87.86136662286465,18.941482843137255,1610612753,51,48,2020-08-09T22:05:59Z,3020000,-155.0,62.0,1,right,MISS M. Fultz 17' jumpshot,[1628365],1610612753.0,ORL,stepback,,,Fultz,M. Fultz,,,,,16.92,Missed,,,,,,,,,,,,,,,,,,
307,PT02M43.00S,2020-08-09T22:01:44.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,48,2020-08-09T22:01:46Z,3030000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,306.0,5.0,4.0,1.0,,,,,,,,,,,,,,
308,PT02M34.00S,2020-08-09T22:01:52.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,6.389618922470433,51.294424019607845,1610612738,53,48,2020-08-09T22:01:55Z,3040000,-6.0,8.0,1,left,J. Brown layup (9 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.46,Made,,,,,9.0,M. Smart,203935.0,5.0,,,,,,,,,,
309,PT02M19.00S,2020-08-09T22:02:07.2Z,2,REGULAR,2pt,jumpshot,[],201571,78.53153745072274,25.314031862745097,1610612753,53,48,2020-08-09T22:02:12Z,3050000,-123.0,149.0,1,right,MISS D. Augustin 20' jumpshot,[201571],1610612753.0,ORL,stepback,,,Augustin,D. Augustin,,,,,19.8,Missed,,,,,,,,,,,,,,,,,,
310,PT02M16.00S,2020-08-09T22:02:10.2Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,53,48,2020-08-09T22:02:12Z,3060000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,309.0,2.0,2.0,0.0,,,,,,,,,,,,,,
311,PT02M07.00S,2020-08-09T22:02:18.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,8.360709592641262,37.07873774509804,1610612738,53,48,2020-08-09T22:02:22Z,3070000,65.0,26.0,1,left,MISS J. Tatum 7' jumpshot,[1628369],1610612738.0,BOS,drivingbank,,,Tatum,J. Tatum,,,,,7.19,Missed,,,,,,,,,,,,,,,,,,
312,PT02M06.00S,2020-08-09T22:02:19.6Z,2,REGULAR,rebound,defensive,[],203516,,,1610612753,53,48,2020-08-09T22:02:22Z,3080000,,,0,,J. Ennis III REBOUND (Off:1 Def:7),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,311.0,8.0,7.0,1.0,,,,,,,,,,,,,,
313,PT02M01.00S,2020-08-09T22:02:24.8Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628982,81.68528252299606,93.2061887254902,1610612753,53,48,2020-08-09T22:04:34Z,3090000,216.0,120.0,1,right,MISS M. Frazier Jr. 25' 3PT,[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
314,PT01M58.00S,2020-08-09T22:02:27.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,48,2020-08-09T22:02:33Z,3100000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,313.0,6.0,5.0,1.0,,,,,,,,,,,,,,
315,PT01M53.00S,2020-08-09T22:02:42.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,53,48,2020-08-09T22:02:42Z,3110000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M53.00S,2020-08-09T22:05:02.0Z,2,REGULAR,substitution,out,[],203516,,,1610612738,53,48,2020-08-09T22:05:43Z,3120000,,,0,,substitution out Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M53.00S,2020-08-09T22:05:02.0Z,2,REGULAR,substitution,out,[],1628982,,,1610612738,53,48,2020-08-09T22:05:43Z,3130000,,,0,,substitution out Frazier Jr.,[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M53.00S,2020-08-09T22:05:02.0Z,2,REGULAR,substitution,in,[],1629724,,,1610612738,53,48,2020-08-09T22:05:43Z,3140000,,,0,,substitution in Law,[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M53.00S,2020-08-09T22:05:02.0Z,2,REGULAR,substitution,in,[],203082,,,1610612738,53,48,2020-08-09T22:05:43Z,3150000,,,0,,substitution in Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M39.00S,2020-08-09T22:06:10.6Z,2,REGULAR,turnover,badpass,[],1628369,,,1610612738,53,48,2020-08-09T22:06:15Z,3160000,,,0,,J. Tatum TURNOVER badpass (1 TOV) Stolen,"[1628369, 1629724]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Law,1629724.0
323,PT01M39.00S,2020-08-09T22:06:10.6Z,2,REGULAR,steal,,[],1629724,,,1610612753,53,48,2020-08-09T22:06:12Z,3170000,,,0,,V. Law STEAL (1 STL),[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M33.00S,2020-08-09T22:06:15.9Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203082,96.66557161629436,3.5003063725490198,1610612753,53,51,2020-08-09T22:06:54Z,3180000,-232.0,-21.0,1,right,T. Ross 23' 3PT  (9 PTS) (V. Law 1 AST),"[203082, 1629724]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,23.3,Made,,,,,9.0,V. Law,1629724.0,1.0,,,,,,,,,,
326,PT01M16.00S,2020-08-09T22:06:33.2Z,2,REGULAR,3pt,jumpshot,[],203935,32.933639947437584,52.76501225490197,1610612738,53,51,2020-08-09T22:06:42Z,3200000,-14.0,257.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
327,PT01M14.00S,2020-08-09T22:06:35.2Z,2,REGULAR,rebound,defensive,[],1629724,,,1610612753,53,51,2020-08-09T22:06:42Z,3210000,,,0,,V. Law REBOUND (Off:1 Def:1),[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,326.0,2.0,1.0,1.0,,,,,,,,,,,,,,
328,PT01M07.00S,2020-08-09T22:06:43.1Z,2,REGULAR,3pt,jumpshot,[],202696,71.56701708278581,24.088541666666664,1610612753,53,51,2020-08-09T22:06:49Z,3220000,-130.0,215.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
329,PT01M04.00S,2020-08-09T22:06:46.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,53,51,2020-08-09T22:06:49Z,3230000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,328.0,7.0,6.0,1.0,,,,,,,,,,,,,,
330,PT00M45.00S,2020-08-09T22:07:05.4Z,2,REGULAR,3pt,jumpshot,[],1628369,34.11629434954008,49.333639705882355,1610612738,53,51,2020-08-09T22:07:10Z,3240000,3.0,268.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,
331,PT00M41.50S,2020-08-09T22:07:08.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612753,53,51,2020-08-09T22:07:10Z,3250000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,330.0,3.0,3.0,0.0,,,,,,,,,,,,,,
332,PT00M32.50S,2020-08-09T22:07:18.2Z,2,REGULAR,2pt,jumpshot,[],202696,81.02825229960578,25.06893382352941,1610612753,53,51,2020-08-09T22:07:22Z,3260000,-125.0,126.0,1,right,MISS N. Vucevic 18' jumpshot,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,18.11,Missed,,,,,,,,,,,,,,,,,,
333,PT00M30.50S,2020-08-09T22:07:20.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,51,2020-08-09T22:07:22Z,3270000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,332.0,5.0,4.0,1.0,,,,,,,,,,,,,,
334,PT00M24.90S,2020-08-09T22:07:26.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,6.701708278580814,52.19439338235294,1610612738,55,51,2020-08-09T22:07:34Z,3280000,-11.0,10.0,1,left,J. Brown layup (11 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,reverse,,,Brown,J. Brown,,,,,1.94,Made,,,,,11.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
337,PT00M00.70S,2020-08-09T22:07:54.1Z,2,REGULAR,3pt,jumpshot,[],202696,67.7562417871222,57.176776960784316,1610612753,55,51,2020-08-09T22:08:00Z,3300000,36.0,251.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
338,PT00M00.70S,2020-08-09T22:07:54.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,55,51,2020-08-09T22:08:00Z,3310000,,,0,,Team offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,
339,PT00M00.00S,2020-08-09T22:07:58.6Z,2,REGULAR,period,end,[],0,,,1610612753,55,51,2020-08-09T22:07:58Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612753,55,51,2020-08-09T22:23:16Z,3330000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,out,['startperiod'],1628365,,,1610612753,55,51,2020-08-09T22:23:16Z,3340000,,,0,,substitution out Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,out,['startperiod'],1629724,,,1610612753,55,51,2020-08-09T22:23:16Z,3350000,,,0,,substitution out Law,[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,out,['startperiod'],203082,,,1610612753,55,51,2020-08-09T22:23:16Z,3360000,,,0,,substitution out Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612753,55,51,2020-08-09T22:23:16Z,3370000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,in,['startperiod'],1628411,,,1610612753,55,51,2020-08-09T22:23:16Z,3380000,,,0,,substitution in Iwundu,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,in,['startperiod'],1629109,,,1610612753,55,51,2020-08-09T22:23:16Z,3390000,,,0,,substitution in Clark,[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2020-08-09T22:22:34.4Z,3,REGULAR,substitution,in,['startperiod'],203516,,,1610612753,55,51,2020-08-09T22:23:16Z,3400000,,,0,,substitution in Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2020-08-09T22:23:19.2Z,3,REGULAR,period,start,[],0,,,1610612753,55,51,2020-08-09T22:23:19Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M40.00S,2020-08-09T22:23:38.3Z,3,REGULAR,3pt,jumpshot,[],1628411,32.14520367936925,46.392463235294116,1610612753,55,51,2020-08-09T22:23:45Z,3420000,18.0,250.0,1,left,MISS W. Iwundu 26' 3PT,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
350,PT11M38.00S,2020-08-09T22:23:40.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,55,51,2020-08-09T22:23:45Z,3430000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
351,PT11M38.00S,2020-08-09T22:23:43.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,55,51,2020-08-09T22:23:43Z,3440000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M23.00S,2020-08-09T22:24:03.2Z,3,REGULAR,2pt,jumpshot,[],202689,71.82982917214193,38.05912990196079,1610612738,55,51,2020-08-09T22:24:07Z,3450000,-60.0,212.0,1,right,MISS K. Walker 23' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
353,PT11M20.00S,2020-08-09T22:24:06.2Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612753,55,51,2020-08-09T22:24:07Z,3460000,,,0,,G. Clark REBOUND (Off:0 Def:1),[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,352.0,1.0,1.0,0.0,,,,,,,,,,,,,,
354,PT11M12.00S,2020-08-09T22:24:14.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201571,7.046649145860711,48.10814950980392,1610612753,55,53,2020-08-09T22:24:18Z,3470000,9.0,14.0,1,left,D. Augustin layup (4 PTS),[201571],1610612753.0,ORL,drivingreverse,,,Augustin,D. Augustin,,,,,2.14,Made,,,,,4.0,,,,,,,,,,,,,
355,PT10M58.00S,2020-08-09T22:24:28.4Z,3,REGULAR,3pt,jumpshot,[],1627759,66.96780551905388,32.421875,1610612738,55,53,2020-08-09T22:24:32Z,3480000,-88.0,258.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.78,Missed,,,,,,,,,,,,,,,,,,
356,PT10M55.00S,2020-08-09T22:24:31.4Z,3,REGULAR,rebound,defensive,[],203516,,,1610612753,55,53,2020-08-09T22:24:32Z,3490000,,,0,,J. Ennis III REBOUND (Off:1 Def:8),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,355.0,9.0,8.0,1.0,,,,,,,,,,,,,,
357,PT10M48.00S,2020-08-09T22:24:38.9Z,3,REGULAR,3pt,jumpshot,[],202696,32.802233902759525,49.08854166666667,1610612753,55,56,2020-08-09T22:24:43Z,3500000,5.0,256.0,1,left,N. Vucevic 26' 3PT  (16 PTS) (J. Ennis III 2 AST),"[202696, 203516]",1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,26.13,Made,,,,,16.0,J. Ennis III,203516.0,2.0,,,,,,,,,,
359,PT10M26.00S,2020-08-09T22:25:00.0Z,3,REGULAR,3pt,jumpshot,[],1627759,73.53810775295663,80.4610906862745,1610612738,55,56,2020-08-09T22:25:05Z,3520000,152.0,196.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
360,PT10M22.00S,2020-08-09T22:25:04.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612753,55,56,2020-08-09T22:25:05Z,3530000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,359.0,4.0,4.0,0.0,,,,,,,,,,,,,,
361,PT10M09.00S,2020-08-09T22:25:22.5Z,3,REGULAR,foul,offensive,[],201571,,,1610612753,55,56,2020-08-09T22:25:35Z,3540000,,,0,,D. Augustin FOUL offensive (3 PF),"[201571, 1628369]",1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Tatum,1628369.0,,,
363,PT10M09.00S,2020-08-09T22:25:22.5Z,3,REGULAR,turnover,offensivefoul,[],201571,,,1610612753,55,56,2020-08-09T22:25:22Z,3560000,,,0,,D. Augustin TURNOVER offensivefoul (2 TOV),[201571],1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,202049.0,,,,,2.0,,
364,PT09M58.00S,2020-08-09T22:25:48.2Z,3,REGULAR,foul,personal,[],1628411,,,1610612738,55,56,2020-08-09T22:25:54Z,3570000,,,0,,W. Iwundu FOUL personal (2 PF),"[1628411, 202330]",1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Hayward,202330.0,,,
366,PT09M46.00S,2020-08-09T22:26:12.9Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627759,90.09526938239159,41.490502450980394,1610612738,55,56,2020-08-09T22:26:19Z,3590000,-43.0,41.0,1,right,MISS J. Brown 6' jumpshot,[1627759],1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,
