actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
92,PT04M24.00S,2020-08-09T21:25:45.6Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,13,17,2020-08-09T21:25:45Z,920000,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT04M18.00S,2020-08-09T21:25:52.2Z,1,REGULAR,3pt,jumpshot,[],202696,67.09921156373193,45.166973039215684,1610612753,13,17,2020-08-09T21:25:56Z,930000,-24.0,257.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
94,PT04M15.00S,2020-08-09T21:25:55.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,13,17,2020-08-09T21:25:56Z,940000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,,
95,PT04M07.00S,2020-08-09T21:26:03.5Z,1,REGULAR,3pt,jumpshot,[],203935,5.601182654402102,3.990502450980392,1610612738,13,17,2020-08-09T21:26:08Z,950000,230.0,0.0,1,left,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,
96,PT04M04.00S,2020-08-09T21:26:06.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612753,13,17,2020-08-09T21:26:08Z,960000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,
97,PT03M56.00S,2020-08-09T21:26:14.2Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],202696,92.06636005256242,52.029718137254896,1610612753,13,17,2020-08-09T21:26:20Z,970000,10.0,22.0,1,right,MISS N. Vucevic dunk Blocked,"[202696, 1629057]",1610612753.0,ORL,cutting,,,Vucevic,N. Vucevic,,,,,2.94,Missed,,,,,,,,,Williams III,1629057.0,,,,,,,,
121,PT03M56.00S,2020-08-09T21:26:14.2Z,1,REGULAR,block,,[],1629057,,,1610612753,13,17,2020-08-09T21:29:47Z,975000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M54.00S,2020-08-09T21:26:16.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,13,17,2020-08-09T21:26:20Z,980000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT03M53.00S,2020-08-09T21:26:21.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627759,6.521024967148489,50.80422794117647,1610612738,13,17,2020-08-09T21:30:58Z,990000,-4.0,9.0,1,left,MISS J. Brown layup Blocked,"[1627759, 1628411]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.48,Missed,,,,,,,,,Iwundu,1628411.0,,,,,,,,
100,PT03M53.00S,2020-08-09T21:26:21.0Z,1,REGULAR,block,,[],1628411,,,1610612738,13,17,2020-08-09T21:26:24Z,1000000,,,0,,W. Iwundu BLOCK (1 BLK),[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M51.00S,2020-08-09T21:26:23.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,13,17,2020-08-09T21:30:41Z,1010000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
122,PT03M51.00S,2020-08-09T21:26:35.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,13,17,2020-08-09T21:31:29Z,1015000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M51.00S,2020-08-09T21:26:50.0Z,1,REGULAR,foul,technical,['1freethrow'],202696,,,1610612738,13,17,2020-08-09T21:26:55Z,1020000,,,0,,N. Vucevic FOUL technical (1 Tech),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,202049.0,0.0,1.0,,,,,
103,PT03M51.00S,2020-08-09T21:26:56.7Z,1,REGULAR,freethrow,1of1,[],202689,,,1610612738,14,17,2020-08-09T21:26:56Z,1030000,,,0,,K. Walker technical freethrow 1of1 (1 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
104,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,14,17,2020-08-09T21:27:10Z,1040000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,out,[],202689,,,1610612738,14,17,2020-08-09T21:27:10Z,1050000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,out,[],202696,,,1610612738,14,17,2020-08-09T21:27:10Z,1060000,,,0,,substitution out Vucevic,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,out,[],1628411,,,1610612738,14,17,2020-08-09T21:27:10Z,1070000,,,0,,substitution out Iwundu,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,in,[],202330,,,1610612738,14,17,2020-08-09T21:27:10Z,1080000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,in,[],202954,,,1610612738,14,17,2020-08-09T21:27:10Z,1090000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,in,[],1628982,,,1610612738,14,17,2020-08-09T21:27:10Z,1100000,,,0,,substitution in Frazier Jr.,[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M51.00S,2020-08-09T21:26:57.6Z,1,REGULAR,substitution,in,[],203920,,,1610612738,14,17,2020-08-09T21:27:10Z,1110000,,,0,,substitution in Birch,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M48.00S,2020-08-09T21:27:12.6Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202954,6.258212877792378,50.55912990196079,1610612738,16,17,2020-08-09T21:27:22Z,1120000,-3.0,6.0,1,left,B. Wanamaker layup (2 PTS) (M. Smart 2 AST),"[202954, 203935]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,1.21,Made,,,,,2.0,M. Smart,203935.0,2.0,,,,,,,,,,
114,PT03M30.00S,2020-08-09T21:27:30.5Z,1,REGULAR,3pt,jumpshot,[],203082,73.27529566360053,79.23560049019608,1610612753,16,20,2020-08-09T21:27:41Z,1140000,146.0,199.0,1,right,T. Ross 25' 3PT  (3 PTS) (M. Fultz 1 AST),"[203082, 1628365]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.11,Made,,,,,3.0,M. Fultz,1628365.0,1.0,,,,,,,,,,
116,PT03M14.00S,2020-08-09T21:27:46.1Z,1,REGULAR,3pt,jumpshot,[],1628369,22.552562417871222,9.38265931372549,1610612738,19,20,2020-08-09T21:27:50Z,1160000,203.0,159.0,1,left,J. Tatum 26' 3PT  (5 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.17,Made,,,,,5.0,M. Smart,203935.0,3.0,,,,,,,,,,
118,PT02M56.00S,2020-08-09T21:28:06.1Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612753,19,20,2020-08-09T21:28:25Z,1180000,,,0,,R. Williams III FOUL personal (1 PF) (Birch 2freethrow),"[1629057, 203920]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Birch,203920.0,,,
120,PT02M56.00S,2020-08-09T21:28:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,19,20,2020-08-09T21:28:24Z,1200000,,,0,,timeout full,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M56.00S,2020-08-09T21:31:12.6Z,1,REGULAR,substitution,out,[],203516,,,1610612753,19,20,2020-08-09T21:31:34Z,1210000,,,0,,substitution out Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M56.00S,2020-08-09T21:31:12.6Z,1,REGULAR,substitution,in,[],1629109,,,1610612753,19,20,2020-08-09T21:31:34Z,1220000,,,0,,substitution in Clark,[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M56.00S,2020-08-09T21:31:46.7Z,1,REGULAR,freethrow,1of2,[],203920,,,1610612753,19,20,2020-08-09T21:32:05Z,1230000,,,0,,MISS K. Birch freethrow 1of2,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Missed,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2020-08-09T21:31:46.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,19,20,2020-08-09T21:32:05Z,1240000,,,0,,Team offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,
127,PT02M56.00S,2020-08-09T21:31:46.7Z,1,REGULAR,freethrow,2of2,[],203920,,,1610612753,19,20,2020-08-09T21:32:05Z,1250000,,,0,,MISS K. Birch freethrow 2of2,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT02M53.00S,2020-08-09T21:31:49.7Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,19,20,2020-08-09T21:32:05Z,1260000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,,,,,,,
129,PT02M36.00S,2020-08-09T21:32:16.2Z,1,REGULAR,3pt,jumpshot,[],202954,27.283180026281208,13.794424019607842,1610612738,19,20,2020-08-09T21:32:20Z,1270000,181.0,204.0,1,left,MISS B. Wanamaker 28' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,27.69,Missed,,,,,,,,,,,,,,,,,,
130,PT02M33.00S,2020-08-09T21:32:19.2Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,19,20,2020-08-09T21:32:20Z,1280000,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT02M28.00S,2020-08-09T21:32:24.3Z,1,REGULAR,2pt,jumpshot,['fastbreak'],1628365,85.49605781865965,67.22579656862744,1610612753,19,20,2020-08-09T21:32:29Z,1290000,86.0,84.0,1,right,MISS M. Fultz 12' jumpshot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,12.4,Missed,,,,,,,,,,,,,,,,,,
132,PT02M25.00S,2020-08-09T21:32:27.6Z,1,REGULAR,rebound,offensive,[],203920,,,1610612753,19,20,2020-08-09T21:32:27Z,1300000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,131.0,1.0,0.0,1.0,,,,,,,,,,,,,,
134,PT02M21.00S,2020-08-09T21:32:31.4Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1628982,75.77201051248358,9.872855392156863,1610612753,19,23,2020-08-09T21:32:34Z,1320000,-201.0,175.0,1,right,M. Frazier Jr. 27' 3PT  (3 PTS) (K. Birch 1 AST),"[1628982, 203920]",1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,27.0,Made,,,,,3.0,K. Birch,203920.0,1.0,,,,,,,,,,
136,PT02M09.00S,2020-08-09T21:32:44.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,8.886333771353483,36.58854166666667,1610612738,21,23,2020-08-09T21:32:48Z,1340000,67.0,31.0,1,left,J. Tatum 8' jumpshot (7 PTS) (G. Hayward 2 AST),"[1628369, 202330]",1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,7.64,Made,,,,,7.0,G. Hayward,202330.0,2.0,,,,,,,,,,
138,PT01M49.00S,2020-08-09T21:33:05.9Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612753,21,23,2020-08-09T21:33:05Z,1360000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M45.00S,2020-08-09T21:33:23.8Z,1,REGULAR,turnover,badpass,[],203082,,,1610612753,21,23,2020-08-09T21:33:29Z,1370000,,,0,,T. Ross TURNOVER badpass (1 TOV) Stolen,"[203082, 203935]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
140,PT01M45.00S,2020-08-09T21:33:23.8Z,1,REGULAR,steal,,[],203935,,,1610612738,21,23,2020-08-09T21:33:25Z,1380000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M44.00S,2020-08-09T21:33:26.8Z,1,REGULAR,foul,personal,['2freethrow'],1629109,,,1610612738,21,23,2020-08-09T21:33:53Z,1390000,,,0,,G. Clark FOUL personal (2 PF) (Wanamaker 2freethrow),"[1629109, 202954]",1610612753.0,ORL,shooting,,,Clark,G. Clark,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Wanamaker,202954.0,,,
143,PT01M44.00S,2020-08-09T21:33:54.9Z,1,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202954,,,1610612738,22,23,2020-08-09T21:33:54Z,1410000,,,0,,B. Wanamaker freethrow 1of2 (3 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
144,PT01M44.00S,2020-08-09T21:34:08.1Z,1,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202954,,,1610612738,23,23,2020-08-09T21:34:08Z,1420000,,,0,,B. Wanamaker freethrow 2of2 (4 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
145,PT01M35.00S,2020-08-09T21:34:17.9Z,1,REGULAR,3pt,jumpshot,[],203082,67.36202365308804,45.166973039215684,1610612753,23,23,2020-08-09T21:34:22Z,1430000,-24.0,254.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
146,PT01M32.00S,2020-08-09T21:34:20.9Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,23,23,2020-08-09T21:34:22Z,1440000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,145.0,4.0,3.0,1.0,,,,,,,,,,,,,,
147,PT01M18.00S,2020-08-09T21:34:34.7Z,1,REGULAR,turnover,lostball,[],202954,,,1610612738,23,23,2020-08-09T21:34:39Z,1450000,,,0,,B. Wanamaker TURNOVER lostball (1 TOV) Stolen,"[202954, 1628982]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,1.0,Frazier Jr.,1628982.0
148,PT01M18.00S,2020-08-09T21:34:34.7Z,1,REGULAR,steal,,[],1628982,,,1610612753,23,23,2020-08-09T21:34:36Z,1460000,,,0,,M. Frazier Jr. STEAL (1 STL),[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M58.50S,2020-08-09T21:34:55.2Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1629109,80.76544021024968,93.94148284313727,1610612753,23,26,2020-08-09T21:34:59Z,1470000,220.0,128.0,1,right,G. Clark 26' 3PT  (3 PTS) (M. Fultz 2 AST),"[1629109, 1628365]",1610612753.0,ORL,,,,Clark,G. Clark,,,,,25.72,Made,,,,,3.0,M. Fultz,1628365.0,2.0,,,,,,,,,,
151,PT00M44.60S,2020-08-09T21:35:13.2Z,1,REGULAR,2pt,jumpshot,[],1628369,21.107095926412615,80.95128676470588,1610612738,23,26,2020-08-09T21:35:18Z,1490000,-155.0,146.0,1,left,MISS J. Tatum 22' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,21.65,Missed,,,,,,,,,,,,,,,,,,
152,PT00M41.60S,2020-08-09T21:35:16.2Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,23,26,2020-08-09T21:35:18Z,1500000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT00M36.40S,2020-08-09T21:35:21.4Z,1,REGULAR,3pt,jumpshot,[],203082,67.36202365308804,45.41207107843137,1610612753,23,29,2020-08-09T21:35:25Z,1510000,-23.0,254.0,1,right,T. Ross 26' 3PT  (6 PTS) (M. Fultz 3 AST),"[203082, 1628365]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.08,Made,,,,,6.0,M. Fultz,1628365.0,3.0,,,,,,,,,,
155,PT00M31.70S,2020-08-09T21:35:36.3Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],202330,5.863994743758213,49.333639705882355,1610612738,25,29,2020-08-09T21:35:40Z,1530000,3.0,3.0,1,left,G. Hayward dunk (6 PTS),[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,0.87,Made,,,,,6.0,,,,,,,,,,,,,
156,PT00M11.90S,2020-08-09T21:36:03.8Z,1,REGULAR,turnover,traveling,[],1629109,,,1610612753,25,29,2020-08-09T21:36:09Z,1540000,,,0,,G. Clark TURNOVER traveling (1 TOV),[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,2529.0,,,,,1.0,,
157,PT00M02.20S,2020-08-09T21:36:26.2Z,1,REGULAR,3pt,jumpshot,['fromturnover'],202330,22.28975032851511,87.56893382352942,1610612738,28,29,2020-08-09T21:36:30Z,1550000,-188.0,157.0,1,left,G. Hayward 25' 3PT  (9 PTS),[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,24.83,Made,,,,,9.0,,,,,,,,,,,,,
158,PT00M01.00S,2020-08-09T21:36:32.0Z,1,REGULAR,3pt,jumpshot,[],1628365,20.71287779237845,52.51991421568627,1610612753,28,29,2020-08-09T21:37:23Z,1560000,13.0,693.0,1,right,MISS M. Fultz 70' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,69.84,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.10S,2020-08-09T21:36:32.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,29,2020-08-09T21:37:23Z,1570000,,,0,,Team offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2020-08-09T21:36:35.4Z,1,REGULAR,period,end,[],0,,,1610612753,28,29,2020-08-09T21:36:35Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2020-08-09T21:39:29.0Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612753,28,29,2020-08-09T21:39:51Z,1590000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2020-08-09T21:39:29.0Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612753,28,29,2020-08-09T21:39:51Z,1600000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2020-08-09T21:39:29.0Z,2,REGULAR,substitution,out,['startperiod'],1629109,,,1610612753,28,29,2020-08-09T21:39:51Z,1610000,,,0,,substitution out Clark,[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2020-08-09T21:39:29.0Z,2,REGULAR,substitution,in,['startperiod'],202683,,,1610612753,28,29,2020-08-09T21:39:51Z,1620000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2020-08-09T21:39:29.0Z,2,REGULAR,substitution,in,['startperiod'],1628400,,,1610612753,28,29,2020-08-09T21:39:51Z,1630000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2020-08-09T21:39:29.0Z,2,REGULAR,substitution,in,['startperiod'],1629724,,,1610612753,28,29,2020-08-09T21:39:51Z,1640000,,,0,,substitution in Law,[1629724],1610612753.0,ORL,,,,Law,V. Law,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2020-08-09T21:40:11.8Z,2,REGULAR,period,start,[],0,,,1610612753,28,29,2020-08-09T21:40:11Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2020-08-09T21:40:29.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628365,82.21090670170827,48.10814950980392,1610612753,28,29,2020-08-09T21:40:34Z,1660000,-9.0,115.0,1,right,MISS M. Fultz 12' jumpshot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,12.06,Missed,,,,,,,,,,,,,,,,,,
169,PT11M38.00S,2020-08-09T21:40:33.6Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,28,29,2020-08-09T21:40:34Z,1670000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
170,PT11M21.00S,2020-08-09T21:40:49.7Z,2,REGULAR,3pt,jumpshot,[],1628400,28.07161629434954,17.22579656862745,1610612738,28,29,2020-08-09T21:40:54Z,1680000,164.0,211.0,1,left,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,
171,PT11M19.00S,2020-08-09T21:40:51.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,28,29,2020-08-09T21:40:54Z,1690000,,,0,,Team defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,
172,PT11M19.00S,2020-08-09T21:40:55.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612753,28,29,2020-08-09T21:40:55Z,1700000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M06.00S,2020-08-09T21:41:17.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628365,94.43166885676742,49.333639705882355,1610612753,28,31,2020-08-09T21:41:21Z,1710000,-3.0,0.0,1,right,M. Fultz layup (2 PTS),[1628365],1610612753.0,ORL,drivingfingerroll,,,Fultz,M. Fultz,,,,,0.62,Made,,,,,2.0,,,,,,,,,,,,,
174,PT10M53.00S,2020-08-09T21:41:32.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,7.835085413929041,34.627757352941174,1610612738,30,31,2020-08-09T21:41:50Z,1720000,77.0,21.0,1,left,G. Hayward 8' jumpshot (11 PTS),[202330],1610612738.0,BOS,drivingbank,,,Hayward,G. Hayward,,,,,8.14,Made,,,,,11.0,,,,,,,,,,,,,
175,PT10M53.00S,2020-08-09T21:41:44.5Z,2,REGULAR,foul,personal,['1freethrow'],203920,,,1610612738,30,31,2020-08-09T21:41:54Z,1730000,,,0,,K. Birch FOUL personal (1 PF) (Hayward 1freethrow),"[203920, 202330]",1610612753.0,ORL,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Hayward,202330.0,,,
177,PT10M53.00S,2020-08-09T21:41:59.3Z,2,REGULAR,freethrow,1of1,[],202330,,,1610612738,30,31,2020-08-09T21:42:03Z,1750000,,,0,,MISS G. Hayward freethrow 1of1,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2020-08-09T21:42:00.3Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,30,31,2020-08-09T21:42:47Z,1760000,,,0,,E. Kanter REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,,,,,
179,PT10M51.00S,2020-08-09T21:42:02.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,6.258212877792378,50.55912990196079,1610612738,30,31,2020-08-09T21:42:50Z,1770000,-3.0,6.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,1.21,Missed,,,,,,,,,,,,,,,,,,
180,PT10M50.00S,2020-08-09T21:42:03.7Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,30,31,2020-08-09T21:42:50Z,1780000,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,179.0,3.0,1.0,2.0,,,,,,,,,,,,,,
