actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,subsInPlayerName,subsInPersonId,blockPlayerName,blockPersonId,blockTotal,value
659,PT02M23.00S,2020-02-23T23:01:13.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612747,105,105,2020-02-23T23:01:13Z,6510000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M06.00S,2020-02-23T23:01:34.3Z,4,REGULAR,3pt,jumpshot,[],203076,73.76806833114324,14.882046568627445,1610612747,108,105,2020-02-23T23:01:42Z,6520000,right,[LAL] Davis 3pt shot: Made (29 PTS) assist: James (9 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,26.58,: Made,29.0,James,2544.0,9.0,,,,,,,,,,,,,,,,,,,
662,PT01M40.00S,2020-02-23T23:02:00.2Z,4,REGULAR,2pt,jumpshot,[],202330,6.356767411300922,31.793811274509807,1610612738,108,107,2020-02-23T23:04:04Z,6540000,left,[BOS] Hayward jumpshot: Made (10 PTS) assist: Smart (3 AST),"[202330, 203935]",1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,9.19,: Made,10.0,Smart,203935.0,3.0,,,,,,,,,,,,,,,,,,,
664,PT01M25.00S,2020-02-23T23:02:18.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203076,92.29632063074901,51.89185049019608,1610612747,108,107,2020-02-23T23:02:22Z,6560000,right,[LAL] Davis layup: Missed,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.71,: Missed,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M22.00S,2020-02-23T23:02:21.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,108,107,2020-02-23T23:02:22Z,6570000,,[BOS] Smart defensive rebound (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,664.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
666,PT01M17.00S,2020-02-23T23:02:26.2Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1627759,7.145203679369246,2.872242647058826,1610612738,108,110,2020-02-23T23:09:43Z,6580000,left,[BOS] Brown 3pt shot: Made (20 PTS) assist: Hayward (9 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.65,: Made,20.0,Hayward,202330.0,9.0,,,,,,,,,,,,,,,,,,,
668,PT01M17.00S,2020-02-23T23:02:31.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,108,110,2020-02-23T23:02:31Z,6600000,,[LAL] timeout full,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M59.10S,2020-02-23T23:04:14.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203076,94.53022339027595,50.666360294117645,1610612747,108,110,2020-02-23T23:05:00Z,6610000,right,[LAL] Davis layup: Missed,[203076],1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,0.55,: Missed,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M57.50S,2020-02-23T23:04:15.7Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,108,110,2020-02-23T23:04:17Z,6620000,,[BOS] Hayward defensive rebound (Off:0 Def:8),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,669.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
671,PT00M51.80S,2020-02-23T23:04:21.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,6.356767411300922,49.19577205882353,1610612738,108,110,2020-02-23T23:04:26Z,6630000,left,[BOS] Hayward layup: Missed,[202330],1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,1.34,: Missed,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M50.70S,2020-02-23T23:04:23.0Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,108,110,2020-02-23T23:06:33Z,6640000,,[LAL] James defensive rebound (Off:0 Def:8),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,671.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
673,PT00M37.70S,2020-02-23T23:04:40.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612747,108,110,2020-02-23T23:06:17Z,6650000,,[BOS] Brown foul personal (4 PF) (James inpenalty),"[1627759, 2544]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,2529.0,4.0,0.0,James,2544.0,,,,,,,,,,
675,PT00M37.70S,2020-02-23T23:05:12.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,108,110,2020-02-23T23:19:14Z,6670000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M37.70S,2020-02-23T23:06:02.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612747,108,110,2020-02-23T23:06:41Z,6690000,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,2529.0,,,,,,,,,,,,,,
678,PT00M37.70S,2020-02-23T23:07:05.5Z,4,REGULAR,freethrow,1of2,[],2544,,,1610612747,109,110,2020-02-23T23:07:05Z,6700000,,[LAL] James freethrow 1of2: Made (27 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,: Made,27.0,,,,,,,,,,,,,,,,,,,,,,
679,PT00M37.70S,2020-02-23T23:07:05.5Z,4,REGULAR,freethrow,2of2,[],2544,,,1610612747,109,110,2020-02-23T23:07:30Z,6710000,,[LAL] James freethrow 2of2: Missed,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M36.40S,2020-02-23T23:07:06.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,109,110,2020-02-23T23:07:30Z,6720000,,[LAL] Team offensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,679.0,,,,,,,,,,,,,,,,,,
682,PT00M37.70S,2020-02-23T23:07:36.0Z,4,REGULAR,instantreplay,request,[],0,,,1610612747,109,110,2020-02-23T23:13:16Z,6740000,,,[],,,stands,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,
681,PT00M37.00S,2020-02-23T23:07:37.2Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612747,109,110,2020-02-23T23:14:32Z,6745000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M30.40S,2020-02-23T23:11:55.0Z,4,REGULAR,2pt,jumpshot,['2ndchance'],2544,83.62352168199737,70.76439950980392,1610612747,111,110,2020-02-23T23:12:27Z,6750000,right,[LAL] James jumpshot: Made (29 PTS),[2544],1610612747.0,LAL,turnaroundfadeaway,,,James,L. James,,,,,14.9,: Made,29.0,,,,,,,,,,,,,,,,,,,,,,
684,PT00M15.50S,2020-02-23T23:12:18.6Z,4,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,111,110,2020-02-23T23:14:49Z,6760000,,[BOS] Brown outofbounds turnover (4 TO),[1627759],1610612738.0,BOS,badpass,,,Brown,J. Brown,,,,,,,,,,,,,,,203592.0,,,,,4.0,,,,,,,,,
685,PT00M15.50S,2020-02-23T23:12:31.3Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203535,,,1610612747,111,110,2020-02-23T23:12:41Z,6770000,,[BOS] Team foul technical,[203535],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,2529.0,,,,,,,,,,,,,,
686,PT00M15.50S,2020-02-23T23:12:52.6Z,4,REGULAR,freethrow,1of1,[],203076,,,1610612747,111,110,2020-02-23T23:12:52Z,6780000,,[LAL] Davis technical freethrow 1of1: Missed,[203076],1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M15.50S,2020-02-23T23:12:52.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,111,110,2020-02-23T23:12:52Z,6790000,,[LAL] Team offensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,686.0,,,,,,,,,,,,,,,,,,
688,PT00M12.30S,2020-02-23T23:13:16.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612747,111,110,2020-02-23T23:13:25Z,6800000,,[BOS] Theis foul personal (6 PF) (Davis inpenalty),"[1628464, 203076]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1830.0,6.0,0.0,Davis,203076.0,,,,,,,,,,
690,PT00M12.30S,2020-02-23T23:13:26.8Z,4,REGULAR,substitution,out,[],1628464,,,1610612747,111,110,2020-02-23T23:13:41Z,6820000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,
692,PT00M12.30S,2020-02-23T23:13:45.4Z,4,REGULAR,substitution,out,[],202330,,,1610612747,111,110,2020-02-23T23:13:59Z,6840000,,[BOS] substitution Hayward replaced by Kanter,"[202330, 202683]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,,,,
694,PT00M12.30S,2020-02-23T23:14:08.1Z,4,REGULAR,freethrow,1of2,['fromturnover'],203076,,,1610612747,112,110,2020-02-23T23:14:08Z,6860000,,[LAL] Davis freethrow 1of2: Made (30 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,: Made,30.0,,,,,,,,,,,,,,,,,,,,,,
695,PT00M12.30S,2020-02-23T23:14:25.4Z,4,REGULAR,freethrow,2of2,['fromturnover'],203076,,,1610612747,113,110,2020-02-23T23:14:25Z,6870000,,[LAL] Davis freethrow 2of2: Made (31 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,: Made,31.0,,,,,,,,,,,,,,,,,,,,,,
696,PT00M12.30S,2020-02-23T23:14:33.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,113,110,2020-02-23T23:14:33Z,6880000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M12.30S,2020-02-23T23:15:21.8Z,4,REGULAR,substitution,out,[],202683,,,1610612738,113,110,2020-02-23T23:15:50Z,6890000,,[BOS] substitution Kanter replaced by Hayward,"[202683, 202330]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,,,,
699,PT00M11.30S,2020-02-23T23:16:16.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2544,,,1610612738,113,110,2020-02-23T23:16:24Z,6910000,,[LAL] James foul personal (4 PF) (Williams inpenalty),"[2544, 1629684]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,2529.0,4.0,0.0,Williams,1629684.0,,,,,,,,,,
701,PT00M11.30S,2020-02-23T23:16:41.1Z,4,REGULAR,freethrow,1of2,[],1629684,,,1610612738,113,111,2020-02-23T23:16:41Z,6930000,,[BOS] Williams freethrow 1of2: Made (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,: Made,3.0,,,,,,,,,,,,,,,,,,,,,,
702,PT00M11.30S,2020-02-23T23:16:56.9Z,4,REGULAR,freethrow,2of2,[],1629684,,,1610612738,113,112,2020-02-23T23:16:56Z,6940000,,[BOS] Williams freethrow 2of2: Made (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
703,PT00M08.10S,2020-02-23T23:17:13.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,113,112,2020-02-23T23:17:13Z,6950000,,[LAL] timeout full,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT00M06.70S,2020-02-23T23:18:50.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612747,113,112,2020-02-23T23:19:00Z,6960000,,[BOS] Smart foul personal (5 PF) (Davis inpenalty),"[203935, 203076]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,203592.0,5.0,0.0,Davis,203076.0,,,,,,,,,,
706,PT00M06.70S,2020-02-23T23:19:27.4Z,4,REGULAR,freethrow,1of2,[],203076,,,1610612747,114,112,2020-02-23T23:19:27Z,6980000,,[LAL] Davis freethrow 1of2: Made (32 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,: Made,32.0,,,,,,,,,,,,,,,,,,,,,,
707,PT00M06.70S,2020-02-23T23:19:27.4Z,4,REGULAR,freethrow,2of2,[],203076,,,1610612747,114,112,2020-02-23T23:19:55Z,6990000,,[LAL] Davis freethrow 2of2: Missed,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M04.60S,2020-02-23T23:19:29.5Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,114,112,2020-02-23T23:19:55Z,7000000,,[BOS] Smart defensive rebound (Off:1 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,707.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
709,PT00M00.80S,2020-02-23T23:20:02.4Z,4,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,114,112,2020-02-23T23:21:50Z,7010000,,[BOS] Tatum foul offensive (3 PF) (Caldwell-Pope inpenalty),"[1628369, 203484]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1830.0,3.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,,
711,PT00M00.80S,2020-02-23T23:20:02.4Z,4,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,114,112,2020-02-23T23:21:16Z,7030000,,[BOS] Tatum offensivefoul turnover (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1830.0,,,,,2.0,,,,,,,,,
712,PT00M00.80S,2020-02-23T23:20:23.3Z,4,REGULAR,instantreplay,request,[],0,,,1610612747,114,112,2020-02-23T23:22:08Z,7040000,,,[],,,stands,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,Foul occurred prior to expiration of time
713,PT00M00.80S,2020-02-23T23:21:24.3Z,4,REGULAR,substitution,out,[],202330,,,1610612747,114,112,2020-02-23T23:21:33Z,7050000,,[BOS] substitution Hayward replaced by Poirier,"[202330, 1629738]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,Poirier,1629738.0,,,,
715,PT00M00.00S,2020-02-23T23:21:37.9Z,4,REGULAR,period,end,[],0,,,1610612747,114,112,2020-02-23T23:21:37Z,7070000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT00M00.00S,2020-02-23T23:23:15.1Z,4,REGULAR,game,end,[],0,,,0,114,112,2020-02-23T23:23:15Z,7080000,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
