actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
369,PT09M07.00S,2020-09-10T00:06:42.8Z,3,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,59,56,2020-09-10T00:06:42Z,3570000,,,0,,J. Brown TURNOVER offensivefoul (3 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,2882.0,,,,,,,,,,,,3.0,,,,,,,,
370,PT08M55.00S,2020-09-10T00:07:06.9Z,3,REGULAR,2pt,jumpshot,['fromturnover'],201188,91.40932982917214,23.598345588235293,1610612761,59,58,2020-09-10T00:07:10Z,3580000,-132.0,28.0,1,right,M. Gasol 14' jumpshot (5 PTS) (P. Siakam 5 AST),"[201188, 1627783]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,Made,5.0,,13.63,,,,,,,P. Siakam,1627783.0,5.0,,,
372,PT08M29.00S,2020-09-10T00:07:32.9Z,3,REGULAR,3pt,jumpshot,[],202689,8.09789750328515,2.2748161764705883,1610612738,62,58,2020-09-10T00:07:36Z,3600000,239.0,24.0,1,left,K. Walker 24' 3PT  (3 PTS) (M. Smart 4 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,3.0,,24.04,,,,,,,M. Smart,203935.0,4.0,,,
374,PT08M17.00S,2020-09-10T00:07:44.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627832,93.38042049934296,48.10814950980392,1610612761,62,58,2020-09-10T00:07:52Z,3620000,-9.0,10.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,drivingreverse,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,1.79,,,,,,,,,,,,
375,PT08M16.00S,2020-09-10T00:07:45.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,58,2020-09-10T00:07:52Z,3630000,,,0,,J. Tatum REBOUND (Off:3 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,374.0,,11.0,8.0,3.0,,,,,,,,,
376,PT07M59.00S,2020-09-10T00:08:02.6Z,3,REGULAR,turnover,badpass,[],1628369,,,1610612738,62,58,2020-09-10T00:08:05Z,3640000,,,0,,J. Tatum TURNOVER badpass (1 TOV) Stolen,"[1628369, 201188]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,Gasol,201188.0,,,,,,
377,PT07M59.00S,2020-09-10T00:08:02.6Z,3,REGULAR,steal,,[],201188,,,1610612761,62,58,2020-09-10T00:08:04Z,3650000,,,0,,M. Gasol STEAL (1 STL),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M51.00S,2020-09-10T00:08:11.0Z,3,REGULAR,3pt,jumpshot,['fromturnover'],201188,66.96780551905388,52.51991421568627,1610612761,62,58,2020-09-10T00:08:14Z,3660000,13.0,258.0,1,right,MISS M. Gasol 26' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,Missed,,,26.38,,,,,,,,,,,,
379,PT07M49.00S,2020-09-10T00:08:13.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,62,58,2020-09-10T00:08:23Z,3670000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,378.0,,6.0,6.0,0.0,,,,,,,,,
380,PT07M44.00S,2020-09-10T00:08:17.5Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627759,26.231931668856767,15.510110294117647,1610612738,62,58,2020-09-10T00:08:26Z,3680000,172.0,194.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,runningpullup,,,Brown,J. Brown,,,,,,,,,,Missed,,,26.37,,,,,,,,,,,,
381,PT07M42.00S,2020-09-10T00:08:19.5Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,62,58,2020-09-10T00:08:21Z,3690000,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,380.0,,4.0,4.0,0.0,,,,,,,,,
382,PT07M36.00S,2020-09-10T00:08:26.7Z,3,REGULAR,foul,personal,['3freethrow'],203935,,,1610612761,62,58,2020-09-10T00:12:36Z,3700000,,,0,,M. Smart FOUL personal (3 PF) (VanVleet 3freethrow),"[203935, 1627832]",1610612738.0,BOS,flagranttype1,,,Smart,M. Smart,,,,,2882.0,3.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,
384,PT07M36.00S,2020-09-10T00:08:58.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612761,62,58,2020-09-10T00:11:14Z,3720000,,,0,,,[],,,overturned,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
385,PT07M36.00S,2020-09-10T00:11:32.7Z,3,REGULAR,freethrow,1of3,[],1627832,,,1610612761,62,59,2020-09-10T00:12:46Z,3730000,,,0,,F. VanVleet flagrant freethrow 1of3 (8 PTS),[1627832],1610612761.0,TOR,flagrant,,,VanVleet,F. VanVleet,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
386,PT07M36.00S,2020-09-10T00:11:32.7Z,3,REGULAR,freethrow,2of3,[],1627832,,,1610612761,62,60,2020-09-10T00:12:46Z,3740000,,,0,,F. VanVleet flagrant freethrow 2of3 (9 PTS),[1627832],1610612761.0,TOR,flagrant,,,VanVleet,F. VanVleet,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
387,PT07M36.00S,2020-09-10T00:11:32.7Z,3,REGULAR,freethrow,3of3,[],1627832,,,1610612761,62,61,2020-09-10T00:12:46Z,3750000,,,0,,F. VanVleet flagrant freethrow 3of3 (10 PTS),[1627832],1610612761.0,TOR,flagrant,,,VanVleet,F. VanVleet,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
388,PT07M36.00S,2020-09-10T00:11:50.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,62,61,2020-09-10T00:12:04Z,3760000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M36.00S,2020-09-10T00:11:50.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,62,61,2020-09-10T00:12:04Z,3770000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M24.00S,2020-09-10T00:12:16.5Z,3,REGULAR,3pt,jumpshot,[],1627832,93.38042049934296,4.725796568627451,1610612761,62,64,2020-09-10T00:12:26Z,3780000,-226.0,10.0,1,right,F. VanVleet 23' 3PT  (13 PTS) (K. Lowry 3 AST),"[1627832, 200768]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,13.0,,22.69,,,,,,,K. Lowry,200768.0,3.0,,,
392,PT07M13.00S,2020-09-10T00:12:27.3Z,3,REGULAR,3pt,jumpshot,[],202689,29.77989487516426,25.559129901960787,1610612738,62,64,2020-09-10T00:12:32Z,3800000,122.0,227.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,26.3,,,,,,,,,,,,
393,PT07M11.00S,2020-09-10T00:12:29.3Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,62,64,2020-09-10T00:12:32Z,3810000,,,0,,F. VanVleet REBOUND (Off:0 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,392.0,,5.0,5.0,0.0,,,,,,,,,
394,PT06M58.00S,2020-09-10T00:12:42.5Z,3,REGULAR,3pt,jumpshot,[],1627832,68.9388961892247,19.186580882352942,1610612761,62,67,2020-09-10T00:12:47Z,3820000,-154.0,239.0,1,right,F. VanVleet 29' 3PT  (16 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,Made,16.0,,28.94,,,,,,,,,,,,
395,PT06M29.00S,2020-09-10T00:13:11.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,19.267411300919843,62.07873774509803,1610612738,64,67,2020-09-10T00:13:15Z,3830000,-60.0,129.0,1,left,J. Tatum 15' jumpshot (10 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,Made,10.0,,14.71,,,,,,,M. Smart,203935.0,5.0,,,
396,PT06M13.00S,2020-09-10T00:13:28.0Z,3,REGULAR,3pt,jumpshot,[],201188,66.5735873850197,57.91207107843137,1610612761,64,70,2020-09-10T00:13:31Z,3840000,40.0,262.0,1,right,M. Gasol 27' 3PT  (8 PTS) (F. VanVleet 3 AST),"[201188, 1627832]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,Made,8.0,,27.01,,,,,,,F. VanVleet,1627832.0,3.0,,,
398,PT06M10.00S,2020-09-10T00:13:34.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,70,2020-09-10T00:13:34Z,3860000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M53.00S,2020-09-10T00:17:30.2Z,3,REGULAR,3pt,jumpshot,[],1629684,8.754927726675426,94.921875,1610612738,67,70,2020-09-10T00:17:33Z,3870000,-225.0,30.0,1,left,G. Williams 23' 3PT  (3 PTS) (M. Smart 6 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Made,3.0,,22.74,,,,,,,M. Smart,203935.0,6.0,,,
402,PT05M31.00S,2020-09-10T00:17:55.4Z,3,REGULAR,turnover,badpass,[],1627832,,,1610612761,67,70,2020-09-10T00:18:14Z,3890000,,,0,,F. VanVleet TURNOVER badpass (1 TOV),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,1.0,,,,,,,,
403,PT05M31.00S,2020-09-10T00:17:58.6Z,3,REGULAR,foul,personal,[],201188,,,1610612738,67,70,2020-09-10T00:18:04Z,3900000,,,0,,M. Gasol FOUL personal (3 PF),"[201188, 203935]",1610612761.0,TOR,looseball,,,Gasol,M. Gasol,,,,,101284.0,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
405,PT05M21.00S,2020-09-10T00:18:37.0Z,3,REGULAR,foul,personal,[],1627832,,,1610612738,67,70,2020-09-10T00:18:55Z,3920000,,,0,,F. VanVleet FOUL personal (2 PF),"[1627832, 1628369]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,101284.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
407,PT05M17.00S,2020-09-10T00:18:53.5Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628369,18.2161629434954,47.372855392156865,1610612738,69,70,2020-09-10T00:18:59Z,3940000,13.0,119.0,1,left,J. Tatum 12' jumpshot (12 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,Made,12.0,,12.49,,,,,,,M. Smart,203935.0,7.0,,,
409,PT05M06.00S,2020-09-10T00:19:04.5Z,3,REGULAR,3pt,jumpshot,[],200768,67.62483574244416,75.55912990196079,1610612761,69,73,2020-09-10T00:20:36Z,3960000,128.0,252.0,1,right,K. Lowry 29' 3PT  (18 PTS),[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Made,18.0,,28.73,,,,,,,,,,,,
410,PT04M49.00S,2020-09-10T00:19:23.6Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,69,73,2020-09-10T00:19:39Z,3970000,,,0,,J. Tatum FOUL offensive (2 PF),"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1146.0,2.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,
412,PT04M49.00S,2020-09-10T00:19:23.6Z,3,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,69,73,2020-09-10T00:19:23Z,3990000,,,0,,J. Tatum TURNOVER offensivefoul (2 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1146.0,,,,,,,,,,,,2.0,,,,,,,,
413,PT04M41.00S,2020-09-10T00:19:50.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627783,91.93495400788436,44.43167892156863,1610612761,69,75,2020-09-10T00:19:56Z,4000000,-28.0,23.0,1,right,P. Siakam layup (7 PTS),[1627783],1610612761.0,TOR,drivingfingerroll,,,Siakam,P. Siakam,,,,,,,,,,Made,7.0,,4.0,,,,,,,,,,,,
414,PT04M41.00S,2020-09-10T00:19:52.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612761,69,75,2020-09-10T00:20:01Z,4010000,,,0,,G. Williams FOUL personal (1 PF) (Siakam inpenalty),"[1629684, 1627783]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,2882.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
416,PT04M41.00S,2020-09-10T00:20:19.0Z,3,REGULAR,freethrow,1of1,['fromturnover'],1627783,,,1610612761,69,76,2020-09-10T00:20:19Z,4030000,,,0,,P. Siakam freethrow 1of1 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
417,PT04M27.00S,2020-09-10T00:20:34.5Z,3,REGULAR,turnover,lostball,[],202689,,,1610612738,69,76,2020-09-10T00:20:39Z,4040000,,,0,,K. Walker TURNOVER lostball (3 TOV) Stolen,"[202689, 200768]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,3.0,Lowry,200768.0,,,,,,
418,PT04M27.00S,2020-09-10T00:20:34.5Z,3,REGULAR,steal,,[],200768,,,1610612761,69,76,2020-09-10T00:20:37Z,4050000,,,0,,K. Lowry STEAL (2 STL),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M16.00S,2020-09-10T00:20:44.5Z,3,REGULAR,2pt,jumpshot,['fromturnover'],200768,72.61826544021025,67.22579656862744,1610612761,69,76,2020-09-10T00:20:47Z,4060000,86.0,205.0,1,right,MISS K. Lowry 23' jumpshot,[200768],1610612761.0,TOR,turnaroundfadeaway,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,22.73,,,,,,,,,,,,
420,PT04M15.00S,2020-09-10T00:20:45.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,69,76,2020-09-10T00:20:50Z,4070000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,419.0,,4.0,2.0,2.0,,,,,,,,,
421,PT04M07.00S,2020-09-10T00:20:53.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,13.091327201051248,58.892463235294116,1610612738,69,76,2020-09-10T00:20:58Z,4080000,-44.0,71.0,1,left,MISS M. Smart 9' jumpshot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,Missed,,,8.82,,,,,,,,,,,,
422,PT04M06.00S,2020-09-10T00:20:54.6Z,3,REGULAR,rebound,defensive,[],201188,,,1610612761,69,76,2020-09-10T00:21:01Z,4090000,,,0,,M. Gasol REBOUND (Off:0 Def:1),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,421.0,,1.0,1.0,0.0,,,,,,,,,
423,PT03M51.00S,2020-09-10T00:21:09.0Z,3,REGULAR,3pt,jumpshot,[],1627783,66.83639947437582,27.27481617647059,1610612761,69,76,2020-09-10T00:21:12Z,4100000,-114.0,259.0,1,right,MISS P. Siakam 29' 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,28.8,,,,,,,,,,,,
424,PT03M50.00S,2020-09-10T00:21:10.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,69,76,2020-09-10T00:21:12Z,4110000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,423.0,,3.0,3.0,0.0,,,,,,,,,
425,PT03M42.00S,2020-09-10T00:21:18.6Z,3,REGULAR,3pt,jumpshot,[],202689,29.6484888304862,20.412071078431374,1610612738,69,76,2020-09-10T00:21:22Z,4120000,148.0,226.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,27.49,,,,,,,,,,,,
426,PT03M41.00S,2020-09-10T00:21:19.6Z,3,REGULAR,rebound,defensive,[],201188,,,1610612761,69,76,2020-09-10T00:21:25Z,4130000,,,0,,M. Gasol REBOUND (Off:0 Def:2),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,425.0,,2.0,2.0,0.0,,,,,,,,,
427,PT03M23.00S,2020-09-10T00:21:37.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627832,91.5407358738502,54.23560049019608,1610612761,69,76,2020-09-10T00:21:40Z,4140000,21.0,27.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,3.88,,,,,,,,,,,,
428,PT03M22.00S,2020-09-10T00:21:38.2Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,69,76,2020-09-10T00:21:40Z,4150000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,427.0,,1.0,1.0,0.0,,,,,,,,,
429,PT03M08.00S,2020-09-10T00:21:54.3Z,3,REGULAR,foul,personal,['2freethrow'],201188,,,1610612738,69,76,2020-09-10T00:22:03Z,4160000,,,0,,M. Gasol FOUL personal (4 PF) (Tatum 2freethrow),"[201188, 1628369]",1610612761.0,TOR,shooting,,,Gasol,M. Gasol,,,,,101284.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
431,PT03M08.00S,2020-09-10T00:22:26.5Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,70,76,2020-09-10T00:22:26Z,4180000,,,0,,J. Tatum freethrow 1of2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
432,PT03M08.00S,2020-09-10T00:22:32.4Z,3,REGULAR,substitution,out,[],203935,,,1610612738,70,76,2020-09-10T00:22:35Z,4190000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M08.00S,2020-09-10T00:22:32.4Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,70,76,2020-09-10T00:22:35Z,4200000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M08.00S,2020-09-10T00:22:46.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,70,76,2020-09-10T00:22:46Z,4210000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M08.00S,2020-09-10T00:25:31.0Z,3,REGULAR,substitution,out,[],202689,,,1610612738,70,76,2020-09-10T00:25:52Z,4220000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M08.00S,2020-09-10T00:25:31.0Z,3,REGULAR,substitution,out,[],1627832,,,1610612738,70,76,2020-09-10T00:25:52Z,4230000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M08.00S,2020-09-10T00:25:31.0Z,3,REGULAR,substitution,out,[],201188,,,1610612738,70,76,2020-09-10T00:25:52Z,4240000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M08.00S,2020-09-10T00:25:31.0Z,3,REGULAR,substitution,in,[],202954,,,1610612738,70,76,2020-09-10T00:25:52Z,4250000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M08.00S,2020-09-10T00:25:31.0Z,3,REGULAR,substitution,in,[],1626181,,,1610612738,70,76,2020-09-10T00:25:52Z,4260000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M08.00S,2020-09-10T00:25:31.0Z,3,REGULAR,substitution,in,[],201586,,,1610612738,70,76,2020-09-10T00:25:52Z,4270000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M08.00S,2020-09-10T00:26:32.9Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,71,76,2020-09-10T00:26:32Z,4280000,,,0,,J. Tatum freethrow 2of2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
442,PT02M48.00S,2020-09-10T00:26:57.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201586,91.67214191852825,53.74540441176471,1610612761,71,78,2020-09-10T00:27:01Z,4290000,19.0,26.0,1,right,S. Ibaka layup (11 PTS) (P. Siakam 6 AST),"[201586, 1627783]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,Made,11.0,,3.65,,,,,,,P. Siakam,1627783.0,6.0,,,
444,PT02M26.00S,2020-09-10T00:27:18.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,18.084756898817346,63.549325980392155,1610612738,71,78,2020-09-10T00:27:22Z,4310000,-68.0,117.0,1,left,MISS J. Tatum 14' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,14.04,,,,,,,,,,,,
445,PT02M25.00S,2020-09-10T00:27:19.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,71,78,2020-09-10T00:27:22Z,4320000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,444.0,,4.0,4.0,0.0,,,,,,,,,
446,PT02M23.00S,2020-09-10T00:27:23.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612761,71,78,2020-09-10T00:27:34Z,4330000,,,0,,B. Wanamaker FOUL personal (3 PF) (Powell inpenalty),"[202954, 1626181]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,1146.0,3.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
448,PT02M23.00S,2020-09-10T00:27:54.2Z,3,REGULAR,freethrow,1of2,['fastbreak'],1626181,,,1610612761,71,79,2020-09-10T00:27:54Z,4350000,,,0,,N. Powell freethrow 1of2 (8 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
449,PT02M23.00S,2020-09-10T00:27:54.9Z,3,REGULAR,substitution,out,[],1628464,,,1610612761,71,79,2020-09-10T00:27:57Z,4360000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M23.00S,2020-09-10T00:27:54.9Z,3,REGULAR,substitution,in,[],203935,,,1610612761,71,79,2020-09-10T00:27:57Z,4370000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M23.00S,2020-09-10T00:27:54.2Z,3,REGULAR,freethrow,2of2,['fastbreak'],1626181,,,1610612761,71,79,2020-09-10T00:28:16Z,4380000,,,0,,MISS N. Powell freethrow 2of2,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,,,,,,,,,,
452,PT02M21.00S,2020-09-10T00:27:56.2Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,71,79,2020-09-10T00:28:22Z,4390000,,,0,,O. Anunoby REBOUND (Off:3 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,451.0,,6.0,3.0,3.0,,,,,,,,,
453,PT02M18.00S,2020-09-10T00:28:16.7Z,3,REGULAR,turnover,lostball,[],1628384,,,1610612761,71,79,2020-09-10T00:28:20Z,4400000,,,0,,O. Anunoby TURNOVER lostball (2 TOV) Stolen,"[1628384, 1628369]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,
454,PT02M18.00S,2020-09-10T00:28:16.7Z,3,REGULAR,steal,,[],1628369,,,1610612738,71,79,2020-09-10T00:28:18Z,4410000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M06.00S,2020-09-10T00:28:28.7Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,24.917871222076215,85.11795343137256,1610612738,74,79,2020-09-10T00:28:31Z,4420000,-176.0,182.0,1,left,J. Tatum 26' 3PT  (17 PTS) (M. Smart 8 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,17.0,,25.67,,,,,,,M. Smart,203935.0,8.0,,,
457,PT01M36.00S,2020-09-10T00:29:00.0Z,3,REGULAR,3pt,jumpshot,[],1627783,65.1281208935611,47.127757352941174,1610612761,74,79,2020-09-10T00:29:48Z,4440000,-14.0,275.0,1,right,MISS P. Siakam 28' 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,28.12,,,,,,,,,,,,
458,PT01M34.00S,2020-09-10T00:29:02.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,74,79,2020-09-10T00:32:52Z,4450000,,,0,,J. Brown REBOUND (Off:3 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,457.0,,7.0,4.0,3.0,,,,,,,,,
459,PT01M16.00S,2020-09-10T00:29:18.2Z,3,REGULAR,3pt,jumpshot,[],1629684,5.863994743758213,4.4806985294117645,1610612738,77,79,2020-09-10T00:29:21Z,4460000,228.0,3.0,1,left,G. Williams 23' 3PT  (6 PTS) (J. Tatum 7 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Made,6.0,,22.77,,,,,,,J. Tatum,1628369.0,7.0,,,
