actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
188,PT10M55.00S,2019-12-27T21:40:43.2Z,2,REGULAR,substitution,in,[],201567,,,1610612738,36,22,2019-12-27T21:40:52Z,1780000,,,0,,substitution in Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M36.00S,2019-12-27T21:41:09.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628369,12.614980289093298,4.993872549019608,1610612738,36,22,2019-12-27T21:41:18Z,1790000,225.0,66.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M34.00S,2019-12-27T21:41:11.4Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612739,36,22,2019-12-27T21:41:18Z,1800000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,
537,PT10M26.00S,2019-12-27T21:41:17.5Z,2,REGULAR,turnover,badpass,[],1629645,,,1610612739,36,22,2019-12-27T22:55:51Z,1835000,,,0,,K. Porter Jr. TURNOVER badpass (1 TOV),[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,1.0,,,,,
193,PT10M26.00S,2019-12-27T21:41:25.7Z,2,REGULAR,foul,personal,[],1629645,,,1610612738,36,22,2019-12-27T22:55:51Z,1870000,,,0,,K. Porter Jr. FOUL personal (1 PF),"[1629645, 1628369]",1610612739.0,CLE,looseball,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Tatum,1628369.0,,,,,,
195,PT10M26.00S,2019-12-27T21:41:33.3Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,36,22,2019-12-27T21:42:19Z,1887500,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M26.00S,2019-12-27T21:41:33.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,36,22,2019-12-27T21:42:19Z,1888750,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M18.00S,2019-12-27T21:41:51.4Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202330,26.231931668856767,83.64736519607843,1610612738,36,22,2019-12-27T21:41:25Z,1890000,-168.0,194.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
198,PT10M16.00S,2019-12-27T21:41:53.4Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,36,22,2019-12-27T21:42:01Z,1900000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,197.0,4.0,3.0,1.0,,,,,,,,,,,
199,PT10M09.00S,2019-12-27T21:41:59.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203957,94.82588699080158,46.63756127450981,1610612739,36,24,2019-12-27T21:42:05Z,1910000,-17.0,-4.0,1,right,D. Exum layup (3 PTS) (K. Love 1 AST),"[203957, 201567]",1610612739.0,CLE,runningreverse,,,Exum,D. Exum,,,,,1.69,Made,3.0,K. Love,201567.0,1.0,,,,,,,,,,,,,,,
201,PT09M51.00S,2019-12-27T21:42:18.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,7.30946123521682,52.029718137254896,1610612738,38,24,2019-12-27T21:43:38Z,1920000,-10.0,16.0,1,left,D. Theis layup (2 PTS) (G. Hayward 3 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.39,Made,2.0,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,,
203,PT09M36.00S,2019-12-27T21:42:32.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629636,92.59198423127464,58.892463235294116,1610612739,38,26,2019-12-27T21:42:40Z,1940000,44.0,17.0,1,right,D. Garland layup (2 PTS),[1629636],1610612739.0,CLE,drivingfingerroll,,,Garland,D. Garland,,,,,4.99,Made,2.0,,,,,,,,,,,,,,,,,,
204,PT09M18.00S,2019-12-27T21:42:50.7Z,2,REGULAR,3pt,jumpshot,[],1628464,30.831143232588698,74.33363970588235,1610612738,38,26,2019-12-27T21:42:57Z,1950000,-122.0,237.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M16.00S,2019-12-27T21:42:52.7Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,38,26,2019-12-27T21:42:57Z,1960000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,
206,PT09M07.00S,2019-12-27T21:43:01.3Z,2,REGULAR,turnover,badpass,[],1629636,,,1610612739,38,26,2019-12-27T21:43:05Z,1970000,,,0,,D. Garland TURNOVER badpass (2 TOV) Stolen,"[1629636, 1628464]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,2.0,Theis,1628464.0,,,
207,PT09M07.00S,2019-12-27T21:43:01.3Z,2,REGULAR,steal,,[],1628464,,,1610612738,38,26,2019-12-27T21:43:02Z,1980000,,,0,,D. Theis STEAL (2 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M49.00S,2019-12-27T21:43:20.0Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628369,31.35676741130092,26.294424019607842,1610612738,38,26,2019-12-27T21:44:37Z,1990000,119.0,242.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,,
209,PT08M47.00S,2019-12-27T21:43:22.0Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,38,26,2019-12-27T21:43:26Z,2000000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,208.0,1.0,0.0,1.0,,,,,,,,,,,
210,PT08M44.00S,2019-12-27T21:43:24.7Z,2,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",202954,25.969119579500656,13.549325980392158,1610612738,41,26,2019-12-27T21:43:29Z,2010000,182.0,192.0,1,left,B. Wanamaker 27' 3PT  (5 PTS) (G. Williams 4 AST),"[202954, 1629684]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.85,Made,5.0,G. Williams,1629684.0,4.0,,,,,,,,,,,,,,,
213,PT08M31.00S,2019-12-27T21:43:40.0Z,2,REGULAR,foul,personal,[],202330,,,1610612739,41,26,2019-12-27T21:43:50Z,2030000,,,0,,G. Hayward FOUL personal (1 PF),"[202330, 1629636]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Garland,1629636.0,,,,,,
215,PT08M20.00S,2019-12-27T21:44:06.8Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612739,41,26,2019-12-27T21:44:06Z,2050000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M20.00S,2019-12-27T21:44:08.8Z,2,REGULAR,substitution,out,[],203957,,,1610612739,41,26,2019-12-27T21:44:12Z,2060000,,,0,,substitution out Exum,[203957],1610612739.0,CLE,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M20.00S,2019-12-27T21:44:08.8Z,2,REGULAR,substitution,in,[],1629012,,,1610612739,41,26,2019-12-27T21:44:12Z,2070000,,,0,,substitution in Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M20.00S,2019-12-27T21:44:21.8Z,2,REGULAR,substitution,out,[],202330,,,1610612739,41,26,2019-12-27T21:44:24Z,2080000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M20.00S,2019-12-27T21:44:21.8Z,2,REGULAR,substitution,in,[],202689,,,1610612739,41,26,2019-12-27T21:44:24Z,2090000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M19.00S,2019-12-27T21:44:36.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629636,85.89027595269383,37.32383578431372,1610612739,41,26,2019-12-27T21:45:10Z,2100000,-63.0,80.0,1,right,MISS D. Garland 11' jumpshot Blocked,"[1629636, 1628369]",1610612739.0,CLE,drivingfloating,,,Garland,D. Garland,,,,,10.65,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
221,PT08M19.00S,2019-12-27T21:44:36.7Z,2,REGULAR,block,,[],1628369,,,1610612739,41,26,2019-12-27T21:44:39Z,2110000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M18.00S,2019-12-27T21:44:37.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,41,26,2019-12-27T21:45:10Z,2120000,,,0,,Team offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,
223,PT08M18.00S,2019-12-27T21:44:42.9Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612739,41,26,2019-12-27T21:44:42Z,2130000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M15.00S,2019-12-27T21:44:51.2Z,2,REGULAR,3pt,jumpshot,['2ndchance'],201567,68.67608409986859,27.519914215686274,1610612739,41,26,2019-12-27T21:46:01Z,2140000,-112.0,242.0,1,right,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,,
225,PT08M14.00S,2019-12-27T21:44:52.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,41,26,2019-12-27T21:45:02Z,2150000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,
226,PT08M13.00S,2019-12-27T21:44:58.0Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,41,26,2019-12-27T21:44:58Z,2160000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M59.00S,2019-12-27T21:45:22.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.652431011826544,52.029718137254896,1610612738,43,26,2019-12-27T21:45:27Z,2170000,-10.0,10.0,1,left,J. Tatum layup (14 PTS) (K. Walker 1 AST),"[1628369, 202689]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,1.85,Made,14.0,K. Walker,202689.0,1.0,,,,,,,,,,,,,,,
229,PT07M39.00S,2019-12-27T21:45:42.5Z,2,REGULAR,2pt,jumpshot,[],1629012,78.66294349540078,29.235600490196077,1610612739,43,26,2019-12-27T21:45:49Z,2190000,-104.0,148.0,1,right,MISS C. Sexton 19' jumpshot,[1629012],1610612739.0,CLE,stepback,,,Sexton,C. Sexton,,,,,18.54,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M38.00S,2019-12-27T21:45:43.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,43,26,2019-12-27T21:45:49Z,2200000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,229.0,4.0,4.0,0.0,,,,,,,,,,,
231,PT07M27.00S,2019-12-27T21:45:58.3Z,2,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612738,43,26,2019-12-27T21:46:04Z,2210000,,,0,,C. Sexton FOUL personal (2 PF) (Tatum 2freethrow),"[1629012, 1628369]",1610612739.0,CLE,shooting,,,Sexton,C. Sexton,,,,,,,,,,,,,,,202035.0,2.0,0.0,Tatum,1628369.0,,,,,,
233,PT07M27.00S,2019-12-27T21:46:22.5Z,2,REGULAR,freethrow,1of2,[],1628369,,,1610612738,44,26,2019-12-27T21:46:22Z,2230000,,,0,,J. Tatum freethrow 1of2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
234,PT07M27.00S,2019-12-27T21:46:23.4Z,2,REGULAR,substitution,out,[],1629636,,,1610612738,44,26,2019-12-27T21:46:31Z,2240000,,,0,,substitution out Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M27.00S,2019-12-27T21:46:23.4Z,2,REGULAR,substitution,in,[],203521,,,1610612738,44,26,2019-12-27T21:46:31Z,2250000,,,0,,substitution in Dellavedova,[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M27.00S,2019-12-27T21:46:42.6Z,2,REGULAR,freethrow,2of2,[],1628369,,,1610612738,45,26,2019-12-27T21:46:42Z,2260000,,,0,,J. Tatum freethrow 2of2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
237,PT07M06.00S,2019-12-27T21:47:07.0Z,2,REGULAR,3pt,jumpshot,[],1629645,68.28186596583443,26.53952205882353,1610612739,45,26,2019-12-27T21:47:11Z,2270000,-117.0,246.0,1,right,MISS K. Porter Jr. 28' 3PT,[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M04.00S,2019-12-27T21:47:09.0Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,45,26,2019-12-27T21:47:11Z,2280000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,237.0,2.0,2.0,0.0,,,,,,,,,,,
239,PT06M50.00S,2019-12-27T21:47:23.4Z,2,REGULAR,3pt,jumpshot,[],1628369,22.07621550591327,12.10171568627451,1610612738,48,26,2019-12-27T21:47:49Z,2290000,189.0,155.0,1,left,J. Tatum 25' 3PT  (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.83,Made,19.0,,,,,,,,,,,,,,,,,,
240,PT06M50.00S,2019-12-27T21:49:58.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,48,26,2019-12-27T21:49:58Z,2300000,,,0,,timeout full,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,out,[],202954,,,1610612739,48,26,2019-12-27T21:50:59Z,2310000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612739,48,26,2019-12-27T21:50:59Z,2320000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,out,[],1629645,,,1610612739,48,26,2019-12-27T21:50:59Z,2330000,,,0,,substitution out Porter Jr.,[1629645],1610612739.0,CLE,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,out,[],1626204,,,1610612739,48,26,2019-12-27T21:50:59Z,2340000,,,0,,substitution out Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612739,48,26,2019-12-27T21:50:59Z,2350000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,in,[],202683,,,1610612739,48,26,2019-12-27T21:50:59Z,2360000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,48,26,2019-12-27T21:50:59Z,2370000,,,0,,substitution in Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M50.00S,2019-12-27T21:50:36.8Z,2,REGULAR,substitution,in,[],202684,,,1610612739,48,26,2019-12-27T21:50:59Z,2380000,,,0,,substitution in Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M40.00S,2019-12-27T21:51:22.3Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1629012,89.04402102496715,52.51991421568627,1610612739,48,26,2019-12-27T21:52:08Z,2390000,13.0,50.0,1,right,MISS C. Sexton 6' dunk,[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,5.74,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M38.00S,2019-12-27T21:51:24.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,26,2019-12-27T21:51:31Z,2400000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,
251,PT06M27.00S,2019-12-27T21:51:34.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,9.149145860709593,43.20618872549019,1610612738,48,26,2019-12-27T21:51:39Z,2410000,34.0,34.0,1,left,MISS J. Brown layup,[1627759],1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M25.00S,2019-12-27T21:51:36.7Z,2,REGULAR,rebound,defensive,[],202684,,,1610612739,48,26,2019-12-27T21:51:39Z,2420000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,,
253,PT06M22.00S,2019-12-27T21:51:39.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626224,94.95729303547962,46.392463235294116,1610612739,48,28,2019-12-27T21:51:47Z,2430000,-18.0,-5.0,1,right,C. Osman layup (6 PTS) (M. Dellavedova 1 AST),"[1626224, 203521]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,1.8,Made,6.0,M. Dellavedova,203521.0,1.0,,,,,,,,,,,,,,,
255,PT06M07.00S,2019-12-27T21:51:54.3Z,2,REGULAR,3pt,jumpshot,[],202689,31.61957950065703,31.196384803921568,1610612738,48,28,2019-12-27T21:53:43Z,2450000,94.0,245.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M05.00S,2019-12-27T21:51:56.3Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,48,28,2019-12-27T21:52:13Z,2460000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,255.0,1.0,1.0,0.0,,,,,,,,,,,
257,PT05M49.00S,2019-12-27T21:52:12.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629012,83.13074901445466,38.05912990196079,1610612739,48,30,2019-12-27T21:52:18Z,2470000,-60.0,106.0,1,right,C. Sexton 13' jumpshot (11 PTS),[1629012],1610612739.0,CLE,drivingfloating,,,Sexton,C. Sexton,,,,,12.66,Made,11.0,,,,,,,,,,,,,,,,,,
258,PT05M39.00S,2019-12-27T21:52:21.9Z,2,REGULAR,3pt,jumpshot,[],202689,30.17411300919842,75.06893382352942,1610612738,48,30,2019-12-27T21:52:28Z,2480000,-125.0,231.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M37.00S,2019-12-27T21:52:23.9Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,48,30,2019-12-27T21:52:28Z,2490000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,
260,PT05M29.00S,2019-12-27T21:52:32.8Z,2,REGULAR,3pt,jumpshot,[],201567,68.9388961892247,17.715992647058822,1610612739,48,33,2019-12-27T21:52:38Z,2500000,-161.0,239.0,1,right,K. Love 29' 3PT  (11 PTS) (C. Osman 2 AST),"[201567, 1626224]",1610612739.0,CLE,,,,Love,K. Love,,,,,29.34,Made,11.0,C. Osman,1626224.0,2.0,,,,,,,,,,,,,,,
265,PT05M10.00S,2019-12-27T21:53:31.6Z,2,REGULAR,stoppage,bloodrule,[],0,,,1610612738,48,33,2019-12-27T21:56:13Z,2515000,,,0,,stoppage bloodrule,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M10.00S,2019-12-27T21:53:31.6Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612738,48,33,2019-12-27T22:01:25Z,2520000,,,0,,T. Thompson FOUL personal (1 PF) (Brown 2freethrow),"[202684, 1627759]",1610612739.0,CLE,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,201640.0,1.0,0.0,Brown,1627759.0,,,,,,
264,PT05M10.00S,2019-12-27T21:53:32.6Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,49,33,2019-12-27T23:18:27Z,2542500,,,0,,J. Brown freethrow 1of2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
266,PT05M10.00S,2019-12-27T21:53:32.6Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,49,33,2019-12-27T23:18:27Z,2548750,,,0,,MISS J. Brown freethrow 2of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M09.00S,2019-12-27T21:53:33.6Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,49,33,2019-12-27T23:18:27Z,2551875,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,266.0,4.0,2.0,2.0,,,,,,,,,,,
268,PT05M08.00S,2019-12-27T21:54:21.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.0,50.0,1610612738,51,33,2019-12-27T21:56:18Z,2555000,0.0,-6.0,1,left,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
269,PT04M53.00S,2019-12-27T21:54:33.6Z,2,REGULAR,3pt,jumpshot,[],201567,91.27792378449409,3.7454044117647056,1610612739,51,36,2019-12-27T21:55:27Z,2590000,-231.0,29.0,1,right,K. Love 23' 3PT  (14 PTS) (M. Dellavedova 2 AST),"[201567, 203521]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,23.39,Made,14.0,M. Dellavedova,203521.0,2.0,,,,,,,,,,,,,,,
271,PT04M35.00S,2019-12-27T21:54:51.7Z,2,REGULAR,2pt,jumpshot,[],1628369,23.340998685939553,79.23560049019608,1610612738,53,36,2019-12-27T22:02:36Z,2610000,-146.0,167.0,1,left,J. Tatum 23' jumpshot (21 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,22.6,Made,21.0,,,,,,,,,,,,,,,,,,
272,PT04M24.00S,2019-12-27T21:55:03.2Z,2,REGULAR,3pt,jumpshot,[],201567,66.5735873850197,39.77481617647059,1610612739,53,36,2019-12-27T21:55:09Z,2620000,-51.0,262.0,1,right,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M22.00S,2019-12-27T21:55:05.2Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,53,36,2019-12-27T21:55:09Z,2630000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,272.0,1.0,1.0,0.0,,,,,,,,,,,
274,PT04M15.00S,2019-12-27T21:55:12.3Z,2,REGULAR,3pt,jumpshot,[],1628369,19.92444152431012,92.71599264705883,1610612738,56,36,2019-12-27T21:55:26Z,2640000,-214.0,135.0,1,left,J. Tatum 26' 3PT  (24 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.56,Made,24.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,,
275,PT03M59.00S,2019-12-27T21:55:27.8Z,2,REGULAR,2pt,jumpshot,[],201567,91.01511169513797,29.480698529411764,1610612739,56,38,2019-12-27T21:55:36Z,2650000,-103.0,32.0,1,right,K. Love 11' jumpshot (16 PTS) (M. Dellavedova 3 AST),"[201567, 203521]",1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,10.92,Made,16.0,M. Dellavedova,203521.0,3.0,,,,,,,,,,,,,,,
278,PT03M36.00S,2019-12-27T21:55:51.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,9.806176084099869,41.24540441176471,1610612738,58,38,2019-12-27T21:55:55Z,2670000,44.0,40.0,1,left,E. Kanter 6' layup (6 PTS) (J. Tatum 1 AST),"[202683, 1628369]",1610612738.0,BOS,driving,,,Kanter,E. Kanter,,,,,6.29,Made,6.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
288,PT03M23.00S,2019-12-27T21:55:57.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612739,58,38,2019-12-27T22:00:14Z,2677500,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
