actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M34.00S,2020-09-01T21:46:56.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,2,3,2020-09-01T21:47:01Z,170000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M21.00S,2020-09-01T21:47:09.4Z,1,REGULAR,2pt,jumpshot,[],1627759,80.23981603153744,68.94148284313727,1610612738,2,5,2020-09-01T21:47:14Z,180000,95.0,133.0,1,right,J. Brown 17' jumpshot (2 PTS),[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,16.79,Made,,,,,,,2.0,,,,,,,,,,,,
19,PT10M06.00S,2020-09-01T21:47:24.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,8.492115637319317,60.11795343137255,1610612761,4,5,2020-09-01T21:47:27Z,190000,-51.0,27.0,1,left,P. Siakam 6' jumpshot (2 PTS),[1627783],1610612761.0,TOR,turnaroundfadeaway,,,Siakam,P. Siakam,,,,,6.03,Made,,,,,,,2.0,,,,,,,,,,,,
20,PT09M50.00S,2020-09-01T21:47:40.5Z,1,REGULAR,3pt,jumpshot,[],1627759,69.46452036793693,30.706188725490197,1610612738,4,5,2020-09-01T21:47:43Z,200000,-96.0,235.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M49.00S,2020-09-01T21:47:41.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612761,4,5,2020-09-01T21:47:46Z,210000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M43.00S,2020-09-01T21:47:47.4Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",200768,5.469776609724048,51.78462009803921,1610612761,6,5,2020-09-01T21:48:01Z,220000,-9.0,-1.0,1,left,K. Lowry layup (2 PTS),[200768],1610612761.0,TOR,runningreverse,,,Lowry,K. Lowry,,,,,0.99,Made,,,,,,,2.0,,,,,,,,,,,,
23,PT09M22.00S,2020-09-01T21:48:08.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,80.3712220762155,48.84344362745098,1610612738,6,7,2020-09-01T21:48:12Z,230000,-6.0,132.0,1,right,J. Tatum 14' jumpshot (2 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,13.76,Made,,,,,,,2.0,,,,,,,,,,,,
24,PT09M04.00S,2020-09-01T21:48:25.9Z,1,REGULAR,2pt,jumpshot,[],1627832,25.969119579500656,47.61795343137255,1610612761,8,7,2020-09-01T21:48:28Z,240000,12.0,192.0,1,left,F. VanVleet 20' jumpshot (2 PTS) (M. Gasol 1 AST),"[1627832, 201188]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,19.75,Made,,,,,,,2.0,M. Gasol,201188.0,1.0,,,,,,,,,
26,PT08M49.00S,2020-09-01T21:48:41.5Z,1,REGULAR,3pt,jumpshot,[],202689,68.54467805519053,66.49050245098039,1610612738,8,7,2020-09-01T21:48:44Z,260000,82.0,243.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
27,PT08M48.00S,2020-09-01T21:48:42.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612761,8,7,2020-09-01T21:48:44Z,270000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,
28,PT08M39.00S,2020-09-01T21:48:51.6Z,1,REGULAR,3pt,jumpshot,[],201188,33.98488830486202,45.65716911764706,1610612761,8,7,2020-09-01T21:48:54Z,280000,22.0,267.0,1,left,MISS M. Gasol 27' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,27.34,Missed,,,,,,,,,,,,,,,,,,,
29,PT08M38.00S,2020-09-01T21:48:52.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,8,7,2020-09-01T21:48:57Z,290000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,
30,PT08M16.00S,2020-09-01T21:49:13.8Z,1,REGULAR,2pt,jumpshot,[],1628369,92.59198423127464,29.480698529411764,1610612738,8,9,2020-09-01T21:49:17Z,300000,-103.0,17.0,1,right,J. Tatum 11' jumpshot (4 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.51,Made,,,,,,,4.0,,,,,,,,,,,,
31,PT07M55.00S,2020-09-01T21:49:34.8Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,15.982260183968464,50.06893382352941,1610612761,10,9,2020-09-01T21:50:37Z,310000,0.0,98.0,1,left,P. Siakam 10' jumpshot (4 PTS),[1627783],1610612761.0,TOR,drivingfloating,,,Siakam,P. Siakam,,,,,10.32,Made,,,,,,,4.0,,,,,,,,,,,,
32,PT07M37.00S,2020-09-01T21:49:53.5Z,1,REGULAR,turnover,lostball,[],1627759,,,1610612738,10,9,2020-09-01T21:49:59Z,320000,,,0,,J. Brown TURNOVER lostball (1 TOV) Stolen,"[1627759, 1627832]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,,
33,PT07M37.00S,2020-09-01T21:49:53.5Z,1,REGULAR,steal,,[],1627832,,,1610612761,10,9,2020-09-01T21:49:55Z,330000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT07M33.00S,2020-09-01T21:49:57.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,5.995400788436268,46.392463235294116,1610612761,12,9,2020-09-01T21:50:02Z,340000,18.0,4.0,1,left,F. VanVleet layup (4 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,2.03,Made,,,,,,,4.0,,,,,,,,,,,,
35,PT07M14.00S,2020-09-01T21:50:19.1Z,1,REGULAR,foul,personal,[],1627832,,,1610612738,12,9,2020-09-01T21:50:30Z,350000,,,0,,F. VanVleet FOUL personal (1 PF),"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Smart,203935.0,
37,PT07M06.00S,2020-09-01T21:50:43.9Z,1,REGULAR,2pt,jumpshot,[],1628464,72.22404730617609,47.372855392156865,1610612738,12,9,2020-09-01T21:50:49Z,370000,-13.0,209.0,1,right,MISS D. Theis 21' jumpshot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,21.45,Missed,,,,,,,,,,,,,,,,,,,
38,PT07M05.00S,2020-09-01T21:50:44.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,9,2020-09-01T21:50:52Z,380000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT06M42.00S,2020-09-01T21:51:08.2Z,1,REGULAR,3pt,jumpshot,[],1628384,13.091327201051248,95.16697303921569,1610612761,15,9,2020-09-01T21:51:11Z,390000,-226.0,71.0,1,left,O. Anunoby 24' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.83,Made,,,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,
41,PT06M26.00S,2020-09-01T21:51:27.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,88.91261498028909,34.627757352941174,1610612738,15,9,2020-09-01T21:52:40Z,410000,-77.0,52.0,1,right,MISS J. Tatum 10' jumpshot Blocked,"[1628369, 200768]",1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,9.58,Missed,Lowry,200768.0,,,,,,,,,,,,,,,,,
42,PT06M26.00S,2020-09-01T21:51:27.0Z,1,REGULAR,block,,[],200768,,,1610612738,15,9,2020-09-01T21:51:30Z,420000,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT06M26.00S,2020-09-01T21:51:27.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,15,9,2020-09-01T21:51:36Z,430000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,
44,PT06M26.00S,2020-09-01T21:51:32.9Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,15,9,2020-09-01T21:51:32Z,440000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT06M26.00S,2020-09-01T21:51:37.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,9,2020-09-01T21:51:37Z,450000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT06M26.00S,2020-09-01T21:54:26.2Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,15,9,2020-09-01T21:54:48Z,460000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M26.00S,2020-09-01T21:54:26.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,15,9,2020-09-01T21:54:48Z,470000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M16.00S,2020-09-01T21:55:14.5Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628369,79.97700394218134,59.62775735294118,1610612738,15,9,2020-09-01T21:55:18Z,480000,48.0,136.0,1,right,MISS J. Tatum 15' jumpshot,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,14.92,Missed,,,,,,,,,,,,,,,,,,,
49,PT06M15.00S,2020-09-01T21:55:15.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,15,9,2020-09-01T21:55:21Z,490000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,
50,PT05M59.00S,2020-09-01T21:55:31.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],200768,11.777266754270697,52.76501225490197,1610612761,15,9,2020-09-01T21:56:08Z,500000,-14.0,58.0,1,left,MISS K. Lowry 7' layup Blocked,"[200768, 1627759]",1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,6.52,Missed,Brown,1627759.0,,,,,,,,,,,,,,,,,
51,PT05M59.00S,2020-09-01T21:55:31.9Z,1,REGULAR,block,,[],1627759,,,1610612761,15,9,2020-09-01T21:55:35Z,510000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT05M59.00S,2020-09-01T21:55:31.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,15,9,2020-09-01T21:56:08Z,520000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,
53,PT05M57.00S,2020-09-01T21:55:40.4Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612761,15,9,2020-09-01T21:56:11Z,530000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT05M55.00S,2020-09-01T21:55:57.2Z,1,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",1627832,10.068988173455978,54.48069852941176,1610612761,17,9,2020-09-01T21:57:14Z,540000,-22.0,42.0,1,left,F. VanVleet hook (6 PTS) (K. Lowry 1 AST),"[1627832, 200768]",1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,5.26,Made,,,,,,,6.0,K. Lowry,200768.0,1.0,,,,,,,,,
56,PT05M37.00S,2020-09-01T21:56:14.4Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629057,92.19776609724047,50.55912990196079,1610612738,17,11,2020-09-01T21:56:19Z,560000,3.0,21.0,1,right,R. Williams III dunk (2 PTS) (K. Walker 1 AST),"[1629057, 202689]",1610612738.0,BOS,alleyoop,,,Williams III,R. Williams III,,,,,2.64,Made,,,,,,,2.0,K. Walker,202689.0,1.0,,,,,,,,,
58,PT05M10.00S,2020-09-01T21:56:40.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628384,6.1268068331143235,53.990502450980394,1610612761,17,11,2020-09-01T21:56:45Z,580000,-20.0,5.0,1,left,MISS O. Anunoby layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
59,PT05M09.00S,2020-09-01T21:56:41.9Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,17,11,2020-09-01T21:56:45Z,590000,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,,
60,PT05M09.00S,2020-09-01T21:56:43.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628384,6.1268068331143235,52.029718137254896,1610612761,17,11,2020-09-01T21:56:47Z,600000,-10.0,5.0,1,left,MISS O. Anunoby layup Blocked,"[1628384, 203935]",1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,1.46,Missed,Smart,203935.0,,,,,,,,,,,,,,,,,
61,PT05M09.00S,2020-09-01T21:56:43.1Z,1,REGULAR,block,,[],203935,,,1610612761,17,11,2020-09-01T21:56:45Z,610000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M09.00S,2020-09-01T21:56:43.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,17,11,2020-09-01T21:56:47Z,620000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,
63,PT05M08.00S,2020-09-01T21:56:48.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612761,17,11,2020-09-01T21:56:48Z,630000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M08.00S,2020-09-01T21:56:54.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612761,17,11,2020-09-01T21:56:58Z,640000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M08.00S,2020-09-01T21:56:54.6Z,1,REGULAR,substitution,in,[],1628400,,,1610612761,17,11,2020-09-01T21:56:58Z,650000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT04M56.00S,2020-09-01T21:57:14.7Z,1,REGULAR,3pt,jumpshot,['2ndchance'],200768,14.536793692509855,2.029718137254902,1610612761,17,11,2020-09-01T22:00:31Z,660000,240.0,84.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612761.0,TOR,stepback,,,Lowry,K. Lowry,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
67,PT04M55.00S,2020-09-01T21:57:15.7Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,11,2020-09-01T21:57:18Z,670000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,,
68,PT04M42.00S,2020-09-01T21:57:33.4Z,1,REGULAR,foul,personal,['3freethrow'],1628384,,,1610612738,17,11,2020-09-01T21:57:45Z,680000,,,0,,O. Anunoby FOUL personal (1 PF) (Brown 3freethrow),"[1628384, 1627759]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Brown,1627759.0,
70,PT04M42.00S,2020-09-01T21:58:06.8Z,1,REGULAR,freethrow,1of3,[],1627759,,,1610612738,17,12,2020-09-01T21:58:06Z,700000,,,0,,J. Brown freethrow 1of3 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
71,PT04M42.00S,2020-09-01T21:58:18.4Z,1,REGULAR,freethrow,2of3,[],1627759,,,1610612738,17,13,2020-09-01T21:58:18Z,710000,,,0,,J. Brown freethrow 2of3 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
72,PT04M42.00S,2020-09-01T21:58:19.0Z,1,REGULAR,substitution,out,[],200768,,,1610612738,17,13,2020-09-01T21:58:24Z,720000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M42.00S,2020-09-01T21:58:19.0Z,1,REGULAR,substitution,out,[],201188,,,1610612738,17,13,2020-09-01T21:58:24Z,730000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M42.00S,2020-09-01T21:58:19.0Z,1,REGULAR,substitution,in,[],1626181,,,1610612738,17,13,2020-09-01T21:58:24Z,740000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M42.00S,2020-09-01T21:58:19.0Z,1,REGULAR,substitution,in,[],201586,,,1610612738,17,13,2020-09-01T21:58:24Z,750000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M42.00S,2020-09-01T21:58:37.0Z,1,REGULAR,freethrow,3of3,[],1627759,,,1610612738,17,14,2020-09-01T21:58:37Z,760000,,,0,,J. Brown freethrow 3of3 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
77,PT04M20.00S,2020-09-01T21:59:00.4Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,17.427726675427067,34.38265931372549,1610612761,17,14,2020-09-01T21:59:04Z,770000,78.0,111.0,1,left,MISS P. Siakam 14' jumpshot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,14.05,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M19.00S,2020-09-01T21:59:01.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,17,14,2020-09-01T21:59:04Z,780000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,
79,PT04M19.00S,2020-09-01T21:59:05.3Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,17,14,2020-09-01T21:59:05Z,790000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M05.00S,2020-09-01T21:59:23.7Z,1,REGULAR,foul,offensive,[],203935,,,1610612738,17,14,2020-09-01T21:59:30Z,800000,,,0,,M. Smart FOUL offensive (1 PF),"[203935, 1626181]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Powell,1626181.0,
82,PT04M05.00S,2020-09-01T21:59:23.7Z,1,REGULAR,turnover,offensivefoul,[],203935,,,1610612738,17,14,2020-09-01T21:59:23Z,820000,,,0,,M. Smart TURNOVER offensivefoul (1 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,,,2534.0,,,,,
83,PT03M56.00S,2020-09-01T21:59:48.2Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1627832,35.69316688567674,49.57873774509804,1610612761,17,14,2020-09-01T22:01:51Z,830000,2.0,283.0,1,left,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,28.85,Missed,,,,,,,,,,,,,,,,,,,
84,PT03M55.00S,2020-09-01T21:59:49.2Z,1,REGULAR,rebound,offensive,[],201586,,,1610612761,17,14,2020-09-01T21:59:55Z,840000,,,0,,S. Ibaka REBOUND (Off:1 Def:0),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,
85,PT03M49.00S,2020-09-01T21:59:56.1Z,1,REGULAR,turnover,badpass,[],1627832,,,1610612761,17,14,2020-09-01T22:00:25Z,850000,,,0,,F. VanVleet TURNOVER badpass (1 TOV) Stolen,"[1627832, 1627759]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,
86,PT03M49.00S,2020-09-01T21:59:56.1Z,1,REGULAR,steal,,[],1627759,,,1610612738,17,14,2020-09-01T21:59:57Z,860000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M41.00S,2020-09-01T22:00:02.7Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1627759,68.67608409986859,27.029718137254903,1610612738,17,17,2020-09-01T22:02:20Z,870000,-115.0,242.0,1,right,J. Brown 27' 3PT  (8 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.28,Made,,,,,,,8.0,K. Walker,202689.0,2.0,,,,,,,,,
