actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
450,PT04M10.00S,2020-08-30T18:49:07.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1626181,74.45795006570303,82.66697303921569,1610612761,58,77,2020-08-30T18:49:17Z,4410000,163.0,188.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
451,PT04M08.00S,2020-08-30T18:49:09.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,77,2020-08-30T18:49:17Z,4420000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,450.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
452,PT03M46.00S,2020-08-30T18:49:32.1Z,3,REGULAR,3pt,jumpshot,[],1628369,33.85348226018397,53.50030637254902,1610612738,58,80,2020-08-30T18:49:38Z,4430000,-18.0,266.0,1,left,J. Tatum 27' 3PT  (15 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.18,Made,,,,,15.0,,,,,,,,,,,,,,
453,PT03M27.00S,2020-08-30T18:49:59.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626181,93.24901445466492,45.41207107843137,1610612761,60,80,2020-08-30T18:50:05Z,4440000,-23.0,11.0,1,right,N. Powell layup (5 PTS) (S. Ibaka 1 AST),"[1626181, 201586]",1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,2.82,Made,,,,,5.0,S. Ibaka,201586.0,1.0,,,,,,,,,,,
455,PT03M17.00S,2020-08-30T18:50:14.5Z,3,REGULAR,foul,personal,[],1626181,,,1610612738,60,80,2020-08-30T18:50:23Z,4460000,,,0,,N. Powell FOUL personal (2 PF),"[1626181, 1628369]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,101284.0,,2.0,0.0,Tatum,1628369.0,,,,,
457,PT03M10.00S,2020-08-30T18:50:37.6Z,3,REGULAR,turnover,lostball,[],203935,,,1610612738,60,80,2020-08-30T18:50:42Z,4480000,,,0,,M. Smart TURNOVER lostball (3 TOV) Stolen,"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,3.0,,,,,VanVleet,1627832.0,,,
458,PT03M10.00S,2020-08-30T18:50:37.6Z,3,REGULAR,steal,,[],1627832,,,1610612761,60,80,2020-08-30T18:50:39Z,4490000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M06.00S,2020-08-30T18:50:41.9Z,3,REGULAR,turnover,lostball,[],1627832,,,1610612761,60,80,2020-08-30T18:50:46Z,4500000,,,0,,F. VanVleet TURNOVER lostball (1 TOV) Stolen,"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,1.0,,,,,Smart,203935.0,,,
460,PT03M06.00S,2020-08-30T18:50:41.9Z,3,REGULAR,steal,,[],203935,,,1610612738,60,80,2020-08-30T18:50:43Z,4510000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M02.00S,2020-08-30T18:50:45.9Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629057,7.703679369250986,52.27481617647059,1610612738,60,82,2020-08-30T18:51:04Z,4520000,-11.0,20.0,1,left,R. Williams III dunk (8 PTS) (B. Wanamaker 1 AST),"[1629057, 202954]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,2.78,Made,,,,,8.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,
463,PT02M41.00S,2020-08-30T18:51:06.3Z,3,REGULAR,3pt,jumpshot,[],201586,69.99014454664915,25.559129901960787,1610612761,63,82,2020-08-30T18:51:12Z,4540000,-122.0,230.0,1,right,S. Ibaka 26' 3PT  (15 PTS) (F. VanVleet 7 AST),"[201586, 1627832]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,26.5,Made,,,,,15.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,,
465,PT02M24.00S,2020-08-30T18:51:27.2Z,3,REGULAR,foul,personal,[],1626181,,,1610612738,63,82,2020-08-30T18:51:41Z,4560000,,,0,,N. Powell FOUL personal (3 PF),"[1626181, 203935]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,101284.0,,3.0,0.0,Smart,203935.0,,,,,
467,PT02M24.00S,2020-08-30T18:51:41.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,63,82,2020-08-30T18:51:41Z,4580000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M24.00S,2020-08-30T18:54:50.7Z,3,REGULAR,substitution,out,[],203935,,,1610612738,63,82,2020-08-30T18:55:10Z,4590000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M24.00S,2020-08-30T18:54:50.7Z,3,REGULAR,substitution,in,[],202689,,,1610612738,63,82,2020-08-30T18:55:10Z,4600000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M14.00S,2020-08-30T18:55:23.0Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629057,5.863994743758213,44.43167892156863,1610612738,63,84,2020-08-30T18:55:28Z,4610000,28.0,3.0,1,left,R. Williams III jumpshot (10 PTS) (K. Walker 8 AST),"[1629057, 202689]",1610612738.0,BOS,floating,,,Williams III,R. Williams III,,,,,2.9,Made,,,,,10.0,K. Walker,202689.0,8.0,,,,,,,,,,,
472,PT01M58.00S,2020-08-30T18:55:38.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,87.07293035479631,45.166973039215684,1610612761,63,84,2020-08-30T18:55:46Z,4630000,-24.0,69.0,1,right,MISS P. Siakam 8' jumpshot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,7.83,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M56.00S,2020-08-30T18:55:40.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,63,84,2020-08-30T18:55:46Z,4640000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,472.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
474,PT01M50.00S,2020-08-30T18:55:46.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628400,5.338370565045992,54.23560049019608,1610612738,63,84,2020-08-30T18:55:53Z,4650000,-21.0,-2.0,1,left,MISS S. Ojeleye layup,[1628400],1610612738.0,BOS,alleyoop,,,Ojeleye,S. Ojeleye,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
475,PT01M48.00S,2020-08-30T18:55:47.9Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,63,84,2020-08-30T18:55:47Z,4660000,,,0,,S. Ibaka REBOUND (Off:1 Def:6),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,474.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
476,PT01M46.00S,2020-08-30T18:55:52.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612761,63,84,2020-08-30T18:56:02Z,4670000,,,0,,B. Wanamaker FOUL personal (2 PF) (Lowry inpenalty),"[202954, 200768]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,101284.0,,2.0,0.0,Lowry,200768.0,,,,,
478,PT01M46.00S,2020-08-30T18:56:33.8Z,3,REGULAR,freethrow,1of2,[],200768,,,1610612761,64,84,2020-08-30T18:56:33Z,4690000,,,0,,K. Lowry freethrow 1of2 (8 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
479,PT01M46.00S,2020-08-30T18:56:34.9Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,64,84,2020-08-30T18:56:40Z,4700000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M46.00S,2020-08-30T18:56:34.9Z,3,REGULAR,substitution,in,[],1628384,,,1610612761,64,84,2020-08-30T18:56:40Z,4710000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M46.00S,2020-08-30T18:56:42.0Z,3,REGULAR,freethrow,2of2,[],200768,,,1610612761,65,84,2020-08-30T18:56:42Z,4720000,,,0,,K. Lowry freethrow 2of2 (9 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
482,PT01M35.00S,2020-08-30T18:56:52.8Z,3,REGULAR,3pt,jumpshot,[],1628369,29.77989487516426,69.18658088235294,1610612738,65,84,2020-08-30T18:56:58Z,4730000,-96.0,227.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
483,PT01M32.00S,2020-08-30T18:56:55.8Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,65,84,2020-08-30T18:56:58Z,4740000,,,0,,S. Ibaka REBOUND (Off:1 Def:7),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,482.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
484,PT01M28.00S,2020-08-30T18:57:03.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612761,65,84,2020-08-30T18:57:10Z,4750000,,,0,,R. Williams III FOUL personal (3 PF) (Lowry inpenalty),"[1629057, 200768]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202058.0,,3.0,0.0,Lowry,200768.0,,,,,
486,PT01M28.00S,2020-08-30T18:57:26.7Z,3,REGULAR,freethrow,1of2,[],200768,,,1610612761,66,84,2020-08-30T18:57:46Z,4770000,,,0,,K. Lowry freethrow 1of2 (10 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
487,PT01M28.00S,2020-08-30T18:57:26.7Z,3,REGULAR,freethrow,2of2,[],200768,,,1610612761,66,84,2020-08-30T18:57:46Z,4780000,,,0,,MISS K. Lowry freethrow 2of2,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
488,PT01M25.00S,2020-08-30T18:57:29.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,84,2020-08-30T18:57:46Z,4790000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,487.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
489,PT01M14.00S,2020-08-30T18:57:54.7Z,3,REGULAR,turnover,lostball,[],202689,,,1610612738,66,84,2020-08-30T18:57:59Z,4800000,,,0,,K. Walker TURNOVER lostball (1 TOV) Stolen,"[202689, 1627832]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,1.0,,,,,VanVleet,1627832.0,,,
490,PT01M14.00S,2020-08-30T18:57:54.7Z,3,REGULAR,steal,,[],1627832,,,1610612761,66,84,2020-08-30T18:57:56Z,4810000,,,0,,F. VanVleet STEAL (4 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT01M06.00S,2020-08-30T18:58:02.1Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1627832,69.20170827858082,76.78462009803921,1610612761,66,84,2020-08-30T18:58:07Z,4820000,134.0,237.0,1,right,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
492,PT01M04.00S,2020-08-30T18:58:05.2Z,3,REGULAR,rebound,offensive,[],200768,,,1610612761,66,84,2020-08-30T18:58:05Z,4830000,,,0,,K. Lowry REBOUND (Off:1 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,491.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
493,PT01M02.00S,2020-08-30T18:58:06.7Z,3,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",1628384,91.14651773981603,95.41207107843137,1610612761,69,84,2020-08-30T18:58:13Z,4840000,227.0,31.0,1,right,O. Anunoby 23' 3PT  (12 PTS) (K. Lowry 6 AST),"[1628384, 200768]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.0,Made,,,,,12.0,K. Lowry,200768.0,6.0,,,,,,,,,,,
495,PT01M00.00S,2020-08-30T18:58:12.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,69,84,2020-08-30T18:58:15Z,4860000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M45.30S,2020-08-30T18:59:58.6Z,3,REGULAR,2pt,jumpshot,[],1628369,20.97568988173456,42.470894607843135,1610612738,69,86,2020-08-30T19:00:03Z,4870000,38.0,145.0,1,left,J. Tatum 15' jumpshot (17 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,15.48,Made,,,,,17.0,,,,,,,,,,,,,,
497,PT00M39.70S,2020-08-30T19:00:09.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626181,93.24901445466492,53.50030637254902,1610612761,71,86,2020-08-30T19:00:16Z,4880000,18.0,11.0,1,right,N. Powell layup (7 PTS) (K. Lowry 7 AST),"[1626181, 200768]",1610612761.0,TOR,cutting,,,Powell,N. Powell,,,,,2.41,Made,,,,,7.0,K. Lowry,200768.0,7.0,,,,,,,,,,,
499,PT00M32.50S,2020-08-30T19:00:18.8Z,3,REGULAR,3pt,jumpshot,[],202689,32.276609724047304,42.22579656862745,1610612738,71,86,2020-08-30T19:00:25Z,4900000,39.0,251.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
500,PT00M29.80S,2020-08-30T19:00:21.5Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,71,86,2020-08-30T19:00:25Z,4910000,,,0,,K. Lowry REBOUND (Off:1 Def:3),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,499.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
501,PT00M24.30S,2020-08-30T19:00:27.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,92.72339027595268,46.392463235294116,1610612761,73,86,2020-08-30T19:00:34Z,4920000,-18.0,16.0,1,right,K. Lowry layup (12 PTS),[200768],1610612761.0,TOR,running,,,Lowry,K. Lowry,,,,,2.8,Made,,,,,12.0,,,,,,,,,,,,,,
502,PT00M03.10S,2020-08-30T19:00:50.6Z,3,REGULAR,2pt,jumpshot,[],1628369,13.222733245729303,30.95128676470588,1610612738,73,86,2020-08-30T19:00:57Z,4930000,95.0,72.0,1,left,MISS J. Tatum 12' jumpshot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,12.26,Missed,,,,,,,,,,,,,,,,,,,
503,PT00M01.30S,2020-08-30T19:00:52.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,86,2020-08-30T19:00:57Z,4940000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,,
504,PT00M01.30S,2020-08-30T19:00:55.2Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,73,86,2020-08-30T19:00:55Z,4950000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M00.00S,2020-08-30T19:01:37.6Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1628369,5.469776609724048,79.72579656862744,1610612738,73,88,2020-08-30T19:02:18Z,4960000,-149.0,-1.0,1,left,J. Tatum 15' jumpshot (19 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,14.87,Made,,,,,19.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,
508,PT00M00.00S,2020-08-30T19:01:39.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612761,73,88,2020-08-30T19:02:09Z,4975000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,End Period - Good Basket
507,PT00M00.00S,2020-08-30T19:01:42.2Z,3,REGULAR,period,end,[],0,,,1610612761,73,88,2020-08-30T19:01:42Z,4980000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2020-08-30T19:04:47.5Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612761,73,88,2020-08-30T19:05:09Z,4990000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2020-08-30T19:04:47.5Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612761,73,88,2020-08-30T19:05:09Z,5000000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2020-08-30T19:04:47.5Z,4,REGULAR,substitution,in,['startperiod'],1628464,,,1610612761,73,88,2020-08-30T19:05:09Z,5010000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2020-08-30T19:04:47.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,73,88,2020-08-30T19:05:09Z,5020000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2020-08-30T19:05:29.0Z,4,REGULAR,period,start,[],0,,,1610612761,73,88,2020-08-30T19:05:29Z,5030000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M47.00S,2020-08-30T19:05:43.0Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],200768,92.06636005256242,42.470894607843135,1610612761,75,88,2020-08-30T19:05:47Z,5040000,-38.0,22.0,1,right,K. Lowry jumpshot (14 PTS),[200768],1610612761.0,TOR,drivingbank,,,Lowry,K. Lowry,,,,,4.66,Made,,,,,14.0,,,,,,,,,,,,,,
515,PT11M47.00S,2020-08-30T19:05:45.7Z,4,REGULAR,foul,personal,['1freethrow'],1628400,,,1610612761,75,88,2020-08-30T19:06:12Z,5050000,,,0,,S. Ojeleye FOUL personal (2 PF) (Lowry 1freethrow),"[1628400, 200768]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,2530.0,,2.0,0.0,Lowry,200768.0,,,,,
517,PT11M47.00S,2020-08-30T19:06:13.7Z,4,REGULAR,freethrow,1of1,[],200768,,,1610612761,76,88,2020-08-30T19:06:13Z,5070000,,,0,,K. Lowry freethrow 1of1 (15 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
518,PT11M26.00S,2020-08-30T19:06:35.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202954,10.726018396846255,58.892463235294116,1610612738,76,88,2020-08-30T19:06:40Z,5080000,-44.0,48.0,1,left,MISS B. Wanamaker 7' layup Blocked,"[202954, 1628384]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,6.98,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0,
519,PT11M26.00S,2020-08-30T19:06:35.7Z,4,REGULAR,block,,[],1628384,,,1610612738,76,88,2020-08-30T19:06:37Z,5090000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M25.00S,2020-08-30T19:06:36.7Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,76,88,2020-08-30T19:06:40Z,5100000,,,0,,K. Lowry REBOUND (Off:1 Def:4),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,518.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
521,PT11M22.00S,2020-08-30T19:06:40.1Z,4,REGULAR,turnover,badpass,[],200768,,,1610612761,76,88,2020-08-30T19:06:46Z,5110000,,,0,,K. Lowry TURNOVER badpass (4 TOV) Stolen,"[200768, 202954]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,4.0,,,,,Wanamaker,202954.0,,,
522,PT11M22.00S,2020-08-30T19:06:40.1Z,4,REGULAR,steal,,[],202954,,,1610612738,76,88,2020-08-30T19:06:41Z,5120000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M07.00S,2020-08-30T19:06:54.6Z,4,REGULAR,3pt,jumpshot,['fromturnover'],202954,22.683968462549277,86.58854166666666,1610612738,76,91,2020-08-30T19:07:00Z,5130000,-183.0,161.0,1,left,B. Wanamaker 25' 3PT  (7 PTS) (K. Walker 9 AST),"[202954, 202689]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,24.71,Made,,,,,7.0,K. Walker,202689.0,9.0,,,,,,,,,,,
525,PT10M53.00S,2020-08-30T19:07:23.3Z,4,REGULAR,3pt,jumpshot,[],201586,68.54467805519053,34.38265931372549,1610612761,76,91,2020-08-30T19:07:29Z,5150000,-78.0,243.0,1,right,MISS S. Ibaka 26' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
526,PT10M49.00S,2020-08-30T19:07:27.3Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,76,91,2020-08-30T19:07:29Z,5160000,,,0,,O. Anunoby REBOUND (Off:2 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,525.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
527,PT10M47.00S,2020-08-30T19:07:28.4Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1628384,83.13074901445466,3.7454044117647056,1610612761,76,91,2020-08-30T19:07:33Z,5170000,-231.0,106.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
528,PT10M45.00S,2020-08-30T19:07:30.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,91,2020-08-30T19:07:33Z,5180000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,527.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
529,PT10M36.00S,2020-08-30T19:07:42.4Z,4,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,76,91,2020-08-30T19:07:48Z,5190000,,,0,,K. Lowry FOUL personal (4 PF) (Theis 2freethrow),"[200768, 1628464]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,,2530.0,,4.0,0.0,Theis,1628464.0,,,,,
531,PT10M36.00S,2020-08-30T19:08:06.6Z,4,REGULAR,freethrow,1of2,[],1628464,,,1610612738,76,92,2020-08-30T19:08:06Z,5210000,,,0,,D. Theis freethrow 1of2 (8 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
532,PT10M36.00S,2020-08-30T19:08:07.4Z,4,REGULAR,substitution,out,[],1627832,,,1610612738,76,92,2020-08-30T19:08:12Z,5220000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT10M36.00S,2020-08-30T19:08:07.4Z,4,REGULAR,substitution,in,[],1627783,,,1610612738,76,92,2020-08-30T19:08:12Z,5230000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT10M36.00S,2020-08-30T19:08:31.1Z,4,REGULAR,freethrow,2of2,[],1628464,,,1610612738,76,93,2020-08-30T19:08:31Z,5240000,,,0,,D. Theis freethrow 2of2 (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
535,PT10M26.00S,2020-08-30T19:08:47.9Z,4,REGULAR,foul,personal,[],202689,,,1610612761,76,93,2020-08-30T19:08:53Z,5250000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 200768]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Lowry,200768.0,,,,,
537,PT10M15.00S,2020-08-30T19:09:19.0Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1627783,93.24901445466492,45.90226715686275,1610612761,78,93,2020-08-30T19:09:24Z,5270000,-20.0,11.0,1,right,P. Siakam dunk (10 PTS) (K. Lowry 8 AST),"[1627783, 200768]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,2.63,Made,,,,,10.0,K. Lowry,200768.0,8.0,,,,,,,,,,,
539,PT09M59.00S,2020-08-30T19:09:36.0Z,4,REGULAR,3pt,jumpshot,[],202689,26.62614980289093,19.921875,1610612738,78,96,2020-08-30T19:09:42Z,5290000,150.0,198.0,1,left,K. Walker 25' 3PT  (18 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.29,Made,,,,,18.0,,,,,,,,,,,,,,
540,PT09M45.00S,2020-08-30T19:09:50.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,87.72996057818659,47.86305147058824,1610612761,78,96,2020-08-30T19:10:36Z,5300000,-11.0,63.0,1,right,MISS P. Siakam 7' jumpshot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,6.91,Missed,,,,,,,,,,,,,,,,,,,
541,PT09M43.00S,2020-08-30T19:09:52.4Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,78,96,2020-08-30T19:09:54Z,5310000,,,0,,B. Wanamaker REBOUND (Off:0 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,540.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
