actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
268,PT02M44.00S,2020-09-12T02:17:54.1Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627759,94.03745072273325,2.2748161764705883,1610612738,40,44,2020-09-12T02:17:58Z,2660000,-239.0,4.0,1,right,J. Brown 24' 3PT  (11 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.88,Made,,,,,11.0,M. Smart,203935.0,3.0,,,,,,,,,,
270,PT02M20.00S,2020-09-12T02:18:17.5Z,2,REGULAR,3pt,jumpshot,[],1627832,33.065045992115635,47.86305147058824,1610612761,40,44,2020-09-12T02:18:21Z,2680000,11.0,258.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
271,PT02M18.00S,2020-09-12T02:18:19.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,44,2020-09-12T02:18:21Z,2690000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,270.0,3.0,2.0,1.0,,,,,,,,,,,,,,
272,PT01M57.00S,2020-09-12T02:18:40.3Z,2,REGULAR,2pt,jumpshot,[],1628369,80.1084099868594,82.421875,1610612738,40,44,2020-09-12T02:18:44Z,2700000,162.0,134.0,1,right,MISS J. Tatum 21' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,21.42,Missed,,,,,,,,,,,,,,,,,,
273,PT01M54.00S,2020-09-12T02:18:43.3Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,40,44,2020-09-12T02:18:44Z,2710000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
274,PT01M45.00S,2020-09-12T02:18:53.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201188,12.171484888304862,48.59834558823529,1610612761,42,44,2020-09-12T02:18:58Z,2720000,7.0,62.0,1,left,M. Gasol 7' jumpshot (4 PTS) (F. VanVleet 4 AST),"[201188, 1627832]",1610612761.0,TOR,floating,,,Gasol,M. Gasol,,,,,6.78,Made,,,,,4.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,
276,PT01M31.00S,2020-09-12T02:19:06.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,92.72339027595268,36.34344362745098,1610612738,42,46,2020-09-12T02:19:10Z,2740000,-68.0,16.0,1,right,J. Brown 7' jumpshot (13 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,7.16,Made,,,,,13.0,M. Smart,203935.0,4.0,,,,,,,,,,
279,PT01M12.00S,2020-09-12T02:19:26.0Z,2,REGULAR,2pt,jumpshot,[],1627832,9.017739816031538,90.01991421568627,1610612761,42,46,2020-09-12T02:19:29Z,2770000,-200.0,32.0,1,left,MISS F. VanVleet 20' jumpshot,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,20.36,Missed,,,,,,,,,,,,,,,,,,
280,PT01M10.00S,2020-09-12T02:19:28.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,42,46,2020-09-12T02:21:02Z,2780000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,,
281,PT01M04.00S,2020-09-12T02:19:34.0Z,2,REGULAR,2pt,jumpshot,[],202689,80.50262812089356,68.69638480392157,1610612738,42,48,2020-09-12T02:19:36Z,2790000,93.0,131.0,1,right,K. Walker 17' jumpshot (4 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.53,Made,,,,,4.0,,,,,,,,,,,,,
282,PT00M43.80S,2020-09-12T02:19:56.4Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612761,42,48,2020-09-12T02:20:07Z,2800000,,,0,,J. Tatum FOUL personal (2 PF) (Gasol 2freethrow),"[1628369, 201188]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Gasol,201188.0
284,PT00M43.80S,2020-09-12T02:20:30.1Z,2,REGULAR,freethrow,1of2,[],201188,,,1610612761,43,48,2020-09-12T02:20:30Z,2820000,,,0,,M. Gasol freethrow 1of2 (5 PTS),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
285,PT00M43.80S,2020-09-12T02:20:30.8Z,2,REGULAR,substitution,out,[],1626181,,,1610612761,43,48,2020-09-12T02:20:40Z,2830000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M43.80S,2020-09-12T02:20:30.8Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,43,48,2020-09-12T02:20:40Z,2840000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
287,PT00M43.80S,2020-09-12T02:20:50.6Z,2,REGULAR,freethrow,2of2,[],201188,,,1610612761,44,48,2020-09-12T02:20:50Z,2850000,,,0,,M. Gasol freethrow 2of2 (6 PTS),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
288,PT00M27.60S,2020-09-12T02:21:15.0Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,93.9060446780552,45.41207107843137,1610612738,44,48,2020-09-12T02:21:19Z,2860000,-23.0,5.0,1,right,MISS D. Theis dunk Blocked,"[1628464, 201188]",1610612738.0,BOS,driving,,,Theis,D. Theis,,,,,2.51,Missed,,,,,,,,,Gasol,201188.0,,,,,,,,
289,PT00M27.60S,2020-09-12T02:21:15.0Z,2,REGULAR,block,,[],201188,,,1610612738,44,48,2020-09-12T02:22:19Z,2870000,,,0,,M. Gasol BLOCK (1 BLK),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M26.90S,2020-09-12T02:21:15.7Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,44,48,2020-09-12T02:21:19Z,2880000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,288.0,4.0,2.0,2.0,,,,,,,,,,,,,,
291,PT00M26.90S,2020-09-12T02:21:18.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,94.56307490144546,50.314031862745104,1610612738,44,50,2020-09-12T02:21:21Z,2890000,2.0,-1.0,1,right,J. Brown layup (15 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,0.44,Made,,,,,15.0,,,,,,,,,,,,,
292,PT00M04.00S,2020-09-12T02:21:42.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627832,6.1268068331143235,48.84344362745098,1610612761,46,50,2020-09-12T02:21:45Z,2900000,6.0,5.0,1,left,F. VanVleet layup (12 PTS) (M. Gasol 3 AST),"[1627832, 201188]",1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,1.21,Made,,,,,12.0,M. Gasol,201188.0,3.0,,,,,,,,,,
294,PT00M00.00S,2020-09-12T02:21:51.9Z,2,REGULAR,3pt,jumpshot,[],202689,69.85873850197109,73.35324754901961,1610612738,46,50,2020-09-12T02:21:56Z,2920000,117.0,231.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,runningpullup,,,Walker,K. Walker,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
295,PT00M00.00S,2020-09-12T02:21:54.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,50,2020-09-12T02:21:54Z,2930000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,,
296,PT00M00.00S,2020-09-12T02:21:57.1Z,2,REGULAR,period,end,[],0,,,1610612738,46,50,2020-09-12T02:21:57Z,2940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2020-09-12T02:38:32.8Z,3,REGULAR,period,start,[],0,,,1610612761,46,50,2020-09-12T02:38:32Z,2950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT11M42.00S,2020-09-12T02:38:49.5Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201188,92.85479632063075,52.76501225490197,1610612761,46,50,2020-09-12T02:38:52Z,2960000,14.0,15.0,1,right,MISS M. Gasol hook,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
299,PT11M41.00S,2020-09-12T02:38:50.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,46,50,2020-09-12T02:38:52Z,2970000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,298.0,3.0,3.0,0.0,,,,,,,,,,,,,,
300,PT11M26.00S,2020-09-12T02:39:06.0Z,3,REGULAR,3pt,jumpshot,[],1628369,32.40801576872536,54.72579656862745,1610612738,46,53,2020-09-12T02:39:10Z,2980000,-24.0,252.0,1,left,J. Tatum 26' 3PT  (14 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.87,Made,,,,,14.0,J. Brown,1627759.0,1.0,,,,,,,,,,
302,PT10M58.00S,2020-09-12T02:39:33.9Z,3,REGULAR,turnover,lostball,[],1627832,,,1610612761,46,53,2020-09-12T02:39:37Z,3000000,,,0,,F. VanVleet TURNOVER lostball (3 TOV) Stolen,"[1627832, 202689]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,3.0,Walker,202689.0,,,,,
303,PT10M58.00S,2020-09-12T02:39:33.9Z,3,REGULAR,steal,,[],202689,,,1610612738,46,53,2020-09-12T02:39:35Z,3010000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
304,PT10M37.00S,2020-09-12T02:39:55.1Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1627759,6.1268068331143235,82.66697303921569,1610612738,46,55,2020-09-12T02:39:59Z,3020000,-163.0,5.0,1,left,J. Brown 16' jumpshot (17 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.36,Made,,,,,17.0,J. Tatum,1628369.0,5.0,,,,,,,,,,
306,PT10M23.00S,2020-09-12T02:40:09.2Z,3,REGULAR,3pt,jumpshot,[],200768,68.15045992115637,45.65716911764706,1610612761,46,55,2020-09-12T02:40:13Z,3040000,-22.0,247.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
307,PT10M20.00S,2020-09-12T02:40:12.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,46,55,2020-09-12T02:40:13Z,3050000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,306.0,5.0,3.0,2.0,,,,,,,,,,,,,,
308,PT10M12.00S,2020-09-12T02:40:21.7Z,3,REGULAR,foul,personal,['2freethrow'],201188,,,1610612738,46,55,2020-09-12T02:40:27Z,3060000,,,0,,M. Gasol FOUL personal (2 PF) (Walker 2freethrow),"[201188, 202689]",1610612761.0,TOR,shooting,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Walker,202689.0
310,PT10M12.00S,2020-09-12T02:40:50.7Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,46,55,2020-09-12T02:41:38Z,3080000,,,0,,MISS K. Walker freethrow 1of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,
311,PT10M12.00S,2020-09-12T02:40:50.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,46,55,2020-09-12T02:41:38Z,3090000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,
312,PT10M12.00S,2020-09-12T02:40:50.7Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,46,55,2020-09-12T02:41:38Z,3100000,,,0,,MISS K. Walker freethrow 2of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT10M09.00S,2020-09-12T02:40:53.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,46,55,2020-09-12T02:41:38Z,3110000,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,312.0,5.0,5.0,0.0,,,,,,,,,,,,,,
314,PT09M52.00S,2020-09-12T02:41:39.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201188,93.77463863337714,46.88265931372549,1610612761,46,55,2020-09-12T02:43:28Z,3120000,-16.0,6.0,1,right,MISS M. Gasol layup,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,
316,PT09M51.00S,2020-09-12T02:41:40.0Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,46,55,2020-09-12T02:43:28Z,3140000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,314.0,6.0,5.0,1.0,,,,,,,,,,,,,,
317,PT09M50.00S,2020-09-12T02:41:44.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627783,94.1688567674113,52.51991421568627,1610612761,48,55,2020-09-12T02:43:39Z,3150000,13.0,2.0,1,right,P. Siakam layup (6 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,1.48,Made,,,,,6.0,,,,,,,,,,,,,
318,PT09M32.00S,2020-09-12T02:41:54.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,16.376478318002626,58.15716911764706,1610612738,48,55,2020-09-12T02:41:58Z,3160000,-41.0,101.0,1,left,MISS K. Walker 11' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,11.44,Missed,,,,,,,,,,,,,,,,,,
319,PT09M30.00S,2020-09-12T02:41:56.4Z,3,REGULAR,rebound,defensive,[],201188,,,1610612761,48,55,2020-09-12T02:41:58Z,3170000,,,0,,M. Gasol REBOUND (Off:0 Def:5),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,318.0,5.0,5.0,0.0,,,,,,,,,,,,,,
320,PT09M20.00S,2020-09-12T02:42:08.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,94.1688567674113,51.78462009803921,1610612761,50,55,2020-09-12T02:42:12Z,3180000,9.0,2.0,1,right,K. Lowry layup (5 PTS) (F. VanVleet 5 AST),"[200768, 1627832]",1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,1.18,Made,,,,,5.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,
321,PT09M20.00S,2020-09-12T02:42:11.0Z,3,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612761,50,55,2020-09-12T02:42:22Z,3190000,,,0,,D. Theis FOUL personal (1 PF) (Lowry 1freethrow),"[1628464, 200768]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Lowry,200768.0
323,PT09M20.00S,2020-09-12T02:42:37.3Z,3,REGULAR,freethrow,1of1,[],200768,,,1610612761,51,55,2020-09-12T02:42:37Z,3210000,,,0,,K. Lowry freethrow 1of1 (6 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
324,PT09M07.00S,2020-09-12T02:42:54.6Z,3,REGULAR,3pt,jumpshot,[],1628369,14.931011826544022,4.4806985294117645,1610612738,51,58,2020-09-12T02:42:58Z,3220000,228.0,88.0,1,left,J. Tatum 25' 3PT  (17 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.6,Made,,,,,17.0,M. Smart,203935.0,5.0,,,,,,,,,,
326,PT08M58.00S,2020-09-12T02:43:05.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,94.56307490144546,48.353247549019606,1610612761,51,58,2020-09-12T02:44:49Z,3240000,-8.0,-1.0,1,right,MISS K. Lowry layup,[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,0.92,Missed,,,,,,,,,,,,,,,,,,
327,PT08M57.00S,2020-09-12T02:43:06.9Z,3,REGULAR,rebound,offensive,[],200768,,,1610612761,51,58,2020-09-12T02:44:49Z,3250000,,,0,,K. Lowry REBOUND (Off:1 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,,,,,
328,PT08M57.00S,2020-09-12T02:43:12.8Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",200768,95.0,50.0,1610612761,51,58,2020-09-12T02:45:05Z,3260000,0.0,-6.0,1,right,MISS K. Lowry layup,[200768],1610612761.0,TOR,tip,,,Lowry,K. Lowry,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
329,PT08M56.00S,2020-09-12T02:43:13.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,58,2020-09-12T02:45:05Z,3270000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,328.0,9.0,9.0,0.0,,,,,,,,,,,,,,
330,PT08M35.00S,2020-09-12T02:43:26.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,7.178055190538765,45.65716911764706,1610612738,51,58,2020-09-12T02:43:32Z,3280000,22.0,15.0,1,left,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,
331,PT08M35.00S,2020-09-12T02:43:26.6Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,51,58,2020-09-12T02:43:32Z,3290000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,330.0,4.0,3.0,1.0,,,,,,,,,,,,,,
332,PT08M30.00S,2020-09-12T02:43:31.0Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628464,5.0,50.0,1610612738,51,60,2020-09-12T02:43:38Z,3300000,0.0,-6.0,1,left,D. Theis layup (3 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,0.0,Made,,,,,3.0,,,,,,,,,,,,,
333,PT08M17.00S,2020-09-12T02:43:44.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627832,94.95729303547962,52.76501225490197,1610612761,51,60,2020-09-12T02:43:51Z,3310000,14.0,-5.0,1,right,MISS F. VanVleet layup Blocked,"[1627832, 1628464]",1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,1.38,Missed,,,,,,,,,Theis,1628464.0,,,,,,,,
334,PT08M17.00S,2020-09-12T02:43:44.4Z,3,REGULAR,block,,[],1628464,,,1610612761,51,60,2020-09-12T02:43:46Z,3320000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
335,PT08M15.00S,2020-09-12T02:43:46.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,51,60,2020-09-12T02:43:51Z,3330000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,333.0,5.0,4.0,1.0,,,,,,,,,,,,,,
336,PT08M15.00S,2020-09-12T02:43:50.9Z,3,REGULAR,foul,personal,[],200768,,,1610612738,51,60,2020-09-12T02:59:54Z,3340000,,,0,,K. Lowry FOUL personal (2 PF),"[200768, 202689]",1610612761.0,TOR,take,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Walker,202689.0
338,PT08M05.00S,2020-09-12T02:44:37.4Z,3,REGULAR,3pt,jumpshot,[],202689,18.347568988173457,94.18658088235294,1610612738,51,60,2020-09-12T02:44:41Z,3360000,-221.0,120.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,
339,PT08M03.00S,2020-09-12T02:44:39.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,51,60,2020-09-12T02:44:41Z,3370000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,338.0,7.0,6.0,1.0,,,,,,,,,,,,,,
340,PT07M55.00S,2020-09-12T02:44:47.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,92.85479632063075,53.01011029411765,1610612761,53,60,2020-09-12T02:44:54Z,3380000,15.0,15.0,1,right,P. Siakam jumpshot (8 PTS),[1627783],1610612761.0,TOR,bank,,,Siakam,P. Siakam,,,,,2.52,Made,,,,,8.0,,,,,,,,,,,,,
341,PT07M34.00S,2020-09-12T02:45:08.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,16.376478318002626,46.392463235294116,1610612738,53,60,2020-09-12T02:45:24Z,3390000,18.0,101.0,1,left,MISS D. Theis 11' jumpshot,[1628464],1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,10.84,Missed,,,,,,,,,,,,,,,,,,
342,PT07M32.00S,2020-09-12T02:45:10.5Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,53,60,2020-09-12T02:45:10Z,3400000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,341.0,1.0,0.0,1.0,,,,,,,,,,,,,,
368,PT07M32.00S,2020-09-12T02:45:19.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,9.149145860709593,58.892463235294116,1610612738,53,60,2020-09-12T02:52:03Z,3410000,-44.0,34.0,1,left,MISS D. Theis 6' layup Blocked,"[1628464, 201188]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,5.92,Missed,,,,,,,,,Gasol,201188.0,,,,,,,,
369,PT07M32.00S,2020-09-12T02:45:19.3Z,3,REGULAR,block,,[],201188,,,1610612738,53,60,2020-09-12T02:51:35Z,3415000,,,0,,M. Gasol BLOCK (2 BLK),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M32.00S,2020-09-12T02:45:19.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,53,60,2020-09-12T02:52:03Z,3417500,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,
344,PT07M31.00S,2020-09-12T02:45:30.4Z,3,REGULAR,substitution,out,[],200768,,,1610612738,53,60,2020-09-12T02:45:32Z,3420000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
345,PT07M31.00S,2020-09-12T02:45:30.4Z,3,REGULAR,substitution,in,[],1626181,,,1610612738,53,60,2020-09-12T02:45:32Z,3430000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
346,PT07M27.00S,2020-09-12T02:45:46.5Z,3,REGULAR,jumpball,recovered,[],1627759,,,1610612738,53,60,2020-09-12T02:45:46Z,3440000,,,0,,Jump Ball D. Theis vs. M. Gasol: Tip to J. Brown,"[1627759, 1628464, 201188]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Theis,1628464.0,Gasol,201188.0,,,,,,,,,,,,,,,,,,,,
349,PT07M18.00S,2020-09-12T02:45:55.2Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203935,7.966491458607096,95.65716911764706,1610612738,53,60,2020-09-12T02:51:35Z,3470000,-228.0,22.0,1,left,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,
350,PT07M18.00S,2020-09-12T02:45:55.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,53,60,2020-09-12T02:46:10Z,3480000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
351,PT07M17.00S,2020-09-12T02:46:01.4Z,3,REGULAR,turnover,shotclock,['team'],0,,,1610612738,53,60,2020-09-12T02:46:15Z,3490000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,
353,PT07M06.00S,2020-09-12T02:46:33.7Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,53,60,2020-09-12T02:46:40Z,3500000,,,0,,D. Theis FOUL personal (2 PF) (Powell 2freethrow),"[1628464, 1626181]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Powell,1626181.0
355,PT07M06.00S,2020-09-12T02:46:57.6Z,3,REGULAR,freethrow,1of2,['fromturnover'],1626181,,,1610612761,54,60,2020-09-12T02:46:57Z,3520000,,,0,,N. Powell freethrow 1of2 (5 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
356,PT07M06.00S,2020-09-12T02:47:05.0Z,3,REGULAR,substitution,out,[],202689,,,1610612761,54,60,2020-09-12T02:47:15Z,3530000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M06.00S,2020-09-12T02:47:05.0Z,3,REGULAR,substitution,in,[],202954,,,1610612761,54,60,2020-09-12T02:47:15Z,3540000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
