actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
275,PT04M49.00S,2019-12-12T00:53:57.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612754,46,42,2019-12-12T00:54:07Z,2740000,,,0,,J. Brown FOUL personal (3 PF) (Brogdon inpenalty),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1627524.0,3.0,0.0,Brogdon,1627763.0,
277,PT04M49.00S,2019-12-12T00:54:20.0Z,2,REGULAR,freethrow,1of2,[],1627763,,,1610612754,47,42,2019-12-12T00:54:20Z,2760000,,,0,,M. Brogdon freethrow 1of2 (11 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
278,PT04M49.00S,2019-12-12T00:54:30.8Z,2,REGULAR,freethrow,2of2,[],1627763,,,1610612754,48,42,2019-12-12T00:54:30Z,2770000,,,0,,M. Brogdon freethrow 2of2 (12 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
279,PT04M36.00S,2019-12-12T00:54:47.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.51182654402102,52.029718137254896,1610612738,48,44,2019-12-12T00:54:50Z,2780000,10.0,8.0,1,right,G. Hayward layup (6 PTS),[202330],1610612738.0,BOS,drivingfingerroll,,,Hayward,G. Hayward,,,,,1.73,Made,6.0,,,,,,,,,,,,,,,,,,
280,PT04M22.00S,2019-12-12T00:55:00.8Z,2,REGULAR,3pt,jumpshot,[],1626167,28.86005256241787,81.19638480392157,1610612754,51,44,2019-12-12T00:55:05Z,2790000,-156.0,219.0,1,left,M. Turner 27' 3PT  (7 PTS) (J. Lamb 2 AST),"[1626167, 203087]",1610612754.0,IND,,,,Turner,M. Turner,,,,,27.32,Made,7.0,J. Lamb,203087.0,2.0,,,,,,,,,,,,,,,
282,PT04M07.00S,2019-12-12T00:55:15.6Z,2,REGULAR,turnover,badpass,[],202330,,,1610612738,51,44,2019-12-12T00:55:18Z,2810000,,,0,,G. Hayward TURNOVER badpass (2 TOV) Stolen,"[202330, 1627763]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2.0,Brogdon,1627763.0,,,,,,,,
283,PT04M07.00S,2019-12-12T00:55:15.6Z,2,REGULAR,steal,,[],1627763,,,1610612754,51,44,2019-12-12T00:55:16Z,2820000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M00.00S,2019-12-12T00:55:23.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203933,7.178055190538765,52.029718137254896,1610612754,53,44,2019-12-12T00:55:28Z,2830000,-10.0,15.0,1,left,T. Warren layup (5 PTS) (A. Holiday 1 AST),"[203933, 1628988]",1610612754.0,IND,reverse,,,Warren,T. Warren,,,,,2.29,Made,5.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,,
286,PT04M00.00S,2019-12-12T00:55:26.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,53,44,2019-12-12T00:55:26Z,2850000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M00.00S,2019-12-12T00:57:42.0Z,2,REGULAR,substitution,out,[],1628988,,,1610612738,53,44,2019-12-12T00:57:50Z,2860000,,,0,,substitution out Holiday,[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M00.00S,2019-12-12T00:57:42.0Z,2,REGULAR,substitution,in,[],203200,,,1610612738,53,44,2019-12-12T00:57:50Z,2870000,,,0,,substitution in Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M44.00S,2019-12-12T00:58:32.8Z,2,REGULAR,3pt,jumpshot,[],1627759,77.87450722733246,4.970894607843137,1610612738,53,44,2019-12-12T00:58:40Z,2880000,-225.0,155.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M38.00S,2019-12-12T00:58:38.8Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,53,44,2019-12-12T00:58:40Z,2890000,,,0,,S. Ojeleye REBOUND (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,289.0,1.0,0.0,1.0,,,,,,,,,,,
291,PT03M36.00S,2019-12-12T00:58:43.2Z,2,REGULAR,violation,kickedball,[],1626167,,,1610612738,53,44,2019-12-12T01:00:46Z,2900000,,,0,,M. Turner violation kickedball,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,1627524.0,,,,,
292,PT03M36.00S,2019-12-12T00:58:47.1Z,2,REGULAR,substitution,out,[],202330,,,1610612738,53,44,2019-12-12T00:58:52Z,2910000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M36.00S,2019-12-12T00:58:47.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,53,44,2019-12-12T00:58:52Z,2920000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M31.00S,2019-12-12T00:59:07.7Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202689,67.62483574244416,68.2061887254902,1610612738,53,44,2019-12-12T00:59:12Z,2930000,91.0,252.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
295,PT03M28.00S,2019-12-12T00:59:10.7Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,53,44,2019-12-12T00:59:12Z,2940000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,294.0,3.0,2.0,1.0,,,,,,,,,,,
296,PT03M17.00S,2019-12-12T00:59:22.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612754,53,44,2019-12-12T00:59:26Z,2950000,,,0,,J. Tatum FOUL personal (2 PF) (Warren inpenalty),"[1628369, 203933]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Warren,203933.0,
298,PT03M17.00S,2019-12-12T00:59:42.4Z,2,REGULAR,freethrow,1of2,[],203933,,,1610612754,54,44,2019-12-12T00:59:55Z,2970000,,,0,,T. Warren freethrow 1of2 (6 PTS),[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
299,PT03M17.00S,2019-12-12T00:59:42.4Z,2,REGULAR,freethrow,2of2,[],203933,,,1610612754,54,44,2019-12-12T00:59:55Z,2980000,,,0,,MISS T. Warren freethrow 2of2,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,,Missed,,,,,,,,,,,,,,,,,,,
300,PT03M15.00S,2019-12-12T00:59:44.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,44,2019-12-12T00:59:55Z,2990000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,,,
301,PT03M08.00S,2019-12-12T01:00:01.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.24901445466492,51.78462009803921,1610612738,54,44,2019-12-12T01:00:09Z,3000000,9.0,11.0,1,right,MISS K. Walker layup,[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
302,PT03M05.00S,2019-12-12T01:00:04.7Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,54,44,2019-12-12T01:00:09Z,3010000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,301.0,2.0,1.0,1.0,,,,,,,,,,,
303,PT03M05.00S,2019-12-12T01:00:04.4Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,95.0,50.0,1610612738,54,44,2019-12-12T01:00:04Z,3020000,0.0,-6.0,1,right,MISS D. Theis layup,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
304,PT03M04.00S,2019-12-12T01:00:05.5Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,54,44,2019-12-12T01:00:05Z,3030000,,,0,,D. Theis REBOUND (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,303.0,3.0,1.0,2.0,,,,,,,,,,,
305,PT03M04.00S,2019-12-12T01:00:05.5Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628464,95.0,50.0,1610612738,54,44,2019-12-12T01:00:15Z,3040000,0.0,-6.0,1,right,MISS D. Theis layup Blocked,"[1628464, 1626167]",1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Missed,,,,,,,,,,,,Turner,1626167.0,,,,,,
308,PT03M04.00S,2019-12-12T01:00:05.5Z,2,REGULAR,block,,[],1626167,,,1610612738,54,44,2019-12-12T01:00:19Z,3045000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M04.00S,2019-12-12T01:00:05.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,44,2019-12-12T01:00:15Z,3050000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,
307,PT03M03.00S,2019-12-12T01:00:12.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,54,44,2019-12-12T01:00:12Z,3060000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M53.00S,2019-12-12T01:00:32.1Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1627759,67.23061760840999,35.36305147058824,1610612738,54,44,2019-12-12T01:00:36Z,3070000,-73.0,256.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
310,PT02M49.00S,2019-12-12T01:00:36.1Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,54,44,2019-12-12T01:00:36Z,3080000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,309.0,3.0,3.0,0.0,,,,,,,,,,,
311,PT02M33.00S,2019-12-12T01:00:52.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612754,54,44,2019-12-12T01:01:02Z,3090000,,,0,,D. Theis FOUL personal (3 PF) (Turner inpenalty),"[1628464, 1626167]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1627524.0,3.0,0.0,Turner,1626167.0,
313,PT02M33.00S,2019-12-12T01:01:04.5Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628464,,,1610612754,54,44,2019-12-12T01:01:09Z,3110000,,,0,,D. Theis FOUL technical (1 Tech),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1193.0,3.0,1.0,,,
314,PT02M33.00S,2019-12-12T01:01:18.6Z,2,REGULAR,freethrow,1of1,[],1627763,,,1610612754,55,44,2019-12-12T01:01:18Z,3120000,,,0,,M. Brogdon technical freethrow 1of1 (13 PTS),[1627763],1610612754.0,IND,technical,,,Brogdon,M. Brogdon,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
315,PT02M33.00S,2019-12-12T01:01:39.7Z,2,REGULAR,freethrow,1of2,[],1626167,,,1610612754,56,44,2019-12-12T01:01:39Z,3130000,,,0,,M. Turner freethrow 1of2 (8 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
316,PT02M33.00S,2019-12-12T01:01:54.7Z,2,REGULAR,freethrow,2of2,[],1626167,,,1610612754,57,44,2019-12-12T01:01:54Z,3140000,,,0,,M. Turner freethrow 2of2 (9 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
317,PT02M22.00S,2019-12-12T01:02:08.9Z,2,REGULAR,3pt,jumpshot,[],202689,91.80354796320631,98.84344362745098,1610612738,57,47,2019-12-12T01:02:14Z,3150000,244.0,25.0,1,right,K. Walker 25' 3PT  (18 PTS) (S. Ojeleye 2 AST),"[202689, 1628400]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.6,Made,18.0,S. Ojeleye,1628400.0,2.0,,,,,,,,,,,,,,,
319,PT01M56.00S,2019-12-12T01:02:34.7Z,2,REGULAR,3pt,jumpshot,[],203933,22.28975032851511,90.51011029411765,1610612754,57,47,2019-12-12T01:02:38Z,3170000,-203.0,157.0,1,left,MISS T. Warren 26' 3PT,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
320,PT01M52.00S,2019-12-12T01:02:38.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,57,47,2019-12-12T01:02:38Z,3180000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,319.0,4.0,4.0,0.0,,,,,,,,,,,
321,PT01M47.00S,2019-12-12T01:02:45.0Z,2,REGULAR,foul,personal,[],1627763,,,1610612738,57,47,2019-12-12T01:02:55Z,3190000,,,0,,M. Brogdon FOUL personal (1 PF),"[1627763, 1628464]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Theis,1628464.0,
323,PT01M34.00S,2019-12-12T01:03:14.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,94.69448094612353,52.029718137254896,1610612738,57,49,2019-12-12T01:03:19Z,3210000,10.0,-3.0,1,right,D. Theis layup (7 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,cuttingfingerroll,,,Theis,D. Theis,,,,,1.05,Made,7.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
325,PT01M19.00S,2019-12-12T01:03:31.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612754,57,49,2019-12-12T01:03:38Z,3230000,,,0,,D. Theis FOUL personal (4 PF) (Lamb inpenalty),"[1628464, 203087]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1627524.0,4.0,1.0,Lamb,203087.0,
327,PT01M19.00S,2019-12-12T01:04:01.3Z,2,REGULAR,freethrow,1of2,[],203087,,,1610612754,58,49,2019-12-12T01:04:01Z,3250000,,,0,,J. Lamb freethrow 1of2 (3 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
328,PT01M19.00S,2019-12-12T01:04:15.2Z,2,REGULAR,freethrow,2of2,[],203087,,,1610612754,59,49,2019-12-12T01:04:15Z,3260000,,,0,,J. Lamb freethrow 2of2 (4 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
330,PT01M06.00S,2019-12-12T01:04:29.9Z,2,REGULAR,3pt,jumpshot,[],202689,73.53810775295663,11.833639705882353,1610612738,59,52,2019-12-12T01:04:33Z,3280000,-191.0,196.0,1,right,K. Walker 28' 3PT  (21 PTS),[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,27.76,Made,21.0,,,,,,,,,,,,,,,,,,
331,PT00M50.60S,2019-12-12T01:04:46.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203933,6.915243101182654,51.294424019607845,1610612754,61,52,2019-12-12T01:04:54Z,3290000,-6.0,13.0,1,left,T. Warren layup (8 PTS) (M. Brogdon 3 AST),"[203933, 1627763]",1610612754.0,IND,driving,,,Warren,T. Warren,,,,,1.91,Made,8.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,,
332,PT00M35.20S,2019-12-12T01:05:06.6Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,93.24901445466492,49.57873774509804,1610612738,61,54,2019-12-12T01:05:09Z,3300000,-2.0,11.0,1,right,D. Theis dunk (9 PTS) (K. Walker 5 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.66,Made,9.0,K. Walker,202689.0,5.0,,,,,,,,,,,,,,,
334,PT00M16.70S,2019-12-12T01:05:27.5Z,2,REGULAR,3pt,jumpshot,[],1626167,34.90473061760841,51.049325980392155,1610612754,61,54,2019-12-12T01:05:33Z,3320000,-5.0,276.0,1,left,MISS M. Turner 28' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,28.11,Missed,,,,,,,,,,,,,,,,,,,
335,PT00M12.10S,2019-12-12T01:05:32.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,54,2019-12-12T01:05:33Z,3330000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,334.0,4.0,4.0,0.0,,,,,,,,,,,
336,PT00M03.20S,2019-12-12T01:05:43.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,92.19776609724047,49.57873774509804,1610612738,61,56,2019-12-12T01:05:47Z,3340000,-2.0,21.0,1,right,K. Walker layup (23 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.64,Made,23.0,,,,,,,,,,,,,,,,,,
337,PT00M03.20S,2019-12-12T01:05:46.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626167,,,1610612738,61,56,2019-12-12T01:05:56Z,3350000,,,0,,M. Turner FOUL personal (1 PF) (Walker inpenalty),"[1626167, 202689]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Walker,202689.0,
339,PT00M03.20S,2019-12-12T01:06:09.6Z,2,REGULAR,freethrow,1of1,[],202689,,,1610612738,61,57,2019-12-12T01:06:09Z,3370000,,,0,,K. Walker freethrow 1of1 (24 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
340,PT00M00.40S,2019-12-12T01:06:13.9Z,2,REGULAR,3pt,jumpshot,[],203087,35.03613666228647,82.66697303921569,1610612754,61,57,2019-12-12T01:06:20Z,3380000,-163.0,277.0,1,left,MISS J. Lamb 33' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,32.61,Missed,,,,,,,,,,,,,,,,,,,
341,PT00M00.40S,2019-12-12T01:06:13.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,61,57,2019-12-12T01:06:20Z,3390000,,,0,,Team offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,,
342,PT00M00.00S,2019-12-12T01:06:16.9Z,2,REGULAR,period,end,[],0,,,1610612754,61,57,2019-12-12T01:06:17Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2019-12-12T01:21:01.9Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612754,61,57,2019-12-12T01:21:15Z,3410000,,,0,,substitution out Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2019-12-12T01:21:01.9Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612754,61,57,2019-12-12T01:21:15Z,3420000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2019-12-12T01:21:01.9Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612754,61,57,2019-12-12T01:21:15Z,3430000,,,0,,substitution in Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2019-12-12T01:21:01.9Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612754,61,57,2019-12-12T01:21:15Z,3440000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2019-12-12T01:21:30.9Z,3,REGULAR,period,start,[],0,,,1610612754,61,57,2019-12-12T01:21:30Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M46.00S,2019-12-12T01:21:44.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203087,80.15768725361366,64.53737745098039,1610612754,61,57,2019-12-12T01:21:51Z,3460000,73.0,134.0,1,right,MISS J. Lamb 16' jumpshot,[203087],1610612754.0,IND,floating,,,Lamb,J. Lamb,,,,,15.73,Missed,,,,,,,,,,,,,,,,,,,
350,PT11M46.00S,2019-12-12T01:21:44.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,61,57,2019-12-12T01:21:57Z,3470000,,,0,,Team offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,
351,PT11M46.00S,2019-12-12T01:21:47.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612754,61,57,2019-12-12T01:21:57Z,3480000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M40.00S,2019-12-12T01:22:15.2Z,3,REGULAR,2pt,jumpshot,['2ndchance'],203933,91.80354796320631,74.57873774509804,1610612754,61,57,2019-12-12T01:22:19Z,3490000,123.0,25.0,1,right,MISS T. Warren 13' jumpshot,[203933],1610612754.0,IND,fadeaway,,,Warren,T. Warren,,,,,12.65,Missed,,,,,,,,,,,,,,,,,,,
353,PT11M37.00S,2019-12-12T01:22:18.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,57,2019-12-12T01:22:19Z,3500000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,352.0,5.0,5.0,0.0,,,,,,,,,,,
354,PT11M31.00S,2019-12-12T01:22:23.7Z,3,REGULAR,3pt,jumpshot,['fastbreak'],202689,27.808804204993432,13.794424019607842,1610612738,61,60,2019-12-12T01:22:28Z,3510000,181.0,209.0,1,left,K. Walker 28' 3PT  (27 PTS) (J. Brown 6 AST),"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,28.06,Made,27.0,J. Brown,1627759.0,6.0,,,,,,,,,,,,,,,
356,PT11M13.00S,2019-12-12T01:22:43.8Z,3,REGULAR,violation,kickedball,[],202330,,,1610612754,61,60,2019-12-12T01:22:57Z,3530000,,,0,,G. Hayward violation kickedball,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,2003.0,,,,,
357,PT11M04.00S,2019-12-12T01:23:06.0Z,3,REGULAR,2pt,jumpshot,[],1627763,89.56964520367937,16.00030637254902,1610612754,63,60,2019-12-12T01:23:10Z,3540000,-170.0,46.0,1,right,M. Brogdon 18' jumpshot (15 PTS) (D. Sabonis 4 AST),"[1627763, 1627734]",1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,17.75,Made,15.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,,
359,PT10M47.00S,2019-12-12T01:23:24.5Z,3,REGULAR,foul,personal,['2freethrow'],203087,,,1610612738,63,60,2019-12-12T01:23:37Z,3560000,,,0,,J. Lamb FOUL personal (2 PF) (Hayward 2freethrow),"[203087, 202330]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Hayward,202330.0,
361,PT10M47.00S,2019-12-12T01:23:45.1Z,3,REGULAR,freethrow,1of2,[],202330,,,1610612738,63,61,2019-12-12T01:23:59Z,3580000,,,0,,G. Hayward freethrow 1of2 (7 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
362,PT10M47.00S,2019-12-12T01:23:45.1Z,3,REGULAR,freethrow,2of2,[],202330,,,1610612738,63,61,2019-12-12T01:23:59Z,3590000,,,0,,MISS G. Hayward freethrow 2of2,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,,
363,PT10M46.00S,2019-12-12T01:23:46.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,63,61,2019-12-12T01:23:59Z,3600000,,,0,,D. Sabonis REBOUND (Off:2 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,362.0,11.0,9.0,2.0,,,,,,,,,,,
364,PT10M33.00S,2019-12-12T01:24:10.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627763,81.07752956636006,35.54304534313725,1610612754,63,61,2019-12-12T01:24:23Z,3610000,-72.0,125.0,1,right,MISS M. Brogdon 15' jumpshot,[1627763],1610612754.0,IND,floating,,,Brogdon,M. Brogdon,,,,,14.95,Missed,,,,,,,,,,,,,,,,,,,
365,PT10M33.00S,2019-12-12T01:24:10.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,63,61,2019-12-12T01:24:23Z,3620000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,
366,PT10M33.00S,2019-12-12T01:24:15.3Z,3,REGULAR,foul,personal,[],1627734,,,1610612738,63,61,2019-12-12T01:24:45Z,3630000,,,0,,D. Sabonis FOUL personal (2 PF),"[1627734, 202689]",1610612754.0,IND,looseball,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Walker,202689.0,
