actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
75,PT05M55.00S,2020-01-07T00:19:25.2Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627759,93.38042049934296,57.421875,1610612738,12,8,2020-01-07T00:19:31Z,750000,37.0,10.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.01,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M53.00S,2020-01-07T00:19:27.2Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612764,12,8,2020-01-07T00:22:46Z,760000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612764.0,WAS,,,,Payton II,G. Payton II,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,
77,PT05M50.00S,2020-01-07T00:19:31.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1629067,7.178055190538765,48.10814950980392,1610612764,14,8,2020-01-07T00:19:58Z,770000,9.0,15.0,1,left,I. Bonga layup (2 PTS),[1629067],1610612764.0,WAS,running,,,Bonga,I. Bonga,,,,,2.26,Made,,,,,,,2.0,,,,,,,,,,,,
78,PT05M48.00S,2020-01-07T00:19:59.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,14,8,2020-01-07T00:19:59Z,780000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2020-01-07T00:21:43.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,14,8,2020-01-07T00:21:52Z,790000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2020-01-07T00:21:43.2Z,1,REGULAR,substitution,out,[],203935,,,1610612738,14,8,2020-01-07T00:21:52Z,800000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2020-01-07T00:21:43.2Z,1,REGULAR,substitution,in,[],202954,,,1610612738,14,8,2020-01-07T00:21:52Z,810000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M48.00S,2020-01-07T00:21:43.2Z,1,REGULAR,substitution,in,[],1629750,,,1610612738,14,8,2020-01-07T00:21:52Z,820000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M33.00S,2020-01-07T00:23:09.8Z,1,REGULAR,turnover,lostball,[],202330,,,1610612738,14,8,2020-01-07T00:23:18Z,830000,,,0,,G. Hayward TURNOVER lostball (1 TOV),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1.0,,,,,,,,
84,PT05M33.00S,2020-01-07T00:23:13.0Z,1,REGULAR,violation,kickedball,[],1627759,,,1610612764,14,8,2020-01-07T00:23:25Z,840000,,,0,,J. Brown violation kickedball,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1627963.0,,,,,
85,PT05M20.00S,2020-01-07T00:23:39.9Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",101133,10.463206307490145,47.127757352941174,1610612764,14,8,2020-01-07T00:23:45Z,850000,14.0,46.0,1,left,MISS I. Mahinmi layup Blocked,"[101133, 202683]",1610612764.0,WAS,driving,,,Mahinmi,I. Mahinmi,,,,,5.34,Missed,Kanter,202683.0,,,,,,,,,,,,,,,,,
86,PT05M20.00S,2020-01-07T00:23:39.9Z,1,REGULAR,block,,[],202683,,,1610612764,14,8,2020-01-07T00:23:41Z,860000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M17.00S,2020-01-07T00:23:42.9Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,14,8,2020-01-07T00:28:39Z,870000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,
88,PT05M04.00S,2020-01-07T00:23:55.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,84.1819973718791,52.029718137254896,1610612738,14,8,2020-01-07T00:24:02Z,880000,10.0,96.0,1,right,MISS B. Wanamaker 10' jumpshot,[202954],1610612738.0,BOS,drivingbank,,,Wanamaker,B. Wanamaker,,,,,10.22,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2020-01-07T00:23:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,14,8,2020-01-07T00:24:42Z,890000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,
90,PT05M03.00S,2020-01-07T00:24:00.7Z,1,REGULAR,foul,personal,[],101133,,,1610612738,14,8,2020-01-07T00:24:16Z,900000,,,0,,I. Mahinmi FOUL personal (1 PF),"[101133, 202683]",1610612764.0,WAS,,,,Mahinmi,I. Mahinmi,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Kanter,202683.0,
92,PT04M57.00S,2020-01-07T00:24:23.5Z,1,REGULAR,3pt,jumpshot,['2ndchance'],202330,67.7562417871222,58.892463235294116,1610612738,14,11,2020-01-07T00:24:27Z,920000,44.0,251.0,1,right,G. Hayward 26' 3PT  (4 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,25.99,Made,,,,,,,4.0,,,,,,,,,,,,
93,PT04M43.00S,2020-01-07T00:24:40.6Z,1,REGULAR,foul,personal,[],202330,,,1610612764,14,11,2020-01-07T00:26:10Z,930000,,,0,,G. Hayward FOUL personal (1 PF),"[202330, 101133]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Mahinmi,101133.0,
95,PT04M43.00S,2020-01-07T00:24:44.9Z,1,REGULAR,substitution,out,[],1627780,,,1610612764,14,11,2020-01-07T00:24:52Z,950000,,,0,,substitution out Payton II,[1627780],1610612764.0,WAS,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M43.00S,2020-01-07T00:24:44.9Z,1,REGULAR,substitution,in,[],1628972,,,1610612764,14,11,2020-01-07T00:24:52Z,960000,,,0,,substitution in Brown Jr.,[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M38.00S,2020-01-07T00:25:03.8Z,1,REGULAR,2pt,jumpshot,[],202738,19.136005256241788,29.235600490196077,1610612764,14,11,2020-01-07T00:25:07Z,970000,104.0,127.0,1,left,MISS I. Thomas 17' jumpshot,[202738],1610612764.0,WAS,pullup,,,Thomas,I. Thomas,,,,,16.86,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M35.00S,2020-01-07T00:25:06.8Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612738,14,11,2020-01-07T00:25:07Z,980000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT04M20.00S,2020-01-07T00:25:22.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629750,92.9862023653088,49.82383578431372,1610612738,14,13,2020-01-07T00:25:26Z,990000,-1.0,13.0,1,right,J. Green layup (2 PTS) (E. Kanter 1 AST),"[1629750, 202683]",1610612738.0,BOS,drivingfingerroll,,,Green,J. Green,,,,,1.89,Made,,,,,,,2.0,E. Kanter,202683.0,1.0,,,,,,,,,
101,PT04M07.00S,2020-01-07T00:25:34.3Z,1,REGULAR,2pt,jumpshot,[],203895,22.158344283837057,60.36305147058824,1610612764,14,13,2020-01-07T00:25:39Z,1010000,-52.0,156.0,1,left,MISS J. McRae 17' jumpshot,[203895],1610612764.0,WAS,pullup,,,McRae,J. McRae,,,,,16.94,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M05.00S,2020-01-07T00:25:37.6Z,1,REGULAR,rebound,offensive,[],101133,,,1610612764,14,13,2020-01-07T00:25:37Z,1020000,,,0,,I. Mahinmi REBOUND (Off:1 Def:2),[101133],1610612764.0,WAS,,,,Mahinmi,I. Mahinmi,,,,,,,,,101.0,3.0,2.0,1.0,,,,,,,,,,,,,
103,PT04M02.00S,2020-01-07T00:25:39.6Z,1,REGULAR,2pt,jumpshot,['2ndchance'],1628972,11.777266754270697,72.86305147058823,1610612764,16,13,2020-01-07T00:25:43Z,1030000,-114.0,58.0,1,left,T. Brown Jr. 13' jumpshot (2 PTS) (I. Mahinmi 1 AST),"[1628972, 101133]",1610612764.0,WAS,drivingfloating,,,Brown Jr.,T. Brown Jr.,,,,,13.09,Made,,,,,,,2.0,I. Mahinmi,101133.0,1.0,,,,,,,,,
105,PT03M43.00S,2020-01-07T00:26:01.2Z,1,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,16,13,2020-01-07T00:26:06Z,1050000,,,0,,J. Brown TURNOVER outofbounds (1 TOV),[1627759],1610612738.0,BOS,badpass,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1.0,,,201638.0,,,,,
106,PT03M37.00S,2020-01-07T00:26:09.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629067,7.046649145860711,49.333639705882355,1610612764,18,13,2020-01-07T00:26:13Z,1060000,3.0,14.0,1,left,I. Bonga layup (4 PTS) (I. Thomas 1 AST),"[1629067, 202738]",1610612764.0,WAS,,,,Bonga,I. Bonga,,,,,1.95,Made,,,,,,,4.0,I. Thomas,202738.0,1.0,,,,,,,,,
108,PT03M21.00S,2020-01-07T00:26:26.0Z,1,REGULAR,3pt,jumpshot,[],202330,87.59855453350855,96.14736519607843,1610612738,18,13,2020-01-07T00:26:29Z,1080000,231.0,64.0,1,right,MISS G. Hayward 24' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,24.1,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M19.00S,2020-01-07T00:26:28.0Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612764,18,13,2020-01-07T00:26:29Z,1090000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT03M12.00S,2020-01-07T00:26:35.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629067,6.258212877792378,52.76501225490197,1610612764,18,13,2020-01-07T00:26:39Z,1100000,-14.0,6.0,1,left,MISS I. Bonga layup,[1629067],1610612764.0,WAS,drivingreverse,,,Bonga,I. Bonga,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M10.00S,2020-01-07T00:26:37.3Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,18,13,2020-01-07T00:26:39Z,1110000,,,0,,E. Kanter REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,110.0,3.0,3.0,0.0,,,,,,,,,,,,,
112,PT03M06.00S,2020-01-07T00:26:43.5Z,1,REGULAR,turnover,traveling,[],202683,,,1610612738,18,13,2020-01-07T00:26:48Z,1120000,,,0,,E. Kanter TURNOVER traveling (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,1.0,,,1627963.0,,,,,
113,PT03M06.00S,2020-01-07T00:26:45.3Z,1,REGULAR,substitution,out,[],202738,,,1610612764,18,13,2020-01-07T00:26:52Z,1130000,,,0,,substitution out Thomas,[202738],1610612764.0,WAS,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M06.00S,2020-01-07T00:26:45.3Z,1,REGULAR,substitution,out,[],101133,,,1610612764,18,13,2020-01-07T00:26:52Z,1140000,,,0,,substitution out Mahinmi,[101133],1610612764.0,WAS,,,,Mahinmi,I. Mahinmi,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M06.00S,2020-01-07T00:26:45.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612764,18,13,2020-01-07T00:26:52Z,1150000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M06.00S,2020-01-07T00:26:45.3Z,1,REGULAR,substitution,in,[],1628394,,,1610612764,18,13,2020-01-07T00:26:52Z,1160000,,,0,,substitution in Pasecniks,[1628394],1610612764.0,WAS,,,,Pasecniks,A. Pasecniks,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2020-01-07T00:26:45.3Z,1,REGULAR,substitution,in,[],202397,,,1610612764,18,13,2020-01-07T00:26:52Z,1170000,,,0,,substitution in Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M06.00S,2020-01-07T00:26:45.3Z,1,REGULAR,substitution,in,[],1629035,,,1610612764,18,13,2020-01-07T00:26:52Z,1180000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M54.00S,2020-01-07T00:27:12.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203895,7.046649145860711,55.951286764705884,1610612764,18,13,2020-01-07T00:27:15Z,1190000,-30.0,14.0,1,left,MISS J. McRae layup,[203895],1610612764.0,WAS,driving,,,McRae,J. McRae,,,,,3.54,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M52.00S,2020-01-07T00:27:14.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,18,13,2020-01-07T00:27:15Z,1200000,,,0,,E. Kanter REBOUND (Off:0 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,119.0,4.0,4.0,0.0,,,,,,,,,,,,,
121,PT02M44.00S,2020-01-07T00:27:26.3Z,1,REGULAR,turnover,3secviolation,[],202683,,,1610612738,18,13,2020-01-07T00:27:34Z,1210000,,,0,,E. Kanter TURNOVER 3secviolation (2 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,2.0,,,201638.0,,,,,
122,PT02M44.00S,2020-01-07T00:27:31.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,18,13,2020-01-07T00:27:31Z,1220000,,,0,,timeout full,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2020-01-07T00:29:46.4Z,1,REGULAR,substitution,out,[],202683,,,1610612764,18,13,2020-01-07T00:30:00Z,1230000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M44.00S,2020-01-07T00:29:46.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612764,18,13,2020-01-07T00:30:00Z,1240000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M44.00S,2020-01-07T00:30:18.0Z,1,REGULAR,substitution,out,[],203895,,,1610612764,18,13,2020-01-07T00:30:29Z,1250000,,,0,,substitution out McRae,[203895],1610612764.0,WAS,,,,McRae,J. McRae,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M44.00S,2020-01-07T00:30:18.0Z,1,REGULAR,substitution,in,[],1629726,,,1610612764,18,13,2020-01-07T00:30:29Z,1260000,,,0,,substitution in Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2020-01-07T00:30:48.9Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628394,14.931011826544022,47.127757352941174,1610612764,18,13,2020-01-07T00:30:53Z,1270000,14.0,88.0,1,left,MISS A. Pasecniks 9' jumpshot,[1628394],1610612764.0,WAS,floating,,,Pasecniks,A. Pasecniks,,,,,9.45,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M31.00S,2020-01-07T00:30:50.9Z,1,REGULAR,rebound,defensive,[],202954,,,1610612738,18,13,2020-01-07T00:30:53Z,1280000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,
129,PT02M26.00S,2020-01-07T00:30:56.1Z,1,REGULAR,3pt,jumpshot,[],202330,67.7562417871222,26.049325980392158,1610612738,18,13,2020-01-07T00:31:02Z,1290000,-120.0,251.0,1,right,MISS G. Hayward 28' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,28.27,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M23.00S,2020-01-07T00:30:59.1Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,18,13,2020-01-07T00:31:02Z,1300000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,
131,PT02M14.00S,2020-01-07T00:31:08.2Z,1,REGULAR,3pt,jumpshot,[],1628972,19.66162943495401,6.931678921568627,1610612764,18,13,2020-01-07T00:31:12Z,1310000,215.0,132.0,1,left,MISS T. Brown Jr. 26' 3PT,[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M11.00S,2020-01-07T00:31:11.2Z,1,REGULAR,rebound,defensive,[],1629035,,,1610612738,18,13,2020-01-07T00:31:12Z,1320000,,,0,,C. Edwards REBOUND (Off:0 Def:1),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT02M08.00S,2020-01-07T00:31:14.0Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,93.38042049934296,49.08854166666667,1610612738,18,15,2020-01-07T00:31:18Z,1330000,-5.0,10.0,1,right,G. Hayward layup (6 PTS) (C. Edwards 1 AST),"[202330, 1629035]",1610612738.0,BOS,runningfingerroll,,,Hayward,G. Hayward,,,,,1.59,Made,,,,,,,6.0,C. Edwards,1629035.0,1.0,,,,,,,,,
135,PT01M59.00S,2020-01-07T00:31:25.5Z,1,REGULAR,foul,personal,[],1629684,,,1610612764,18,15,2020-01-07T00:31:46Z,1350000,,,0,,G. Williams FOUL personal (1 PF),"[1629684, 1628394]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Pasecniks,1628394.0,
137,PT01M44.00S,2020-01-07T00:31:56.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629067,7.835085413929041,48.353247549019606,1610612764,20,15,2020-01-07T00:31:59Z,1370000,8.0,21.0,1,left,I. Bonga layup (6 PTS) (G. Mathews 1 AST),"[1629067, 1629726]",1610612764.0,WAS,driving,,,Bonga,I. Bonga,,,,,2.78,Made,,,,,,,6.0,G. Mathews,1629726.0,1.0,,,,,,,,,
139,PT01M27.00S,2020-01-07T00:32:12.8Z,1,REGULAR,turnover,lostball,[],1629750,,,1610612738,20,15,2020-01-07T00:32:15Z,1390000,,,0,,J. Green TURNOVER lostball (1 TOV) Stolen,"[1629750, 1629726]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,1.0,Mathews,1629726.0,,,,,,
140,PT01M27.00S,2020-01-07T00:32:12.8Z,1,REGULAR,steal,,[],1629726,,,1610612764,20,15,2020-01-07T00:32:14Z,1400000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M10.00S,2020-01-07T00:32:30.3Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202397,6.652431011826544,53.255208333333336,1610612764,22,15,2020-01-07T00:32:36Z,1410000,-16.0,10.0,1,left,I. Smith layup (2 PTS),[202397],1610612764.0,WAS,drivingreverse,,,Smith,I. Smith,,,,,2.25,Made,,,,,,,2.0,,,,,,,,,,,,
142,PT00M52.80S,2020-01-07T00:32:47.9Z,1,REGULAR,3pt,jumpshot,[],202954,71.30420499342969,18.941482843137255,1610612738,22,15,2020-01-07T00:32:58Z,1420000,-155.0,217.0,1,right,MISS B. Wanamaker 27' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M51.80S,2020-01-07T00:32:48.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,22,15,2020-01-07T00:32:58Z,1430000,,,0,,Team defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,
144,PT00M51.80S,2020-01-07T00:32:52.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612764,22,15,2020-01-07T00:33:18Z,1440000,,,0,,G. Williams FOUL personal (2 PF) (Pasecniks inpenalty),"[1629684, 1628394]",1610612738.0,BOS,looseball,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Pasecniks,1628394.0,
146,PT00M51.80S,2020-01-07T00:33:26.7Z,1,REGULAR,freethrow,1of2,[],1628394,,,1610612764,22,15,2020-01-07T00:33:26Z,1460000,,,0,,MISS A. Pasecniks freethrow 1of2,[1628394],1610612764.0,WAS,,,,Pasecniks,A. Pasecniks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M51.80S,2020-01-07T00:33:26.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,22,15,2020-01-07T00:33:26Z,1470000,,,0,,Team offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,
148,PT00M51.80S,2020-01-07T00:33:27.3Z,1,REGULAR,substitution,out,[],202330,,,1610612764,22,15,2020-01-07T00:33:32Z,1480000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M51.80S,2020-01-07T00:33:27.3Z,1,REGULAR,substitution,out,[],1629750,,,1610612764,22,15,2020-01-07T00:33:32Z,1490000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M51.80S,2020-01-07T00:33:27.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612764,22,15,2020-01-07T00:33:32Z,1500000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M51.80S,2020-01-07T00:33:27.3Z,1,REGULAR,substitution,in,[],1628464,,,1610612764,22,15,2020-01-07T00:33:32Z,1510000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M51.80S,2020-01-07T00:33:46.4Z,1,REGULAR,freethrow,2of2,[],1628394,,,1610612764,23,15,2020-01-07T00:33:46Z,1520000,,,0,,A. Pasecniks freethrow 2of2 (1 PTS),[1628394],1610612764.0,WAS,,,,Pasecniks,A. Pasecniks,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
153,PT00M40.50S,2020-01-07T00:34:01.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.24901445466492,48.84344362745098,1610612738,23,17,2020-01-07T00:34:05Z,1530000,-6.0,11.0,1,right,J. Tatum layup (2 PTS) (B. Wanamaker 1 AST),"[1628369, 202954]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.75,Made,,,,,,,2.0,B. Wanamaker,202954.0,1.0,,,,,,,,,
154,PT00M28.20S,2020-01-07T00:34:18.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629067,11.514454664914586,52.76501225490197,1610612764,23,17,2020-01-07T00:34:26Z,1540000,-14.0,56.0,1,left,MISS I. Bonga 6' layup,[1629067],1610612764.0,WAS,driving,,,Bonga,I. Bonga,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M25.20S,2020-01-07T00:34:21.6Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612764,23,17,2020-01-07T00:34:21Z,1560000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612764.0,WAS,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,
157,PT00M22.70S,2020-01-07T00:34:24.1Z,1,REGULAR,3pt,jumpshot,['2ndchance'],202397,30.56833114323259,27.76501225490196,1610612764,26,17,2020-01-07T00:34:28Z,1570000,111.0,235.0,1,left,I. Smith 26' 3PT  (5 PTS) (G. Mathews 2 AST),"[202397, 1629726]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,26.48,Made,,,,,,,5.0,G. Mathews,1629726.0,2.0,,,,,,,,,
160,PT00M04.30S,2020-01-07T00:34:46.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629035,89.43823915900131,45.166973039215684,1610612738,26,17,2020-01-07T00:34:51Z,1590000,-24.0,47.0,1,right,MISS C. Edwards 6' layup,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,5.76,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M03.30S,2020-01-07T00:34:47.3Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,26,17,2020-01-07T00:34:47Z,1600000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,,
162,PT00M02.10S,2020-01-07T00:34:48.5Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,93.64323258869908,54.72579656862745,1610612738,26,17,2020-01-07T00:34:55Z,1610000,24.0,7.0,1,right,MISS D. Theis layup,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M02.10S,2020-01-07T00:34:48.5Z,1,REGULAR,rebound,defensive,[],1629067,,,1610612764,26,17,2020-01-07T00:34:55Z,1620000,,,0,,I. Bonga REBOUND (Off:1 Def:1),[1629067],1610612764.0,WAS,,,,Bonga,I. Bonga,,,,,,,,,162.0,2.0,1.0,1.0,,,,,,,,,,,,,
