actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
471,PT04M35.00S,2020-09-26T02:29:57.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,74,67,2020-09-26T02:30:06Z,4650000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,469.0,,,,,,,,,,,,,
472,PT04M35.00S,2020-09-26T02:30:06.4Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,74,67,2020-09-26T02:30:06Z,4660000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M26.00S,2020-09-26T02:30:21.6Z,3,REGULAR,3pt,jumpshot,[],202689,30.962549277266753,66.24540441176471,1610612738,77,67,2020-09-26T02:30:25Z,4670000,-81.0,239.0,1,left,K. Walker 26' 3PT  (15 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.72,Made,15.0,,,,,,,,,,,,,,,,,
474,PT04M12.00S,2020-09-26T02:30:35.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202710,93.11760840998686,46.14736519607843,1610612748,77,69,2020-09-26T02:30:38Z,4680000,-19.0,12.0,1,right,J. Butler layup (16 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,2.62,Made,16.0,,,,,,,,,,,,,,,,,
475,PT03M58.00S,2020-09-26T02:30:48.8Z,3,REGULAR,3pt,jumpshot,[],202330,23.73521681997372,13.059129901960784,1610612738,77,69,2020-09-26T02:30:52Z,4690000,185.0,171.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
476,PT03M56.00S,2020-09-26T02:30:50.8Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,77,69,2020-09-26T02:30:59Z,4700000,,,0,,D. Theis REBOUND (Off:4 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,475.0,6.0,2.0,4.0,,,,,,,,,,
477,PT03M53.00S,2020-09-26T02:31:00.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,77,69,2020-09-26T02:31:07Z,4710000,,,0,,J. Butler FOUL personal (4 PF) (Theis inpenalty),"[202710, 1628464]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,202041.0,4.0,0.0,Theis,1628464.0
479,PT03M53.00S,2020-09-26T02:31:19.3Z,3,REGULAR,freethrow,1of2,['2ndchance'],1628464,,,1610612738,78,69,2020-09-26T02:31:19Z,4730000,,,0,,D. Theis freethrow 1of2 (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
480,PT03M53.00S,2020-09-26T02:31:19.8Z,3,REGULAR,substitution,out,[],203935,,,1610612738,78,69,2020-09-26T02:31:31Z,4740000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M53.00S,2020-09-26T02:31:19.8Z,3,REGULAR,substitution,out,[],202710,,,1610612738,78,69,2020-09-26T02:31:31Z,4750000,,,0,,substitution out Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M53.00S,2020-09-26T02:31:19.8Z,3,REGULAR,substitution,out,[],203109,,,1610612738,78,69,2020-09-26T02:31:31Z,4760000,,,0,,substitution out Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M53.00S,2020-09-26T02:31:19.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,78,69,2020-09-26T02:31:31Z,4770000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M53.00S,2020-09-26T02:31:19.8Z,3,REGULAR,substitution,in,[],2738,,,1610612738,78,69,2020-09-26T02:31:31Z,4780000,,,0,,substitution in Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M53.00S,2020-09-26T02:31:19.8Z,3,REGULAR,substitution,in,[],201609,,,1610612738,78,69,2020-09-26T02:31:31Z,4790000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M53.00S,2020-09-26T02:31:45.8Z,3,REGULAR,freethrow,2of2,['2ndchance'],1628464,,,1610612738,79,69,2020-09-26T02:31:45Z,4800000,,,0,,D. Theis freethrow 2of2 (10 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
487,PT03M44.00S,2020-09-26T02:32:01.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201609,93.9060446780552,46.392463235294116,1610612748,79,71,2020-09-26T02:32:05Z,4810000,-18.0,5.0,1,right,G. Dragic layup (10 PTS),[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,2.07,Made,10.0,,,,,,,,,,,,,,,,,
488,PT03M44.00S,2020-09-26T02:32:03.3Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,79,71,2020-09-26T02:32:10Z,4820000,,,0,,G. Williams FOUL personal (1 PF) (Dragic 1freethrow),"[1629684, 201609]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Dragic,201609.0
490,PT03M44.00S,2020-09-26T02:32:27.2Z,3,REGULAR,freethrow,1of1,[],201609,,,1610612748,79,72,2020-09-26T02:32:27Z,4840000,,,0,,G. Dragic freethrow 1of1 (11 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
491,PT03M37.00S,2020-09-26T02:32:36.6Z,3,REGULAR,3pt,jumpshot,[],202689,32.670827858081466,57.666973039215684,1610612738,79,72,2020-09-26T02:32:41Z,4850000,-38.0,255.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
492,PT03M36.00S,2020-09-26T02:32:37.6Z,3,REGULAR,rebound,offensive,[],202330,,,1610612738,79,72,2020-09-26T02:32:46Z,4860000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,491.0,3.0,2.0,1.0,,,,,,,,,,
493,PT03M33.00S,2020-09-26T02:32:40.6Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202330,18.2161629434954,45.41207107843137,1610612738,81,72,2020-09-26T02:32:43Z,4870000,23.0,119.0,1,left,G. Hayward 13' jumpshot (4 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,12.63,Made,4.0,,,,,,,,,,,,,,,,,
494,PT03M17.00S,2020-09-26T02:32:55.5Z,3,REGULAR,3pt,jumpshot,[],1629130,76.69185282522996,8.892463235294118,1610612748,81,72,2020-09-26T02:32:58Z,4880000,-206.0,167.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,
495,PT03M16.00S,2020-09-26T02:32:56.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,81,72,2020-09-26T02:33:02Z,4890000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,494.0,7.0,6.0,1.0,,,,,,,,,,
496,PT03M09.00S,2020-09-26T02:33:04.3Z,3,REGULAR,2pt,jumpshot,[],1628369,21.76412614980289,64.77481617647058,1610612738,83,72,2020-09-26T02:33:08Z,4900000,-74.0,152.0,1,left,J. Tatum 17' jumpshot (18 PTS),[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,17.41,Made,18.0,,,,,,,,,,,,,,,,,
497,PT03M00.00S,2020-09-26T02:33:16.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201609,86.41590013140605,42.715992647058826,1610612748,83,74,2020-09-26T02:33:22Z,4910000,-36.0,75.0,1,right,G. Dragic 9' layup (13 PTS),[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,8.85,Made,13.0,,,,,,,,,,,,,,,,,
498,PT03M00.00S,2020-09-26T02:33:21.6Z,3,REGULAR,foul,personal,['1freethrow'],202689,,,1610612748,83,74,2020-09-26T02:33:30Z,4920000,,,0,,K. Walker FOUL personal (4 PF) (Dragic 1freethrow),"[202689, 201609]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,101284.0,4.0,0.0,Dragic,201609.0
500,PT03M00.00S,2020-09-26T02:33:47.2Z,3,REGULAR,freethrow,1of1,[],201609,,,1610612748,83,75,2020-09-26T02:33:47Z,4940000,,,0,,G. Dragic freethrow 1of1 (14 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
501,PT02M47.00S,2020-09-26T02:34:02.9Z,3,REGULAR,2pt,jumpshot,[],202689,21.76412614980289,38.30422794117647,1610612738,83,75,2020-09-26T02:34:07Z,4950000,58.0,152.0,1,left,MISS K. Walker 17' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.81,Missed,,,,,,,,,,,,,,,,,,
502,PT02M45.00S,2020-09-26T02:34:04.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,75,2020-09-26T02:34:07Z,4960000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,
503,PT02M45.00S,2020-09-26T02:34:07.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,83,75,2020-09-26T02:34:07Z,4970000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M45.00S,2020-09-26T02:34:12.3Z,3,REGULAR,substitution,out,[],202689,,,1610612738,83,75,2020-09-26T02:34:18Z,4980000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M45.00S,2020-09-26T02:34:12.3Z,3,REGULAR,substitution,in,[],203935,,,1610612738,83,75,2020-09-26T02:34:18Z,4990000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M42.00S,2020-09-26T02:34:26.6Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203935,8.229303547963205,95.41207107843137,1610612738,83,75,2020-09-26T02:36:02Z,5000000,-227.0,25.0,1,left,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,22.91,Missed,,,,,,,,,,,,,,,,,,
507,PT02M41.00S,2020-09-26T02:34:27.6Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,83,75,2020-09-26T02:34:33Z,5010000,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,506.0,5.0,4.0,1.0,,,,,,,,,,
508,PT02M36.00S,2020-09-26T02:34:36.0Z,3,REGULAR,foul,personal,[],203935,,,1610612748,83,75,2020-09-26T02:34:46Z,5020000,,,0,,M. Smart FOUL personal (3 PF),"[203935, 201609]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Dragic,201609.0
510,PT02M27.00S,2020-09-26T02:35:04.3Z,3,REGULAR,3pt,jumpshot,[],201609,69.07030223390277,22.863051470588236,1610612748,83,75,2020-09-26T02:35:07Z,5040000,-136.0,238.0,1,right,MISS G. Dragic 28' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.89,Missed,,,,,,,,,,,,,,,,,,
511,PT02M26.00S,2020-09-26T02:35:05.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,83,75,2020-09-26T02:35:10Z,5050000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,510.0,6.0,6.0,0.0,,,,,,,,,,
512,PT02M14.00S,2020-09-26T02:35:18.0Z,3,REGULAR,3pt,jumpshot,[],1628369,29.6484888304862,24.57873774509804,1610612738,86,75,2020-09-26T02:35:21Z,5060000,127.0,226.0,1,left,J. Tatum 26' 3PT  (21 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.43,Made,21.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
514,PT02M03.00S,2020-09-26T02:35:31.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,86,75,2020-09-26T02:35:39Z,5080000,,,0,,G. Williams FOUL personal (2 PF) (Adebayo inpenalty),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Adebayo,1628389.0
516,PT02M03.00S,2020-09-26T02:36:04.7Z,3,REGULAR,freethrow,1of2,[],1628389,,,1610612748,86,76,2020-09-26T02:36:30Z,5100000,,,0,,B. Adebayo freethrow 1of2 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
517,PT02M03.00S,2020-09-26T02:36:05.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612748,86,76,2020-09-26T02:36:12Z,5110000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M03.00S,2020-09-26T02:36:05.3Z,3,REGULAR,substitution,in,[],202683,,,1610612748,86,76,2020-09-26T02:36:12Z,5120000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
519,PT02M03.00S,2020-09-26T02:36:04.7Z,3,REGULAR,freethrow,2of2,[],1628389,,,1610612748,86,76,2020-09-26T02:36:30Z,5130000,,,0,,MISS B. Adebayo freethrow 2of2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,
520,PT02M03.00S,2020-09-26T02:36:04.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,86,76,2020-09-26T02:36:33Z,5140000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,519.0,8.0,7.0,1.0,,,,,,,,,,
521,PT01M49.00S,2020-09-26T02:36:44.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,86,76,2020-09-26T02:36:58Z,5150000,,,0,,B. Adebayo FOUL personal (4 PF) (Tatum inpenalty),"[1628389, 1628369]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,101284.0,4.0,0.0,Tatum,1628369.0
523,PT01M49.00S,2020-09-26T02:37:14.0Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,87,76,2020-09-26T02:37:14Z,5170000,,,0,,J. Tatum freethrow 1of2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
524,PT01M49.00S,2020-09-26T02:37:33.7Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,88,76,2020-09-26T02:37:33Z,5180000,,,0,,J. Tatum freethrow 2of2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
525,PT01M35.00S,2020-09-26T02:37:49.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201609,93.51182654402102,45.41207107843137,1610612748,88,78,2020-09-26T02:37:53Z,5190000,-23.0,8.0,1,right,G. Dragic layup (16 PTS),[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,2.68,Made,16.0,,,,,,,,,,,,,,,,,
526,PT01M24.00S,2020-09-26T02:38:03.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,88,78,2020-09-26T02:38:13Z,5200000,,,0,,G. Dragic FOUL personal (3 PF) (Tatum inpenalty),"[201609, 1628369]",1610612748.0,MIA,shooting,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Tatum,1628369.0
528,PT01M24.00S,2020-09-26T02:38:33.6Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,89,78,2020-09-26T02:38:33Z,5220000,,,0,,J. Tatum freethrow 1of2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
529,PT01M24.00S,2020-09-26T02:38:34.4Z,3,REGULAR,substitution,out,[],202683,,,1610612738,89,78,2020-09-26T02:38:39Z,5230000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
530,PT01M24.00S,2020-09-26T02:38:34.4Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,89,78,2020-09-26T02:38:39Z,5240000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
531,PT01M24.00S,2020-09-26T02:38:54.1Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,90,78,2020-09-26T02:38:54Z,5250000,,,0,,J. Tatum freethrow 2of2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
532,PT01M10.00S,2020-09-26T02:39:08.2Z,3,REGULAR,turnover,lostball,[],201609,,,1610612748,90,78,2020-09-26T02:39:15Z,5260000,,,0,,G. Dragic TURNOVER lostball (3 TOV) Stolen,"[201609, 203935]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,3.0,Smart,203935.0,,,,,
533,PT01M10.00S,2020-09-26T02:39:08.2Z,3,REGULAR,steal,,[],203935,,,1610612738,90,78,2020-09-26T02:39:09Z,5270000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
534,PT01M06.00S,2020-09-26T02:39:12.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.732588699080158,49.57873774509804,1610612738,92,78,2020-09-26T02:39:37Z,5280000,2.0,1.0,1,left,J. Tatum dunk (27 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,0.72,Made,27.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
536,PT00M52.20S,2020-09-26T02:39:27.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201609,81.15965834428384,52.51991421568627,1610612748,92,80,2020-09-26T02:39:35Z,5300000,13.0,125.0,1,right,G. Dragic 13' jumpshot (18 PTS),[201609],1610612748.0,MIA,drivingfloating,,,Dragic,G. Dragic,,,,,13.07,Made,18.0,,,,,,,,,,,,,,,,,
537,PT00M38.10S,2020-09-26T02:39:47.0Z,3,REGULAR,3pt,jumpshot,[],202330,30.17411300919842,71.8826593137255,1610612738,92,80,2020-09-26T02:39:50Z,5310000,-109.0,231.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
538,PT00M37.10S,2020-09-26T02:39:48.0Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,92,80,2020-09-26T02:39:53Z,5320000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,537.0,2.0,2.0,0.0,,,,,,,,,,
539,PT00M30.90S,2020-09-26T02:39:54.5Z,3,REGULAR,3pt,jumpshot,[],1629639,68.54467805519053,67.47089460784314,1610612748,92,83,2020-09-26T02:40:12Z,5330000,87.0,243.0,1,right,T. Herro 26' 3PT  (5 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,26.36,Made,5.0,,,,,,,,,,,,,,,,,
540,PT00M11.50S,2020-09-26T02:40:17.7Z,3,REGULAR,turnover,outofbounds,[],202330,,,1610612738,92,83,2020-09-26T02:40:25Z,5340000,,,0,,G. Hayward TURNOVER outofbounds (2 TOV),[202330],1610612738.0,BOS,badpass,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,2.0,,,202041.0,,,,
541,PT00M03.30S,2020-09-26T02:40:41.3Z,3,REGULAR,turnover,outofbounds,[],2738,,,1610612748,92,83,2020-09-26T02:40:46Z,5350000,,,0,,A. Iguodala TURNOVER outofbounds (1 TOV),[2738],1610612748.0,MIA,badpass,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,1.0,,,202041.0,,,,
542,PT00M03.30S,2020-09-26T02:40:50.8Z,3,REGULAR,substitution,out,[],1629130,,,1610612738,92,83,2020-09-26T02:40:57Z,5360000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
543,PT00M03.30S,2020-09-26T02:40:50.8Z,3,REGULAR,substitution,in,[],203524,,,1610612738,92,83,2020-09-26T02:40:57Z,5370000,,,0,,substitution in Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
544,PT00M00.00S,2020-09-26T02:41:09.5Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628369,19.398817345597898,65.75520833333334,1610612738,92,83,2020-09-26T02:41:19Z,5380000,-79.0,130.0,1,left,MISS J. Tatum 16' jumpshot Blocked,"[1628369, 2738]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,15.66,Missed,,,,,,,,,Iguodala,2738.0,,,,,,,,
545,PT00M00.00S,2020-09-26T02:41:09.5Z,3,REGULAR,block,,[],2738,,,1610612738,92,83,2020-09-26T02:41:13Z,5390000,,,0,,A. Iguodala BLOCK (2 BLK),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
546,PT00M00.00S,2020-09-26T02:41:09.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,92,83,2020-09-26T02:41:19Z,5400000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,
547,PT00M00.00S,2020-09-26T02:41:24.2Z,3,REGULAR,period,end,[],0,,,1610612738,92,83,2020-09-26T02:41:24Z,5410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2020-09-26T02:43:42.5Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,92,83,2020-09-26T02:44:57Z,5420000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2020-09-26T02:43:42.5Z,4,REGULAR,substitution,out,['startperiod'],203524,,,1610612738,92,83,2020-09-26T02:44:57Z,5430000,,,0,,substitution out Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2020-09-26T02:43:42.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,92,83,2020-09-26T02:44:57Z,5440000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2020-09-26T02:43:42.5Z,4,REGULAR,substitution,in,['startperiod'],202710,,,1610612738,92,83,2020-09-26T02:44:57Z,5450000,,,0,,substitution in Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2020-09-26T02:44:57.7Z,4,REGULAR,period,start,[],0,,,1610612748,92,83,2020-09-26T02:44:57Z,5460000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT11M40.00S,2020-09-26T02:45:17.5Z,4,REGULAR,2pt,jumpshot,[],1629639,83.39356110381078,23.598345588235293,1610612748,92,85,2020-09-26T02:45:21Z,5470000,-132.0,104.0,1,right,T. Herro 17' jumpshot (7 PTS),[1629639],1610612748.0,MIA,drivingfloatingbank,,,Herro,T. Herro,,,,,17.13,Made,7.0,,,,,,,,,,,,,,,,,
554,PT11M19.00S,2020-09-26T02:45:38.0Z,4,REGULAR,3pt,jumpshot,[],1628369,32.013797634691194,48.353247549019606,1610612738,92,85,2020-09-26T02:45:45Z,5480000,8.0,248.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
555,PT11M18.00S,2020-09-26T02:45:39.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,92,85,2020-09-26T02:45:45Z,5490000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,554.0,2.0,2.0,0.0,,,,,,,,,,
556,PT11M06.00S,2020-09-26T02:45:50.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628389,80.3712220762155,46.63756127450981,1610612748,92,85,2020-09-26T02:45:54Z,5500000,-17.0,132.0,1,right,MISS B. Adebayo 14' jumpshot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,13.85,Missed,,,,,,,,,,,,,,,,,,
557,PT11M05.00S,2020-09-26T02:45:51.7Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,92,85,2020-09-26T02:45:57Z,5510000,,,0,,D. Theis REBOUND (Off:4 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,556.0,7.0,3.0,4.0,,,,,,,,,,
558,PT10M55.00S,2020-09-26T02:46:01.7Z,4,REGULAR,3pt,jumpshot,[],203935,27.808804204993432,78.01011029411765,1610612738,92,85,2020-09-26T02:46:05Z,5520000,-140.0,209.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
