actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
307,PT01M49.00S,2020-03-01T02:36:01.2Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,53,40,2020-03-01T02:36:09Z,3030000,,[HOU] House Jr. defensive rebound (Off:0 Def:3),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,306.0,3.0,3.0,0.0,,,,,,,,,,,
308,PT01M41.00S,2020-03-01T02:36:08.6Z,2,REGULAR,3pt,jumpshot,[],201935,33.98488830486202,41.490502450980394,1610612745,53,43,2020-03-01T02:36:16Z,3040000,left,[HOU] Harden 3pt shot: Made (12 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,27.58,: Made,12.0,,,,,,,,,,,,,,,,,,,,,,
309,PT01M19.00S,2020-03-01T02:36:30.2Z,2,REGULAR,3pt,jumpshot,[],203935,66.44218134034165,46.392463235294116,1610612738,56,43,2020-03-01T02:36:34Z,3050000,right,[BOS] Smart 3pt shot: Made (16 PTS) assist: Hayward (2 AST),"[203935, 202330]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.9,: Made,16.0,Hayward,202330.0,2.0,,,,,,,,,,,,,,,,,,,
314,PT00M51.30S,2020-03-01T02:36:59.7Z,2,REGULAR,3pt,jumpshot,[],1627863,36.74441524310118,25.80422794117647,1610612745,56,43,2020-03-01T02:45:20Z,3100000,left,[HOU] House Jr. fadeaway 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,fadeaway,,,House Jr.,D. House Jr.,,,,,32.2,: Missed,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M48.10S,2020-03-01T02:37:03.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,43,2020-03-01T02:37:03Z,3110000,,[BOS] Tatum defensive rebound (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,314.0,4.0,4.0,0.0,,,,,,,,,,,
316,PT00M42.30S,2020-03-01T02:37:08.7Z,2,REGULAR,2pt,jumpshot,['fastbreak'],1627759,78.84362680683311,82.68995098039215,1610612738,56,43,2020-03-01T02:37:20Z,3120000,right,[BOS] Brown jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.31,: Missed,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M40.00S,2020-03-01T02:37:11.0Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,56,43,2020-03-01T02:37:20Z,3130000,,[HOU] House Jr. defensive rebound (Off:0 Def:4),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,316.0,4.0,4.0,0.0,,,,,,,,,,,
318,PT00M30.20S,2020-03-01T02:37:20.8Z,2,REGULAR,2pt,jumpshot,[],201566,7.046649145860711,72.12775735294117,1610612745,56,45,2020-03-01T02:37:27Z,3140000,left,[HOU] Westbrook jumpshot: Made (20 PTS),[201566],1610612745.0,HOU,fadeaway,,,Westbrook,R. Westbrook,,,,,11.23,: Made,20.0,,,,,,,,,,,,,,,,,,,,,,
319,PT00M07.20S,2020-03-01T02:37:51.0Z,2,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,56,45,2020-03-01T02:37:58Z,3150000,,[BOS] Brown outofbounds turnover (2 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,,,,,,,2.0,,,,,,,,,,,200833.0,,,,,,,
320,PT00M01.00S,2020-03-01T02:38:12.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201935,7.35873850197109,43.075980392156865,1610612745,56,45,2020-03-01T02:38:23Z,3160000,left,[HOU] Harden layup: Missed Block: Theis (1 BLK),"[201935, 1628464]",1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,4.11,: Missed,,,,,,,,,,,,,Theis,1628464.0,1.0,,,,,,,,
322,PT00M00.90S,2020-03-01T02:38:12.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,56,45,2020-03-01T02:38:23Z,3180000,,[HOU] Team offensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,
323,PT00M00.00S,2020-03-01T02:38:17.7Z,2,REGULAR,period,end,[],0,,,1610612745,56,45,2020-03-01T02:38:17Z,3190000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2020-03-01T02:53:52.9Z,3,REGULAR,period,start,[],0,,,1610612745,56,45,2020-03-01T02:53:52Z,3200000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M48.00S,2020-03-01T02:54:04.9Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201566,86.2023653088042,62.34681372549019,1610612745,56,45,2020-03-01T02:54:52Z,3210000,right,[HOU] Westbrook jumpshot: Missed,[201566],1610612745.0,HOU,pullup,,,Westbrook,R. Westbrook,,,,,10.32,: Missed,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M46.00S,2020-03-01T02:54:06.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,45,2020-03-01T02:54:14Z,3220000,,[BOS] Tatum defensive rebound (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,325.0,5.0,5.0,0.0,,,,,,,,,,,
327,PT11M30.00S,2020-03-01T02:54:23.4Z,3,REGULAR,foul,personal,['2freethrow'],1627863,,,1610612738,56,45,2020-03-01T02:54:43Z,3230000,,[HOU] House Jr. foul personal (2 PF) (Brown 2freethrow),"[1627863, 1627759]",1610612745.0,HOU,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Brown,1627759.0,,,
329,PT11M30.00S,2020-03-01T02:54:47.7Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,57,45,2020-03-01T02:55:04Z,3250000,,[BOS] Brown freethrow 1of2: Made (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
330,PT11M30.00S,2020-03-01T02:54:47.7Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,57,45,2020-03-01T02:55:04Z,3260000,,[BOS] Brown freethrow 2of2: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M30.00S,2020-03-01T02:54:47.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612745,57,45,2020-03-01T02:55:04Z,3270000,,[HOU] Covington defensive rebound (Off:0 Def:6),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,330.0,6.0,6.0,0.0,,,,,,,,,,,
332,PT11M16.00S,2020-03-01T02:55:12.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201935,93.11760840998686,46.88265931372549,1610612745,57,47,2020-03-01T02:55:16Z,3280000,right,[HOU] Harden layup: Made (14 PTS),[201935],1610612745.0,HOU,driving,,,Harden,J. Harden,,,,,2.36,: Made,14.0,,,,,,,,,,,,,,,,,,,,,,
333,PT11M04.00S,2020-03-01T02:55:24.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,17.821944809461236,35.853247549019606,1610612738,59,47,2020-03-01T02:55:33Z,3290000,left,[BOS] Hayward jumpshot: Made (16 PTS),[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,13.97,: Made,16.0,,,,,,,,,,,,,,,,,,,,,,
335,PT10M53.00S,2020-03-01T02:55:38.6Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612745,59,47,2020-03-01T02:56:21Z,3310000,,[BOS] Brown foul personal (3 PF) (Westbrook 2freethrow),"[1627759, 201566]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Westbrook,201566.0,,,
337,PT10M53.00S,2020-03-01T02:56:29.9Z,3,REGULAR,freethrow,1of2,[],201566,,,1610612745,59,48,2020-03-01T02:56:29Z,3330000,,[HOU] Westbrook freethrow 1of2: Made (21 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,21.0,,,,,,,,,,,,,,,,,,,,,,
338,PT10M53.00S,2020-03-01T02:56:45.4Z,3,REGULAR,freethrow,2of2,[],201566,,,1610612745,59,49,2020-03-01T02:56:45Z,3340000,,[HOU] Westbrook freethrow 2of2: Made (22 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,22.0,,,,,,,,,,,,,,,,,,,,,,
369,PT10M33.00S,2020-03-01T02:57:10.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202330,8.360709592641262,53.50030637254902,1610612738,59,49,2020-03-01T03:04:05Z,3365000,left,[BOS] Hayward layup: Missed Block: Tucker (3 BLK),"[202330, 200782]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,3.61,: Missed,,,,,,,,,,,,,Tucker,200782.0,3.0,,,,,,,,
371,PT10M31.00S,2020-03-01T02:57:12.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612745,59,49,2020-03-01T03:04:05Z,3368750,,[HOU] Tucker defensive rebound (Off:1 Def:5),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,369.0,6.0,5.0,1.0,,,,,,,,,,,
341,PT10M28.00S,2020-03-01T02:57:12.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203496,70.12155059132719,21.147365196078432,1610612745,59,52,2020-03-01T03:04:05Z,3370000,right,[HOU] Covington 3pt shot: Made (8 PTS) assist: Harden (3 AST),"[203496, 201935]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,27.48,: Made,8.0,Harden,201935.0,3.0,,,,,,,,,,,,,,,,,,,
343,PT10M14.00S,2020-03-01T02:57:28.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,9.461235216819974,40.52542892156863,1610612738,59,52,2020-03-01T02:59:15Z,3390000,left,[BOS] Tatum layup: Missed Block: Covington (1 BLK),"[1628369, 203496]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.33,: Missed,,,,,,,,,,,,,Covington,203496.0,1.0,,,,,,,,
345,PT10M12.00S,2020-03-01T02:57:30.8Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612745,59,52,2020-03-01T02:59:15Z,3410000,,[HOU] House Jr. defensive rebound (Off:0 Def:5),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,343.0,5.0,5.0,0.0,,,,,,,,,,,
346,PT09M46.00S,2020-03-01T02:57:54.9Z,3,REGULAR,3pt,jumpshot,[],203496,91.01511169513797,96.8826593137255,1610612745,59,52,2020-03-01T02:58:03Z,3420000,right,[HOU] Covington 3pt jumpshot: Missed,[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,23.74,: Missed,,,,,,,,,,,,,,,,,,,,,,,
347,PT09M44.00S,2020-03-01T02:57:57.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,52,2020-03-01T02:57:57Z,3430000,,[BOS] Tatum defensive rebound (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,346.0,6.0,6.0,0.0,,,,,,,,,,,
348,PT09M38.00S,2020-03-01T02:58:02.8Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627759,6.652431011826544,54.23560049019608,1610612738,61,52,2020-03-01T02:59:40Z,3440000,left,[BOS] Brown layup: Made (13 PTS) assist: Tatum (2 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.63,: Made,13.0,Tatum,1628369.0,2.0,,,,,,,,,,,,,,,,,,,
350,PT09M15.00S,2020-03-01T02:58:25.3Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612745,61,52,2020-03-01T02:58:34Z,3460000,,[BOS] Theis foul personal (1 PF) (Westbrook 2freethrow),"[1628464, 201566]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Westbrook,201566.0,,,
352,PT09M15.00S,2020-03-01T02:58:57.5Z,3,REGULAR,freethrow,1of2,[],201566,,,1610612745,61,52,2020-03-01T02:58:57Z,3480000,,[HOU] Westbrook freethrow 1of2: Missed,[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
353,PT09M15.00S,2020-03-01T02:58:57.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,61,52,2020-03-01T02:58:57Z,3490000,,[HOU] Team offensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,
354,PT09M15.00S,2020-03-01T02:59:12.7Z,3,REGULAR,freethrow,2of2,[],201566,,,1610612745,61,53,2020-03-01T02:59:12Z,3500000,,[HOU] Westbrook freethrow 2of2: Made (23 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,23.0,,,,,,,,,,,,,,,,,,,,,,
355,PT09M06.00S,2020-03-01T02:59:24.5Z,3,REGULAR,3pt,jumpshot,[],1628369,26.49474375821288,14.529718137254902,1610612738,64,53,2020-03-01T02:59:29Z,3510000,left,[BOS] Tatum 3pt shot: Made (15 PTS) assist: Theis (2 AST),"[1628369, 1628464]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.89,: Made,15.0,Theis,1628464.0,2.0,,,,,,,,,,,,,,,,,,,
357,PT08M48.00S,2020-03-01T02:59:42.1Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],201566,93.24901445466492,49.57873774509804,1610612745,64,55,2020-03-01T03:00:38Z,3530000,right,[HOU] Westbrook dunk: Made (25 PTS) assist: Harden (4 AST),"[201566, 201935]",1610612745.0,HOU,driving,,,Westbrook,R. Westbrook,,,,,1.66,: Made,25.0,Harden,201935.0,4.0,,,,,,,,,,,,,,,,,,,
359,PT08M29.00S,2020-03-01T03:00:00.5Z,3,REGULAR,turnover,lostball,[],203935,,,1610612738,64,55,2020-03-01T03:00:06Z,3550000,,[BOS] Smart lostball turnover (2 TO) Steal: Harden (1 STL),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,2.0,Harden,201935.0,1.0,,,,,,,,,,,,,,,
361,PT08M24.00S,2020-03-01T03:00:05.8Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203496,86.02168199737189,94.67677696078431,1610612745,64,58,2020-03-01T03:00:15Z,3570000,right,[HOU] Covington 3pt shot: Made (11 PTS) assist: Westbrook (3 AST),"[203496, 201566]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,23.88,: Made,11.0,Westbrook,201566.0,3.0,,,,,,,,,,,,,,,,,,,
363,PT08M23.00S,2020-03-01T03:00:11.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,58,2020-03-01T03:00:11Z,3590000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M09.00S,2020-03-01T03:03:48.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,9.280551905387648,34.872855392156865,1610612738,64,58,2020-03-01T03:04:35Z,3600000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,8.56,: Missed,,,,,,,,,,,,,,,,,,,,,,,
365,PT08M08.00S,2020-03-01T03:03:49.4Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,64,58,2020-03-01T03:04:35Z,3610000,,[BOS] Theis offensive rebound (Off:1 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,364.0,7.0,6.0,1.0,,,,,,,,,,,
366,PT08M08.00S,2020-03-01T03:03:51.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,5.0,50.0,1610612738,64,58,2020-03-01T03:03:51Z,3620000,left,[BOS] Theis layup: Missed,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M08.00S,2020-03-01T03:03:52.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,64,58,2020-03-01T03:03:52Z,3630000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,366.0,,,,,,,,,,,,,,
368,PT08M08.00S,2020-03-01T03:03:53.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,64,58,2020-03-01T03:03:53Z,3640000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M00.00S,2020-03-01T03:04:10.0Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1628369,32.933639947437584,50.314031862745104,1610612738,64,58,2020-03-01T03:05:12Z,3650000,left,[BOS] Tatum pullup 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M59.00S,2020-03-01T03:04:13.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,64,58,2020-03-01T03:04:13Z,3660000,,[HOU] Team defensive rebound,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,372.0,,,,,,,,,,,,,,
374,PT07M59.00S,2020-03-01T03:04:14.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612745,64,58,2020-03-01T03:04:14Z,3670000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M47.00S,2020-03-01T03:04:31.6Z,3,REGULAR,3pt,jumpshot,[],200782,92.59198423127464,96.6375612745098,1610612745,64,61,2020-03-01T03:04:47Z,3680000,right,[HOU] Tucker 3pt shot: Made (6 PTS) assist: Westbrook (4 AST),"[200782, 201566]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,23.43,: Made,6.0,Westbrook,201566.0,4.0,,,,,,,,,,,,,,,,,,,
377,PT07M25.00S,2020-03-01T03:04:52.7Z,3,REGULAR,3pt,jumpshot,[],202330,6.521024967148489,96.14736519607843,1610612738,64,61,2020-03-01T03:04:58Z,3700000,left,[BOS] Hayward 3pt jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,23.11,: Missed,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M23.00S,2020-03-01T03:04:54.7Z,3,REGULAR,rebound,defensive,[],200782,,,1610612745,64,61,2020-03-01T03:04:58Z,3710000,,[HOU] Tucker defensive rebound (Off:1 Def:6),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,377.0,7.0,6.0,1.0,,,,,,,,,,,
379,PT07M10.00S,2020-03-01T03:05:08.0Z,3,REGULAR,3pt,jumpshot,[],1627863,68.9388961892247,26.294424019607842,1610612745,64,61,2020-03-01T03:05:16Z,3720000,right,[HOU] House Jr. 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,27.22,: Missed,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M07.00S,2020-03-01T03:05:11.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,64,61,2020-03-01T03:05:16Z,3730000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,379.0,,,,,,,,,,,,,,
381,PT07M07.00S,2020-03-01T03:05:14.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,64,61,2020-03-01T03:05:14Z,3740000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M56.00S,2020-03-01T03:05:31.7Z,3,REGULAR,2pt,jumpshot,[],1627759,13.354139290407357,28.500306372549016,1610612738,64,61,2020-03-01T03:05:39Z,3750000,left,[BOS] Brown jumpshot: Missed,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,13.31,: Missed,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M53.00S,2020-03-01T03:05:34.7Z,3,REGULAR,rebound,defensive,[],201935,,,1610612745,64,61,2020-03-01T03:05:47Z,3760000,,[HOU] Harden defensive rebound (Off:0 Def:2),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,382.0,2.0,2.0,0.0,,,,,,,,,,,
384,PT06M42.00S,2020-03-01T03:05:45.1Z,3,REGULAR,3pt,jumpshot,[],203496,68.54467805519053,74.82383578431373,1610612745,64,61,2020-03-01T03:05:51Z,3770000,right,[HOU] Covington 3pt jumpshot: Missed,[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,27.79,: Missed,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M40.00S,2020-03-01T03:05:47.1Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,64,61,2020-03-01T03:05:51Z,3780000,,[BOS] Theis defensive rebound (Off:1 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,384.0,8.0,7.0,1.0,,,,,,,,,,,
386,PT06M33.00S,2020-03-01T03:05:54.9Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,64,61,2020-03-01T03:05:59Z,3790000,,[BOS] Tatum lostball turnover (3 TO) Steal: Westbrook (3 STL),"[1628369, 201566]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,3.0,Westbrook,201566.0,3.0,,,,,,,,,,,,,,,
388,PT06M28.00S,2020-03-01T03:05:59.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627863,93.9060446780552,50.55912990196079,1610612745,64,63,2020-03-01T03:06:19Z,3810000,right,[HOU] House Jr. dunk: Made (2 PTS) assist: Harden (5 AST),"[1627863, 201935]",1610612745.0,HOU,alleyoop,,,House Jr.,D. House Jr.,,,,,1.07,: Made,2.0,Harden,201935.0,5.0,,,,,,,,,,,,,,,,,,,
390,PT06M25.00S,2020-03-01T03:06:09.9Z,3,REGULAR,violation,delayofgame,['team'],0,,,1610612738,64,63,2020-03-01T03:06:23Z,3830000,,[HOU] Team violation delayofgame,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,200833.0,,,,,,,
391,PT06M11.00S,2020-03-01T03:06:35.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,15.850854139290407,39.28462009803921,1610612738,64,63,2020-03-01T03:10:22Z,3840000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,11.52,: Missed,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M09.00S,2020-03-01T03:06:37.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612745,64,63,2020-03-01T03:10:22Z,3850000,,[HOU] Covington defensive rebound (Off:0 Def:7),[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,391.0,7.0,7.0,0.0,,,,,,,,,,,
393,PT05M46.00S,2020-03-01T03:06:58.8Z,3,REGULAR,3pt,jumpshot,[],201935,72.09264126149803,78.50030637254902,1610612745,64,66,2020-03-01T03:07:05Z,3860000,right,[HOU] Harden 3pt shot: Made (17 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,25.82,: Made,17.0,,,,,,,,,,,,,,,,,,,,,,
394,PT05M25.00S,2020-03-01T03:07:23.4Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,64,66,2020-03-01T03:07:34Z,3870000,,[HOU] Tucker foul personal (2 PF) (Tatum 2freethrow),"[200782, 1628369]",1610612745.0,HOU,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Tatum,1628369.0,,,
396,PT05M25.00S,2020-03-01T03:07:48.9Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,65,66,2020-03-01T03:07:48Z,3890000,,[BOS] Tatum freethrow 1of2: Made (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,16.0,,,,,,,,,,,,,,,,,,,,,,
397,PT05M25.00S,2020-03-01T03:07:49.5Z,3,REGULAR,substitution,out,[],1627863,,,1610612738,65,66,2020-03-01T03:07:51Z,3900000,,[HOU] substitution House Jr. replaced by Gordon,"[1627863, 201569]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon,201569.0,
399,PT05M25.00S,2020-03-01T03:08:05.2Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,66,66,2020-03-01T03:08:05Z,3920000,,[BOS] Tatum freethrow 2of2: Made (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,17.0,,,,,,,,,,,,,,,,,,,,,,
400,PT05M15.00S,2020-03-01T03:08:16.7Z,3,REGULAR,3pt,jumpshot,[],201935,69.99014454664915,75.06893382352942,1610612745,66,66,2020-03-01T03:11:20Z,3930000,right,[HOU] Harden pullup 3pt jumpshot: Missed,[201935],1610612745.0,HOU,pullup,,,Harden,J. Harden,,,,,26.64,: Missed,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M13.00S,2020-03-01T03:08:18.7Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,66,66,2020-03-01T03:11:20Z,3940000,,[BOS] Theis defensive rebound (Off:1 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,400.0,9.0,8.0,1.0,,,,,,,,,,,
402,PT05M06.00S,2020-03-01T03:08:25.2Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627759,6.1268068331143235,98.59834558823529,1610612738,69,66,2020-03-01T03:08:33Z,3950000,left,[BOS] Brown 3pt shot: Made (16 PTS) assist: Tatum (3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.32,: Made,16.0,Tatum,1628369.0,3.0,,,,,,,,,,,,,,,,,,,
404,PT04M51.00S,2020-03-01T03:08:42.7Z,3,REGULAR,foul,personal,[],1628369,,,1610612745,69,66,2020-03-01T03:08:52Z,3970000,,[BOS] Tatum foul personal (1 PF),"[1628369, 201935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Harden,201935.0,,,
406,PT04M51.00S,2020-03-01T03:08:48.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612745,69,66,2020-03-01T03:08:59Z,3990000,,[BOS] substitution Tatum replaced by Langford,"[1628369, 1629641]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Langford,1629641.0,
