actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
167,PT10M35.00S,2019-12-31T20:37:19.5Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,18,28,2019-12-31T20:37:19Z,1670000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,,
168,PT10M32.00S,2019-12-31T20:37:23.2Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628370,28.465834428383708,20.902267156862745,1610612766,18,28,2019-12-31T20:37:32Z,1680000,145.0,215.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
169,PT10M27.00S,2019-12-31T20:37:28.2Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,18,28,2019-12-31T20:37:32Z,1690000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,
170,PT10M20.00S,2019-12-31T20:37:35.3Z,2,REGULAR,3pt,jumpshot,[],202954,66.5735873850197,49.333639705882355,1610612738,18,28,2019-12-31T20:37:38Z,1700000,-3.0,262.0,1,right,MISS B. Wanamaker 27' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
171,PT10M18.00S,2019-12-31T20:37:37.3Z,2,REGULAR,rebound,defensive,[],101107,,,1610612766,18,28,2019-12-31T20:37:38Z,1710000,,,0,,M. Williams REBOUND (Off:0 Def:2),[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,,,,,
172,PT09M58.00S,2019-12-31T20:37:57.6Z,2,REGULAR,3pt,jumpshot,[],1628984,28.33442838370565,77.51991421568627,1610612766,18,28,2019-12-31T20:38:06Z,1720000,-138.0,214.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
173,PT09M58.00S,2019-12-31T20:37:57.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,18,28,2019-12-31T20:38:06Z,1730000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,
174,PT09M58.00S,2019-12-31T20:38:02.9Z,2,REGULAR,foul,personal,[],202687,,,1610612738,18,28,2019-12-31T20:38:14Z,1740000,,,0,,B. Biyombo FOUL personal (1 PF),"[202687, 203935]",1610612766.0,CHA,looseball,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Smart,203935.0,,,,,
176,PT09M49.00S,2019-12-31T20:38:23.9Z,2,REGULAR,turnover,outofbounds,[],202954,,,1610612738,18,28,2019-12-31T20:38:31Z,1760000,,,0,,B. Wanamaker TURNOVER outofbounds (1 TOV),[202954],1610612738.0,BOS,badpass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2148.0,,,,,1.0,,,,
177,PT09M39.00S,2019-12-31T20:38:41.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628370,11.251642575558476,49.57873774509804,1610612766,18,28,2019-12-31T20:38:46Z,1770000,2.0,53.0,1,left,MISS M. Monk 6' layup Blocked,"[1628370, 202683]",1610612766.0,CHA,,,,Monk,M. Monk,,,,,5.88,Missed,,,,,,,,,,,,,,,,,Kanter,202683.0
178,PT09M39.00S,2019-12-31T20:38:41.8Z,2,REGULAR,block,,[],202683,,,1610612766,18,28,2019-12-31T20:38:43Z,1780000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M37.00S,2019-12-31T20:38:43.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,18,28,2019-12-31T20:38:46Z,1790000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,
180,PT09M32.00S,2019-12-31T20:38:49.1Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203935,93.77463863337714,2.2748161764705883,1610612738,18,28,2019-12-31T20:38:53Z,1800000,-239.0,6.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.89,Missed,,,,,,,,,,,,,,,,,,
181,PT09M30.00S,2019-12-31T20:38:51.1Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612766,18,28,2019-12-31T20:38:53Z,1810000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,,,
182,PT09M06.00S,2019-12-31T20:39:14.4Z,2,REGULAR,3pt,jumpshot,[],1628984,16.63929040735874,4.235600490196079,1610612766,21,28,2019-12-31T20:40:24Z,1820000,229.0,104.0,1,left,D. Graham 25' 3PT  (6 PTS),[1628984],1610612766.0,CHA,stepback,,,Graham,D. Graham,,,,,25.36,Made,6.0,,,,,,,,,,,,,,,,,
183,PT08M47.00S,2019-12-31T20:39:33.0Z,2,REGULAR,3pt,jumpshot,[],202330,67.49342969776609,44.18658088235294,1610612738,21,31,2019-12-31T20:39:36Z,1830000,-29.0,253.0,1,right,G. Hayward 26' 3PT  (5 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.02,Made,5.0,,,,,,,,,,,,,,,,,
184,PT08M35.00S,2019-12-31T20:39:46.0Z,2,REGULAR,3pt,jumpshot,[],1628998,31.488173455978973,68.94148284313727,1610612766,24,31,2019-12-31T20:39:50Z,1840000,-95.0,243.0,1,left,C. Martin 27' 3PT  (3 PTS) (B. Biyombo 1 AST),"[1628998, 202687]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,26.64,Made,3.0,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,
186,PT08M10.00S,2019-12-31T20:40:11.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,91.93495400788436,51.294424019607845,1610612738,24,33,2019-12-31T20:40:14Z,1860000,6.0,23.0,1,right,E. Kanter layup (5 PTS) (G. Hayward 1 AST),"[202683, 202330]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2.95,Made,5.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
188,PT08M00.00S,2019-12-31T20:40:24.5Z,2,REGULAR,foul,personal,[],202954,,,1610612766,24,33,2019-12-31T20:40:34Z,1880000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 1628984]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,204058.0,1.0,0.0,Graham,1628984.0,,,,,
190,PT08M00.00S,2019-12-31T20:40:33.2Z,2,REGULAR,substitution,out,[],1628370,,,1610612766,24,33,2019-12-31T20:40:42Z,1900000,,,0,,substitution out Monk,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M00.00S,2019-12-31T20:40:33.2Z,2,REGULAR,substitution,out,[],202687,,,1610612766,24,33,2019-12-31T20:40:42Z,1910000,,,0,,substitution out Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M00.00S,2019-12-31T20:40:33.2Z,2,REGULAR,substitution,out,[],202683,,,1610612766,24,33,2019-12-31T20:40:42Z,1920000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M00.00S,2019-12-31T20:40:33.2Z,2,REGULAR,substitution,in,[],1628407,,,1610612766,24,33,2019-12-31T20:40:42Z,1930000,,,0,,substitution in Bacon,[1628407],1610612766.0,CHA,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M00.00S,2019-12-31T20:40:33.2Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,24,33,2019-12-31T20:40:42Z,1940000,,,0,,substitution in Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M00.00S,2019-12-31T20:40:33.2Z,2,REGULAR,substitution,in,[],1628464,,,1610612766,24,33,2019-12-31T20:40:42Z,1950000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M49.00S,2019-12-31T20:41:02.1Z,2,REGULAR,violation,kickedball,[],1628464,,,1610612766,24,33,2019-12-31T20:41:21Z,1960000,,,0,,D. Theis violation kickedball,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,204058.0,,,,,,,,,
197,PT07M33.00S,2019-12-31T20:41:34.4Z,2,REGULAR,2pt,jumpshot,[],101107,25.312089356110377,26.294424019607842,1610612766,24,33,2019-12-31T20:41:38Z,1970000,119.0,185.0,1,left,MISS M. Williams 22' jumpshot,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,22.47,Missed,,,,,,,,,,,,,,,,,,
198,PT07M31.00S,2019-12-31T20:41:36.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,24,33,2019-12-31T20:41:36Z,1980000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,
199,PT07M26.00S,2019-12-31T20:41:41.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,92.59198423127464,48.10814950980392,1610612738,24,35,2019-12-31T20:43:26Z,1990000,-9.0,17.0,1,right,G. Hayward layup (7 PTS),[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,2.45,Made,7.0,,,,,,,,,,,,,,,,,
200,PT07M11.00S,2019-12-31T20:41:55.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628998,5.075558475689881,50.06893382352941,1610612766,26,35,2019-12-31T20:42:01Z,2000000,0.0,-5.0,1,left,C. Martin layup (5 PTS) (P. Washington 1 AST),"[1628998, 1629023]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,0.08,Made,5.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
201,PT07M04.00S,2019-12-31T20:42:06.4Z,2,REGULAR,foul,personal,[],1628407,,,1610612738,26,35,2019-12-31T20:42:28Z,2010000,,,0,,D. Bacon FOUL personal (1 PF),"[1628407, 1628400]",1610612766.0,CHA,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Ojeleye,1628400.0,,,,,
204,PT07M00.00S,2019-12-31T20:42:30.0Z,2,REGULAR,violation,delayofgame,['team'],0,,,1610612738,26,35,2019-12-31T20:42:37Z,2030000,,,0,,Team violation delayofgame,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,2148.0,,,,,,,,,
205,PT06M54.00S,2019-12-31T20:42:36.0Z,2,REGULAR,3pt,jumpshot,[],203935,89.83245729303549,96.8826593137255,1610612738,26,35,2019-12-31T20:42:41Z,2040000,234.0,43.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.94,Missed,,,,,,,,,,,,,,,,,,
206,PT06M49.00S,2019-12-31T20:42:41.0Z,2,REGULAR,rebound,defensive,[],1628407,,,1610612766,26,35,2019-12-31T20:42:41Z,2050000,,,0,,D. Bacon REBOUND (Off:0 Def:1),[1628407],1610612766.0,CHA,,,,Bacon,D. Bacon,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,
207,PT06M42.00S,2019-12-31T20:42:47.7Z,2,REGULAR,3pt,jumpshot,[],1628984,33.98488830486202,39.77481617647059,1610612766,26,35,2019-12-31T20:42:51Z,2060000,51.0,267.0,1,left,MISS D. Graham 28' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,
208,PT06M40.00S,2019-12-31T20:42:49.7Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,26,35,2019-12-31T20:42:51Z,2070000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,207.0,3.0,3.0,0.0,,,,,,,,,,
209,PT06M36.00S,2019-12-31T20:42:57.3Z,2,REGULAR,foul,personal,[],101107,,,1610612738,26,35,2019-12-31T20:43:08Z,2080000,,,0,,M. Williams FOUL personal (1 PF),"[101107, 203935]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,2148.0,1.0,0.0,Smart,203935.0,,,,,
211,PT06M36.00S,2019-12-31T20:43:09.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,26,35,2019-12-31T20:43:09Z,2100000,,,0,,timeout full,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,out,[],101107,,,1610612738,26,35,2019-12-31T20:45:33Z,2110000,,,0,,substitution out Williams,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,out,[],1628984,,,1610612738,26,35,2019-12-31T20:45:33Z,2120000,,,0,,substitution out Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,out,[],202954,,,1610612738,26,35,2019-12-31T20:45:33Z,2130000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,out,[],203935,,,1610612738,26,35,2019-12-31T20:45:33Z,2140000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,in,[],1628970,,,1610612738,26,35,2019-12-31T20:45:33Z,2150000,,,0,,substitution in Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,in,[],1626179,,,1610612738,26,35,2019-12-31T20:45:33Z,2160000,,,0,,substitution in Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,26,35,2019-12-31T20:45:33Z,2170000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M36.00S,2019-12-31T20:43:53.9Z,2,REGULAR,substitution,in,[],202689,,,1610612738,26,35,2019-12-31T20:45:33Z,2180000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M30.00S,2019-12-31T20:46:00.1Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,92.19776609724047,49.57873774509804,1610612738,26,37,2019-12-31T20:46:05Z,2190000,-2.0,21.0,1,right,D. Theis dunk (5 PTS) (G. Hayward 2 AST),"[1628464, 202330]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.64,Made,5.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
222,PT06M13.00S,2019-12-31T20:46:16.8Z,2,REGULAR,turnover,badpass,[],1629023,,,1610612766,26,37,2019-12-31T20:46:20Z,2210000,,,0,,P. Washington TURNOVER badpass (4 TOV) Stolen,"[1629023, 1628464]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,4.0,Theis,1628464.0,,
223,PT06M13.00S,2019-12-31T20:46:16.8Z,2,REGULAR,steal,,[],1628464,,,1610612738,26,37,2019-12-31T20:46:18Z,2220000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M05.00S,2019-12-31T20:46:25.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,91.80354796320631,49.333639705882355,1610612738,26,37,2019-12-31T20:46:29Z,2230000,-3.0,25.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,3.02,Missed,,,,,,,,,,,,,,,,,,
225,PT06M03.00S,2019-12-31T20:46:27.2Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,26,37,2019-12-31T20:46:29Z,2240000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,
226,PT05M54.00S,2019-12-31T20:46:35.5Z,2,REGULAR,3pt,jumpshot,[],1629023,29.517082785808146,26.784620098039213,1610612766,29,37,2019-12-31T20:46:39Z,2250000,116.0,225.0,1,left,P. Washington 26' 3PT  (6 PTS) (D. Bacon 1 AST),"[1629023, 1628407]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.81,Made,6.0,D. Bacon,1628407.0,1.0,,,,,,,,,,,,,,
228,PT05M36.00S,2019-12-31T20:46:53.0Z,2,REGULAR,3pt,jumpshot,[],1628400,89.43823915900131,95.41207107843137,1610612738,29,40,2019-12-31T20:46:58Z,2270000,227.0,47.0,1,right,S. Ojeleye 23' 3PT  (3 PTS) (G. Hayward 3 AST),"[1628400, 202330]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.3,Made,3.0,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,
230,PT05M20.00S,2019-12-31T20:47:10.0Z,2,REGULAR,3pt,jumpshot,[],1629023,31.225361366622867,36.34344362745098,1610612766,29,40,2019-12-31T20:47:13Z,2290000,68.0,241.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
231,PT05M18.00S,2019-12-31T20:47:12.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,40,2019-12-31T20:47:13Z,2300000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,
232,PT05M02.00S,2019-12-31T20:47:27.6Z,2,REGULAR,3pt,jumpshot,[],1628464,89.04402102496715,96.6375612745098,1610612738,29,40,2019-12-31T20:47:31Z,2310000,233.0,50.0,1,right,MISS D. Theis 24' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,
233,PT05M00.00S,2019-12-31T20:47:29.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,40,2019-12-31T20:47:31Z,2320000,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,232.0,3.0,3.0,0.0,,,,,,,,,,
234,PT04M52.00S,2019-12-31T20:47:37.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628407,8.360709592641262,49.08854166666667,1610612766,29,40,2019-12-31T20:48:11Z,2330000,5.0,26.0,1,left,MISS D. Bacon jumpshot,[1628407],1610612766.0,CHA,turnaroundfadeaway,,,Bacon,D. Bacon,,,,,3.19,Missed,,,,,,,,,,,,,,,,,,
235,PT04M50.00S,2019-12-31T20:47:39.2Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,29,40,2019-12-31T20:47:45Z,2340000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,,,
236,PT04M44.00S,2019-12-31T20:47:45.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,94.1688567674113,53.255208333333336,1610612738,29,40,2019-12-31T20:48:44Z,2350000,16.0,2.0,1,right,MISS K. Walker layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.81,Missed,,,,,,,,,,,,,,,,,,
237,PT04M42.00S,2019-12-31T20:47:47.5Z,2,REGULAR,rebound,defensive,[],1628407,,,1610612766,29,40,2019-12-31T20:47:48Z,2360000,,,0,,D. Bacon REBOUND (Off:0 Def:2),[1628407],1610612766.0,CHA,,,,Bacon,D. Bacon,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,
238,PT04M32.00S,2019-12-31T20:47:57.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628407,6.258212877792378,51.294424019607845,1610612766,29,40,2019-12-31T20:48:02Z,2370000,-6.0,6.0,1,left,MISS D. Bacon layup Blocked,"[1628407, 1628464]",1610612766.0,CHA,,,,Bacon,D. Bacon,,,,,1.35,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0
239,PT04M32.00S,2019-12-31T20:47:57.3Z,2,REGULAR,block,,[],1628464,,,1610612766,29,40,2019-12-31T20:47:59Z,2380000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M32.00S,2019-12-31T20:47:57.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,29,40,2019-12-31T20:48:02Z,2390000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,
241,PT04M32.00S,2019-12-31T20:48:02.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,29,40,2019-12-31T20:48:02Z,2400000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M32.00S,2019-12-31T20:48:06.7Z,2,REGULAR,substitution,out,[],1628998,,,1610612738,29,40,2019-12-31T20:48:14Z,2410000,,,0,,substitution out Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M32.00S,2019-12-31T20:48:06.7Z,2,REGULAR,substitution,in,[],1628984,,,1610612738,29,40,2019-12-31T20:48:14Z,2420000,,,0,,substitution in Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M17.00S,2019-12-31T20:48:32.0Z,2,REGULAR,3pt,jumpshot,[],202330,67.09921156373193,36.833639705882355,1610612738,29,43,2019-12-31T20:48:35Z,2430000,-66.0,257.0,1,right,G. Hayward 27' 3PT  (10 PTS) (S. Ojeleye 1 AST),"[202330, 1628400]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.04,Made,10.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,,,,,,
246,PT03M54.00S,2019-12-31T20:48:57.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628970,6.389618922470433,49.333639705882355,1610612766,31,43,2019-12-31T20:49:02Z,2450000,3.0,8.0,1,left,M. Bridges layup (6 PTS) (D. Graham 2 AST),"[1628970, 1628984]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.35,Made,6.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,
248,PT03M54.00S,2019-12-31T20:48:59.9Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612766,31,43,2019-12-31T20:49:13Z,2470000,,,0,,D. Theis FOUL personal (1 PF) (Bridges 1freethrow),"[1628464, 1628970]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,2148.0,1.0,0.0,Bridges,1628970.0,,,,,
250,PT03M54.00S,2019-12-31T20:49:21.7Z,2,REGULAR,freethrow,1of1,[],1628970,,,1610612766,32,43,2019-12-31T20:49:21Z,2490000,,,0,,M. Bridges freethrow 1of1 (7 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
251,PT03M42.00S,2019-12-31T20:49:36.7Z,2,REGULAR,turnover,badpass,[],202330,,,1610612738,32,43,2019-12-31T20:49:52Z,2500000,,,0,,G. Hayward TURNOVER badpass (2 TOV) Stolen,"[202330, 1629023]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,2.0,Washington,1629023.0,,
252,PT03M42.00S,2019-12-31T20:49:36.7Z,2,REGULAR,steal,,[],1629023,,,1610612766,32,43,2019-12-31T20:50:56Z,2510000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M37.00S,2019-12-31T20:49:42.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,6.783837056504599,48.353247549019606,1610612766,34,43,2019-12-31T20:52:48Z,2520000,8.0,11.0,1,left,P. Washington layup (8 PTS) (M. Bridges 2 AST),"[1629023, 1628970]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,1.87,Made,8.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
255,PT03M12.00S,2019-12-31T20:50:07.4Z,2,REGULAR,2pt,jumpshot,[],1628369,74.06373193166885,26.294424019607842,1610612738,34,43,2019-12-31T20:53:20Z,2540000,-119.0,191.0,1,right,MISS J. Tatum 23' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,
256,PT03M09.00S,2019-12-31T20:50:10.4Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612766,34,43,2019-12-31T20:50:12Z,2550000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,255.0,3.0,3.0,0.0,,,,,,,,,,
257,PT02M54.00S,2019-12-31T20:50:24.4Z,2,REGULAR,2pt,jumpshot,[],1628970,9.937582128777924,76.78462009803921,1610612766,36,43,2019-12-31T20:50:28Z,2560000,-134.0,41.0,1,left,M. Bridges 14' jumpshot (9 PTS) (T. Rozier 3 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,14.17,Made,9.0,T. Rozier,1626179.0,3.0,,,,,,,,,,,,,,
