actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
80,PT04M57.00S,2019-12-31T20:21:32.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,14,15,2019-12-31T20:21:50Z,800000,,,0,,Team defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,
81,PT04M57.00S,2019-12-31T20:21:37.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612766,14,15,2019-12-31T20:21:37Z,810000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M57.00S,2019-12-31T20:21:41.6Z,1,REGULAR,substitution,out,[],202330,,,1610612766,14,15,2019-12-31T20:21:52Z,820000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M57.00S,2019-12-31T20:21:41.6Z,1,REGULAR,substitution,out,[],203935,,,1610612766,14,15,2019-12-31T20:21:52Z,830000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M57.00S,2019-12-31T20:21:41.6Z,1,REGULAR,substitution,in,[],1629750,,,1610612766,14,15,2019-12-31T20:21:52Z,840000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M57.00S,2019-12-31T20:21:41.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612766,14,15,2019-12-31T20:21:52Z,850000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M47.00S,2019-12-31T20:22:04.9Z,1,REGULAR,turnover,traveling,[],1629023,,,1610612766,14,15,2019-12-31T20:22:15Z,860000,,,0,,P. Washington TURNOVER traveling (3 TOV),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,204058.0,,,,,3.0,,,,
87,PT04M20.00S,2019-12-31T20:22:46.1Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1629684,94.56307490144546,3.2552083333333335,1610612738,14,15,2019-12-31T20:22:49Z,870000,-234.0,-1.0,1,right,MISS G. Williams 23' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,
88,PT04M18.00S,2019-12-31T20:22:48.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,14,15,2019-12-31T20:22:48Z,880000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,
89,PT04M09.00S,2019-12-31T20:22:59.9Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612766,14,15,2019-12-31T20:23:29Z,890000,,,0,,G. Williams FOUL personal (1 PF) (Bridges 2freethrow),"[1629684, 1628970]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2148.0,1.0,0.0,Bridges,1628970.0,,,,,
91,PT04M09.00S,2019-12-31T20:23:30.2Z,1,REGULAR,freethrow,1of2,[],1628970,,,1610612766,15,15,2019-12-31T20:23:30Z,910000,,,0,,M. Bridges freethrow 1of2 (3 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
92,PT04M09.00S,2019-12-31T20:23:34.1Z,1,REGULAR,substitution,out,[],1628464,,,1610612766,15,15,2019-12-31T20:23:36Z,920000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M09.00S,2019-12-31T20:23:34.1Z,1,REGULAR,substitution,in,[],202683,,,1610612766,15,15,2019-12-31T20:23:36Z,930000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M09.00S,2019-12-31T20:23:51.8Z,1,REGULAR,freethrow,2of2,[],1628970,,,1610612766,16,15,2019-12-31T20:23:51Z,940000,,,0,,M. Bridges freethrow 2of2 (4 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
95,PT03M59.00S,2019-12-31T20:24:05.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202689,92.9862023653088,47.372855392156865,1610612738,16,17,2019-12-31T20:25:03Z,950000,-13.0,13.0,1,right,K. Walker layup (5 PTS),[202689],1610612738.0,BOS,drivingreverse,,,Walker,K. Walker,,,,,2.3,Made,5.0,,,,,,,,,,,,,,,,,
96,PT03M41.00S,2019-12-31T20:24:23.6Z,1,REGULAR,3pt,jumpshot,[],1628370,7.046649145860711,98.10814950980392,1610612766,16,17,2019-12-31T20:24:29Z,960000,-241.0,14.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,24.13,Missed,,,,,,,,,,,,,,,,,,
97,PT03M39.00S,2019-12-31T20:24:25.6Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,16,17,2019-12-31T20:24:29Z,970000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,
98,PT03M28.00S,2019-12-31T20:24:36.2Z,1,REGULAR,3pt,jumpshot,[],1628369,69.72733245729303,24.57873774509804,1610612738,16,20,2019-12-31T20:24:40Z,980000,-127.0,232.0,1,right,J. Tatum 27' 3PT  (10 PTS) (E. Kanter 1 AST),"[1628369, 202683]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.95,Made,10.0,E. Kanter,202683.0,1.0,,,,,,,,,,,,,,
100,PT03M07.00S,2019-12-31T20:24:57.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1626179,5.075558475689881,36.34344362745098,1610612766,16,20,2019-12-31T20:25:00Z,1000000,68.0,-5.0,1,left,MISS T. Rozier 7' layup,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,
101,PT03M06.00S,2019-12-31T20:24:58.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,16,20,2019-12-31T20:25:00Z,1010000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,
102,PT03M01.00S,2019-12-31T20:25:03.6Z,1,REGULAR,3pt,jumpshot,['fastbreak'],202689,68.67608409986859,73.10814950980392,1610612738,16,20,2019-12-31T20:25:09Z,1020000,116.0,242.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
103,PT02M59.00S,2019-12-31T20:25:05.6Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,16,20,2019-12-31T20:25:09Z,1030000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,102.0,4.0,4.0,0.0,,,,,,,,,,
104,PT02M52.00S,2019-12-31T20:25:11.8Z,1,REGULAR,2pt,jumpshot,[],1626179,15.588042049934298,23.353247549019606,1610612766,16,20,2019-12-31T20:25:17Z,1040000,133.0,94.0,1,left,MISS T. Rozier 17' jumpshot,[1626179],1610612766.0,CHA,bank,,,Rozier,T. Rozier,,,,,16.63,Missed,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2019-12-31T20:25:13.8Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612738,16,20,2019-12-31T20:25:17Z,1050000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT02M40.00S,2019-12-31T20:25:23.7Z,1,REGULAR,3pt,jumpshot,[],1629684,94.95729303547962,3.5003063725490198,1610612738,16,20,2019-12-31T20:25:28Z,1060000,-232.0,-5.0,1,right,MISS G. Williams 23' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,
107,PT02M39.00S,2019-12-31T20:25:24.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,16,20,2019-12-31T20:25:28Z,1070000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,106.0,5.0,5.0,0.0,,,,,,,,,,
108,PT02M28.00S,2019-12-31T20:25:36.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628370,12.434296977660972,58.40226715686274,1610612766,18,20,2019-12-31T20:25:40Z,1080000,-42.0,64.0,1,left,M. Monk 8' jumpshot (2 PTS),[1628370],1610612766.0,CHA,floating,,,Monk,M. Monk,,,,,8.15,Made,2.0,,,,,,,,,,,,,,,,,
109,PT02M28.00S,2019-12-31T20:25:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,20,2019-12-31T20:25:41Z,1090000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,out,[],1628970,,,1610612738,18,20,2019-12-31T20:28:18Z,1100000,,,0,,substitution out Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612738,18,20,2019-12-31T20:28:18Z,1110000,,,0,,substitution out Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,out,[],1629023,,,1610612738,18,20,2019-12-31T20:28:18Z,1120000,,,0,,substitution out Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,out,[],202689,,,1610612738,18,20,2019-12-31T20:28:18Z,1130000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,in,[],1628998,,,1610612738,18,20,2019-12-31T20:28:18Z,1140000,,,0,,substitution in Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,in,[],1628984,,,1610612738,18,20,2019-12-31T20:28:18Z,1150000,,,0,,substitution in Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,in,[],101107,,,1610612738,18,20,2019-12-31T20:28:18Z,1160000,,,0,,substitution in Williams,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M28.00S,2019-12-31T20:27:26.9Z,1,REGULAR,substitution,in,[],202954,,,1610612738,18,20,2019-12-31T20:28:18Z,1170000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M10.00S,2019-12-31T20:28:49.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.11760840998686,43.69638480392157,1610612738,18,20,2019-12-31T20:29:30Z,1180000,-32.0,12.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,3.61,Missed,,,,,,,,,,,,,,,,,,
119,PT02M07.00S,2019-12-31T20:28:52.0Z,1,REGULAR,rebound,defensive,[],101107,,,1610612766,18,20,2019-12-31T20:28:52Z,1190000,,,0,,M. Williams REBOUND (Off:0 Def:1),[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
120,PT01M56.00S,2019-12-31T20:29:02.9Z,1,REGULAR,3pt,jumpshot,[],1628370,17.559132720105126,3.990502450980392,1610612766,18,20,2019-12-31T20:29:06Z,1200000,230.0,113.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
121,PT01M53.00S,2019-12-31T20:29:05.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,18,20,2019-12-31T20:29:05Z,1210000,,,0,,E. Kanter REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,120.0,3.0,3.0,0.0,,,,,,,,,,
122,PT01M47.00S,2019-12-31T20:29:11.3Z,1,REGULAR,3pt,jumpshot,[],1628369,66.83639947437582,37.07873774509804,1610612738,18,23,2019-12-31T20:29:15Z,1220000,-65.0,259.0,1,right,J. Tatum 27' 3PT  (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.25,Made,13.0,,,,,,,,,,,,,,,,,
123,PT01M26.00S,2019-12-31T20:29:32.5Z,1,REGULAR,3pt,jumpshot,[],1628998,32.40801576872536,49.08854166666667,1610612766,18,23,2019-12-31T20:29:36Z,1230000,5.0,252.0,1,left,MISS C. Martin 26' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
124,PT01M24.00S,2019-12-31T20:29:34.5Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612738,18,23,2019-12-31T20:29:36Z,1240000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,
125,PT01M15.00S,2019-12-31T20:29:46.8Z,1,REGULAR,turnover,doubledribble,[],1629750,,,1610612738,18,23,2019-12-31T20:31:22Z,1250000,,,0,,J. Green TURNOVER doubledribble (1 TOV),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,2148.0,,,,,1.0,,,,
126,PT01M01.00S,2019-12-31T20:30:13.8Z,1,REGULAR,turnover,outofbounds,[],1628998,,,1610612766,18,23,2019-12-31T20:30:24Z,1260000,,,0,,C. Martin TURNOVER outofbounds (1 TOV),[1628998],1610612766.0,CHA,lostball,,,Martin,C. Martin,,,,,,,,,,,,,,,1628953.0,,,,,1.0,,,,
127,PT01M01.00S,2019-12-31T20:30:21.3Z,1,REGULAR,substitution,out,[],1629684,,,1610612738,18,23,2019-12-31T20:30:27Z,1270000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M01.00S,2019-12-31T20:30:21.3Z,1,REGULAR,substitution,in,[],1628400,,,1610612738,18,23,2019-12-31T20:30:27Z,1280000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M37.80S,2019-12-31T20:30:58.0Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1629750,69.20170827858082,71.8826593137255,1610612738,18,23,2019-12-31T20:35:44Z,1290000,109.0,237.0,1,right,MISS J. Green 27' 3PT,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
130,PT00M37.80S,2019-12-31T20:30:58.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,18,23,2019-12-31T20:35:44Z,1300000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,
131,PT00M37.80S,2019-12-31T20:31:02.2Z,1,REGULAR,turnover,shotclock,['team'],0,,,1610612738,18,23,2019-12-31T20:31:12Z,1310000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,
132,PT00M33.80S,2019-12-31T20:31:15.5Z,1,REGULAR,turnover,lostball,[],1628984,,,1610612766,18,23,2019-12-31T20:31:19Z,1320000,,,0,,D. Graham TURNOVER lostball (1 TOV) Stolen,"[1628984, 1629750]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,1.0,Green,1629750.0,,
133,PT00M33.80S,2019-12-31T20:31:15.5Z,1,REGULAR,steal,,[],1629750,,,1610612738,18,23,2019-12-31T20:34:49Z,1330000,,,0,,J. Green STEAL (1 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M23.00S,2019-12-31T20:31:28.7Z,1,REGULAR,foul,personal,['2freethrow'],203469,,,1610612738,18,23,2019-12-31T20:31:39Z,1340000,,,0,,C. Zeller FOUL personal (1 PF) (Kanter 2freethrow),"[203469, 202683]",1610612766.0,CHA,shooting,,,Zeller,C. Zeller,,,,,,,,,,,,,,,2148.0,1.0,0.0,Kanter,202683.0,,,,,
136,PT00M23.00S,2019-12-31T20:31:56.7Z,1,REGULAR,freethrow,1of2,['fromturnover'],202683,,,1610612738,18,23,2019-12-31T20:31:56Z,1360000,,,0,,MISS E. Kanter freethrow 1of2,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT00M23.00S,2019-12-31T20:31:56.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,18,23,2019-12-31T20:31:56Z,1370000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
138,PT00M23.00S,2019-12-31T20:31:57.7Z,1,REGULAR,substitution,out,[],1628998,,,1610612738,18,23,2019-12-31T20:32:10Z,1380000,,,0,,substitution out Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M23.00S,2019-12-31T20:31:57.7Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,18,23,2019-12-31T20:32:10Z,1390000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M23.00S,2019-12-31T20:31:57.7Z,1,REGULAR,substitution,out,[],1629750,,,1610612738,18,23,2019-12-31T20:32:10Z,1400000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M23.00S,2019-12-31T20:31:57.7Z,1,REGULAR,substitution,in,[],1626179,,,1610612738,18,23,2019-12-31T20:32:10Z,1410000,,,0,,substitution in Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M23.00S,2019-12-31T20:31:57.7Z,1,REGULAR,substitution,in,[],203935,,,1610612738,18,23,2019-12-31T20:32:10Z,1420000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M23.00S,2019-12-31T20:31:57.7Z,1,REGULAR,substitution,in,[],202330,,,1610612738,18,23,2019-12-31T20:32:10Z,1430000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M23.00S,2019-12-31T20:32:22.8Z,1,REGULAR,freethrow,2of2,['fromturnover'],202683,,,1610612738,18,24,2019-12-31T20:32:22Z,1440000,,,0,,E. Kanter freethrow 2of2 (1 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
145,PT00M12.00S,2019-12-31T20:32:38.1Z,1,REGULAR,foul,personal,[],203935,,,1610612766,18,24,2019-12-31T20:32:59Z,1450000,,,0,,M. Smart FOUL personal (1 PF),"[203935, 1628984]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,204058.0,1.0,0.0,Graham,1628984.0,,,,,
147,PT00M04.70S,2019-12-31T20:33:05.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626179,16.113666228646515,36.09834558823529,1610612766,18,24,2019-12-31T20:33:11Z,1470000,70.0,99.0,1,left,MISS T. Rozier 13' jumpshot,[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,12.55,Missed,,,,,,,,,,,,,,,,,,
148,PT00M02.60S,2019-12-31T20:33:07.9Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,18,24,2019-12-31T20:33:07Z,1480000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,,,,,
149,PT00M00.00S,2019-12-31T20:33:12.3Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203935,44.76018396846255,75.3140318627451,1610612738,18,24,2019-12-31T20:34:27Z,1490000,127.0,467.0,1,right,MISS M. Smart 49' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,48.9,Missed,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2019-12-31T20:33:12.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,18,24,2019-12-31T20:34:27Z,1500000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,
151,PT00M00.00S,2019-12-31T20:33:25.7Z,1,REGULAR,period,end,[],0,,,1610612738,18,24,2019-12-31T20:33:25Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2019-12-31T20:35:24.2Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612738,18,24,2019-12-31T20:35:55Z,1520000,,,0,,substitution out Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2019-12-31T20:35:24.2Z,2,REGULAR,substitution,out,['startperiod'],1626179,,,1610612738,18,24,2019-12-31T20:35:55Z,1530000,,,0,,substitution out Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2019-12-31T20:35:24.2Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612738,18,24,2019-12-31T20:35:55Z,1540000,,,0,,substitution in Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2019-12-31T20:35:24.2Z,2,REGULAR,substitution,in,['startperiod'],202687,,,1610612738,18,24,2019-12-31T20:35:55Z,1550000,,,0,,substitution in Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2019-12-31T20:35:56.2Z,2,REGULAR,period,start,[],0,,,1610612738,18,24,2019-12-31T20:35:56Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M47.00S,2019-12-31T20:36:08.5Z,2,REGULAR,3pt,jumpshot,[],203935,66.3107752956636,40.510110294117645,1610612738,18,24,2019-12-31T20:36:12Z,1570000,-47.0,264.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,
158,PT11M45.00S,2019-12-31T20:36:10.5Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612766,18,24,2019-12-31T20:36:12Z,1580000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,
159,PT11M32.00S,2019-12-31T20:36:23.2Z,2,REGULAR,2pt,jumpshot,[],202687,8.09789750328515,30.706188725490197,1610612766,18,24,2019-12-31T20:36:26Z,1590000,96.0,24.0,1,left,MISS B. Biyombo 10' jumpshot,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,10.08,Missed,,,,,,,,,,,,,,,,,,
160,PT11M30.00S,2019-12-31T20:36:25.2Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,18,24,2019-12-31T20:36:26Z,1600000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,
161,PT11M24.00S,2019-12-31T20:36:31.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,92.9862023653088,48.353247549019606,1610612738,18,26,2019-12-31T20:36:40Z,1610000,-8.0,13.0,1,right,B. Wanamaker layup (2 PTS),[202954],1610612738.0,BOS,drivingfingerroll,,,Wanamaker,B. Wanamaker,,,,,2.06,Made,2.0,,,,,,,,,,,,,,,,,
162,PT11M05.00S,2019-12-31T20:36:50.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628984,6.389618922470433,51.294424019607845,1610612766,18,26,2019-12-31T20:36:54Z,1620000,-6.0,8.0,1,left,MISS D. Graham layup,[1628984],1610612766.0,CHA,driving,,,Graham,D. Graham,,,,,1.46,Missed,,,,,,,,,,,,,,,,,,
163,PT11M03.00S,2019-12-31T20:36:52.6Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,18,26,2019-12-31T20:36:54Z,1630000,,,0,,E. Kanter REBOUND (Off:0 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,162.0,4.0,4.0,0.0,,,,,,,,,,
164,PT10M59.00S,2019-12-31T20:36:56.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202683,92.85479632063075,50.55912990196079,1610612738,18,28,2019-12-31T20:37:02Z,1640000,3.0,15.0,1,right,E. Kanter layup (3 PTS) (M. Smart 3 AST),"[202683, 203935]",1610612738.0,BOS,running,,,Kanter,E. Kanter,,,,,2.04,Made,3.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
166,PT10M38.00S,2019-12-31T20:37:17.7Z,2,REGULAR,3pt,jumpshot,[],101107,7.440867279894875,96.8826593137255,1610612766,18,28,2019-12-31T20:37:21Z,1660000,-234.0,17.0,1,left,MISS M. Williams 24' 3PT,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
