actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
82,PT04M37.00S,2020-01-16T00:24:04.9Z,1,REGULAR,rebound,defensive,[],1629635,,,1610612765,14,18,2020-01-16T00:24:09Z,820000,,,0,,S. Doumbouya REBOUND (Off:0 Def:1),[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,
83,PT04M30.00S,2020-01-16T00:24:11.4Z,1,REGULAR,3pt,jumpshot,['fastbreak'],1629635,24.78646517739816,87.07873774509804,1610612765,14,18,2020-01-16T00:24:19Z,830000,-185.0,180.0,1,left,MISS S. Doumbouya 26' 3PT,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2020-01-16T00:24:13.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,14,18,2020-01-16T00:24:19Z,840000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,
85,PT04M18.00S,2020-01-16T00:24:23.9Z,1,REGULAR,2pt,jumpshot,[],202683,93.64323258869908,72.61795343137256,1610612738,14,18,2020-01-16T00:30:12Z,850000,113.0,7.0,1,right,MISS E. Kanter 11' jumpshot,[202683],1610612738.0,BOS,floating,,,Kanter,E. Kanter,,,,,11.38,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M15.00S,2020-01-16T00:24:26.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612765,14,18,2020-01-16T00:24:30Z,860000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,
87,PT04M12.00S,2020-01-16T00:24:30.1Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629635,7.703679369250986,47.86305147058824,1610612765,14,20,2020-01-16T00:30:49Z,870000,11.0,20.0,1,left,S. Doumbouya dunk (7 PTS) (B. Brown 1 AST),"[1629635, 1628971]",1610612765.0,DET,cutting,,,Doumbouya,S. Doumbouya,,,,,2.76,Made,7.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,,
89,PT04M12.00S,2020-01-16T00:24:36.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,14,20,2020-01-16T00:24:36Z,890000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,14,20,2020-01-16T00:27:12Z,900000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,out,[],203935,,,1610612738,14,20,2020-01-16T00:27:12Z,910000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,out,[],1628971,,,1610612738,14,20,2020-01-16T00:27:12Z,920000,,,0,,substitution out Brown,[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,out,[],201565,,,1610612738,14,20,2020-01-16T00:27:12Z,930000,,,0,,substitution out Rose,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,in,[],202954,,,1610612738,14,20,2020-01-16T00:27:12Z,940000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,in,[],1629641,,,1610612738,14,20,2020-01-16T00:27:12Z,950000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,in,[],1629004,,,1610612738,14,20,2020-01-16T00:27:12Z,960000,,,0,,substitution in Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M12.00S,2020-01-16T00:26:54.1Z,1,REGULAR,substitution,in,[],204025,,,1610612738,14,20,2020-01-16T00:27:12Z,970000,,,0,,substitution in Frazier,[204025],1610612765.0,DET,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M52.00S,2020-01-16T00:27:44.7Z,1,REGULAR,2pt,jumpshot,[],202330,76.69185282522996,62.56893382352941,1610612738,16,20,2020-01-16T00:27:50Z,980000,63.0,167.0,1,right,G. Hayward 18' jumpshot (6 PTS),[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,18.32,Made,6.0,,,,,,,,,,,,,,,,,,
99,PT03M32.00S,2020-01-16T00:28:04.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203083,13.87976346911958,53.50030637254902,1610612765,16,22,2020-01-16T00:31:31Z,990000,-18.0,78.0,1,left,A. Drummond 9' jumpshot (2 PTS) (S. Mykhailiuk 1 AST),"[203083, 1629004]",1610612765.0,DET,floating,,,Drummond,A. Drummond,,,,,8.53,Made,2.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,,,
101,PT03M16.00S,2020-01-16T00:28:20.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629641,91.93495400788436,64.03952205882352,1610612738,16,22,2020-01-16T00:28:36Z,1010000,70.0,23.0,1,right,MISS R. Langford 8' layup,[1629641],1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,7.59,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M13.00S,2020-01-16T00:28:23.5Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612765,16,22,2020-01-16T00:28:36Z,1020000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,
103,PT03M03.00S,2020-01-16T00:28:33.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629635,9.674770039421814,51.78462009803921,1610612765,16,24,2020-01-16T00:32:09Z,1030000,-9.0,38.0,1,left,S. Doumbouya layup (9 PTS) (S. Mykhailiuk 2 AST),"[1629635, 1629004]",1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,4.48,Made,9.0,S. Mykhailiuk,1629004.0,2.0,,,,,,,,,,,,,,,
104,PT02M49.00S,2020-01-16T00:28:47.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.24901445466492,46.88265931372549,1610612738,18,24,2020-01-16T00:28:55Z,1040000,-16.0,11.0,1,right,K. Walker layup (8 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,2.27,Made,8.0,,,,,,,,,,,,,,,,,,
106,PT02M29.00S,2020-01-16T00:29:09.8Z,1,REGULAR,foul,offensive,[],203083,,,1610612765,18,24,2020-01-16T00:29:25Z,1050000,,,0,,A. Drummond FOUL offensive (2 PF),"[203083, 1629641]",1610612765.0,DET,charge,,,Drummond,A. Drummond,,,,,,,,,,,2003.0,2.0,0.0,Langford,1629641.0,,,,,,,,,,
108,PT02M29.00S,2020-01-16T00:29:09.8Z,1,REGULAR,turnover,offensivefoul,[],203083,,,1610612765,18,24,2020-01-16T00:29:09Z,1070000,,,0,,A. Drummond TURNOVER offensivefoul (2 TOV),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,2003.0,,,,,,,,,2.0,,,,,
109,PT02M29.00S,2020-01-16T00:29:25.7Z,1,REGULAR,substitution,out,[],203083,,,1610612738,18,24,2020-01-16T00:29:28Z,1080000,,,0,,substitution out Drummond,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M29.00S,2020-01-16T00:29:25.7Z,1,REGULAR,substitution,in,[],1626174,,,1610612738,18,24,2020-01-16T00:29:28Z,1090000,,,0,,substitution in Wood,[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M15.00S,2020-01-16T00:29:46.6Z,1,REGULAR,2pt,jumpshot,['fromturnover'],202330,89.22470433639947,27.89905024509804,1610612738,18,24,2020-01-16T00:32:56Z,1100000,-111.0,49.0,1,right,MISS G. Hayward 12' jumpshot,[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,12.31,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M11.00S,2020-01-16T00:29:50.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612765,18,24,2020-01-16T00:29:56Z,1110000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,
113,PT02M07.00S,2020-01-16T00:29:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612765,18,24,2020-01-16T00:30:09Z,1120000,,,0,,R. Langford FOUL personal (1 PF) (Mykhailiuk 2freethrow),"[1629641, 1629004]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,2002.0,1.0,0.0,Mykhailiuk,1629004.0,,,,,,,,,,
115,PT02M07.00S,2020-01-16T00:30:22.2Z,1,REGULAR,freethrow,1of2,[],1629004,,,1610612765,18,25,2020-01-16T00:30:58Z,1140000,,,0,,S. Mykhailiuk freethrow 1of2 (1 PTS),[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
116,PT02M07.00S,2020-01-16T00:30:23.3Z,1,REGULAR,substitution,out,[],202689,,,1610612765,18,25,2020-01-16T00:30:33Z,1150000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M07.00S,2020-01-16T00:30:23.3Z,1,REGULAR,substitution,out,[],203503,,,1610612765,18,25,2020-01-16T00:30:33Z,1160000,,,0,,substitution out Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M07.00S,2020-01-16T00:30:23.3Z,1,REGULAR,substitution,in,[],1629684,,,1610612765,18,25,2020-01-16T00:30:33Z,1170000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M07.00S,2020-01-16T00:30:23.3Z,1,REGULAR,substitution,in,[],204038,,,1610612765,18,25,2020-01-16T00:30:33Z,1180000,,,0,,substitution in Galloway,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M07.00S,2020-01-16T00:30:40.7Z,1,REGULAR,substitution,out,[],1629635,,,1610612765,18,25,2020-01-16T00:30:45Z,1190000,,,0,,substitution out Doumbouya,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M07.00S,2020-01-16T00:30:40.7Z,1,REGULAR,substitution,in,[],202693,,,1610612765,18,25,2020-01-16T00:30:45Z,1200000,,,0,,substitution in Morris,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M07.00S,2020-01-16T00:30:22.2Z,1,REGULAR,freethrow,2of2,[],1629004,,,1610612765,18,25,2020-01-16T00:30:58Z,1210000,,,0,,MISS S. Mykhailiuk freethrow 2of2,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M07.00S,2020-01-16T00:30:22.2Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,18,25,2020-01-16T00:30:58Z,1220000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,
124,PT01M56.00S,2020-01-16T00:31:03.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,87.59855453350855,63.30422794117647,1610612738,18,25,2020-01-16T00:31:09Z,1230000,67.0,64.0,1,right,MISS B. Wanamaker 10' jumpshot,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,9.63,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M53.00S,2020-01-16T00:31:06.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612765,18,25,2020-01-16T00:31:09Z,1240000,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,
126,PT01M44.00S,2020-01-16T00:31:19.4Z,1,REGULAR,foul,personal,['2freethrow'],202954,,,1610612765,18,25,2020-01-16T00:31:27Z,1250000,,,0,,B. Wanamaker FOUL personal (1 PF) (Morris 2freethrow),"[202954, 202693]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,2003.0,1.0,0.0,Morris,202693.0,,,,,,,,,,
128,PT01M44.00S,2020-01-16T00:31:38.3Z,1,REGULAR,freethrow,1of2,[],202693,,,1610612765,18,26,2020-01-16T00:31:38Z,1270000,,,0,,M. Morris freethrow 1of2 (1 PTS),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
129,PT01M44.00S,2020-01-16T00:31:52.9Z,1,REGULAR,freethrow,2of2,[],202693,,,1610612765,18,27,2020-01-16T00:31:52Z,1280000,,,0,,M. Morris freethrow 2of2 (2 PTS),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
130,PT01M32.00S,2020-01-16T00:32:08.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,92.11563731931669,45.8984375,1610612738,20,27,2020-01-16T00:32:18Z,1290000,-21.0,22.0,1,right,G. Hayward layup (8 PTS) (G. Williams 1 AST),"[202330, 1629684]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,3.4,Made,8.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,,
132,PT01M20.00S,2020-01-16T00:32:20.5Z,1,REGULAR,3pt,jumpshot,[],1626174,21.895532194480946,91.49050245098039,1610612765,20,27,2020-01-16T00:32:25Z,1310000,-207.0,153.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M18.00S,2020-01-16T00:32:22.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,27,2020-01-16T00:32:25Z,1320000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,
134,PT01M05.00S,2020-01-16T00:32:35.4Z,1,REGULAR,2pt,hook,['pointsinthepaint'],202683,93.11760840998686,47.372855392156865,1610612738,22,27,2020-01-16T00:32:43Z,1330000,-13.0,12.0,1,right,E. Kanter hook (2 PTS),[202683],1610612738.0,BOS,driving,,,Kanter,E. Kanter,,,,,2.2,Made,2.0,,,,,,,,,,,,,,,,,,
135,PT00M49.50S,2020-01-16T00:32:52.1Z,1,REGULAR,3pt,jumpshot,[],1629004,17.95335085413929,94.921875,1610612765,22,27,2020-01-16T00:32:58Z,1340000,-225.0,116.0,1,left,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M46.70S,2020-01-16T00:32:54.9Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,22,27,2020-01-16T00:32:58Z,1350000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,
137,PT00M33.60S,2020-01-16T00:33:08.9Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,91.14651773981603,61.34344362745098,1610612738,24,27,2020-01-16T00:33:15Z,1360000,57.0,31.0,1,right,G. Hayward 7' jumpshot (10 PTS),[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,6.73,Made,10.0,,,,,,,,,,,,,,,,,,
138,PT00M26.00S,2020-01-16T00:33:29.4Z,1,REGULAR,3pt,jumpshot,[],202693,5.075558475689881,3.990502450980392,1610612765,24,27,2020-01-16T00:33:38Z,1370000,230.0,-5.0,1,left,MISS M. Morris 23' 3PT,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M23.80S,2020-01-16T00:33:31.6Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,24,27,2020-01-16T00:33:38Z,1380000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,138.0,3.0,3.0,0.0,,,,,,
140,PT00M07.20S,2020-01-16T00:33:49.7Z,1,REGULAR,foul,personal,[],204025,,,1610612738,24,27,2020-01-16T00:34:00Z,1390000,,,0,,T. Frazier FOUL personal (1 PF),"[204025, 202330]",1610612765.0,DET,take,,,Frazier,T. Frazier,,,,,,,,,,,2003.0,1.0,0.0,Hayward,202330.0,,,,,,,,,,
142,PT00M01.10S,2020-01-16T00:34:14.6Z,1,REGULAR,2pt,jumpshot,[],1629684,93.9060446780552,16.00030637254902,1610612738,24,27,2020-01-16T00:36:11Z,1410000,-170.0,5.0,1,right,MISS G. Williams 17' jumpshot Blocked,"[1629684, 202693]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,17.03,Missed,,,,,,,,,,,,,,,,,Morris,202693.0,
143,PT00M01.10S,2020-01-16T00:34:14.6Z,1,REGULAR,block,,[],202693,,,1610612738,24,27,2020-01-16T00:34:17Z,1420000,,,0,,M. Morris BLOCK (1 BLK),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M00.10S,2020-01-16T00:34:15.6Z,1,REGULAR,rebound,defensive,[],202693,,,1610612765,24,27,2020-01-16T00:34:28Z,1430000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,
145,PT00M00.00S,2020-01-16T00:34:18.2Z,1,REGULAR,period,end,[],0,,,1610612765,24,27,2020-01-16T00:34:18Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2020-01-16T00:36:32.4Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612765,24,27,2020-01-16T00:36:47Z,1450000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2020-01-16T00:36:32.4Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612765,24,27,2020-01-16T00:36:47Z,1460000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2020-01-16T00:36:53.5Z,2,REGULAR,period,start,[],0,,,1610612765,24,27,2020-01-16T00:36:53Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M45.00S,2020-01-16T00:37:08.1Z,2,REGULAR,3pt,jumpshot,[],1629004,25.969119579500656,80.4610906862745,1610612765,24,27,2020-01-16T00:37:15Z,1480000,-152.0,192.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
150,PT11M42.00S,2020-01-16T00:37:11.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,24,27,2020-01-16T00:37:15Z,1490000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,
151,PT11M36.00S,2020-01-16T00:37:16.6Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,67.36202365308804,45.65716911764706,1610612738,24,27,2020-01-16T00:37:26Z,1500000,-22.0,254.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
152,PT11M34.00S,2020-01-16T00:37:18.6Z,2,REGULAR,rebound,defensive,[],204025,,,1610612765,24,27,2020-01-16T00:37:26Z,1510000,,,0,,T. Frazier REBOUND (Off:0 Def:1),[204025],1610612765.0,DET,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,
153,PT11M28.00S,2020-01-16T00:37:25.5Z,2,REGULAR,3pt,jumpshot,['fastbreak'],204038,21.895532194480946,9.38265931372549,1610612765,24,27,2020-01-16T00:37:40Z,1520000,203.0,153.0,1,left,MISS L. Galloway 26' 3PT,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M26.00S,2020-01-16T00:37:27.5Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,24,27,2020-01-16T00:37:40Z,1530000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,
155,PT11M07.00S,2020-01-16T00:37:46.0Z,2,REGULAR,2pt,hook,['pointsinthepaint'],202683,92.59198423127464,39.5297181372549,1610612738,24,27,2020-01-16T00:37:52Z,1540000,-52.0,17.0,1,right,MISS E. Kanter 6' hook,[202683],1610612738.0,BOS,turnaround,,,Kanter,E. Kanter,,,,,5.71,Missed,,,,,,,,,,,,,,,,,,,
156,PT11M05.00S,2020-01-16T00:37:48.0Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612765,24,27,2020-01-16T00:37:52Z,1550000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,,,,,,,,,,,,155.0,3.0,3.0,0.0,,,,,,
181,PT10M52.00S,2020-01-16T00:37:55.0Z,2,REGULAR,turnover,badpass,[],1626174,,,1610612765,24,27,2020-01-16T00:44:25Z,1555000,,,0,,C. Wood TURNOVER badpass (1 TOV),[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,1.0,,,,,
157,PT10M50.00S,2020-01-16T00:38:04.0Z,2,REGULAR,foul,personal,[],204038,,,1610612738,24,27,2020-01-16T00:44:25Z,1560000,,,0,,L. Galloway FOUL personal (1 PF),"[204038, 202683]",1610612765.0,DET,looseball,,,Galloway,L. Galloway,,,,,,,,,,,2002.0,1.0,0.0,Kanter,202683.0,,,,,,,,,,
160,PT10M34.00S,2020-01-16T00:38:38.8Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",202683,94.30026281208936,48.353247549019606,1610612738,26,27,2020-01-16T00:44:25Z,1590000,-8.0,1.0,1,right,E. Kanter dunk (4 PTS) (J. Brown 1 AST),"[202683, 1627759]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,1.05,Made,4.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
162,PT10M16.00S,2020-01-16T00:38:56.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202693,18.922470433639948,37.82169117647059,1610612765,26,29,2020-01-16T00:39:03Z,1610000,61.0,125.0,1,left,M. Morris 14' jumpshot (4 PTS),[202693],1610612765.0,DET,turnaround,,,Morris,M. Morris,,,,,14.44,Made,4.0,,,,,,,,,,,,,,,,,,
164,PT10M02.00S,2020-01-16T00:39:11.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,93.82391590013141,46.74096200980392,1610612738,28,29,2020-01-16T00:39:20Z,1630000,-16.0,6.0,1,right,B. Wanamaker layup (2 PTS),[202954],1610612738.0,BOS,drivingfingerroll,,,Wanamaker,B. Wanamaker,,,,,1.97,Made,2.0,,,,,,,,,,,,,,,,,,
165,PT09M43.00S,2020-01-16T00:39:30.1Z,2,REGULAR,2pt,jumpshot,[],204038,13.14060446780552,32.689950980392155,1610612765,28,29,2020-01-16T00:39:38Z,1640000,87.0,71.0,1,left,MISS L. Galloway 12' jumpshot,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,11.56,Missed,,,,,,,,,,,,,,,,,,,
166,PT09M41.00S,2020-01-16T00:39:32.1Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,28,29,2020-01-16T00:39:38Z,1650000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,
167,PT09M26.00S,2020-01-16T00:39:47.4Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,88.96189224704337,60.87622549019608,1610612738,30,29,2020-01-16T00:39:55Z,1660000,54.0,51.0,1,right,B. Wanamaker 8' jumpshot (4 PTS),[202954],1610612738.0,BOS,drivingfloatingbank,,,Wanamaker,B. Wanamaker,,,,,7.86,Made,4.0,,,,,,,,,,,,,,,,,,
168,PT09M19.00S,2020-01-16T00:39:57.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,30,29,2020-01-16T00:39:57Z,1670000,,,0,,timeout full,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M12.00S,2020-01-16T00:43:00.5Z,2,REGULAR,3pt,jumpshot,[],202693,29.6484888304862,24.333639705882355,1610612765,30,32,2020-01-16T00:43:11Z,1680000,128.0,226.0,1,left,M. Morris 26' 3PT  (7 PTS) (S. Mykhailiuk 3 AST),"[202693, 1629004]",1610612765.0,DET,,,,Morris,M. Morris,,,,,26.49,Made,7.0,S. Mykhailiuk,1629004.0,3.0,,,,,,,,,,,,,,,
