actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
171,PT08M48.00S,2020-01-16T00:43:24.3Z,2,REGULAR,3pt,jumpshot,[],1627759,78.40013140604468,11.098345588235293,1610612738,33,32,2020-01-16T00:43:30Z,1700000,-195.0,151.0,1,right,J. Brown 25' 3PT  (6 PTS) (B. Wanamaker 1 AST),"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.93,Made,6.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
173,PT08M38.00S,2020-01-16T00:43:34.4Z,2,REGULAR,3pt,jumpshot,[],202693,29.568413272010513,70.92524509803921,1610612765,33,35,2020-01-16T00:43:40Z,1720000,-105.0,225.0,1,left,M. Morris 25' 3PT  (10 PTS) (T. Frazier 1 AST),"[202693, 204025]",1610612765.0,DET,,,,Morris,M. Morris,,,,,25.35,Made,10.0,T. Frazier,204025.0,1.0,,,,,,,,,,,,,,,
175,PT08M20.00S,2020-01-16T00:43:53.6Z,2,REGULAR,2pt,layup,[],1629684,89.30683311432325,33.892463235294116,1610612738,33,35,2020-01-16T00:46:25Z,1740000,-81.0,48.0,1,right,MISS G. Williams 10' layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,9.67,Missed,,,,,,,,,,,,,,,,,,,
176,PT08M16.00S,2020-01-16T00:43:57.6Z,2,REGULAR,rebound,defensive,[],204038,,,1610612765,33,35,2020-01-16T00:44:08Z,1750000,,,0,,L. Galloway REBOUND (Off:0 Def:1),[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,
177,PT08M07.00S,2020-01-16T00:44:05.5Z,2,REGULAR,3pt,jumpshot,[],204038,28.07161629434954,78.99050245098039,1610612765,33,35,2020-01-16T00:44:13Z,1760000,-145.0,211.0,1,left,MISS L. Galloway 26' 3PT,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
178,PT08M04.00S,2020-01-16T00:44:08.5Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,33,35,2020-01-16T00:44:13Z,1770000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,177.0,3.0,3.0,0.0,,,,,,
179,PT07M56.00S,2020-01-16T00:44:16.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.51182654402102,61.09834558823529,1610612738,35,35,2020-01-16T00:44:22Z,1780000,55.0,8.0,1,right,E. Kanter 6' layup (6 PTS) (B. Wanamaker 2 AST),"[202683, 202954]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,5.72,Made,6.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,,,,,
182,PT07M46.00S,2020-01-16T00:44:26.4Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1626174,7.835085413929041,50.06893382352941,1610612765,35,37,2020-01-16T00:44:33Z,1800000,0.0,21.0,1,left,C. Wood dunk (2 PTS) (T. Frazier 2 AST),"[1626174, 204025]",1610612765.0,DET,alleyoop,,,Wood,C. Wood,,,,,2.66,Made,2.0,T. Frazier,204025.0,2.0,,,,,,,,,,,,,,,
184,PT07M30.00S,2020-01-16T00:44:42.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,91.40932982917214,46.63756127450981,1610612738,37,37,2020-01-16T00:44:46Z,1820000,-17.0,28.0,1,right,J. Brown layup (8 PTS),[1627759],1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,3.77,Made,8.0,,,,,,,,,,,,,,,,,,
185,PT07M13.00S,2020-01-16T00:44:59.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626174,17.296320630749015,44.43167892156863,1610612765,37,37,2020-01-16T00:47:36Z,1830000,28.0,110.0,1,left,MISS C. Wood 12' jumpshot Blocked,"[1626174, 202683]",1610612765.0,DET,floating,,,Wood,C. Wood,,,,,11.89,Missed,,,,,,,,,,,,,,,,,Kanter,202683.0,
186,PT07M13.00S,2020-01-16T00:44:59.6Z,2,REGULAR,block,,[],202683,,,1610612765,37,37,2020-01-16T00:45:01Z,1840000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT07M10.00S,2020-01-16T00:45:02.6Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,37,37,2020-01-16T00:45:05Z,1850000,,,0,,E. Kanter REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,185.0,3.0,3.0,0.0,,,,,,
188,PT07M06.00S,2020-01-16T00:45:05.9Z,2,REGULAR,3pt,jumpshot,[],202954,65.65374507227332,44.676776960784316,1610612738,37,37,2020-01-16T00:47:52Z,1860000,-27.0,270.0,1,right,MISS B. Wanamaker 28' 3PT,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,,
189,PT07M04.00S,2020-01-16T00:45:07.9Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,37,37,2020-01-16T00:45:14Z,1870000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,188.0,4.0,3.0,1.0,,,,,,
190,PT06M58.00S,2020-01-16T00:45:17.2Z,2,REGULAR,turnover,traveling,[],202954,,,1610612738,37,37,2020-01-16T00:45:21Z,1880000,,,0,,B. Wanamaker TURNOVER traveling (1 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,2002.0,,,,,,,,,1.0,,,,,
191,PT06M58.00S,2020-01-16T00:45:23.5Z,2,REGULAR,substitution,out,[],1629641,,,1610612765,37,37,2020-01-16T00:45:32Z,1890000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT06M58.00S,2020-01-16T00:45:23.5Z,2,REGULAR,substitution,out,[],1626174,,,1610612765,37,37,2020-01-16T00:45:32Z,1900000,,,0,,substitution out Wood,[1626174],1610612765.0,DET,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT06M58.00S,2020-01-16T00:45:23.5Z,2,REGULAR,substitution,in,[],203935,,,1610612765,37,37,2020-01-16T00:45:32Z,1910000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M58.00S,2020-01-16T00:45:23.5Z,2,REGULAR,substitution,in,[],203083,,,1610612765,37,37,2020-01-16T00:45:32Z,1920000,,,0,,substitution in Drummond,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M47.00S,2020-01-16T00:45:48.2Z,2,REGULAR,2pt,jumpshot,['fromturnover'],1629004,23.809132720105126,25.337009803921568,1610612765,37,39,2020-01-16T00:48:56Z,1930000,123.0,171.0,1,left,S. Mykhailiuk 22' jumpshot (3 PTS) (M. Morris 1 AST),"[1629004, 202693]",1610612765.0,DET,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,21.55,Made,3.0,M. Morris,202693.0,1.0,,,,,,,,,,,,,,,
197,PT06M47.00S,2020-01-16T00:45:54.3Z,2,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612765,37,39,2020-01-16T00:46:01Z,1950000,,,0,,J. Brown FOUL personal (1 PF) (Mykhailiuk 1freethrow),"[1627759, 1629004]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,2003.0,1.0,0.0,Mykhailiuk,1629004.0,,,,,,,,,,
199,PT06M47.00S,2020-01-16T00:46:09.3Z,2,REGULAR,substitution,out,[],202683,,,1610612765,37,39,2020-01-16T00:46:13Z,1970000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M47.00S,2020-01-16T00:46:09.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612765,37,39,2020-01-16T00:46:13Z,1980000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT06M47.00S,2020-01-16T00:46:42.4Z,2,REGULAR,freethrow,1of1,['fromturnover'],1629004,,,1610612765,37,40,2020-01-16T00:46:42Z,1990000,,,0,,S. Mykhailiuk freethrow 1of1 (4 PTS),[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
202,PT06M30.00S,2020-01-16T00:47:01.4Z,2,REGULAR,2pt,jumpshot,[],1628464,78.18659658344284,37.408088235294116,1610612738,39,40,2020-01-16T00:47:07Z,2000000,-63.0,153.0,1,right,D. Theis 17' jumpshot (3 PTS) (B. Wanamaker 3 AST),"[1628464, 202954]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,17.01,Made,3.0,B. Wanamaker,202954.0,3.0,,,,,,,,,,,,,,,
204,PT06M05.00S,2020-01-16T00:47:28.2Z,2,REGULAR,2pt,jumpshot,[],204025,25.283344283837057,66.26838235294117,1610612765,39,40,2020-01-16T01:26:53Z,2020000,-81.0,185.0,1,left,MISS T. Frazier 21' jumpshot,[204025],1610612765.0,DET,turnaround,,,Frazier,T. Frazier,,,,,20.73,Missed,,,,,,,,,,,,,,,,,,,
205,PT06M04.00S,2020-01-16T00:47:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,39,40,2020-01-16T00:52:42Z,2030000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,
206,PT06M03.00S,2020-01-16T00:47:33.6Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612765,39,40,2020-01-16T00:48:02Z,2040000,,,0,,Team TURNOVER shotclock,[],1610612765.0,DET,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,
207,PT05M55.00S,2020-01-16T00:47:51.0Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,94.1688567674113,51.294424019607845,1610612738,41,40,2020-01-16T00:47:56Z,2050000,6.0,2.0,1,right,D. Theis dunk (5 PTS) (M. Smart 2 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.02,Made,5.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
209,PT05M28.00S,2020-01-16T00:48:17.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202693,5.519053876478318,47.49540441176471,1610612765,41,42,2020-01-16T00:48:23Z,2070000,13.0,-1.0,1,left,M. Morris layup (12 PTS),[202693],1610612765.0,DET,drivingreverse,,,Morris,M. Morris,,,,,1.34,Made,12.0,,,,,,,,,,,,,,,,,,
210,PT05M09.00S,2020-01-16T00:48:36.2Z,2,REGULAR,3pt,jumpshot,[],203935,91.14651773981603,4.725796568627451,1610612738,41,42,2020-01-16T00:48:42Z,2080000,-226.0,31.0,1,right,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
211,PT05M07.00S,2020-01-16T00:48:38.2Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,41,42,2020-01-16T00:54:53Z,2090000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,210.0,3.0,2.0,1.0,,,,,,
212,PT05M04.00S,2020-01-16T00:48:42.7Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202954,71.69842312746385,23.108149509803923,1610612738,44,42,2020-01-16T00:48:47Z,2100000,-134.0,214.0,1,right,B. Wanamaker 26' 3PT  (7 PTS) (D. Theis 3 AST),"[202954, 1628464]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,25.7,Made,7.0,D. Theis,1628464.0,3.0,,,,,,,,,,,,,,,
214,PT04M42.00S,2020-01-16T00:49:03.9Z,2,REGULAR,3pt,jumpshot,[],202693,5.995400788436268,95.41207107843137,1610612765,44,45,2020-01-16T00:49:15Z,2120000,-227.0,4.0,1,left,M. Morris 23' 3PT  (15 PTS) (S. Mykhailiuk 4 AST),"[202693, 1629004]",1610612765.0,DET,,,,Morris,M. Morris,,,,,22.73,Made,15.0,S. Mykhailiuk,1629004.0,4.0,,,,,,,,,,,,,,,
217,PT04M23.00S,2020-01-16T00:49:22.9Z,2,REGULAR,2pt,jumpshot,[],202954,76.82325886990802,53.74540441176471,1610612738,44,45,2020-01-16T00:49:31Z,2140000,19.0,165.0,1,right,MISS B. Wanamaker 17' jumpshot,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,17.19,Missed,,,,,,,,,,,,,,,,,,,
218,PT04M21.00S,2020-01-16T00:49:25.4Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,44,45,2020-01-16T00:49:25Z,2150000,,,0,,D. Theis REBOUND (Off:3 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,217.0,3.0,0.0,3.0,,,,,,
219,PT04M19.00S,2020-01-16T00:49:26.5Z,2,REGULAR,3pt,jumpshot,['2ndchance'],203935,73.80091984231275,15.510110294117647,1610612738,44,45,2020-01-16T00:49:35Z,2160000,-172.0,194.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
220,PT04M17.00S,2020-01-16T00:49:28.5Z,2,REGULAR,rebound,defensive,[],204038,,,1610612765,44,45,2020-01-16T00:49:35Z,2170000,,,0,,L. Galloway REBOUND (Off:0 Def:2),[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,219.0,2.0,2.0,0.0,,,,,,
221,PT04M08.00S,2020-01-16T00:49:38.3Z,2,REGULAR,3pt,jumpshot,[],1629004,33.722076215505915,55.21599264705882,1610612765,44,48,2020-01-16T00:49:52Z,2180000,-26.0,264.0,1,left,S. Mykhailiuk 27' 3PT  (7 PTS) (A. Drummond 2 AST),"[1629004, 203083]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,27.13,Made,7.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,,
222,PT04M06.00S,2020-01-16T00:49:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,48,2020-01-16T00:49:44Z,2190000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,out,[],202954,,,1610612738,44,48,2020-01-16T00:52:28Z,2200000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,44,48,2020-01-16T00:52:28Z,2210000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,out,[],204038,,,1610612738,44,48,2020-01-16T00:52:28Z,2220000,,,0,,substitution out Galloway,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,out,[],204025,,,1610612738,44,48,2020-01-16T00:52:28Z,2230000,,,0,,substitution out Frazier,[204025],1610612765.0,DET,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,in,[],202689,,,1610612738,44,48,2020-01-16T00:52:28Z,2240000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,in,[],202330,,,1610612738,44,48,2020-01-16T00:52:28Z,2250000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,in,[],1628971,,,1610612738,44,48,2020-01-16T00:52:28Z,2260000,,,0,,substitution in Brown,[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M06.00S,2020-01-16T00:52:04.5Z,2,REGULAR,substitution,in,[],201565,,,1610612738,44,48,2020-01-16T00:52:28Z,2270000,,,0,,substitution in Rose,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT03M55.00S,2020-01-16T00:52:42.2Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,92.32917214191852,47.86305147058824,1610612738,46,48,2020-01-16T00:52:47Z,2280000,-11.0,20.0,1,right,D. Theis dunk (7 PTS) (M. Smart 3 AST),"[1628464, 203935]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,2.73,Made,7.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
235,PT03M28.00S,2020-01-16T00:53:09.5Z,2,REGULAR,2pt,jumpshot,[],202693,6.1268068331143235,83.40226715686273,1610612765,46,50,2020-01-16T00:53:17Z,2300000,-167.0,5.0,1,left,M. Morris 17' jumpshot (17 PTS),[202693],1610612765.0,DET,stepback,,,Morris,M. Morris,,,,,16.73,Made,17.0,,,,,,,,,,,,,,,,,,
236,PT03M13.00S,2020-01-16T00:53:25.9Z,2,REGULAR,foul,personal,['2freethrow'],202693,,,1610612738,46,50,2020-01-16T00:53:35Z,2310000,,,0,,M. Morris FOUL personal (1 PF) (Brown 2freethrow),"[202693, 1627759]",1610612765.0,DET,shooting,,,Morris,M. Morris,,,,,,,,,,,2003.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
238,PT03M13.00S,2020-01-16T00:53:50.5Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,46,50,2020-01-16T00:54:12Z,2330000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
239,PT03M13.00S,2020-01-16T00:53:50.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,46,50,2020-01-16T00:54:12Z,2340000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,
240,PT03M13.00S,2020-01-16T00:53:51.2Z,2,REGULAR,substitution,out,[],1629004,,,1610612738,46,50,2020-01-16T00:53:54Z,2350000,,,0,,substitution out Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT03M13.00S,2020-01-16T00:53:51.2Z,2,REGULAR,substitution,in,[],1629635,,,1610612738,46,50,2020-01-16T00:53:54Z,2360000,,,0,,substitution in Doumbouya,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT03M13.00S,2020-01-16T00:53:50.5Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,46,50,2020-01-16T00:54:12Z,2370000,,,0,,MISS J. Brown freethrow 2of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
243,PT03M13.00S,2020-01-16T00:53:50.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612765,46,50,2020-01-16T00:54:12Z,2380000,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,242.0,5.0,5.0,0.0,,,,,,
244,PT02M49.00S,2020-01-16T00:54:30.7Z,2,REGULAR,turnover,badpass,[],202693,,,1610612765,46,50,2020-01-16T00:54:35Z,2390000,,,0,,M. Morris TURNOVER badpass (1 TOV) Stolen,"[202693, 202330]",1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,1.0,Hayward,202330.0,,,
245,PT02M49.00S,2020-01-16T00:54:30.7Z,2,REGULAR,steal,,[],202330,,,1610612738,46,50,2020-01-16T00:54:32Z,2400000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT02M45.00S,2020-01-16T00:54:34.8Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,94.95729303547962,47.127757352941174,1610612738,48,50,2020-01-16T00:56:14Z,2410000,-14.0,-5.0,1,right,J. Brown layup (10 PTS) (G. Hayward 1 AST),"[1627759, 202330]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.44,Made,10.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,,
248,PT02M22.00S,2020-01-16T00:54:57.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203083,7.227332457293036,45.15548406862745,1610612765,48,52,2020-01-16T00:55:03Z,2430000,24.0,15.0,1,left,A. Drummond layup (4 PTS) (D. Rose 4 AST),"[203083, 201565]",1610612765.0,DET,driving,,,Drummond,A. Drummond,,,,,3.2,Made,4.0,D. Rose,201565.0,4.0,,,,,,,,,,,,,,,
250,PT02M13.00S,2020-01-16T00:55:06.7Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1627759,94.30026281208936,49.57873774509804,1610612738,50,52,2020-01-16T00:57:08Z,2450000,-2.0,1.0,1,right,J. Brown dunk (12 PTS) (K. Walker 1 AST),"[1627759, 202689]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,0.69,Made,12.0,K. Walker,202689.0,1.0,,,,,,,,,,,,,,,
251,PT01M56.00S,2020-01-16T00:55:23.4Z,2,REGULAR,2pt,hook,['pointsinthepaint'],201565,12.828515111695138,62.814031862745104,1610612765,50,54,2020-01-16T00:55:30Z,2460000,-64.0,68.0,1,left,D. Rose 10' hook (10 PTS),[201565],1610612765.0,DET,turnaround,,,Rose,D. Rose,,,,,9.76,Made,10.0,,,,,,,,,,,,,,,,,,
253,PT01M45.00S,2020-01-16T00:55:37.5Z,2,REGULAR,foul,personal,[],203083,,,1610612738,50,54,2020-01-16T00:55:51Z,2470000,,,0,,A. Drummond FOUL personal (3 PF),"[203083, 202689]",1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,2002.0,3.0,0.0,Walker,202689.0,,,,,,,,,,
255,PT01M45.00S,2020-01-16T00:55:47.7Z,2,REGULAR,substitution,out,[],202693,,,1610612738,50,54,2020-01-16T00:55:50Z,2490000,,,0,,substitution out Morris,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT01M45.00S,2020-01-16T00:55:47.7Z,2,REGULAR,substitution,in,[],203503,,,1610612738,50,54,2020-01-16T00:55:50Z,2500000,,,0,,substitution in Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT01M39.00S,2020-01-16T00:56:04.8Z,2,REGULAR,3pt,jumpshot,[],202689,67.40719448094612,44.232536764705884,1610612738,50,54,2020-01-16T00:56:12Z,2510000,-29.0,254.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
258,PT01M37.00S,2020-01-16T00:56:06.8Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,50,54,2020-01-16T00:56:12Z,2520000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,257.0,4.0,2.0,2.0,,,,,,
259,PT01M35.00S,2020-01-16T00:56:09.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,94.43166885676742,47.86305147058824,1610612738,52,54,2020-01-16T00:57:58Z,2530000,-11.0,0.0,1,right,J. Brown layup (14 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,1.19,Made,14.0,,,,,,,,,,,,,,,,,,
260,PT01M19.00S,2020-01-16T00:56:25.9Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612765,52,54,2020-01-16T00:56:36Z,2540000,,,0,,G. Hayward FOUL personal (1 PF) (Doumbouya 2freethrow),"[202330, 1629635]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,2002.0,1.0,0.0,Doumbouya,1629635.0,,,,,,,,,,
262,PT01M19.00S,2020-01-16T00:56:49.9Z,2,REGULAR,freethrow,1of2,[],1629635,,,1610612765,52,55,2020-01-16T00:57:13Z,2560000,,,0,,S. Doumbouya freethrow 1of2 (10 PTS),[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
263,PT01M19.00S,2020-01-16T00:56:50.6Z,2,REGULAR,substitution,out,[],203083,,,1610612765,52,55,2020-01-16T00:56:53Z,2570000,,,0,,substitution out Drummond,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT01M19.00S,2020-01-16T00:56:50.6Z,2,REGULAR,substitution,in,[],1627748,,,1610612765,52,55,2020-01-16T00:56:53Z,2580000,,,0,,substitution in Maker,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT01M19.00S,2020-01-16T00:56:49.9Z,2,REGULAR,freethrow,2of2,[],1629635,,,1610612765,52,55,2020-01-16T00:57:13Z,2590000,,,0,,MISS S. Doumbouya freethrow 2of2,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,,Missed,,,,,,,,,,,,,,,,,,,
266,PT01M19.00S,2020-01-16T00:56:49.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,55,2020-01-16T00:57:13Z,2600000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,265.0,5.0,3.0,2.0,,,,,,
267,PT01M00.00S,2020-01-16T00:57:24.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,89.96386333771353,51.049325980392155,1610612738,52,55,2020-01-16T00:57:30Z,2610000,5.0,42.0,1,right,MISS M. Smart jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,4.76,Missed,,,,,,,,,,,,,,,,,,,
