actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
80,PT06M28.00S,2020-01-12T00:21:46.0Z,1,REGULAR,3pt,jumpshot,[],1628366,25.312089356110377,9.38265931372549,1610612740,16,12,2020-01-12T00:26:22Z,790000,203.0,185.0,1,left,L. Ball 28' 3PT  (3 PTS),[1628366],1610612740.0,NOP,stepback,,,Ball,L. Ball,,,,,,,,27.87,Made,3.0,,,,,,,,,,,,,,,
81,PT06M12.00S,2020-01-12T00:22:00.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,87.20433639947439,39.03952205882353,1610612738,16,12,2020-01-12T00:22:10Z,800000,-55.0,68.0,1,right,MISS G. Hayward 9' jumpshot,[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,,,,9.15,Missed,,,,,,,,,,,,,,,,
82,PT06M10.00S,2020-01-12T00:22:02.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,16,12,2020-01-12T00:22:23Z,810000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,81.0,4.0,4.0,0.0,,,
83,PT06M04.00S,2020-01-12T00:22:07.8Z,1,REGULAR,3pt,jumpshot,['fastbreak'],1627742,6.783837056504599,96.8826593137255,1610612740,16,15,2020-01-12T00:22:15Z,820000,-234.0,11.0,1,left,B. Ingram 24' 3PT  (3 PTS) (L. Ball 2 AST),"[1627742, 1628366]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,23.5,Made,3.0,L. Ball,1628366.0,2.0,,,,,,,,,,,,
85,PT05M44.00S,2020-01-12T00:22:27.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,82.86793692509855,45.166973039215684,1610612738,18,15,2020-01-12T00:22:32Z,840000,-24.0,109.0,1,right,J. Tatum 12' jumpshot (9 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,11.65,Made,9.0,,,,,,,,,,,,,,,
86,PT05M34.00S,2020-01-12T00:22:42.2Z,1,REGULAR,turnover,outofbounds,[],1628366,,,1610612740,18,15,2020-01-12T00:22:49Z,850000,,,0,,L. Ball TURNOVER outofbounds (1 TOV),[1628366],1610612740.0,NOP,lostball,,,Ball,L. Ball,,,,,1.0,,,,,,,,,1162.0,,,,,,,,,,,
87,PT05M21.00S,2020-01-12T00:23:16.0Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1627759,94.56307490144546,50.80422794117647,1610612738,20,15,2020-01-12T00:26:29Z,860000,4.0,-1.0,1,right,J. Brown dunk (4 PTS) (G. Hayward 1 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,0.57,Made,4.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,
89,PT05M03.00S,2020-01-12T00:23:39.8Z,1,REGULAR,3pt,jumpshot,[],1628404,12.040078843626807,4.970894607843137,1610612740,20,18,2020-01-12T00:23:46Z,880000,225.0,61.0,1,left,J. Hart 23' 3PT  (3 PTS) (B. Ingram 3 AST),"[1628404, 1627742]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,23.46,Made,3.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,
91,PT04M42.00S,2020-01-12T00:24:00.5Z,1,REGULAR,2pt,jumpshot,[],1628369,77.7431011826544,28.010110294117645,1610612738,22,18,2020-01-12T00:24:10Z,900000,-110.0,157.0,1,right,J. Tatum 20' jumpshot (11 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,19.59,Made,11.0,,,,,,,,,,,,,,,
92,PT04M21.00S,2020-01-12T00:24:23.8Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612740,22,18,2020-01-12T00:27:31Z,910000,,,0,,D. Theis FOUL personal (1 PF) (Hayes 2freethrow),"[1628464, 1629637]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,1662.0,1.0,0.0,Hayes,1629637.0,,,,,,,
94,PT04M21.00S,2020-01-12T00:24:46.9Z,1,REGULAR,freethrow,1of2,[],1629637,,,1610612740,22,18,2020-01-12T00:25:13Z,930000,,,0,,MISS J. Hayes freethrow 1of2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
95,PT04M21.00S,2020-01-12T00:24:46.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,22,18,2020-01-12T00:25:13Z,940000,,,0,,Team offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,
96,PT04M21.00S,2020-01-12T00:24:48.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612740,22,18,2020-01-12T00:25:02Z,950000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M21.00S,2020-01-12T00:24:48.3Z,1,REGULAR,substitution,out,[],202689,,,1610612740,22,18,2020-01-12T00:25:02Z,960000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M21.00S,2020-01-12T00:24:48.3Z,1,REGULAR,substitution,out,[],202734,,,1610612740,22,18,2020-01-12T00:25:02Z,970000,,,0,,substitution out Moore,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M21.00S,2020-01-12T00:24:48.3Z,1,REGULAR,substitution,in,[],203935,,,1610612740,22,18,2020-01-12T00:25:02Z,980000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M21.00S,2020-01-12T00:24:48.3Z,1,REGULAR,substitution,in,[],202954,,,1610612740,22,18,2020-01-12T00:25:02Z,990000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M21.00S,2020-01-12T00:24:48.3Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,22,18,2020-01-12T00:25:02Z,1000000,,,0,,substitution in Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M21.00S,2020-01-12T00:24:46.9Z,1,REGULAR,freethrow,2of2,[],1629637,,,1610612740,22,18,2020-01-12T00:25:13Z,1010000,,,0,,MISS J. Hayes freethrow 2of2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
103,PT04M21.00S,2020-01-12T00:24:46.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,22,18,2020-01-12T00:25:13Z,1020000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,102.0,3.0,2.0,1.0,,,
105,PT04M09.00S,2020-01-12T00:25:30.1Z,1,REGULAR,foul,offensive,[],1628464,,,1610612738,22,18,2020-01-12T00:25:40Z,1040000,,,0,,D. Theis FOUL offensive (2 PF),"[1628464, 1629637]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,1662.0,2.0,0.0,Hayes,1629637.0,,,,,,,
107,PT04M09.00S,2020-01-12T00:25:30.1Z,1,REGULAR,turnover,offensivefoul,[],1628464,,,1610612738,22,18,2020-01-12T00:25:30Z,1060000,,,0,,D. Theis TURNOVER offensivefoul (1 TOV),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.0,,,,,,,,,1662.0,,,,,,,,,,,
108,PT04M09.00S,2020-01-12T00:25:37.9Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,22,18,2020-01-12T00:25:45Z,1070000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M09.00S,2020-01-12T00:25:37.9Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,22,18,2020-01-12T00:25:45Z,1080000,,,0,,substitution out Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M09.00S,2020-01-12T00:25:37.9Z,1,REGULAR,substitution,in,[],202683,,,1610612740,22,18,2020-01-12T00:25:45Z,1090000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M09.00S,2020-01-12T00:25:37.9Z,1,REGULAR,substitution,in,[],1626143,,,1610612740,22,18,2020-01-12T00:25:45Z,1100000,,,0,,substitution in Okafor,[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M00.00S,2020-01-12T00:25:59.4Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627742,17.69053876478318,60.36305147058824,1610612740,22,18,2020-01-12T00:28:32Z,1110000,-52.0,114.0,1,left,MISS B. Ingram 13' jumpshot,[1627742],1610612740.0,NOP,floating,,,Ingram,B. Ingram,,,,,,,,13.01,Missed,,,,,,,,,,,,,,,,
113,PT03M57.00S,2020-01-12T00:26:02.4Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612740,22,18,2020-01-12T00:26:44Z,1120000,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,112.0,2.0,1.0,1.0,,,
114,PT03M57.00S,2020-01-12T00:26:06.8Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612740,22,18,2020-01-12T00:26:06Z,1130000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M56.00S,2020-01-12T00:26:17.5Z,1,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",1627742,7.440867279894875,94.921875,1610612740,22,18,2020-01-12T00:26:28Z,1140000,-225.0,17.0,1,left,MISS B. Ingram 23' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,22.58,Missed,,,,,,,,,,,,,,,,
117,PT03M53.00S,2020-01-12T00:26:20.5Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,22,18,2020-01-12T00:26:34Z,1160000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,
118,PT03M43.00S,2020-01-12T00:26:34.2Z,1,REGULAR,foul,personal,[],1627742,,,1610612738,22,18,2020-01-12T00:26:46Z,1170000,,,0,,B. Ingram FOUL personal (2 PF),"[1627742, 1628369]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,1628481.0,2.0,0.0,Tatum,1628369.0,,,,,,,
120,PT03M35.00S,2020-01-12T00:27:03.2Z,1,REGULAR,3pt,jumpshot,[],202330,69.46452036793693,74.57873774509804,1610612738,25,18,2020-01-12T00:27:08Z,1190000,123.0,235.0,1,right,G. Hayward 27' 3PT  (3 PTS) (B. Wanamaker 1 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,26.96,Made,3.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,
122,PT03M19.00S,2020-01-12T00:27:18.5Z,1,REGULAR,3pt,jumpshot,[],1629638,27.54599211563732,81.68658088235294,1610612740,25,18,2020-01-12T00:27:23Z,1210000,-158.0,206.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,26.46,Missed,,,,,,,,,,,,,,,,
123,PT03M17.00S,2020-01-12T00:27:20.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,18,2020-01-12T00:27:23Z,1220000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,122.0,3.0,3.0,0.0,,,
124,PT03M12.00S,2020-01-12T00:27:26.6Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",202954,88.91261498028909,47.61795343137255,1610612738,27,18,2020-01-12T00:30:59Z,1230000,-12.0,52.0,1,right,B. Wanamaker 6' layup (2 PTS) (J. Tatum 2 AST),"[202954, 1628369]",1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,,,,5.84,Made,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,
126,PT03M01.00S,2020-01-12T00:27:36.5Z,1,REGULAR,turnover,lostball,[],1627742,,,1610612740,27,18,2020-01-12T00:27:40Z,1250000,,,0,,B. Ingram TURNOVER lostball (2 TOV) Stolen,"[1627742, 202954]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,2.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,,,
127,PT03M01.00S,2020-01-12T00:27:36.5Z,1,REGULAR,steal,,[],202954,,,1610612738,27,18,2020-01-12T00:27:38Z,1260000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M57.00S,2020-01-12T00:27:40.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202954,92.85479632063075,55.70618872549019,1610612738,27,18,2020-01-12T00:27:53Z,1270000,29.0,15.0,1,right,MISS B. Wanamaker layup Blocked,"[202954, 1628366]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,,,,3.49,Missed,,,,,,,,,,,,,,Ball,1628366.0,
132,PT02M57.00S,2020-01-12T00:27:40.7Z,1,REGULAR,block,,[],1628366,,,1610612738,27,18,2020-01-12T00:27:53Z,1275000,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M53.00S,2020-01-12T00:27:44.7Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,27,18,2020-01-12T00:27:53Z,1280000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,128.0,1.0,1.0,0.0,,,
130,PT02M49.00S,2020-01-12T00:27:49.2Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626143,8.360709592641262,52.029718137254896,1610612740,27,18,2020-01-12T00:27:59Z,1290000,-10.0,26.0,1,left,MISS J. Okafor layup,[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,3.32,Missed,,,,,,,,,,,,,,,,
131,PT02M47.00S,2020-01-12T00:27:51.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,27,18,2020-01-12T00:29:02Z,1300000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,
133,PT02M44.00S,2020-01-12T00:27:56.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,94.03745072273325,50.80422794117647,1610612738,29,18,2020-01-12T00:28:06Z,1310000,4.0,4.0,1,right,G. Hayward layup (5 PTS) (M. Smart 1 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,0.98,Made,5.0,M. Smart,203935.0,1.0,,,,,,,,,,,,
135,PT02M44.00S,2020-01-12T00:28:03.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629638,,,1610612738,29,18,2020-01-12T00:30:55Z,1330000,,,0,,N. Alexander-Walker FOUL personal (1 PF) (Hayward inpenalty),"[1629638, 202330]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,1162.0,1.0,0.0,Hayward,202330.0,,,,,,,
137,PT02M44.00S,2020-01-12T00:28:35.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,29,18,2020-01-12T00:28:35Z,1350000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M44.00S,2020-01-12T00:30:34.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,29,18,2020-01-12T00:30:53Z,1360000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M44.00S,2020-01-12T00:30:34.4Z,1,REGULAR,substitution,out,[],1628366,,,1610612738,29,18,2020-01-12T00:30:53Z,1370000,,,0,,substitution out Ball,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M44.00S,2020-01-12T00:30:34.4Z,1,REGULAR,substitution,in,[],1627759,,,1610612738,29,18,2020-01-12T00:30:53Z,1380000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M44.00S,2020-01-12T00:30:34.4Z,1,REGULAR,substitution,in,[],1628402,,,1610612738,29,18,2020-01-12T00:30:53Z,1390000,,,0,,substitution in Jackson,[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M44.00S,2020-01-12T00:31:13.7Z,1,REGULAR,freethrow,1of1,[],202330,,,1610612738,30,18,2020-01-12T00:31:13Z,1400000,,,0,,G. Hayward freethrow 1of1 (6 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
143,PT02M34.00S,2020-01-12T00:31:26.2Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629638,13.272010512483574,58.18014705882353,1610612740,30,18,2020-01-12T00:31:32Z,1410000,-41.0,72.0,1,left,MISS N. Alexander-Walker 9' jumpshot,[1629638],1610612740.0,NOP,drivingfloating,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,8.79,Missed,,,,,,,,,,,,,,,,
144,PT02M31.00S,2020-01-12T00:31:29.2Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,30,18,2020-01-12T00:31:32Z,1420000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,143.0,2.0,2.0,0.0,,,
145,PT02M28.00S,2020-01-12T00:31:33.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627759,92.72339027595268,47.127757352941174,1610612738,30,18,2020-01-12T00:32:08Z,1430000,-14.0,16.0,1,right,MISS J. Brown layup Blocked,"[1627759, 1626143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,2.58,Missed,,,,,,,,,,,,,,Okafor,1626143.0,
146,PT02M28.00S,2020-01-12T00:31:33.9Z,1,REGULAR,block,,[],1626143,,,1610612738,30,18,2020-01-12T00:31:39Z,1440000,,,0,,J. Okafor BLOCK (1 BLK),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M27.00S,2020-01-12T00:31:34.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,30,18,2020-01-12T00:31:51Z,1450000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,
148,PT02M27.00S,2020-01-12T00:31:42.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,30,18,2020-01-12T00:31:42Z,1460000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M25.00S,2020-01-12T00:31:54.9Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1627759,95.0886990801577,96.14736519607843,1610612738,33,18,2020-01-12T00:32:00Z,1470000,231.0,-6.0,1,right,J. Brown 23' 3PT  (7 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,23.07,Made,7.0,M. Smart,203935.0,2.0,,,,,,,,,,,,
151,PT02M02.00S,2020-01-12T00:32:17.6Z,1,REGULAR,turnover,lostball,[],1627742,,,1610612740,33,18,2020-01-12T00:32:21Z,1490000,,,0,,B. Ingram TURNOVER lostball (3 TOV) Stolen,"[1627742, 1627759]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,3.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,
152,PT02M02.00S,2020-01-12T00:32:17.6Z,1,REGULAR,steal,,[],1627759,,,1610612738,33,18,2020-01-12T00:32:19Z,1500000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M58.00S,2020-01-12T00:32:23.1Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,90.93298291721419,56.46446078431373,1610612738,33,18,2020-01-12T00:32:48Z,1510000,32.0,33.0,1,right,MISS J. Brown layup Blocked,"[1627759, 1628402]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,5.0,Missed,,,,,,,,,,,,,,Jackson,1628402.0,
154,PT01M58.00S,2020-01-12T00:32:23.1Z,1,REGULAR,block,,[],1628402,,,1610612738,33,18,2020-01-12T00:32:25Z,1520000,,,0,,F. Jackson BLOCK (1 BLK),[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M57.00S,2020-01-12T00:32:24.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,33,18,2020-01-12T00:32:48Z,1530000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,
156,PT01M57.00S,2020-01-12T00:32:27.3Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,33,18,2020-01-12T00:32:27Z,1540000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M49.00S,2020-01-12T00:32:48.4Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,93.51182654402102,48.59834558823529,1610612738,35,18,2020-01-12T00:32:51Z,1550000,-7.0,8.0,1,right,E. Kanter dunk (2 PTS) (G. Hayward 2 AST),"[202683, 202330]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,1.57,Made,2.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,
159,PT01M35.00S,2020-01-12T00:33:18.9Z,1,REGULAR,foul,personal,[],1627759,,,1610612740,35,18,2020-01-12T00:33:36Z,1570000,,,0,,J. Brown FOUL personal (2 PF),"[1627759, 1627742]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,1628481.0,2.0,0.0,Ingram,1627742.0,,,,,,,
161,PT01M28.00S,2020-01-12T00:33:38.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612740,35,18,2020-01-12T00:33:49Z,1590000,,,0,,E. Kanter FOUL personal (1 PF) (Ingram inpenalty),"[202683, 1627742]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,1662.0,1.0,0.0,Ingram,1627742.0,,,,,,,
163,PT01M28.00S,2020-01-12T00:34:06.9Z,1,REGULAR,freethrow,1of2,[],1627742,,,1610612740,35,19,2020-01-12T00:34:06Z,1610000,,,0,,B. Ingram freethrow 1of2 (4 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
164,PT01M28.00S,2020-01-12T00:34:27.2Z,1,REGULAR,freethrow,2of2,[],1627742,,,1610612740,35,20,2020-01-12T00:34:27Z,1620000,,,0,,B. Ingram freethrow 2of2 (5 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
165,PT01M21.00S,2020-01-12T00:34:39.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612738,35,20,2020-01-12T00:34:54Z,1630000,,,0,,F. Jackson FOUL personal (1 PF) (Smart inpenalty),"[1628402, 203935]",1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,,,,,,,1662.0,1.0,0.0,Smart,203935.0,,,,,,,
167,PT01M21.00S,2020-01-12T00:35:00.6Z,1,REGULAR,freethrow,1of2,[],203935,,,1610612738,36,20,2020-01-12T00:35:00Z,1650000,,,0,,M. Smart freethrow 1of2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
168,PT01M21.00S,2020-01-12T00:35:01.1Z,1,REGULAR,substitution,out,[],1627742,,,1610612738,36,20,2020-01-12T00:35:03Z,1660000,,,0,,substitution out Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M21.00S,2020-01-12T00:35:01.1Z,1,REGULAR,substitution,in,[],1629740,,,1610612738,36,20,2020-01-12T00:35:03Z,1670000,,,0,,substitution in Melli,[1629740],1610612740.0,NOP,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M21.00S,2020-01-12T00:35:20.7Z,1,REGULAR,freethrow,2of2,[],203935,,,1610612738,37,20,2020-01-12T00:35:20Z,1680000,,,0,,M. Smart freethrow 2of2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
171,PT01M07.00S,2020-01-12T00:35:36.2Z,1,REGULAR,2pt,jumpshot,[],1628402,8.492115637319317,30.706188725490197,1610612740,37,22,2020-01-12T00:35:42Z,1690000,96.0,27.0,1,left,F. Jackson 10' jumpshot (2 PTS),[1628402],1610612740.0,NOP,turnaroundfadeaway,,,Jackson,F. Jackson,,,,,,,,10.19,Made,2.0,,,,,,,,,,,,,,,
172,PT00M50.00S,2020-01-12T00:35:54.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,91.93495400788436,44.43167892156863,1610612738,39,22,2020-01-12T00:35:57Z,1700000,-28.0,23.0,1,right,E. Kanter layup (4 PTS) (B. Wanamaker 2 AST),"[202683, 202954]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,,,,4.0,Made,4.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,,
