actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
268,PT06M30.00S,2020-01-12T00:52:42.6Z,2,REGULAR,block,,[],1627742,,,1610612738,57,37,2020-01-12T00:53:30Z,2630000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M28.00S,2020-01-12T00:52:44.6Z,2,REGULAR,rebound,defensive,[],1626143,,,1610612740,57,37,2020-01-12T00:52:50Z,2640000,,,0,,J. Okafor REBOUND (Off:2 Def:1),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,267.0,3.0,1.0,2.0,,,
270,PT06M24.00S,2020-01-12T00:52:49.4Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628402,25.18068331143233,85.85324754901961,1610612740,57,40,2020-01-12T00:52:54Z,2650000,-179.0,184.0,1,left,F. Jackson 26' 3PT  (11 PTS) (B. Ingram 4 AST),"[1628402, 1627742]",1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,26.1,Made,11.0,B. Ingram,1627742.0,4.0,,,,,,,,,,,,
272,PT06M07.00S,2020-01-12T00:53:08.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626143,,,1610612738,57,40,2020-01-12T00:53:20Z,2670000,,,0,,J. Okafor FOUL personal (1 PF) (Brown inpenalty),"[1626143, 1627759]",1610612740.0,NOP,shooting,,,Okafor,J. Okafor,,,,,,,,,,,,,,1662.0,1.0,0.0,Brown,1627759.0,,,,,,,
296,PT06M07.00S,2020-01-12T00:54:07.5Z,2,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612738,57,40,2020-01-12T00:57:46Z,2685000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M07.00S,2020-01-12T00:54:34.1Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,57,40,2020-01-12T01:04:52Z,2690000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,
275,PT06M07.00S,2020-01-12T00:54:34.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,57,40,2020-01-12T01:04:52Z,2700000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,
328,PT06M07.00S,2020-01-12T00:54:34.1Z,2,REGULAR,violation,lane,[],1627742,,,1610612738,57,40,2020-01-12T01:04:52Z,2705000,,,0,,B. Ingram violation lane,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M07.00S,2020-01-12T00:54:34.1Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,58,40,2020-01-12T01:04:52Z,2710000,,,0,,J. Brown freethrow 2of2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
277,PT05M56.00S,2020-01-12T00:54:41.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626143,8.09789750328515,49.57873774509804,1610612740,58,42,2020-01-12T00:54:47Z,2720000,2.0,24.0,1,left,J. Okafor layup (6 PTS) (L. Ball 5 AST),"[1626143, 1628366]",1610612740.0,NOP,driving,,,Okafor,J. Okafor,,,,,,,,2.92,Made,6.0,L. Ball,1628366.0,5.0,,,,,,,,,,,,
279,PT05M56.00S,2020-01-12T00:54:43.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202683,,,1610612740,58,42,2020-01-12T00:54:57Z,2740000,,,0,,E. Kanter FOUL personal (2 PF) (Okafor inpenalty),"[202683, 1626143]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,1662.0,2.0,0.0,Okafor,1626143.0,,,,,,,
281,PT05M56.00S,2020-01-12T00:55:00.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612740,58,42,2020-01-12T00:55:23Z,2760000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M56.00S,2020-01-12T00:55:00.5Z,2,REGULAR,substitution,in,[],202330,,,1610612740,58,42,2020-01-12T00:55:23Z,2770000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M56.00S,2020-01-12T00:55:22.7Z,2,REGULAR,freethrow,1of1,[],1626143,,,1610612740,58,42,2020-01-12T00:55:24Z,2780000,,,0,,MISS J. Okafor freethrow 1of1,[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,Missed,,,,,,,,,,,,,,,,
284,PT05M54.00S,2020-01-12T00:55:24.7Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,58,42,2020-01-12T00:55:24Z,2790000,,,0,,E. Kanter REBOUND (Off:1 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,283.0,8.0,7.0,1.0,,,
285,PT05M38.00S,2020-01-12T00:55:39.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,91.93495400788436,55.21599264705882,1610612738,58,42,2020-01-12T00:55:45Z,2800000,26.0,23.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,3.89,Missed,,,,,,,,,,,,,,,,
286,PT05M37.00S,2020-01-12T00:55:40.9Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,58,42,2020-01-12T00:55:45Z,2810000,,,0,,E. Kanter REBOUND (Off:2 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,285.0,9.0,7.0,2.0,,,
287,PT05M35.00S,2020-01-12T00:55:42.9Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202683,92.59198423127464,54.970894607843135,1610612738,60,42,2020-01-12T00:55:51Z,2820000,25.0,17.0,1,right,E. Kanter jumpshot (14 PTS),[202683],1610612738.0,BOS,turnaround,,,Kanter,E. Kanter,,,,,,,,3.36,Made,14.0,,,,,,,,,,,,,,,
288,PT05M13.00S,2020-01-12T00:56:05.4Z,2,REGULAR,turnover,lostball,[],1627742,,,1610612740,60,42,2020-01-12T00:56:11Z,2830000,,,0,,B. Ingram TURNOVER lostball (4 TOV) Stolen,"[1627742, 202330]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,4.0,Hayward,202330.0,,,,,,,,,,,,,,,,,,
289,PT05M13.00S,2020-01-12T00:56:05.4Z,2,REGULAR,steal,,[],202330,,,1610612738,60,42,2020-01-12T00:56:07Z,2840000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M09.00S,2020-01-12T00:56:09.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,94.03745072273325,52.27481617647059,1610612738,62,42,2020-01-12T00:56:17Z,2850000,11.0,4.0,1,right,G. Hayward layup (10 PTS),[202330],1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,,,,1.45,Made,10.0,,,,,,,,,,,,,,,
291,PT05M02.00S,2020-01-12T00:56:15.3Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628402,7.440867279894875,4.4806985294117645,1610612740,62,45,2020-01-12T00:56:28Z,2860000,228.0,17.0,1,left,F. Jackson 23' 3PT  (14 PTS) (B. Ingram 5 AST),"[1628402, 1627742]",1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,22.87,Made,14.0,B. Ingram,1627742.0,5.0,,,,,,,,,,,,
293,PT04M42.00S,2020-01-12T00:56:37.4Z,2,REGULAR,turnover,traveling,[],202330,,,1610612738,62,45,2020-01-12T00:56:43Z,2880000,,,0,,G. Hayward TURNOVER traveling (1 TOV),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,1.0,,,,,,,,,1662.0,,,,,,,,,,,
294,PT04M23.00S,2020-01-12T00:57:18.8Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1628402,8.09789750328515,4.4806985294117645,1610612740,62,45,2020-01-12T00:57:51Z,2890000,228.0,24.0,1,left,MISS F. Jackson 23' 3PT,[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,22.95,Missed,,,,,,,,,,,,,,,,
295,PT04M22.00S,2020-01-12T00:57:21.0Z,2,REGULAR,rebound,offensive,[],1628366,,,1610612740,62,45,2020-01-12T00:57:21Z,2900000,,,0,,L. Ball REBOUND (Off:3 Def:2),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,294.0,5.0,2.0,3.0,,,
297,PT04M22.00S,2020-01-12T00:57:34.5Z,2,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612740,62,45,2020-01-12T00:57:34Z,2910000,,,0,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M12.00S,2020-01-12T00:57:50.1Z,2,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",1628366,30.305519053876477,26.784620098039213,1610612740,62,45,2020-01-12T00:57:55Z,2920000,116.0,232.0,1,left,MISS L. Ball 26' 3PT,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,26.47,Missed,,,,,,,,,,,,,,,,
299,PT04M07.00S,2020-01-12T00:57:55.1Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,62,45,2020-01-12T00:57:55Z,2930000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,298.0,3.0,3.0,0.0,,,
300,PT03M57.00S,2020-01-12T00:58:04.3Z,2,REGULAR,3pt,jumpshot,[],202689,66.96780551905388,61.588541666666664,1610612738,62,45,2020-01-12T00:58:09Z,2940000,58.0,258.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,26.98,Missed,,,,,,,,,,,,,,,,
301,PT03M55.00S,2020-01-12T00:58:06.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,62,45,2020-01-12T00:58:09Z,2950000,,,0,,Team defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,
302,PT03M55.00S,2020-01-12T00:58:09.3Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612740,62,45,2020-01-12T00:58:09Z,2960000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M55.00S,2020-01-12T00:58:10.2Z,2,REGULAR,substitution,out,[],1627759,,,1610612740,62,45,2020-01-12T00:58:19Z,2970000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M55.00S,2020-01-12T00:58:10.2Z,2,REGULAR,substitution,out,[],202683,,,1610612740,62,45,2020-01-12T00:58:19Z,2980000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M55.00S,2020-01-12T00:58:10.2Z,2,REGULAR,substitution,out,[],202734,,,1610612740,62,45,2020-01-12T00:58:19Z,2990000,,,0,,substitution out Moore,[202734],1610612740.0,NOP,,,,Moore,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M55.00S,2020-01-12T00:58:10.2Z,2,REGULAR,substitution,in,[],1628464,,,1610612740,62,45,2020-01-12T00:58:19Z,3000000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M55.00S,2020-01-12T00:58:10.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612740,62,45,2020-01-12T00:58:19Z,3010000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M55.00S,2020-01-12T00:58:10.2Z,2,REGULAR,substitution,in,[],1628404,,,1610612740,62,45,2020-01-12T00:58:19Z,3020000,,,0,,substitution in Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M43.00S,2020-01-12T00:58:35.9Z,2,REGULAR,3pt,jumpshot,[],1627742,32.276609724047304,61.34344362745098,1610612740,62,48,2020-01-12T00:58:40Z,3030000,-57.0,251.0,1,left,B. Ingram 26' 3PT  (8 PTS) (J. Hart 1 AST),"[1627742, 1628404]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,26.26,Made,8.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,
311,PT03M20.00S,2020-01-12T00:59:00.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,93.77463863337714,60.36305147058824,1610612738,64,48,2020-01-12T01:09:42Z,3050000,52.0,6.0,1,right,D. Theis layup (4 PTS) (K. Walker 3 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,5.31,Made,4.0,K. Walker,202689.0,3.0,,,,,,,,,,,,
313,PT03M02.00S,2020-01-12T00:59:17.7Z,2,REGULAR,2pt,jumpshot,[],1627742,14.4053876478318,88.30422794117648,1610612740,64,50,2020-01-12T01:02:00Z,3070000,-192.0,83.0,1,left,B. Ingram 21' jumpshot (10 PTS) (J. Okafor 1 AST),"[1627742, 1626143]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,21.09,Made,10.0,J. Okafor,1626143.0,1.0,,,,,,,,,,,,
315,PT02M46.00S,2020-01-12T00:59:33.9Z,2,REGULAR,3pt,jumpshot,[],1628369,79.05716162943496,90.26501225490196,1610612738,67,50,2020-01-12T00:59:39Z,3090000,201.0,144.0,1,right,J. Tatum 25' 3PT  (19 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,25.1,Made,19.0,M. Smart,203935.0,4.0,,,,,,,,,,,,
317,PT02M35.00S,2020-01-12T00:59:45.2Z,2,REGULAR,turnover,badpass,[],1626143,,,1610612740,67,50,2020-01-12T00:59:49Z,3110000,,,0,,J. Okafor TURNOVER badpass (1 TOV) Stolen,"[1626143, 1628464]",1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,1.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,
318,PT02M35.00S,2020-01-12T00:59:45.2Z,2,REGULAR,steal,,[],1628464,,,1610612738,67,50,2020-01-12T00:59:46Z,3120000,,,0,,D. Theis STEAL (2 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M28.00S,2020-01-12T00:59:52.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,89.70105124835742,44.921875,1610612738,67,50,2020-01-12T00:59:58Z,3130000,-25.0,44.0,1,right,MISS M. Smart 6' layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,5.59,Missed,,,,,,,,,,,,,,,,
320,PT02M26.00S,2020-01-12T00:59:54.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,67,50,2020-01-12T00:59:58Z,3140000,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,319.0,6.0,5.0,1.0,,,
321,PT02M22.00S,2020-01-12T00:59:58.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628366,7.30946123521682,47.86305147058824,1610612740,67,52,2020-01-12T01:00:03Z,3150000,11.0,16.0,1,left,L. Ball layup (7 PTS) (F. Jackson 2 AST),"[1628366, 1628402]",1610612740.0,NOP,cutting,,,Ball,L. Ball,,,,,,,,2.42,Made,7.0,F. Jackson,1628402.0,2.0,,,,,,,,,,,,
323,PT02M03.00S,2020-01-12T01:00:16.2Z,2,REGULAR,3pt,jumpshot,[],1628369,72.35545335085413,81.19638480392157,1610612738,70,52,2020-01-12T01:00:20Z,3170000,156.0,207.0,1,right,J. Tatum 26' 3PT  (22 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,26.39,Made,22.0,M. Smart,203935.0,5.0,,,,,,,,,,,,
325,PT01M47.00S,2020-01-12T01:00:36.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612740,70,52,2020-01-12T01:03:26Z,3190000,,,0,,D. Theis FOUL personal (3 PF) (Ingram inpenalty),"[1628464, 1627742]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,1628481.0,3.0,0.0,Ingram,1627742.0,,,,,,,
327,PT01M47.00S,2020-01-12T01:00:48.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,70,52,2020-01-12T01:00:48Z,3210000,,,0,,timeout full,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M47.00S,2020-01-12T01:03:56.4Z,2,REGULAR,freethrow,1of2,[],1627742,,,1610612740,70,52,2020-01-12T01:03:56Z,3220000,,,0,,MISS B. Ingram freethrow 1of2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,Missed,,,,,,,,,,,,,,,,
330,PT01M47.00S,2020-01-12T01:03:56.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,70,52,2020-01-12T01:03:56Z,3230000,,,0,,Team offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,
331,PT01M47.00S,2020-01-12T01:04:12.0Z,2,REGULAR,freethrow,2of2,[],1627742,,,1610612740,70,53,2020-01-12T01:04:12Z,3240000,,,0,,B. Ingram freethrow 2of2 (11 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
332,PT01M32.00S,2020-01-12T01:04:26.7Z,2,REGULAR,3pt,jumpshot,[],1628464,68.54467805519053,65.75520833333334,1610612738,70,53,2020-01-12T01:04:33Z,3250000,79.0,243.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,
333,PT01M27.00S,2020-01-12T01:04:31.7Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612740,70,53,2020-01-12T01:04:33Z,3260000,,,0,,L. Ball REBOUND (Off:3 Def:3),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,332.0,6.0,3.0,3.0,,,
334,PT01M26.00S,2020-01-12T01:04:37.4Z,2,REGULAR,turnover,backcourt,[],1628366,,,1610612740,70,53,2020-01-12T01:04:45Z,3270000,,,0,,L. Ball TURNOVER backcourt (3 TOV),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,3.0,,,,,,,,,1162.0,,,,,,,,,,,
335,PT01M26.00S,2020-01-12T01:04:43.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,70,53,2020-01-12T01:04:46Z,3280000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M26.00S,2020-01-12T01:04:43.8Z,2,REGULAR,substitution,in,[],202683,,,1610612738,70,53,2020-01-12T01:04:46Z,3290000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M16.00S,2020-01-12T01:05:03.7Z,2,REGULAR,2pt,jumpshot,['fromturnover'],203935,84.97043363994744,75.3140318627451,1610612738,70,53,2020-01-12T01:05:10Z,3300000,127.0,89.0,1,right,MISS M. Smart 16' jumpshot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,15.79,Missed,,,,,,,,,,,,,,,,
338,PT01M14.00S,2020-01-12T01:05:05.7Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612740,70,53,2020-01-12T01:05:14Z,3310000,,,0,,L. Ball REBOUND (Off:3 Def:4),[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,337.0,7.0,4.0,3.0,,,
339,PT01M02.00S,2020-01-12T01:05:17.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628404,8.229303547963205,44.43167892156863,1610612740,70,55,2020-01-12T01:05:22Z,3320000,28.0,25.0,1,left,J. Hart layup (5 PTS),[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,,4.12,Made,5.0,,,,,,,,,,,,,,,
341,PT00M52.90S,2020-01-12T01:05:32.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,92.72339027595268,53.50030637254902,1610612738,72,55,2020-01-12T01:05:48Z,3340000,18.0,16.0,1,right,K. Walker layup (8 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,,2.76,Made,8.0,,,,,,,,,,,,,,,
342,PT00M39.80S,2020-01-12T01:05:46.9Z,2,REGULAR,3pt,jumpshot,[],1628402,30.831143232588698,71.8826593137255,1610612740,72,55,2020-01-12T01:05:51Z,3350000,-109.0,237.0,1,left,MISS F. Jackson 27' 3PT,[1628402],1610612740.0,NOP,,,,Jackson,F. Jackson,,,,,,,,26.63,Missed,,,,,,,,,,,,,,,,
343,PT00M37.00S,2020-01-12T01:05:49.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,55,2020-01-12T01:05:57Z,3360000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,342.0,4.0,4.0,0.0,,,
344,PT00M30.70S,2020-01-12T01:05:56.0Z,2,REGULAR,3pt,jumpshot,[],1628369,86.81011826544021,97.37285539215686,1610612738,72,55,2020-01-12T01:06:01Z,3370000,237.0,71.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,24.91,Missed,,,,,,,,,,,,,,,,
345,PT00M27.50S,2020-01-12T01:05:59.2Z,2,REGULAR,rebound,offensive,[],202330,,,1610612738,72,55,2020-01-12T01:06:01Z,3380000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,344.0,2.0,1.0,1.0,,,
346,PT00M26.50S,2020-01-12T01:06:00.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202330,93.77463863337714,50.06893382352941,1610612738,72,55,2020-01-12T01:06:06Z,3390000,0.0,6.0,1,right,MISS G. Hayward layup,[202330],1610612738.0,BOS,putback,,,Hayward,G. Hayward,,,,,,,,1.15,Missed,,,,,,,,,,,,,,,,
347,PT00M26.50S,2020-01-12T01:06:00.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,72,55,2020-01-12T01:06:06Z,3400000,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,346.0,3.0,2.0,1.0,,,
348,PT00M19.90S,2020-01-12T01:06:06.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627742,9.280551905387648,47.372855392156865,1610612740,72,55,2020-01-12T01:06:18Z,3410000,13.0,35.0,1,left,MISS B. Ingram layup,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,4.23,Missed,,,,,,,,,,,,,,,,
349,PT00M18.20S,2020-01-12T01:06:08.8Z,2,REGULAR,rebound,offensive,[],1626143,,,1610612740,72,55,2020-01-12T01:06:08Z,3420000,,,0,,J. Okafor REBOUND (Off:3 Def:1),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,,,,,,,,,,,348.0,4.0,1.0,3.0,,,
350,PT00M18.20S,2020-01-12T01:06:11.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612740,72,55,2020-01-12T01:06:22Z,3430000,,,0,,G. Hayward FOUL personal (1 PF) (Okafor inpenalty),"[202330, 1626143]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,1662.0,1.0,0.0,Okafor,1626143.0,,,,,,,
352,PT00M18.20S,2020-01-12T01:06:41.6Z,2,REGULAR,freethrow,1of2,['2ndchance'],1626143,,,1610612740,72,56,2020-01-12T01:06:41Z,3450000,,,0,,J. Okafor freethrow 1of2 (7 PTS),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
353,PT00M18.20S,2020-01-12T01:07:01.7Z,2,REGULAR,freethrow,2of2,['2ndchance'],1626143,,,1610612740,72,57,2020-01-12T01:07:01Z,3460000,,,0,,J. Okafor freethrow 2of2 (8 PTS),[1626143],1610612740.0,NOP,,,,Okafor,J. Okafor,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
354,PT00M00.00S,2020-01-12T01:07:22.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,92.11563731931669,52.54289215686274,1610612738,72,57,2020-01-12T01:08:30Z,3470000,13.0,22.0,1,right,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,2.99,Missed,,,,,,,,,,,,,,,,
355,PT00M00.00S,2020-01-12T01:07:22.8Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,72,57,2020-01-12T01:09:13Z,3480000,,,0,,E. Kanter REBOUND (Off:3 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,354.0,10.0,7.0,3.0,,,
357,PT00M00.00S,2020-01-12T01:07:46.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,72,57,2020-01-12T01:08:12Z,3500000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,End Period - No Basket
358,PT00M00.00S,2020-01-12T01:08:05.2Z,2,REGULAR,period,end,[],0,,,1610612738,72,57,2020-01-12T01:08:12Z,3510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2020-01-12T01:22:40.2Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,72,57,2020-01-12T01:22:53Z,3520000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
