actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,stealPlayerName,stealPersonId,stealTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,blockPersonId,blockPlayerName
105,PT02M27.00S,2020-08-17T23:01:30Z,1,REGULAR,substitution,out,,[],202699,,,1610612738,19,23,0001-01-01T00:00:00,1030000,0,-80,,SUB: Horford FOR Harris,[202699],1610612755,PHI,0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M27.00S,2020-08-17T23:01:30Z,1,REGULAR,substitution,out,,[],203954,,,1610612738,19,23,0001-01-01T00:00:00,1040000,0,-80,,SUB: Korkmaz FOR Embiid,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M22.00S,2020-08-17T23:01:56Z,1,REGULAR,foul,personal,shooting,['2freethrow'],203118,,,1610612738,19,23,2020-08-17T23:02:03,1100000,-16,6,left,Scott S.FOUL (P1.T2),"[203118, 1627759]",1610612755,PHI,0,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,1.0,0.0,2534.0,,
114,PT02M22.00S,2020-08-17T23:02:18Z,1,REGULAR,freethrow,1of2,,[],1627759,,,1610612738,20,23,0001-01-01T00:00:00,1120000,250,-52,left,Brown Free Throw 1 of 2 (9 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
115,PT02M22.00S,2020-08-17T23:02:33Z,1,REGULAR,freethrow,2of2,,[],1627759,,,1610612738,21,23,0001-01-01T00:00:00,1130000,250,-52,left,Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2020-08-17T23:02:54Z,1,REGULAR,turnover,badpass,,[],202692,,,1610612755,21,23,2020-08-17T23:02:59,1140000,172,174,right,Burks Bad Pass Turnover (P1.T7) Stolen,"[202692, 202954]",1610612755,PHI,0,Burks,A. Burks,,,,,,,,,,,,,,1.0,,,,Wanamaker,202954.0,1.0,,,,,,,
117,PT02M04.00S,2020-08-17T23:02:54Z,1,REGULAR,steal,,,[],202954,,,1610612738,21,23,0001-01-01T00:00:00,1150000,172,174,right, STEAL ,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M59.00S,2020-08-17T23:02:59Z,1,REGULAR,turnover,outofbounds,badpass,[],203935,,,1610612738,21,23,2020-08-17T23:03:05,1160000,112,1,left,Smart Out of Bounds - Bad Pass Turnover Turnover (P1.T1),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
119,PT01M38.00S,2020-08-17T23:03:30Z,1,REGULAR,2pt,jumpshot,pullup,"['pointsinthepaint', 'fromturnover']",202692,82.61,42.23,1610612755,21,23,2020-08-17T23:03:36,1170000,-39,111,right,MISS Burks 12' Pullup Jump Shot,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,11.77,,,,,,,,,,,,,,,,,,
120,PT01M37.00S,2020-08-17T23:03:31Z,1,REGULAR,rebound,offensive,,[],203118,,,1610612755,21,23,2020-08-17T23:03:50,1180000,-39,111,right,Scott REBOUND (Off:1 Def:0),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,,,,1.0,0.0,1.0,119.0,,,,,,,,,,,,,,
121,PT01M36.00S,2020-08-17T23:03:35Z,1,REGULAR,2pt,hook,,"['pointsinthepaint', 'fromturnover', '2ndchance']",203118,86.81,42.72,1610612755,21,23,2020-08-17T23:04:01,1190000,-36,71,right,MISS Scott 8' Hook Shot,[203118],1610612755,PHI,1,Scott,M. Scott,,,,,,,0.0,Missed,7.96,,,,,,,,,,,,,,,,,,
122,PT01M35.00S,2020-08-17T23:03:36Z,1,REGULAR,rebound,offensive,,[],201143,,,1610612755,21,23,2020-08-17T23:04:01,1200000,-36,71,right,Horford REBOUND (Off:1 Def:0),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,1.0,0.0,1.0,121.0,,,,,,,,,,,,,,
123,PT01M33.00S,2020-08-17T23:03:39Z,1,REGULAR,2pt,layup,tip,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201143,95.0,50.0,1610612755,21,23,2020-08-17T23:04:18,1210000,0,-6,right,MISS Horford 1' Tip Layup Shot,[201143],1610612755,PHI,1,Horford,A. Horford,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
124,PT01M32.00S,2020-08-17T23:03:40Z,1,REGULAR,rebound,defensive,,[],202954,,,1610612738,21,23,2020-08-17T23:04:18,1220000,0,-6,right,Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,1.0,1.0,0.0,123.0,,,,,,,,,,,,,,
125,PT01M27.00S,2020-08-17T23:03:44Z,1,REGULAR,foul,personal,shooting,['2freethrow'],1627788,,,1610612738,21,23,2020-08-17T23:03:55,1230000,22,143,left,Korkmaz S.FOUL (P1.T3),"[1627788, 1628369]",1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,1.0,0.0,2003.0,,
127,PT01M27.00S,2020-08-17T23:04:13Z,1,REGULAR,freethrow,1of2,,['fastbreak'],1628369,,,1610612738,22,23,2020-08-17T23:04:13,1250000,250,-52,left,Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,3.0,Made,,,,,,,,,,,,,,,,,,,
128,PT01M27.00S,2020-08-17T23:04:31Z,1,REGULAR,freethrow,2of2,,['fastbreak'],1628369,,,1610612738,23,23,0001-01-01T00:00:00,1260000,250,-52,left,Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,4.0,Made,,,,,,,,,,,,,,,,,,,
129,PT01M14.00S,2020-08-17T23:04:45Z,1,REGULAR,2pt,jumpshot,pullup,['pointsinthepaint'],202692,79.71,47.62,1610612755,23,25,2020-08-17T23:04:49,1270000,-12,138,right,Burks 14' Pullup Jump Shot (5 PTS) (Thybulle 1 AST),"[202692, 1629680]",1610612755,PHI,1,Burks,A. Burks,,,,,,,5.0,Made,13.85,,,,,,Thybulle,1629680.0,1.0,,,,,,,,,,
131,PT00M58.10S,2020-08-17T23:05:02Z,1,REGULAR,3pt,jumpshot,,[],1627759,30.83,73.6,1610612738,23,25,2020-08-17T23:05:06,1290000,-118,237,left,MISS Brown 26' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,26.48,,,,,,,,,,,,,,,,,,
132,PT00M55.20S,2020-08-17T23:05:05Z,1,REGULAR,rebound,defensive,,[],203118,,,1610612755,23,25,2020-08-17T23:05:06,1300000,-118,237,left,Scott REBOUND (Off:1 Def:1),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,,,,2.0,1.0,1.0,131.0,,,,,,,,,,,,,,
133,PT00M45.10S,2020-08-17T23:05:15Z,1,REGULAR,3pt,jumpshot,,[],201143,68.28,65.27,1610612755,23,25,2020-08-17T23:05:29,1310000,76,246,right,MISS Horford 26' 3PT Jump Shot,[201143],1610612755,PHI,1,Horford,A. Horford,,,,,,,0.0,Missed,25.75,,,,,,,,,,,,,,,,,,
134,PT00M43.20S,2020-08-17T23:05:17Z,1,REGULAR,rebound,defensive,,[],1629057,,,1610612738,23,25,2020-08-17T23:05:29,1320000,76,246,right,Williams III REBOUND (Off:0 Def:1),[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,1.0,1.0,0.0,133.0,,,,,,,,,,,,,,
135,PT00M31.70S,2020-08-17T23:05:30Z,1,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",201143,,,1610612738,23,25,2020-08-17T23:05:38,1330000,36,51,left,Horford S.FOUL (P1.PN),"[201143, 1628369]",1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,1.0,0.0,2534.0,,
137,PT00M31.70S,2020-08-17T23:05:53Z,1,REGULAR,freethrow,1of2,,[],1628369,,,1610612738,24,25,0001-01-01T00:00:00,1350000,250,-52,left,Tatum Free Throw 1 of 2 (5 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,5.0,Made,,,,,,,,,,,,,,,,,,,
138,PT00M31.70S,2020-08-17T23:06:09Z,1,REGULAR,freethrow,2of2,,[],1628369,,,1610612738,25,25,0001-01-01T00:00:00,1360000,250,-52,left,Tatum Free Throw 2 of 2 (6 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
139,PT00M13.40S,2020-08-17T23:06:32Z,1,REGULAR,foul,personal,shooting,['2freethrow'],1629057,,,1610612755,25,25,2020-08-17T23:06:55,1370000,78,142,right,Williams III S.FOUL (P1.T4),"[1629057, 202692]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,Burks,202692.0,1.0,0.0,2003.0,,
141,PT00M13.40S,2020-08-17T23:06:56Z,1,REGULAR,freethrow,1of2,,[],202692,,,1610612755,25,25,0001-01-01T00:00:00,1390000,-250,888,right,MISS Burks Free Throw 1 of 2,[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M13.40S,2020-08-17T23:06:56Z,1,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612755,25,25,0001-01-01T00:00:00,1400000,-250,888,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,141.0,,,,,,,,,,,,,,
143,PT00M13.40S,2020-08-17T23:07:12Z,1,REGULAR,freethrow,2of2,,[],202692,,,1610612755,25,26,0001-01-01T00:00:00,1410000,-250,888,right,Burks Free Throw 2 of 2 (6 PTS),[202692],1610612755,PHI,0,Burks,A. Burks,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
144,PT00M06.30S,2020-08-17T23:07:21Z,1,REGULAR,2pt,layup,driving,['pointsinthepaint'],1627759,7.44,48.11,1610612738,25,26,2020-08-17T23:07:26,1420000,9,17,left,MISS Brown 2' Driving Layup,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,1.92,,,,,,,,,,,,,,,,,,
145,PT00M04.10S,2020-08-17T23:07:23Z,1,REGULAR,rebound,offensive,,[],1629057,,,1610612738,25,26,2020-08-17T23:08:28,1430000,9,17,left,Williams III REBOUND (Off:1 Def:1),[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,2.0,1.0,1.0,144.0,,,,,,,,,,,,,,
146,PT00M03.10S,2020-08-17T23:07:24Z,1,REGULAR,2pt,dunk,tip,"['2ndchance', 'pointsinthepaint']",1629057,5.0,50.0,1610612738,25,26,2020-08-17T23:07:51,1440000,0,-6,left,MISS Williams III 1' Tip Dunk Shot,[1629057],1610612738,BOS,1,Williams III,R. Williams III,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
147,PT00M02.70S,2020-08-17T23:07:24Z,1,REGULAR,rebound,defensive,,[],1629680,,,1610612755,25,26,2020-08-17T23:08:34,1450000,0,-6,left,Thybulle REBOUND (Off:1 Def:1),[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,2.0,1.0,1.0,146.0,,,,,,,,,,,,,,
148,PT00M00.80S,2020-08-17T23:07:28Z,1,REGULAR,3pt,jumpshot,pullup,[],202692,73.41,16.49,1610612755,25,26,2020-08-17T23:08:44,1460000,-168,197,right,MISS Burks 26' 3PT Pullup Jump Shot,[202692],1610612755,PHI,1,Burks,A. Burks,,,,,,,0.0,Missed,25.89,,,,,,,,,,,,,,,,,,
149,PT00M00.10S,2020-08-17T23:07:29Z,1,REGULAR,rebound,offensive,,['team'],0,,,1610612755,25,26,2020-08-17T23:08:44,1470000,-168,197,right,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,148.0,,,,,,,,,,,,,,
150,PT00M00.00S,2020-08-17T23:07:33Z,1,REGULAR,period,end,,[],0,,,1610612755,25,26,0001-01-01T00:00:00,1480000,0,-80,,End of 1st Period (7:08 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2020-08-17T23:10:05Z,2,REGULAR,substitution,out,,['startperiod'],1627759,,,1610612755,25,26,0001-01-01T00:00:00,1490000,0,-80,,,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2020-08-17T23:10:05Z,2,REGULAR,substitution,out,,['startperiod'],203118,,,1610612755,25,26,0001-01-01T00:00:00,1500000,0,-80,,,[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2020-08-17T23:11:06Z,2,REGULAR,period,start,,[],0,,,1610612738,25,26,0001-01-01T00:00:00,1530000,0,-80,,Start of 2nd Period (7:11 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M39.00S,2020-08-17T23:11:26Z,2,REGULAR,2pt,jumpshot,drivingfloating,[],202954,6.26,33.65,1610612738,27,26,2020-08-17T23:11:31,1540000,82,6,left,Wanamaker 8' Driving Floating Jump Shot (2 PTS) (Hayward 3 AST),"[202954, 202330]",1610612738,BOS,1,Wanamaker,B. Wanamaker,,,,,,,2.0,Made,8.22,,,,,,Hayward,202330.0,3.0,,,,,,,,,,
158,PT11M21.00S,2020-08-17T23:11:47Z,2,REGULAR,foul,personal,,[],1629057,,,1610612755,27,26,2020-08-17T23:11:57,1560000,-88,153,right,Williams III P.FOUL (P2.T1),"[1629057, 203954]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,2.0,0.0,2534.0,,
160,PT11M13.00S,2020-08-17T23:12:18Z,2,REGULAR,foul,personal,,[],203935,,,1610612755,27,26,2020-08-17T23:12:26,1580000,-196,180,right,Smart P.FOUL (P1.T2),"[203935, 202692]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,Burks,202692.0,1.0,0.0,2534.0,,
162,PT11M12.00S,2020-08-17T23:12:44Z,2,REGULAR,foul,offensive,,[],1627788,,,1610612755,27,26,2020-08-17T23:13:21,1600000,-1,44,right,Korkmaz OFF.Foul (P2),"[1627788, 203935]",1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,2.0,0.0,1151.0,,
165,PT10M56.00S,2020-08-17T23:13:17Z,2,REGULAR,foul,personal,,[],203954,,,1610612738,27,26,2020-08-17T23:13:24,1630000,29,147,left,Embiid P.FOUL (P1.T1),"[203954, 203935]",1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,1.0,0.0,2534.0,,
167,PT10M43.00S,2020-08-17T23:13:46Z,2,REGULAR,2pt,jumpshot,stepback,['fromturnover'],202330,24.26,60.36,1610612738,27,26,2020-08-17T23:14:54,1650000,-52,176,left,MISS Hayward 18' Step Back Jump Shot Blocked,"[202330, 201143]",1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,18.35,,,,,,,,,,,,,,,,,201143.0,Horford
168,PT10M43.00S,2020-08-17T23:13:46Z,2,REGULAR,block,,,[],201143,,,1610612738,27,26,0001-01-01T00:00:00,1660000,-52,176,left, BLOCK ,[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M39.00S,2020-08-17T23:13:50Z,2,REGULAR,rebound,defensive,,[],1627788,,,1610612755,27,26,2020-08-17T23:13:51,1670000,-52,176,left,Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,1.0,1.0,0.0,167.0,,,,,,,,,,,,,,
170,PT10M32.00S,2020-08-17T23:14:00Z,2,REGULAR,2pt,jumpshot,turnaround,[],201143,93.12,67.72,1610612755,27,26,2020-08-17T23:14:44,1680000,89,12,right,MISS Horford 9' Turnaround Jump Shot,[201143],1610612755,PHI,1,Horford,A. Horford,,,,,,,0.0,Missed,8.98,,,,,,,,,,,,,,,,,,
171,PT10M31.00S,2020-08-17T23:14:01Z,2,REGULAR,rebound,offensive,,[],203954,,,1610612755,27,26,2020-08-17T23:14:44,1690000,89,12,right,Embiid REBOUND (Off:1 Def:4),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,5.0,4.0,1.0,170.0,,,,,,,,,,,,,,
172,PT10M30.00S,2020-08-17T23:14:05Z,2,REGULAR,foul,personal,shooting,['2freethrow'],202954,,,1610612755,27,26,2020-08-17T23:14:13,1700000,-2,34,right,Wanamaker S.FOUL (P1.T3),"[202954, 203954]",1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,Embiid,203954.0,1.0,0.0,1151.0,,
174,PT10M30.00S,2020-08-17T23:14:27Z,2,REGULAR,freethrow,1of2,,['2ndchance'],203954,,,1610612755,27,27,2020-08-17T23:14:49,1720000,-250,888,right,Embiid Free Throw 1 of 2 (12 PTS),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,12.0,Made,,,,,,,,,,,,,,,,,,,
175,PT10M30.00S,2020-08-17T23:14:27Z,2,REGULAR,freethrow,2of2,,['2ndchance'],203954,,,1610612755,27,27,2020-08-17T23:14:49,1730000,-250,888,right,MISS Embiid Free Throw 2 of 2,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M27.00S,2020-08-17T23:14:30Z,2,REGULAR,rebound,defensive,,[],1628369,,,1610612738,27,27,2020-08-17T23:14:49,1740000,-250,888,right,Tatum REBOUND (Off:1 Def:2),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,3.0,2.0,1.0,175.0,,,,,,,,,,,,,,
177,PT10M23.00S,2020-08-17T23:14:52Z,2,REGULAR,2pt,layup,running,"['pointsinthepaint', 'fastbreak']",1628369,7.18,56.69,1610612738,27,27,2020-08-17T23:14:58,1750000,-33,15,left,MISS Tatum 4' Running Layup Blocked,"[1628369, 203954]",1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,3.62,,,,,,,,,,,,,,,,,203954.0,Embiid
178,PT10M23.00S,2020-08-17T23:14:52Z,2,REGULAR,block,,,[],203954,,,1610612738,27,27,0001-01-01T00:00:00,1760000,-33,15,left, BLOCK ,[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M23.00S,2020-08-17T23:14:52Z,2,REGULAR,rebound,defensive,,[],201143,,,1610612755,27,27,2020-08-17T23:14:58,1770000,-33,15,left,Horford REBOUND (Off:1 Def:1),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,2.0,1.0,1.0,177.0,,,,,,,,,,,,,,
180,PT10M09.00S,2020-08-17T23:15:04Z,2,REGULAR,2pt,hook,turnaround,['pointsinthepaint'],201143,88.65,50.07,1610612755,27,29,2020-08-17T23:15:09,1780000,0,54,right,Horford 5' Turnaround Hook Shot (2 PTS),[201143],1610612755,PHI,1,Horford,A. Horford,,,,,,,2.0,Made,5.4,,,,,,,,,,,,,,,,,,
181,PT09M54.00S,2020-08-17T23:15:23Z,2,REGULAR,2pt,jumpshot,floating,['pointsinthepaint'],1628369,7.7,39.53,1610612738,27,29,2020-08-17T23:17:12,1790000,52,20,left,MISS Tatum 6' Floating Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,5.57,,,,,,,,,,,,,,,,,,
182,PT09M52.00S,2020-08-17T23:15:25Z,2,REGULAR,rebound,offensive,,[],1629057,,,1610612738,27,29,2020-08-17T23:17:20,1800000,52,20,left,Williams III REBOUND (Off:2 Def:1),[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,3.0,1.0,2.0,181.0,,,,,,,,,,,,,,
183,PT09M51.00S,2020-08-17T23:15:26Z,2,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",1629057,6.92,56.93,1610612738,27,29,2020-08-17T23:17:35,1810000,-35,13,left,MISS Williams III 4' Putback Layup,[1629057],1610612738,BOS,1,Williams III,R. Williams III,,,,,,,0.0,Missed,3.73,,,,,,,,,,,,,,,,,,
184,PT09M50.00S,2020-08-17T23:15:27Z,2,REGULAR,rebound,offensive,,[],1628369,,,1610612738,27,29,2020-08-17T23:18:56,1820000,-35,13,left,Tatum REBOUND (Off:2 Def:2),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,4.0,2.0,2.0,183.0,,,,,,,,,,,,,,
185,PT09M50.00S,2020-08-17T23:15:30Z,2,REGULAR,2pt,layup,tip,"['2ndchance', 'pointsinthepaint']",1628369,5.0,50.0,1610612738,27,29,2020-08-17T23:18:51,1830000,0,-6,left,MISS Tatum 1' Tip Layup Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
186,PT09M48.00S,2020-08-17T23:15:32Z,2,REGULAR,rebound,offensive,,[],1629057,,,1610612738,27,29,2020-08-17T23:18:51,1840000,0,-6,left,Williams III REBOUND (Off:3 Def:1),[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,4.0,1.0,3.0,185.0,,,,,,,,,,,,,,
187,PT09M41.00S,2020-08-17T23:15:34Z,2,REGULAR,3pt,jumpshot,,['2ndchance'],202330,27.55,80.95,1610612738,27,29,2020-08-17T23:16:04,1850000,-155,206,left,MISS Hayward 26' 3PT Jump Shot,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,25.78,,,,,,,,,,,,,,,,,,
188,PT09M40.00S,2020-08-17T23:15:35Z,2,REGULAR,rebound,defensive,,[],201143,,,1610612755,27,29,2020-08-17T23:16:04,1860000,-155,206,left,Horford REBOUND (Off:1 Def:2),[201143],1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,3.0,2.0,1.0,187.0,,,,,,,,,,,,,,
189,PT09M21.00S,2020-08-17T23:15:53Z,2,REGULAR,3pt,jumpshot,,[],203954,67.76,63.79,1610612755,27,29,2020-08-17T23:15:58,1870000,69,251,right,MISS Embiid 26' 3PT Jump Shot,[203954],1610612755,PHI,1,Embiid,J. Embiid,,,,,,,0.0,Missed,26.03,,,,,,,,,,,,,,,,,,
190,PT09M20.00S,2020-08-17T23:15:54Z,2,REGULAR,rebound,defensive,,[],1628369,,,1610612738,27,29,2020-08-17T23:16:09,1880000,69,251,right,Tatum REBOUND (Off:2 Def:3),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,5.0,3.0,2.0,189.0,,,,,,,,,,,,,,
191,PT09M08.00S,2020-08-17T23:16:06Z,2,REGULAR,2pt,jumpshot,fadeaway,[],203935,6.52,69.92,1610612738,27,29,2020-08-17T23:16:14,1890000,-100,9,left,MISS Smart 10' Fadeaway Jumper,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,10.04,,,,,,,,,,,,,,,,,,
192,PT09M07.00S,2020-08-17T23:16:07Z,2,REGULAR,rebound,defensive,,[],203954,,,1610612755,27,29,2020-08-17T23:16:14,1900000,-100,9,left,Embiid REBOUND (Off:1 Def:5),[203954],1610612755,PHI,0,Embiid,J. Embiid,,,,,,,,,,6.0,5.0,1.0,191.0,,,,,,,,,,,,,,
193,PT08M51.00S,2020-08-17T23:16:22Z,2,REGULAR,turnover,badpass,,[],201143,,,1610612755,27,29,2020-08-17T23:16:28,1910000,-120,23,right,Horford Bad Pass Turnover (P2.T9) Stolen,"[201143, 203935]",1610612755,PHI,0,Horford,A. Horford,,,,,,,,,,,,,,2.0,,,,Smart,203935.0,1.0,,,,,,,
194,PT08M51.00S,2020-08-17T23:16:22Z,2,REGULAR,steal,,,[],203935,,,1610612738,27,29,0001-01-01T00:00:00,1920000,-120,23,right, STEAL ,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M49.00S,2020-08-17T23:16:29Z,2,REGULAR,foul,personal,take,[],1627788,,,1610612738,27,29,2020-08-17T23:16:36,1930000,49,159,left,Korkmaz Personal Take Foul (P3.T2),"[1627788, 202330]",1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,3.0,0.0,1151.0,,
197,PT08M49.00S,2020-08-17T23:16:36Z,2,REGULAR,substitution,out,,[],1629680,,,1610612738,27,29,0001-01-01T00:00:00,1950000,0,-80,,SUB: Richardson FOR Thybulle,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M49.00S,2020-08-17T23:16:36Z,2,REGULAR,substitution,out,,[],1627788,,,1610612738,27,29,0001-01-01T00:00:00,1960000,0,-80,,SUB: Harris FOR Korkmaz,[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M45.00S,2020-08-17T23:16:59Z,2,REGULAR,2pt,jumpshot,,['fromturnover'],1629057,22.95,32.91,1610612738,27,29,2020-08-17T23:17:09,1990000,85,163,left,MISS Williams III 18' Jump Shot,[1629057],1610612738,BOS,1,Williams III,R. Williams III,,,,,,,0.0,Missed,18.38,,,,,,,,,,,,,,,,,,
202,PT08M44.00S,2020-08-17T23:17:00Z,2,REGULAR,rebound,offensive,,[],1629057,,,1610612738,27,29,2020-08-17T23:17:09,2000000,85,163,left,Williams III REBOUND (Off:4 Def:1),[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,5.0,1.0,4.0,201.0,,,,,,,,,,,,,,
203,PT08M43.00S,2020-08-17T23:17:04Z,2,REGULAR,2pt,dunk,putback,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,7.18,47.62,1610612738,29,29,2020-08-17T23:17:24,2010000,12,15,left,Williams III 2' Putback Dunk (2 PTS),[1629057],1610612738,BOS,1,Williams III,R. Williams III,,,,,,,2.0,Made,1.92,,,,,,,,,,,,,,,,,,
204,PT08M23.00S,2020-08-17T23:17:21Z,2,REGULAR,2pt,dunk,driving,['pointsinthepaint'],202699,93.12,45.66,1610612755,29,31,2020-08-17T23:17:29,2020000,-22,12,right,Harris 3' Driving Dunk (6 PTS) (Horford 2 AST),"[202699, 201143]",1610612755,PHI,1,Harris,T. Harris,,,,,,,6.0,Made,2.51,,,,,,Horford,201143.0,2.0,,,,,,,,,,
