actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
446,PT03M39.00S,2020-01-19T01:35:58.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612756,72,81,2020-01-19T01:36:11Z,4420000,,,0,,D. Ayton REBOUND (Off:3 Def:9),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,445.0,12.0,9.0,3.0,,,,,,,,,,,,,,
447,PT03M37.00S,2020-01-19T01:35:59.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629028,5.0,50.0,1610612756,72,81,2020-01-19T01:35:59Z,4430000,0.0,-6.0,1,left,MISS D. Ayton layup,[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
448,PT03M35.00S,2020-01-19T01:36:01.5Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612756,72,81,2020-01-19T01:36:01Z,4440000,,,0,,D. Ayton REBOUND (Off:4 Def:9),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,447.0,13.0,9.0,4.0,,,,,,,,,,,,,,
449,PT03M35.00S,2020-01-19T01:36:01.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629028,5.0,50.0,1610612756,72,81,2020-01-19T01:36:01Z,4450000,0.0,-6.0,1,left,MISS D. Ayton layup,[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
450,PT03M35.00S,2020-01-19T01:36:02.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,81,2020-01-19T01:36:02Z,4460000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,449.0,6.0,6.0,0.0,,,,,,,,,,,,,,
451,PT03M34.00S,2020-01-19T01:36:07.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.51182654402102,50.06893382352941,1610612738,72,81,2020-01-19T01:36:19Z,4470000,0.0,8.0,1,right,MISS E. Kanter layup Blocked,"[202683, 1629028]",1610612738.0,BOS,driving,,,Kanter,E. Kanter,,,,,1.4,Missed,,,,,,,,,,,,,Ayton,1629028.0,,,,,
452,PT03M34.00S,2020-01-19T01:36:07.5Z,3,REGULAR,block,,[],1629028,,,1610612738,72,81,2020-01-19T01:36:11Z,4480000,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M32.00S,2020-01-19T01:36:09.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,81,2020-01-19T01:36:19Z,4490000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,
454,PT03M32.00S,2020-01-19T01:36:14.6Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,72,81,2020-01-19T01:36:14Z,4500000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,out,[],202330,,,1610612738,72,81,2020-01-19T01:36:31Z,4510000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,72,81,2020-01-19T01:36:31Z,4520000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,out,[],201937,,,1610612738,72,81,2020-01-19T01:36:31Z,4530000,,,0,,substitution out Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,out,[],203967,,,1610612738,72,81,2020-01-19T01:36:31Z,4540000,,,0,,substitution out Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,out,[],1629028,,,1610612738,72,81,2020-01-19T01:36:31Z,4550000,,,0,,substitution out Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,in,[],202954,,,1610612738,72,81,2020-01-19T01:36:31Z,4560000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,in,[],1629750,,,1610612738,72,81,2020-01-19T01:36:31Z,4570000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,in,[],1629059,,,1610612738,72,81,2020-01-19T01:36:31Z,4580000,,,0,,substitution in Okobo,[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,in,[],203382,,,1610612738,72,81,2020-01-19T01:36:31Z,4590000,,,0,,substitution in Baynes,[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M32.00S,2020-01-19T01:36:15.4Z,3,REGULAR,substitution,in,[],1627767,,,1610612738,72,81,2020-01-19T01:36:31Z,4600000,,,0,,substitution in Diallo,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M32.00S,2020-01-19T01:36:34.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,72,81,2020-01-19T01:36:34Z,4610000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M29.00S,2020-01-19T01:39:28.5Z,3,REGULAR,foul,personal,[],1628969,,,1610612738,72,81,2020-01-19T01:39:37Z,4620000,,,0,,M. Bridges FOUL personal (3 PF),"[1628969, 1628369]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1626302.0,,,,,,3.0,0.0,Tatum,1628369.0,
468,PT03M16.00S,2020-01-19T01:40:02.3Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1628369,90.88370565045992,75.55912990196079,1610612738,72,81,2020-01-19T01:40:38Z,4640000,128.0,33.0,1,right,MISS J. Tatum 13' jumpshot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,13.35,Missed,,,,,,,,,,,,,,,,,,,
469,PT03M14.00S,2020-01-19T01:40:04.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,72,81,2020-01-19T01:40:08Z,4650000,,,0,,Team defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,
470,PT03M14.00S,2020-01-19T01:40:07.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612756,72,81,2020-01-19T01:40:07Z,4660000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M55.00S,2020-01-19T01:40:34.8Z,3,REGULAR,2pt,jumpshot,[],1626164,5.338370565045992,31.93167892156863,1610612756,72,83,2020-01-19T01:40:39Z,4670000,90.0,-2.0,1,left,D. Booker 9' jumpshot (29 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,9.04,Made,29.0,,,,,,,,,,,,,,,,,,
472,PT02M35.00S,2020-01-19T01:40:55.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629750,87.20433639947439,52.76501225490197,1610612738,72,83,2020-01-19T01:41:12Z,4680000,14.0,68.0,1,right,MISS J. Green 7' layup,[1629750],1610612738.0,BOS,driving,,,Green,J. Green,,,,,7.46,Missed,,,,,,,,,,,,,,,,,,,
473,PT02M32.00S,2020-01-19T01:40:58.3Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,72,83,2020-01-19T01:41:12Z,4690000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,472.0,7.0,6.0,1.0,,,,,,,,,,,,,,
474,PT02M30.00S,2020-01-19T01:41:02.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,72,83,2020-01-19T01:41:02Z,4700000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M25.00S,2020-01-19T01:41:18.9Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203935,67.49342969776609,46.88265931372549,1610612738,72,83,2020-01-19T01:41:27Z,4710000,-16.0,253.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
476,PT02M23.00S,2020-01-19T01:41:20.9Z,3,REGULAR,rebound,defensive,[],1627767,,,1610612756,72,83,2020-01-19T01:41:27Z,4720000,,,0,,C. Diallo REBOUND (Off:0 Def:1),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,475.0,1.0,1.0,0.0,,,,,,,,,,,,,,
477,PT02M09.00S,2020-01-19T01:41:36.0Z,3,REGULAR,foul,personal,['2freethrow'],202683,,,1610612756,72,83,2020-01-19T01:41:42Z,4730000,,,0,,E. Kanter FOUL personal (3 PF) (Booker 2freethrow),"[202683, 1626164]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,1627529.0,,,,,,3.0,0.0,Booker,1626164.0,
479,PT02M09.00S,2020-01-19T01:42:01.2Z,3,REGULAR,freethrow,1of2,[],1626164,,,1610612756,72,84,2020-01-19T01:42:01Z,4750000,,,0,,D. Booker freethrow 1of2 (30 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,30.0,,,,,,,,,,,,,,,,,,
480,PT02M09.00S,2020-01-19T01:42:01.8Z,3,REGULAR,substitution,out,[],203935,,,1610612756,72,84,2020-01-19T01:42:09Z,4760000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M09.00S,2020-01-19T01:42:01.8Z,3,REGULAR,substitution,out,[],1629750,,,1610612756,72,84,2020-01-19T01:42:09Z,4770000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M09.00S,2020-01-19T01:42:01.8Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,72,84,2020-01-19T01:42:09Z,4780000,,,0,,substitution out Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M09.00S,2020-01-19T01:42:01.8Z,3,REGULAR,substitution,in,[],1629682,,,1610612756,72,84,2020-01-19T01:42:09Z,4790000,,,0,,substitution in Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M09.00S,2020-01-19T01:42:01.8Z,3,REGULAR,substitution,in,[],202330,,,1610612756,72,84,2020-01-19T01:42:09Z,4800000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M09.00S,2020-01-19T01:42:01.8Z,3,REGULAR,substitution,in,[],1628975,,,1610612756,72,84,2020-01-19T01:42:09Z,4810000,,,0,,substitution in Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M09.00S,2020-01-19T01:42:22.5Z,3,REGULAR,freethrow,2of2,[],1626164,,,1610612756,72,85,2020-01-19T01:42:22Z,4820000,,,0,,D. Booker freethrow 2of2 (31 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,31.0,,,,,,,,,,,,,,,,,,
487,PT01M54.00S,2020-01-19T01:42:40.5Z,3,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612738,72,85,2020-01-19T01:42:52Z,4830000,,,0,,J. Carter FOUL personal (3 PF) (Kanter 2freethrow),"[1628975, 202683]",1610612756.0,PHX,shooting,,,Carter,J. Carter,,,,,,,,,,,,,,,1626302.0,,,,,,3.0,0.0,Kanter,202683.0,
489,PT01M54.00S,2020-01-19T01:43:06.8Z,3,REGULAR,freethrow,1of2,[],202683,,,1610612738,73,85,2020-01-19T01:43:06Z,4850000,,,0,,E. Kanter freethrow 1of2 (5 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
490,PT01M54.00S,2020-01-19T01:43:22.9Z,3,REGULAR,freethrow,2of2,[],202683,,,1610612738,74,85,2020-01-19T01:43:22Z,4860000,,,0,,E. Kanter freethrow 2of2 (6 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
491,PT01M38.00S,2020-01-19T01:43:44.2Z,3,REGULAR,foul,personal,[],202954,,,1610612756,74,85,2020-01-19T01:43:52Z,4870000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 1629059]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,101284.0,,,,,,2.0,0.0,Okobo,1629059.0,
493,PT01M30.00S,2020-01-19T01:44:06.5Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1627767,6.652431011826544,49.08854166666667,1610612756,74,87,2020-01-19T01:44:11Z,4890000,5.0,10.0,1,left,C. Diallo dunk (2 PTS) (D. Booker 7 AST),"[1627767, 1626164]",1610612756.0,PHX,cutting,,,Diallo,C. Diallo,,,,,1.62,Made,2.0,,,,,,,,,D. Booker,1626164.0,7.0,,,,,,,
495,PT01M16.00S,2020-01-19T01:44:19.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629682,92.9862023653088,50.06893382352941,1610612738,76,87,2020-01-19T01:44:23Z,4910000,0.0,13.0,1,right,T. Waters layup (4 PTS),[1629682],1610612738.0,BOS,drivingfingerroll,,,Waters,T. Waters,,,,,1.89,Made,4.0,,,,,,,,,,,,,,,,,,
496,PT01M04.00S,2020-01-19T01:44:32.0Z,3,REGULAR,3pt,jumpshot,[],203382,32.276609724047304,65.01991421568627,1610612756,76,87,2020-01-19T01:44:39Z,4920000,-75.0,251.0,1,left,MISS A. Baynes 27' 3PT,[203382],1610612756.0,PHX,,,,Baynes,A. Baynes,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
497,PT01M02.00S,2020-01-19T01:44:34.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,76,87,2020-01-19T01:44:39Z,4930000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,496.0,3.0,3.0,0.0,,,,,,,,,,,,,,
498,PT00M55.70S,2020-01-19T01:44:40.3Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fastbreak']",202330,85.3646517739816,55.951286764705884,1610612738,76,87,2020-01-19T01:45:07Z,4940000,30.0,85.0,1,right,MISS G. Hayward 10' jumpshot,[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,9.54,Missed,,,,,,,,,,,,,,,,,,,
499,PT00M53.80S,2020-01-19T01:44:42.2Z,3,REGULAR,rebound,defensive,[],1629059,,,1610612756,76,87,2020-01-19T01:45:07Z,4950000,,,0,,E. Okobo REBOUND (Off:1 Def:2),[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,498.0,3.0,2.0,1.0,,,,,,,,,,,,,,
500,PT00M33.10S,2020-01-19T01:45:04.8Z,3,REGULAR,2pt,jumpshot,[],1626164,6.389618922470433,72.37285539215686,1610612756,76,87,2020-01-19T01:45:38Z,4960000,-112.0,8.0,1,left,MISS D. Booker 11' jumpshot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,11.27,Missed,,,,,,,,,,,,,,,,,,,
501,PT00M32.10S,2020-01-19T01:45:05.8Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,76,87,2020-01-19T01:45:16Z,4970000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,500.0,4.0,4.0,0.0,,,,,,,,,,,,,,
502,PT00M25.40S,2020-01-19T01:45:15.0Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",202954,91.40932982917214,54.23560049019608,1610612738,76,87,2020-01-19T01:45:28Z,4980000,21.0,28.0,1,right,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,runningfingerroll,,,Wanamaker,B. Wanamaker,,,,,3.99,Missed,,,,,,,,,,,,,,,,,,,
503,PT00M23.40S,2020-01-19T01:45:17.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,76,87,2020-01-19T01:45:28Z,4990000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,
504,PT00M23.40S,2020-01-19T01:45:17.2Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,76,87,2020-01-19T01:45:17Z,5000000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M23.40S,2020-01-19T01:45:30.0Z,3,REGULAR,substitution,out,[],1626164,,,1610612738,76,87,2020-01-19T01:45:33Z,5010000,,,0,,substitution out Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M23.40S,2020-01-19T01:45:30.0Z,3,REGULAR,substitution,in,[],1628969,,,1610612738,76,87,2020-01-19T01:45:33Z,5020000,,,0,,substitution in Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M21.30S,2020-01-19T01:45:56.8Z,3,REGULAR,turnover,illegaloutofboundscreen,[],202683,,,1610612738,76,87,2020-01-19T01:47:08Z,5030000,,,0,,E. Kanter TURNOVER illegaloutofboundscreen (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,1.0,,,,,,,,,,,,,
508,PT00M21.30S,2020-01-19T01:46:01.8Z,3,REGULAR,substitution,out,[],1627767,,,1610612756,76,87,2020-01-19T01:46:17Z,5040000,,,0,,substitution out Diallo,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M21.30S,2020-01-19T01:46:01.8Z,3,REGULAR,substitution,in,[],1626164,,,1610612756,76,87,2020-01-19T01:46:17Z,5050000,,,0,,substitution in Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M02.30S,2020-01-19T01:46:31.7Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1626164,25.04927726675427,10.853247549019608,1610612756,76,87,2020-01-19T01:47:39Z,5060000,196.0,183.0,1,left,MISS D. Booker 27' 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,,
511,PT00M00.90S,2020-01-19T01:46:33.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,76,87,2020-01-19T01:47:17Z,5070000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,510.0,8.0,7.0,1.0,,,,,,,,,,,,,,
512,PT00M00.00S,2020-01-19T01:46:35.9Z,3,REGULAR,period,end,[],0,,,1610612738,76,87,2020-01-19T01:46:35Z,5080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2020-01-19T01:48:35.3Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,76,87,2020-01-19T01:48:55Z,5090000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2020-01-19T01:48:35.3Z,4,REGULAR,substitution,out,['startperiod'],1629059,,,1610612738,76,87,2020-01-19T01:48:55Z,5100000,,,0,,substitution out Okobo,[1629059],1610612756.0,PHX,,,,Okobo,E. Okobo,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2020-01-19T01:48:35.3Z,4,REGULAR,substitution,out,['startperiod'],1626164,,,1610612738,76,87,2020-01-19T01:48:55Z,5110000,,,0,,substitution out Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2020-01-19T01:48:35.3Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,76,87,2020-01-19T01:48:55Z,5120000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2020-01-19T01:48:35.3Z,4,REGULAR,substitution,in,['startperiod'],201937,,,1610612738,76,87,2020-01-19T01:48:55Z,5130000,,,0,,substitution in Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2020-01-19T01:48:35.3Z,4,REGULAR,substitution,in,['startperiod'],203967,,,1610612738,76,87,2020-01-19T01:48:55Z,5140000,,,0,,substitution in Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2020-01-19T01:49:12.4Z,4,REGULAR,period,start,[],0,,,1610612738,76,87,2020-01-19T01:49:12Z,5150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M44.00S,2020-01-19T01:49:26.7Z,4,REGULAR,turnover,lostball,[],202954,,,1610612738,76,87,2020-01-19T01:49:31Z,5160000,,,0,,B. Wanamaker TURNOVER lostball (1 TOV) Stolen,"[202954, 201937]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,1.0,Rubio,201937.0,,,,,,,,,,,
521,PT11M44.00S,2020-01-19T01:49:26.7Z,4,REGULAR,steal,,[],201937,,,1610612756,76,87,2020-01-19T01:49:42Z,5170000,,,0,,R. Rubio STEAL (1 STL),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M31.00S,2020-01-19T01:49:42.6Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203382,9.806176084099869,53.01011029411765,1610612756,76,87,2020-01-19T01:50:38Z,5180000,-15.0,40.0,1,left,MISS A. Baynes layup Blocked,"[203382, 202683]",1610612756.0,PHX,cutting,,,Baynes,A. Baynes,,,,,4.77,Missed,,,,,,,,,,,,,Kanter,202683.0,,,,,
523,PT11M31.00S,2020-01-19T01:49:42.6Z,4,REGULAR,block,,[],202683,,,1610612756,76,87,2020-01-19T01:49:44Z,5190000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M30.00S,2020-01-19T01:49:43.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,76,87,2020-01-19T01:49:55Z,5200000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,,
525,PT11M30.00S,2020-01-19T01:49:47.5Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612756,76,87,2020-01-19T01:49:47Z,5210000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT11M26.00S,2020-01-19T01:50:01.6Z,4,REGULAR,turnover,traveling,[],1628975,,,1610612756,76,87,2020-01-19T01:50:06Z,5220000,,,0,,J. Carter TURNOVER traveling (1 TOV),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,1.0,,,101284.0,,,,,,,,,,
527,PT11M13.00S,2020-01-19T01:50:21.4Z,4,REGULAR,2pt,jumpshot,['fromturnover'],202330,82.7365308804205,71.39246323529412,1610612738,78,87,2020-01-19T01:50:27Z,5230000,107.0,110.0,1,right,G. Hayward 16' jumpshot (13 PTS) (T. Waters 3 AST),"[202330, 1629682]",1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,15.73,Made,13.0,,,,,,,,,T. Waters,1629682.0,3.0,,,,,,,
529,PT11M00.00S,2020-01-19T01:50:37.3Z,4,REGULAR,foul,personal,[],1629684,,,1610612756,78,87,2020-01-19T01:50:42Z,5250000,,,0,,G. Williams FOUL personal (2 PF),"[1629684, 203967]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Saric,203967.0,
531,PT10M54.00S,2020-01-19T01:51:04.1Z,4,REGULAR,2pt,jumpshot,[],201937,20.18725361366623,67.47089460784314,1610612756,78,87,2020-01-19T01:51:12Z,5270000,-87.0,137.0,1,left,MISS R. Rubio 17' jumpshot,[201937],1610612756.0,PHX,pullup,,,Rubio,R. Rubio,,,,,16.74,Missed,,,,,,,,,,,,,,,,,,,
532,PT10M52.00S,2020-01-19T01:51:06.1Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,78,87,2020-01-19T01:51:12Z,5280000,,,0,,E. Kanter REBOUND (Off:0 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,531.0,4.0,4.0,0.0,,,,,,,,,,,,,,
533,PT10M36.00S,2020-01-19T01:51:29.7Z,4,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612738,78,87,2020-01-19T01:51:36Z,5290000,,,0,,J. Carter FOUL personal (4 PF) (Wanamaker 2freethrow),"[1628975, 202954]",1610612756.0,PHX,shooting,,,Carter,J. Carter,,,,,,,,,,,,,,,101284.0,,,,,,4.0,0.0,Wanamaker,202954.0,
535,PT10M36.00S,2020-01-19T01:52:30.1Z,4,REGULAR,freethrow,1of2,[],202954,,,1610612738,79,87,2020-01-19T01:52:30Z,5310000,,,0,,B. Wanamaker freethrow 1of2 (3 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
