actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,assistPlayerName,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId,turnoverTotal,blockPersonId,blockPlayerName,stealPlayerName,stealPersonId,stealTotal
581,PT05M39.00S,2020-08-20T00:54:09Z,4,REGULAR,substitution,out,,[],1629680,,,1610612755,116,90,0001-01-01T00:00:00,5720000,0,-80,,SUB: O'Quinn FOR Thybulle,[1629680],1610612755,PHI,0,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M27.00S,2020-08-20T00:56:08Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1629750,,,1610612755,116,90,2020-08-20T00:56:16,5780000,-21,58,left,Green S.FOUL (P1.PN),"[1629750, 203118]",1610612738,BOS,0,Green,J. Green,,,,,,,,,,,,,,,,,Scott,203118.0,1.0,0.0,2529.0,,,,,,
589,PT05M27.00S,2020-08-20T00:56:31Z,4,REGULAR,freethrow,1of2,,[],203118,,,1610612755,116,91,0001-01-01T00:00:00,5800000,250,-52,left,Scott Free Throw 1 of 2 (1 PTS),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
590,PT05M27.00S,2020-08-20T00:56:46Z,4,REGULAR,freethrow,2of2,,[],203118,,,1610612755,116,92,0001-01-01T00:00:00,5810000,250,-52,left,Scott Free Throw 2 of 2 (2 PTS),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
591,PT05M14.00S,2020-08-20T00:56:59Z,4,REGULAR,turnover,badpass,,[],202954,,,1610612738,116,92,2020-08-20T00:57:07,5820000,56,121,right,Wanamaker Bad Pass Turnover (P2.T5) Stolen,"[202954, 1627788]",1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,2.0,,,Korkmaz,1627788.0,1.0
592,PT05M14.00S,2020-08-20T00:56:59Z,4,REGULAR,steal,,,[],1627788,,,1610612755,116,92,0001-01-01T00:00:00,5830000,56,121,right, STEAL ,[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M10.00S,2020-08-20T00:57:03Z,4,REGULAR,2pt,layup,running,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203526,7.7,44.43,1610612755,116,92,2020-08-20T00:57:12,5840000,28,20,left,MISS Neto 3' Running Layup Blocked,"[203526, 202954]",1610612755,PHI,1,Neto,R. Neto,,,,,,,0.0,Missed,3.44,,,,,,,,,,,,,,202954.0,Wanamaker,,,
594,PT05M10.00S,2020-08-20T00:57:03Z,4,REGULAR,block,,,[],202954,,,1610612755,116,92,0001-01-01T00:00:00,5850000,28,20,left, BLOCK ,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M09.00S,2020-08-20T00:57:04Z,4,REGULAR,rebound,defensive,,[],1628400,,,1610612738,116,92,2020-08-20T00:57:18,5860000,28,20,left,Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738,BOS,0,Ojeleye,S. Ojeleye,,,,,,,,,,1.0,1.0,0.0,593.0,,,,,,,,,,,,,,
596,PT04M50.00S,2020-08-20T00:57:23Z,4,REGULAR,2pt,hook,driving,['pointsinthepaint'],1629641,86.94,50.56,1610612738,116,92,2020-08-20T00:57:28,5870000,3,70,right,MISS Langford 7' Driving Hook Shot,[1629641],1610612738,BOS,1,Langford,R. Langford,,,,,,,0.0,Missed,7.01,,,,,,,,,,,,,,,,,,
597,PT04M49.00S,2020-08-20T00:57:24Z,4,REGULAR,rebound,defensive,,[],203124,,,1610612755,116,92,2020-08-20T00:58:04,5880000,3,70,right,O'Quinn REBOUND (Off:0 Def:1),[203124],1610612755,PHI,0,O'Quinn,K. O'Quinn,,,,,,,,,,1.0,1.0,0.0,596.0,,,,,,,,,,,,,,
599,PT04M35.00S,2020-08-20T00:57:38Z,4,REGULAR,turnover,badpass,,[],1627788,,,1610612755,116,92,2020-08-20T00:57:42,5900000,41,121,left,Korkmaz Bad Pass Turnover (P1.T7) Stolen,"[1627788, 1629641]",1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,1.0,,,Langford,1629641.0,1.0
600,PT04M35.00S,2020-08-20T00:57:38Z,4,REGULAR,steal,,,[],1629641,,,1610612738,122,96,2020-08-20T01:00:40,5910000,41,121,left, STEAL ,[1629641],1610612738,BOS,0,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M29.00S,2020-08-20T00:57:44Z,4,REGULAR,2pt,dunk,driving,"['pointsinthepaint', 'fromturnover']",1629641,90.88,47.86,1610612738,116,92,2020-08-20T01:01:03,5920000,-11,33,right,MISS Langford 3' Driving Dunk Blocked,"[1629641, 203658]",1610612738,BOS,1,Langford,R. Langford,,,,,,,0.0,Missed,3.48,,,,,,,,,,,,,,203658.0,Pelle,,,
602,PT04M29.00S,2020-08-20T00:57:44Z,4,REGULAR,block,,,[],203658,,,1610612738,116,92,0001-01-01T00:00:00,5930000,-11,33,right, BLOCK ,[203658],1610612755,PHI,0,Pelle,N. Pelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M28.00S,2020-08-20T00:57:45Z,4,REGULAR,rebound,defensive,,[],203526,,,1610612755,116,92,2020-08-20T00:57:58,5940000,-11,33,right,Neto REBOUND (Off:0 Def:2),[203526],1610612755,PHI,0,Neto,R. Neto,,,,,,,,,,2.0,2.0,0.0,601.0,,,,,,,,,,,,,,
604,PT04M20.00S,2020-08-20T00:57:53Z,4,REGULAR,2pt,layup,drivingreverse,['pointsinthepaint'],203118,5.86,48.84,1610612755,116,94,2020-08-20T00:57:57,5950000,6,3,left,Scott 1' Driving Reverse Layup (4 PTS) (Korkmaz 2 AST),"[203118, 1627788]",1610612755,PHI,1,Scott,M. Scott,,,,,,,4.0,Made,0.67,,,,,Korkmaz,1627788.0,2.0,,,,,,,,,,,
606,PT04M03.00S,2020-08-20T00:58:10Z,4,REGULAR,3pt,jumpshot,,[],1628400,69.2,14.04,1610612738,119,94,2020-08-20T00:58:16,5970000,-180,237,right,Ojeleye 30' 3PT Jump Shot (3 PTS) (Wanamaker 4 AST),"[1628400, 202954]",1610612738,BOS,1,Ojeleye,S. Ojeleye,,,,,,,3.0,Made,29.76,,,,,Wanamaker,202954.0,4.0,,,,,,,,,,,
608,PT03M45.00S,2020-08-20T00:58:28Z,4,REGULAR,3pt,jumpshot,,[],1627788,27.81,11.59,1610612755,119,94,2020-08-20T00:58:33,5990000,192,209,left,MISS Korkmaz 28' 3PT Jump Shot,[1627788],1610612755,PHI,1,Korkmaz,F. Korkmaz,,,,,,,0.0,Missed,28.38,,,,,,,,,,,,,,,,,,
609,PT03M44.00S,2020-08-20T00:58:29Z,4,REGULAR,rebound,defensive,,[],1629750,,,1610612738,119,94,2020-08-20T00:58:36,6000000,192,209,left,Green REBOUND (Off:0 Def:1),[1629750],1610612738,BOS,0,Green,J. Green,,,,,,,,,,1.0,1.0,0.0,608.0,,,,,,,,,,,,,,
610,PT03M31.00S,2020-08-20T00:58:41Z,4,REGULAR,3pt,jumpshot,pullup,[],1629750,67.1,66.74,1610612738,122,94,2020-08-20T00:58:46,6010000,84,257,right,Green 27' 3PT Pullup Jump Shot (3 PTS),[1629750],1610612738,BOS,1,Green,J. Green,,,,,,,3.0,Made,27.04,,,,,,,,,,,,,,,,,,
611,PT03M11.00S,2020-08-20T00:59:06Z,4,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1628400,,,1610612755,122,94,2020-08-20T00:59:13,6020000,2,147,left,Ojeleye S.FOUL (P1.PN),"[1628400, 1627788]",1610612738,BOS,0,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,Korkmaz,1627788.0,1.0,0.0,2529.0,,,,,,
613,PT03M11.00S,2020-08-20T00:59:24Z,4,REGULAR,freethrow,1of2,,[],1627788,,,1610612755,122,95,0001-01-01T00:00:00,6040000,250,-52,left,Korkmaz Free Throw 1 of 2 (2 PTS),[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,2.0,Made,,,,,,,,,,,,,,,,,,,
614,PT03M11.00S,2020-08-20T00:59:37Z,4,REGULAR,freethrow,2of2,,[],1627788,,,1610612755,122,96,0001-01-01T00:00:00,6050000,250,-52,left,Korkmaz Free Throw 2 of 2 (3 PTS),[1627788],1610612755,PHI,0,Korkmaz,F. Korkmaz,,,,,,,3.0,Made,,,,,,,,,,,,,,,,,,,
615,PT03M04.00S,2020-08-20T00:59:47Z,4,REGULAR,foul,offensive,,['inpenalty'],202954,,,1610612738,122,96,2020-08-20T01:00:11,6060000,-7,354,right,Wanamaker OFF.Foul (P3),"[202954, 203526]",1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,Neto,203526.0,3.0,0.0,101284.0,,,,,,
618,PT02M56.00S,2020-08-20T01:00:09Z,4,REGULAR,turnover,traveling,,[],203124,,,1610612755,122,96,2020-08-20T01:00:15,6090000,77,153,left,O'Quinn Traveling Turnover (P1.T8),[203124],1610612755,PHI,0,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
619,PT02M49.00S,2020-08-20T01:00:34Z,4,REGULAR,foul,offensive,,['inpenalty'],1629057,,,1610612738,122,96,2020-08-20T01:00:44,6100000,84,320,right,Williams III OFF.Foul (P2),"[1629057, 203526]",1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,,,,,,,,Neto,203526.0,2.0,0.0,101284.0,,,,,,
622,PT02M49.00S,2020-08-20T01:00:45Z,4,REGULAR,substitution,out,,[],202954,,,1610612755,122,96,0001-01-01T00:00:00,6130000,0,-80,,SUB: Fall FOR Wanamaker,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M36.00S,2020-08-20T01:01:09Z,4,REGULAR,2pt,jumpshot,pullup,['fromturnover'],203118,26.23,58.65,1610612755,122,96,2020-08-20T01:01:13,6150000,-43,194,left,MISS Scott 20' Pullup Jump Shot,[203118],1610612755,PHI,1,Scott,M. Scott,,,,,,,0.0,Missed,19.87,,,,,,,,,,,,,,,,,,
625,PT02M35.00S,2020-08-20T01:01:10Z,4,REGULAR,rebound,defensive,,[],1629057,,,1610612738,122,96,2020-08-20T01:01:15,6160000,-43,194,left,Williams III REBOUND (Off:0 Def:1),[1629057],1610612738,BOS,0,Williams III,R. Williams III,,,,,,,,,,1.0,1.0,0.0,624.0,,,,,,,,,,,,,,
626,PT02M29.00S,2020-08-20T01:01:17Z,4,REGULAR,foul,personal,,[],203118,,,1610612738,122,96,2020-08-20T01:01:25,6170000,-44,54,right,Scott P.FOUL (P1.T4),"[203118, 1629605]",1610612755,PHI,0,Scott,M. Scott,,,,,,,,,,,,,,,,,Fall,1629605.0,1.0,0.0,200832.0,,,,,,
628,PT02M22.00S,2020-08-20T01:01:45Z,4,REGULAR,2pt,jumpshot,drivingfloating,['pointsinthepaint'],1629641,80.37,61.59,1610612738,124,96,2020-08-20T01:01:49,6190000,58,132,right,Langford 14' Driving Floating Jump Shot (5 PTS),[1629641],1610612738,BOS,1,Langford,R. Langford,,,,,,,5.0,Made,14.42,,,,,,,,,,,,,,,,,,
629,PT02M10.00S,2020-08-20T01:01:59Z,4,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",1628400,,,1610612755,124,96,2020-08-20T01:02:09,6200000,-194,-28,left,Ojeleye P.FOUL (P2.PN),"[1628400, 203118]",1610612738,BOS,0,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,Scott,203118.0,2.0,0.0,2529.0,,,,,,
631,PT02M10.00S,2020-08-20T01:02:19Z,4,REGULAR,freethrow,1of2,,[],203118,,,1610612755,124,97,0001-01-01T00:00:00,6220000,250,-52,left,Scott Free Throw 1 of 2 (5 PTS),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,5.0,Made,,,,,,,,,,,,,,,,,,,
632,PT02M10.00S,2020-08-20T01:02:31Z,4,REGULAR,freethrow,2of2,,[],203118,,,1610612755,124,98,0001-01-01T00:00:00,6230000,250,-52,left,Scott Free Throw 2 of 2 (6 PTS),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
633,PT02M01.00S,2020-08-20T01:02:44Z,4,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",203124,,,1610612738,124,98,2020-08-20T01:02:49,6240000,103,219,right,O'Quinn P.FOUL (P1.PN),"[203124, 1629641]",1610612755,PHI,0,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,Langford,1629641.0,1.0,0.0,101284.0,,,,,,
635,PT02M01.00S,2020-08-20T01:03:10Z,4,REGULAR,freethrow,1of2,,[],1629641,,,1610612738,124,98,0001-01-01T00:00:00,6260000,-250,888,right,MISS Langford Free Throw 1 of 2,[1629641],1610612738,BOS,0,Langford,R. Langford,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
636,PT02M01.00S,2020-08-20T01:03:10Z,4,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612738,124,98,0001-01-01T00:00:00,6270000,-250,888,right,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,635.0,,,,,,,,,,,,,,
637,PT02M01.00S,2020-08-20T01:03:25Z,4,REGULAR,freethrow,2of2,,[],1629641,,,1610612738,125,98,0001-01-01T00:00:00,6280000,-250,888,right,Langford Free Throw 2 of 2 (6 PTS),[1629641],1610612738,BOS,0,Langford,R. Langford,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
638,PT01M43.00S,2020-08-20T01:03:44Z,4,REGULAR,3pt,jumpshot,stepback,[],203526,9.41,95.9,1610612755,125,101,2020-08-20T01:03:51,6290000,-230,36,left,Neto 3PT Step Back Jump Shot (5 PTS) (O'Quinn 1 AST),"[203526, 203124]",1610612755,PHI,1,Neto,R. Neto,,,,,,,5.0,Made,23.28,,,,,O'Quinn,203124.0,1.0,,,,,,,,,,,
640,PT01M26.00S,2020-08-20T01:04:07Z,4,REGULAR,3pt,jumpshot,,[],1629057,92.46,4.24,1610612738,125,101,2020-08-20T01:04:11,6310000,-229,18,right,MISS Williams III 3PT Jump Shot,[1629057],1610612738,BOS,1,Williams III,R. Williams III,,,,,,,0.0,Missed,22.97,,,,,,,,,,,,,,,,,,
641,PT01M25.00S,2020-08-20T01:04:08Z,4,REGULAR,rebound,defensive,,[],203118,,,1610612755,125,101,2020-08-20T01:04:14,6320000,-229,18,right,Scott REBOUND (Off:0 Def:1),[203118],1610612755,PHI,0,Scott,M. Scott,,,,,,,,,,1.0,1.0,0.0,640.0,,,,,,,,,,,,,,
642,PT01M17.00S,2020-08-20T01:04:15Z,4,REGULAR,3pt,jumpshot,,[],1627788,25.57,13.79,1610612755,125,101,2020-08-20T01:04:23,6330000,181,188,left,MISS Korkmaz 26' 3PT Jump Shot,[1627788],1610612755,PHI,1,Korkmaz,F. Korkmaz,,,,,,,0.0,Missed,26.1,,,,,,,,,,,,,,,,,,
643,PT01M16.00S,2020-08-20T01:04:16Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612755,125,101,2020-08-20T01:04:23,6340000,181,188,left,76ers Rebound,[],1610612755,PHI,0,,,,,,,,,,,,0.0,0.0,0.0,642.0,,,,,,,,,,,,,,
644,PT01M16.00S,2020-08-20T01:04:20Z,4,REGULAR,stoppage,outofbounds,,[],0,,,1610612755,125,101,0001-01-01T00:00:00,6350000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M16.00S,2020-08-20T01:04:43Z,4,REGULAR,foul,offensive,,['inpenalty'],203124,,,1610612755,125,101,2020-08-20T01:04:51,6360000,170,162,left,O'Quinn OFF.Foul (P2),"[203124, 1629641]",1610612755,PHI,0,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,Langford,1629641.0,2.0,0.0,2529.0,,,,,,
648,PT00M59.00S,2020-08-20T01:05:11Z,4,REGULAR,3pt,jumpshot,,['fromturnover'],1629750,70.52,18.21,1610612738,125,101,2020-08-20T01:05:19,6390000,-159,225,right,MISS Green 28' 3PT Jump Shot,[1629750],1610612738,BOS,1,Green,J. Green,,,,,,,0.0,Missed,27.55,,,,,,,,,,,,,,,,,,
649,PT00M58.20S,2020-08-20T01:05:12Z,4,REGULAR,rebound,offensive,,['team'],0,,,1610612738,125,101,2020-08-20T01:05:19,6400000,-159,225,right,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,648.0,,,,,,,,,,,,,,
650,PT00M58.20S,2020-08-20T01:05:16Z,4,REGULAR,foul,personal,looseball,"['inpenalty', '2freethrow']",203124,,,1610612738,125,101,2020-08-20T01:05:29,6410000,5,44,right,O'Quinn L.B.FOUL (P3.PN),"[203124, 1629605]",1610612755,PHI,0,O'Quinn,K. O'Quinn,,,,,,,,,,,,,,,,,Fall,1629605.0,3.0,0.0,200832.0,,,,,,
652,PT00M58.20S,2020-08-20T01:05:42Z,4,REGULAR,freethrow,1of2,,"['fromturnover', '2ndchance']",1629605,,,1610612738,125,101,0001-01-01T00:00:00,6430000,-250,888,right,MISS Fall Free Throw 1 of 2,[1629605],1610612738,BOS,0,Fall,T. Fall,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
653,PT00M58.20S,2020-08-20T01:05:42Z,4,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612738,125,101,0001-01-01T00:00:00,6440000,-250,888,right,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,652.0,,,,,,,,,,,,,,
654,PT00M58.20S,2020-08-20T01:05:54Z,4,REGULAR,freethrow,2of2,,"['fromturnover', '2ndchance']",1629605,,,1610612738,126,101,0001-01-01T00:00:00,6450000,-250,888,right,Fall Free Throw 2 of 2 (1 PTS),[1629605],1610612738,BOS,0,Fall,T. Fall,,,,,,,1.0,Made,,,,,,,,,,,,,,,,,,,
655,PT00M47.10S,2020-08-20T01:06:08Z,4,REGULAR,2pt,jumpshot,fadeaway,[],203526,22.95,43.94,1610612755,126,101,2020-08-20T01:06:14,6460000,30,163,left,MISS Neto 17' Fadeaway Jumper,[203526],1610612755,PHI,1,Neto,R. Neto,,,,,,,0.0,Missed,16.57,,,,,,,,,,,,,,,,,,
656,PT00M45.50S,2020-08-20T01:06:10Z,4,REGULAR,rebound,defensive,,[],1629605,,,1610612738,126,101,2020-08-20T01:06:17,6470000,30,163,left,Fall REBOUND (Off:0 Def:1),[1629605],1610612738,BOS,0,Fall,T. Fall,,,,,,,,,,1.0,1.0,0.0,655.0,,,,,,,,,,,,,,
657,PT00M33.60S,2020-08-20T01:06:22Z,4,REGULAR,2pt,hook,turnaround,['pointsinthepaint'],1629605,87.34,34.63,1610612738,128,101,2020-08-20T01:06:26,6480000,-77,67,right,Fall 10' Turnaround Hook Shot (3 PTS) (Williams III 2 AST),"[1629605, 1629057]",1610612738,BOS,1,Fall,T. Fall,,,,,,,3.0,Made,10.21,,,,,Williams III,1629057.0,2.0,,,,,,,,,,,
659,PT00M22.70S,2020-08-20T01:06:36Z,4,REGULAR,3pt,jumpshot,,[],203118,21.9,91.0,1610612755,128,101,2020-08-20T01:06:43,6500000,-205,153,left,MISS Scott 26' 3PT Jump Shot,[203118],1610612755,PHI,1,Scott,M. Scott,,,,,,,0.0,Missed,25.58,,,,,,,,,,,,,,,,,,
660,PT00M21.30S,2020-08-20T01:06:39Z,4,REGULAR,rebound,defensive,,['team'],0,,,1610612738,128,101,0001-01-01T00:00:00,6510000,-205,153,left,CELTICS Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,659.0,,,,,,,,,,,,,,
661,PT00M21.30S,2020-08-20T01:06:40Z,4,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,128,101,0001-01-01T00:00:00,6520000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2020-08-20T01:08:02Z,4,REGULAR,period,end,,[],0,,,1610612738,128,101,0001-01-01T00:00:00,6530000,0,-80,,End of 4th Period (9:08 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2020-08-20T01:08:03Z,4,REGULAR,game,end,,[],0,,,0,128,101,0001-01-01T00:00:00,6540000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
