actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
302,PT04M33.00S,2020-07-31T23:39:05.1Z,2,REGULAR,freethrow,2of2,[],101141,,,1610612749,55,42,2020-07-31T23:39:05Z,2980000,,,0,,E. Ilyasova freethrow 2of2 (7 PTS),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
303,PT04M20.00S,2020-07-31T23:39:20.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,87.86136662286465,44.676776960784316,1610612738,55,44,2020-07-31T23:39:55Z,2990000,-27.0,62.0,1,right,B. Wanamaker 7' jumpshot (6 PTS),[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,7.22,Made,,,,,6.0,,,,,,,,,,,,,,
304,PT04M10.00S,2020-07-31T23:39:30.0Z,2,REGULAR,3pt,jumpshot,[],2594,33.722076215505915,41.490502450980394,1610612749,55,44,2020-07-31T23:39:36Z,3000000,43.0,264.0,1,left,MISS K. Korver 27' 3PT,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
305,PT04M10.00S,2020-07-31T23:39:30.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,55,44,2020-07-31T23:39:36Z,3010000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,,
306,PT04M10.00S,2020-07-31T23:39:35.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,55,44,2020-07-31T23:39:35Z,3020000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M52.00S,2020-07-31T23:39:54.1Z,2,REGULAR,turnover,badpass,[],203935,,,1610612738,55,44,2020-07-31T23:39:58Z,3030000,,,0,,M. Smart TURNOVER badpass (2 TOV) Stolen,"[203935, 1628425]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2.0,Brown,1628425.0,
308,PT03M52.00S,2020-07-31T23:39:54.1Z,2,REGULAR,steal,,[],1628425,,,1610612749,55,44,2020-07-31T23:39:56Z,3040000,,,0,,S. Brown STEAL (1 STL),[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M47.00S,2020-07-31T23:40:07.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,55,44,2020-07-31T23:40:07Z,3050000,,,0,,timeout full,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M47.00S,2020-07-31T23:42:06.5Z,2,REGULAR,substitution,out,[],101141,,,1610612749,55,44,2020-07-31T23:43:06Z,3060000,,,0,,substitution out Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M47.00S,2020-07-31T23:42:06.5Z,2,REGULAR,substitution,in,[],203507,,,1610612749,55,44,2020-07-31T23:43:06Z,3070000,,,0,,substitution in Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M29.00S,2020-07-31T23:43:45.1Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203507,17.427726675427067,47.127757352941174,1610612749,55,44,2020-07-31T23:44:50Z,3080000,14.0,111.0,1,left,MISS G. Antetokounmpo 12' jumpshot,[203507],1610612749.0,MIL,turnaroundfadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,11.77,Missed,,,,,,,,,,,,,,,,,,,
313,PT03M28.00S,2020-07-31T23:43:46.1Z,2,REGULAR,rebound,offensive,[],201588,,,1610612749,55,44,2020-07-31T23:43:55Z,3090000,,,0,,G. Hill REBOUND (Off:1 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,312.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
314,PT03M28.00S,2020-07-31T23:43:47.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201588,7.30946123521682,47.86305147058824,1610612749,57,44,2020-07-31T23:53:40Z,3100000,11.0,16.0,1,left,G. Hill layup (4 PTS),[201588],1610612749.0,MIL,putback,,,Hill,G. Hill,,,,,2.42,Made,,,,,4.0,,,,,,,,,,,,,,
315,PT03M27.00S,2020-07-31T23:44:19.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612738,57,44,2020-07-31T23:44:51Z,3110000,,,0,,G. Antetokounmpo FOUL personal (2 PF) (Smart inpenalty),"[203507, 203935]",1610612749.0,MIL,looseball,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,202041.0,2.0,0.0,Smart,203935.0,,,,,,
317,PT03M27.00S,2020-07-31T23:44:56.4Z,2,REGULAR,freethrow,1of2,[],203935,,,1610612738,57,45,2020-07-31T23:44:56Z,3130000,,,0,,M. Smart freethrow 1of2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
318,PT03M27.00S,2020-07-31T23:44:56.4Z,2,REGULAR,freethrow,2of2,[],203935,,,1610612738,57,46,2020-07-31T23:48:31Z,3140000,,,0,,M. Smart freethrow 2of2 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
319,PT03M11.00S,2020-07-31T23:45:32.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612749,57,46,2020-07-31T23:45:45Z,3150000,,,0,,B. Wanamaker FOUL personal (3 PF) (Antetokounmpo inpenalty),"[202954, 203507]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,202041.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,
321,PT03M11.00S,2020-07-31T23:46:11.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,57,46,2020-07-31T23:46:11Z,3170000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT03M11.00S,2020-07-31T23:46:23.2Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612749,57,46,2020-07-31T23:47:39Z,3180000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,
323,PT03M11.00S,2020-07-31T23:48:08.0Z,2,REGULAR,freethrow,1of2,[],203507,,,1610612749,58,46,2020-07-31T23:48:08Z,3190000,,,0,,G. Antetokounmpo freethrow 1of2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
324,PT03M11.00S,2020-07-31T23:48:28.1Z,2,REGULAR,freethrow,2of2,[],203507,,,1610612749,59,46,2020-07-31T23:48:28Z,3200000,,,0,,G. Antetokounmpo freethrow 2of2 (14 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
325,PT02M57.00S,2020-07-31T23:48:45.9Z,2,REGULAR,3pt,jumpshot,[],1627759,68.15045992115637,67.22579656862744,1610612738,59,49,2020-07-31T23:48:50Z,3210000,86.0,247.0,1,right,J. Brown 27' 3PT  (7 PTS) (B. Wanamaker 1 AST),"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.67,Made,,,,,7.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,
327,PT02M43.00S,2020-07-31T23:49:02.4Z,2,REGULAR,foul,offensive,['inpenalty'],201577,,,1610612749,59,49,2020-07-31T23:49:12Z,3230000,,,0,,R. Lopez FOUL offensive (2 PF) (Smart inpenalty),"[201577, 203935]",1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,1148.0,2.0,0.0,Smart,203935.0,,,,,,
329,PT02M43.00S,2020-07-31T23:49:02.4Z,2,REGULAR,turnover,offensivefoul,[],201577,,,1610612749,59,49,2020-07-31T23:49:02Z,3250000,,,0,,R. Lopez TURNOVER offensivefoul (2 TOV),[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,1148.0,,,,,,,2.0,,,
330,PT02M43.00S,2020-07-31T23:49:11.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,59,49,2020-07-31T23:49:15Z,3260000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M43.00S,2020-07-31T23:49:11.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,59,49,2020-07-31T23:49:15Z,3270000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M30.00S,2020-07-31T23:49:31.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627759,67.62483574244416,59.62775735294118,1610612738,59,49,2020-07-31T23:49:35Z,3280000,48.0,252.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
333,PT02M29.00S,2020-07-31T23:49:32.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,59,49,2020-07-31T23:49:42Z,3290000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,332.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
334,PT02M15.00S,2020-07-31T23:49:46.7Z,2,REGULAR,3pt,jumpshot,[],1628425,32.53942181340342,27.029718137254903,1610612749,59,49,2020-07-31T23:49:59Z,3300000,115.0,253.0,1,left,MISS S. Brown 28' 3PT,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,28.33,Missed,,,,,,,,,,,,,,,,,,,
335,PT02M13.00S,2020-07-31T23:49:48.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,59,49,2020-07-31T23:49:59Z,3310000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,,,,
336,PT02M13.00S,2020-07-31T23:49:53.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2594,,,1610612738,59,49,2020-07-31T23:50:13Z,3320000,,,0,,K. Korver FOUL personal (1 PF) (Brown inpenalty),"[2594, 1627759]",1610612749.0,MIL,looseball,,,Korver,K. Korver,,,,,,,,,,,,,,,201638.0,1.0,0.0,Brown,1627759.0,,,,,,
338,PT02M13.00S,2020-07-31T23:50:30.8Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,59,50,2020-07-31T23:50:30Z,3340000,,,0,,J. Brown freethrow 1of2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
339,PT02M13.00S,2020-07-31T23:50:31.6Z,2,REGULAR,substitution,out,[],2594,,,1610612738,59,50,2020-07-31T23:50:47Z,3350000,,,0,,substitution out Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT02M13.00S,2020-07-31T23:50:31.6Z,2,REGULAR,substitution,out,[],201577,,,1610612738,59,50,2020-07-31T23:50:47Z,3360000,,,0,,substitution out Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT02M13.00S,2020-07-31T23:50:31.6Z,2,REGULAR,substitution,in,[],1628978,,,1610612738,59,50,2020-07-31T23:50:47Z,3370000,,,0,,substitution in DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M13.00S,2020-07-31T23:50:31.6Z,2,REGULAR,substitution,in,[],203114,,,1610612738,59,50,2020-07-31T23:50:47Z,3380000,,,0,,substitution in Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M13.00S,2020-07-31T23:50:53.4Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,59,51,2020-07-31T23:50:53Z,3390000,,,0,,J. Brown freethrow 2of2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
344,PT01M59.00S,2020-07-31T23:51:12.1Z,2,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,59,51,2020-07-31T23:51:25Z,3400000,,,0,,G. Antetokounmpo FOUL offensive (3 PF) (Smart inpenalty),"[203507, 203935]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201638.0,3.0,0.0,Smart,203935.0,,,,,,
346,PT01M59.00S,2020-07-31T23:51:12.1Z,2,REGULAR,turnover,offensivefoul,[],203507,,,1610612749,59,51,2020-07-31T23:51:12Z,3420000,,,0,,G. Antetokounmpo TURNOVER offensivefoul (1 TOV),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201638.0,,,,,,,1.0,,,
347,PT01M50.00S,2020-07-31T23:51:38.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203114,,,1610612738,59,51,2020-07-31T23:51:50Z,3430000,,,0,,K. Middleton FOUL personal (1 PF) (Hayward inpenalty),"[203114, 202330]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,201638.0,1.0,0.0,Hayward,202330.0,,,,,,
349,PT01M50.00S,2020-07-31T23:52:01.3Z,2,REGULAR,freethrow,1of2,['fromturnover'],202330,,,1610612738,59,52,2020-07-31T23:52:01Z,3450000,,,0,,G. Hayward freethrow 1of2 (7 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
350,PT01M50.00S,2020-07-31T23:52:05.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,59,52,2020-07-31T23:52:10Z,3460000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT01M50.00S,2020-07-31T23:52:05.9Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,59,52,2020-07-31T23:52:10Z,3470000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT01M50.00S,2020-07-31T23:52:23.7Z,2,REGULAR,freethrow,2of2,['fromturnover'],202330,,,1610612738,59,53,2020-07-31T23:52:23Z,3480000,,,0,,G. Hayward freethrow 2of2 (8 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
353,PT01M29.00S,2020-07-31T23:52:46.5Z,2,REGULAR,3pt,jumpshot,[],1628978,10.463206307490145,2.7650122549019605,1610612749,59,53,2020-07-31T23:52:50Z,3490000,236.0,46.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
354,PT01M27.00S,2020-07-31T23:52:48.5Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,59,53,2020-07-31T23:52:50Z,3500000,,,0,,B. Wanamaker REBOUND (Off:1 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,353.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
355,PT01M22.00S,2020-07-31T23:52:53.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202954,91.80354796320631,45.166973039215684,1610612738,59,53,2020-07-31T23:52:58Z,3510000,-24.0,25.0,1,right,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
357,PT01M21.00S,2020-07-31T23:52:54.6Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612749,59,53,2020-07-31T23:53:04Z,3530000,,,0,,S. Brown REBOUND (Off:1 Def:2),[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,355.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
358,PT01M12.00S,2020-07-31T23:53:05.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'defensivegoaltending']",203507,6.1268068331143235,54.48069852941176,1610612749,61,53,2020-07-31T23:53:15Z,3540000,-22.0,5.0,1,left,G. Antetokounmpo layup (16 PTS) (D. DiVincenzo 2 AST),"[203507, 1628978]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.48,Made,,,,,16.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,
360,PT01M12.00S,2020-07-31T23:53:09.0Z,2,REGULAR,violation,defensivegoaltending,[],203935,,,1610612749,61,53,2020-07-31T23:53:15Z,3560000,,,0,,M. Smart violation defensivegoaltending,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,1148.0,,,,,,,,,,
361,PT00M58.10S,2020-07-31T23:53:27.5Z,2,REGULAR,turnover,badpass,[],202330,,,1610612738,61,53,2020-07-31T23:53:31Z,3570000,,,0,,G. Hayward TURNOVER badpass (1 TOV) Stolen,"[202330, 201588]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,1.0,Hill,201588.0,
362,PT00M58.10S,2020-07-31T23:53:27.5Z,2,REGULAR,steal,,[],201588,,,1610612749,61,53,2020-07-31T23:53:29Z,3580000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M52.20S,2020-07-31T23:53:33.4Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203114,31.35676741130092,30.706188725490197,1610612749,61,53,2020-07-31T23:53:37Z,3590000,96.0,242.0,1,left,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
364,PT00M50.30S,2020-07-31T23:53:35.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,61,53,2020-07-31T23:53:37Z,3600000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,363.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
365,PT00M46.60S,2020-07-31T23:53:40.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,80.50262812089356,37.32383578431372,1610612738,61,55,2020-07-31T23:53:46Z,3610000,-63.0,131.0,1,right,G. Hayward 15' jumpshot (10 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,15.03,Made,,,,,10.0,,,,,,,,,,,,,,
366,PT00M46.60S,2020-07-31T23:53:44.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628978,,,1610612738,61,55,2020-07-31T23:54:13Z,3620000,,,0,,D. DiVincenzo FOUL personal (3 PF) (Hayward inpenalty),"[1628978, 202330]",1610612749.0,MIL,shooting,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,202041.0,3.0,0.0,Hayward,202330.0,,,,,,
368,PT00M46.60S,2020-07-31T23:53:53.9Z,2,REGULAR,substitution,out,[],203507,,,1610612738,61,55,2020-07-31T23:53:57Z,3640000,,,0,,substitution out Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT00M46.60S,2020-07-31T23:53:53.9Z,2,REGULAR,substitution,in,[],201572,,,1610612738,61,55,2020-07-31T23:53:57Z,3650000,,,0,,substitution in Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT00M46.60S,2020-07-31T23:54:02.5Z,2,REGULAR,substitution,out,[],1628978,,,1610612738,61,55,2020-07-31T23:54:05Z,3660000,,,0,,substitution out DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M46.60S,2020-07-31T23:54:02.5Z,2,REGULAR,substitution,in,[],202083,,,1610612738,61,55,2020-07-31T23:54:05Z,3670000,,,0,,substitution in Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M46.60S,2020-07-31T23:54:22.8Z,2,REGULAR,freethrow,1of1,[],202330,,,1610612738,61,56,2020-07-31T23:54:22Z,3680000,,,0,,G. Hayward freethrow 1of1 (11 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
373,PT00M35.70S,2020-07-31T23:54:35.4Z,2,REGULAR,3pt,jumpshot,[],201588,35.56176084099869,43.69638480392157,1610612749,61,56,2020-07-31T23:54:39Z,3690000,32.0,282.0,1,left,MISS G. Hill 29' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,28.9,Missed,,,,,,,,,,,,,,,,,,,
374,PT00M33.90S,2020-07-31T23:54:37.3Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,61,56,2020-07-31T23:54:37Z,3700000,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,373.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
375,PT00M29.20S,2020-07-31T23:54:41.9Z,2,REGULAR,turnover,badpass,[],201572,,,1610612749,61,56,2020-07-31T23:54:45Z,3710000,,,0,,B. Lopez TURNOVER badpass (1 TOV) Stolen,"[201572, 1629684]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,
376,PT00M29.20S,2020-07-31T23:54:41.9Z,2,REGULAR,steal,,[],1629684,,,1610612738,61,56,2020-07-31T23:54:43Z,3720000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT00M27.50S,2020-07-31T23:54:45.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203114,,,1610612738,61,56,2020-07-31T23:54:54Z,3730000,,,0,,K. Middleton FOUL personal (2 PF) (Wanamaker inpenalty),"[203114, 202954]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,1148.0,2.0,0.0,Wanamaker,202954.0,,,,,,
379,PT00M27.50S,2020-07-31T23:55:11.4Z,2,REGULAR,freethrow,1of2,['fromturnover'],202954,,,1610612738,61,57,2020-07-31T23:55:11Z,3750000,,,0,,B. Wanamaker freethrow 1of2 (7 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
380,PT00M27.50S,2020-07-31T23:55:12.5Z,2,REGULAR,substitution,out,[],1628425,,,1610612738,61,57,2020-07-31T23:55:17Z,3760000,,,0,,substitution out Brown,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT00M27.50S,2020-07-31T23:55:12.5Z,2,REGULAR,substitution,in,[],2594,,,1610612738,61,57,2020-07-31T23:55:17Z,3770000,,,0,,substitution in Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT00M27.50S,2020-07-31T23:55:30.4Z,2,REGULAR,freethrow,2of2,['fromturnover'],202954,,,1610612738,61,58,2020-07-31T23:55:30Z,3780000,,,0,,B. Wanamaker freethrow 2of2 (8 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
383,PT00M06.50S,2020-07-31T23:55:57.1Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629684,,,1610612749,61,58,2020-07-31T23:56:14Z,3790000,,,0,,G. Williams FOUL personal (1 PF) (Middleton inpenalty),"[1629684, 203114]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,202041.0,1.0,0.0,Middleton,203114.0,,,,,,
385,PT00M06.50S,2020-07-31T23:56:26.3Z,2,REGULAR,freethrow,1of3,[],203114,,,1610612749,62,58,2020-07-31T23:56:26Z,3810000,,,0,,K. Middleton freethrow 1of3 (13 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
386,PT00M06.50S,2020-07-31T23:56:39.4Z,2,REGULAR,freethrow,2of3,[],203114,,,1610612749,63,58,2020-07-31T23:56:39Z,3820000,,,0,,K. Middleton freethrow 2of3 (14 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
387,PT00M06.50S,2020-07-31T23:56:40.2Z,2,REGULAR,substitution,out,[],201572,,,1610612749,63,58,2020-07-31T23:56:52Z,3830000,,,0,,substitution out Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT00M06.50S,2020-07-31T23:56:40.2Z,2,REGULAR,substitution,out,[],2594,,,1610612749,63,58,2020-07-31T23:56:52Z,3840000,,,0,,substitution out Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT00M06.50S,2020-07-31T23:56:40.2Z,2,REGULAR,substitution,in,[],1628391,,,1610612749,63,58,2020-07-31T23:56:52Z,3850000,,,0,,substitution in Wilson,[1628391],1610612749.0,MIL,,,,Wilson,D. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT00M06.50S,2020-07-31T23:56:40.2Z,2,REGULAR,substitution,in,[],1628425,,,1610612749,63,58,2020-07-31T23:56:52Z,3860000,,,0,,substitution in Brown,[1628425],1610612749.0,MIL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT00M06.50S,2020-07-31T23:57:11.5Z,2,REGULAR,freethrow,3of3,[],203114,,,1610612749,64,58,2020-07-31T23:57:11Z,3870000,,,0,,K. Middleton freethrow 3of3 (15 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
