actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,blockPlayerName,blockPersonId,blockTotal,value
193,PT10M15.00S,2020-03-05T00:40:44.5Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,27,31,2020-03-05T00:40:50Z,1930000,,[BOS] Williams III defensive rebound (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
194,PT10M06.00S,2020-03-05T00:40:53.5Z,2,REGULAR,2pt,jumpshot,[],1629682,93.77463863337714,16.980698529411764,1610612738,27,33,2020-03-05T00:40:59Z,1940000,right,[BOS] Waters jumpshot: Made (2 PTS) assist: Tatum (3 AST),"[1629682, 1628369]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,16.55,: Made,,,,,2.0,Tatum,1628369.0,3.0,,,,,,,,,,,,,,,
196,PT09M46.00S,2020-03-05T00:41:12.9Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1626204,8.09789750328515,38.549325980392155,1610612739,27,33,2020-03-05T00:41:20Z,1960000,left,[CLE] Nance Jr. hook: Missed,[1626204],1610612739.0,CLE,driving,,,Nance Jr.,L. Nance Jr.,,,,,6.43,: Missed,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M44.00S,2020-03-05T00:41:14.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,33,2020-03-05T00:41:20Z,1970000,,[BOS] Tatum defensive rebound (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
198,PT09M37.00S,2020-03-05T00:41:21.7Z,2,REGULAR,3pt,jumpshot,[],1628400,93.38042049934296,3.010110294117647,1610612738,27,36,2020-03-05T00:41:27Z,1980000,right,[BOS] Ojeleye 3pt shot: Made (9 PTS) assist: Langford (1 AST),"[1628400, 1629641]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.54,: Made,,,,,9.0,Langford,1629641.0,1.0,,,,,,,,,,,,,,,
200,PT09M36.00S,2020-03-05T00:41:27.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,27,36,2020-03-05T00:41:27Z,2000000,,[CLE] timeout full,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M36.00S,2020-03-05T00:43:49.4Z,2,REGULAR,substitution,out,[],203521,,,1610612739,27,36,2020-03-05T00:44:06Z,2010000,,[CLE] substitution Dellavedova replaced by Love,"[203521, 201567]",1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,,,,,,,,,,,,,,,,Love,201567.0,,,,,,,,
203,PT09M21.00S,2020-03-05T00:44:34.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612739,27,36,2020-03-05T00:44:34Z,2030000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M11.00S,2020-03-05T00:44:58.2Z,2,REGULAR,2pt,jumpshot,[],1629012,18.873193166885677,25.314031862745097,1610612739,29,36,2020-03-05T00:45:03Z,2040000,left,[CLE] Sexton jumpshot: Made (6 PTS),[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,17.95,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
205,PT08M52.00S,2020-03-05T00:45:17.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629682,94.1688567674113,49.82383578431372,1610612738,29,36,2020-03-05T00:45:22Z,2050000,right,[BOS] Waters layup: Missed,[1629682],1610612738.0,BOS,drivingfingerroll,,,Waters,T. Waters,,,,,0.79,: Missed,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M49.00S,2020-03-05T00:45:20.2Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,29,36,2020-03-05T00:45:22Z,2060000,,[CLE] Osman defensive rebound (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
207,PT08M45.00S,2020-03-05T00:45:24.1Z,2,REGULAR,3pt,jumpshot,[],1626204,31.882391590013142,65.01991421568627,1610612739,29,36,2020-03-05T00:45:32Z,2070000,left,[CLE] Nance Jr. 3pt jumpshot: Missed,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,26.36,: Missed,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M41.00S,2020-03-05T00:45:28.1Z,2,REGULAR,rebound,defensive,[],1629682,,,1610612738,29,36,2020-03-05T00:45:32Z,2080000,,[BOS] Waters defensive rebound (Off:0 Def:2),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
209,PT08M32.00S,2020-03-05T00:45:37.1Z,2,REGULAR,3pt,jumpshot,[],1628369,64.86530880420499,56.93167892156863,1610612738,29,39,2020-03-05T00:45:44Z,2090000,right,[BOS] Tatum 3pt shot: Made (12 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,28.54,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
210,PT08M17.00S,2020-03-05T00:45:51.9Z,2,REGULAR,3pt,jumpshot,[],1629012,32.14520367936925,29.725796568627448,1610612739,32,39,2020-03-05T00:45:57Z,2100000,left,[CLE] Sexton 3pt shot: Made (9 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,27.46,: Made,,,,,9.0,,,,,,,,,,,,,,,,,,
211,PT07M58.00S,2020-03-05T00:46:10.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,81.94809461235218,42.715992647058826,1610612738,32,41,2020-03-05T00:46:17Z,2110000,right,[BOS] Tatum jumpshot: Made (14 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,12.8,: Made,,,,,14.0,,,,,,,,,,,,,,,,,,
212,PT07M42.00S,2020-03-05T00:46:30.6Z,2,REGULAR,foul,personal,[],1629057,,,1610612739,32,41,2020-03-05T00:46:44Z,2120000,,[BOS] Williams III foul personal (1 PF),"[1629057, 1629012]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,
214,PT07M42.00S,2020-03-05T00:46:43.8Z,2,REGULAR,substitution,out,[],1629682,,,1610612739,32,41,2020-03-05T00:46:50Z,2140000,,[BOS] substitution Waters replaced by Smart,"[1629682, 203935]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,Smart,203935.0,,,,,,,,
216,PT07M34.00S,2020-03-05T00:47:01.1Z,2,REGULAR,foul,personal,[],1629057,,,1610612739,32,41,2020-03-05T00:47:07Z,2160000,,[BOS] Williams III foul personal (2 PF),"[1629057, 1629012]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1162.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,,
218,PT07M34.00S,2020-03-05T00:47:23.9Z,2,REGULAR,3pt,jumpshot,[],201567,39.37253613666228,30.215992647058826,1610612739,35,41,2020-03-05T00:47:29Z,2180000,left,[CLE] Love 3pt shot: Made (11 PTS) assist: Wade (1 AST),"[201567, 1629731]",1610612739.0,CLE,,,,Love,K. Love,,,,,33.79,: Made,,,,,11.0,Wade,1629731.0,1.0,,,,,,,,,,,,,,,
220,PT07M13.00S,2020-03-05T00:47:49.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629641,93.11760840998686,51.78462009803921,1610612738,35,41,2020-03-05T00:47:58Z,2200000,right,[BOS] Langford layup: Missed Block: Wade (1 BLK),"[1629641, 1629731]",1610612738.0,BOS,cutting,,,Langford,R. Langford,,,,,1.98,: Missed,,,,,,,,,,,,,,,,,,,,Wade,1629731.0,1.0,
222,PT07M10.00S,2020-03-05T00:47:52.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,35,41,2020-03-05T00:47:58Z,2220000,,[CLE] Love defensive rebound (Off:1 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,220.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
223,PT07M03.00S,2020-03-05T00:47:58.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626224,9.674770039421814,40.75520833333333,1610612739,35,41,2020-03-05T00:48:05Z,2230000,left,[CLE] Osman jumpshot: Missed,[1626224],1610612739.0,CLE,drivingfloating,,,Osman,C. Osman,,,,,6.37,: Missed,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M00.00S,2020-03-05T00:48:02.0Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,35,41,2020-03-05T00:48:02Z,2240000,,[CLE] Osman offensive rebound (Off:1 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,223.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
225,PT07M00.00S,2020-03-05T00:48:02.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1626224,5.0,50.0,1610612739,35,41,2020-03-05T00:48:02Z,2250000,left,[CLE] Osman layup: Missed,[1626224],1610612739.0,CLE,tip,,,Osman,C. Osman,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M57.00S,2020-03-05T00:48:04.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,35,41,2020-03-05T00:48:04Z,2260000,,[BOS] Smart defensive rebound (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,225.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
227,PT06M48.00S,2020-03-05T00:48:13.6Z,2,REGULAR,3pt,jumpshot,[],1628369,71.43561103810775,77.27481617647058,1610612738,35,44,2020-03-05T00:48:18Z,2270000,right,[BOS] Tatum 3pt shot: Made (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.01,: Made,,,,,17.0,,,,,,,,,,,,,,,,,,
228,PT06M28.00S,2020-03-05T00:48:33.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629012,8.09789750328515,45.65716911764706,1610612739,35,44,2020-03-05T00:48:39Z,2280000,left,[CLE] Sexton layup: Missed Block: Williams III (2 BLK),"[1629012, 1629057]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,3.63,: Missed,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,2.0,
230,PT06M25.00S,2020-03-05T00:48:36.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,44,2020-03-05T00:48:39Z,2300000,,[BOS] Tatum defensive rebound (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,228.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
231,PT06M24.00S,2020-03-05T00:48:38.9Z,2,REGULAR,turnover,lostball,[],1628369,,,1610612738,35,44,2020-03-05T00:48:43Z,2310000,,[BOS] Tatum lostball turnover (2 TO) Steal: Nance Jr. (2 STL),"[1628369, 1626204]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2.0,Nance Jr.,1626204.0,2.0,,,,
233,PT06M24.00S,2020-03-05T00:48:43.9Z,2,REGULAR,foul,personal,[],1628400,,,1610612739,35,44,2020-03-05T00:48:52Z,2330000,,[BOS] Ojeleye foul personal (2 PF),"[1628400, 1626224]",1610612738.0,BOS,take,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1198.0,2.0,0.0,Osman,1626224.0,,,,,,,,,,
235,PT06M24.00S,2020-03-05T00:48:54.2Z,2,REGULAR,substitution,out,[],1629057,,,1610612739,35,44,2020-03-05T00:48:57Z,2350000,,[BOS] substitution Williams III replaced by Theis,"[1629057, 1628464]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,,,,,
237,PT06M15.00S,2020-03-05T00:49:12.1Z,2,REGULAR,2pt,jumpshot,['fromturnover'],201567,8.754927726675426,67.71599264705883,1610612739,35,44,2020-03-05T00:49:16Z,2370000,left,[CLE] Love jumpshot: Missed,[201567],1610612739.0,CLE,turnaroundbank,,,Love,K. Love,,,,,9.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M13.00S,2020-03-05T00:49:14.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,44,2020-03-05T00:49:16Z,2380000,,[BOS] Tatum defensive rebound (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,237.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
239,PT06M06.00S,2020-03-05T00:49:20.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,95.22010512483574,50.80422794117647,1610612738,35,46,2020-03-05T00:49:25Z,2390000,right,[BOS] Theis layup: Made (4 PTS) assist: Tatum (4 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.45,: Made,,,,,4.0,Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
241,PT05M49.00S,2020-03-05T00:49:37.3Z,2,REGULAR,3pt,jumpshot,[],1629012,33.196452036793694,23.598345588235293,1610612739,38,46,2020-03-05T00:49:43Z,2410000,left,[CLE] Sexton 3pt shot: Made (12 PTS) assist: Love (2 AST),"[1629012, 201567]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,29.61,: Made,,,,,12.0,Love,201567.0,2.0,,,,,,,,,,,,,,,
243,PT05M32.00S,2020-03-05T00:49:54.8Z,2,REGULAR,3pt,jumpshot,[],1628369,75.90341655716163,9.137561274509803,1610612738,38,46,2020-03-05T00:49:59Z,2430000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.2,: Missed,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M29.00S,2020-03-05T00:49:57.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,38,46,2020-03-05T00:49:59Z,2440000,,[CLE] Love defensive rebound (Off:1 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,243.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
245,PT05M19.00S,2020-03-05T00:50:08.6Z,2,REGULAR,turnover,lostball,[],201567,,,1610612739,38,46,2020-03-05T00:50:12Z,2450000,,[CLE] Love lostball turnover (2 TO) Steal: Tatum (1 STL),"[201567, 1628369]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,1.0,,,,
247,PT05M15.00S,2020-03-05T00:50:16.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,92.85479632063075,50.314031862745104,1610612738,38,46,2020-03-05T00:52:45Z,2470000,right,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.03,: Missed,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M15.00S,2020-03-05T00:50:16.6Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612739,38,46,2020-03-05T00:52:45Z,2480000,,[CLE] Sexton defensive rebound (Off:0 Def:2),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
249,PT05M15.00S,2020-03-05T00:50:22.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612739,38,46,2020-03-05T00:50:29Z,2490000,,[BOS] Langford foul personal (2 PF) (Sexton inpenalty),"[1629641, 1629012]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,1198.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,,
251,PT05M15.00S,2020-03-05T00:50:55.3Z,2,REGULAR,freethrow,1of2,[],1629012,,,1610612739,39,46,2020-03-05T00:50:55Z,2510000,,[CLE] Sexton freethrow 1of2: Made (13 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,: Made,,,,,13.0,,,,,,,,,,,,,,,,,,
252,PT05M15.00S,2020-03-05T00:50:57.0Z,2,REGULAR,substitution,out,[],1628369,,,1610612739,39,46,2020-03-05T00:51:21Z,2520000,,[BOS] substitution Tatum replaced by Wanamaker,"[1628369, 202954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,,,,,,,,
253,PT05M15.00S,2020-03-05T00:50:57.0Z,2,REGULAR,substitution,out,[],1629641,,,1610612739,39,46,2020-03-05T00:51:21Z,2530000,,[BOS] substitution Langford replaced by Williams,"[1629641, 1629684]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,,,,,
257,PT05M15.00S,2020-03-05T00:51:26.6Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,39,46,2020-03-05T00:53:29Z,2555000,,[CLE] substitution Wade replaced by Dellavedova,"[1629731, 203521]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,Dellavedova,203521.0,,,,,,,,
256,PT05M15.00S,2020-03-05T00:51:22.8Z,2,REGULAR,freethrow,2of2,[],1629012,,,1610612739,40,46,2020-03-05T00:51:22Z,2560000,,[CLE] Sexton freethrow 2of2: Made (14 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,: Made,,,,,14.0,,,,,,,,,,,,,,,,,,
259,PT04M50.00S,2020-03-05T00:51:48.9Z,2,REGULAR,2pt,jumpshot,[],1629684,86.5473061760841,74.08854166666666,1610612738,40,48,2020-03-05T00:51:54Z,2590000,right,[BOS] Williams jumpshot: Made (4 PTS) assist: Ojeleye (1 AST),"[1629684, 1628400]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,14.43,: Made,,,,,4.0,Ojeleye,1628400.0,1.0,,,,,,,,,,,,,,,
260,PT04M31.00S,2020-03-05T00:52:07.5Z,2,REGULAR,3pt,jumpshot,[],1626204,31.35676741130092,30.706188725490197,1610612739,43,48,2020-03-05T00:52:12Z,2600000,left,[CLE] Nance Jr. 3pt shot: Made (9 PTS) assist: Sexton (2 AST),"[1626204, 1629012]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,26.59,: Made,,,,,9.0,Sexton,1629012.0,2.0,,,,,,,,,,,,,,,
262,PT04M09.00S,2020-03-05T00:52:29.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,88.25558475689881,53.50030637254902,1610612738,43,50,2020-03-05T00:52:36Z,2620000,right,[BOS] Smart jumpshot: Made (2 PTS),[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,6.58,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
263,PT03M55.00S,2020-03-05T00:52:42.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203521,6.783837056504599,49.333639705882355,1610612739,43,50,2020-03-05T00:52:47Z,2630000,left,[CLE] Dellavedova layup: Missed Block: Theis (1 BLK),"[203521, 1628464]",1610612739.0,CLE,cutting,,,Dellavedova,M. Dellavedova,,,,,1.71,: Missed,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,1.0,
265,PT03M52.00S,2020-03-05T00:52:45.8Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,43,50,2020-03-05T00:52:47Z,2650000,,[BOS] Ojeleye defensive rebound (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,263.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
266,PT03M51.00S,2020-03-05T00:52:52.6Z,2,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",1628400,92.06636005256242,44.43167892156863,1610612738,43,52,2020-03-05T00:53:16Z,2660000,right,[BOS] Ojeleye jumpshot: Made (11 PTS) assist: Smart (1 AST),"[1628400, 203935]",1610612738.0,BOS,floating,,,Ojeleye,S. Ojeleye,,,,,3.92,: Made,,,,,11.0,Smart,203935.0,1.0,,,,,,,,,,,,,,,
268,PT03M51.00S,2020-03-05T00:52:56.7Z,2,REGULAR,foul,personal,['1freethrow'],201567,,,1610612738,43,52,2020-03-05T00:53:04Z,2680000,,[CLE] Love foul personal (1 PF) (Ojeleye 1freethrow),"[201567, 1628400]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,,,,,,,,,,,1198.0,1.0,0.0,Ojeleye,1628400.0,,,,,,,,,,
270,PT03M51.00S,2020-03-05T00:53:34.1Z,2,REGULAR,freethrow,1of1,['fastbreak'],1628400,,,1610612738,43,53,2020-03-05T00:53:34Z,2700000,,[BOS] Ojeleye freethrow 1of1: Made (12 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
271,PT03M51.00S,2020-03-05T00:53:43.5Z,2,REGULAR,stoppage,bloodrule,[],0,,,1610612739,43,53,2020-03-05T00:53:43Z,2710000,,stoppage bloodrule,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M35.00S,2020-03-05T00:54:57.0Z,2,REGULAR,3pt,jumpshot,[],203521,34.510512483574246,56.93167892156863,1610612739,43,53,2020-03-05T00:55:12Z,2720000,left,[CLE] Dellavedova 3pt jumpshot: Missed,[203521],1610612739.0,CLE,,,,Dellavedova,M. Dellavedova,,,,,27.96,: Missed,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M32.00S,2020-03-05T00:55:00.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,43,53,2020-03-05T00:55:12Z,2730000,,[BOS] Ojeleye defensive rebound (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
275,PT03M25.00S,2020-03-05T00:55:07.5Z,2,REGULAR,3pt,jumpshot,[],1628400,69.33311432325887,71.6375612745098,1610612738,43,56,2020-03-05T00:55:15Z,2740000,right,[BOS] Ojeleye 3pt shot: Made (15 PTS) assist: Smart (2 AST),"[1628400, 203935]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.44,: Made,,,,,15.0,Smart,203935.0,2.0,,,,,,,,,,,,,,,
277,PT03M10.00S,2020-03-05T00:55:22.7Z,2,REGULAR,turnover,lostball,[],1626204,,,1610612739,43,56,2020-03-05T00:55:29Z,2760000,,[CLE] Nance Jr. lostball turnover (1 TO) Steal: Williams (1 STL),"[1626204, 1629684]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,1.0,,,,
279,PT03M02.00S,2020-03-05T00:55:36.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,43,56,2020-03-05T00:55:36Z,2780000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M02.00S,2020-03-05T00:58:05.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,43,56,2020-03-05T00:58:28Z,2790000,,[BOS] substitution Ojeleye replaced by Tatum,"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,,,,,,,,
282,PT02M56.00S,2020-03-05T00:58:43.7Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1629684,93.9060446780552,96.6375612745098,1610612738,43,56,2020-03-05T00:58:49Z,2810000,right,[BOS] Williams 3pt jumpshot: Missed,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.34,: Missed,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M53.00S,2020-03-05T00:58:46.7Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612739,43,56,2020-03-05T00:58:49Z,2820000,,[CLE] Nance Jr. defensive rebound (Off:2 Def:3),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,282.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
284,PT02M38.00S,2020-03-05T00:59:01.3Z,2,REGULAR,3pt,jumpshot,[],201567,33.85348226018397,16.490502450980394,1610612739,46,56,2020-03-05T00:59:09Z,2830000,left,[CLE] Love 3pt shot: Made (14 PTS) assist: Sexton (3 AST),"[201567, 1629012]",1610612739.0,CLE,,,,Love,K. Love,,,,,31.88,: Made,,,,,14.0,Sexton,1629012.0,3.0,,,,,,,,,,,,,,,
286,PT02M20.00S,2020-03-05T00:59:18.2Z,2,REGULAR,2pt,jumpshot,[],1628369,79.05716162943496,68.2061887254902,1610612738,46,56,2020-03-05T01:00:59Z,2850000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.54,: Missed,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M18.00S,2020-03-05T00:59:20.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612739,46,56,2020-03-05T00:59:35Z,2860000,,[CLE] Nance Jr. defensive rebound (Off:2 Def:4),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,286.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
288,PT02M08.00S,2020-03-05T00:59:30.9Z,2,REGULAR,3pt,jumpshot,[],1629012,29.38567674113009,20.657169117647058,1610612739,46,56,2020-03-05T00:59:39Z,2870000,left,[CLE] Sexton 3pt jumpshot: Missed,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,27.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M06.00S,2020-03-05T00:59:32.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,56,2020-03-05T00:59:39Z,2880000,,[BOS] Tatum defensive rebound (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,288.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,
290,PT01M56.00S,2020-03-05T00:59:42.8Z,2,REGULAR,3pt,jumpshot,[],203935,94.03745072273325,3.5003063725490198,1610612738,46,56,2020-03-05T00:59:54Z,2890000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.27,: Missed,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M52.00S,2020-03-05T00:59:46.0Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612739,46,56,2020-03-05T00:59:46Z,2900000,,[CLE] Nance Jr. defensive rebound (Off:2 Def:5),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,290.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,
