actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
95,PT03M50.00S,2020-08-06T01:39:03.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,18,16,2020-08-06T01:39:04Z,950000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,,,
96,PT03M41.00S,2020-08-06T01:39:15.1Z,1,REGULAR,foul,personal,['3freethrow'],1629066,,,1610612738,18,16,2020-08-06T01:39:23Z,960000,,,0,,R. Kurucs FOUL personal (1 PF) (Brown 3freethrow),"[1629066, 1627759]",1610612751.0,BKN,shooting,,,Kurucs,R. Kurucs,,,,,,,,,,,,,,,2714.0,1.0,0.0,Brown,1627759.0,,,,,,
98,PT03M41.00S,2020-08-06T01:39:42.5Z,1,REGULAR,freethrow,1of3,[],1627759,,,1610612738,19,16,2020-08-06T01:39:42Z,980000,,,0,,J. Brown freethrow 1of3 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
99,PT03M41.00S,2020-08-06T01:40:15.1Z,1,REGULAR,freethrow,2of3,[],1627759,,,1610612738,19,16,2020-08-06T01:40:15Z,990000,,,0,,MISS J. Brown freethrow 2of3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M41.00S,2020-08-06T01:40:15.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,19,16,2020-08-06T01:40:15Z,1000000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,
101,PT03M41.00S,2020-08-06T01:40:15.7Z,1,REGULAR,substitution,out,[],202330,,,1610612738,19,16,2020-08-06T01:40:28Z,1010000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2020-08-06T01:40:15.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,19,16,2020-08-06T01:40:28Z,1020000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M41.00S,2020-08-06T01:40:15.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,19,16,2020-08-06T01:40:28Z,1030000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M41.00S,2020-08-06T01:40:15.7Z,1,REGULAR,substitution,in,[],202954,,,1610612738,19,16,2020-08-06T01:40:28Z,1040000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M41.00S,2020-08-06T01:40:31.2Z,1,REGULAR,freethrow,3of3,[],1627759,,,1610612738,20,16,2020-08-06T01:40:31Z,1050000,,,0,,J. Brown freethrow 3of3 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
106,PT03M23.00S,2020-08-06T01:40:52.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628386,91.80354796320631,49.57873774509804,1610612751,20,18,2020-08-06T01:40:58Z,1060000,-2.0,25.0,1,right,J. Allen layup (4 PTS) (R. Kurucs 1 AST),"[1628386, 1629066]",1610612751.0,BKN,cuttingfingerroll,,,Allen,J. Allen,,,,,3.01,Made,4.0,R. Kurucs,1629066.0,1.0,,,,,,,,,,,,,,,
108,PT03M23.00S,2020-08-06T01:40:55.4Z,1,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612751,20,18,2020-08-06T01:41:04Z,1080000,,,0,,R. Williams III FOUL personal (1 PF) (Allen 1freethrow),"[1629057, 1628386]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1151.0,1.0,0.0,Allen,1628386.0,,,,,,
110,PT03M23.00S,2020-08-06T01:41:16.8Z,1,REGULAR,freethrow,1of1,[],1628386,,,1610612751,20,19,2020-08-06T01:41:16Z,1100000,,,0,,J. Allen freethrow 1of1 (5 PTS),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
111,PT03M14.00S,2020-08-06T01:41:31.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,20,19,2020-08-06T01:41:31Z,1110000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M14.00S,2020-08-06T01:41:33.2Z,1,REGULAR,substitution,out,[],1628386,,,1610612738,20,19,2020-08-06T01:41:37Z,1120000,,,0,,substitution out Allen,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M14.00S,2020-08-06T01:41:33.2Z,1,REGULAR,substitution,in,[],1627789,,,1610612738,20,19,2020-08-06T01:41:37Z,1130000,,,0,,substitution in Luwawu-Cabarrot,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2020-08-06T01:41:58.9Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,20,19,2020-08-06T01:41:58Z,1140000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M01.00S,2020-08-06T01:42:23.3Z,1,REGULAR,3pt,jumpshot,[],203935,30.17411300919842,69.921875,1610612738,23,19,2020-08-06T01:42:28Z,1150000,-100.0,231.0,1,left,M. Smart 26' 3PT  (6 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,25.67,Made,6.0,,,,,,,,,,,,,,,,,,
116,PT02M52.00S,2020-08-06T01:42:32.4Z,1,REGULAR,3pt,jumpshot,[],1629066,70.51576872536137,25.559129901960787,1610612751,23,22,2020-08-06T01:42:36Z,1160000,-122.0,225.0,1,right,R. Kurucs 26' 3PT  (3 PTS) (C. Chiozza 1 AST),"[1629066, 1629185]",1610612751.0,BKN,,,,Kurucs,R. Kurucs,,,,,26.06,Made,3.0,C. Chiozza,1629185.0,1.0,,,,,,,,,,,,,,,
118,PT02M38.00S,2020-08-06T01:42:46.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,10.463206307490145,42.715992647058826,1610612738,23,22,2020-08-06T01:42:57Z,1180000,36.0,46.0,1,left,MISS B. Wanamaker 6' jumpshot,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M37.00S,2020-08-06T01:42:47.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,23,22,2020-08-06T01:42:57Z,1190000,,,0,,Team defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,
120,PT02M37.00S,2020-08-06T01:42:50.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612751,23,22,2020-08-06T01:42:50Z,1200000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M37.00S,2020-08-06T01:42:51.2Z,1,REGULAR,substitution,out,[],1627747,,,1610612751,23,22,2020-08-06T01:42:55Z,1210000,,,0,,substitution out LeVert,[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2020-08-06T01:42:51.2Z,1,REGULAR,substitution,in,[],203925,,,1610612751,23,22,2020-08-06T01:42:55Z,1220000,,,0,,substitution in Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M27.00S,2020-08-06T01:43:14.3Z,1,REGULAR,foul,personal,[],1629057,,,1610612751,23,22,2020-08-06T01:43:19Z,1230000,,,0,,R. Williams III FOUL personal (2 PF),"[1629057, 1629066]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2714.0,2.0,0.0,Kurucs,1629066.0,,,,,,
125,PT02M21.00S,2020-08-06T01:43:32.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629185,92.59198423127464,48.10814950980392,1610612751,23,24,2020-08-06T01:43:37Z,1250000,-9.0,17.0,1,right,C. Chiozza layup (2 PTS) (R. Kurucs 2 AST),"[1629185, 1629066]",1610612751.0,BKN,drivingfingerroll,,,Chiozza,C. Chiozza,,,,,2.45,Made,2.0,R. Kurucs,1629066.0,2.0,,,,,,,,,,,,,,,
127,PT02M14.00S,2020-08-06T01:43:41.4Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629057,5.075558475689881,50.314031862745104,1610612738,25,24,2020-08-06T01:43:54Z,1270000,-2.0,-5.0,1,left,R. Williams III dunk (2 PTS) (R. Langford 2 AST),"[1629057, 1629641]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,0.17,Made,2.0,R. Langford,1629641.0,2.0,,,,,,,,,,,,,,,
129,PT02M14.00S,2020-08-06T01:43:44.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202066,,,1610612738,25,24,2020-08-06T01:43:51Z,1290000,,,0,,G. Temple FOUL personal (1 PF) (Williams III inpenalty),"[202066, 1629057]",1610612751.0,BKN,shooting,,,Temple,G. Temple,,,,,,,,,,,,,,,1201.0,1.0,0.0,Williams III,1629057.0,,,,,,
131,PT02M14.00S,2020-08-06T01:43:51.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,25,24,2020-08-06T01:44:37Z,1310000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M14.00S,2020-08-06T01:43:51.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,25,24,2020-08-06T01:44:37Z,1320000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M14.00S,2020-08-06T01:44:17.5Z,1,REGULAR,freethrow,1of1,[],1629057,,,1610612738,26,24,2020-08-06T01:44:17Z,1330000,,,0,,R. Williams III freethrow 1of1 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
134,PT01M58.00S,2020-08-06T01:44:34.2Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629185,89.70105124835742,50.80422794117647,1610612751,26,24,2020-08-06T01:44:46Z,1340000,4.0,44.0,1,right,MISS C. Chiozza jumpshot,[1629185],1610612751.0,BKN,drivingfloating,,,Chiozza,C. Chiozza,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M54.00S,2020-08-06T01:44:38.2Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,26,24,2020-08-06T01:44:46Z,1350000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,
136,PT01M53.00S,2020-08-06T01:44:46.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202066,,,1610612738,26,24,2020-08-06T01:44:53Z,1360000,,,0,,G. Temple FOUL personal (2 PF) (Williams III inpenalty),"[202066, 1629057]",1610612751.0,BKN,,,,Temple,G. Temple,,,,,,,,,,,,,,,1151.0,2.0,0.0,Williams III,1629057.0,,,,,,
138,PT01M53.00S,2020-08-06T01:45:02.8Z,1,REGULAR,freethrow,1of2,[],1629057,,,1610612738,27,24,2020-08-06T01:45:02Z,1380000,,,0,,R. Williams III freethrow 1of2 (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
139,PT01M53.00S,2020-08-06T01:45:13.9Z,1,REGULAR,freethrow,2of2,[],1629057,,,1610612738,28,24,2020-08-06T01:45:13Z,1390000,,,0,,R. Williams III freethrow 2of2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
140,PT01M39.00S,2020-08-06T01:45:30.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202066,90.09526938239159,53.990502450980394,1610612751,28,24,2020-08-06T01:45:34Z,1400000,20.0,41.0,1,right,MISS G. Temple layup Blocked,"[202066, 202954]",1610612751.0,BKN,drivingfingerroll,,,Temple,G. Temple,,,,,5.03,Missed,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
141,PT01M39.00S,2020-08-06T01:45:30.4Z,1,REGULAR,block,,[],202954,,,1610612751,28,24,2020-08-06T01:45:32Z,1410000,,,0,,B. Wanamaker BLOCK (1 BLK),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M39.00S,2020-08-06T01:45:30.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,28,24,2020-08-06T01:45:34Z,1420000,,,0,,Team offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,
143,PT01M39.00S,2020-08-06T01:45:34.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612751,28,24,2020-08-06T01:45:34Z,1430000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M37.00S,2020-08-06T01:45:46.0Z,1,REGULAR,turnover,badpass,[],202066,,,1610612751,28,24,2020-08-06T01:45:50Z,1440000,,,0,,G. Temple TURNOVER badpass (1 TOV) Stolen,"[202066, 202954]",1610612751.0,BKN,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,1.0,Wanamaker,202954.0,,,
145,PT01M37.00S,2020-08-06T01:45:46.0Z,1,REGULAR,steal,,[],202954,,,1610612738,28,24,2020-08-06T01:45:48Z,1450000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M32.00S,2020-08-06T01:45:49.5Z,1,REGULAR,turnover,lostball,[],202954,,,1610612738,28,24,2020-08-06T01:45:53Z,1460000,,,0,,B. Wanamaker TURNOVER lostball (1 TOV) Stolen,"[202954, 1627789]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,1.0,Luwawu-Cabarrot,1627789.0,,,
147,PT01M32.00S,2020-08-06T01:45:49.5Z,1,REGULAR,steal,,[],1627789,,,1610612751,28,24,2020-08-06T01:45:51Z,1470000,,,0,,T. Luwawu-Cabarrot STEAL (1 STL),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M30.00S,2020-08-06T01:45:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612751,28,24,2020-08-06T01:46:05Z,1480000,,,0,,J. Tatum FOUL personal (3 PF) (Harris 2freethrow),"[1628369, 203925]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1151.0,3.0,0.0,Harris,203925.0,,,,,,
150,PT01M30.00S,2020-08-06T01:46:22.4Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612751,28,24,2020-08-06T01:49:04Z,1500000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,,,,
151,PT01M30.00S,2020-08-06T01:48:08.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612751,28,24,2020-08-06T01:48:08Z,1510000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M30.00S,2020-08-06T01:48:35.0Z,1,REGULAR,freethrow,1of2,['fromturnover'],203925,,,1610612751,28,25,2020-08-06T01:48:53Z,1520000,,,0,,J. Harris freethrow 1of2 (8 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
153,PT01M30.00S,2020-08-06T01:48:36.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612751,28,25,2020-08-06T01:48:45Z,1530000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M30.00S,2020-08-06T01:48:36.2Z,1,REGULAR,substitution,in,[],202330,,,1610612751,28,25,2020-08-06T01:48:45Z,1540000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M30.00S,2020-08-06T01:48:35.0Z,1,REGULAR,freethrow,2of2,['fromturnover'],203925,,,1610612751,28,25,2020-08-06T01:48:53Z,1550000,,,0,,MISS J. Harris freethrow 2of2,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M27.00S,2020-08-06T01:48:38.0Z,1,REGULAR,rebound,offensive,[],1629185,,,1610612751,28,25,2020-08-06T01:48:53Z,1560000,,,0,,C. Chiozza REBOUND (Off:1 Def:0),[1629185],1610612751.0,BKN,,,,Chiozza,C. Chiozza,,,,,,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,,
157,PT01M21.00S,2020-08-06T01:49:00.2Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612751,28,25,2020-08-06T01:49:00Z,1570000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M16.00S,2020-08-06T01:49:18.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203925,91.40932982917214,44.43167892156863,1610612751,28,25,2020-08-06T01:49:22Z,1580000,-28.0,28.0,1,right,MISS J. Harris layup,[203925],1610612751.0,BKN,drivingfingerroll,,,Harris,J. Harris,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,,
159,PT01M14.00S,2020-08-06T01:49:20.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,28,25,2020-08-06T01:49:22Z,1590000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,
160,PT01M11.00S,2020-08-06T01:49:23.5Z,1,REGULAR,2pt,jumpshot,['fastbreak'],202954,23.47240473061761,72.86305147058823,1610612738,28,25,2020-08-06T01:49:29Z,1600000,-114.0,168.0,1,left,MISS B. Wanamaker 21' jumpshot,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,20.78,Missed,,,,,,,,,,,,,,,,,,,
161,PT01M08.00S,2020-08-06T01:49:26.7Z,1,REGULAR,rebound,offensive,[],202954,,,1610612738,28,25,2020-08-06T01:49:26Z,1610000,,,0,,B. Wanamaker REBOUND (Off:1 Def:0),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,
162,PT00M59.70S,2020-08-06T01:49:35.6Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202330,19.92444152431012,53.255208333333336,1610612738,28,25,2020-08-06T01:49:44Z,1620000,-16.0,135.0,1,left,MISS G. Hayward 14' jumpshot,[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,14.12,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M55.70S,2020-08-06T01:49:39.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,25,2020-08-06T01:50:04Z,1630000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,
164,PT00M55.70S,2020-08-06T01:49:46.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629066,,,1610612738,28,25,2020-08-06T01:50:29Z,1640000,,,0,,R. Kurucs FOUL personal (2 PF) (Wanamaker inpenalty),"[1629066, 202954]",1610612751.0,BKN,looseball,,,Kurucs,R. Kurucs,,,,,,,,,,,,,,,1201.0,2.0,0.0,Wanamaker,202954.0,,,,,,
166,PT00M55.70S,2020-08-06T01:50:15.9Z,1,REGULAR,freethrow,1of2,['2ndchance'],202954,,,1610612738,29,25,2020-08-06T01:50:15Z,1660000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
167,PT00M55.70S,2020-08-06T01:50:24.7Z,1,REGULAR,freethrow,2of2,['2ndchance'],202954,,,1610612738,30,25,2020-08-06T01:50:24Z,1670000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
168,PT00M38.30S,2020-08-06T01:50:44.2Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627789,91.14651773981603,46.88265931372549,1610612751,30,25,2020-08-06T01:50:54Z,1680000,-16.0,31.0,1,right,MISS T. Luwawu-Cabarrot layup Blocked,"[1627789, 1629641]",1610612751.0,BKN,driving,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,3.94,Missed,,,,,,,,,,,,,,,,,Langford,1629641.0,
169,PT00M38.30S,2020-08-06T01:50:44.2Z,1,REGULAR,block,,[],1629641,,,1610612751,30,25,2020-08-06T01:50:46Z,1690000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M38.30S,2020-08-06T01:50:44.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,30,25,2020-08-06T01:50:54Z,1700000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,
171,PT00M38.30S,2020-08-06T01:50:49.1Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,30,25,2020-08-06T01:50:49Z,1710000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M28.80S,2020-08-06T01:51:15.5Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1629057,6.044678055190539,47.5375306372549,1610612738,32,25,2020-08-06T01:51:22Z,1720000,12.0,4.0,1,left,R. Williams III dunk (7 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,alleyoop,,,Williams III,R. Williams III,,,,,1.57,Made,7.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
174,PT00M06.70S,2020-08-06T01:51:40.3Z,1,REGULAR,2pt,jumpshot,[],202066,87.86136662286465,79.48069852941177,1610612751,32,25,2020-08-06T01:51:45Z,1740000,147.0,62.0,1,right,MISS G. Temple 16' jumpshot,[202066],1610612751.0,BKN,pullup,,,Temple,G. Temple,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M03.60S,2020-08-06T01:51:43.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,32,25,2020-08-06T01:51:45Z,1750000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,
176,PT00M03.00S,2020-08-06T01:51:46.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629185,,,1610612738,32,25,2020-08-06T01:51:54Z,1760000,,,0,,C. Chiozza FOUL personal (1 PF) (Hayward inpenalty),"[1629185, 202330]",1610612751.0,BKN,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,1151.0,1.0,0.0,Hayward,202330.0,,,,,,
178,PT00M03.00S,2020-08-06T01:52:08.2Z,1,REGULAR,freethrow,1of2,[],202330,,,1610612738,33,25,2020-08-06T01:52:08Z,1780000,,,0,,G. Hayward freethrow 1of2 (2 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
179,PT00M03.00S,2020-08-06T01:52:20.0Z,1,REGULAR,freethrow,2of2,[],202330,,,1610612738,34,25,2020-08-06T01:52:20Z,1790000,,,0,,G. Hayward freethrow 2of2 (3 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2020-08-06T01:52:24.7Z,1,REGULAR,3pt,jumpshot,[],1629185,55.79829172141918,41.73560049019608,1610612751,34,25,2020-08-06T01:52:31Z,1800000,-41.0,363.0,1,right,MISS C. Chiozza 37' 3PT,[1629185],1610612751.0,BKN,running,,,Chiozza,C. Chiozza,,,,,37.08,Missed,,,,,,,,,,,,,,,,,,,
181,PT00M00.00S,2020-08-06T01:52:28.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,34,25,2020-08-06T01:52:28Z,1810000,,,0,,Team offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,
182,PT00M00.00S,2020-08-06T01:52:31.0Z,1,REGULAR,period,end,[],0,,,1610612751,34,25,2020-08-06T01:52:31Z,1820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2020-08-06T01:55:15.1Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612751,34,25,2020-08-06T01:55:30Z,1830000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2020-08-06T01:55:15.1Z,2,REGULAR,substitution,in,['startperiod'],1628400,,,1610612751,34,25,2020-08-06T01:55:30Z,1840000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2020-08-06T01:56:02.2Z,2,REGULAR,period,start,[],0,,,0,34,25,2020-08-06T01:56:02Z,1850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M40.00S,2020-08-06T01:56:24.1Z,2,REGULAR,foul,personal,['2freethrow'],202066,,,1610612738,34,25,2020-08-06T01:56:32Z,1860000,,,0,,G. Temple FOUL personal (3 PF) (Hayward 2freethrow),"[202066, 202330]",1610612751.0,BKN,shooting,,,Temple,G. Temple,,,,,,,,,,,,,,,1201.0,3.0,0.0,Hayward,202330.0,,,,,,
