actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
515,PT11M19.00S,2019-12-19T04:28:50.4Z,4,REGULAR,3pt,jumpshot,[],1628467,73.66951379763469,81.68658088235294,1610612742,78,78,2019-12-19T04:28:54Z,5110000,158.0,195.0,1,right,M. Kleber 26' 3PT  (7 PTS) (J. Brunson 11 AST),"[1628467, 1628973]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.55,Made,,,,,,,7.0,J. Brunson,1628973.0,11.0,,,,,,,,,
517,PT10M54.00S,2019-12-19T04:29:15.7Z,4,REGULAR,2pt,jumpshot,[],1627759,21.50131406044678,48.84344362745098,1610612738,78,80,2019-12-19T04:29:22Z,5130000,6.0,150.0,1,left,J. Brown 16' jumpshot (22 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,15.52,Made,,,,,,,22.0,J. Tatum,1628369.0,1.0,,,,,,,,,
520,PT10M32.00S,2019-12-19T04:29:37.0Z,4,REGULAR,3pt,jumpshot,[],1628973,69.07030223390277,66.73560049019608,1610612742,78,80,2019-12-19T04:29:40Z,5150000,84.0,238.0,1,right,MISS J. Brunson 26' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
521,PT10M30.00S,2019-12-19T04:29:39.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,78,80,2019-12-19T04:29:40Z,5160000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,520.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
522,PT10M25.00S,2019-12-19T04:29:45.1Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1628369,25.837713534822605,19.186580882352942,1610612738,78,83,2019-12-19T04:29:54Z,5170000,154.0,190.0,1,left,J. Tatum 25' 3PT  (21 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.92,Made,,,,,,,21.0,,,,,,,,,,,,
523,PT10M21.00S,2019-12-19T04:29:55.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,78,83,2019-12-19T04:29:55Z,5180000,,,0,,timeout full,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M21.00S,2019-12-19T04:31:57.8Z,4,REGULAR,substitution,out,[],1628973,,,1610612742,78,83,2019-12-19T04:33:32Z,5190000,,,0,,substitution out Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT10M21.00S,2019-12-19T04:31:57.8Z,4,REGULAR,substitution,in,[],1626153,,,1610612742,78,83,2019-12-19T04:33:32Z,5200000,,,0,,substitution in Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M10.00S,2019-12-19T04:33:48.0Z,4,REGULAR,foul,personal,[],202954,,,1610612742,78,83,2019-12-19T04:34:22Z,5210000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 1626153]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,202056.0,,,,,,,,1.0,0.0,Wright,1626153.0,,,
528,PT10M01.00S,2019-12-19T04:34:18.2Z,4,REGULAR,foul,offensive,[],204001,,,1610612742,78,83,2019-12-19T04:34:24Z,5230000,,,0,,K. Porzingis FOUL offensive (4 PF),"[204001, 1627759]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,202026.0,,,,,,,,4.0,0.0,Brown,1627759.0,,,
530,PT10M01.00S,2019-12-19T04:34:18.2Z,4,REGULAR,turnover,offensivefoul,[],204001,,,1610612742,78,83,2019-12-19T04:34:18Z,5250000,,,0,,K. Porzingis TURNOVER offensivefoul (2 TOV),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,202026.0,2.0,,,,,,,,,,,,,
531,PT09M51.00S,2019-12-19T04:34:45.1Z,4,REGULAR,turnover,traveling,[],1627759,,,1610612738,78,83,2019-12-19T04:34:50Z,5260000,,,0,,J. Brown TURNOVER traveling (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,202026.0,2.0,,,,,,,,,,,,,
532,PT09M41.00S,2019-12-19T04:35:02.4Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628467,70.51576872536137,73.35324754901961,1610612742,78,83,2019-12-19T04:35:09Z,5270000,117.0,225.0,1,right,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
533,PT09M39.00S,2019-12-19T04:35:04.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,78,83,2019-12-19T04:35:09Z,5280000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,532.0,,,,,,,,,,,,,,,,,,
534,PT09M39.00S,2019-12-19T04:35:07.2Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,78,83,2019-12-19T04:35:07Z,5290000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M23.00S,2019-12-19T04:35:27.5Z,4,REGULAR,3pt,jumpshot,[],1628369,20.844283837056505,90.26501225490196,1610612738,78,83,2019-12-19T04:35:35Z,5300000,-201.0,143.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
536,PT09M21.00S,2019-12-19T04:35:29.5Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,78,83,2019-12-19T04:35:35Z,5310000,,,0,,E. Kanter REBOUND (Off:6 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,535.0,12.0,6.0,6.0,,,,,,,,,,,,,,,
537,PT09M19.00S,2019-12-19T04:35:31.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.469776609724048,54.48069852941176,1610612738,78,83,2019-12-19T04:37:15Z,5320000,-22.0,-1.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1628467]",1610612738.0,BOS,reverse,,,Kanter,E. Kanter,,,,,2.28,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
538,PT09M19.00S,2019-12-19T04:35:31.5Z,4,REGULAR,block,,[],1628467,,,1610612738,78,83,2019-12-19T04:35:33Z,5330000,,,0,,M. Kleber BLOCK (3 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M17.00S,2019-12-19T04:35:33.5Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,78,83,2019-12-19T04:38:24Z,5340000,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,537.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
540,PT09M01.00S,2019-12-19T04:35:49.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],204001,86.15308804204993,53.990502450980394,1610612742,78,83,2019-12-19T04:35:56Z,5350000,20.0,78.0,1,right,MISS K. Porzingis 9' jumpshot,[204001],1610612742.0,DAL,turnaroundfadeaway,,,Porzingis,K. Porzingis,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,,
541,PT08M59.00S,2019-12-19T04:35:51.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,83,2019-12-19T04:35:56Z,5360000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,540.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
542,PT08M48.00S,2019-12-19T04:36:03.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,11.908672798948752,54.23560049019608,1610612738,78,83,2019-12-19T04:36:08Z,5370000,-21.0,59.0,1,left,MISS J. Tatum 7' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,,
543,PT08M45.00S,2019-12-19T04:36:06.2Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,78,83,2019-12-19T04:48:20Z,5380000,,,0,,E. Kanter REBOUND (Off:7 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,542.0,13.0,6.0,7.0,,,,,,,,,,,,,,,
605,PT08M45.00S,2019-12-19T04:36:12.0Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",202683,6.521024967148489,49.57873774509804,1610612738,78,83,2019-12-19T04:48:20Z,5385000,2.0,9.0,1,left,MISS E. Kanter dunk,[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,1.45,Missed,,,,,,,,,,,,,,,,,,,
606,PT08M43.00S,2019-12-19T04:36:14.0Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612742,78,83,2019-12-19T04:48:09Z,5387500,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,605.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
544,PT08M30.00S,2019-12-19T04:36:20.8Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],204001,94.30026281208936,49.08854166666667,1610612742,80,83,2019-12-19T04:36:25Z,5390000,-5.0,1.0,1,right,K. Porzingis dunk (23 PTS),[204001],1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,0.8,Made,,,,,,,23.0,,,,,,,,,,,,
545,PT08M09.00S,2019-12-19T04:36:45.2Z,4,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612738,80,83,2019-12-19T04:36:51Z,5400000,,,0,,M. Kleber FOUL personal (3 PF) (Wanamaker 2freethrow),"[1628467, 202954]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,202056.0,,,,,,,,3.0,0.0,Wanamaker,202954.0,,,
547,PT08M09.00S,2019-12-19T04:37:07.3Z,4,REGULAR,freethrow,1of2,[],202954,,,1610612738,80,84,2019-12-19T04:37:07Z,5420000,,,0,,B. Wanamaker freethrow 1of2 (6 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
548,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,out,[],203552,,,1610612738,80,84,2019-12-19T04:37:26Z,5430000,,,0,,substitution out Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,out,[],1628382,,,1610612738,80,84,2019-12-19T04:37:26Z,5440000,,,0,,substitution out Jackson,[1628382],1610612742.0,DAL,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,out,[],1626153,,,1610612738,80,84,2019-12-19T04:37:26Z,5450000,,,0,,substitution out Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,out,[],202683,,,1610612738,80,84,2019-12-19T04:37:26Z,5460000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,in,[],1628973,,,1610612738,80,84,2019-12-19T04:37:26Z,5470000,,,0,,substitution in Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,in,[],1627827,,,1610612738,80,84,2019-12-19T04:37:26Z,5480000,,,0,,substitution in Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,in,[],203501,,,1610612738,80,84,2019-12-19T04:37:26Z,5490000,,,0,,substitution in Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M09.00S,2019-12-19T04:37:08.1Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,80,84,2019-12-19T04:37:26Z,5500000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M09.00S,2019-12-19T04:37:37.0Z,4,REGULAR,freethrow,2of2,[],202954,,,1610612738,80,85,2019-12-19T04:37:37Z,5510000,,,0,,B. Wanamaker freethrow 2of2 (7 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
557,PT07M48.00S,2019-12-19T04:37:59.0Z,4,REGULAR,2pt,jumpshot,[],1628973,81.553876478318,74.33363970588235,1610612742,80,85,2019-12-19T04:42:50Z,5520000,122.0,121.0,1,right,MISS J. Brunson 18' jumpshot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,17.55,Missed,,,,,,,,,,,,,,,,,,,
558,PT07M45.00S,2019-12-19T04:38:02.0Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,80,85,2019-12-19T04:38:04Z,5530000,,,0,,B. Wanamaker REBOUND (Off:0 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,557.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
559,PT07M32.00S,2019-12-19T04:38:14.5Z,4,REGULAR,3pt,jumpshot,[],1627759,22.552562417871222,87.56893382352942,1610612738,80,85,2019-12-19T04:38:23Z,5540000,-188.0,159.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
560,PT07M30.00S,2019-12-19T04:38:16.5Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,80,85,2019-12-19T04:38:23Z,5550000,,,0,,J. Brunson REBOUND (Off:1 Def:4),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,559.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
561,PT07M22.00S,2019-12-19T04:38:24.8Z,4,REGULAR,3pt,jumpshot,[],1627827,86.28449408672799,3.7454044117647056,1610612742,80,85,2019-12-19T04:38:31Z,5560000,-231.0,76.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,,
562,PT07M18.00S,2019-12-19T04:38:28.8Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,80,85,2019-12-19T04:38:31Z,5570000,,,0,,K. Porzingis REBOUND (Off:3 Def:9),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,561.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
563,PT07M18.00S,2019-12-19T04:38:29.4Z,4,REGULAR,2pt,dunk,"['2ndchance', 'pointsinthepaint']",204001,95.0,50.0,1610612742,80,85,2019-12-19T04:38:42Z,5580000,0.0,-6.0,1,right,MISS K. Porzingis dunk,[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
564,PT07M18.00S,2019-12-19T04:38:29.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,80,85,2019-12-19T04:38:42Z,5590000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,563.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
565,PT07M18.00S,2019-12-19T04:38:32.3Z,4,REGULAR,foul,personal,[],1628467,,,1610612738,80,85,2019-12-19T04:38:44Z,5600000,,,0,,M. Kleber FOUL personal (4 PF),"[1628467, 1627759]",1610612742.0,DAL,take,,,Kleber,M. Kleber,,,,,,,,,,,202056.0,,,,,,,,4.0,0.0,Brown,1627759.0,,,
567,PT07M18.00S,2019-12-19T04:38:53.7Z,4,REGULAR,substitution,out,[],204001,,,1610612738,80,85,2019-12-19T04:39:12Z,5620000,,,0,,substitution out Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M18.00S,2019-12-19T04:38:53.7Z,4,REGULAR,substitution,in,[],203939,,,1610612738,80,85,2019-12-19T04:39:12Z,5630000,,,0,,substitution in Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M01.00S,2019-12-19T04:39:27.9Z,4,REGULAR,3pt,jumpshot,[],1628369,29.517082785808146,22.127757352941178,1610612738,80,85,2019-12-19T04:39:32Z,5640000,139.0,225.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
570,PT06M58.00S,2019-12-19T04:39:30.9Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,80,85,2019-12-19T04:39:32Z,5650000,,,0,,J. Brunson REBOUND (Off:1 Def:5),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,569.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
571,PT06M51.00S,2019-12-19T04:39:38.0Z,4,REGULAR,3pt,jumpshot,[],203501,73.53810775295663,82.91207107843137,1610612742,80,85,2019-12-19T04:39:42Z,5660000,165.0,196.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
572,PT06M48.00S,2019-12-19T04:39:41.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,80,85,2019-12-19T04:39:42Z,5670000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,571.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
573,PT06M44.00S,2019-12-19T04:39:51.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,80,85,2019-12-19T04:39:51Z,5680000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M44.00S,2019-12-19T04:41:20.4Z,4,REGULAR,memo,,[],0,,,1610612738,80,85,2019-12-19T04:41:20Z,5690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brunson - tied career high assists (11)
575,PT06M44.00S,2019-12-19T04:41:42.9Z,4,REGULAR,memo,,[],0,,,1610612738,80,85,2019-12-19T04:49:40Z,5700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanter - season high rebounds (was 11)
576,PT06M44.00S,2019-12-19T04:41:58.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,80,85,2019-12-19T04:43:11Z,5710000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M44.00S,2019-12-19T04:41:58.8Z,4,REGULAR,substitution,in,[],202689,,,1610612738,80,85,2019-12-19T04:43:11Z,5720000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M38.00S,2019-12-19T04:43:17.9Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628369,5.601182654402102,50.314031862745104,1610612738,80,87,2019-12-19T04:44:47Z,5730000,-2.0,0.0,1,left,J. Tatum dunk (23 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.59,Made,,,,,,,23.0,,,,,,,,,,,,
579,PT06M38.00S,2019-12-19T04:43:21.3Z,4,REGULAR,foul,personal,['1freethrow'],203501,,,1610612738,80,87,2019-12-19T04:43:29Z,5740000,,,0,,T. Hardaway Jr. FOUL personal (2 PF) (Tatum 1freethrow),"[203501, 1628369]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,1146.0,,,,,,,,2.0,1.0,Tatum,1628369.0,,,
581,PT06M38.00S,2019-12-19T04:43:33.2Z,4,REGULAR,substitution,out,[],1628467,,,1610612738,80,87,2019-12-19T04:44:30Z,5760000,,,0,,substitution out Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M38.00S,2019-12-19T04:43:33.2Z,4,REGULAR,substitution,in,[],204001,,,1610612738,80,87,2019-12-19T04:44:30Z,5770000,,,0,,substitution in Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M38.00S,2019-12-19T04:43:53.8Z,4,REGULAR,freethrow,1of1,[],1628369,,,1610612738,80,88,2019-12-19T04:43:53Z,5780000,,,0,,J. Tatum freethrow 1of1 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,24.0,,,,,,,,,,,,
584,PT06M27.00S,2019-12-19T04:44:12.3Z,4,REGULAR,foul,personal,[],1628369,,,1610612742,80,88,2019-12-19T04:44:30Z,5790000,,,0,,J. Tatum FOUL personal (2 PF),"[1628369, 203501]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,202026.0,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,
586,PT06M23.00S,2019-12-19T04:44:33.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203501,90.09526938239159,57.176776960784316,1610612742,80,88,2019-12-19T04:46:23Z,5810000,36.0,41.0,1,right,MISS T. Hardaway Jr. 6' layup Blocked,"[203501, 1628464]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,5.84,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
587,PT06M23.00S,2019-12-19T04:44:33.7Z,4,REGULAR,block,,[],1628464,,,1610612742,80,88,2019-12-19T04:44:35Z,5820000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M20.00S,2019-12-19T04:44:36.7Z,4,REGULAR,rebound,offensive,[],203501,,,1610612742,80,88,2019-12-19T04:46:23Z,5830000,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,586.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
590,PT06M19.00S,2019-12-19T04:44:55.1Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612742,80,88,2019-12-19T04:45:02Z,5850000,,,0,,D. Theis FOUL personal (4 PF) (Hardaway Jr. 2freethrow),"[1628464, 203501]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,202056.0,,,,,,,,4.0,0.0,Hardaway Jr.,203501.0,,,
592,PT06M19.00S,2019-12-19T04:45:10.7Z,4,REGULAR,freethrow,1of2,['2ndchance'],203501,,,1610612742,81,88,2019-12-19T04:45:10Z,5870000,,,0,,T. Hardaway Jr. freethrow 1of2 (12 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
593,PT06M19.00S,2019-12-19T04:45:23.9Z,4,REGULAR,freethrow,2of2,['2ndchance'],203501,,,1610612742,82,88,2019-12-19T04:45:23Z,5880000,,,0,,T. Hardaway Jr. freethrow 2of2 (13 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,
594,PT06M04.00S,2019-12-19T04:45:41.4Z,4,REGULAR,2pt,jumpshot,[],1627759,4.944152431011826,78.74540441176471,1610612738,82,88,2019-12-19T04:45:49Z,5890000,-144.0,-6.0,1,left,MISS J. Brown 14' jumpshot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,14.37,Missed,,,,,,,,,,,,,,,,,,,
595,PT06M02.00S,2019-12-19T04:45:43.4Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612742,82,88,2019-12-19T04:45:49Z,5900000,,,0,,J. Brunson REBOUND (Off:1 Def:6),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,594.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
630,PT06M00.00S,2019-12-19T04:45:45.2Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628973,91.11366622864652,53.85263480392157,1610612742,82,88,2019-12-19T04:53:52Z,5905000,19.0,31.0,1,right,MISS J. Brunson layup Blocked,"[1628973, 202689]",1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,4.13,Missed,,,,,,,,,,,,,,,,,Walker,202689.0,
631,PT06M00.00S,2019-12-19T04:45:45.2Z,4,REGULAR,block,,[],202689,,,1610612742,82,88,2019-12-19T04:53:50Z,5907500,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M59.00S,2019-12-19T04:45:46.2Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,82,88,2019-12-19T04:53:50Z,5908750,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,630.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
598,PT05M49.00S,2019-12-19T04:45:56.3Z,4,REGULAR,3pt,jumpshot,[],1627759,27.283180026281208,77.51991421568627,1610612738,82,88,2019-12-19T04:53:57Z,5930000,-138.0,204.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
599,PT05M45.00S,2019-12-19T04:46:00.3Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,82,88,2019-12-19T04:46:01Z,5940000,,,0,,K. Porzingis REBOUND (Off:3 Def:10),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,598.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
