actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
94,PT05M18.00S,2020-01-04T00:25:24.6Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,95.0,50.0,1610612738,8,18,2020-01-04T00:25:24Z,910000,0.0,-6.0,1,right,D. Theis layup (4 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
95,PT05M12.00S,2020-01-04T00:25:30.3Z,1,REGULAR,3pt,jumpshot,[],1628989,28.465834428383708,14.774816176470587,1610612737,8,18,2020-01-04T00:25:44Z,920000,176.0,215.0,1,left,MISS K. Huerter 28' 3PT,[1628989],1610612737.0,ATL,stepback,,,Huerter,K. Huerter,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,
96,PT05M10.00S,2020-01-04T00:25:32.3Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,8,18,2020-01-04T00:25:44Z,930000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,
97,PT05M01.00S,2020-01-04T00:25:41.8Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,80.76544021024968,34.627757352941174,1610612738,10,18,2020-01-04T00:25:58Z,940000,-77.0,128.0,1,right,D. Theis 15' jumpshot (6 PTS) (R. Langford 1 AST),"[1628464, 1629641]",1610612738.0,BOS,pullup,,,Theis,D. Theis,,,,,15.43,Made,6.0,R. Langford,1629641.0,1.0,,,,,,,,,,,,,,
99,PT05M00.00S,2020-01-04T00:25:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,10,18,2020-01-04T00:25:50Z,960000,,,0,,timeout full,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612737,10,18,2020-01-04T00:28:37Z,970000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,out,[],203935,,,1610612737,10,18,2020-01-04T00:28:37Z,980000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,10,18,2020-01-04T00:28:37Z,990000,,,0,,substitution out Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,10,18,2020-01-04T00:28:37Z,1000000,,,0,,substitution out Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,out,[],1629629,,,1610612737,10,18,2020-01-04T00:28:37Z,1010000,,,0,,substitution out Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,in,[],202954,,,1610612737,10,18,2020-01-04T00:28:37Z,1020000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,in,[],202683,,,1610612737,10,18,2020-01-04T00:28:37Z,1030000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,in,[],203953,,,1610612737,10,18,2020-01-04T00:28:37Z,1040000,,,0,,substitution in Parker,[203953],1610612737.0,ATL,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,in,[],203459,,,1610612737,10,18,2020-01-04T00:28:37Z,1050000,,,0,,substitution in Crabbe,[203459],1610612737.0,ATL,,,,Crabbe,A. Crabbe,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M00.00S,2020-01-04T00:27:55.7Z,1,REGULAR,substitution,in,[],203458,,,1610612737,10,18,2020-01-04T00:28:37Z,1060000,,,0,,substitution in Len,[203458],1610612737.0,ATL,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M46.00S,2020-01-04T00:28:54.8Z,1,REGULAR,3pt,jumpshot,[],203459,9.149145860709593,3.010110294117647,1610612737,10,21,2020-01-04T00:29:00Z,1070000,235.0,34.0,1,left,A. Crabbe 24' 3PT  (3 PTS) (T. Young 6 AST),"[203459, 1629027]",1610612737.0,ATL,,,,Crabbe,A. Crabbe,,,,,23.81,Made,3.0,T. Young,1629027.0,6.0,,,,,,,,,,,,,,
112,PT04M24.00S,2020-01-04T00:29:19.6Z,1,REGULAR,foul,personal,[],1627761,,,1610612738,10,21,2020-01-04T00:29:54Z,1090000,,,0,,D. Bembry FOUL personal (1 PF),"[1627761, 202954]",1610612737.0,ATL,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Wanamaker,202954.0,,,
114,PT04M18.00S,2020-01-04T00:29:44.9Z,1,REGULAR,foul,personal,[],1627761,,,1610612738,10,21,2020-01-04T00:33:21Z,1110000,,,0,,D. Bembry FOUL personal (2 PF),"[1627761, 1628369]",1610612737.0,ATL,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Tatum,1628369.0,,,
116,PT04M06.00S,2020-01-04T00:30:16.8Z,1,REGULAR,3pt,jumpshot,[],202954,74.98357424441524,81.44148284313727,1610612738,10,21,2020-01-04T00:30:27Z,1130000,157.0,183.0,1,right,MISS B. Wanamaker 25' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
117,PT04M04.00S,2020-01-04T00:30:20.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,10,21,2020-01-04T00:30:20Z,1140000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,
118,PT04M04.00S,2020-01-04T00:30:22.8Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,10,21,2020-01-04T00:30:22Z,1150000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M04.00S,2020-01-04T00:30:39.6Z,1,REGULAR,turnover,shotclock,['team'],0,,,1610612738,10,21,2020-01-04T00:30:45Z,1160000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
120,PT03M49.00S,2020-01-04T00:31:00.9Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203953,9.149145860709593,49.333639705882355,1610612737,10,23,2020-01-04T00:31:06Z,1170000,3.0,34.0,1,left,J. Parker layup (2 PTS),[203953],1610612737.0,ATL,drivingfingerroll,,,Parker,J. Parker,,,,,3.91,Made,2.0,,,,,,,,,,,,,,,,,
121,PT03M35.00S,2020-01-04T00:31:22.2Z,1,REGULAR,foul,offensive,[],202683,,,1610612738,10,23,2020-01-04T00:31:34Z,1180000,,,0,,E. Kanter FOUL offensive (1 PF),"[202683, 1629027]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Young,1629027.0,,,
123,PT03M35.00S,2020-01-04T00:31:22.2Z,1,REGULAR,turnover,offensivefoul,[],202683,,,1610612738,10,23,2020-01-04T00:31:22Z,1200000,,,0,,E. Kanter TURNOVER offensivefoul (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,202053.0,,,,,1.0,,
124,PT03M13.00S,2020-01-04T00:31:54.1Z,1,REGULAR,3pt,jumpshot,['fromturnover'],203458,20.97568988173456,7.176776960784313,1610612737,10,23,2020-01-04T00:32:03Z,1210000,214.0,145.0,1,left,MISS A. Len 26' 3PT,[203458],1610612737.0,ATL,,,,Len,A. Len,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,
125,PT03M11.00S,2020-01-04T00:31:56.1Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,10,23,2020-01-04T00:32:03Z,1220000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,
126,PT03M08.00S,2020-01-04T00:32:01.4Z,1,REGULAR,3pt,jumpshot,['fastbreak'],202330,67.09921156373193,50.06893382352941,1610612738,10,23,2020-01-04T00:32:11Z,1230000,0.0,257.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2020-01-04T00:32:03.4Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612737,10,23,2020-01-04T00:32:11Z,1240000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612737.0,ATL,,,,Bembry,D. Bembry,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,
128,PT02M47.00S,2020-01-04T00:32:19.5Z,1,REGULAR,3pt,jumpshot,[],203953,30.042706964520367,17.47089460784314,1610612737,10,23,2020-01-04T00:32:27Z,1250000,163.0,230.0,1,left,MISS J. Parker 29' 3PT,[203953],1610612737.0,ATL,,,,Parker,J. Parker,,,,,28.61,Missed,,,,,,,,,,,,,,,,,,
129,PT02M45.00S,2020-01-04T00:32:21.5Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,10,23,2020-01-04T00:32:27Z,1260000,,,0,,E. Kanter REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
130,PT02M32.00S,2020-01-04T00:32:36.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.51182654402102,53.990502450980394,1610612738,10,23,2020-01-04T00:37:38Z,1270000,20.0,8.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,
131,PT02M31.00S,2020-01-04T00:32:37.7Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,10,23,2020-01-04T00:37:38Z,1280000,,,0,,E. Kanter REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,,,,
161,PT02M30.00S,2020-01-04T00:32:38.8Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,90.88370565045992,49.333639705882355,1610612738,10,23,2020-01-04T00:38:34Z,1285000,-3.0,33.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,
162,PT02M29.00S,2020-01-04T00:32:39.8Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,10,23,2020-01-04T00:38:34Z,1287500,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,161.0,3.0,1.0,2.0,,,,,,,,,,
134,PT02M28.00S,2020-01-04T00:32:48.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203953,,,1610612738,10,23,2020-01-04T00:32:56Z,1310000,,,0,,J. Parker FOUL personal (1 PF) (Kanter inpenalty),"[203953, 202683]",1610612737.0,ATL,shooting,,,Parker,J. Parker,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Kanter,202683.0,,,
136,PT02M28.00S,2020-01-04T00:33:07.1Z,1,REGULAR,freethrow,1of2,['2ndchance'],202683,,,1610612738,10,23,2020-01-04T00:33:07Z,1330000,,,0,,MISS E. Kanter freethrow 1of2,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT02M28.00S,2020-01-04T00:33:07.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,10,23,2020-01-04T00:33:07Z,1340000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
138,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,10,23,2020-01-04T00:33:31Z,1350000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,out,[],202330,,,1610612738,10,23,2020-01-04T00:33:31Z,1360000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,10,23,2020-01-04T00:33:31Z,1370000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,10,23,2020-01-04T00:33:31Z,1380000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,in,[],1627759,,,1610612738,10,23,2020-01-04T00:33:31Z,1390000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,in,[],203935,,,1610612738,10,23,2020-01-04T00:33:31Z,1400000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,out,[],1629027,,,1610612738,10,23,2020-01-04T00:33:42Z,1405000,,,0,,substitution out Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M28.00S,2020-01-04T00:33:09.6Z,1,REGULAR,substitution,in,[],1629164,,,1610612738,10,23,2020-01-04T00:33:42Z,1407500,,,0,,substitution in Goodwin,[1629164],1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M28.00S,2020-01-04T00:33:38.1Z,1,REGULAR,freethrow,2of2,['2ndchance'],202683,,,1610612738,11,23,2020-01-04T00:33:38Z,1410000,,,0,,E. Kanter freethrow 2of2 (1 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
147,PT02M12.00S,2020-01-04T00:33:49.9Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612737,11,23,2020-01-04T00:33:49Z,1420000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M12.00S,2020-01-04T00:33:52.2Z,1,REGULAR,substitution,out,[],1627761,,,1610612737,11,23,2020-01-04T00:34:01Z,1430000,,,0,,substitution out Bembry,[1627761],1610612737.0,ATL,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M12.00S,2020-01-04T00:33:52.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,11,23,2020-01-04T00:34:01Z,1440000,,,0,,substitution in Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M06.00S,2020-01-04T00:34:11.8Z,1,REGULAR,2pt,jumpshot,[],1628989,21.369908015768726,35.60814950980392,1610612737,11,23,2020-01-04T00:34:21Z,1450000,72.0,148.0,1,left,MISS K. Huerter 17' jumpshot,[1628989],1610612737.0,ATL,fadeaway,,,Huerter,K. Huerter,,,,,16.99,Missed,,,,,,,,,,,,,,,,,,
151,PT02M04.00S,2020-01-04T00:34:13.8Z,1,REGULAR,rebound,offensive,[],203458,,,1610612737,11,23,2020-01-04T00:34:21Z,1460000,,,0,,A. Len REBOUND (Off:1 Def:0),[203458],1610612737.0,ATL,,,,Len,A. Len,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,
152,PT01M57.00S,2020-01-04T00:34:21.8Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1628989,36.35019710906702,16.735600490196077,1610612737,11,26,2020-01-04T00:34:27Z,1470000,166.0,289.0,1,left,K. Huerter 34' 3PT  (5 PTS) (B. Goodwin 1 AST),"[1628989, 1629164]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,33.84,Made,5.0,B. Goodwin,1629164.0,1.0,,,,,,,,,,,,,,
154,PT01M33.00S,2020-01-04T00:34:48.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203458,,,1610612738,11,26,2020-01-04T00:35:00Z,1490000,,,0,,A. Len FOUL personal (1 PF) (Williams inpenalty),"[203458, 1629684]",1610612737.0,ATL,shooting,,,Len,A. Len,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Williams,1629684.0,,,
156,PT01M33.00S,2020-01-04T00:35:08.7Z,1,REGULAR,freethrow,1of2,[],1629684,,,1610612738,11,26,2020-01-04T00:35:08Z,1510000,,,0,,MISS G. Williams freethrow 1of2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M33.00S,2020-01-04T00:35:08.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,11,26,2020-01-04T00:35:08Z,1520000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,
158,PT01M33.00S,2020-01-04T00:35:20.8Z,1,REGULAR,freethrow,2of2,[],1629684,,,1610612738,11,26,2020-01-04T00:35:20Z,1530000,,,0,,MISS G. Williams freethrow 2of2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
159,PT01M30.00S,2020-01-04T00:35:22.5Z,1,REGULAR,rebound,defensive,[],1629164,,,1610612737,11,26,2020-01-04T00:35:22Z,1540000,,,0,,B. Goodwin REBOUND (Off:0 Def:1),[1629164],1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,
160,PT01M17.00S,2020-01-04T00:35:36.1Z,1,REGULAR,3pt,jumpshot,[],203459,30.56833114323259,78.01011029411765,1610612737,11,29,2020-01-04T00:35:45Z,1550000,-140.0,235.0,1,left,A. Crabbe 28' 3PT  (6 PTS) (B. Goodwin 2 AST),"[203459, 1629164]",1610612737.0,ATL,,,,Crabbe,A. Crabbe,,,,,27.82,Made,6.0,B. Goodwin,1629164.0,2.0,,,,,,,,,,,,,,
164,PT00M54.50S,2020-01-04T00:36:00.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.9060446780552,52.51991421568627,1610612738,13,29,2020-01-04T00:36:07Z,1570000,13.0,5.0,1,right,E. Kanter layup (3 PTS) (J. Brown 1 AST),"[202683, 1627759]",1610612738.0,BOS,driving,,,Kanter,E. Kanter,,,,,1.63,Made,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
166,PT00M54.50S,2020-01-04T00:36:05.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203953,,,1610612738,13,29,2020-01-04T00:36:16Z,1590000,,,0,,J. Parker FOUL personal (2 PF) (Kanter inpenalty),"[203953, 202683]",1610612737.0,ATL,shooting,,,Parker,J. Parker,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Kanter,202683.0,,,
168,PT00M54.50S,2020-01-04T00:36:24.1Z,1,REGULAR,freethrow,1of1,[],202683,,,1610612738,14,29,2020-01-04T00:36:24Z,1610000,,,0,,E. Kanter freethrow 1of1 (4 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
169,PT00M36.00S,2020-01-04T00:36:44.3Z,1,REGULAR,3pt,jumpshot,[],1629164,34.90473061760841,28.255208333333332,1610612737,14,32,2020-01-04T00:36:51Z,1620000,109.0,276.0,1,left,B. Goodwin 30' 3PT  (3 PTS) (J. Parker 1 AST),"[1629164, 203953]",1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,30.14,Made,3.0,J. Parker,203953.0,1.0,,,,,,,,,,,,,,
171,PT00M32.00S,2020-01-04T00:36:58.2Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203935,67.88764783180025,47.61795343137255,1610612738,17,32,2020-01-04T00:37:10Z,1640000,-12.0,249.0,1,right,M. Smart 26' 3PT  (5 PTS),[203935],1610612738.0,BOS,pullupbank,,,Smart,M. Smart,,,,,25.52,Made,5.0,,,,,,,,,,,,,,,,,
172,PT00M14.70S,2020-01-04T00:37:19.0Z,1,REGULAR,turnover,badpass,[],1629164,,,1610612737,17,32,2020-01-04T00:37:28Z,1650000,,,0,,B. Goodwin TURNOVER badpass (1 TOV) Stolen,"[1629164, 1627759]",1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
173,PT00M14.70S,2020-01-04T00:37:19.0Z,1,REGULAR,steal,,[],1627759,,,1610612738,17,32,2020-01-04T00:37:22Z,1660000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M13.10S,2020-01-04T00:37:23.2Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,94.1688567674113,51.294424019607845,1610612738,19,32,2020-01-04T00:37:33Z,1670000,6.0,2.0,1,right,J. Brown dunk (2 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.02,Made,2.0,,,,,,,,,,,,,,,,,
175,PT00M00.00S,2020-01-04T00:37:38.9Z,1,REGULAR,3pt,jumpshot,[],1628989,54.22141918528253,5.951286764705882,1610612737,19,32,2020-01-04T00:37:48Z,1680000,220.0,457.0,1,left,MISS K. Huerter 51' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,51.24,Missed,,,,,,,,,,,,,,,,,,
176,PT00M00.00S,2020-01-04T00:37:38.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,19,32,2020-01-04T00:37:48Z,1690000,,,0,,Team offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,
177,PT00M00.00S,2020-01-04T00:37:43.4Z,1,REGULAR,period,end,[],0,,,1610612737,19,32,2020-01-04T00:37:43Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2020-01-04T00:39:46.9Z,2,REGULAR,substitution,out,['startperiod'],203458,,,1610612737,19,32,2020-01-04T00:40:23Z,1710000,,,0,,substitution out Len,[203458],1610612737.0,ATL,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2020-01-04T00:39:46.9Z,2,REGULAR,substitution,out,['startperiod'],1628989,,,1610612737,19,32,2020-01-04T00:40:23Z,1720000,,,0,,substitution out Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2020-01-04T00:39:46.9Z,2,REGULAR,substitution,in,['startperiod'],1629629,,,1610612737,19,32,2020-01-04T00:40:23Z,1730000,,,0,,substitution in Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2020-01-04T00:39:46.9Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,19,32,2020-01-04T00:40:23Z,1740000,,,0,,substitution in Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2020-01-04T00:40:23.4Z,2,REGULAR,period,start,[],0,,,1610612737,19,32,2020-01-04T00:40:23Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M41.00S,2020-01-04T00:40:41.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629164,8.09789750328515,54.23560049019608,1610612737,19,32,2020-01-04T00:40:49Z,1760000,-21.0,24.0,1,left,MISS B. Goodwin layup,[1629164],1610612737.0,ATL,drivingfingerroll,,,Goodwin,B. Goodwin,,,,,3.6,Missed,,,,,,,,,,,,,,,,,,
184,PT11M39.00S,2020-01-04T00:40:43.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,19,32,2020-01-04T00:40:52Z,1770000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,
185,PT11M22.00S,2020-01-04T00:41:00.4Z,2,REGULAR,2pt,jumpshot,[],203935,87.72996057818659,68.45128676470588,1610612738,19,32,2020-01-04T00:41:10Z,1780000,92.0,63.0,1,right,MISS M. Smart 11' jumpshot,[203935],1610612738.0,BOS,turnaroundfadeaway,,,Smart,M. Smart,,,,,11.48,Missed,,,,,,,,,,,,,,,,,,
186,PT11M19.00S,2020-01-04T00:41:03.4Z,2,REGULAR,rebound,defensive,[],1629164,,,1610612737,19,32,2020-01-04T00:41:10Z,1790000,,,0,,B. Goodwin REBOUND (Off:0 Def:2),[1629164],1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,
187,PT11M15.00S,2020-01-04T00:41:08.5Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",203953,11.12023653088042,51.049325980392155,1610612737,19,32,2020-01-04T00:41:48Z,1800000,-5.0,52.0,1,left,MISS J. Parker 6' layup Blocked,"[203953, 202683]",1610612737.0,ATL,driving,,,Parker,J. Parker,,,,,5.77,Missed,,,,,,,,,Kanter,202683.0,,,,,,,,
