actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
96,PT04M07.00S,2020-01-10T00:31:07.8Z,1,REGULAR,2pt,jumpshot,[],202689,80.86399474375821,66.35263480392157,1610612738,22,26,2020-01-10T00:31:12Z,960000,82.0,127.0,1,right,K. Walker 16' jumpshot (11 PTS),[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,15.61,Made,11.0,,,,,,,,,,,,,,,,,,
97,PT03M39.00S,2020-01-10T00:31:35.4Z,1,REGULAR,2pt,jumpshot,[],202699,16.869250985545335,73.70557598039215,1610612755,22,26,2020-01-10T00:31:41Z,970000,-119.0,106.0,1,left,MISS T. Harris 16' jumpshot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,16.28,Missed,,,,,,,,,,,,,,,,,,,
98,PT03M34.00S,2020-01-10T00:31:40.4Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612755,22,26,2020-01-10T00:31:41Z,980000,,,0,,B. Simmons REBOUND (Off:1 Def:1),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,97.0,2.0,1.0,1.0,,,,,,,,,,,
99,PT03M34.00S,2020-01-10T00:31:40.3Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1627732,5.0,50.0,1610612755,22,26,2020-01-10T00:31:43Z,990000,0.0,-6.0,1,left,MISS B. Simmons layup,[1627732],1610612755.0,PHI,tip,,,Simmons,B. Simmons,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M34.00S,2020-01-10T00:31:40.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,26,2020-01-10T00:31:43Z,1000000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,
101,PT03M25.00S,2020-01-10T00:31:49.8Z,1,REGULAR,3pt,jumpshot,[],202689,67.32917214191853,63.90165441176471,1610612738,22,26,2020-01-10T00:31:54Z,1010000,70.0,255.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M22.00S,2020-01-10T00:31:52.2Z,1,REGULAR,rebound,defensive,[],203516,,,1610612755,22,26,2020-01-10T00:31:52Z,1020000,,,0,,J. Ennis III REBOUND (Off:0 Def:1),[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,
103,PT03M08.00S,2020-01-10T00:32:05.8Z,1,REGULAR,2pt,jumpshot,[],201143,3.7286465177398185,29.342830882352942,1610612755,24,26,2020-01-10T00:32:09Z,1030000,103.0,-17.0,1,left,A. Horford 10' jumpshot (2 PTS) (T. Harris 2 AST),"[201143, 202699]",1610612755.0,PHI,,,,Horford,A. Horford,,,,,10.4,Made,2.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,,
105,PT03M07.00S,2020-01-10T00:32:15.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,24,26,2020-01-10T00:32:16Z,1050000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,out,[],203516,,,1610612738,24,26,2020-01-10T00:34:38Z,1060000,,,0,,substitution out Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,out,[],202699,,,1610612738,24,26,2020-01-10T00:34:38Z,1070000,,,0,,substitution out Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,out,[],1629680,,,1610612738,24,26,2020-01-10T00:34:38Z,1080000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,out,[],201143,,,1610612738,24,26,2020-01-10T00:34:38Z,1090000,,,0,,substitution out Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,in,[],203118,,,1610612738,24,26,2020-01-10T00:34:38Z,1100000,,,0,,substitution in Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,in,[],1627788,,,1610612738,24,26,2020-01-10T00:34:38Z,1110000,,,0,,substitution in Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,in,[],203504,,,1610612738,24,26,2020-01-10T00:34:38Z,1120000,,,0,,substitution in Burke,[203504],1610612755.0,PHI,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2020-01-10T00:34:27.7Z,1,REGULAR,substitution,in,[],1626196,,,1610612738,24,26,2020-01-10T00:34:38Z,1130000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M45.00S,2020-01-10T00:35:52.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,91.63929040735874,49.685968137254896,1610612738,24,28,2020-01-10T00:35:56Z,1140000,-2.0,26.0,1,right,E. Kanter layup (2 PTS) (J. Tatum 1 AST),"[202683, 1628369]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,3.16,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
116,PT02M26.00S,2020-01-10T00:36:10.7Z,1,REGULAR,3pt,jumpshot,[],203118,25.279237844940866,85.71537990196079,1610612755,24,28,2020-01-10T00:36:15Z,1160000,-179.0,185.0,1,left,MISS M. Scott 26' 3PT,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M24.00S,2020-01-10T00:36:12.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,28,2020-01-10T00:36:15Z,1170000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,116.0,3.0,3.0,0.0,,,,,,,,,,,
118,PT02M15.00S,2020-01-10T00:36:23.0Z,1,REGULAR,2pt,jumpshot,[],202689,81.12680683311433,76.40165441176471,1610612738,24,30,2020-01-10T00:36:26Z,1180000,132.0,125.0,1,right,K. Walker 19' jumpshot (13 PTS),[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,18.55,Made,13.0,,,,,,,,,,,,,,,,,,
119,PT02M03.00S,2020-01-10T00:36:38.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612755,24,30,2020-01-10T00:36:47Z,1190000,,,0,,M. Smart FOUL personal (2 PF) (Richardson inpenalty),"[203935, 1626196]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201640.0,2.0,0.0,Richardson,1626196.0,,,,,,
121,PT02M03.00S,2020-01-10T00:37:05.7Z,1,REGULAR,freethrow,1of2,[],1626196,,,1610612755,25,30,2020-01-10T00:37:05Z,1210000,,,0,,J. Richardson freethrow 1of2 (12 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
122,PT02M03.00S,2020-01-10T00:37:24.3Z,1,REGULAR,freethrow,2of2,[],1626196,,,1610612755,26,30,2020-01-10T00:37:24Z,1220000,,,0,,J. Richardson freethrow 2of2 (13 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
123,PT01M45.00S,2020-01-10T00:37:48.7Z,1,REGULAR,foul,offensive,['inpenalty'],202683,,,1610612738,26,30,2020-01-10T00:38:26Z,1230000,,,0,,E. Kanter FOUL offensive (1 PF) (Simmons inpenalty),"[202683, 1627732]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,201640.0,1.0,0.0,Simmons,1627732.0,,,,,,
125,PT01M45.00S,2020-01-10T00:37:48.7Z,1,REGULAR,turnover,offensivefoul,[],202683,,,1610612738,26,30,2020-01-10T00:37:48Z,1250000,,,0,,E. Kanter TURNOVER offensivefoul (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,201640.0,,,,,1.0,,,,,
126,PT01M45.00S,2020-01-10T00:37:59.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612755,26,30,2020-01-10T00:38:05Z,1260000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M45.00S,2020-01-10T00:37:59.2Z,1,REGULAR,substitution,out,[],202689,,,1610612755,26,30,2020-01-10T00:38:05Z,1270000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M45.00S,2020-01-10T00:37:59.2Z,1,REGULAR,substitution,in,[],1627759,,,1610612755,26,30,2020-01-10T00:38:05Z,1280000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M45.00S,2020-01-10T00:37:59.2Z,1,REGULAR,substitution,in,[],202330,,,1610612755,26,30,2020-01-10T00:38:05Z,1290000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M35.00S,2020-01-10T00:38:20.3Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1626196,26.330486202365307,15.372242647058826,1610612755,26,30,2020-01-10T00:38:24Z,1300000,173.0,195.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M31.00S,2020-01-10T00:38:24.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,26,30,2020-01-10T00:38:24Z,1310000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,
132,PT01M24.00S,2020-01-10T00:38:34.0Z,1,REGULAR,foul,personal,[],1626196,,,1610612738,26,30,2020-01-10T00:38:54Z,1320000,,,0,,J. Richardson FOUL personal (2 PF),"[1626196, 203935]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,201640.0,2.0,0.0,Smart,203935.0,,,,,,
134,PT01M14.00S,2020-01-10T00:38:58.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,95.31865965834429,54.833026960784316,1610612738,26,30,2020-01-10T00:39:03Z,1340000,24.0,-8.0,1,right,MISS M. Smart layup,[203935],1610612738.0,BOS,drivingfingerroll,,,Smart,M. Smart,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M12.00S,2020-01-10T00:39:00.3Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612755,26,30,2020-01-10T00:39:00Z,1350000,,,0,,B. Simmons REBOUND (Off:1 Def:2),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,,
136,PT01M04.00S,2020-01-10T00:39:08.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627788,8.327858081471746,46.009497549019606,1610612755,26,30,2020-01-10T00:39:14Z,1360000,20.0,26.0,1,left,MISS F. Korkmaz layup,[1627788],1610612755.0,PHI,drivingfingerroll,,,Korkmaz,F. Korkmaz,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M01.00S,2020-01-10T00:39:11.7Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,26,30,2020-01-10T00:39:14Z,1380000,,,0,,E. Kanter REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,136.0,3.0,3.0,0.0,,,,,,,,,,,
139,PT00M54.70S,2020-01-10T00:39:18.5Z,1,REGULAR,3pt,jumpshot,[],203935,74.1622864651774,13.65655637254902,1610612738,26,33,2020-01-10T00:39:23Z,1390000,-182.0,190.0,1,right,M. Smart 27' 3PT  (6 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.72,Made,6.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
141,PT00M36.80S,2020-01-10T00:39:42.9Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612755,26,33,2020-01-10T00:39:43Z,1410000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M36.80S,2020-01-10T00:39:45.9Z,1,REGULAR,substitution,out,[],1626196,,,1610612755,26,33,2020-01-10T00:39:51Z,1420000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M36.80S,2020-01-10T00:39:45.9Z,1,REGULAR,substitution,in,[],203516,,,1610612755,26,33,2020-01-10T00:39:51Z,1430000,,,0,,substitution in Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M32.90S,2020-01-10T00:40:05.3Z,1,REGULAR,2pt,jumpshot,[],203504,18.577529566360056,76.64675245098039,1610612755,26,33,2020-01-10T00:40:09Z,1440000,-133.0,122.0,1,left,MISS T. Burke 18' jumpshot,[203504],1610612755.0,PHI,pullup,,,Burke,T. Burke,,,,,18.45,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M29.80S,2020-01-10T00:40:08.4Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,26,33,2020-01-10T00:40:09Z,1450000,,,0,,E. Kanter REBOUND (Off:0 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,144.0,4.0,4.0,0.0,,,,,,,,,,,
146,PT00M10.30S,2020-01-10T00:40:27.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,87.17148488830486,65.8624387254902,1610612738,26,33,2020-01-10T00:40:33Z,1460000,79.0,68.0,1,right,MISS M. Smart 11' jumpshot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M09.00S,2020-01-10T00:40:30.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,33,2020-01-10T00:40:30Z,1470000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,
148,PT00M09.00S,2020-01-10T00:40:32.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,26,33,2020-01-10T00:40:32Z,1480000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M02.10S,2020-01-10T00:40:55.8Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",203935,85.06898817345598,47.48008578431373,1610612738,26,35,2020-01-10T00:41:00Z,1490000,-13.0,88.0,1,right,M. Smart 9' jumpshot (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,9.42,Made,8.0,,,,,,,,,,,,,,,,,,
150,PT00M00.10S,2020-01-10T00:41:03.6Z,1,REGULAR,3pt,jumpshot,[],203504,58.919185282522996,20.274203431372555,1610612755,26,35,2020-01-10T00:41:13Z,1500000,149.0,501.0,1,left,MISS T. Burke 53' 3PT,[203504],1610612755.0,PHI,,,,Burke,T. Burke,,,,,52.81,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M00.10S,2020-01-10T00:41:03.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,26,35,2020-01-10T00:41:13Z,1510000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,
152,PT00M00.00S,2020-01-10T00:41:13.0Z,1,REGULAR,period,end,[],0,,,1610612755,26,35,2020-01-10T00:41:13Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2020-01-10T00:41:21.2Z,2,REGULAR,substitution,out,['startperiod'],203118,,,1610612755,26,35,2020-01-10T00:44:33Z,1530000,,,0,,substitution out Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2020-01-10T00:41:21.2Z,2,REGULAR,substitution,out,['startperiod'],1627732,,,1610612755,26,35,2020-01-10T00:44:33Z,1540000,,,0,,substitution out Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2020-01-10T00:41:21.2Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,26,35,2020-01-10T00:44:33Z,1550000,,,0,,substitution out Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2020-01-10T00:41:21.2Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,26,35,2020-01-10T00:44:33Z,1560000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2020-01-10T00:41:21.2Z,2,REGULAR,substitution,in,['startperiod'],1626196,,,1610612755,26,35,2020-01-10T00:44:33Z,1570000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2020-01-10T00:41:21.2Z,2,REGULAR,substitution,in,['startperiod'],203658,,,1610612755,26,35,2020-01-10T00:44:33Z,1580000,,,0,,substitution in Pelle,[203658],1610612755.0,PHI,,,,Pelle,N. Pelle,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2020-01-10T00:44:45.3Z,2,REGULAR,period,start,[],0,,,1610612738,26,35,2020-01-10T00:44:45Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M49.00S,2020-01-10T00:44:57.3Z,2,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,26,35,2020-01-10T00:45:03Z,1600000,,,0,,J. Brown TURNOVER outofbounds (1 TOV),[1627759],1610612738.0,BOS,lostball,,,Brown,J. Brown,,,,,,,,,,,,,,,1151.0,,,,,1.0,,,,,
161,PT11M30.00S,2020-01-10T00:45:23.3Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202699,7.276609724047319,48.46047794117647,1610612755,28,35,2020-01-10T00:45:32Z,1610000,8.0,16.0,1,left,T. Harris jumpshot (5 PTS),[202699],1610612755.0,PHI,drivingbank,,,Harris,T. Harris,,,,,2.27,Made,5.0,,,,,,,,,,,,,,,,,,
162,PT11M14.00S,2020-01-10T00:45:41.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,93.47897503285151,36.69577205882353,1610612738,28,35,2020-01-10T00:46:47Z,1620000,-67.0,9.0,1,right,MISS G. Hayward 7' jumpshot Blocked,"[202330, 203658]",1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,6.8,Missed,,,,,,,,,,,,,,,,,Pelle,203658.0,
163,PT11M14.00S,2020-01-10T00:45:41.8Z,2,REGULAR,block,,[],203658,,,1610612738,28,35,2020-01-10T00:45:44Z,1630000,,,0,,N. Pelle BLOCK (1 BLK),[203658],1610612755.0,PHI,,,,Pelle,N. Pelle,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M13.00S,2020-01-10T00:45:42.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,35,2020-01-10T00:46:47Z,1640000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,
166,PT11M13.00S,2020-01-10T00:45:47.7Z,2,REGULAR,substitution,out,[],202683,,,1610612738,28,35,2020-01-10T00:45:55Z,1660000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M13.00S,2020-01-10T00:45:47.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,28,35,2020-01-10T00:45:55Z,1670000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M13.00S,2020-01-10T00:45:48.7Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,28,35,2020-01-10T00:46:21Z,1675000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M06.00S,2020-01-10T00:46:11.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,91.24507227332458,53.11734068627451,1610612738,28,35,2020-01-10T00:47:01Z,1680000,16.0,30.0,1,right,MISS J. Brown layup Blocked,"[1627759, 203658]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.86,Missed,,,,,,,,,,,,,,,,,Pelle,203658.0,
169,PT11M06.00S,2020-01-10T00:46:11.0Z,2,REGULAR,block,,[],203658,,,1610612738,28,35,2020-01-10T16:33:42Z,1690000,,,0,,N. Pelle BLOCK (2 BLK),[203658],1610612755.0,PHI,,,,Pelle,N. Pelle,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M05.00S,2020-01-10T00:46:12.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,35,2020-01-10T00:47:01Z,1700000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,
171,PT11M05.00S,2020-01-10T00:46:20.4Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612738,28,35,2020-01-10T00:46:32Z,1710000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,,
172,PT10M52.00S,2020-01-10T00:46:40.4Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",203658,5.962549277266746,50.91145833333333,1610612755,30,35,2020-01-10T00:46:53Z,1720000,-5.0,4.0,1,left,N. Pelle dunk (2 PTS) (J. Richardson 2 AST),"[203658, 1626196]",1610612755.0,PHI,alleyoop,,,Pelle,N. Pelle,,,,,1.01,Made,2.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,,,,,
174,PT10M40.00S,2020-01-10T00:46:56.3Z,2,REGULAR,foul,offensive,[],1629684,,,1610612738,30,35,2020-01-10T00:47:03Z,1740000,,,0,,G. Williams FOUL offensive (1 PF),"[1629684, 1626196]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,201640.0,1.0,0.0,Richardson,1626196.0,,,,,,
176,PT10M40.00S,2020-01-10T00:46:56.3Z,2,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,30,35,2020-01-10T00:46:56Z,1760000,,,0,,G. Williams TURNOVER offensivefoul (1 TOV),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,201640.0,,,,,1.0,,,,,
177,PT10M40.00S,2020-01-10T00:47:03.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612755,30,35,2020-01-10T00:47:08Z,1770000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M40.00S,2020-01-10T00:47:03.5Z,2,REGULAR,substitution,in,[],202683,,,1610612755,30,35,2020-01-10T00:47:08Z,1780000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M25.00S,2020-01-10T00:47:34.6Z,2,REGULAR,foul,offensive,[],203658,,,1610612755,30,35,2020-01-10T00:47:44Z,1790000,,,0,,N. Pelle FOUL offensive (1 PF),"[203658, 203935]",1610612755.0,PHI,,,,Pelle,N. Pelle,,,,,,,,,,,,,,,1151.0,1.0,0.0,Smart,203935.0,,,,,,
181,PT10M25.00S,2020-01-10T00:47:34.6Z,2,REGULAR,turnover,offensivefoul,[],203658,,,1610612755,30,35,2020-01-10T00:47:34Z,1810000,,,0,,N. Pelle TURNOVER offensivefoul (1 TOV),[203658],1610612755.0,PHI,,,,Pelle,N. Pelle,,,,,,,,,,,,,,,1151.0,,,,,1.0,,,,,
182,PT10M12.00S,2020-01-10T00:47:51.7Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627759,83.36070959264126,55.81341911764706,1610612738,30,35,2020-01-10T00:48:00Z,1820000,29.0,104.0,1,right,MISS J. Brown 11' jumpshot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,11.32,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M12.00S,2020-01-10T00:47:51.7Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,30,35,2020-01-10T00:48:00Z,1830000,,,0,,E. Kanter REBOUND (Off:1 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,182.0,5.0,4.0,1.0,,,,,,,,,,,
184,PT10M07.00S,2020-01-10T00:47:57.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,95.0,50.0,1610612738,30,37,2020-01-10T00:47:57Z,1840000,0.0,-6.0,1,right,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
185,PT09M58.00S,2020-01-10T00:48:05.7Z,2,REGULAR,3pt,jumpshot,[],202699,25.804862023653087,86.69577205882354,1610612755,30,37,2020-01-10T00:48:12Z,1850000,-183.0,190.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
