actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
360,PT07M32.00S,2020-01-09T01:25:25.7Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612759,60,74,2020-01-09T01:25:50Z,3500000,,,0,,J. Brown FOUL personal (3 PF) (DeRozan 2freethrow),"[1627759, 201942]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1628172.0,3.0,0.0,DeRozan,201942.0,,,
362,PT07M32.00S,2020-01-09T01:25:58.9Z,3,REGULAR,freethrow,1of2,[],201942,,,1610612759,60,75,2020-01-09T01:25:58Z,3520000,,,0,,D. DeRozan freethrow 1of2 (18 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
363,PT07M32.00S,2020-01-09T01:26:01.1Z,3,REGULAR,substitution,out,[],1627854,,,1610612759,60,75,2020-01-09T01:26:05Z,3530000,,,0,,substitution out Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M32.00S,2020-01-09T01:26:01.1Z,3,REGULAR,substitution,in,[],201988,,,1610612759,60,75,2020-01-09T01:26:05Z,3540000,,,0,,substitution in Mills,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M32.00S,2020-01-09T01:26:12.8Z,3,REGULAR,freethrow,2of2,[],201942,,,1610612759,60,76,2020-01-09T01:26:12Z,3550000,,,0,,D. DeRozan freethrow 2of2 (19 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
366,PT07M14.00S,2020-01-09T01:26:33.5Z,3,REGULAR,2pt,jumpshot,[],202689,76.42904073587385,47.372855392156865,1610612738,62,76,2020-01-09T01:27:01Z,3560000,-13.0,169.0,1,right,K. Walker 18' jumpshot (6 PTS) (D. Theis 1 AST),"[202689, 1628464]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.51,Made,6.0,,,,,D. Theis,1628464.0,1.0,,,,,,,,,,,
368,PT07M00.00S,2020-01-09T01:26:52.3Z,3,REGULAR,turnover,outofbounds,[],1626168,,,1610612759,62,76,2020-01-09T01:27:11Z,3580000,,,0,,T. Lyles TURNOVER outofbounds (2 TOV),[1626168],1610612759.0,SAS,lostball,,,Lyles,T. Lyles,,,,,,,,,,,,,,,2.0,,,1179.0,,,,,,,
370,PT06M49.00S,2020-01-09T01:27:13.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628464,90.09526938239159,44.43167892156863,1610612738,64,76,2020-01-09T01:27:20Z,3590000,-28.0,41.0,1,right,D. Theis layup (10 PTS) (G. Hayward 3 AST),"[1628464, 202330]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,5.38,Made,10.0,,,,,G. Hayward,202330.0,3.0,,,,,,,,,,,
372,PT06M49.00S,2020-01-09T01:27:16.7Z,3,REGULAR,foul,personal,['1freethrow'],201988,,,1610612738,64,76,2020-01-09T01:27:25Z,3610000,,,0,,P. Mills FOUL personal (1 PF) (Theis 1freethrow),"[201988, 1628464]",1610612759.0,SAS,shooting,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Theis,1628464.0,,,
374,PT06M49.00S,2020-01-09T01:27:42.9Z,3,REGULAR,freethrow,1of1,['fromturnover'],1628464,,,1610612738,65,76,2020-01-09T01:27:42Z,3630000,,,0,,D. Theis freethrow 1of1 (11 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
375,PT06M26.00S,2020-01-09T01:28:07.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201942,7.440867279894875,48.59834558823529,1610612759,65,76,2020-01-09T01:28:18Z,3640000,7.0,17.0,1,left,MISS D. DeRozan layup Blocked,"[201942, 1628464]",1610612759.0,SAS,drivingreverse,,,DeRozan,D. DeRozan,,,,,2.39,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
381,PT06M26.00S,2020-01-09T01:28:07.5Z,3,REGULAR,block,,[],1628464,,,1610612759,65,76,2020-01-09T01:29:04Z,3650000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M25.00S,2020-01-09T01:28:08.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,65,76,2020-01-09T01:28:18Z,3660000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,375.0,3.0,3.0,0.0,,,,,,,,,,,,,,
378,PT06M21.00S,2020-01-09T01:28:11.9Z,3,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint']",1628369,94.1688567674113,49.57873774509804,1610612738,67,76,2020-01-09T01:29:35Z,3670000,-2.0,2.0,1,right,J. Tatum dunk (8 PTS) (K. Walker 4 AST),"[1628369, 202689]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,0.81,Made,8.0,,,,,K. Walker,202689.0,4.0,,,,,,,,,,,
380,PT06M21.00S,2020-01-09T01:28:19.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,67,76,2020-01-09T01:28:19Z,3690000,,,0,,timeout full,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M21.00S,2020-01-09T01:29:57.5Z,3,REGULAR,substitution,out,[],1627749,,,1610612759,67,76,2020-01-09T01:30:32Z,3700000,,,0,,substitution out Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M21.00S,2020-01-09T01:29:57.5Z,3,REGULAR,substitution,out,[],1626168,,,1610612759,67,76,2020-01-09T01:30:32Z,3710000,,,0,,substitution out Lyles,[1626168],1610612759.0,SAS,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M21.00S,2020-01-09T01:29:57.5Z,3,REGULAR,substitution,in,[],200752,,,1610612759,67,76,2020-01-09T01:30:32Z,3720000,,,0,,substitution in Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M21.00S,2020-01-09T01:29:57.5Z,3,REGULAR,substitution,in,[],1628401,,,1610612759,67,76,2020-01-09T01:30:32Z,3730000,,,0,,substitution in White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M10.00S,2020-01-09T01:31:18.7Z,3,REGULAR,turnover,lostball,[],201942,,,1610612759,67,76,2020-01-09T01:31:24Z,3740000,,,0,,D. DeRozan TURNOVER lostball (3 TOV) Stolen,"[201942, 1628369]",1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,,,,,,,,
387,PT06M10.00S,2020-01-09T01:31:18.7Z,3,REGULAR,steal,,[],1628369,,,1610612738,67,76,2020-01-09T01:31:20Z,3750000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M07.00S,2020-01-09T01:31:21.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,91.67214191852825,51.78462009803921,1610612738,69,76,2020-01-09T01:31:29Z,3760000,9.0,26.0,1,right,J. Tatum layup (10 PTS),[1628369],1610612738.0,BOS,runningfingerroll,,,Tatum,J. Tatum,,,,,3.25,Made,10.0,,,,,,,,,,,,,,,,,,
390,PT05M49.00S,2020-01-09T01:32:36.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612759,69,76,2020-01-09T01:32:53Z,3780000,,,0,,D. Theis FOUL personal (4 PF) (White inpenalty),"[1628464, 1628401]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,204059.0,4.0,0.0,White,1628401.0,,,
392,PT05M49.00S,2020-01-09T01:32:58.5Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202689,,,1610612759,69,76,2020-01-09T01:33:33Z,3800000,,,0,,K. Walker FOUL technical (1 Tech),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1628172.0,1.0,1.0,,,,,
393,PT05M49.00S,2020-01-09T01:33:53.8Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202689,,,1610612759,69,76,2020-01-09T01:36:09Z,3810000,,,0,,K. Walker FOUL technical (2 Tech),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1628172.0,1.0,2.0,,,,,
394,PT05M49.00S,2020-01-09T01:34:07.6Z,3,REGULAR,ejection,other,[],202689,,,1610612759,69,76,2020-01-09T01:34:23Z,3820000,,,0,,ejection Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1628172.0,,,,,,,
406,PT05M49.00S,2020-01-09T01:34:12.6Z,3,REGULAR,substitution,out,[],202689,,,1610612759,69,76,2020-01-09T01:37:12Z,3830000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M49.00S,2020-01-09T01:34:12.6Z,3,REGULAR,substitution,in,[],203935,,,1610612759,69,76,2020-01-09T01:37:12Z,3835000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M49.00S,2020-01-09T01:34:17.7Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203535,,,1610612759,69,76,2020-01-09T01:35:03Z,3840000,,,0,,Team foul technical,[203535],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,
397,PT05M49.00S,2020-01-09T01:35:04.6Z,3,REGULAR,freethrow,1of1,[],200746,,,1610612759,69,77,2020-01-09T01:35:04Z,3850000,,,0,,L. Aldridge technical freethrow 1of1 (9 PTS),[200746],1610612759.0,SAS,technical,,,Aldridge,L. Aldridge,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
398,PT05M49.00S,2020-01-09T01:35:04.7Z,3,REGULAR,freethrow,1of1,[],200746,,,1610612759,69,78,2020-01-09T01:35:42Z,3860000,,,0,,L. Aldridge technical freethrow 1of1 (10 PTS),[200746],1610612759.0,SAS,technical,,,Aldridge,L. Aldridge,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
399,PT05M49.00S,2020-01-09T01:35:04.8Z,3,REGULAR,freethrow,1of1,[],200746,,,1610612759,69,78,2020-01-09T01:35:58Z,3870000,,,0,,MISS L. Aldridge technical freethrow 1of1,[200746],1610612759.0,SAS,technical,,,Aldridge,L. Aldridge,,,,,,Missed,,,,,,,,,,,,,,,,,,,
400,PT05M49.00S,2020-01-09T01:35:04.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,69,78,2020-01-09T01:35:58Z,3880000,,,0,,Team offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,,
401,PT05M49.00S,2020-01-09T01:36:00.0Z,3,REGULAR,freethrow,1of2,[],1628401,,,1610612759,69,79,2020-01-09T01:36:00Z,3890000,,,0,,D. White freethrow 1of2 (7 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
402,PT05M49.00S,2020-01-09T01:36:13.1Z,3,REGULAR,freethrow,2of2,[],1628401,,,1610612759,69,80,2020-01-09T01:36:13Z,3900000,,,0,,D. White freethrow 2of2 (8 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
403,PT05M34.00S,2020-01-09T01:36:30.6Z,3,REGULAR,3pt,jumpshot,[],1628464,71.04139290407359,17.96109068627451,1610612738,69,80,2020-01-09T01:36:39Z,3910000,-160.0,220.0,1,right,MISS D. Theis 28' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,,
404,PT05M32.00S,2020-01-09T01:36:32.6Z,3,REGULAR,rebound,defensive,[],200752,,,1610612759,69,80,2020-01-09T01:36:39Z,3920000,,,0,,R. Gay REBOUND (Off:0 Def:5),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,403.0,5.0,5.0,0.0,,,,,,,,,,,,,,
405,PT05M29.00S,2020-01-09T01:36:36.7Z,3,REGULAR,turnover,outofbounds,[],200752,,,1610612759,69,80,2020-01-09T01:38:42Z,3930000,,,0,,R. Gay TURNOVER outofbounds (2 TOV),[200752],1610612759.0,SAS,badpass,,,Gay,R. Gay,,,,,,,,,,,,,,,2.0,,,,,,,,,,
408,PT05M29.00S,2020-01-09T01:37:34.6Z,3,REGULAR,stoppage,courtcleanup,[],0,,,1610612738,69,80,2020-01-09T01:37:34Z,3940000,,,0,,stoppage courtcleanup,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M23.00S,2020-01-09T01:37:46.3Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,67.49342969776609,32.176776960784316,1610612738,69,80,2020-01-09T01:39:03Z,3950000,-89.0,253.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
410,PT05M22.00S,2020-01-09T01:37:47.3Z,3,REGULAR,rebound,defensive,[],201942,,,1610612759,69,80,2020-01-09T01:37:53Z,3960000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,409.0,3.0,3.0,0.0,,,,,,,,,,,,,,
411,PT05M12.00S,2020-01-09T01:37:58.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612759,69,80,2020-01-09T01:38:07Z,3970000,,,0,,J. Tatum FOUL personal (2 PF) (White inpenalty),"[1628369, 1628401]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,White,1628401.0,,,
413,PT05M12.00S,2020-01-09T01:38:19.9Z,3,REGULAR,freethrow,1of2,[],1628401,,,1610612759,69,81,2020-01-09T01:38:19Z,3990000,,,0,,D. White freethrow 1of2 (9 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
414,PT05M12.00S,2020-01-09T01:38:21.4Z,3,REGULAR,substitution,out,[],202330,,,1610612759,69,81,2020-01-09T01:38:29Z,4000000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M12.00S,2020-01-09T01:38:21.4Z,3,REGULAR,substitution,out,[],1628464,,,1610612759,69,81,2020-01-09T01:38:29Z,4010000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M12.00S,2020-01-09T01:38:21.4Z,3,REGULAR,substitution,in,[],202683,,,1610612759,69,81,2020-01-09T01:38:29Z,4020000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M12.00S,2020-01-09T01:38:21.4Z,3,REGULAR,substitution,in,[],202954,,,1610612759,69,81,2020-01-09T01:38:29Z,4030000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M12.00S,2020-01-09T01:38:46.8Z,3,REGULAR,freethrow,2of2,[],1628401,,,1610612759,69,82,2020-01-09T01:38:46Z,4040000,,,0,,D. White freethrow 2of2 (10 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
419,PT05M02.00S,2020-01-09T01:38:57.4Z,3,REGULAR,3pt,jumpshot,[],1627759,66.96780551905388,33.40226715686275,1610612738,72,82,2020-01-09T01:39:01Z,4050000,-83.0,258.0,1,right,J. Brown 28' 3PT  (16 PTS) (E. Kanter 1 AST),"[1627759, 202683]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.63,Made,16.0,,,,,E. Kanter,202683.0,1.0,,,,,,,,,,,
421,PT04M49.00S,2020-01-09T01:39:10.2Z,3,REGULAR,3pt,jumpshot,[],200752,15.588042049934298,3.5003063725490198,1610612759,72,82,2020-01-09T01:39:15Z,4070000,232.0,94.0,1,left,MISS R. Gay 25' 3PT,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
422,PT04M48.00S,2020-01-09T01:39:11.2Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,72,82,2020-01-09T01:39:15Z,4080000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,421.0,2.0,2.0,0.0,,,,,,,,,,,,,,
423,PT04M41.00S,2020-01-09T01:39:18.0Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628369,71.96123521681997,18.696384803921568,1610612738,72,82,2020-01-09T01:39:28Z,4090000,-157.0,211.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
424,PT04M40.00S,2020-01-09T01:39:22.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,82,2020-01-09T01:39:22Z,4100000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,
425,PT04M40.00S,2020-01-09T01:39:23.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,72,82,2020-01-09T01:39:23Z,4110000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M36.00S,2020-01-09T01:39:37.0Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,72,82,2020-01-09T01:39:40Z,4120000,,,0,,M. Smart TURNOVER badpass (2 TOV) Stolen,"[203935, 201942]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2.0,DeRozan,201942.0,,,,,,,,
427,PT04M36.00S,2020-01-09T01:39:37.0Z,3,REGULAR,steal,,[],201942,,,1610612759,72,82,2020-01-09T01:39:39Z,4130000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M22.00S,2020-01-09T01:39:50.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201988,6.1268068331143235,56.68658088235294,1610612759,72,84,2020-01-09T01:39:54Z,4140000,-33.0,5.0,1,left,P. Mills layup (4 PTS) (D. DeRozan 3 AST),"[201988, 201942]",1610612759.0,SAS,driving,,,Mills,P. Mills,,,,,3.5,Made,4.0,,,,,D. DeRozan,201942.0,3.0,,,,,,,,,,,
430,PT04M10.00S,2020-01-09T01:40:02.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.03745072273325,45.65716911764706,1610612738,72,84,2020-01-09T01:40:06Z,4160000,-22.0,4.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.35,Missed,,,,,,,,,,,,,,,,,,,
431,PT04M09.00S,2020-01-09T01:40:03.5Z,3,REGULAR,rebound,defensive,[],200752,,,1610612759,72,84,2020-01-09T01:40:06Z,4170000,,,0,,R. Gay REBOUND (Off:0 Def:6),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,430.0,6.0,6.0,0.0,,,,,,,,,,,,,,
432,PT04M01.00S,2020-01-09T01:40:13.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201942,5.863994743758213,55.4610906862745,1610612759,72,86,2020-01-09T01:40:33Z,4180000,-27.0,3.0,1,left,D. DeRozan layup (21 PTS) (P. Mills 2 AST),"[201942, 201988]",1610612759.0,SAS,drivingreverse,,,DeRozan,D. DeRozan,,,,,2.85,Made,21.0,,,,,P. Mills,201988.0,2.0,,,,,,,,,,,
434,PT03M44.00S,2020-01-09T01:40:29.3Z,3,REGULAR,3pt,jumpshot,[],203935,68.67608409986859,71.8826593137255,1610612738,72,86,2020-01-09T01:41:26Z,4200000,109.0,242.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M43.00S,2020-01-09T01:40:30.3Z,3,REGULAR,rebound,defensive,[],200746,,,1610612759,72,86,2020-01-09T01:40:39Z,4210000,,,0,,L. Aldridge REBOUND (Off:0 Def:5),[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,434.0,5.0,5.0,0.0,,,,,,,,,,,,,,
436,PT03M30.00S,2020-01-09T01:40:42.7Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201942,8.804204993429698,38.782935049019606,1610612759,72,88,2020-01-09T01:40:48Z,4220000,56.0,30.0,1,left,D. DeRozan 7' hook (23 PTS),[201942],1610612759.0,SAS,turnaroundbank,,,DeRozan,D. DeRozan,,,,,6.65,Made,23.0,,,,,,,,,,,,,,,,,,
437,PT03M30.00S,2020-01-09T01:40:48.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,72,88,2020-01-09T01:40:48Z,4230000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M18.00S,2020-01-09T01:42:26.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.03745072273325,42.96109068627451,1610612738,72,88,2020-01-09T01:42:33Z,4240000,-35.0,4.0,1,right,MISS J. Tatum layup Blocked,"[1628369, 200746]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.63,Missed,,,,,,,,,,,,,,,,,Aldridge,200746.0,
439,PT03M18.00S,2020-01-09T01:42:26.1Z,3,REGULAR,block,,[],200746,,,1610612738,72,88,2020-01-09T01:42:28Z,4250000,,,0,,L. Aldridge BLOCK (2 BLK),[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M17.00S,2020-01-09T01:42:27.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,88,2020-01-09T01:42:33Z,4260000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,438.0,,,,,,,,,,,,,,,,,
441,PT03M17.00S,2020-01-09T01:42:30.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,72,88,2020-01-09T01:42:30Z,4270000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M17.00S,2020-01-09T01:42:31.3Z,3,REGULAR,substitution,out,[],200746,,,1610612738,72,88,2020-01-09T01:42:37Z,4280000,,,0,,substitution out Aldridge,[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M17.00S,2020-01-09T01:42:31.3Z,3,REGULAR,substitution,in,[],1627751,,,1610612738,72,88,2020-01-09T01:42:37Z,4290000,,,0,,substitution in Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M11.00S,2020-01-09T01:42:52.8Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1627759,92.9862023653088,58.892463235294116,1610612738,72,88,2020-01-09T01:43:06Z,4300000,44.0,13.0,1,right,MISS J. Brown jumpshot,[1627759],1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,4.83,Missed,,,,,,,,,,,,,,,,,,,
445,PT03M10.00S,2020-01-09T01:42:53.8Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,72,88,2020-01-09T01:43:06Z,4310000,,,0,,E. Kanter REBOUND (Off:1 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,444.0,5.0,4.0,1.0,,,,,,,,,,,,,,
446,PT03M08.00S,2020-01-09T01:42:59.2Z,3,REGULAR,foul,personal,[],1627751,,,1610612738,72,88,2020-01-09T01:43:01Z,4320000,,,0,,J. Poeltl FOUL personal (2 PF),"[1627751, 202683]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Kanter,202683.0,,,
448,PT03M00.00S,2020-01-09T01:43:17.5Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627759,77.08607095926413,88.79442401960785,1610612738,72,88,2020-01-09T01:43:24Z,4340000,194.0,163.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
449,PT02M59.00S,2020-01-09T01:43:18.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,72,88,2020-01-09T01:43:24Z,4350000,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,448.0,4.0,2.0,2.0,,,,,,,,,,,,,,
450,PT02M50.00S,2020-01-09T01:43:30.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612759,72,88,2020-01-09T01:43:36Z,4360000,,,0,,M. Smart FOUL personal (1 PF) (DeRozan inpenalty),"[203935, 201942]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,DeRozan,201942.0,,,
452,PT02M50.00S,2020-01-09T01:43:53.7Z,3,REGULAR,freethrow,1of2,[],201942,,,1610612759,72,89,2020-01-09T01:43:53Z,4380000,,,0,,D. DeRozan freethrow 1of2 (24 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
453,PT02M50.00S,2020-01-09T01:44:05.7Z,3,REGULAR,freethrow,2of2,[],201942,,,1610612759,72,90,2020-01-09T01:44:05Z,4390000,,,0,,D. DeRozan freethrow 2of2 (25 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
