actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
77,PT05M21.00S,2020-09-07T22:58:36.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,14,2020-09-07T22:58:38Z,770000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,76.0,4.0,4.0,0.0,,,,,,,,,,,
78,PT05M18.00S,2020-09-07T22:58:40.4Z,1,REGULAR,3pt,jumpshot,['fastbreak'],203935,85.3646517739816,95.65716911764706,1610612738,5,14,2020-09-07T22:58:45Z,780000,228.0,85.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2020-09-07T22:58:42.4Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,5,14,2020-09-07T22:59:33Z,790000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,78.0,5.0,4.0,1.0,,,,,,,,,,,
80,PT05M10.00S,2020-09-07T22:58:48.6Z,1,REGULAR,turnover,badpass,[],202689,,,1610612738,5,14,2020-09-07T22:58:52Z,800000,,,0,,K. Walker TURNOVER badpass (1 TOV) Stolen,"[202689, 1628384]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,1.0,,,,,,,Anunoby,1628384.0,
81,PT05M10.00S,2020-09-07T22:58:48.6Z,1,REGULAR,steal,,[],1628384,,,1610612761,5,14,2020-09-07T22:58:51Z,810000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M49.00S,2020-09-07T22:59:10.1Z,1,REGULAR,2pt,jumpshot,['fromturnover'],200768,21.23850197109067,16.00030637254902,1610612761,5,14,2020-09-07T22:59:16Z,820000,170.0,147.0,1,left,MISS K. Lowry 23' jumpshot,[200768],1610612761.0,TOR,stepback,,,Lowry,K. Lowry,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M47.00S,2020-09-07T22:59:12.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,5,14,2020-09-07T22:59:16Z,830000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,
84,PT04M47.00S,2020-09-07T22:59:14.5Z,1,REGULAR,turnover,shotclock,['team'],0,,,1610612761,5,14,2020-09-07T22:59:20Z,840000,,,0,,Team TURNOVER shotclock,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,
85,PT04M47.00S,2020-09-07T22:59:17.6Z,1,REGULAR,substitution,out,[],201188,,,1610612738,5,14,2020-09-07T22:59:33Z,850000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M47.00S,2020-09-07T22:59:17.6Z,1,REGULAR,substitution,out,[],202689,,,1610612738,5,14,2020-09-07T22:59:33Z,860000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M47.00S,2020-09-07T22:59:17.6Z,1,REGULAR,substitution,in,[],201586,,,1610612738,5,14,2020-09-07T22:59:33Z,870000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M47.00S,2020-09-07T22:59:17.6Z,1,REGULAR,substitution,in,[],202954,,,1610612738,5,14,2020-09-07T22:59:33Z,880000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M23.00S,2020-09-07T23:00:18.7Z,1,REGULAR,2pt,jumpshot,['fromturnover'],202954,74.58935611038108,53.50030637254902,1610612738,5,14,2020-09-07T23:00:23Z,890000,18.0,186.0,1,right,MISS B. Wanamaker 19' jumpshot,[202954],1610612738.0,BOS,floating,,,Wanamaker,B. Wanamaker,,,,,19.27,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2020-09-07T23:00:21.7Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,5,14,2020-09-07T23:00:23Z,900000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,
91,PT04M12.00S,2020-09-07T23:00:34.2Z,1,REGULAR,foul,personal,[],1628464,,,1610612761,5,14,2020-09-07T23:00:40Z,910000,,,0,,D. Theis FOUL personal (1 PF),"[1628464, 1627783]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Siakam,1627783.0,,,,,
93,PT03M58.00S,2020-09-07T23:01:56.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612761,5,14,2020-09-07T23:02:04Z,930000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M58.00S,2020-09-07T23:01:56.8Z,1,REGULAR,substitution,in,[],1628400,,,1610612761,5,14,2020-09-07T23:02:04Z,940000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M58.00S,2020-09-07T23:02:17.0Z,1,REGULAR,jumpball,recovered,[],1628464,,,1610612761,5,14,2020-09-07T23:03:42Z,945000,,,0,,Jump Ball J. Brown vs. K. Lowry: Tip to D. Theis,"[1628464, 1627759, 200768]",1610612738.0,BOS,heldball,D. Theis,1628464.0,Theis,D. Theis,Brown,1627759.0,Lowry,200768.0,,,,,,,,,,,,,,,,,,,,,
110,PT03M58.00S,2020-09-07T23:02:25.3Z,1,REGULAR,turnover,badpass,[],200768,,,1610612761,5,14,2020-09-07T23:09:24Z,949375,,,0,,K. Lowry TURNOVER badpass (1 TOV) Stolen,"[200768, 1627759]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,1.0,,,,,,,Brown,1627759.0,
111,PT03M58.00S,2020-09-07T23:02:25.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,5,14,2020-09-07T23:07:41Z,949687,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M42.00S,2020-09-07T23:02:33.7Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612738,5,14,2020-09-07T23:02:40Z,950000,,,0,,P. Siakam FOUL personal (1 PF) (Theis 2freethrow),"[1627783, 1628464]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Theis,1628464.0,,,,,
100,PT03M42.00S,2020-09-07T23:02:59.5Z,1,REGULAR,freethrow,1of2,['fromturnover'],1628464,,,1610612738,5,15,2020-09-07T23:07:41Z,970000,,,0,,D. Theis freethrow 1of2 (3 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
101,PT03M42.00S,2020-09-07T23:02:59.5Z,1,REGULAR,freethrow,2of2,['fromturnover'],1628464,,,1610612738,5,16,2020-09-07T23:07:41Z,980000,,,0,,D. Theis freethrow 2of2 (4 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
102,PT03M30.00S,2020-09-07T23:03:35.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1626181,7.440867279894875,46.63756127450981,1610612761,5,16,2020-09-07T23:03:41Z,990000,17.0,17.0,1,left,MISS N. Powell layup Blocked,"[1626181, 1628464]",1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,2.84,Missed,,,,,,,,,,,,,,,Theis,1628464.0,,,
103,PT03M30.00S,2020-09-07T23:03:35.5Z,1,REGULAR,block,,[],1628464,,,1610612761,5,16,2020-09-07T23:03:37Z,1000000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M29.00S,2020-09-07T23:03:36.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,5,16,2020-09-07T23:03:41Z,1010000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,
105,PT03M24.00S,2020-09-07T23:03:42.8Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1627759,93.64323258869908,50.80422794117647,1610612738,5,18,2020-09-07T23:03:49Z,1020000,4.0,7.0,1,right,J. Brown dunk (7 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.34,Made,7.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
107,PT03M06.00S,2020-09-07T23:03:59.9Z,1,REGULAR,2pt,hook,['pointsinthepaint'],201586,9.411957950065702,43.69638480392157,1610612761,7,18,2020-09-07T23:04:03Z,1040000,32.0,36.0,1,left,S. Ibaka hook (2 PTS) (P. Siakam 1 AST),"[201586, 1627783]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,5.21,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
109,PT02M58.00S,2020-09-07T23:04:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,7,18,2020-09-07T23:04:11Z,1060000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M58.00S,2020-09-07T23:07:12.3Z,1,REGULAR,substitution,out,[],200768,,,1610612738,7,18,2020-09-07T23:07:50Z,1070000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M58.00S,2020-09-07T23:07:12.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,7,18,2020-09-07T23:07:50Z,1080000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2020-09-07T23:07:12.3Z,1,REGULAR,substitution,out,[],203935,,,1610612738,7,18,2020-09-07T23:07:50Z,1090000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M58.00S,2020-09-07T23:07:12.3Z,1,REGULAR,substitution,in,[],1627832,,,1610612738,7,18,2020-09-07T23:07:50Z,1100000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2020-09-07T23:07:12.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,7,18,2020-09-07T23:07:50Z,1110000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2020-09-07T23:07:12.3Z,1,REGULAR,substitution,in,[],202689,,,1610612738,7,18,2020-09-07T23:07:50Z,1120000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M44.00S,2020-09-07T23:08:14.3Z,1,REGULAR,3pt,jumpshot,[],1628400,92.72339027595268,96.39246323529412,1610612738,7,18,2020-09-07T23:08:19Z,1130000,232.0,16.0,1,right,MISS S. Ojeleye 23' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M40.00S,2020-09-07T23:08:18.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,7,18,2020-09-07T23:08:19Z,1140000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,
120,PT02M23.00S,2020-09-07T23:08:35.1Z,1,REGULAR,2pt,jumpshot,[],1628384,24.392247043363994,39.03952205882353,1610612761,9,18,2020-09-07T23:08:42Z,1150000,55.0,177.0,1,left,O. Anunoby 19' jumpshot (7 PTS),[1628384],1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,19.04,Made,7.0,,,,,,,,,,,,,,,,,,
121,PT02M01.00S,2020-09-07T23:08:56.3Z,1,REGULAR,3pt,jumpshot,[],202954,68.15045992115637,65.75520833333334,1610612738,9,21,2020-09-07T23:08:59Z,1160000,79.0,247.0,1,right,B. Wanamaker 26' 3PT  (3 PTS) (J. Tatum 2 AST),"[202954, 1628369]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.44,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
123,PT01M41.00S,2020-09-07T23:09:19.8Z,1,REGULAR,foul,personal,[],202954,,,1610612761,9,21,2020-09-07T23:09:29Z,1180000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 1627832]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,201640.0,,1.0,0.0,VanVleet,1627832.0,,,,,
125,PT01M41.00S,2020-09-07T23:09:25.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612761,9,21,2020-09-07T23:09:30Z,1200000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M41.00S,2020-09-07T23:09:25.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612761,9,21,2020-09-07T23:09:30Z,1210000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M32.00S,2020-09-07T23:09:48.7Z,1,REGULAR,3pt,jumpshot,[],201586,33.459264126149804,47.61795343137255,1610612761,9,21,2020-09-07T23:09:56Z,1220000,12.0,262.0,1,left,MISS S. Ibaka 27' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M29.00S,2020-09-07T23:09:51.7Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,9,21,2020-09-07T23:09:56Z,1230000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,
129,PT01M18.00S,2020-09-07T23:10:03.3Z,1,REGULAR,3pt,jumpshot,[],202689,93.11760840998686,96.6375612745098,1610612738,9,21,2020-09-07T23:10:07Z,1240000,233.0,12.0,1,right,MISS K. Walker 23' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M14.00S,2020-09-07T23:10:07.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,9,21,2020-09-07T23:10:07Z,1250000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
131,PT01M05.00S,2020-09-07T23:10:15.7Z,1,REGULAR,3pt,jumpshot,[],1628384,17.0335085413929,3.990502450980392,1610612761,9,21,2020-09-07T23:10:19Z,1260000,230.0,108.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M03.00S,2020-09-07T23:10:17.7Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,9,21,2020-09-07T23:10:19Z,1270000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
133,PT00M59.10S,2020-09-07T23:10:25.0Z,1,REGULAR,foul,personal,[],1626181,,,1610612738,9,21,2020-09-07T23:10:29Z,1280000,,,0,,N. Powell FOUL personal (2 PF),"[1626181, 1628369]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,201640.0,,2.0,0.0,Tatum,1628369.0,,,,,
135,PT00M59.10S,2020-09-07T23:10:30.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612738,9,21,2020-09-07T23:10:46Z,1300000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M59.10S,2020-09-07T23:10:30.7Z,1,REGULAR,substitution,in,[],200768,,,1610612738,9,21,2020-09-07T23:10:46Z,1310000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M54.60S,2020-09-07T23:10:53.2Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,81.42247043363994,37.07873774509804,1610612738,9,23,2020-09-07T23:10:56Z,1320000,-65.0,122.0,1,right,J. Tatum 14' jumpshot (2 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,14.3,Made,2.0,,,,,,,,,,,,,,,,,,
138,PT00M39.90S,2020-09-07T23:11:14.1Z,1,REGULAR,3pt,jumpshot,[],1627832,32.276609724047304,34.38265931372549,1610612761,9,23,2020-09-07T23:11:17Z,1330000,78.0,251.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M36.70S,2020-09-07T23:11:17.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,23,2020-09-07T23:11:17Z,1340000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,138.0,6.0,5.0,1.0,,,,,,,,,,,
140,PT00M30.60S,2020-09-07T23:11:23.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,84.44480946123521,39.28462009803921,1610612738,9,25,2020-09-07T23:11:29Z,1350000,-54.0,94.0,1,right,J. Tatum 11' jumpshot (4 PTS),[1628369],1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,11.28,Made,4.0,,,,,,,,,,,,,,,,,,
141,PT00M23.30S,2020-09-07T23:11:38.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612761,9,25,2020-09-07T23:11:43Z,1360000,,,0,,R. Williams III FOUL personal (1 PF) (Lowry inpenalty),"[1629057, 200768]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Lowry,200768.0,,,,,
143,PT00M23.30S,2020-09-07T23:12:01.4Z,1,REGULAR,freethrow,1of2,[],200768,,,1610612761,10,25,2020-09-07T23:12:01Z,1380000,,,0,,K. Lowry freethrow 1of2 (1 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
144,PT00M23.30S,2020-09-07T23:12:02.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,10,25,2020-09-07T23:12:11Z,1390000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M23.30S,2020-09-07T23:12:02.3Z,1,REGULAR,substitution,out,[],1628400,,,1610612761,10,25,2020-09-07T23:12:11Z,1400000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M23.30S,2020-09-07T23:12:02.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,10,25,2020-09-07T23:12:11Z,1410000,,,0,,substitution in Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M23.30S,2020-09-07T23:12:02.3Z,1,REGULAR,substitution,in,[],1627759,,,1610612761,10,25,2020-09-07T23:12:11Z,1420000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M23.30S,2020-09-07T23:12:25.0Z,1,REGULAR,freethrow,2of2,[],200768,,,1610612761,11,25,2020-09-07T23:12:25Z,1430000,,,0,,K. Lowry freethrow 2of2 (2 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
149,PT00M01.20S,2020-09-07T23:12:50.0Z,1,REGULAR,3pt,jumpshot,[],1628369,87.59855453350855,95.65716911764706,1610612738,11,25,2020-09-07T23:12:54Z,1440000,228.0,64.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,23.87,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M01.20S,2020-09-07T23:12:50.0Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,11,25,2020-09-07T23:13:25Z,1450000,,,0,,S. Ibaka REBOUND (Off:0 Def:2),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,
151,PT00M00.00S,2020-09-07T23:12:53.9Z,1,REGULAR,period,end,[],0,,,1610612761,11,25,2020-09-07T23:13:25Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2020-09-07T23:16:00.1Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,11,25,2020-09-07T23:16:29Z,1470000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2020-09-07T23:16:00.1Z,2,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,11,25,2020-09-07T23:16:29Z,1480000,,,0,,substitution out Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2020-09-07T23:16:00.1Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612761,11,25,2020-09-07T23:16:29Z,1490000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2020-09-07T23:16:00.1Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,11,25,2020-09-07T23:16:29Z,1500000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2020-09-07T23:16:31.0Z,2,REGULAR,period,start,[],0,,,1610612761,11,25,2020-09-07T23:16:31Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M47.00S,2020-09-07T23:16:44.2Z,2,REGULAR,3pt,jumpshot,[],1626181,5.995400788436268,94.67677696078431,1610612761,11,25,2020-09-07T23:17:36Z,1520000,-223.0,4.0,1,left,MISS N. Powell 22' 3PT Blocked,"[1626181, 1629057]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,22.36,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,,
158,PT11M47.00S,2020-09-07T23:16:44.2Z,2,REGULAR,block,,[],1629057,,,1610612761,11,25,2020-09-07T23:16:47Z,1530000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M45.00S,2020-09-07T23:16:46.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,11,25,2020-09-07T23:17:36Z,1540000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,
160,PT11M29.00S,2020-09-07T23:17:01.3Z,2,REGULAR,3pt,jumpshot,[],1627759,80.89684625492772,92.71599264705883,1610612738,11,28,2020-09-07T23:17:05Z,1550000,214.0,127.0,1,right,J. Brown 25' 3PT  (10 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.14,Made,10.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,,
162,PT11M17.00S,2020-09-07T23:17:13.0Z,2,REGULAR,3pt,jumpshot,[],201586,33.327858081471746,45.90226715686275,1610612761,14,28,2020-09-07T23:17:16Z,1570000,20.0,261.0,1,left,S. Ibaka 27' 3PT  (5 PTS) (K. Lowry 1 AST),"[201586, 200768]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,26.71,Made,5.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,,
164,PT11M00.00S,2020-09-07T23:17:29.3Z,2,REGULAR,2pt,jumpshot,[],202689,76.2976346911958,33.40226715686275,1610612738,14,30,2020-09-07T23:17:32Z,1590000,-83.0,170.0,1,right,K. Walker 19' jumpshot (6 PTS),[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,19.44,Made,6.0,,,,,,,,,,,,,,,,,,
165,PT10M48.00S,2020-09-07T23:17:41.4Z,2,REGULAR,3pt,jumpshot,[],200768,28.728646517739815,15.510110294117647,1610612761,14,30,2020-09-07T23:17:46Z,1600000,172.0,218.0,1,left,MISS K. Lowry 28' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,28.19,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M45.00S,2020-09-07T23:17:44.4Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,14,30,2020-09-07T23:17:46Z,1610000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,165.0,3.0,3.0,0.0,,,,,,,,,,,
167,PT10M41.00S,2020-09-07T23:17:49.2Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,69.85873850197109,12.814031862745098,1610612738,14,30,2020-09-07T23:17:54Z,1620000,-186.0,231.0,1,right,MISS J. Brown 30' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,30.07,Missed,,,,,,,,,,,,,,,,,,,
