actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
166,PT11M23.00S,2020-08-08T01:40:35.8Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,14,23,2020-08-08T01:40:48Z,1660000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
167,PT11M13.00S,2020-08-08T01:40:45.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629057,93.11760840998686,45.166973039215684,1610612738,14,25,2020-08-08T01:40:52Z,1670000,-24.0,12.0,1,right,R. Williams III layup (4 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,3.0,Made,,,,,,,,,,4.0,M. Smart,203935.0,2.0,,,,,,
169,PT10M59.00S,2020-08-08T01:41:00.9Z,2,REGULAR,turnover,outofbounds,[],200768,,,1610612761,14,25,2020-08-08T01:41:14Z,1690000,,,0,,K. Lowry TURNOVER outofbounds (2 TOV),[200768],1610612761.0,TOR,badpass,,,Lowry,K. Lowry,,,,,,,,,,,1627962.0,,,,,,,,,,,2.0,,,
170,PT10M43.00S,2020-08-08T01:41:23.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627759,86.15308804204993,36.34344362745098,1610612738,14,25,2020-08-08T01:41:30Z,1700000,-68.0,78.0,1,right,MISS J. Brown 11' layup Blocked,"[1627759, 1629056]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,10.76,Missed,,,,,,,,,,,,,,Davis,1629056.0,,,,
171,PT10M43.00S,2020-08-08T01:41:23.9Z,2,REGULAR,block,,[],1629056,,,1610612738,14,25,2020-08-08T01:41:26Z,1710000,,,0,,T. Davis BLOCK (1 BLK),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M40.00S,2020-08-08T01:41:26.9Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,14,25,2020-08-08T01:41:30Z,1720000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,170.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
173,PT10M39.00S,2020-08-08T01:41:27.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,93.77463863337714,44.18658088235294,1610612738,14,27,2020-08-08T02:07:25Z,1730000,-29.0,6.0,1,right,J. Brown layup (9 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,3.13,Made,,,,,,,,,,9.0,,,,,,,,,
174,PT10M30.00S,2020-08-08T01:41:36.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626178,6.915243101182654,43.451286764705884,1610612761,16,27,2020-08-08T01:41:41Z,1740000,33.0,13.0,1,left,R. Hollis-Jefferson layup (2 PTS) (K. Lowry 1 AST),"[1626178, 200768]",1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,3.73,Made,,,,,,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,
176,PT10M07.00S,2020-08-08T01:42:02.6Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,16,27,2020-08-08T01:42:27Z,1760000,,,0,,K. Lowry FOUL personal (2 PF) (Williams III 2freethrow),"[200768, 1629057]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,,,,202041.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,
178,PT10M07.00S,2020-08-08T01:42:27.9Z,2,REGULAR,freethrow,1of2,[],1629057,,,1610612738,16,28,2020-08-08T01:42:27Z,1780000,,,0,,R. Williams III freethrow 1of2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
179,PT10M07.00S,2020-08-08T01:42:38.8Z,2,REGULAR,freethrow,2of2,[],1629057,,,1610612738,16,29,2020-08-08T01:42:38Z,1790000,,,0,,R. Williams III freethrow 2of2 (6 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
180,PT09M54.00S,2020-08-08T01:42:54.9Z,2,REGULAR,2pt,jumpshot,[],201586,24.52365308804205,29.725796568627448,1610612761,16,29,2020-08-08T01:43:00Z,1800000,101.0,178.0,1,left,MISS S. Ibaka 21' jumpshot,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,20.97,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M51.00S,2020-08-08T01:42:57.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,16,29,2020-08-08T01:43:00Z,1810000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,180.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
182,PT09M38.00S,2020-08-08T01:43:41.9Z,2,REGULAR,jumpball,recovered,[],203935,,,1610612738,16,29,2020-08-08T01:43:42Z,1820000,,,0,,Jump Ball J. Tatum vs. N. Powell: Tip to M. Smart,"[203935, 1628369, 1626181]",1610612738.0,BOS,heldball,M. Smart,203935.0,Smart,M. Smart,Tatum,1628369.0,Powell,1626181.0,,,,,,,,,,,,,,,,,,,,,
185,PT09M31.00S,2020-08-08T01:43:48.1Z,2,REGULAR,3pt,jumpshot,[],1628369,71.30420499342969,21.39246323529412,1610612738,16,29,2020-08-08T01:43:54Z,1850000,-143.0,217.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M29.00S,2020-08-08T01:43:50.1Z,2,REGULAR,rebound,defensive,[],1626178,,,1610612761,16,29,2020-08-08T01:43:54Z,1860000,,,0,,R. Hollis-Jefferson REBOUND (Off:0 Def:1),[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
187,PT09M19.00S,2020-08-08T01:44:00.2Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201586,10.5946123521682,35.853247549019606,1610612761,16,29,2020-08-08T01:44:20Z,1870000,71.0,47.0,1,left,MISS S. Ibaka 9' jumpshot,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,8.81,Missed,,,,,,,,,,,,,,,,,,,
188,PT09M14.00S,2020-08-08T01:44:05.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,16,29,2020-08-08T01:44:06Z,1880000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
189,PT09M08.00S,2020-08-08T01:44:14.0Z,2,REGULAR,2pt,jumpshot,[],202954,74.45795006570303,22.863051470588236,1610612738,16,31,2020-08-08T02:07:37Z,1890000,-136.0,188.0,1,right,B. Wanamaker 24' jumpshot (4 PTS),[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,23.6,Made,,,,,,,,,,4.0,,,,,,,,,
190,PT09M08.00S,2020-08-08T01:44:25.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,16,31,2020-08-08T01:44:25Z,1900000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M08.00S,2020-08-08T01:46:49.5Z,2,REGULAR,substitution,out,[],201586,,,1610612761,16,31,2020-08-08T01:47:28Z,1910000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M08.00S,2020-08-08T01:46:49.5Z,2,REGULAR,substitution,out,[],1629056,,,1610612761,16,31,2020-08-08T01:47:28Z,1920000,,,0,,substitution out Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M08.00S,2020-08-08T01:46:49.5Z,2,REGULAR,substitution,in,[],201188,,,1610612761,16,31,2020-08-08T01:47:28Z,1930000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M08.00S,2020-08-08T01:46:49.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,16,31,2020-08-08T01:47:28Z,1940000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M59.00S,2020-08-08T01:47:49.4Z,2,REGULAR,foul,offensive,[],201188,,,1610612761,16,31,2020-08-08T01:47:59Z,1950000,,,0,,M. Gasol FOUL offensive (3 PF),"[201188, 1629057]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,1627962.0,3.0,0.0,Williams III,1629057.0,,,,,,,,,,
199,PT08M59.00S,2020-08-08T01:47:49.4Z,2,REGULAR,turnover,offensivefoul,[],201188,,,1610612761,16,31,2020-08-08T01:47:49Z,1970000,,,0,,M. Gasol TURNOVER offensivefoul (1 TOV),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,1627962.0,,,,,,,,,,,1.0,,,
200,PT08M59.00S,2020-08-08T01:47:59.3Z,2,REGULAR,foul,technical,['1freethrow'],203606,,,1610612738,16,31,2020-08-08T01:48:11Z,1980000,,,0,,Team foul technical,[203606],1610612761.0,TOR,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,,,,,
201,PT08M59.00S,2020-08-08T01:48:18.7Z,2,REGULAR,freethrow,1of1,[],1628369,,,1610612738,16,32,2020-08-08T01:48:18Z,1990000,,,0,,J. Tatum technical freethrow 1of1 (6 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
202,PT08M34.00S,2020-08-08T01:49:00.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,88.38699080157687,39.28462009803921,1610612738,16,32,2020-08-08T02:07:48Z,2000000,-54.0,57.0,1,right,MISS M. Smart 8' layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,8.21,Missed,,,,,,,,,,,,,,,,,,,
203,PT08M30.00S,2020-08-08T01:49:04.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,16,32,2020-08-08T01:49:05Z,2010000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
204,PT08M26.00S,2020-08-08T01:49:08.6Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627832,5.469776609724048,43.94148284313725,1610612761,18,32,2020-08-08T02:16:35Z,2020000,30.0,-1.0,1,left,F. VanVleet layup (5 PTS),[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,3.06,Made,,,,,,,,,,5.0,,,,,,,,,
205,PT08M09.00S,2020-08-08T01:49:25.0Z,2,REGULAR,2pt,jumpshot,[],203935,77.61169513797634,35.853247549019606,1610612738,18,32,2020-08-08T01:49:31Z,2030000,-71.0,158.0,1,right,MISS M. Smart 18' jumpshot,[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,17.81,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M06.00S,2020-08-08T01:49:28.0Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,18,32,2020-08-08T01:49:31Z,2040000,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,205.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
207,PT08M04.00S,2020-08-08T01:49:33.1Z,2,REGULAR,foul,personal,[],202954,,,1610612761,18,32,2020-08-08T01:49:38Z,2050000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 200768]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,202041.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,
209,PT08M04.00S,2020-08-08T01:49:39.9Z,2,REGULAR,substitution,out,[],1626178,,,1610612761,18,32,2020-08-08T01:49:49Z,2070000,,,0,,substitution out Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M04.00S,2020-08-08T01:49:39.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612761,18,32,2020-08-08T01:49:49Z,2080000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M04.00S,2020-08-08T01:49:39.9Z,2,REGULAR,substitution,out,[],203935,,,1610612761,18,32,2020-08-08T01:49:49Z,2090000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M04.00S,2020-08-08T01:49:39.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,18,32,2020-08-08T01:49:49Z,2100000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M04.00S,2020-08-08T01:49:39.9Z,2,REGULAR,substitution,in,[],202689,,,1610612761,18,32,2020-08-08T01:49:49Z,2110000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M04.00S,2020-08-08T01:49:39.9Z,2,REGULAR,substitution,in,[],202330,,,1610612761,18,32,2020-08-08T01:49:49Z,2120000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M59.00S,2020-08-08T01:50:06.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],200768,10.33180026281209,37.8140318627451,1610612761,20,32,2020-08-08T01:50:12Z,2130000,61.0,45.0,1,left,K. Lowry 8' layup (4 PTS),[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,7.89,Made,,,,,,,,,,4.0,,,,,,,,,
216,PT07M59.00S,2020-08-08T01:50:09.4Z,2,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612761,20,32,2020-08-08T01:50:21Z,2140000,,,0,,R. Williams III FOUL personal (1 PF) (Lowry 1freethrow),"[1629057, 200768]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,201640.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,
218,PT07M59.00S,2020-08-08T01:50:22.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612761,20,32,2020-08-08T01:51:03Z,2160000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M59.00S,2020-08-08T01:50:22.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612761,20,32,2020-08-08T01:51:03Z,2170000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M59.00S,2020-08-08T01:50:44.4Z,2,REGULAR,freethrow,1of1,[],200768,,,1610612761,21,32,2020-08-08T01:50:44Z,2180000,,,0,,K. Lowry freethrow 1of1 (5 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
221,PT07M46.00S,2020-08-08T01:51:03.0Z,2,REGULAR,foul,offensive,[],202330,,,1610612738,21,32,2020-08-08T01:51:09Z,2190000,,,0,,G. Hayward FOUL offensive (2 PF),"[202330, 200768]",1610612738.0,BOS,charge,,,Hayward,G. Hayward,,,,,,,,,,,1627962.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,
223,PT07M46.00S,2020-08-08T01:51:03.0Z,2,REGULAR,turnover,offensivefoul,[],202330,,,1610612738,21,32,2020-08-08T01:51:03Z,2210000,,,0,,G. Hayward TURNOVER offensivefoul (3 TOV),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,1627962.0,,,,,,,,,,,3.0,,,
224,PT07M25.00S,2020-08-08T01:51:38.5Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627783,11.383048620236531,49.57873774509804,1610612761,23,32,2020-08-08T01:51:44Z,2220000,2.0,55.0,1,left,P. Siakam 6' jumpshot (5 PTS),[1627783],1610612761.0,TOR,drivingfloating,,,Siakam,P. Siakam,,,,,6.0,Made,,,,,,,,,,5.0,,,,,,,,,
225,PT07M01.00S,2020-08-08T01:52:03.2Z,2,REGULAR,3pt,jumpshot,[],202954,94.30026281208936,95.65716911764706,1610612738,23,35,2020-08-08T01:52:07Z,2230000,228.0,1.0,1,right,B. Wanamaker 23' 3PT  (7 PTS) (D. Theis 2 AST),"[202954, 1628464]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,22.84,Made,,,,,,,,,,7.0,D. Theis,1628464.0,2.0,,,,,,
227,PT06M45.00S,2020-08-08T01:52:19.8Z,2,REGULAR,3pt,jumpshot,[],201188,4.944152431011826,96.39246323529412,1610612761,23,35,2020-08-08T01:52:25Z,2250000,-232.0,-6.0,1,left,MISS M. Gasol 23' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M40.00S,2020-08-08T01:52:24.8Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,23,35,2020-08-08T01:52:25Z,2260000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
229,PT06M37.00S,2020-08-08T01:52:30.4Z,2,REGULAR,3pt,jumpshot,[],202689,73.27529566360053,79.97089460784314,1610612738,23,38,2020-08-08T02:16:52Z,2270000,150.0,199.0,1,right,K. Walker 25' 3PT  (3 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.33,Made,,,,,,,,,,3.0,,,,,,,,,
232,PT06M37.00S,2020-08-08T01:53:07.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,23,38,2020-08-08T02:07:07Z,2300000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M37.00S,2020-08-08T01:53:27.7Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612761,23,38,2020-08-08T01:57:21Z,2320000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,No Foul on F. VanVleet
235,PT06M25.00S,2020-08-08T01:58:00.1Z,2,REGULAR,turnover,traveling,[],1627783,,,1610612761,23,38,2020-08-08T01:58:06Z,2330000,,,0,,P. Siakam TURNOVER traveling (2 TOV),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,201640.0,,,,,,,,,,,2.0,,,
236,PT06M12.00S,2020-08-08T01:58:21.3Z,2,REGULAR,turnover,lostball,[],202689,,,1610612738,23,38,2020-08-08T01:58:25Z,2340000,,,0,,K. Walker TURNOVER lostball (1 TOV) Stolen,"[202689, 1627783]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0,
237,PT06M12.00S,2020-08-08T01:58:21.3Z,2,REGULAR,steal,,[],1627783,,,1610612761,23,38,2020-08-08T01:58:22Z,2350000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M04.00S,2020-08-08T01:58:33.2Z,2,REGULAR,foul,personal,[],202689,,,1610612761,23,38,2020-08-08T01:59:15Z,2360000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 201188]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,201640.0,1.0,0.0,Gasol,201188.0,,,,,,,,,,
240,PT05M57.00S,2020-08-08T01:59:00.5Z,2,REGULAR,foul,personal,['2freethrow'],202689,,,1610612761,23,38,2020-08-08T01:59:08Z,2380000,,,0,,K. Walker FOUL personal (2 PF) (VanVleet 2freethrow),"[202689, 1627832]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,1627962.0,2.0,0.0,VanVleet,1627832.0,,,,,,,,,,
242,PT05M57.00S,2020-08-08T01:59:26.6Z,2,REGULAR,freethrow,1of2,['fromturnover'],1627832,,,1610612761,24,38,2020-08-08T01:59:49Z,2400000,,,0,,F. VanVleet freethrow 1of2 (6 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
243,PT05M57.00S,2020-08-08T01:59:29.9Z,2,REGULAR,substitution,out,[],202954,,,1610612761,24,38,2020-08-08T01:59:33Z,2410000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M57.00S,2020-08-08T01:59:29.9Z,2,REGULAR,substitution,in,[],203935,,,1610612761,24,38,2020-08-08T01:59:33Z,2420000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M57.00S,2020-08-08T01:59:26.6Z,2,REGULAR,freethrow,2of2,['fromturnover'],1627832,,,1610612761,24,38,2020-08-08T01:59:49Z,2430000,,,0,,MISS F. VanVleet freethrow 2of2,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M55.00S,2020-08-08T01:59:28.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,24,38,2020-08-08T01:59:49Z,2440000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
247,PT05M41.00S,2020-08-08T02:00:02.9Z,2,REGULAR,3pt,jumpshot,[],202689,66.83639947437582,52.029718137254896,1610612738,24,38,2020-08-08T02:00:08Z,2450000,10.0,259.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M37.00S,2020-08-08T02:00:06.9Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612761,24,38,2020-08-08T02:00:08Z,2460000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
249,PT05M31.00S,2020-08-08T02:00:12.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627832,5.206964520367937,45.166973039215684,1610612761,26,38,2020-08-08T02:00:18Z,2470000,24.0,-4.0,1,left,F. VanVleet layup (8 PTS) (M. Gasol 2 AST),"[1627832, 201188]",1610612761.0,TOR,cutting,,,VanVleet,F. VanVleet,,,,,2.43,Made,,,,,,,,,,8.0,M. Gasol,201188.0,2.0,,,,,,
251,PT05M13.00S,2020-08-08T02:00:30.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,87.72996057818659,61.83363970588235,1610612738,26,40,2020-08-08T02:00:35Z,2490000,59.0,63.0,1,right,M. Smart 9' jumpshot (2 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,9.04,Made,,,,,,,,,,2.0,,,,,,,,,
252,PT04M59.00S,2020-08-08T02:00:47.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612761,26,40,2020-08-08T02:00:47Z,2500000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M48.00S,2020-08-08T02:01:13.4Z,2,REGULAR,3pt,jumpshot,[],1626181,32.013797634691194,17.47089460784314,1610612761,26,40,2020-08-08T02:01:19Z,2510000,163.0,248.0,1,left,MISS N. Powell 30' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,30.15,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M46.00S,2020-08-08T02:01:15.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,26,40,2020-08-08T02:01:19Z,2520000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,253.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
255,PT04M35.00S,2020-08-08T02:01:26.1Z,2,REGULAR,3pt,jumpshot,[],203935,74.45795006570303,16.490502450980394,1610612738,26,40,2020-08-08T02:01:30Z,2530000,-168.0,188.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
256,PT04M33.00S,2020-08-08T02:01:28.1Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,26,40,2020-08-08T02:01:30Z,2540000,,,0,,M. Gasol REBOUND (Off:0 Def:5),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,255.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
257,PT04M21.00S,2020-08-08T02:01:40.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626181,5.075558475689881,43.94148284313725,1610612761,28,40,2020-08-08T02:01:44Z,2550000,30.0,-5.0,1,left,N. Powell layup (6 PTS) (M. Gasol 3 AST),"[1626181, 201188]",1610612761.0,TOR,cutting,,,Powell,N. Powell,,,,,3.03,Made,,,,,,,,,,6.0,M. Gasol,201188.0,3.0,,,,,,
259,PT03M59.00S,2020-08-08T02:02:05.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,28,40,2020-08-08T02:02:05Z,2570000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M59.00S,2020-08-08T02:02:10.7Z,2,REGULAR,substitution,out,[],202689,,,1610612738,28,40,2020-08-08T02:02:18Z,2580000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M59.00S,2020-08-08T02:02:10.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,28,40,2020-08-08T02:02:18Z,2590000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
