actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
83,PT04M54.00S,2020-08-08T01:24:30.0Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",200768,7.440867279894875,48.59834558823529,1610612761,7,14,2020-08-08T01:24:40Z,830000,7.0,17.0,1,left,K. Lowry layup (2 PTS),[200768],1610612761.0,TOR,runningfingerroll,,,Lowry,K. Lowry,,,,,2.39,Made,,,,,,,,,,2.0,,,,,,,,,
84,PT04M35.00S,2020-08-08T01:24:48.4Z,1,REGULAR,3pt,jumpshot,[],203935,76.42904073587385,10.853247549019608,1610612738,7,14,2020-08-08T01:24:53Z,840000,-196.0,169.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M33.00S,2020-08-08T01:24:50.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,7,14,2020-08-08T01:24:53Z,850000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
86,PT04M27.00S,2020-08-08T01:24:56.5Z,1,REGULAR,3pt,jumpshot,[],201188,36.87582128777924,37.56893382352941,1610612761,7,14,2020-08-08T01:25:01Z,860000,62.0,294.0,1,left,MISS M. Gasol 31' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,30.6,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M24.00S,2020-08-08T01:24:59.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,7,14,2020-08-08T01:25:01Z,870000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT04M15.00S,2020-08-08T01:25:08.1Z,1,REGULAR,3pt,jumpshot,[],1628464,71.96123521681997,22.127757352941178,1610612738,7,14,2020-08-08T01:25:13Z,880000,-139.0,211.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M12.00S,2020-08-08T01:25:11.1Z,1,REGULAR,rebound,defensive,[],201188,,,1610612761,7,14,2020-08-08T01:25:13Z,890000,,,0,,M. Gasol REBOUND (Off:0 Def:4),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,88.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
90,PT03M54.00S,2020-08-08T01:25:29.5Z,1,REGULAR,3pt,jumpshot,[],1627832,29.77989487516426,19.431678921568626,1610612761,7,14,2020-08-08T01:25:35Z,900000,153.0,227.0,1,left,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.86,Missed,,,,,,,,,,,,,,,,,,,
91,PT03M52.00S,2020-08-08T01:25:31.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,7,14,2020-08-08T01:25:35Z,910000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,90.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
92,PT03M37.00S,2020-08-08T01:25:50.2Z,1,REGULAR,foul,offensive,[],202330,,,1610612738,7,14,2020-08-08T01:25:55Z,920000,,,0,,G. Hayward FOUL offensive (1 PF),"[202330, 1626181]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,1627962.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,
94,PT03M37.00S,2020-08-08T01:25:50.2Z,1,REGULAR,turnover,offensivefoul,[],202330,,,1610612738,7,14,2020-08-08T01:25:50Z,940000,,,0,,G. Hayward TURNOVER offensivefoul (2 TOV),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,1627962.0,,,,,,,,,,,2.0,,,
95,PT03M37.00S,2020-08-08T01:25:55.4Z,1,REGULAR,substitution,out,[],201188,,,1610612761,7,14,2020-08-08T01:26:11Z,950000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M37.00S,2020-08-08T01:25:55.4Z,1,REGULAR,substitution,out,[],200768,,,1610612761,7,14,2020-08-08T01:26:11Z,960000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M37.00S,2020-08-08T01:25:55.4Z,1,REGULAR,substitution,out,[],202689,,,1610612761,7,14,2020-08-08T01:26:11Z,970000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M37.00S,2020-08-08T01:25:55.4Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,7,14,2020-08-08T01:26:11Z,980000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M37.00S,2020-08-08T01:25:55.4Z,1,REGULAR,substitution,in,[],201586,,,1610612761,7,14,2020-08-08T01:26:11Z,990000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M37.00S,2020-08-08T01:25:55.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612761,7,14,2020-08-08T01:26:11Z,1000000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M28.00S,2020-08-08T01:26:47.0Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627783,8.492115637319317,34.872855392156865,1610612761,7,14,2020-08-08T01:26:51Z,1010000,76.0,27.0,1,left,MISS P. Siakam 8' jumpshot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,8.24,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M26.00S,2020-08-08T01:26:49.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,14,2020-08-08T01:26:51Z,1020000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
103,PT03M16.00S,2020-08-08T01:26:59.2Z,1,REGULAR,2pt,jumpshot,[],1628369,76.03482260183968,30.706188725490197,1610612738,7,16,2020-08-08T01:27:06Z,1030000,-96.0,173.0,1,right,J. Tatum 20' jumpshot (2 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,20.27,Made,,,,,,,,,,2.0,,,,,,,,,
104,PT03M05.00S,2020-08-08T01:27:10.7Z,1,REGULAR,3pt,jumpshot,[],201586,25.837713534822605,17.47089460784314,1610612761,7,16,2020-08-08T01:27:15Z,1040000,163.0,190.0,1,left,MISS S. Ibaka 25' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M02.00S,2020-08-08T01:27:13.6Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,7,16,2020-08-08T01:27:13Z,1050000,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
106,PT03M00.00S,2020-08-08T01:27:15.2Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1627832,32.14520367936925,61.34344362745098,1610612761,10,16,2020-08-08T01:27:20Z,1060000,-57.0,250.0,1,left,F. VanVleet 26' 3PT  (3 PTS) (O. Anunoby 1 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.14,Made,,,,,,,,,,3.0,O. Anunoby,1628384.0,1.0,,,,,,
108,PT02M59.00S,2020-08-08T01:27:21.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,10,16,2020-08-08T01:27:21Z,1080000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2020-08-08T01:30:07.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,10,16,2020-08-08T01:30:30Z,1090000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M59.00S,2020-08-08T01:30:07.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,10,16,2020-08-08T01:30:30Z,1100000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2020-08-08T01:30:07.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,10,16,2020-08-08T01:30:30Z,1110000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2020-08-08T01:30:07.7Z,1,REGULAR,substitution,in,[],202954,,,1610612738,10,16,2020-08-08T01:30:30Z,1120000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M45.00S,2020-08-08T01:30:55.3Z,1,REGULAR,3pt,jumpshot,[],202954,70.38436268068331,71.6375612745098,1610612738,10,16,2020-08-08T01:31:01Z,1130000,108.0,226.0,1,right,MISS B. Wanamaker 26' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M43.00S,2020-08-08T01:30:57.3Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,10,16,2020-08-08T01:31:01Z,1140000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
115,PT02M20.00S,2020-08-08T01:31:20.2Z,1,REGULAR,3pt,jumpshot,[],1627832,32.933639947437584,7.666973039215687,1610612761,10,16,2020-08-08T01:31:25Z,1150000,212.0,257.0,1,left,MISS F. VanVleet 34' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,33.73,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M19.00S,2020-08-08T01:31:21.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,10,16,2020-08-08T01:31:25Z,1160000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,
117,PT02M19.00S,2020-08-08T01:31:23.2Z,1,REGULAR,turnover,shotclock,['team'],0,,,1610612761,10,16,2020-08-08T01:31:36Z,1170000,,,0,,Team TURNOVER shotclock,[],1610612761.0,TOR,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,,
118,PT02M10.00S,2020-08-08T01:31:43.5Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1629057,93.24901445466492,47.86305147058824,1610612738,10,18,2020-08-08T01:31:50Z,1180000,-11.0,11.0,1,right,R. Williams III dunk (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,1.97,Made,,,,,,,,,,2.0,M. Smart,203935.0,1.0,,,,,,
120,PT01M46.00S,2020-08-08T01:32:08.3Z,1,REGULAR,turnover,lostball,[],1627783,,,1610612761,10,18,2020-08-08T01:32:13Z,1200000,,,0,,P. Siakam TURNOVER lostball (1 TOV) Stolen,"[1627783, 202954]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,1.0,Wanamaker,202954.0,
121,PT01M46.00S,2020-08-08T01:32:08.3Z,1,REGULAR,steal,,[],202954,,,1610612738,10,18,2020-08-08T01:32:10Z,1210000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M46.00S,2020-08-08T01:32:12.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612738,10,18,2020-08-08T01:32:23Z,1220000,,,0,,P. Siakam FOUL personal (2 PF) (Wanamaker inpenalty),"[1627783, 202954]",1610612761.0,TOR,take,,,Siakam,P. Siakam,,,,,,,,,,,1627962.0,2.0,0.0,Wanamaker,202954.0,,,,,,,,,,
124,PT01M46.00S,2020-08-08T01:32:42.8Z,1,REGULAR,freethrow,1of2,['fromturnover'],202954,,,1610612738,10,19,2020-08-08T01:32:42Z,1240000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
125,PT01M46.00S,2020-08-08T01:32:43.6Z,1,REGULAR,substitution,out,[],1627783,,,1610612738,10,19,2020-08-08T01:32:48Z,1250000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M46.00S,2020-08-08T01:32:43.6Z,1,REGULAR,substitution,in,[],1626178,,,1610612738,10,19,2020-08-08T01:32:48Z,1260000,,,0,,substitution in Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M46.00S,2020-08-08T01:33:02.7Z,1,REGULAR,freethrow,2of2,['fromturnover'],202954,,,1610612738,10,20,2020-08-08T01:33:02Z,1270000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
128,PT01M35.00S,2020-08-08T01:33:16.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626181,11.514454664914586,37.07873774509804,1610612761,12,20,2020-08-08T01:33:22Z,1280000,65.0,56.0,1,left,N. Powell 9' jumpshot (2 PTS),[1626181],1610612761.0,TOR,drivingfloating,,,Powell,N. Powell,,,,,8.9,Made,,,,,,,,,,2.0,,,,,,,,,
130,PT01M15.00S,2020-08-08T01:33:35.9Z,1,REGULAR,2pt,jumpshot,[],1628369,96.5341655716163,17.715992647058822,1610612738,12,20,2020-08-08T01:33:42Z,1300000,-161.0,-20.0,1,right,MISS J. Tatum 16' jumpshot,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M12.00S,2020-08-08T01:33:38.9Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,12,20,2020-08-08T01:33:42Z,1310000,,,0,,S. Ibaka REBOUND (Off:0 Def:2),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
132,PT01M00.00S,2020-08-08T01:33:51.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627832,6.915243101182654,43.20618872549019,1610612761,12,20,2020-08-08T01:33:58Z,1320000,34.0,13.0,1,left,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M59.10S,2020-08-08T01:33:52.2Z,1,REGULAR,rebound,offensive,[],201586,,,1610612761,12,20,2020-08-08T01:33:58Z,1330000,,,0,,S. Ibaka REBOUND (Off:1 Def:2),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,132.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
134,PT00M59.10S,2020-08-08T01:33:55.3Z,1,REGULAR,foul,offensive,['inpenalty'],201586,,,1610612761,12,20,2020-08-08T01:34:01Z,1340000,,,0,,S. Ibaka FOUL offensive (1 PF) (Tatum inpenalty),"[201586, 1628369]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,1627962.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
136,PT00M59.10S,2020-08-08T01:33:55.3Z,1,REGULAR,turnover,offensivefoul,[],201586,,,1610612761,12,20,2020-08-08T01:33:55Z,1360000,,,0,,S. Ibaka TURNOVER offensivefoul (1 TOV),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,1627962.0,,,,,,,,,,,1.0,,,
137,PT00M59.10S,2020-08-08T01:34:10.3Z,1,REGULAR,substitution,out,[],1627832,,,1610612738,12,20,2020-08-08T01:34:16Z,1370000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M59.10S,2020-08-08T01:34:10.3Z,1,REGULAR,substitution,in,[],200768,,,1610612738,12,20,2020-08-08T01:34:16Z,1380000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M50.70S,2020-08-08T01:34:31.6Z,1,REGULAR,3pt,jumpshot,['fromturnover'],202330,72.88107752956637,16.00030637254902,1610612738,12,20,2020-08-08T01:34:38Z,1390000,-170.0,202.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M48.00S,2020-08-08T01:34:34.3Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,12,20,2020-08-08T01:34:38Z,1400000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,139.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
141,PT00M37.60S,2020-08-08T01:34:44.6Z,1,REGULAR,turnover,badpass,[],1626178,,,1610612761,12,20,2020-08-08T01:34:48Z,1410000,,,0,,R. Hollis-Jefferson TURNOVER badpass (1 TOV) Stolen,"[1626178, 1628369]",1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
142,PT00M37.60S,2020-08-08T01:34:44.6Z,1,REGULAR,steal,,[],1628369,,,1610612738,12,20,2020-08-08T01:34:46Z,1420000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M34.00S,2020-08-08T01:34:49.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,12,20,2020-08-08T01:34:57Z,1430000,,,0,,K. Lowry FOUL personal (1 PF) (Tatum inpenalty),"[200768, 1628369]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,,,,202041.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
145,PT00M34.00S,2020-08-08T01:35:16.1Z,1,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,12,20,2020-08-08T01:35:16Z,1450000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M34.00S,2020-08-08T01:35:16.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,12,20,2020-08-08T01:35:16Z,1460000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,,
147,PT00M34.00S,2020-08-08T01:35:33.2Z,1,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,12,21,2020-08-08T01:35:33Z,1470000,,,0,,J. Tatum freethrow 2of2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
148,PT00M26.30S,2020-08-08T01:35:43.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],201586,15.325229960578188,57.91207107843137,1610612761,12,21,2020-08-08T01:35:48Z,1480000,-40.0,92.0,1,left,MISS S. Ibaka 10' jumpshot,[201586],1610612761.0,TOR,floating,,,Ibaka,S. Ibaka,,,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M22.80S,2020-08-08T01:35:46.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,12,21,2020-08-08T01:35:48Z,1490000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,148.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
150,PT00M08.90S,2020-08-08T01:36:00.3Z,1,REGULAR,3pt,jumpshot,[],1628369,71.82982917214193,77.0297181372549,1610612738,12,21,2020-08-08T01:36:06Z,1500000,135.0,212.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M06.30S,2020-08-08T01:36:02.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612761,12,21,2020-08-08T01:36:02Z,1510000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
152,PT00M02.30S,2020-08-08T01:36:07.6Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1626181,8.886333771353483,42.22579656862745,1610612761,14,21,2020-08-08T01:36:54Z,1520000,39.0,31.0,1,left,N. Powell layup (4 PTS),[1626181],1610612761.0,TOR,running,,,Powell,N. Powell,,,,,5.33,Made,,,,,,,,,,4.0,,,,,,,,,
153,PT00M02.30S,2020-08-08T01:36:11.1Z,1,REGULAR,violation,defensivegoaltending,[],1628369,,,1610612761,14,21,2020-08-08T01:36:20Z,1530000,,,0,,J. Tatum violation defensivegoaltending,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201640.0,,,,,,,,,,,,,,
154,PT00M01.00S,2020-08-08T01:36:19.9Z,1,REGULAR,turnover,lostball,[],1628369,,,1610612738,14,21,2020-08-08T02:27:59Z,1540000,,,0,,J. Tatum TURNOVER lostball (1 TOV) Stolen,"[1628369, 1628384]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0,
155,PT00M01.00S,2020-08-08T01:36:19.9Z,1,REGULAR,steal,,[],1628384,,,1610612761,14,21,2020-08-08T01:41:58Z,1550000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2020-08-08T01:36:23.3Z,1,REGULAR,period,end,[],0,,,1610612761,14,21,2020-08-08T01:36:23Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2020-08-08T01:37:06.0Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,14,21,2020-08-08T01:39:47Z,1570000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2020-08-08T01:37:06.0Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612761,14,21,2020-08-08T01:39:47Z,1580000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2020-08-08T01:37:06.0Z,2,REGULAR,substitution,in,['startperiod'],1629056,,,1610612761,14,21,2020-08-08T01:39:47Z,1590000,,,0,,substitution in Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2020-08-08T01:37:06.0Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,14,21,2020-08-08T01:39:47Z,1600000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2020-08-08T01:40:00.0Z,2,REGULAR,period,start,[],0,,,1610612761,14,21,2020-08-08T01:40:00Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M41.00S,2020-08-08T01:40:18.2Z,2,REGULAR,3pt,jumpshot,[],1626181,19.398817345597898,90.51011029411765,1610612761,14,21,2020-08-08T01:40:23Z,1620000,-203.0,130.0,1,left,MISS N. Powell 24' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2020-08-08T01:40:21.2Z,2,REGULAR,rebound,offensive,[],1629056,,,1610612761,14,21,2020-08-08T01:44:53Z,1630000,,,0,,T. Davis REBOUND (Off:1 Def:0),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,162.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
191,PT11M38.00S,2020-08-08T01:40:21.5Z,2,REGULAR,turnover,badpass,[],1629056,,,1610612761,14,21,2020-08-08T01:45:00Z,1635000,,,0,,T. Davis TURNOVER badpass (1 TOV) Stolen,"[1629056, 1628369]",1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
192,PT11M38.00S,2020-08-08T01:40:21.5Z,2,REGULAR,steal,,[],1628369,,,1610612738,14,21,2020-08-08T01:44:47Z,1637500,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M34.00S,2020-08-08T01:40:24.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628369,93.51182654402102,53.74540441176471,1610612738,14,23,2020-08-08T01:45:55Z,1640000,19.0,8.0,1,right,J. Tatum layup (5 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.34,Made,,,,,,,,,,5.0,,,,,,,,,
165,PT11M23.00S,2020-08-08T01:40:35.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629056,6.915243101182654,55.21599264705882,1610612761,14,23,2020-08-08T01:46:35Z,1650000,-26.0,13.0,1,left,MISS T. Davis jumpshot,[1629056],1610612761.0,TOR,drivingfloating,,,Davis,T. Davis,,,,,3.17,Missed,,,,,,,,,,,,,,,,,,,
