actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
457,PT05M56.00S,2020-07-26T19:04:37.4Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628369,7.440867279894875,46.88265931372549,1610612738,77,74,2020-07-26T19:04:44Z,4550000,16.0,17.0,1,left,J. Tatum dunk (16 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,2.77,Made,16.0,,,,,,,,,,M. Smart,203935.0,4.0,,,
459,PT05M56.00S,2020-07-26T19:04:45.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,77,74,2020-07-26T19:04:45Z,4570000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M35.00S,2020-07-26T19:07:58.5Z,3,REGULAR,2pt,jumpshot,[],1629660,79.58278580814718,48.84344362745098,1610612756,77,74,2020-07-26T19:08:05Z,4580000,-6.0,139.0,1,right,MISS T. Jerome 14' jumpshot,[1629660],1610612756.0,PHX,drivingfloating,,,Jerome,T. Jerome,,,,,,,,14.5,Missed,,,,,,,,,,,,,,,,
461,PT05M33.00S,2020-07-26T19:08:00.5Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,77,74,2020-07-26T19:08:05Z,4590000,,,0,,G. Hayward REBOUND (Off:0 Def:6),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,460.0,6.0,6.0,0.0,,,,,,,,,,,
462,PT05M26.00S,2020-07-26T19:08:11.5Z,3,REGULAR,violation,kickedball,[],1628969,,,1610612738,77,74,2020-07-26T19:08:18Z,4600000,,,0,,M. Bridges violation kickedball,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,202007.0,,,,,,,,,,
463,PT05M14.00S,2020-07-26T19:08:35.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,6.389618922470433,51.78462009803921,1610612738,77,74,2020-07-26T19:10:20Z,4610000,-9.0,8.0,1,left,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingfloatingbank,,,Tatum,J. Tatum,,,,,,,,1.58,Missed,,,,,,,,,,,,,,,,
464,PT05M11.00S,2020-07-26T19:08:38.1Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,77,74,2020-07-26T19:10:20Z,4620000,,,0,,E. Kanter REBOUND (Off:2 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,463.0,2.0,0.0,2.0,,,,,,,,,,,
465,PT05M09.00S,2020-07-26T19:08:39.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,7.046649145860711,49.333639705882355,1610612738,79,74,2020-07-26T19:08:46Z,4630000,3.0,14.0,1,left,E. Kanter layup (5 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,,,,1.95,Made,5.0,,,,,,,,,,,,,,,
466,PT04M55.00S,2020-07-26T19:08:53.7Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1626163,91.80354796320631,49.82383578431372,1610612756,79,76,2020-07-26T19:08:59Z,4640000,-1.0,25.0,1,right,F. Kaminsky dunk (7 PTS) (D. Booker 8 AST),"[1626163, 1626164]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,3.0,Made,7.0,,,,,,,,,,D. Booker,1626164.0,8.0,,,
468,PT04M37.00S,2020-07-26T19:09:11.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,6.915243101182654,50.80422794117647,1610612738,79,76,2020-07-26T19:09:17Z,4660000,-4.0,13.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1628969]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,1.84,Missed,,,,,,,,,,,,,,Bridges,1628969.0,
469,PT04M37.00S,2020-07-26T19:09:11.6Z,3,REGULAR,block,,[],1628969,,,1610612738,79,76,2020-07-26T19:09:15Z,4670000,,,0,,M. Bridges BLOCK (3 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M33.00S,2020-07-26T19:09:15.6Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,79,76,2020-07-26T19:09:17Z,4680000,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,468.0,5.0,4.0,1.0,,,,,,,,,,,
471,PT04M26.00S,2020-07-26T19:09:23.1Z,3,REGULAR,3pt,jumpshot,[],1628969,71.69842312746385,19.431678921568626,1610612756,79,79,2020-07-26T19:09:29Z,4690000,-153.0,214.0,1,right,M. Bridges 27' 3PT  (16 PTS) (D. Booker 9 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,26.7,Made,16.0,,,,,,,,,,D. Booker,1626164.0,9.0,,,
473,PT04M02.00S,2020-07-26T19:09:46.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,17.821944809461236,50.06893382352941,1610612738,81,79,2020-07-26T19:09:50Z,4710000,0.0,115.0,1,left,M. Smart 12' jumpshot (8 PTS),[203935],1610612738.0,BOS,turnaroundfadeaway,,,Smart,M. Smart,,,,,,,,12.05,Made,8.0,,,,,,,,,,,,,,,
474,PT03M43.00S,2020-07-26T19:10:05.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626164,93.38042049934296,45.90226715686275,1610612756,81,79,2020-07-26T19:10:13Z,4720000,-20.0,10.0,1,right,MISS D. Booker layup,[1626164],1610612756.0,PHX,drivingfingerroll,,,Booker,D. Booker,,,,,,,,2.55,Missed,,,,,,,,,,,,,,,,
475,PT03M41.00S,2020-07-26T19:10:07.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,81,79,2020-07-26T19:10:13Z,4730000,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,474.0,9.0,7.0,2.0,,,,,,,,,,,
476,PT03M36.00S,2020-07-26T19:10:12.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],202330,8.886333771353483,94.43167892156863,1610612738,84,79,2020-07-26T19:10:20Z,4740000,-222.0,31.0,1,left,G. Hayward 23' 3PT  (17 PTS) (J. Tatum 2 AST),"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,22.52,Made,17.0,,,,,,,,,,J. Tatum,1628369.0,2.0,,,
478,PT03M17.00S,2020-07-26T19:10:32.1Z,3,REGULAR,3pt,jumpshot,[],1628969,75.1149802890933,82.66697303921569,1610612756,84,79,2020-07-26T19:10:37Z,4760000,163.0,181.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,24.82,Missed,,,,,,,,,,,,,,,,
479,PT03M13.00S,2020-07-26T19:10:36.1Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,84,79,2020-07-26T19:10:37Z,4770000,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,478.0,3.0,1.0,2.0,,,,,,,,,,,
480,PT03M00.00S,2020-07-26T19:10:51.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629660,,,1610612738,84,79,2020-07-26T19:11:03Z,4780000,,,0,,T. Jerome FOUL personal (1 PF) (Kanter inpenalty),"[1629660, 202683]",1610612756.0,PHX,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,202007.0,1.0,0.0,Kanter,202683.0,,,,,,
482,PT03M00.00S,2020-07-26T19:11:24.4Z,3,REGULAR,freethrow,1of2,[],202683,,,1610612738,85,79,2020-07-26T19:12:04Z,4800000,,,0,,E. Kanter freethrow 1of2 (6 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
483,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,85,79,2020-07-26T19:11:40Z,4810000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,out,[],202330,,,1610612738,85,79,2020-07-26T19:11:40Z,4820000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,out,[],1626164,,,1610612738,85,79,2020-07-26T19:11:40Z,4830000,,,0,,substitution out Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,out,[],1628969,,,1610612738,85,79,2020-07-26T19:11:40Z,4840000,,,0,,substitution out Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,in,[],202954,,,1610612738,85,79,2020-07-26T19:11:40Z,4850000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,85,79,2020-07-26T19:11:40Z,4860000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,in,[],1626166,,,1610612738,85,79,2020-07-26T19:11:40Z,4870000,,,0,,substitution in Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT03M00.00S,2020-07-26T19:11:25.9Z,3,REGULAR,substitution,in,[],1628975,,,1610612738,85,79,2020-07-26T19:11:40Z,4880000,,,0,,substitution in Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M00.00S,2020-07-26T19:11:24.4Z,3,REGULAR,freethrow,2of2,[],202683,,,1610612738,85,79,2020-07-26T19:12:04Z,4890000,,,0,,MISS E. Kanter freethrow 2of2,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,Missed,,,,,,,,,,,,,,,,
492,PT02M57.00S,2020-07-26T19:11:27.4Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,85,79,2020-07-26T19:12:04Z,4900000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,491.0,2.0,2.0,0.0,,,,,,,,,,,
493,PT02M47.00S,2020-07-26T19:12:09.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626166,84.44480946123521,47.61795343137255,1610612756,85,79,2020-07-26T19:12:15Z,4910000,-12.0,94.0,1,right,MISS C. Payne 10' jumpshot,[1626166],1610612756.0,PHX,floating,,,Payne,C. Payne,,,,,,,,9.99,Missed,,,,,,,,,,,,,,,,
494,PT02M45.00S,2020-07-26T19:12:11.6Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,85,79,2020-07-26T19:12:15Z,4920000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,493.0,2.0,2.0,0.0,,,,,,,,,,,
495,PT02M38.00S,2020-07-26T19:12:19.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,6.652431011826544,44.43167892156863,1610612738,87,79,2020-07-26T19:12:24Z,4930000,28.0,10.0,1,left,M. Smart layup (10 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,3.18,Made,10.0,,,,,,,,,,,,,,,
496,PT02M18.00S,2020-07-26T19:12:38.7Z,3,REGULAR,3pt,jumpshot,[],1626163,67.23061760840999,49.333639705882355,1610612756,87,79,2020-07-26T19:12:43Z,4940000,-3.0,256.0,1,right,MISS F. Kaminsky 26' 3PT,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,
497,PT02M15.00S,2020-07-26T19:12:41.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,87,79,2020-07-26T19:12:43Z,4950000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,496.0,5.0,5.0,0.0,,,,,,,,,,,
498,PT02M11.00S,2020-07-26T19:12:50.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628975,,,1610612738,87,79,2020-07-26T19:12:57Z,4960000,,,0,,J. Carter FOUL personal (1 PF) (Kanter inpenalty),"[1628975, 202683]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,1146.0,1.0,0.0,Kanter,202683.0,,,,,,
500,PT02M11.00S,2020-07-26T19:13:10.8Z,3,REGULAR,freethrow,1of2,[],202683,,,1610612738,88,79,2020-07-26T19:13:10Z,4980000,,,0,,E. Kanter freethrow 1of2 (7 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
501,PT02M11.00S,2020-07-26T19:13:11.6Z,3,REGULAR,substitution,out,[],203935,,,1610612738,88,79,2020-07-26T19:13:24Z,4990000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M11.00S,2020-07-26T19:13:11.6Z,3,REGULAR,substitution,out,[],1629661,,,1610612738,88,79,2020-07-26T19:13:24Z,5000000,,,0,,substitution out Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M11.00S,2020-07-26T19:13:11.6Z,3,REGULAR,substitution,in,[],1629035,,,1610612738,88,79,2020-07-26T19:13:24Z,5010000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M11.00S,2020-07-26T19:13:11.6Z,3,REGULAR,substitution,in,[],1627767,,,1610612738,88,79,2020-07-26T19:13:24Z,5020000,,,0,,substitution in Diallo,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M11.00S,2020-07-26T19:13:10.8Z,3,REGULAR,freethrow,2of2,[],202683,,,1610612738,88,79,2020-07-26T19:13:49Z,5030000,,,0,,MISS E. Kanter freethrow 2of2,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,Missed,,,,,,,,,,,,,,,,
506,PT02M09.00S,2020-07-26T19:13:12.8Z,3,REGULAR,rebound,defensive,[],1627767,,,1610612756,88,79,2020-07-26T19:13:49Z,5040000,,,0,,C. Diallo REBOUND (Off:0 Def:1),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,505.0,1.0,1.0,0.0,,,,,,,,,,,
507,PT02M04.00S,2020-07-26T19:13:45.1Z,3,REGULAR,2pt,jumpshot,[],1626163,89.17542706964521,18.696384803921568,1610612756,88,79,2020-07-26T19:13:54Z,5050000,-157.0,49.0,1,right,MISS F. Kaminsky 17' jumpshot,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,16.58,Missed,,,,,,,,,,,,,,,,
508,PT02M00.00S,2020-07-26T19:13:48.9Z,3,REGULAR,rebound,defensive,[],1629035,,,1610612738,88,79,2020-07-26T19:13:48Z,5060000,,,0,,C. Edwards REBOUND (Off:0 Def:1),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,507.0,1.0,1.0,0.0,,,,,,,,,,,
509,PT01M55.00S,2020-07-26T19:13:56.3Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,88,79,2020-07-26T19:14:13Z,5070000,,,0,,J. Brown FOUL offensive (3 PF),"[1627759, 1629660]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,202026.0,3.0,1.0,Jerome,1629660.0,,,,,,
511,PT01M55.00S,2020-07-26T19:13:56.3Z,3,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,88,79,2020-07-26T19:13:56Z,5090000,,,0,,J. Brown TURNOVER offensivefoul (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.0,,,,,,,,,,202026.0,,,,,,,,,,
512,PT01M39.00S,2020-07-26T19:14:25.9Z,3,REGULAR,turnover,lostball,[],1626163,,,1610612756,88,79,2020-07-26T19:14:30Z,5100000,,,0,,F. Kaminsky TURNOVER lostball (1 TOV) Stolen,"[1626163, 202683]",1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,1.0,Kanter,202683.0,,,,,,,,,,,,,,,,,,
513,PT01M39.00S,2020-07-26T19:14:25.9Z,3,REGULAR,steal,,[],202683,,,1610612738,88,79,2020-07-26T19:14:28Z,5110000,,,0,,E. Kanter STEAL (1 STL),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT01M34.00S,2020-07-26T19:14:32.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629660,,,1610612738,88,79,2020-07-26T19:14:47Z,5120000,,,0,,T. Jerome FOUL personal (2 PF) (Langford inpenalty),"[1629660, 1629641]",1610612756.0,PHX,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,202007.0,2.0,0.0,Langford,1629641.0,,,,,,
516,PT01M34.00S,2020-07-26T19:14:58.3Z,3,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1629641,,,1610612738,88,79,2020-07-26T19:14:58Z,5140000,,,0,,MISS R. Langford freethrow 1of2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,Missed,,,,,,,,,,,,,,,,
517,PT01M34.00S,2020-07-26T19:14:58.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,88,79,2020-07-26T19:14:58Z,5150000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,,,
518,PT01M34.00S,2020-07-26T19:14:59.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,88,79,2020-07-26T19:15:08Z,5160000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT01M34.00S,2020-07-26T19:14:59.2Z,3,REGULAR,substitution,out,[],202683,,,1610612738,88,79,2020-07-26T19:15:08Z,5170000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT01M34.00S,2020-07-26T19:14:59.2Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,88,79,2020-07-26T19:15:08Z,5180000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT01M34.00S,2020-07-26T19:14:59.2Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,88,79,2020-07-26T19:15:08Z,5190000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT01M34.00S,2020-07-26T19:15:22.3Z,3,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1629641,,,1610612738,89,79,2020-07-26T19:15:22Z,5200000,,,0,,R. Langford freethrow 2of2 (1 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
523,PT01M12.00S,2020-07-26T19:15:44.6Z,3,REGULAR,3pt,jumpshot,[],1629660,68.80749014454665,77.27481617647058,1610612756,89,79,2020-07-26T19:15:49Z,5210000,136.0,241.0,1,right,MISS T. Jerome 28' 3PT,[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,28.15,Missed,,,,,,,,,,,,,,,,
524,PT01M08.00S,2020-07-26T19:15:48.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,89,79,2020-07-26T19:15:49Z,5220000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,523.0,1.0,1.0,0.0,,,,,,,,,,,
525,PT01M02.00S,2020-07-26T19:15:55.2Z,3,REGULAR,2pt,jumpshot,[],202954,21.76412614980289,37.8140318627451,1610612738,89,79,2020-07-26T19:16:00Z,5230000,61.0,152.0,1,left,MISS B. Wanamaker 17' jumpshot,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,,,,16.9,Missed,,,,,,,,,,,,,,,,
526,PT00M57.90S,2020-07-26T19:15:59.3Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,89,79,2020-07-26T19:16:00Z,5240000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,525.0,3.0,3.0,0.0,,,,,,,,,,,
527,PT00M54.50S,2020-07-26T19:16:06.6Z,3,REGULAR,foul,personal,[],1629035,,,1610612756,89,79,2020-07-26T19:16:14Z,5250000,,,0,,C. Edwards FOUL personal (1 PF),"[1629035, 1627767]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,202026.0,1.0,0.0,Diallo,1627767.0,,,,,,
529,PT00M48.90S,2020-07-26T19:16:25.4Z,3,REGULAR,3pt,jumpshot,[],1626163,72.09264126149803,19.431678921568626,1610612756,89,79,2020-07-26T19:16:31Z,5270000,-153.0,210.0,1,right,MISS F. Kaminsky 26' 3PT,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,26.4,Missed,,,,,,,,,,,,,,,,
530,PT00M44.90S,2020-07-26T19:16:29.4Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,89,79,2020-07-26T19:16:31Z,5280000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,529.0,2.0,2.0,0.0,,,,,,,,,,,
531,PT00M35.50S,2020-07-26T19:16:38.7Z,3,REGULAR,3pt,jumpshot,[],1629035,28.86005256241787,19.676776960784316,1610612738,92,79,2020-07-26T19:16:43Z,5290000,152.0,219.0,1,left,C. Edwards 27' 3PT  (3 PTS) (R. Langford 1 AST),"[1629035, 1629641]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,27.07,Made,3.0,,,,,,,,,,R. Langford,1629641.0,1.0,,,
533,PT00M17.30S,2020-07-26T19:17:00.7Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1627767,92.9862023653088,50.06893382352941,1610612756,92,79,2020-07-26T19:17:05Z,5310000,0.0,13.0,1,right,MISS C. Diallo hook,[1627767],1610612756.0,PHX,driving,,,Diallo,C. Diallo,,,,,,,,1.89,Missed,,,,,,,,,,,,,,,,
534,PT00M15.00S,2020-07-26T19:17:03.0Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,92,79,2020-07-26T19:17:03Z,5320000,,,0,,S. Ojeleye REBOUND (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,533.0,3.0,3.0,0.0,,,,,,,,,,,
535,PT00M04.20S,2020-07-26T19:17:16.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612738,92,79,2020-07-26T19:17:24Z,5330000,,,0,,C. Payne FOUL personal (2 PF) (Wanamaker inpenalty),"[1626166, 202954]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,1146.0,2.0,0.0,Wanamaker,202954.0,,,,,,
537,PT00M04.20S,2020-07-26T19:17:43.1Z,3,REGULAR,freethrow,1of2,[],202954,,,1610612738,93,79,2020-07-26T19:17:43Z,5350000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
538,PT00M04.20S,2020-07-26T19:17:58.2Z,3,REGULAR,freethrow,2of2,[],202954,,,1610612738,94,79,2020-07-26T19:17:58Z,5360000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
539,PT00M00.00S,2020-07-26T19:18:07.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629660,93.11760840998686,44.43167892156863,1610612756,94,81,2020-07-26T19:18:14Z,5370000,-28.0,12.0,1,right,T. Jerome layup (2 PTS),[1629660],1610612756.0,PHX,driving,,,Jerome,T. Jerome,,,,,,,,3.3,Made,2.0,,,,,,,,,,,,,,,
540,PT00M00.00S,2020-07-26T19:18:16.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,94,81,2020-07-26T19:19:06Z,5380000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,End Period - Good Basket
541,PT00M00.00S,2020-07-26T19:18:33.7Z,3,REGULAR,period,end,[],0,,,1610612738,94,81,2020-07-26T19:18:33Z,5390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2020-07-26T19:20:43.1Z,4,REGULAR,period,start,[],0,,,1610612756,94,81,2020-07-26T19:20:43Z,5400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M40.00S,2020-07-26T19:21:02.7Z,4,REGULAR,turnover,badpass,[],1628975,,,1610612756,94,81,2020-07-26T19:21:08Z,5410000,,,0,,J. Carter TURNOVER badpass (1 TOV) Stolen,"[1628975, 202954]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,1.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,,,
544,PT11M40.00S,2020-07-26T19:21:02.7Z,4,REGULAR,steal,,[],202954,,,1610612738,94,81,2020-07-26T19:21:04Z,5420000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
