actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
99,PT03M39.00S,2020-03-10T23:24:04.5Z,1,REGULAR,3pt,jumpshot,['2ndchance'],202330,65.39093298291722,46.392463235294116,1610612738,15,23,2020-03-10T23:24:07Z,990000,right,[BOS] Hayward 3pt shot: Made (9 PTS) assist: Theis (2 AST),"[202330, 1628464]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.89,: Made,,,,,9.0,Theis,1628464.0,2.0,,,,,,,,,,,,,,,
101,PT03M28.00S,2020-03-10T23:24:15.3Z,1,REGULAR,2pt,jumpshot,[],203933,25.969119579500656,41.24540441176471,1610612754,15,23,2020-03-10T23:24:18Z,1010000,left,[IND] Warren jumpshot: Missed,[203933],1610612754.0,IND,pullup,,,Warren,T. Warren,,,,,20.19,: Missed,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M26.00S,2020-03-10T23:24:17.3Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,15,23,2020-03-10T23:24:18Z,1020000,,[BOS] Ojeleye defensive rebound (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,101.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
103,PT03M20.00S,2020-03-10T23:24:23.2Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fastbreak']",202330,83.52496714848883,38.794424019607845,1610612738,15,25,2020-03-10T23:24:28Z,1030000,right,[BOS] Hayward jumpshot: Made (11 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,12.16,: Made,,,,,11.0,,,,,,,,,,,,,,,,,,
104,PT03M06.00S,2020-03-10T23:24:37.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628988,7.703679369250986,49.82383578431372,1610612754,17,25,2020-03-10T23:24:40Z,1040000,left,[IND] Holiday layup: Made (2 PTS),[1628988],1610612754.0,IND,driving,,,Holiday,A. Holiday,,,,,2.54,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
105,PT02M52.00S,2020-03-10T23:24:53.4Z,1,REGULAR,turnover,traveling,[],202330,,,1610612738,17,25,2020-03-10T23:24:58Z,1050000,,[BOS] Hayward traveling turnover (1 TO),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1.0,,,,201640.0,,,,,,,,,,
106,PT02M52.00S,2020-03-10T23:24:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,17,25,2020-03-10T23:24:57Z,1060000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M52.00S,2020-03-10T23:27:39.4Z,1,REGULAR,substitution,out,[],203933,,,1610612754,17,25,2020-03-10T23:27:46Z,1070000,,[IND] substitution Warren replaced by McConnell,"[203933, 204456]",1610612754.0,IND,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,McConnell,204456.0,
108,PT02M52.00S,2020-03-10T23:27:39.4Z,1,REGULAR,substitution,out,[],1628988,,,1610612754,17,25,2020-03-10T23:27:46Z,1080000,,[IND] substitution Holiday replaced by Sampson,"[1628988, 203960]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampson,203960.0,
111,PT02M41.00S,2020-03-10T23:27:56.4Z,1,REGULAR,2pt,jumpshot,['fromturnover'],203200,18.478975032851512,67.9610906862745,1610612754,17,25,2020-03-10T23:28:00Z,1110000,left,[IND] Holiday jumpshot: Missed,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,15.53,: Missed,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M38.00S,2020-03-10T23:27:59.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,17,25,2020-03-10T23:28:00Z,1120000,,[BOS] Hayward defensive rebound (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,111.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
113,PT02M23.00S,2020-03-10T23:28:13.6Z,1,REGULAR,3pt,jumpshot,[],1628400,68.67608409986859,73.84344362745098,1610612738,17,28,2020-03-10T23:28:17Z,1130000,right,[BOS] Ojeleye 3pt shot: Made (3 PTS) assist: Hayward (2 AST),"[1628400, 202330]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.46,: Made,,,,,3.0,Hayward,202330.0,2.0,,,,,,,,,,,,,,,
115,PT02M05.00S,2020-03-10T23:28:31.9Z,1,REGULAR,2pt,jumpshot,[],1626167,26.888961892247043,49.333639705882355,1610612754,17,28,2020-03-10T23:28:37Z,1150000,left,[IND] Turner jumpshot: Missed,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,20.58,: Missed,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M02.00S,2020-03-10T23:28:34.9Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,17,28,2020-03-10T23:32:29Z,1160000,,[BOS] Ojeleye defensive rebound (Off:1 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,115.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
117,PT01M54.00S,2020-03-10T23:28:42.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629641,94.43166885676742,51.294424019607845,1610612738,17,28,2020-03-10T23:28:47Z,1170000,right,[BOS] Langford layup: Missed Block: Turner (1 BLK),"[1629641, 1626167]",1610612738.0,BOS,drivingfingerroll,,,Langford,R. Langford,,,,,0.84,: Missed,,,,,,,,,,,,,,,,,,Turner,1626167.0,1.0,,,
119,PT01M51.00S,2020-03-10T23:28:45.7Z,1,REGULAR,rebound,defensive,[],1628410,,,1610612754,17,28,2020-03-10T23:33:01Z,1190000,,[IND] Sumner defensive rebound (Off:0 Def:1),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
120,PT01M37.00S,2020-03-10T23:29:00.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],204456,7.046649145860711,52.51991421568627,1610612754,17,28,2020-03-10T23:29:04Z,1200000,left,[IND] McConnell layup: Missed,[204456],1610612754.0,IND,drivingreverse,,,McConnell,T. McConnell,,,,,2.3,: Missed,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M35.00S,2020-03-10T23:29:02.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,17,28,2020-03-10T23:29:04Z,1210000,,[BOS] Theis defensive rebound (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,120.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
122,PT01M31.00S,2020-03-10T23:29:08.6Z,1,REGULAR,foul,personal,['2freethrow'],203960,,,1610612738,17,28,2020-03-10T23:29:16Z,1220000,,[IND] Sampson foul personal (1 PF) (Hayward 2freethrow),"[203960, 202330]",1610612754.0,IND,shooting,,,Sampson,J. Sampson,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Hayward,202330.0,,,,,,
124,PT01M31.00S,2020-03-10T23:29:34.1Z,1,REGULAR,freethrow,1of2,['fastbreak'],202330,,,1610612738,17,29,2020-03-10T23:29:34Z,1240000,,[BOS] Hayward freethrow 1of2: Made (12 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
125,PT01M31.00S,2020-03-10T23:29:35.0Z,1,REGULAR,substitution,out,[],1626167,,,1610612738,17,29,2020-03-10T23:29:50Z,1250000,,[IND] substitution Turner replaced by Sabonis,"[1626167, 1627734]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabonis,1627734.0,
126,PT01M31.00S,2020-03-10T23:29:35.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,17,29,2020-03-10T23:29:50Z,1260000,,[BOS] substitution Theis replaced by Kanter,"[1628464, 202683]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,
127,PT01M31.00S,2020-03-10T23:29:35.0Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,17,29,2020-03-10T23:29:50Z,1270000,,[BOS] substitution Langford replaced by Tatum,"[1629641, 1628369]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
131,PT01M31.00S,2020-03-10T23:30:02.5Z,1,REGULAR,freethrow,2of2,['fastbreak'],202330,,,1610612738,17,30,2020-03-10T23:30:02Z,1310000,,[BOS] Hayward freethrow 2of2: Made (13 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Made,,,,,13.0,,,,,,,,,,,,,,,,,,
132,PT01M18.00S,2020-03-10T23:30:18.2Z,1,REGULAR,3pt,jumpshot,[],203200,34.11629434954008,57.176776960784316,1610612754,20,30,2020-03-10T23:30:22Z,1320000,left,[IND] Holiday 3pt shot: Made (3 PTS) assist: McConnell (1 AST),"[203200, 204456]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,27.6,: Made,,,,,3.0,McConnell,204456.0,1.0,,,,,,,,,,,,,,,
134,PT00M55.10S,2020-03-10T23:30:41.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,88.25558475689881,37.8140318627451,1610612738,20,30,2020-03-10T23:30:46Z,1340000,right,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,8.79,: Missed,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M53.00S,2020-03-10T23:30:43.6Z,1,REGULAR,rebound,defensive,[],203960,,,1610612754,20,30,2020-03-10T23:30:46Z,1350000,,[IND] Sampson defensive rebound (Off:0 Def:1),[203960],1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
136,PT00M37.50S,2020-03-10T23:30:59.5Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1627734,6.652431011826544,51.53952205882353,1610612754,22,30,2020-03-10T23:31:02Z,1360000,left,[IND] Sabonis dunk: Made (6 PTS) assist: McConnell (2 AST),"[1627734, 204456]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,1.73,: Made,,,,,6.0,McConnell,204456.0,2.0,,,,,,,,,,,,,,,
138,PT00M27.10S,2020-03-10T23:31:15.0Z,1,REGULAR,2pt,hook,['pointsinthepaint'],202683,86.94152431011827,51.78462009803921,1610612738,22,30,2020-03-10T23:31:18Z,1380000,right,[BOS] Kanter hook: Missed,[202683],1610612738.0,BOS,driving,,,Kanter,E. Kanter,,,,,7.62,: Missed,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M24.80S,2020-03-10T23:31:17.3Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,22,30,2020-03-10T23:31:18Z,1390000,,[IND] Holiday defensive rebound (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
140,PT00M19.90S,2020-03-10T23:31:27.0Z,1,REGULAR,foul,personal,[],1628369,,,1610612754,22,30,2020-03-10T23:31:33Z,1400000,,[BOS] Tatum foul personal (1 PF),"[1628369, 203200]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Holiday,203200.0,,,,,,
142,PT00M19.90S,2020-03-10T23:31:31.1Z,1,REGULAR,substitution,out,[],202330,,,1610612754,22,30,2020-03-10T23:31:32Z,1420000,,[BOS] substitution Hayward replaced by Smart,"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
147,PT00M06.30S,2020-03-10T23:32:05.2Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612754,22,30,2020-03-10T23:32:05Z,1470000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M05.00S,2020-03-10T23:32:18.4Z,1,REGULAR,2pt,jumpshot,[],1627734,23.99802890932983,63.05912990196079,1610612754,22,30,2020-03-10T23:41:32Z,1480000,left,[IND] Sabonis jumpshot: Missed,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,19.02,: Missed,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M02.40S,2020-03-10T23:32:21.0Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,22,30,2020-03-10T23:32:25Z,1490000,,[BOS] Kanter defensive rebound (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2020-03-10T23:32:24.2Z,1,REGULAR,period,end,[],0,,,1610612738,22,30,2020-03-10T23:32:24Z,1500000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2020-03-10T23:35:05.9Z,2,REGULAR,period,start,[],0,,,1610612754,22,30,2020-03-10T23:35:05Z,1510000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M46.00S,2020-03-10T23:35:19.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627734,6.915243101182654,52.76501225490197,1610612754,24,30,2020-03-10T23:35:22Z,1520000,left,[IND] Sabonis layup: Made (8 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.27,: Made,,,,,8.0,,,,,,,,,,,,,,,,,,
153,PT11M34.00S,2020-03-10T23:35:31.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628400,93.11760840998686,50.06893382352941,1610612738,24,30,2020-03-10T23:35:35Z,1530000,right,[BOS] Ojeleye layup: Missed,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,1.77,: Missed,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M32.00S,2020-03-10T23:35:33.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,24,30,2020-03-10T23:35:35Z,1540000,,[IND] Sabonis defensive rebound (Off:2 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,153.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
155,PT11M25.00S,2020-03-10T23:35:40.2Z,2,REGULAR,2pt,jumpshot,[],204456,8.360709592641262,28.745404411764707,1610612754,24,30,2020-03-10T23:35:51Z,1550000,left,[IND] McConnell jumpshot: Missed,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,11.09,: Missed,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M23.00S,2020-03-10T23:35:42.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,24,30,2020-03-10T23:35:51Z,1560000,,[BOS] Smart defensive rebound (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
157,PT11M18.00S,2020-03-10T23:35:47.8Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628400,77.87450722733246,6.1963848039215685,1610612738,24,30,2020-03-10T23:35:54Z,1570000,right,[BOS] Ojeleye 3pt jumpshot: Missed,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.18,: Missed,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M15.00S,2020-03-10T23:35:50.8Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,24,30,2020-03-10T23:35:54Z,1580000,,[IND] McConnell defensive rebound (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
159,PT10M56.00S,2020-03-10T23:36:09.3Z,2,REGULAR,2pt,jumpshot,[],1627734,5.863994743758213,70.90226715686273,1610612754,24,30,2020-03-10T23:36:14Z,1590000,left,[IND] Sabonis jumpshot: Missed,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,10.48,: Missed,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M52.00S,2020-03-10T23:36:13.3Z,2,REGULAR,rebound,offensive,[],203960,,,1610612754,24,30,2020-03-10T23:36:14Z,1600000,,[IND] Sampson offensive rebound (Off:1 Def:1),[203960],1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
161,PT10M52.00S,2020-03-10T23:36:13.6Z,2,REGULAR,2pt,dunk,"['2ndchance', 'pointsinthepaint']",203960,5.0,50.0,1610612754,24,30,2020-03-10T23:44:42Z,1610000,left,[IND] Sampson dunk: Missed,[203960],1610612754.0,IND,tip,,,Sampson,J. Sampson,,,,,0.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M52.00S,2020-03-10T23:36:13.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,30,2020-03-10T23:36:16Z,1620000,,[BOS] Tatum defensive rebound (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
163,PT10M48.00S,2020-03-10T23:36:17.5Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1628369,94.03745072273325,51.78462009803921,1610612738,24,32,2020-03-10T23:36:23Z,1630000,right,[BOS] Tatum dunk: Made (6 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.27,: Made,,,,,6.0,,,,,,,,,,,,,,,,,,
164,PT10M24.00S,2020-03-10T23:36:41.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627734,8.886333771353483,40.510110294117645,1610612754,26,32,2020-03-10T23:36:45Z,1640000,left,[IND] Sabonis jumpshot: Made (10 PTS),[1627734],1610612754.0,IND,pullupbank,,,Sabonis,D. Sabonis,,,,,5.98,: Made,,,,,10.0,,,,,,,,,,,,,,,,,,
166,PT10M07.00S,2020-03-10T23:36:58.8Z,2,REGULAR,2pt,jumpshot,[],1628369,75.50919842312747,59.3826593137255,1610612738,26,34,2020-03-10T23:37:02Z,1660000,right,[BOS] Tatum jumpshot: Made (8 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,18.91,: Made,,,,,8.0,,,,,,,,,,,,,,,,,,
167,PT09M48.00S,2020-03-10T23:37:18.0Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1627734,8.360709592641262,50.06893382352941,1610612754,26,34,2020-03-10T23:37:22Z,1670000,left,[IND] Sabonis hook: Missed Block: Kanter (1 BLK),"[1627734, 202683]",1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,3.16,: Missed,,,,,,,,,,,,,,,,,,Kanter,202683.0,1.0,,,
169,PT09M44.00S,2020-03-10T23:37:22.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,26,34,2020-03-10T23:37:22Z,1690000,,[BOS] Smart defensive rebound (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
170,PT09M41.00S,2020-03-10T23:37:24.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203935,90.62089356110381,57.176776960784316,1610612738,26,34,2020-03-10T23:37:29Z,1700000,right,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.46,: Missed,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M37.00S,2020-03-10T23:37:28.9Z,2,REGULAR,rebound,defensive,[],203960,,,1610612754,26,34,2020-03-10T23:37:29Z,1710000,,[IND] Sampson defensive rebound (Off:1 Def:2),[203960],1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,170.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
172,PT09M33.00S,2020-03-10T23:37:32.4Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628410,7.30946123521682,49.333639705882355,1610612754,26,34,2020-03-10T23:37:36Z,1720000,left,[IND] Sumner layup: Missed,[1628410],1610612754.0,IND,drivingfingerroll,,,Sumner,E. Sumner,,,,,2.19,: Missed,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M31.00S,2020-03-10T23:37:34.4Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,26,34,2020-03-10T23:37:36Z,1730000,,[BOS] Kanter defensive rebound (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
174,PT09M20.00S,2020-03-10T23:37:45.2Z,2,REGULAR,3pt,jumpshot,[],1628369,71.43561103810775,15.019914215686276,1610612738,26,37,2020-03-10T23:37:49Z,1740000,right,[BOS] Tatum 3pt shot: Made (11 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.22,: Made,,,,,11.0,,,,,,,,,,,,,,,,,,
175,PT09M18.00S,2020-03-10T23:37:50.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,26,37,2020-03-10T23:37:50Z,1750000,,[IND] timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M18.00S,2020-03-10T23:40:20.1Z,2,REGULAR,substitution,out,[],203960,,,1610612754,26,37,2020-03-10T23:40:28Z,1760000,,[IND] substitution Sampson replaced by Warren,"[203960, 203933]",1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren,203933.0,
178,PT08M58.00S,2020-03-10T23:41:01.8Z,2,REGULAR,3pt,jumpshot,[],203200,32.013797634691194,64.03952205882352,1610612754,26,37,2020-03-10T23:41:07Z,1780000,left,[IND] Holiday pullup 3pt jumpshot: Missed,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,26.34,: Missed,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M54.00S,2020-03-10T23:41:05.8Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,26,37,2020-03-10T23:41:07Z,1790000,,[BOS] Kanter defensive rebound (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
180,PT08M40.00S,2020-03-10T23:41:21.4Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612738,26,37,2020-03-10T23:41:27Z,1800000,,[IND] Holiday foul personal (1 PF) (Wanamaker 2freethrow),"[203200, 202954]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Wanamaker,202954.0,,,,,,
182,PT08M40.00S,2020-03-10T23:41:44.2Z,2,REGULAR,freethrow,1of2,[],202954,,,1610612738,26,38,2020-03-10T23:41:44Z,1820000,,[BOS] Wanamaker freethrow 1of2: Made (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,,,,,1.0,,,,,,,,,,,,,,,,,,
183,PT08M40.00S,2020-03-10T23:41:44.8Z,2,REGULAR,substitution,out,[],1628410,,,1610612738,26,38,2020-03-10T23:41:47Z,1830000,,[IND] substitution Sumner replaced by Holiday,"[1628410, 1628988]",1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday,1628988.0,
185,PT08M40.00S,2020-03-10T23:41:57.4Z,2,REGULAR,freethrow,2of2,[],202954,,,1610612738,26,39,2020-03-10T23:41:57Z,1850000,,[BOS] Wanamaker freethrow 2of2: Made (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
186,PT08M30.00S,2020-03-10T23:42:12.0Z,2,REGULAR,2pt,jumpshot,[],1627734,25.969119579500656,50.06893382352941,1610612754,26,39,2020-03-10T23:42:15Z,1860000,left,[IND] Sabonis jumpshot: Missed,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,19.71,: Missed,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M27.00S,2020-03-10T23:42:15.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,39,2020-03-10T23:42:15Z,1870000,,[BOS] Tatum defensive rebound (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
189,PT08M21.00S,2020-03-10T23:42:23.4Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612738,26,39,2020-03-10T23:42:42Z,1890000,,[IND] Holiday foul personal (2 PF) (Tatum 2freethrow),"[203200, 1628369]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,,,,,,
191,PT08M21.00S,2020-03-10T23:42:48.3Z,2,REGULAR,freethrow,1of2,['fastbreak'],1628369,,,1610612738,26,40,2020-03-10T23:42:48Z,1910000,,[BOS] Tatum freethrow 1of2: Made (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
192,PT08M21.00S,2020-03-10T23:42:48.8Z,2,REGULAR,substitution,out,[],203200,,,1610612738,26,40,2020-03-10T23:42:55Z,1920000,,[IND] substitution Holiday replaced by Oladipo,"[203200, 203506]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,Oladipo,203506.0,
193,PT08M21.00S,2020-03-10T23:42:48.8Z,2,REGULAR,substitution,out,[],204456,,,1610612738,26,40,2020-03-10T23:42:55Z,1930000,,[IND] substitution McConnell replaced by Turner,"[204456, 1626167]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,Turner,1626167.0,
196,PT08M21.00S,2020-03-10T23:43:08.6Z,2,REGULAR,freethrow,2of2,['fastbreak'],1628369,,,1610612738,26,41,2020-03-10T23:43:08Z,1960000,,[BOS] Tatum freethrow 2of2: Made (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,,,,,13.0,,,,,,,,,,,,,,,,,,
197,PT08M06.00S,2020-03-10T23:43:25.4Z,2,REGULAR,3pt,jumpshot,[],203506,35.167542706964525,65.01991421568627,1610612754,29,41,2020-03-10T23:43:30Z,1970000,left,[IND] Oladipo 3pt shot: Made (3 PTS) assist: Sabonis (2 AST),"[203506, 1627734]",1610612754.0,IND,pullup,,,Oladipo,V. Oladipo,,,,,29.34,: Made,,,,,3.0,Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
