actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
73,PT05M36.00S,2020-01-05T01:25:58.8Z,1,REGULAR,substitution,in,[],201152,,,1610612741,18,11,2020-01-05T01:26:25Z,730000,,,0,,substitution in Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M36.00S,2020-01-05T01:25:58.8Z,1,REGULAR,substitution,in,[],202683,,,1610612741,18,11,2020-01-05T01:26:25Z,740000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M36.00S,2020-01-05T01:25:58.8Z,1,REGULAR,substitution,in,[],202954,,,1610612741,18,11,2020-01-05T01:26:25Z,750000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2020-01-05T01:26:54.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203897,90.62089356110381,57.176776960784316,1610612741,18,11,2020-01-05T01:27:02Z,760000,36.0,36.0,1,right,MISS Z. LaVine jumpshot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,,,,5.46,Missed,,,,,,,,,,,,,,,
77,PT05M18.00S,2020-01-05T01:26:56.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612741,18,11,2020-01-05T01:26:56Z,770000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,,,,
78,PT05M14.00S,2020-01-05T01:27:00.4Z,1,REGULAR,3pt,jumpshot,['2ndchance'],1629632,68.28186596583443,36.09834558823529,1610612741,21,11,2020-01-05T01:27:04Z,780000,-70.0,246.0,1,right,C. White 26' 3PT  (3 PTS) (W. Carter Jr. 1 AST),"[1629632, 1628976]",1610612741.0,CHI,,,,White,C. White,,,,,,,,26.06,Made,3.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,
80,PT04M57.00S,2020-01-05T01:27:17.0Z,1,REGULAR,turnover,lostball,[],202330,,,1610612738,21,11,2020-01-05T01:27:22Z,800000,,,0,,G. Hayward TURNOVER lostball (3 TOV) Stolen,"[202330, 1628976]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,3.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,
81,PT04M57.00S,2020-01-05T01:27:17.0Z,1,REGULAR,steal,,[],1628976,,,1610612741,21,11,2020-01-05T01:30:31Z,810000,,,0,,W. Carter Jr. STEAL (3 STL),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M53.00S,2020-01-05T01:27:22.0Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,93.9060446780552,49.57873774509804,1610612741,21,11,2020-01-05T01:27:28Z,820000,-2.0,5.0,1,right,MISS Z. LaVine dunk,[203897],1610612741.0,CHI,alleyoop,,,LaVine,Z. LaVine,,,,,,,,1.05,Missed,,,,,,,,,,,,,,,
83,PT04M51.00S,2020-01-05T01:27:24.0Z,1,REGULAR,rebound,defensive,[],202954,,,1610612738,21,11,2020-01-05T01:32:59Z,830000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,
84,PT04M47.00S,2020-01-05T01:27:26.7Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",202330,5.995400788436268,49.82383578431372,1610612738,21,13,2020-01-05T01:27:32Z,840000,1.0,4.0,1,left,G. Hayward dunk (7 PTS) (B. Wanamaker 1 AST),"[202330, 202954]",1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,,,,0.94,Made,7.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,
86,PT04M30.00S,2020-01-05T01:27:44.3Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629632,94.56307490144546,59.3826593137255,1610612741,21,13,2020-01-05T01:27:49Z,860000,47.0,-1.0,1,right,MISS C. White jumpshot,[1629632],1610612741.0,CHI,fadeaway,,,White,C. White,,,,,,,,4.71,Missed,,,,,,,,,,,,,,,
87,PT04M27.00S,2020-01-05T01:27:47.5Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612741,21,13,2020-01-05T01:27:47Z,870000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,86.0,4.0,2.0,2.0,,,,,,,
88,PT04M27.00S,2020-01-05T01:27:51.7Z,1,REGULAR,turnover,traveling,[],1629632,,,1610612741,21,13,2020-01-05T01:27:57Z,880000,,,0,,C. White TURNOVER traveling (1 TOV),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,1.0,,,,,,,,,,,,,1626302.0,,,,,,
89,PT04M27.00S,2020-01-05T01:27:55.3Z,1,REGULAR,substitution,out,[],1628976,,,1610612738,21,13,2020-01-05T01:28:04Z,890000,,,0,,substitution out Carter Jr.,[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M27.00S,2020-01-05T01:27:55.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,21,13,2020-01-05T01:28:04Z,900000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M27.00S,2020-01-05T01:27:55.3Z,1,REGULAR,substitution,in,[],1629655,,,1610612738,21,13,2020-01-05T01:28:04Z,910000,,,0,,substitution in Gafford,[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M27.00S,2020-01-05T01:27:55.3Z,1,REGULAR,substitution,in,[],1628400,,,1610612738,21,13,2020-01-05T01:28:04Z,920000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M13.00S,2020-01-05T01:28:19.8Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1627759,13.61695137976347,49.333639705882355,1610612738,21,15,2020-01-05T01:28:26Z,930000,3.0,75.0,1,left,J. Brown 8' jumpshot (2 PTS) (G. Hayward 1 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,8.11,Made,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,
95,PT04M06.00S,2020-01-05T01:28:26.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203897,93.64323258869908,48.84344362745098,1610612741,23,15,2020-01-05T01:28:36Z,950000,-6.0,7.0,1,right,Z. LaVine layup (13 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,,,1.41,Made,13.0,,,,,,,,,,,,,,
96,PT03M53.00S,2020-01-05T01:28:39.4Z,1,REGULAR,2pt,jumpshot,[],1627759,12.171484888304862,29.235600490196077,1610612738,23,17,2020-01-05T01:28:44Z,960000,104.0,62.0,1,left,J. Brown 12' jumpshot (4 PTS) (B. Wanamaker 2 AST),"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,12.38,Made,4.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,
98,PT03M39.00S,2020-01-05T01:28:53.8Z,1,REGULAR,3pt,jumpshot,[],203897,69.20170827858082,31.196384803921568,1610612741,23,17,2020-01-05T01:30:10Z,980000,-94.0,237.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,stepback,,,LaVine,Z. LaVine,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,
99,PT03M35.00S,2020-01-05T01:28:57.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,23,17,2020-01-05T01:29:04Z,990000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,
100,PT03M35.00S,2020-01-05T01:29:04.8Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,23,17,2020-01-05T01:29:04Z,1000000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M26.00S,2020-01-05T01:29:20.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627759,6.652431011826544,48.10814950980392,1610612738,23,19,2020-01-05T01:29:26Z,1010000,9.0,10.0,1,left,J. Brown layup (6 PTS) (B. Wanamaker 3 AST),"[1627759, 202954]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,1.82,Made,6.0,B. Wanamaker,202954.0,3.0,,,,,,,,,,,
103,PT03M05.00S,2020-01-05T01:29:41.1Z,1,REGULAR,3pt,jumpshot,[],1628374,73.66951379763469,79.23560049019608,1610612741,23,19,2020-01-05T01:29:45Z,1030000,146.0,195.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,24.81,Missed,,,,,,,,,,,,,,,
104,PT03M04.00S,2020-01-05T01:29:42.1Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612741,23,19,2020-01-05T01:31:09Z,1040000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,103.0,1.0,0.0,1.0,,,,,,,
107,PT03M04.00S,2020-01-05T01:29:46.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629655,92.46057818659659,54.48069852941176,1610612741,23,19,2020-01-05T01:30:19Z,1070000,22.0,18.0,1,right,MISS D. Gafford layup Blocked,"[1629655, 202683]",1610612741.0,CHI,driving,,,Gafford,D. Gafford,,,,,,,,3.28,Missed,,,,,,,,,,,,,,Kanter,202683.0
108,PT03M04.00S,2020-01-05T01:29:46.7Z,1,REGULAR,block,,[],202683,,,1610612741,23,19,2020-01-05T01:29:54Z,1080000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M04.00S,2020-01-05T01:29:46.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,23,19,2020-01-05T01:30:19Z,1085000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,
109,PT03M04.00S,2020-01-05T01:30:03.8Z,1,REGULAR,substitution,out,[],203897,,,1610612738,23,19,2020-01-05T01:30:14Z,1090000,,,0,,substitution out LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M04.00S,2020-01-05T01:30:03.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612738,23,19,2020-01-05T01:30:14Z,1100000,,,0,,substitution out Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2020-01-05T01:30:03.8Z,1,REGULAR,substitution,in,[],203107,,,1610612738,23,19,2020-01-05T01:30:14Z,1110000,,,0,,substitution in Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M04.00S,2020-01-05T01:30:03.8Z,1,REGULAR,substitution,in,[],1627739,,,1610612738,23,19,2020-01-05T01:30:14Z,1120000,,,0,,substitution in Dunn,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M04.00S,2020-01-05T01:30:14.9Z,1,REGULAR,jumpball,recovered,[],0,,,1610612738,23,19,2020-01-05T01:31:02Z,1130000,,,0,,Jump Ball E. Kanter vs. D. Gafford: Tip to Team (BOS),"[202683, 1629655]",1610612738.0,BOS,heldball,Team (BOS),,,,Kanter,202683.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,
117,PT02M43.00S,2020-01-05T01:30:38.0Z,1,REGULAR,3pt,jumpshot,[],1627759,12.697109067017081,4.4806985294117645,1610612738,23,19,2020-01-05T01:30:45Z,1160000,228.0,67.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,23.88,Missed,,,,,,,,,,,,,,,
118,PT02M40.00S,2020-01-05T01:30:40.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,23,19,2020-01-05T01:30:40Z,1170000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,
119,PT02M36.00S,2020-01-05T01:30:47.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1629632,93.64323258869908,51.78462009803921,1610612741,23,19,2020-01-05T01:30:52Z,1180000,9.0,7.0,1,right,MISS C. White layup Blocked,"[1629632, 202683]",1610612741.0,CHI,driving,,,White,C. White,,,,,,,,1.56,Missed,,,,,,,,,,,,,,Kanter,202683.0
120,PT02M36.00S,2020-01-05T01:30:47.0Z,1,REGULAR,block,,[],202683,,,1610612741,23,19,2020-01-05T01:30:49Z,1190000,,,0,,E. Kanter BLOCK (2 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2020-01-05T01:30:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,23,19,2020-01-05T01:30:52Z,1200000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,
122,PT02M36.00S,2020-01-05T01:30:52.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612741,23,19,2020-01-05T01:30:52Z,1210000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M31.00S,2020-01-05T01:31:11.3Z,1,REGULAR,2pt,jumpshot,['2ndchance'],203107,93.64323258869908,91.00030637254902,1610612741,23,19,2020-01-05T01:31:17Z,1220000,205.0,7.0,1,right,MISS T. Satoransky 21' jumpshot,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,20.54,Missed,,,,,,,,,,,,,,,
124,PT02M28.00S,2020-01-05T01:31:14.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,23,19,2020-01-05T01:31:17Z,1230000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,
125,PT02M13.00S,2020-01-05T01:31:27.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,6.652431011826544,49.82383578431372,1610612738,23,21,2020-01-05T01:31:35Z,1240000,1.0,10.0,1,left,E. Kanter layup (2 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,1.55,Made,2.0,,,,,,,,,,,,,,
126,PT02M02.00S,2020-01-05T01:31:43.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612741,23,21,2020-01-05T01:32:08Z,1250000,,,0,,J. Brown FOUL personal (1 PF),"[1627759, 203107]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Satoransky,203107.0,,
128,PT01M57.00S,2020-01-05T01:32:02.7Z,1,REGULAR,turnover,lostball,[],1629632,,,1610612741,23,21,2020-01-05T01:32:12Z,1270000,,,0,,C. White TURNOVER lostball (2 TOV) Stolen,"[1629632, 202330]",1610612741.0,CHI,,,,White,C. White,,,,,2.0,Hayward,202330.0,,,,,,,,,,,,,,,,,
129,PT01M57.00S,2020-01-05T01:32:02.7Z,1,REGULAR,steal,,[],202330,,,1610612738,23,21,2020-01-05T01:32:04Z,1280000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M52.00S,2020-01-05T01:32:09.4Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,12.697109067017081,52.76501225490197,1610612738,23,23,2020-01-05T01:32:36Z,1290000,-14.0,67.0,1,left,G. Hayward 7' jumpshot (9 PTS),[202330],1610612738.0,BOS,running,,,Hayward,G. Hayward,,,,,,,,7.37,Made,9.0,,,,,,,,,,,,,,
131,PT01M52.00S,2020-01-05T01:32:11.9Z,1,REGULAR,foul,personal,['1freethrow'],1629632,,,1610612738,23,23,2020-01-05T01:32:32Z,1300000,,,0,,C. White FOUL personal (1 PF) (Hayward 1freethrow),"[1629632, 202330]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Hayward,202330.0,,
133,PT01M52.00S,2020-01-05T01:32:19.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,23,23,2020-01-05T01:32:59Z,1320000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M52.00S,2020-01-05T01:32:19.1Z,1,REGULAR,substitution,in,[],1629750,,,1610612738,23,23,2020-01-05T01:32:59Z,1330000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M52.00S,2020-01-05T01:32:36.1Z,1,REGULAR,freethrow,1of1,"['fromturnover', 'fastbreak']",202330,,,1610612738,23,24,2020-01-05T01:32:36Z,1340000,,,0,,G. Hayward freethrow 1of1 (10 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
136,PT01M38.00S,2020-01-05T01:32:49.3Z,1,REGULAR,3pt,jumpshot,[],1629632,96.7969776609724,3.990502450980392,1610612741,26,24,2020-01-05T01:32:54Z,1350000,-230.0,-22.0,1,right,C. White 23' 3PT  (6 PTS) (K. Dunn 2 AST),"[1629632, 1627739]",1610612741.0,CHI,,,,White,C. White,,,,,,,,23.06,Made,6.0,K. Dunn,1627739.0,2.0,,,,,,,,,,,
138,PT01M22.00S,2020-01-05T01:33:04.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,7.703679369250986,52.76501225490197,1610612738,26,24,2020-01-05T01:33:13Z,1370000,-14.0,20.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1629655]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,2.89,Missed,,,,,,,,,,,,,,Gafford,1629655.0
139,PT01M22.00S,2020-01-05T01:33:04.0Z,1,REGULAR,block,,[],1629655,,,1610612738,26,24,2020-01-05T01:33:06Z,1380000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M14.00S,2020-01-05T01:33:12.0Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,26,24,2020-01-05T01:33:13Z,1390000,,,0,,E. Kanter REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,,,
141,PT01M14.00S,2020-01-05T01:33:11.9Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202683,5.0,50.0,1610612738,26,24,2020-01-05T01:33:20Z,1400000,0.0,-6.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1629655]",1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,,,,0.0,Missed,,,,,,,,,,,,,,Gafford,1629655.0
142,PT01M14.00S,2020-01-05T01:33:11.9Z,1,REGULAR,block,,[],1629655,,,1610612738,26,24,2020-01-05T01:33:13Z,1410000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M14.00S,2020-01-05T01:33:11.9Z,1,REGULAR,rebound,defensive,[],203107,,,1610612741,26,24,2020-01-05T01:33:20Z,1420000,,,0,,T. Satoransky REBOUND (Off:0 Def:3),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,141.0,3.0,3.0,0.0,,,,,,,
144,PT01M08.00S,2020-01-05T01:33:18.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627739,94.95729303547962,48.10814950980392,1610612741,28,24,2020-01-05T01:33:28Z,1430000,-9.0,-5.0,1,right,K. Dunn layup (2 PTS) (T. Young 1 AST),"[1627739, 201152]",1610612741.0,CHI,driving,,,Dunn,K. Dunn,,,,,,,,0.95,Made,2.0,T. Young,201152.0,1.0,,,,,,,,,,,
146,PT00M55.50S,2020-01-05T01:33:32.3Z,1,REGULAR,2pt,jumpshot,[],202954,12.828515111695138,69.43167892156863,1610612738,28,26,2020-01-05T01:38:01Z,1450000,-97.0,68.0,1,left,B. Wanamaker 12' jumpshot (2 PTS),[202954],1610612738.0,BOS,drivingfloatingbank,,,Wanamaker,B. Wanamaker,,,,,,,,12.19,Made,2.0,,,,,,,,,,,,,,
147,PT00M39.10S,2020-01-05T01:33:51.2Z,1,REGULAR,turnover,badpass,[],1627739,,,1610612741,28,26,2020-01-05T01:33:55Z,1460000,,,0,,K. Dunn TURNOVER badpass (1 TOV) Stolen,"[1627739, 202954]",1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,1.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,,
148,PT00M39.10S,2020-01-05T01:33:51.2Z,1,REGULAR,steal,,[],202954,,,1610612738,28,26,2020-01-05T01:33:53Z,1470000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M37.40S,2020-01-05T01:33:55.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203107,,,1610612738,28,26,2020-01-05T01:34:07Z,1480000,,,0,,T. Satoransky FOUL personal (1 PF) (Green inpenalty),"[203107, 1629750]",1610612741.0,CHI,shooting,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Green,1629750.0,,
151,PT00M37.40S,2020-01-05T01:34:27.8Z,1,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1629750,,,1610612738,28,27,2020-01-05T01:34:27Z,1500000,,,0,,J. Green freethrow 1of2 (1 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
152,PT00M37.40S,2020-01-05T01:34:28.5Z,1,REGULAR,substitution,out,[],202330,,,1610612738,28,27,2020-01-05T01:34:39Z,1510000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M37.40S,2020-01-05T01:34:28.5Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,28,27,2020-01-05T01:34:39Z,1520000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M37.40S,2020-01-05T01:34:44.4Z,1,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1629750,,,1610612738,28,28,2020-01-05T01:34:44Z,1530000,,,0,,J. Green freethrow 2of2 (2 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
155,PT00M22.90S,2020-01-05T01:35:00.6Z,1,REGULAR,3pt,jumpshot,[],1629632,74.85216819973719,16.00030637254902,1610612741,28,28,2020-01-05T01:35:09Z,1540000,-170.0,184.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,
156,PT00M16.30S,2020-01-05T01:35:07.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612741,28,28,2020-01-05T01:35:07Z,1550000,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,155.0,2.0,0.0,2.0,,,,,,,
157,PT00M16.30S,2020-01-05T01:35:07.2Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1629655,95.0,50.0,1610612741,28,28,2020-01-05T01:38:20Z,1560000,0.0,-6.0,1,right,MISS D. Gafford layup,[1629655],1610612741.0,CHI,putback,,,Gafford,D. Gafford,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
158,PT00M15.60S,2020-01-05T01:35:07.9Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,28,28,2020-01-05T01:35:07Z,1570000,,,0,,E. Kanter REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,157.0,2.0,1.0,1.0,,,,,,,
159,PT00M02.40S,2020-01-05T01:35:21.0Z,1,REGULAR,2pt,jumpshot,[],1628369,23.47240473061761,48.84344362745098,1610612738,28,30,2020-01-05T01:35:27Z,1580000,6.0,168.0,1,left,J. Tatum 17' jumpshot (8 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,17.37,Made,8.0,,,,,,,,,,,,,,
160,PT00M00.00S,2020-01-05T01:35:30.7Z,1,REGULAR,period,end,[],0,,,1610612741,28,30,2020-01-05T01:35:30Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2020-01-05T01:38:20.8Z,2,REGULAR,period,start,[],0,,,1610612738,28,30,2020-01-05T01:38:21Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M43.00S,2020-01-05T01:38:37.5Z,2,REGULAR,turnover,badpass,[],202954,,,1610612738,28,30,2020-01-05T01:38:41Z,1610000,,,0,,B. Wanamaker TURNOVER badpass (1 TOV) Stolen,"[202954, 1629655]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,1.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,
163,PT11M43.00S,2020-01-05T01:38:37.5Z,2,REGULAR,steal,,[],1629655,,,1610612741,28,30,2020-01-05T01:38:39Z,1620000,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
