actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
164,PT11M32.00S,2020-01-05T01:38:48.0Z,2,REGULAR,3pt,jumpshot,['fromturnover'],203107,67.7562417871222,34.38265931372549,1610612741,31,30,2020-01-05T01:38:52Z,1630000,-78.0,251.0,1,right,T. Satoransky 27' 3PT  (5 PTS) (T. Young 2 AST),"[203107, 201152]",1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,26.77,Made,5.0,T. Young,201152.0,2.0,,,,,,,,,,,
166,PT11M06.00S,2020-01-05T01:39:13.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,8.09789750328515,51.049325980392155,1610612738,31,30,2020-01-05T01:39:17Z,1650000,-5.0,24.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,2.96,Missed,,,,,,,,,,,,,,,
167,PT11M03.00S,2020-01-05T01:39:16.6Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612738,31,30,2020-01-05T01:39:16Z,1660000,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,
168,PT11M03.00S,2020-01-05T01:39:16.6Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1629750,5.0,50.0,1610612738,31,30,2020-01-05T01:39:19Z,1670000,0.0,-6.0,1,left,MISS J. Green layup,[1629750],1610612738.0,BOS,tip,,,Green,J. Green,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
169,PT11M02.00S,2020-01-05T01:39:17.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612741,31,30,2020-01-05T01:39:19Z,1680000,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,168.0,3.0,1.0,2.0,,,,,,,
170,PT10M44.00S,2020-01-05T01:39:36.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203107,93.64323258869908,47.61795343137255,1610612741,33,30,2020-01-05T01:39:40Z,1690000,-12.0,7.0,1,right,T. Satoransky layup (7 PTS),[203107],1610612741.0,CHI,driving,,,Satoransky,T. Satoransky,,,,,,,,1.75,Made,7.0,,,,,,,,,,,,,,
171,PT10M24.00S,2020-01-05T01:39:55.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629750,17.821944809461236,47.372855392156865,1610612738,33,32,2020-01-05T01:40:08Z,1700000,13.0,115.0,1,left,J. Green 12' jumpshot (4 PTS) (B. Wanamaker 4 AST),"[1629750, 202954]",1610612738.0,BOS,floating,,,Green,J. Green,,,,,,,,12.12,Made,4.0,B. Wanamaker,202954.0,4.0,,,,,,,,,,,
173,PT10M06.00S,2020-01-05T01:40:14.6Z,2,REGULAR,3pt,jumpshot,[],1629632,74.45795006570303,15.019914215686276,1610612741,33,32,2020-01-05T01:40:21Z,1720000,-175.0,188.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,26.05,Missed,,,,,,,,,,,,,,,
174,PT10M01.00S,2020-01-05T01:40:19.6Z,2,REGULAR,rebound,offensive,[],201152,,,1610612741,33,32,2020-01-05T01:41:10Z,1730000,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,173.0,1.0,0.0,1.0,,,,,,,
175,PT09M51.00S,2020-01-05T01:40:31.6Z,2,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612741,33,32,2020-01-05T01:40:57Z,1740000,,,0,,S. Ojeleye FOUL personal (1 PF) (Young 2freethrow),"[1628400, 201152]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Young,201152.0,,
177,PT09M51.00S,2020-01-05T01:40:58.5Z,2,REGULAR,freethrow,1of2,['2ndchance'],201152,,,1610612741,34,32,2020-01-05T01:40:58Z,1760000,,,0,,T. Young freethrow 1of2 (1 PTS),[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
178,PT09M51.00S,2020-01-05T01:40:59.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,34,32,2020-01-05T01:41:07Z,1770000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M51.00S,2020-01-05T01:40:59.1Z,2,REGULAR,substitution,in,[],203935,,,1610612741,34,32,2020-01-05T01:41:07Z,1780000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M51.00S,2020-01-05T01:40:58.5Z,2,REGULAR,freethrow,2of2,['2ndchance'],201152,,,1610612741,34,32,2020-01-05T01:41:15Z,1790000,,,0,,MISS T. Young freethrow 2of2,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,Missed,,,,,,,,,,,,,,,
181,PT09M49.00S,2020-01-05T01:41:00.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,32,2020-01-05T01:41:15Z,1800000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,
182,PT09M34.00S,2020-01-05T01:41:28.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,15.588042049934298,58.40226715686274,1610612738,34,34,2020-01-05T01:41:33Z,1810000,-42.0,94.0,1,left,J. Tatum 11' jumpshot (10 PTS),[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,,10.8,Made,10.0,,,,,,,,,,,,,,
183,PT09M22.00S,2020-01-05T01:41:40.7Z,2,REGULAR,3pt,jumpshot,[],1627739,70.38436268068331,73.10814950980392,1610612741,37,34,2020-01-05T01:41:46Z,1820000,116.0,226.0,1,right,K. Dunn 26' 3PT  (5 PTS) (D. Gafford 1 AST),"[1627739, 1629655]",1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,25.86,Made,5.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,
185,PT09M09.00S,2020-01-05T01:41:57.0Z,2,REGULAR,foul,personal,['2freethrow'],201152,,,1610612738,37,34,2020-01-05T01:42:08Z,1840000,,,0,,T. Young FOUL personal (1 PF) (Smart 2freethrow),"[201152, 203935]",1610612741.0,CHI,shooting,,,Young,T. Young,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Smart,203935.0,,
187,PT09M09.00S,2020-01-05T01:42:23.9Z,2,REGULAR,freethrow,1of2,[],203935,,,1610612738,37,35,2020-01-05T01:42:23Z,1860000,,,0,,M. Smart freethrow 1of2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
188,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,out,[],203107,,,1610612738,37,35,2020-01-05T01:42:32Z,1870000,,,0,,substitution out Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,out,[],1627739,,,1610612738,37,35,2020-01-05T01:42:32Z,1880000,,,0,,substitution out Dunn,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,out,[],202683,,,1610612738,37,35,2020-01-05T01:42:32Z,1890000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,in,[],203897,,,1610612738,37,35,2020-01-05T01:42:32Z,1900000,,,0,,substitution in LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,in,[],1628374,,,1610612738,37,35,2020-01-05T01:42:32Z,1910000,,,0,,substitution in Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,37,35,2020-01-05T01:42:32Z,1920000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,37,35,2020-01-05T01:43:06Z,1925000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M09.00S,2020-01-05T01:42:24.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,37,35,2020-01-05T01:43:06Z,1927500,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M09.00S,2020-01-05T01:42:45.8Z,2,REGULAR,freethrow,2of2,[],203935,,,1610612738,37,36,2020-01-05T01:42:45Z,1930000,,,0,,M. Smart freethrow 2of2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
197,PT08M57.00S,2020-01-05T01:43:06.5Z,2,REGULAR,foul,offensive,[],1629655,,,1610612741,37,36,2020-01-05T01:43:16Z,1940000,,,0,,D. Gafford FOUL offensive (1 PF),"[1629655, 1628464]",1610612741.0,CHI,charge,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Theis,1628464.0,,
199,PT08M57.00S,2020-01-05T01:43:06.5Z,2,REGULAR,turnover,offensivefoul,[],1629655,,,1610612741,37,36,2020-01-05T01:43:06Z,1960000,,,0,,D. Gafford TURNOVER offensivefoul (1 TOV),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,1.0,,,,,,,,,,,,,1626302.0,,,,,,
200,PT08M57.00S,2020-01-05T01:43:15.5Z,2,REGULAR,substitution,out,[],1629655,,,1610612738,37,36,2020-01-05T01:43:18Z,1970000,,,0,,substitution out Gafford,[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M57.00S,2020-01-05T01:43:15.5Z,2,REGULAR,substitution,in,[],1628976,,,1610612738,37,36,2020-01-05T01:43:18Z,1980000,,,0,,substitution in Carter Jr.,[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M44.00S,2020-01-05T01:43:32.6Z,2,REGULAR,turnover,badpass,[],1629684,,,1610612738,37,36,2020-01-05T01:43:37Z,1990000,,,0,,G. Williams TURNOVER badpass (1 TOV) Stolen,"[1629684, 203897]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1.0,LaVine,203897.0,,,,,,,,,,,,,,,,,
203,PT08M44.00S,2020-01-05T01:43:32.6Z,2,REGULAR,steal,,[],203897,,,1610612741,37,36,2020-01-05T01:43:34Z,2000000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M43.00S,2020-01-05T01:43:36.2Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612741,37,36,2020-01-05T01:43:52Z,2010000,,,0,,J. Tatum FOUL personal (1 PF) (LaVine 2freethrow),"[1628369, 203897]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,LaVine,203897.0,,
206,PT08M43.00S,2020-01-05T01:44:05.4Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",203897,,,1610612741,37,36,2020-01-05T01:44:22Z,2030000,,,0,,MISS Z. LaVine freethrow 1of2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Missed,,,,,,,,,,,,,,,
207,PT08M43.00S,2020-01-05T01:44:05.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,37,36,2020-01-05T01:44:22Z,2040000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,
208,PT08M43.00S,2020-01-05T01:44:05.4Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",203897,,,1610612741,37,36,2020-01-05T01:44:22Z,2050000,,,0,,MISS Z. LaVine freethrow 2of2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Missed,,,,,,,,,,,,,,,
209,PT08M41.00S,2020-01-05T01:44:07.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,37,36,2020-01-05T01:44:22Z,2060000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,208.0,2.0,1.0,1.0,,,,,,,
210,PT08M19.00S,2020-01-05T01:44:42.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,6.783837056504599,53.50030637254902,1610612738,37,36,2020-01-05T01:44:46Z,2070000,-18.0,11.0,1,left,MISS D. Theis layup Blocked,"[1628464, 1628976]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,2.43,Missed,,,,,,,,,,,,,,Carter Jr.,1628976.0
211,PT08M19.00S,2020-01-05T01:44:42.7Z,2,REGULAR,block,,[],1628976,,,1610612738,37,36,2020-01-05T01:44:45Z,2080000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M16.00S,2020-01-05T01:44:45.7Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612741,37,36,2020-01-05T01:44:46Z,2090000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:3),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,210.0,5.0,3.0,2.0,,,,,,,
213,PT08M13.00S,2020-01-05T01:44:48.2Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628374,96.66557161629436,93.94148284313727,1610612741,40,36,2020-01-05T01:44:52Z,2100000,220.0,-21.0,1,right,L. Markkanen 22' 3PT  (6 PTS) (T. Young 3 AST),"[1628374, 201152]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,22.03,Made,6.0,T. Young,201152.0,3.0,,,,,,,,,,,
215,PT07M50.00S,2020-01-05T01:45:13.2Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,40,36,2020-01-05T01:45:13Z,2120000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M50.00S,2020-01-05T01:45:19.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,40,36,2020-01-05T01:45:19Z,2130000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M50.00S,2020-01-05T01:47:41.7Z,2,REGULAR,substitution,out,[],202954,,,1610612738,40,36,2020-01-05T01:48:12Z,2140000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M50.00S,2020-01-05T01:47:41.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,40,36,2020-01-05T01:48:12Z,2150000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M46.00S,2020-01-05T01:48:22.6Z,2,REGULAR,3pt,jumpshot,[],1628464,30.042706964520367,20.902267156862745,1610612738,40,36,2020-01-05T01:48:28Z,2160000,145.0,230.0,1,left,MISS D. Theis 28' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,27.67,Missed,,,,,,,,,,,,,,,
220,PT07M43.00S,2020-01-05T01:48:25.6Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,40,36,2020-01-05T01:48:28Z,2170000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,219.0,2.0,2.0,0.0,,,,,,,
221,PT07M21.00S,2020-01-05T01:48:48.2Z,2,REGULAR,3pt,jumpshot,[],201152,71.82982917214193,79.97089460784314,1610612741,40,36,2020-01-05T01:48:52Z,2180000,150.0,212.0,1,right,MISS T. Young 26' 3PT,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,26.44,Missed,,,,,,,,,,,,,,,
222,PT07M19.00S,2020-01-05T01:48:50.2Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,40,36,2020-01-05T01:48:52Z,2190000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,
223,PT07M05.00S,2020-01-05T01:49:03.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628464,6.258212877792378,46.88265931372549,1610612738,40,38,2020-01-05T01:49:07Z,2200000,16.0,6.0,1,left,D. Theis layup (2 PTS) (J. Tatum 1 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,1.96,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
225,PT06M41.00S,2020-01-05T01:49:28.4Z,2,REGULAR,2pt,jumpshot,[],1629632,82.07950065703022,81.44148284313727,1610612741,40,38,2020-01-05T01:52:28Z,2220000,157.0,116.0,1,right,MISS C. White 20' jumpshot,[1629632],1610612741.0,CHI,stepback,,,White,C. White,,,,,,,,19.87,Missed,,,,,,,,,,,,,,,
226,PT06M39.00S,2020-01-05T01:49:30.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,38,2020-01-05T01:49:32Z,2230000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,225.0,2.0,2.0,0.0,,,,,,,
227,PT06M35.00S,2020-01-05T01:49:34.3Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203935,29.77989487516426,18.206188725490197,1610612738,40,38,2020-01-05T01:49:41Z,2240000,159.0,227.0,1,left,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,28.2,Missed,,,,,,,,,,,,,,,
228,PT06M29.00S,2020-01-05T01:49:39.4Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,40,38,2020-01-05T01:49:39Z,2250000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,227.0,2.0,1.0,1.0,,,,,,,
229,PT06M24.00S,2020-01-05T01:49:45.1Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628369,28.728646517739815,79.97089460784314,1610612738,40,38,2020-01-05T01:49:51Z,2260000,-150.0,218.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,26.87,Missed,,,,,,,,,,,,,,,
230,PT06M19.00S,2020-01-05T01:49:50.1Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612741,40,38,2020-01-05T01:49:51Z,2270000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:4),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,229.0,6.0,4.0,2.0,,,,,,,
231,PT06M12.00S,2020-01-05T01:49:58.7Z,2,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612741,40,38,2020-01-05T01:50:08Z,2280000,,,0,,D. Theis FOUL personal (1 PF) (Carter Jr. 2freethrow),"[1628464, 1628976]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Carter Jr.,1628976.0,,
233,PT06M12.00S,2020-01-05T01:50:32.0Z,2,REGULAR,freethrow,1of2,[],1628976,,,1610612741,41,38,2020-01-05T01:50:32Z,2300000,,,0,,W. Carter Jr. freethrow 1of2 (3 PTS),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
234,PT06M12.00S,2020-01-05T01:50:35.0Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,41,38,2020-01-05T01:50:42Z,2310000,,,0,,substitution out White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M12.00S,2020-01-05T01:50:35.0Z,2,REGULAR,substitution,out,[],1628369,,,1610612741,41,38,2020-01-05T01:50:42Z,2320000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M12.00S,2020-01-05T01:50:35.0Z,2,REGULAR,substitution,in,[],1627739,,,1610612741,41,38,2020-01-05T01:50:42Z,2330000,,,0,,substitution in Dunn,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M12.00S,2020-01-05T01:50:35.0Z,2,REGULAR,substitution,in,[],202330,,,1610612741,41,38,2020-01-05T01:50:42Z,2340000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M12.00S,2020-01-05T01:50:57.6Z,2,REGULAR,freethrow,2of2,[],1628976,,,1610612741,42,38,2020-01-05T01:50:57Z,2350000,,,0,,W. Carter Jr. freethrow 2of2 (4 PTS),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
239,PT05M59.00S,2020-01-05T01:51:12.7Z,2,REGULAR,3pt,jumpshot,[],1627759,31.225361366622867,32.91207107843137,1610612738,42,41,2020-01-05T01:51:16Z,2360000,85.0,241.0,1,left,J. Brown 26' 3PT  (9 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,26.09,Made,9.0,M. Smart,203935.0,2.0,,,,,,,,,,,
241,PT05M42.00S,2020-01-05T01:51:30.3Z,2,REGULAR,turnover,badpass,[],1628374,,,1610612741,42,41,2020-01-05T01:51:34Z,2380000,,,0,,L. Markkanen TURNOVER badpass (1 TOV) Stolen,"[1628374, 203935]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,
242,PT05M42.00S,2020-01-05T01:51:30.3Z,2,REGULAR,steal,,[],203935,,,1610612738,42,41,2020-01-05T01:51:32Z,2390000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M35.00S,2020-01-05T01:51:39.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,6.389618922470433,53.01011029411765,1610612738,42,43,2020-01-05T01:51:44Z,2400000,-15.0,8.0,1,left,M. Smart layup (4 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,2.0,Made,4.0,,,,,,,,,,,,,,
244,PT05M35.00S,2020-01-05T01:51:47.1Z,2,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612738,42,43,2020-01-05T01:52:02Z,2410000,,,0,,L. Markkanen FOUL personal (1 PF) (Smart 1freethrow),"[1628374, 203935]",1610612741.0,CHI,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Smart,203935.0,,
260,PT05M35.00S,2020-01-05T01:51:57.4Z,2,REGULAR,substitution,out,[],201152,,,1610612738,42,43,2020-01-05T01:55:05Z,2425000,,,0,,substitution out Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M35.00S,2020-01-05T01:51:57.4Z,2,REGULAR,substitution,in,[],203107,,,1610612738,42,43,2020-01-05T01:55:05Z,2427500,,,0,,substitution in Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M35.00S,2020-01-05T01:52:07.8Z,2,REGULAR,freethrow,1of1,['fromturnover'],203935,,,1610612738,42,43,2020-01-05T01:52:10Z,2430000,,,0,,MISS M. Smart freethrow 1of1,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Missed,,,,,,,,,,,,,,,
247,PT05M33.00S,2020-01-05T01:52:09.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612741,42,43,2020-01-05T01:52:10Z,2440000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:5),[1628976],1610612741.0,CHI,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,246.0,7.0,5.0,2.0,,,,,,,
249,PT05M17.00S,2020-01-05T01:52:41.4Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612741,42,43,2020-01-05T01:52:53Z,2460000,,,0,,G. Hayward FOUL personal (2 PF) (LaVine 2freethrow),"[202330, 203897]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,LaVine,203897.0,,
251,PT05M17.00S,2020-01-05T01:53:08.6Z,2,REGULAR,freethrow,1of2,[],203897,,,1610612741,43,43,2020-01-05T01:53:08Z,2480000,,,0,,Z. LaVine freethrow 1of2 (14 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
252,PT05M17.00S,2020-01-05T01:53:23.2Z,2,REGULAR,freethrow,2of2,[],203897,,,1610612741,44,43,2020-01-05T01:53:23Z,2490000,,,0,,Z. LaVine freethrow 2of2 (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
253,PT05M07.00S,2020-01-05T01:53:38.5Z,2,REGULAR,3pt,jumpshot,[],1627759,31.09395532194481,31.686580882352942,1610612738,44,46,2020-01-05T01:56:02Z,2500000,92.0,240.0,1,left,J. Brown 26' 3PT  (12 PTS) (G. Williams 1 AST),"[1627759, 1629684]",1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,,,,26.18,Made,12.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
