actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
100,PT04M33.00S,2019-12-29T00:25:08.2Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1628449,5.338370565045992,50.55912990196079,1610612761,17,24,2019-12-29T00:25:15Z,990000,-3.0,-2.0,1,left,C. Boucher dunk (2 PTS) (K. Lowry 3 AST),"[1628449, 200768]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,0.43,Made,,,,,,,2.0,K. Lowry,200768.0,3.0,,,,,,,,,
102,PT04M17.00S,2019-12-29T00:25:26.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612738,17,24,2019-12-29T00:25:35Z,1010000,,,0,,O. Anunoby FOUL personal (2 PF) (Brown inpenalty),"[1628384, 1627759]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Brown,1627759.0,
104,PT04M17.00S,2019-12-29T00:25:59.8Z,1,REGULAR,freethrow,1of2,[],1627759,,,1610612738,17,24,2019-12-29T00:26:40Z,1030000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M17.00S,2019-12-29T00:25:59.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,17,24,2019-12-29T00:26:40Z,1040000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,
106,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,out,[],202330,,,1610612738,17,24,2019-12-29T00:26:11Z,1050000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,17,24,2019-12-29T00:26:11Z,1060000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612738,17,24,2019-12-29T00:26:11Z,1070000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,out,[],1628449,,,1610612738,17,24,2019-12-29T00:26:11Z,1080000,,,0,,substitution out Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,17,24,2019-12-29T00:26:11Z,1090000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,in,[],202683,,,1610612738,17,24,2019-12-29T00:26:11Z,1100000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,in,[],1626178,,,1610612738,17,24,2019-12-29T00:26:11Z,1110000,,,0,,substitution in Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M17.00S,2019-12-29T00:26:00.9Z,1,REGULAR,substitution,in,[],201586,,,1610612738,17,24,2019-12-29T00:26:11Z,1120000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M17.00S,2019-12-29T00:25:59.8Z,1,REGULAR,freethrow,2of2,[],1627759,,,1610612738,17,24,2019-12-29T00:26:40Z,1130000,,,0,,MISS J. Brown freethrow 2of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
115,PT04M14.00S,2019-12-29T00:26:02.8Z,1,REGULAR,rebound,defensive,[],1626178,,,1610612761,17,24,2019-12-29T00:26:40Z,1140000,,,0,,R. Hollis-Jefferson REBOUND (Off:0 Def:1),[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT04M03.00S,2019-12-29T00:26:40.6Z,1,REGULAR,3pt,jumpshot,[],200768,32.802233902759525,67.22579656862744,1610612761,17,24,2019-12-29T00:26:46Z,1150000,-86.0,256.0,1,left,MISS K. Lowry 28' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
117,PT04M00.00S,2019-12-29T00:26:42.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,17,24,2019-12-29T00:26:42Z,1160000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT03M57.00S,2019-12-29T00:26:47.4Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,17,24,2019-12-29T00:29:48Z,1170000,,,0,,J. Brown FOUL offensive (2 PF),"[1627759, 200768]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Lowry,200768.0,
122,PT03M57.00S,2019-12-29T00:26:47.4Z,1,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,17,24,2019-12-29T00:26:47Z,1185000,,,0,,J. Brown TURNOVER offensivefoul (3 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,3.0,,,201245.0,,,,,
120,PT03M57.00S,2019-12-29T00:27:19.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,17,24,2019-12-29T00:26:47Z,1190000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M57.00S,2019-12-29T00:27:40.6Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612761,17,24,2019-12-29T00:26:47Z,1200000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,Corrected to Offensive Foul on J. Brown
123,PT03M57.00S,2019-12-29T00:30:05.4Z,1,REGULAR,substitution,out,[],200768,,,1610612761,17,24,2019-12-29T00:30:16Z,1210000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M57.00S,2019-12-29T00:30:05.4Z,1,REGULAR,substitution,in,[],1629056,,,1610612761,17,24,2019-12-29T00:30:16Z,1220000,,,0,,substitution in Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M50.00S,2019-12-29T00:30:21.9Z,1,REGULAR,turnover,lostball,[],1629056,,,1610612761,17,24,2019-12-29T00:30:30Z,1230000,,,0,,T. Davis TURNOVER lostball (1 TOV) Stolen,"[1629056, 1627759]",1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,
126,PT03M50.00S,2019-12-29T00:30:21.9Z,1,REGULAR,steal,,[],1627759,,,1610612738,17,24,2019-12-29T00:30:24Z,1240000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M41.00S,2019-12-29T00:30:30.1Z,1,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",202683,91.5407358738502,45.41207107843137,1610612738,19,24,2019-12-29T00:30:55Z,1250000,-23.0,27.0,1,right,E. Kanter hook (2 PTS) (G. Williams 1 AST),"[202683, 1629684]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,3.98,Made,,,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,,,
129,PT03M28.00S,2019-12-29T00:30:45.5Z,1,REGULAR,foul,personal,['2freethrow'],202683,,,1610612761,19,24,2019-12-29T00:31:00Z,1270000,,,0,,E. Kanter FOUL personal (1 PF) (Ibaka 2freethrow),"[202683, 201586]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Ibaka,201586.0,
131,PT03M28.00S,2019-12-29T00:31:17.8Z,1,REGULAR,freethrow,1of2,[],201586,,,1610612761,19,24,2019-12-29T00:31:17Z,1290000,,,0,,MISS S. Ibaka freethrow 1of2,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Missed,,,,,,,,,,,,,,,,,,,
132,PT03M28.00S,2019-12-29T00:31:17.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,19,24,2019-12-29T00:31:17Z,1300000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,
133,PT03M28.00S,2019-12-29T00:31:34.8Z,1,REGULAR,freethrow,2of2,[],201586,,,1610612761,19,25,2019-12-29T00:31:34Z,1310000,,,0,,S. Ibaka freethrow 2of2 (3 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
134,PT03M06.00S,2019-12-29T00:32:00.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,90.22667542706965,53.255208333333336,1610612738,19,25,2019-12-29T00:32:10Z,1320000,16.0,39.0,1,right,MISS K. Walker jumpshot,[202689],1610612738.0,BOS,drivingfloating,,,Walker,K. Walker,,,,,4.78,Missed,,,,,,,,,,,,,,,,,,,
135,PT03M04.00S,2019-12-29T00:32:02.6Z,1,REGULAR,rebound,defensive,[],1626178,,,1610612761,19,25,2019-12-29T00:32:10Z,1330000,,,0,,R. Hollis-Jefferson REBOUND (Off:0 Def:2),[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,
136,PT02M55.00S,2019-12-29T00:32:11.1Z,1,REGULAR,2pt,hook,['pointsinthepaint'],201586,10.988830486202366,46.63756127450981,1610612761,19,27,2019-12-29T00:32:18Z,1340000,17.0,51.0,1,left,S. Ibaka 6' hook (5 PTS) (P. McCaw 4 AST),"[201586, 1627775]",1610612761.0,TOR,driving,,,Ibaka,S. Ibaka,,,,,5.88,Made,,,,,,,5.0,P. McCaw,1627775.0,4.0,,,,,,,,,
138,PT02M35.00S,2019-12-29T00:32:31.1Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,92.06636005256242,53.255208333333336,1610612738,19,27,2019-12-29T00:32:40Z,1360000,16.0,22.0,1,right,MISS M. Smart jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M33.00S,2019-12-29T00:32:33.1Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612761,19,27,2019-12-29T00:32:40Z,1370000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT02M30.00S,2019-12-29T00:32:36.0Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627775,6.1268068331143235,51.78462009803921,1610612761,19,29,2019-12-29T00:34:20Z,1380000,-9.0,5.0,1,left,P. McCaw layup (8 PTS) (T. Davis 1 AST),"[1627775, 1629056]",1610612761.0,TOR,driving,,,McCaw,P. McCaw,,,,,1.38,Made,,,,,,,8.0,T. Davis,1629056.0,1.0,,,,,,,,,
142,PT02M14.00S,2019-12-29T00:32:51.4Z,1,REGULAR,3pt,jumpshot,[],202683,68.01905387647832,53.50030637254902,1610612738,22,29,2019-12-29T00:32:57Z,1400000,18.0,248.0,1,right,E. Kanter 25' 3PT  (5 PTS) (K. Walker 1 AST),"[202683, 202689]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,25.42,Made,,,,,,,5.0,K. Walker,202689.0,1.0,,,,,,,,,
144,PT01M55.00S,2019-12-29T00:33:10.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627832,9.017739816031538,56.68658088235294,1610612761,22,29,2019-12-29T00:34:03Z,1420000,-33.0,32.0,1,left,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,5.04,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M53.00S,2019-12-29T00:33:12.4Z,1,REGULAR,rebound,offensive,[],201586,,,1610612761,22,29,2019-12-29T00:33:27Z,1440000,,,0,,S. Ibaka REBOUND (Off:1 Def:2),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,144.0,3.0,2.0,1.0,,,,,,,,,,,,,
147,PT01M52.00S,2019-12-29T00:33:14.0Z,1,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",201586,10.463206307490145,44.921875,1610612761,22,31,2019-12-29T00:33:36Z,1450000,25.0,46.0,1,left,S. Ibaka 6' hook (7 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,5.73,Made,,,,,,,7.0,,,,,,,,,,,,
148,PT01M44.00S,2019-12-29T00:33:26.2Z,1,REGULAR,foul,offensive,[],1629684,,,1610612738,22,31,2019-12-29T00:33:30Z,1460000,,,0,,G. Williams FOUL offensive (1 PF),"[1629684, 1627832]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,VanVleet,1627832.0,
150,PT01M44.00S,2019-12-29T00:33:26.2Z,1,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,22,31,2019-12-29T00:33:26Z,1480000,,,0,,G. Williams TURNOVER offensivefoul (1 TOV),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,,,201245.0,,,,,
151,PT01M44.00S,2019-12-29T00:33:33.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612761,22,31,2019-12-29T00:33:42Z,1490000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M44.00S,2019-12-29T00:33:33.2Z,1,REGULAR,substitution,out,[],202689,,,1610612761,22,31,2019-12-29T00:33:42Z,1500000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M44.00S,2019-12-29T00:33:33.2Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,22,31,2019-12-29T00:33:42Z,1510000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M44.00S,2019-12-29T00:33:33.2Z,1,REGULAR,substitution,in,[],202954,,,1610612761,22,31,2019-12-29T00:33:42Z,1520000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M44.00S,2019-12-29T00:33:33.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612761,22,31,2019-12-29T00:33:42Z,1530000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M44.00S,2019-12-29T00:33:33.2Z,1,REGULAR,substitution,in,[],200768,,,1610612761,22,31,2019-12-29T00:33:42Z,1540000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M29.00S,2019-12-29T00:34:09.8Z,1,REGULAR,foul,offensive,['inpenalty'],1629056,,,1610612761,22,31,2019-12-29T00:34:16Z,1550000,,,0,,T. Davis FOUL offensive (1 PF) (Smart inpenalty),"[1629056, 203935]",1610612761.0,TOR,charge,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Smart,203935.0,
159,PT01M29.00S,2019-12-29T00:34:09.8Z,1,REGULAR,turnover,offensivefoul,[],1629056,,,1610612761,22,31,2019-12-29T00:34:09Z,1570000,,,0,,T. Davis TURNOVER offensivefoul (2 TOV),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,2.0,,,1627962.0,,,,,
160,PT01M15.00S,2019-12-29T00:34:36.9Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628369,90.88370565045992,50.06893382352941,1610612738,22,31,2019-12-29T00:36:56Z,1580000,0.0,33.0,1,right,MISS J. Tatum jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,3.87,Missed,,,,,,,,,,,,,,,,,,,
161,PT01M13.00S,2019-12-29T00:34:38.9Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,22,31,2019-12-29T00:34:45Z,1590000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,160.0,4.0,3.0,1.0,,,,,,,,,,,,,
162,PT01M03.00S,2019-12-29T00:34:48.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],200768,16.63929040735874,44.43167892156863,1610612761,22,33,2019-12-29T00:34:58Z,1600000,28.0,104.0,1,left,K. Lowry 11' jumpshot (11 PTS),[200768],1610612761.0,TOR,fadeaway,,,Lowry,K. Lowry,,,,,11.29,Made,,,,,,,11.0,,,,,,,,,,,,
163,PT00M41.30S,2019-12-29T00:35:11.9Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,92.9862023653088,55.951286764705884,1610612738,22,33,2019-12-29T00:35:17Z,1610000,30.0,13.0,1,right,MISS M. Smart layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.53,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M39.10S,2019-12-29T00:35:14.0Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,22,33,2019-12-29T00:35:14Z,1620000,,,0,,S. Ibaka REBOUND (Off:1 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,163.0,5.0,4.0,1.0,,,,,,,,,,,,,
165,PT00M35.00S,2019-12-29T00:35:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,22,33,2019-12-29T00:35:26Z,1630000,,,0,,G. Williams FOUL personal (2 PF) (Hollis-Jefferson 2freethrow),"[1629684, 1626178]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Hollis-Jefferson,1626178.0,
167,PT00M35.00S,2019-12-29T00:35:45.2Z,1,REGULAR,freethrow,1of2,[],1626178,,,1610612761,22,33,2019-12-29T00:35:45Z,1650000,,,0,,MISS R. Hollis-Jefferson freethrow 1of2,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M35.00S,2019-12-29T00:35:45.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,22,33,2019-12-29T00:35:45Z,1660000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,
169,PT00M35.00S,2019-12-29T00:35:46.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612761,22,33,2019-12-29T00:35:49Z,1670000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M35.00S,2019-12-29T00:35:46.7Z,1,REGULAR,substitution,in,[],202330,,,1610612761,22,33,2019-12-29T00:35:49Z,1680000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M35.00S,2019-12-29T00:36:02.9Z,1,REGULAR,freethrow,2of2,[],1626178,,,1610612761,22,34,2019-12-29T00:36:02Z,1690000,,,0,,R. Hollis-Jefferson freethrow 2of2 (1 PTS),[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
172,PT00M26.20S,2019-12-29T00:36:16.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202954,92.19776609724047,44.43167892156863,1610612738,22,34,2019-12-29T00:36:22Z,1700000,-28.0,21.0,1,right,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,3.83,Missed,,,,,,,,,,,,,,,,,,,
173,PT00M24.30S,2019-12-29T00:36:18.0Z,1,REGULAR,rebound,defensive,[],200768,,,1610612761,22,34,2019-12-29T00:36:18Z,1710000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,
174,PT00M06.90S,2019-12-29T00:36:35.4Z,1,REGULAR,3pt,jumpshot,[],1629056,10.463206307490145,3.5003063725490198,1610612761,22,34,2019-12-29T00:36:43Z,1720000,232.0,46.0,1,left,MISS T. Davis 24' 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M04.30S,2019-12-29T00:36:38.4Z,1,REGULAR,rebound,offensive,[],201586,,,1610612761,22,34,2019-12-29T00:36:38Z,1730000,,,0,,S. Ibaka REBOUND (Off:2 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,174.0,6.0,4.0,2.0,,,,,,,,,,,,,
176,PT00M04.30S,2019-12-29T00:36:39.5Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",201586,5.206964520367937,51.294424019607845,1610612761,22,36,2019-12-29T00:36:49Z,1740000,-6.0,-4.0,1,left,S. Ibaka dunk (9 PTS),[201586],1610612761.0,TOR,putback,,,Ibaka,S. Ibaka,,,,,0.68,Made,,,,,,,9.0,,,,,,,,,,,,
177,PT00M00.00S,2019-12-29T00:36:48.1Z,1,REGULAR,3pt,jumpshot,[],203935,67.23061760840999,58.892463235294116,1610612738,25,36,2019-12-29T00:37:03Z,1750000,44.0,256.0,1,right,M. Smart 26' 3PT  (4 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.48,Made,,,,,,,4.0,,,,,,,,,,,,
178,PT00M00.00S,2019-12-29T00:36:54.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612761,25,36,2019-12-29T00:37:22Z,1760000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,End Period - Good Basket
179,PT00M00.00S,2019-12-29T00:37:04.9Z,1,REGULAR,period,end,[],0,,,1610612761,25,36,2019-12-29T00:37:04Z,1770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2019-12-29T00:39:37.6Z,2,REGULAR,period,start,[],0,,,1610612761,25,36,2019-12-29T00:39:37Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M49.00S,2019-12-29T00:39:46.8Z,2,REGULAR,turnover,lostball,[],200768,,,1610612761,25,36,2019-12-29T00:39:53Z,1790000,,,0,,K. Lowry TURNOVER lostball (2 TOV) Stolen,"[200768, 203935]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,
183,PT11M49.00S,2019-12-29T00:39:46.8Z,2,REGULAR,steal,,[],203935,,,1610612738,25,36,2019-12-29T00:39:48Z,1800000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M46.00S,2019-12-29T00:39:50.5Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,93.11760840998686,45.41207107843137,1610612738,27,36,2019-12-29T00:40:00Z,1810000,-23.0,12.0,1,right,M. Smart layup (6 PTS),[203935],1610612738.0,BOS,runningreverse,,,Smart,M. Smart,,,,,2.89,Made,,,,,,,6.0,,,,,,,,,,,,
185,PT11M33.00S,2019-12-29T00:40:02.6Z,2,REGULAR,2pt,jumpshot,[],201586,24.26084099868594,56.196384803921575,1610612761,27,36,2019-12-29T00:40:20Z,1820000,-31.0,176.0,1,left,MISS S. Ibaka 18' jumpshot,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,18.37,Missed,,,,,,,,,,,,,,,,,,,
186,PT11M31.00S,2019-12-29T00:40:04.6Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,27,36,2019-12-29T00:40:20Z,1830000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,
187,PT11M15.00S,2019-12-29T00:40:21.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.43166885676742,50.314031862745104,1610612738,29,36,2019-12-29T00:40:30Z,1840000,2.0,0.0,1,right,J. Tatum layup (2 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,0.55,Made,,,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,,,
189,PT10M57.00S,2019-12-29T00:40:38.7Z,2,REGULAR,3pt,jumpshot,[],1627775,11.251642575558476,2.7650122549019605,1610612761,29,36,2019-12-29T00:40:44Z,1860000,236.0,53.0,1,left,MISS P. McCaw 24' 3PT,[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M56.00S,2019-12-29T00:40:39.7Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,29,36,2019-12-29T00:40:44Z,1870000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,
