actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
18,PT11M12.00S,2019-12-29T00:11:29.8Z,1,REGULAR,steal,,[],1627775,,,1610612761,0,2,2019-12-29T00:12:34Z,180000,,,0,,P. McCaw STEAL (1 STL),[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT11M03.00S,2019-12-29T00:11:38.6Z,1,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",201586,12.565703022339028,43.94148284313725,1610612761,0,2,2019-12-29T00:11:48Z,190000,30.0,66.0,1,left,MISS S. Ibaka 8' hook,[201586],1610612761.0,TOR,turnaround,,,Ibaka,S. Ibaka,,,,,7.73,Missed,,,,,,,,,,,,,,,,,,,
20,PT11M01.00S,2019-12-29T00:11:40.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,2,2019-12-29T00:11:48Z,200000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT10M56.00S,2019-12-29T00:11:45.8Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202689,93.51182654402102,47.86305147058824,1610612738,2,2,2019-12-29T00:12:07Z,210000,-11.0,8.0,1,right,K. Walker layup (2 PTS),[202689],1610612738.0,BOS,runningreverse,,,Walker,K. Walker,,,,,1.76,Made,,,,,,,2.0,,,,,,,,,,,,
22,PT10M40.00S,2019-12-29T00:12:01.7Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628384,6.915243101182654,46.14736519607843,1610612761,2,4,2019-12-29T00:12:21Z,220000,19.0,13.0,1,left,O. Anunoby dunk (2 PTS) (K. Lowry 1 AST),"[1628384, 200768]",1610612761.0,TOR,alleyoop,,,Anunoby,O. Anunoby,,,,,2.64,Made,,,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,,,,
25,PT10M22.00S,2019-12-29T00:12:19.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,93.9060446780552,56.68658088235294,1610612738,2,4,2019-12-29T00:12:27Z,240000,33.0,5.0,1,right,MISS K. Walker jumpshot,[202689],1610612738.0,BOS,drivingfloatingbank,,,Walker,K. Walker,,,,,3.5,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M19.00S,2019-12-29T00:12:22.6Z,1,REGULAR,rebound,defensive,[],201586,,,1610612761,2,4,2019-12-29T00:12:27Z,250000,,,0,,S. Ibaka REBOUND (Off:0 Def:2),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,
27,PT10M13.00S,2019-12-29T00:12:28.2Z,1,REGULAR,turnover,lostball,[],200768,,,1610612761,2,4,2019-12-29T00:12:32Z,260000,,,0,,K. Lowry TURNOVER lostball (1 TOV) Stolen,"[200768, 202689]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,,,,
28,PT10M13.00S,2019-12-29T00:12:28.2Z,1,REGULAR,steal,,[],202689,,,1610612738,2,4,2019-12-29T00:12:29Z,270000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M09.00S,2019-12-29T00:12:32.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,91.40932982917214,40.510110294117645,1610612738,4,4,2019-12-29T00:12:43Z,280000,-47.0,28.0,1,right,J. Brown 6' layup (2 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,5.82,Made,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,
31,PT09M51.00S,2019-12-29T00:12:50.3Z,1,REGULAR,2pt,jumpshot,[],1627775,13.091327201051248,27.27481617647059,1610612761,4,6,2019-12-29T00:12:59Z,300000,114.0,71.0,1,left,P. McCaw 14' jumpshot (2 PTS),[1627775],1610612761.0,TOR,pullupbank,,,McCaw,P. McCaw,,,,,13.67,Made,,,,,,,2.0,,,,,,,,,,,,
32,PT09M34.00S,2019-12-29T00:13:08.4Z,1,REGULAR,foul,personal,['2freethrow'],201586,,,1610612738,4,6,2019-12-29T00:13:15Z,310000,,,0,,S. Ibaka FOUL personal (1 PF) (Walker 2freethrow),"[201586, 202689]",1610612761.0,TOR,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Walker,202689.0,
34,PT09M34.00S,2019-12-29T00:13:38.0Z,1,REGULAR,freethrow,1of2,[],202689,,,1610612738,4,6,2019-12-29T00:13:38Z,330000,,,0,,MISS K. Walker freethrow 1of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M34.00S,2019-12-29T00:13:38.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,4,6,2019-12-29T00:13:38Z,340000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,
36,PT09M34.00S,2019-12-29T00:13:57.7Z,1,REGULAR,freethrow,2of2,[],202689,,,1610612738,5,6,2019-12-29T00:13:57Z,350000,,,0,,K. Walker freethrow 2of2 (3 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
37,PT09M25.00S,2019-12-29T00:14:07.4Z,1,REGULAR,3pt,jumpshot,[],200768,30.305519053876477,76.29442401960785,1610612761,5,9,2019-12-29T00:14:13Z,360000,-131.0,232.0,1,left,K. Lowry 27' 3PT  (3 PTS) (P. McCaw 2 AST),"[200768, 1627775]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,27.18,Made,,,,,,,3.0,P. McCaw,1627775.0,2.0,,,,,,,,,
39,PT09M13.00S,2019-12-29T00:14:21.1Z,1,REGULAR,turnover,lostball,[],1627759,,,1610612738,5,9,2019-12-29T00:14:27Z,380000,,,0,,J. Brown TURNOVER lostball (2 TOV) Stolen,"[1627759, 200768]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,Lowry,200768.0,,,,,,
40,PT09M13.00S,2019-12-29T00:14:21.1Z,1,REGULAR,steal,,[],200768,,,1610612761,5,9,2019-12-29T00:37:35Z,390000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M13.00S,2019-12-29T00:14:24.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612761,5,9,2019-12-29T00:14:35Z,400000,,,0,,J. Brown FOUL personal (1 PF),"[1627759, 200768]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Lowry,200768.0,
43,PT08M54.00S,2019-12-29T00:14:53.7Z,1,REGULAR,2pt,jumpshot,['fromturnover'],1627832,7.966491458607096,87.07873774509804,1610612761,5,9,2019-12-29T00:15:05Z,420000,-185.0,22.0,1,left,MISS F. VanVleet 19' jumpshot,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,18.75,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M54.00S,2019-12-29T00:14:53.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,5,9,2019-12-29T00:15:05Z,430000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,
45,PT08M54.00S,2019-12-29T00:14:57.8Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,5,9,2019-12-29T00:14:57Z,440000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M40.00S,2019-12-29T00:15:20.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.9060446780552,43.20618872549019,1610612738,7,9,2019-12-29T00:15:27Z,450000,-34.0,5.0,1,right,G. Hayward layup (2 PTS) (D. Theis 1 AST),"[202330, 1628464]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,3.55,Made,,,,,,,2.0,D. Theis,1628464.0,1.0,,,,,,,,,
48,PT08M25.00S,2019-12-29T00:15:34.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627832,5.469776609724048,59.13756127450981,1610612761,7,9,2019-12-29T00:19:23Z,470000,-46.0,-1.0,1,left,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,4.59,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M23.00S,2019-12-29T00:15:36.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,7,9,2019-12-29T00:15:41Z,480000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,
50,PT08M16.00S,2019-12-29T00:15:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612738,7,9,2019-12-29T00:16:07Z,490000,,,0,,F. VanVleet FOUL personal (1 PF) (Tatum 2freethrow),"[1627832, 1628369]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Tatum,1628369.0,
52,PT08M16.00S,2019-12-29T00:16:09.3Z,1,REGULAR,freethrow,1of2,[],1628369,,,1610612738,7,9,2019-12-29T00:16:41Z,510000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M16.00S,2019-12-29T00:16:09.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,7,9,2019-12-29T00:16:41Z,520000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,
54,PT08M16.00S,2019-12-29T00:16:11.5Z,1,REGULAR,substitution,out,[],201586,,,1610612738,7,9,2019-12-29T00:16:16Z,530000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M16.00S,2019-12-29T00:16:11.5Z,1,REGULAR,substitution,in,[],1628449,,,1610612738,7,9,2019-12-29T00:16:16Z,540000,,,0,,substitution in Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M16.00S,2019-12-29T00:16:09.3Z,1,REGULAR,freethrow,2of2,[],1628369,,,1610612738,7,9,2019-12-29T00:16:41Z,550000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
57,PT08M14.00S,2019-12-29T00:16:11.3Z,1,REGULAR,rebound,defensive,[],1627775,,,1610612761,7,9,2019-12-29T00:16:41Z,560000,,,0,,P. McCaw REBOUND (Off:0 Def:1),[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT08M03.00S,2019-12-29T00:16:41.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627775,8.754927726675426,43.69638480392157,1610612761,7,11,2019-12-29T00:16:46Z,570000,32.0,30.0,1,left,P. McCaw layup (4 PTS) (F. VanVleet 1 AST),"[1627775, 1627832]",1610612761.0,TOR,cuttingfingerroll,,,McCaw,P. McCaw,,,,,4.73,Made,,,,,,,4.0,F. VanVleet,1627832.0,1.0,,,,,,,,,
60,PT07M51.00S,2019-12-29T00:16:53.7Z,1,REGULAR,3pt,jumpshot,[],202689,69.99014454664915,19.676776960784316,1610612738,7,11,2019-12-29T00:20:17Z,590000,-152.0,230.0,1,right,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.97,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M48.00S,2019-12-29T00:16:56.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,7,11,2019-12-29T00:17:05Z,600000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,
62,PT07M42.00S,2019-12-29T00:17:07.4Z,1,REGULAR,foul,offensive,[],1628384,,,1610612761,7,11,2019-12-29T00:20:38Z,610000,,,0,,O. Anunoby FOUL offensive (1 PF),"[1628384, 1628464]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Theis,1628464.0,
64,PT07M42.00S,2019-12-29T00:17:07.4Z,1,REGULAR,turnover,offensivefoul,[],1628384,,,1610612761,7,11,2019-12-29T00:17:07Z,630000,,,0,,O. Anunoby TURNOVER offensivefoul (1 TOV),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,1.0,,,1146.0,,,,,
65,PT07M31.00S,2019-12-29T00:17:29.9Z,1,REGULAR,2pt,jumpshot,['fromturnover'],1628464,94.30026281208936,68.69638480392157,1610612738,9,11,2019-12-29T00:17:40Z,640000,93.0,1.0,1,right,D. Theis 9' jumpshot (2 PTS) (G. Hayward 1 AST),"[1628464, 202330]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,9.37,Made,,,,,,,2.0,G. Hayward,202330.0,1.0,,,,,,,,,
67,PT07M18.00S,2019-12-29T00:17:42.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],200768,8.09789750328515,45.166973039215684,1610612761,9,13,2019-12-29T00:17:49Z,660000,24.0,24.0,1,left,K. Lowry layup (5 PTS),[200768],1610612761.0,TOR,drivingreverse,,,Lowry,K. Lowry,,,,,3.78,Made,,,,,,,5.0,,,,,,,,,,,,
68,PT06M55.00S,2019-12-29T00:18:04.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.24901445466492,52.76501225490197,1610612738,11,13,2019-12-29T00:18:11Z,670000,14.0,11.0,1,right,K. Walker layup (5 PTS) (D. Theis 2 AST),"[202689, 1628464]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.15,Made,,,,,,,5.0,D. Theis,1628464.0,2.0,,,,,,,,,
70,PT06M38.00S,2019-12-29T00:18:21.4Z,1,REGULAR,3pt,jumpshot,[],200768,29.38567674113009,14.039522058823529,1610612761,11,16,2019-12-29T00:18:27Z,690000,180.0,224.0,1,left,K. Lowry 29' 3PT  (8 PTS) (C. Boucher 1 AST),"[200768, 1628449]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,29.13,Made,,,,,,,8.0,C. Boucher,1628449.0,1.0,,,,,,,,,
72,PT06M23.00S,2019-12-29T00:18:37.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,94.95729303547962,53.50030637254902,1610612738,13,16,2019-12-29T00:18:42Z,710000,18.0,-5.0,1,right,G. Hayward layup (4 PTS) (D. Theis 3 AST),"[202330, 1628464]",1610612738.0,BOS,cutting,,,Hayward,G. Hayward,,,,,1.75,Made,,,,,,,4.0,D. Theis,1628464.0,3.0,,,,,,,,,
180,PT06M10.00S,2019-12-29T00:18:50.9Z,1,REGULAR,turnover,badpass,[],1628384,,,1610612761,13,16,2019-12-29T00:38:39Z,725000,,,0,,O. Anunoby TURNOVER badpass (2 TOV),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,2.0,,,,,,,,
74,PT06M09.00S,2019-12-29T00:19:04.8Z,1,REGULAR,foul,personal,[],200768,,,1610612738,13,16,2019-12-29T00:38:39Z,730000,,,0,,K. Lowry FOUL personal (1 PF),"[200768, 202330]",1610612761.0,TOR,looseball,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Hayward,202330.0,
77,PT06M09.00S,2019-12-29T00:19:14.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,13,16,2019-12-29T00:19:14Z,760000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2019-12-29T00:22:06.5Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1627759,74.19513797634691,12.323835784313726,1610612738,16,16,2019-12-29T00:22:12Z,770000,-188.0,190.0,1,right,J. Brown 27' 3PT  (5 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.16,Made,,,,,,,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,
80,PT05M45.00S,2019-12-29T00:22:23.2Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,16,16,2019-12-29T00:22:45Z,790000,,,0,,D. Theis FOUL personal (1 PF) (Lowry 2freethrow),"[1628464, 200768]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Lowry,200768.0,
82,PT05M45.00S,2019-12-29T00:22:56.8Z,1,REGULAR,freethrow,1of2,[],200768,,,1610612761,16,16,2019-12-29T00:22:56Z,810000,,,0,,MISS K. Lowry freethrow 1of2,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M45.00S,2019-12-29T00:22:56.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,16,16,2019-12-29T00:22:56Z,820000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,
84,PT05M45.00S,2019-12-29T00:23:01.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612761,16,16,2019-12-29T00:23:03Z,830000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M45.00S,2019-12-29T00:23:01.4Z,1,REGULAR,substitution,in,[],203935,,,1610612761,16,16,2019-12-29T00:23:03Z,840000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M45.00S,2019-12-29T00:23:15.0Z,1,REGULAR,freethrow,2of2,[],200768,,,1610612761,16,17,2019-12-29T00:23:15Z,850000,,,0,,K. Lowry freethrow 2of2 (9 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
87,PT05M29.00S,2019-12-29T00:23:36.7Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612738,16,17,2019-12-29T00:23:50Z,860000,,,0,,C. Boucher FOUL personal (1 PF) (Smart 2freethrow),"[1628449, 203935]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Smart,203935.0,
89,PT05M29.00S,2019-12-29T00:23:58.7Z,1,REGULAR,freethrow,1of2,[],203935,,,1610612738,16,17,2019-12-29T00:23:58Z,880000,,,0,,MISS M. Smart freethrow 1of2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M29.00S,2019-12-29T00:23:58.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,16,17,2019-12-29T00:23:58Z,890000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,
91,PT05M29.00S,2019-12-29T00:24:09.1Z,1,REGULAR,freethrow,2of2,[],203935,,,1610612738,17,17,2019-12-29T00:24:09Z,900000,,,0,,M. Smart freethrow 2of2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
92,PT05M16.00S,2019-12-29T00:24:25.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627775,6.783837056504599,48.59834558823529,1610612761,17,19,2019-12-29T00:24:31Z,910000,7.0,11.0,1,left,P. McCaw layup (6 PTS) (K. Lowry 2 AST),"[1627775, 200768]",1610612761.0,TOR,cuttingfingerroll,,,McCaw,P. McCaw,,,,,1.82,Made,,,,,,,6.0,K. Lowry,200768.0,2.0,,,,,,,,,
94,PT05M06.00S,2019-12-29T00:24:35.9Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,94.1688567674113,55.21599264705882,1610612738,17,19,2019-12-29T00:24:43Z,930000,26.0,2.0,1,right,MISS D. Theis dunk,[1628464],1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M04.00S,2019-12-29T00:24:37.9Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,17,19,2019-12-29T00:24:43Z,940000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT04M57.00S,2019-12-29T00:24:44.5Z,1,REGULAR,3pt,jumpshot,[],1627832,32.53942181340342,16.490502450980394,1610612761,17,22,2019-12-29T00:24:51Z,950000,168.0,253.0,1,left,F. VanVleet 31' 3PT  (3 PTS) (P. McCaw 3 AST),"[1627832, 1627775]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,30.84,Made,,,,,,,3.0,P. McCaw,1627775.0,3.0,,,,,,,,,
98,PT04M39.00S,2019-12-29T00:25:02.0Z,1,REGULAR,3pt,jumpshot,[],202330,75.90341655716163,88.54932598039215,1610612738,17,22,2019-12-29T00:25:07Z,970000,193.0,174.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M37.00S,2019-12-29T00:25:04.0Z,1,REGULAR,rebound,defensive,[],200768,,,1610612761,17,22,2019-12-29T00:25:07Z,980000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
