actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,stealPlayerName,stealPersonId,stealTotal,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,blockPersonId,blockPlayerName,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId
201,PT07M39.00S,2020-08-04T23:22:42Z,2,REGULAR,3pt,jumpshot,,"['fromturnover', '2ndchance']",203482,71.96,17.47,1610612748,45,33,2020-08-04T23:22:47,2000000,-163,211,right,MISS Olynyk 27' 3PT Jump Shot,[203482],1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,0.0,Missed,26.66,,,,,,,,,,,,,,,,,,
202,PT07M34.00S,2020-08-04T23:22:47Z,2,REGULAR,rebound,defensive,,[],1628400,,,1610612738,45,33,2020-08-04T23:22:47,2010000,-163,211,right,Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738,BOS,0,Ojeleye,S. Ojeleye,,,,,,,,,,1.0,1.0,0.0,201.0,,,,,,,,,,,,,,
203,PT07M21.00S,2020-08-04T23:22:59Z,2,REGULAR,3pt,jumpshot,,[],202954,29.65,75.07,1610612738,45,36,2020-08-04T23:23:04,2020000,-125,226,left,Wanamaker 26' 3PT Jump Shot (3 PTS) (Hayward 1 AST),"[202954, 202330]",1610612738,BOS,1,Wanamaker,B. Wanamaker,,,,,,,3.0,Made,25.83,,,,,,,,,Hayward,202330.0,1.0,,,,,,,
205,PT07M20.00S,2020-08-04T23:23:04Z,2,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612748,45,36,0001-01-01T00:00:00,2040000,0,-80,,HEAT Timeout: Regular (Full 2 Short 0),[],1610612748,MIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M20.00S,2020-08-04T23:25:51Z,2,REGULAR,substitution,out,,[],1628369,,,1610612748,45,36,0001-01-01T00:00:00,2050000,0,-80,,SUB: Theis FOR Tatum,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M20.00S,2020-08-04T23:25:51Z,2,REGULAR,substitution,out,,[],202954,,,1610612748,45,36,0001-01-01T00:00:00,2060000,0,-80,,SUB: Walker FOR Wanamaker,[202954],1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M20.00S,2020-08-04T23:25:51Z,2,REGULAR,substitution,out,,[],1629684,,,1610612748,45,36,0001-01-01T00:00:00,2070000,0,-80,,SUB: Brown FOR Williams,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M10.00S,2020-08-04T23:26:38Z,2,REGULAR,turnover,outofbounds,badpass,[],201609,,,1610612748,45,36,2020-08-04T23:26:47,2110000,-6,298,right,Dragic Out of Bounds - Bad Pass Turnover Turnover (P1.T5),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
213,PT07M01.00S,2020-08-04T23:26:54Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,45,36,0001-01-01T00:00:00,2120000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M53.00S,2020-08-04T23:27:11Z,2,REGULAR,2pt,layup,driving,"['pointsinthepaint', 'fromturnover']",202330,6.65,42.96,1610612738,45,38,2020-08-04T23:27:18,2130000,35,10,left,Hayward 4' Driving Layup (6 PTS),[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,6.0,Made,3.64,,,,,,,,,,,,,,,,,,
215,PT06M39.00S,2020-08-04T23:27:25Z,2,REGULAR,2pt,jumpshot,,[],1629639,77.48,23.6,1610612748,45,38,2020-08-04T23:27:30,2140000,-132,159,right,MISS Herro 21' Jump Shot,[1629639],1610612748,MIA,1,Herro,T. Herro,,,,,,,0.0,Missed,20.67,,,,,,,,,,,,,,,,,,
216,PT06M37.00S,2020-08-04T23:27:27Z,2,REGULAR,rebound,defensive,,[],202330,,,1610612738,45,38,2020-08-04T23:27:30,2150000,-132,159,right,Hayward REBOUND (Off:1 Def:2),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,3.0,2.0,1.0,215.0,,,,,,,,,,,,,,
217,PT06M30.00S,2020-08-04T23:27:34Z,2,REGULAR,turnover,badpass,,[],202330,,,1610612738,45,38,2020-08-04T23:27:38,2160000,13,50,left,Hayward Bad Pass Turnover (P1.T6) Stolen,"[202330, 1629639]",1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,Herro,1629639.0,1.0,1.0,,,,,,,,,,
218,PT06M30.00S,2020-08-04T23:27:34Z,2,REGULAR,steal,,,[],1629639,,,1610612748,45,38,0001-01-01T00:00:00,2170000,13,50,left, STEAL ,[1629639],1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M20.00S,2020-08-04T23:27:44Z,2,REGULAR,2pt,jumpshot,pullup,['fromturnover'],1629639,76.43,47.62,1610612748,47,38,2020-08-04T23:27:49,2180000,-12,169,right,Herro 17' Pullup Jump Shot (11 PTS) (Olynyk 5 AST),"[1629639, 203482]",1610612748,MIA,1,Herro,T. Herro,,,,,,,11.0,Made,16.94,,,,,,,,,Olynyk,203482.0,5.0,,,,,,,
221,PT05M51.00S,2020-08-04T23:28:13Z,2,REGULAR,3pt,jumpshot,,[],1628464,32.8,56.93,1610612738,47,41,2020-08-04T23:28:18,2200000,-35,256,left,Theis 26' 3PT Jump Shot (5 PTS) (Ojeleye 1 AST),"[1628464, 1628400]",1610612738,BOS,1,Theis,D. Theis,,,,,,,5.0,Made,25.84,,,,,,,,,Ojeleye,1628400.0,1.0,,,,,,,
223,PT05M27.00S,2020-08-04T23:28:37Z,2,REGULAR,3pt,jumpshot,,[],203482,96.14,3.01,1610612748,47,41,2020-08-04T23:28:42,2220000,-235,-16,right,MISS Olynyk 24' 3PT Jump Shot,[203482],1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,0.0,Missed,23.55,,,,,,,,,,,,,,,,,,
224,PT05M25.00S,2020-08-04T23:28:39Z,2,REGULAR,rebound,offensive,,[],2738,,,1610612748,47,41,2020-08-04T23:28:42,2230000,-235,-16,right,Iguodala REBOUND (Off:1 Def:2),[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,3.0,2.0,1.0,223.0,,,,,,,,,,,,,,
225,PT05M16.00S,2020-08-04T23:28:49Z,2,REGULAR,3pt,jumpshot,,['2ndchance'],2738,95.27,94.7,1610612748,50,41,2020-08-04T23:30:14,2240000,224,-8,right,Iguodala 3PT Jump Shot (3 PTS) (Herro 2 AST),"[2738, 1629639]",1610612748,MIA,1,Iguodala,A. Iguodala,,,,,,,3.0,Made,22.41,,,,,,,,,Herro,1629639.0,2.0,,,,,,,
227,PT04M59.00S,2020-08-04T23:29:05Z,2,REGULAR,3pt,jumpshot,pullup,[],202689,26.49,81.93,1610612738,50,44,2020-08-04T23:29:13,2260000,-160,197,left,Walker 25' 3PT Pullup Jump Shot (3 PTS),[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,3.0,Made,25.38,,,,,,,,,,,,,,,,,,
228,PT04M44.00S,2020-08-04T23:29:20Z,2,REGULAR,3pt,jumpshot,,[],203482,71.7,74.33,1610612748,53,44,2020-08-04T23:29:26,2270000,122,214,right,Olynyk 25' 3PT Jump Shot (8 PTS) (Dragic 1 AST),"[203482, 201609]",1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,8.0,Made,24.63,,,,,,,,,Dragic,201609.0,1.0,,,,,,,
230,PT04M30.00S,2020-08-04T23:29:35Z,2,REGULAR,2pt,jumpshot,stepback,['pointsinthepaint'],202330,11.78,46.15,1610612738,53,46,2020-08-04T23:29:43,2290000,19,58,left,Hayward 6' Step Back Jump Shot (8 PTS),[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,8.0,Made,6.1,,,,,,,,,,,,,,,,,,
231,PT04M30.00S,2020-08-04T23:29:42Z,2,REGULAR,foul,personal,shooting,['1freethrow'],203482,,,1610612738,53,46,2020-08-04T23:29:51,2300000,19,58,left,Olynyk S.FOUL (P1.T3),"[203482, 202330]",1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,1.0,0.0,202026.0
233,PT04M30.00S,2020-08-04T23:29:54Z,2,REGULAR,substitution,out,,[],1627884,,,1610612738,53,46,2020-08-04T23:30:14,2320000,0,-80,,SUB: Adebayo FOR Jones Jr.,[1627884],1610612748,MIA,0,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M30.00S,2020-08-04T23:29:54Z,2,REGULAR,substitution,out,,[],201609,,,1610612738,53,46,2020-08-04T23:30:14,2330000,0,-80,,SUB: Crowder FOR Dragic,[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M30.00S,2020-08-04T23:29:54Z,2,REGULAR,substitution,out,,[],203482,,,1610612738,53,46,2020-08-04T23:30:14,2340000,0,-80,,SUB: Nunn FOR Olynyk,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M30.00S,2020-08-04T23:29:54Z,2,REGULAR,substitution,out,,[],1628400,,,1610612738,53,46,2020-08-04T23:30:14,2350000,0,-80,,SUB: Smart FOR Ojeleye,[1628400],1610612738,BOS,0,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M30.00S,2020-08-04T23:30:25Z,2,REGULAR,freethrow,1of1,,[],202330,,,1610612738,53,47,0001-01-01T00:00:00,2400000,250,-52,left,Hayward Free Throw 1 of 1 (9 PTS),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
242,PT04M09.00S,2020-08-04T23:30:47Z,2,REGULAR,2pt,layup,,['pointsinthepaint'],1628389,93.12,36.83,1610612748,53,47,2020-08-04T23:38:24,2410000,-66,12,right,MISS Adebayo 7' Layup Blocked,"[1628389, 1628464]",1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,0.0,Missed,6.71,,,,,,,,,,,,1628464.0,Theis,,,,,
280,PT04M09.00S,2020-08-04T23:30:47Z,2,REGULAR,block,,,[],1628464,,,1610612748,58,47,2020-08-04T23:38:24,2415000,-66,12,right, BLOCK ,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M07.00S,2020-08-04T23:30:49Z,2,REGULAR,rebound,offensive,,[],1628389,,,1610612748,53,47,2020-08-04T23:38:24,2420000,-66,12,right,Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,3.0,2.0,1.0,242.0,,,,,,,,,,,,,,
244,PT04M07.00S,2020-08-04T23:30:51Z,2,REGULAR,2pt,jumpshot,turnaround,"['pointsinthepaint', '2ndchance']",1628389,92.85,45.41,1610612748,53,47,2020-08-04T23:38:32,2430000,-23,15,right,MISS Adebayo 3' Turnaround Jump Shot,[1628389],1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,0.0,Missed,2.75,,,,,,,,,,,,,,,,,,
245,PT04M05.00S,2020-08-04T23:30:53Z,2,REGULAR,rebound,defensive,,[],202330,,,1610612738,53,47,2020-08-04T23:38:32,2440000,-23,15,right,Hayward REBOUND (Off:1 Def:3),[202330],1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,4.0,3.0,1.0,244.0,,,,,,,,,,,,,,
246,PT03M59.00S,2020-08-04T23:30:55Z,2,REGULAR,3pt,jumpshot,,['fastbreak'],203935,22.95,12.08,1610612738,53,47,2020-08-04T23:31:02,2450000,190,163,left,MISS Smart 25' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,25.03,,,,,,,,,,,,,,,,,,
247,PT03M56.00S,2020-08-04T23:30:58Z,2,REGULAR,rebound,defensive,,[],2738,,,1610612748,53,47,2020-08-04T23:31:02,2460000,190,163,left,Iguodala REBOUND (Off:1 Def:3),[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,4.0,3.0,1.0,246.0,,,,,,,,,,,,,,
248,PT03M39.00S,2020-08-04T23:31:15Z,2,REGULAR,3pt,jumpshot,pullup,[],1629639,72.36,78.26,1610612748,53,47,2020-08-04T23:31:20,2470000,141,207,right,MISS Herro 25' 3PT Pullup Jump Shot,[1629639],1610612748,MIA,1,Herro,T. Herro,,,,,,,0.0,Missed,25.05,,,,,,,,,,,,,,,,,,
249,PT03M36.00S,2020-08-04T23:31:18Z,2,REGULAR,rebound,defensive,,[],1628464,,,1610612738,53,47,2020-08-04T23:31:20,2480000,141,207,right,Theis REBOUND (Off:0 Def:2),[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,2.0,2.0,0.0,248.0,,,,,,,,,,,,,,
251,PT03M29.00S,2020-08-04T23:31:36Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612738,53,47,0001-01-01T00:00:00,2500000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M29.00S,2020-08-04T23:32:11Z,2,REGULAR,timeout,full,,"['team', 'mandatory']",0,,,1610612738,53,47,0001-01-01T00:00:00,2510000,0,-80,,Celtics Timeout: Regular (Reg.2 Short 0),[],1610612738,BOS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M29.00S,2020-08-04T23:34:46Z,2,REGULAR,substitution,out,,[],1629639,,,1610612738,53,47,0001-01-01T00:00:00,2520000,0,-80,,SUB: Robinson FOR Herro,[1629639],1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M29.00S,2020-08-04T23:34:46Z,2,REGULAR,substitution,out,,[],1628464,,,1610612738,53,47,0001-01-01T00:00:00,2530000,0,-80,,SUB: Tatum FOR Theis,[1628464],1610612738,BOS,0,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M13.00S,2020-08-04T23:35:38Z,2,REGULAR,2pt,jumpshot,drivingbank,['pointsinthepaint'],1627759,13.49,36.59,1610612738,53,47,2020-08-04T23:36:01,2560000,67,74,left,MISS Brown 10' Driving Floating Bank Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,9.98,,,,,,,,,,,,,,,,,,
258,PT03M13.00S,2020-08-04T23:35:38Z,2,REGULAR,rebound,offensive,,[],203935,,,1610612738,53,47,2020-08-04T23:36:07,2570000,67,74,left,Smart REBOUND (Off:1 Def:0),[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,1.0,0.0,1.0,257.0,,,,,,,,,,,,,,
259,PT03M09.00S,2020-08-04T23:35:41Z,2,REGULAR,2pt,layup,tip,"['2ndchance', 'pointsinthepaint']",203935,5.0,50.0,1610612738,53,47,2020-08-04T23:35:52,2580000,0,-6,left,MISS Smart 1' Tip Layup Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,0.6,,,,,,,,,,,,,,,,,,
260,PT03M08.00S,2020-08-04T23:35:42Z,2,REGULAR,rebound,defensive,,[],1628389,,,1610612748,53,47,2020-08-04T23:35:52,2590000,0,-6,left,Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,4.0,3.0,1.0,259.0,,,,,,,,,,,,,,
261,PT03M05.00S,2020-08-04T23:35:45Z,2,REGULAR,3pt,jumpshot,,['fastbreak'],1629130,92.85,94.92,1610612748,56,47,2020-08-04T23:36:12,2600000,225,15,right,Robinson 3PT Jump Shot (9 PTS) (Adebayo 2 AST),"[1629130, 1628389]",1610612748,MIA,1,Robinson,D. Robinson,,,,,,,9.0,Made,22.55,,,,,,,,,Adebayo,1628389.0,2.0,,,,,,,
263,PT02M50.00S,2020-08-04T23:36:00Z,2,REGULAR,3pt,jumpshot,,[],202330,31.88,46.39,1610612738,56,47,2020-08-04T23:36:35,2620000,18,247,left,MISS Hayward 25' 3PT Jump Shot Blocked,"[202330, 2738]",1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,24.77,,,,,,,,,,,,2738.0,Iguodala,,,,,
264,PT02M50.00S,2020-08-04T23:36:00Z,2,REGULAR,block,,,[],2738,,,1610612738,56,47,0001-01-01T00:00:00,2630000,18,247,left, BLOCK ,[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M50.00S,2020-08-04T23:36:00Z,2,REGULAR,rebound,defensive,,[],1629134,,,1610612748,56,47,2020-08-04T23:36:40,2640000,18,247,left,Nunn REBOUND (Off:0 Def:1),[1629134],1610612748,MIA,0,Nunn,K. Nunn,,,,,,,,,,1.0,1.0,0.0,263.0,,,,,,,,,,,,,,
266,PT02M37.00S,2020-08-04T23:36:16Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612748,56,47,0001-01-01T00:00:00,2650000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M30.00S,2020-08-04T23:36:40Z,2,REGULAR,turnover,badpass,,[],1628389,,,1610612748,56,47,2020-08-04T23:36:46,2660000,108,53,right,Adebayo Bad Pass Turnover (P1.T6) Stolen,"[1628389, 1628369]",1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,,,,,Tatum,1628369.0,1.0,1.0,,,,,,,,,,
268,PT02M30.00S,2020-08-04T23:36:40Z,2,REGULAR,steal,,,[],1628369,,,1610612738,56,47,0001-01-01T00:00:00,2670000,108,53,right, STEAL ,[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M21.00S,2020-08-04T23:36:49Z,2,REGULAR,2pt,layup,driving,"['pointsinthepaint', 'fromturnover']",202689,6.39,53.01,1610612738,56,47,2020-08-04T23:40:44,2680000,-15,8,left,MISS Walker 2' Driving Layup,[202689],1610612738,BOS,1,Walker,K. Walker,,,,,,,0.0,Missed,1.7,,,,,,,,,,,,,,,,,,
270,PT02M18.00S,2020-08-04T23:36:52Z,2,REGULAR,rebound,defensive,,[],1628389,,,1610612748,56,47,2020-08-04T23:36:53,2690000,-15,8,left,Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,5.0,4.0,1.0,269.0,,,,,,,,,,,,,,
271,PT02M15.00S,2020-08-04T23:36:55Z,2,REGULAR,3pt,jumpshot,pullup,[],1629130,78.4,87.08,1610612748,56,47,2020-08-04T23:37:03,2700000,185,151,right,MISS Robinson 24' 3PT Pullup Jump Shot,[1629130],1610612748,MIA,1,Robinson,D. Robinson,,,,,,,0.0,Missed,23.88,,,,,,,,,,,,,,,,,,
272,PT02M13.00S,2020-08-04T23:36:57Z,2,REGULAR,rebound,offensive,,[],1628389,,,1610612748,56,47,0001-01-01T00:00:00,2710000,185,151,right,Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,6.0,4.0,2.0,271.0,,,,,,,,,,,,,,
273,PT02M09.00S,2020-08-04T23:37:01Z,2,REGULAR,2pt,dunk,,"['pointsinthepaint', '2ndchance']",1628389,92.33,47.86,1610612748,58,47,2020-08-04T23:37:09,2720000,-11,20,right,Adebayo 2' Dunk (6 PTS),[1628389],1610612748,MIA,1,Adebayo,B. Adebayo,,,,,,,6.0,Made,2.28,,,,,,,,,,,,,,,,,,
274,PT01M55.00S,2020-08-04T23:37:15Z,2,REGULAR,3pt,jumpshot,,[],202330,26.36,19.68,1610612738,58,47,2020-08-04T23:37:20,2730000,152,195,left,MISS Hayward 25' 3PT Jump Shot,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,24.72,,,,,,,,,,,,,,,,,,
275,PT01M53.00S,2020-08-04T23:37:17Z,2,REGULAR,rebound,defensive,,[],1628389,,,1610612748,58,47,2020-08-04T23:37:20,2740000,152,195,left,Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,7.0,5.0,2.0,274.0,,,,,,,,,,,,,,
276,PT01M46.00S,2020-08-04T23:37:27Z,2,REGULAR,foul,personal,shooting,['2freethrow'],202689,,,1610612748,58,47,2020-08-04T23:37:35,2750000,-6,54,right,Walker S.FOUL (P1.T3),"[202689, 1628389]",1610612738,BOS,0,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,1.0,0.0,101283.0
278,PT01M46.00S,2020-08-04T23:37:55Z,2,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,58,47,0001-01-01T00:00:00,2770000,-250,888,right,MISS Adebayo Free Throw 1 of 2,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
279,PT01M46.00S,2020-08-04T23:37:55Z,2,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612748,58,47,0001-01-01T00:00:00,2780000,-250,888,right,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,278.0,,,,,,,,,,,,,,
281,PT01M46.00S,2020-08-04T23:38:12Z,2,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,59,47,0001-01-01T00:00:00,2790000,-250,888,right,Adebayo Free Throw 2 of 2 (7 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,7.0,Made,,,,,,,,,,,,,,,,,,,
282,PT01M24.00S,2020-08-04T23:38:36Z,2,REGULAR,3pt,jumpshot,,[],203935,32.54,49.58,1610612738,59,47,2020-08-04T23:38:42,2800000,2,253,left,MISS Smart 25' 3PT Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,25.3,,,,,,,,,,,,,,,,,,
283,PT01M22.00S,2020-08-04T23:38:38Z,2,REGULAR,rebound,defensive,,[],1628389,,,1610612748,59,47,2020-08-04T23:38:42,2810000,2,253,left,Adebayo REBOUND (Off:2 Def:6),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,,,,8.0,6.0,2.0,282.0,,,,,,,,,,,,,,
284,PT01M10.00S,2020-08-04T23:38:53Z,2,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",1628369,,,1610612748,59,47,2020-08-04T23:38:57,2820000,73,63,right,Tatum P.FOUL (P2.PN),"[1628369, 1628389]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,2.0,0.0,1146.0
286,PT01M10.00S,2020-08-04T23:39:18Z,2,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,60,47,0001-01-01T00:00:00,2840000,-250,888,right,Adebayo Free Throw 1 of 2 (8 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,8.0,Made,,,,,,,,,,,,,,,,,,,
287,PT01M10.00S,2020-08-04T23:39:19Z,2,REGULAR,substitution,out,,[],1629130,,,1610612748,60,47,0001-01-01T00:00:00,2850000,0,-80,,SUB: Herro FOR Robinson,[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M10.00S,2020-08-04T23:39:40Z,2,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,61,47,0001-01-01T00:00:00,2870000,-250,888,right,Adebayo Free Throw 2 of 2 (9 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
290,PT00M59.20S,2020-08-04T23:39:55Z,2,REGULAR,2pt,jumpshot,,['pointsinthepaint'],203935,14.14,45.17,1610612738,61,47,2020-08-04T23:39:59,2880000,24,80,left,MISS Smart 8' Jump Shot,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,8.35,,,,,,,,,,,,,,,,,,
291,PT00M56.70S,2020-08-04T23:39:57Z,2,REGULAR,rebound,defensive,,[],2738,,,1610612748,61,47,2020-08-04T23:39:59,2890000,24,80,left,Iguodala REBOUND (Off:1 Def:4),[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,5.0,4.0,1.0,290.0,,,,,,,,,,,,,,
292,PT00M51.60S,2020-08-04T23:40:04Z,2,REGULAR,foul,personal,,"['inpenalty', '2freethrow']",202330,,,1610612748,61,47,2020-08-04T23:40:29,2900000,-33,121,right,Hayward P.FOUL (P1.PN),"[202330, 1628389]",1610612738,BOS,0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,1.0,0.0,101283.0
294,PT00M51.60S,2020-08-04T23:40:50Z,2,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,62,47,0001-01-01T00:00:00,2920000,-250,888,right,Adebayo Free Throw 1 of 2 (10 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
295,PT00M51.60S,2020-08-04T23:41:09Z,2,REGULAR,freethrow,2of2,,[],1628389,,,1610612748,63,47,0001-01-01T00:00:00,2930000,-250,888,right,Adebayo Free Throw 2 of 2 (11 PTS),[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,11.0,Made,,,,,,,,,,,,,,,,,,,
296,PT00M41.20S,2020-08-04T23:41:20Z,2,REGULAR,2pt,layup,,['pointsinthepaint'],1627759,6.13,44.68,1610612738,63,49,2020-08-04T23:41:25,2940000,27,5,left,Brown 3' Layup (8 PTS) (Walker 2 AST),"[1627759, 202689]",1610612738,BOS,1,Brown,J. Brown,,,,,,,8.0,Made,2.75,,,,,,,,,Walker,202689.0,2.0,,,,,,,
298,PT00M29.70S,2020-08-04T23:41:35Z,2,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",203935,,,1610612748,63,49,2020-08-04T23:41:44,2960000,22,25,right,Smart S.FOUL (P4.PN),"[203935, 1628389]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,Adebayo,1628389.0,4.0,0.0,1146.0
300,PT00M29.70S,2020-08-04T23:41:59Z,2,REGULAR,freethrow,1of2,,[],1628389,,,1610612748,63,49,2020-08-04T23:42:28,2980000,-250,888,right,MISS Adebayo Free Throw 1 of 2,[1628389],1610612748,MIA,0,Adebayo,B. Adebayo,,,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,,
301,PT00M29.70S,2020-08-04T23:41:59Z,2,REGULAR,rebound,offensive,,"['team', 'deadball']",0,,,1610612748,63,49,2020-08-04T23:42:28,2990000,-250,888,right,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,300.0,,,,,,,,,,,,,,
302,PT00M29.70S,2020-08-04T23:42:00Z,2,REGULAR,substitution,out,,[],1629639,,,1610612748,63,49,0001-01-01T00:00:00,3000000,0,-80,,SUB: Jones Jr. FOR Herro,[1629639],1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,
