actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
528,PT07M55.00S,2020-09-24T02:44:03.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,27.54599211563732,80.7061887254902,1610612738,89,85,2020-09-24T02:44:06Z,5220000,-154.0,206.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
529,PT07M54.00S,2020-09-24T02:44:04.4Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,89,85,2020-09-24T02:44:06Z,5230000,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,528.0,,,,6.0,6.0,0.0,,,,,,,,,
530,PT07M42.00S,2020-09-24T02:44:17.8Z,4,REGULAR,3pt,Jump Shot,[],201609,90.88370565045992,3.5003063725490198,1610612748,89,85,2020-09-24T02:44:23Z,5240000,-232.0,33.0,1,right,MISS G. Dragic 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
531,PT07M38.00S,2020-09-24T02:44:21.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,89,85,2020-09-24T02:44:31Z,5250000,,,0,,J. Brown REBOUND (Off:0 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,530.0,,,,9.0,9.0,0.0,,,,,,,,,
532,PT07M36.00S,2020-09-24T02:44:34.0Z,4,REGULAR,foul,personal,[],1629639,,,1610612738,89,85,2020-09-24T02:44:42Z,5260000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1627759]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,202027.0,,1.0,0.0,Brown,1627759.0,,,
534,PT07M26.00S,2020-09-24T02:45:07.6Z,4,REGULAR,turnover,lost ball,[],203935,,,1610612738,89,85,2020-09-24T02:48:51Z,5280000,,,0,,M. Smart lost ball TURNOVER (2 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1162.0,2.0,,,,,,,
535,PT07M26.00S,2020-09-24T02:45:12.3Z,4,REGULAR,foul,personal,[],203935,,,1610612748,89,85,2020-09-24T02:45:17Z,5290000,,,0,,M. Smart loose ball personal FOUL (4 PF),"[203935, 202710]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1162.0,,4.0,0.0,Butler,202710.0,,,
537,PT07M05.00S,2020-09-24T02:45:42.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202710,95.22010512483574,74.82383578431373,1610612748,89,85,2020-09-24T02:45:45Z,5310000,124.0,-8.0,1,right,MISS J. Butler 12' step back Shot,[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,12.41,Missed,,,,,,,,,,,,,,,,,,,
538,PT07M04.00S,2020-09-24T02:45:43.1Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,89,85,2020-09-24T02:45:48Z,5320000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,537.0,,,,2.0,2.0,0.0,,,,,,,,,
539,PT06M55.00S,2020-09-24T02:45:51.5Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,89,85,2020-09-24T02:45:55Z,5330000,,,0,,M. Smart bad pass TURNOVER (3 TOV),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,3.0,,,,,Adebayo,1628389.0,
540,PT06M55.00S,2020-09-24T02:45:51.5Z,4,REGULAR,steal,,[],1628389,,,1610612748,89,85,2020-09-24T02:45:53Z,5340000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M49.00S,2020-09-24T02:45:58.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,93.77463863337714,51.049325980392155,1610612748,91,85,2020-09-24T02:46:06Z,5350000,5.0,6.0,1,right,T. Herro running reverse Layup (30 PTS),[1629639],1610612748.0,MIA,running reverse,,,Herro,T. Herro,,,,,1.26,Made,30.0,,,,,,,,,,,,,,,,,,
542,PT06M41.00S,2020-09-24T02:46:09.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,91,85,2020-09-24T02:46:09Z,5360000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M41.00S,2020-09-24T02:48:55.2Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,91,85,2020-09-24T02:49:27Z,5370000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M41.00S,2020-09-24T02:48:55.2Z,4,REGULAR,substitution,in,[],202330,,,1610612738,91,85,2020-09-24T02:49:27Z,5380000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M37.00S,2020-09-24T02:49:50.7Z,4,REGULAR,2pt,Jump Shot,[],1628369,11.514454664914586,66.49050245098039,1610612738,91,87,2020-09-24T02:49:55Z,5390000,-82.0,56.0,1,left,J. Tatum 10' fadeaway Jump Shot (20 PTS) (M. Smart 11 AST),"[1628369, 203935]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.27,Made,20.0,,,,M. Smart,203935.0,11.0,,,,,,,,,,,,
546,PT06M12.00S,2020-09-24T02:50:15.1Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1628389,87.72996057818659,41.98069852941176,1610612748,93,87,2020-09-24T02:50:21Z,5400000,-40.0,63.0,1,right,B. Adebayo 7' hook (20 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,7.92,Made,20.0,,,,T. Herro,1629639.0,3.0,,,,,,,,,,,,
548,PT05M55.00S,2020-09-24T02:50:32.3Z,4,REGULAR,3pt,Jump Shot,[],202330,10.463206307490145,2.7650122549019605,1610612738,93,87,2020-09-24T02:50:35Z,5420000,236.0,46.0,1,left,MISS G. Hayward 24' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
549,PT05M54.00S,2020-09-24T02:50:33.3Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,93,87,2020-09-24T02:50:39Z,5430000,,,0,,B. Adebayo REBOUND (Off:2 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,548.0,,,,11.0,9.0,2.0,,,,,,,,,
550,PT05M43.00S,2020-09-24T02:50:46.9Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,93,87,2020-09-24T02:50:58Z,5440000,,,0,,J. Brown shooting personal FOUL (4 PF) (Dragic 2 FT),"[1627759, 201609]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1162.0,,4.0,0.0,Dragic,201609.0,,,
552,PT05M43.00S,2020-09-24T02:51:19.4Z,4,REGULAR,freethrow,1 of 2,[],201609,,,1610612748,94,87,2020-09-24T02:51:19Z,5460000,,,0,,G. Dragic Free Throw 1 of 2 (16 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
553,PT05M43.00S,2020-09-24T02:51:36.0Z,4,REGULAR,freethrow,2 of 2,[],201609,,,1610612748,95,87,2020-09-24T02:51:36Z,5470000,,,0,,G. Dragic Free Throw 2 of 2 (17 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
554,PT05M38.00S,2020-09-24T02:51:53.7Z,4,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,95,87,2020-09-24T02:53:47Z,5480000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628389, 1628369]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Tatum,1628369.0,,,
556,PT05M38.00S,2020-09-24T02:52:24.5Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,95,88,2020-09-24T02:52:24Z,5500000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
557,PT05M38.00S,2020-09-24T02:52:26.8Z,4,REGULAR,substitution,out,[],202689,,,1610612738,95,88,2020-09-24T02:52:29Z,5510000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M38.00S,2020-09-24T02:52:26.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,95,88,2020-09-24T02:52:29Z,5520000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M38.00S,2020-09-24T02:52:42.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,95,89,2020-09-24T02:52:42Z,5530000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
560,PT05M24.00S,2020-09-24T02:53:01.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612748,95,89,2020-09-24T02:53:14Z,5540000,,,0,,J. Brown personal FOUL (5 PF),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1162.0,,5.0,0.0,Adebayo,1628389.0,,,
562,PT05M13.00S,2020-09-24T02:53:47.7Z,4,REGULAR,3pt,Jump Shot,[],201609,66.96780551905388,41.490502450980394,1610612748,95,89,2020-09-24T02:54:00Z,5560000,-43.0,258.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
563,PT05M10.00S,2020-09-24T02:53:50.7Z,4,REGULAR,rebound,offensive,[],2738,,,1610612748,95,89,2020-09-24T02:54:00Z,5570000,,,0,,A. Iguodala REBOUND (Off:1 Def:1),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,562.0,,,,2.0,1.0,1.0,,,,,,,,,
564,PT05M07.00S,2020-09-24T02:53:54.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,80.76544021024968,53.255208333333336,1610612748,95,89,2020-09-24T02:54:03Z,5580000,16.0,128.0,1,right,MISS J. Butler 13' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,13.48,Missed,,,,,,,,,,,,,,,,,,,
565,PT05M05.00S,2020-09-24T02:53:56.0Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,95,89,2020-09-24T02:53:56Z,5590000,,,0,,B. Adebayo REBOUND (Off:3 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,564.0,,,,12.0,9.0,3.0,,,,,,,,,
566,PT05M02.00S,2020-09-24T02:53:58.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,78.26872536136662,91.98069852941177,1610612748,95,89,2020-09-24T02:54:31Z,5600000,210.0,152.0,1,right,MISS T. Herro 26' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
567,PT05M01.00S,2020-09-24T02:53:59.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,95,89,2020-09-24T02:54:10Z,5610000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,
568,PT05M01.00S,2020-09-24T02:54:11.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,95,89,2020-09-24T02:55:04Z,5620000,,,0,,B. Adebayo loose ball personal FOUL (3 PF),"[1628389, 203935]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,1146.0,,3.0,0.0,Smart,203935.0,,,
570,PT05M01.00S,2020-09-24T02:54:37.3Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,95,90,2020-09-24T02:54:37Z,5640000,,,0,,M. Smart Free Throw 1 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
571,PT05M01.00S,2020-09-24T02:54:37.3Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,95,90,2020-09-24T02:54:56Z,5650000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
572,PT05M01.00S,2020-09-24T02:54:37.3Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,95,90,2020-09-24T02:54:59Z,5660000,,,0,,J. Butler REBOUND (Off:3 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,571.0,,,,8.0,5.0,3.0,,,,,,,,,
573,PT04M39.00S,2020-09-24T02:55:15.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.57621550591328,52.029718137254896,1610612748,95,90,2020-09-24T02:55:18Z,5670000,10.0,92.0,1,right,MISS B. Adebayo 9' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,9.85,Missed,,,,,,,,,,,,,,,,,,,
574,PT04M38.00S,2020-09-24T02:55:16.0Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,95,90,2020-09-24T02:55:21Z,5680000,,,0,,G. Hayward REBOUND (Off:1 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,573.0,,,,6.0,5.0,1.0,,,,,,,,,
575,PT04M31.00S,2020-09-24T02:55:23.7Z,4,REGULAR,3pt,Jump Shot,[],203935,29.38567674113009,73.59834558823529,1610612738,95,90,2020-09-24T02:55:27Z,5690000,-118.0,224.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
576,PT04M30.00S,2020-09-24T02:55:24.7Z,4,REGULAR,rebound,defensive,[],201609,,,1610612748,95,90,2020-09-24T02:55:30Z,5700000,,,0,,G. Dragic REBOUND (Off:1 Def:4),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,575.0,,,,5.0,4.0,1.0,,,,,,,,,
577,PT04M09.00S,2020-09-24T02:55:45.0Z,4,REGULAR,3pt,Jump Shot,[],1629639,67.88764783180025,20.412071078431374,1610612748,98,90,2020-09-24T02:56:18Z,5710000,-148.0,249.0,1,right,T. Herro 29' 3PT pullup (33 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,29.47,Made,33.0,,,,,,,,,,,,,,,,,,
578,PT03M56.00S,2020-09-24T02:55:58.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,28.33442838370565,77.76501225490196,1610612738,98,93,2020-09-24T02:56:03Z,5720000,-139.0,214.0,1,left,J. Brown 25' 3PT  (18 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.95,Made,18.0,,,,J. Tatum,1628369.0,4.0,,,,,,,,,,,,
580,PT03M47.00S,2020-09-24T02:56:12.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,98,93,2020-09-24T02:56:12Z,5740000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M47.00S,2020-09-24T02:57:13.0Z,4,REGULAR,substitution,out,[],1628464,,,1610612748,98,93,2020-09-24T02:57:36Z,5750000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M47.00S,2020-09-24T02:57:13.0Z,4,REGULAR,substitution,in,[],202689,,,1610612748,98,93,2020-09-24T02:57:36Z,5760000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M34.00S,2020-09-24T02:58:00.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,65.65374507227332,57.421875,1610612748,98,93,2020-09-24T02:58:05Z,5770000,37.0,270.0,1,right,MISS T. Herro 27' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,27.84,Missed,,,,,,,,,,,,,,,,,,,
584,PT03M33.00S,2020-09-24T02:58:01.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,98,93,2020-09-24T02:58:05Z,5780000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,
585,PT03M33.00S,2020-09-24T02:58:05.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,98,93,2020-09-24T02:58:05Z,5790000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M27.00S,2020-09-24T02:58:21.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,25.312089356110377,13.059129901960784,1610612738,98,93,2020-09-24T02:58:26Z,5800000,185.0,185.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
587,PT03M26.00S,2020-09-24T02:58:22.8Z,4,REGULAR,rebound,offensive,[],202689,,,1610612738,98,93,2020-09-24T02:58:30Z,5810000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,586.0,,,,3.0,2.0,1.0,,,,,,,,,
589,PT03M17.00S,2020-09-24T02:58:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,7.046649145860711,51.78462009803921,1610612738,98,95,2020-09-24T02:58:34Z,5820000,-9.0,14.0,1,left,M. Smart cutting Layup (10 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,2.12,Made,10.0,,,,J. Brown,1627759.0,2.0,,,,,,,,,,,,
591,PT03M02.00S,2020-09-24T02:58:49.2Z,4,REGULAR,foul,personal,[],202330,,,1610612748,98,95,2020-09-24T02:58:56Z,5840000,,,0,,G. Hayward personal FOUL (4 PF),"[202330, 1628389]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,1162.0,,4.0,0.0,Adebayo,1628389.0,,,
593,PT02M47.00S,2020-09-24T02:59:38.0Z,4,REGULAR,3pt,Jump Shot,[],201609,73.53810775295663,15.510110294117647,1610612748,98,95,2020-09-24T02:59:42Z,5860000,-172.0,196.0,1,right,MISS G. Dragic 26' pullup 3PT,[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
594,PT02M44.00S,2020-09-24T02:59:41.0Z,4,REGULAR,rebound,offensive,[],202710,,,1610612748,98,95,2020-09-24T03:02:39Z,5870000,,,0,,J. Butler REBOUND (Off:4 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,593.0,,,,9.0,5.0,4.0,,,,,,,,,
595,PT02M31.00S,2020-09-24T02:59:53.7Z,4,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",201609,87.72996057818659,41.24540441176471,1610612748,100,95,2020-09-24T02:59:57Z,5880000,-44.0,63.0,1,right,G. Dragic 8' driving hook (19 PTS),[201609],1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,8.11,Made,19.0,,,,,,,,,,,,,,,,,,
596,PT02M21.00S,2020-09-24T03:00:06.0Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,100,95,2020-09-24T03:00:10Z,5890000,,,0,,J. Tatum traveling TURNOVER (6 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1146.0,6.0,,,,,,,
597,PT02M05.00S,2020-09-24T03:00:37.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,83.919185282523,48.59834558823529,1610612748,102,95,2020-09-24T03:00:41Z,5900000,-7.0,99.0,1,right,J. Butler 10' turnaround fadeaway Jump Shot (21 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,10.44,Made,21.0,,,,,,,,,,,,,,,,,,
598,PT01M52.00S,2020-09-24T03:00:51.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.991458607095925,18.45128676470588,1610612738,102,98,2020-09-24T03:00:54Z,5910000,158.0,220.0,1,left,J. Tatum 27' 3PT  (25 PTS) (G. Hayward 2 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.52,Made,25.0,,,,G. Hayward,202330.0,2.0,,,,,,,,,,,,
600,PT01M36.00S,2020-09-24T03:01:13.3Z,4,REGULAR,3pt,Jump Shot,[],201609,93.11760840998686,4.4806985294117645,1610612748,105,98,2020-09-24T03:01:17Z,5930000,-228.0,12.0,1,right,G. Dragic 3PT  (22 PTS) (A. Iguodala 2 AST),"[201609, 2738]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,22.83,Made,22.0,,,,A. Iguodala,2738.0,2.0,,,,,,,,,,,,
602,PT01M18.00S,2020-09-24T03:01:34.3Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,105,98,2020-09-24T03:01:38Z,5950000,,,0,,M. Smart bad pass TURNOVER (4 TOV),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,4.0,,,,,Adebayo,1628389.0,
603,PT01M18.00S,2020-09-24T03:01:34.3Z,4,REGULAR,steal,,[],1628389,,,1610612748,105,98,2020-09-24T03:01:36Z,5960000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M56.20S,2020-09-24T03:01:58.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,93.38042049934296,46.14736519607843,1610612748,107,98,2020-09-24T03:02:01Z,5970000,-19.0,10.0,1,right,T. Herro cutting Layup (35 PTS) (J. Butler 3 AST),"[1629639, 202710]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,2.46,Made,35.0,,,,J. Butler,202710.0,3.0,,,,,,,,,,,,
606,PT00M56.20S,2020-09-24T03:02:03.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,98,2020-09-24T03:02:03Z,5990000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M50.00S,2020-09-24T03:03:46.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,15.456636005256241,41.98069852941176,1610612738,107,98,2020-09-24T03:03:50Z,6000000,40.0,93.0,1,left,MISS K. Walker 10' driving floating Shot,[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,10.62,Missed,,,,,,,,,,,,,,,,,,,
608,PT00M48.70S,2020-09-24T03:03:47.6Z,4,REGULAR,rebound,offensive,[],202689,,,1610612738,107,98,2020-09-24T03:03:47Z,6010000,,,0,,K. Walker REBOUND (Off:2 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,607.0,,,,4.0,2.0,2.0,,,,,,,,,
609,PT00M42.90S,2020-09-24T03:03:53.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,24.392247043363994,83.89246323529412,1610612738,107,101,2020-09-24T03:04:00Z,6020000,-169.0,177.0,1,left,J. Tatum 24' 3PT step back (28 PTS) (K. Walker 5 AST),"[1628369, 202689]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,24.89,Made,28.0,,,,K. Walker,202689.0,5.0,,,,,,,,,,,,
611,PT00M32.20S,2020-09-24T03:04:10.5Z,4,REGULAR,turnover,bad pass,[],201609,,,1610612748,107,101,2020-09-24T03:07:00Z,6040000,,,0,,G. Dragic bad pass TURNOVER (2 TOV),"[201609, 1628369]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,2.0,,,,,Tatum,1628369.0,
612,PT00M32.20S,2020-09-24T03:04:10.5Z,4,REGULAR,steal,,[],1628369,,,1610612738,107,101,2020-09-24T03:04:12Z,6050000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M30.80S,2020-09-24T03:04:21.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,8.196452036793687,53.36243872549019,1610612738,107,101,2020-09-24T03:10:01Z,6065000,-17.0,25.0,1,left,MISS J. Tatum driving Layup Blocked,"[1628369, 202710]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.44,Missed,,Butler,202710.0,,,,,,,,,,,,,,,,
625,PT00M30.80S,2020-09-24T03:04:21.7Z,4,REGULAR,block,,[],202710,,,1610612738,107,101,2020-09-24T03:09:59Z,6072500,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M29.80S,2020-09-24T03:04:22.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,107,101,2020-09-24T03:09:59Z,6076250,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,,
615,PT00M29.80S,2020-09-24T03:04:33.0Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,107,101,2020-09-24T03:06:24Z,6080000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT00M29.80S,2020-09-24T03:05:19.4Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,107,101,2020-09-24T03:07:32Z,6090000,,,0,,,[],1610612748.0,MIA,overturned,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,No Foul on J. Butler
