actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
460,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,in,[],1627759,,,1610612755,80,76,2019-12-13T02:55:14Z,4550000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,in,[],203954,,,1610612755,80,76,2019-12-13T02:55:14Z,4560000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,80,76,2019-12-13T02:55:14Z,4570000,,,0,,substitution in Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M35.00S,2019-12-13T02:54:59.4Z,3,REGULAR,substitution,in,[],203118,,,1610612755,80,76,2019-12-13T02:55:14Z,4580000,,,0,,substitution in Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M30.00S,2019-12-13T02:55:27.2Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1627732,14.931011826544022,36.58854166666667,1610612755,80,76,2019-12-13T02:55:31Z,4590000,67.0,88.0,1,left,MISS B. Simmons 12' hook,[1627732],1610612755.0,PHI,driving,,,Simmons,B. Simmons,,,,,,,11.5,Missed,,,,,,,,,,,,,,,,,
465,PT02M28.00S,2019-12-13T02:55:29.2Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,80,76,2019-12-13T02:55:31Z,4600000,,,0,,S. Ojeleye REBOUND (Off:0 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,464.0,4.0,4.0,0.0,,,,,,,,,,,,,
466,PT02M19.00S,2019-12-13T02:55:38.1Z,3,REGULAR,2pt,jumpshot,[],1628369,92.85479632063075,73.10814950980392,1610612738,80,76,2019-12-13T02:55:47Z,4610000,116.0,15.0,1,right,MISS J. Tatum 12' jumpshot,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,11.73,Missed,,,,,,,,,,,,,,,,,
467,PT02M16.00S,2019-12-13T02:55:41.1Z,3,REGULAR,rebound,defensive,[],203118,,,1610612755,80,76,2019-12-13T02:55:47Z,4620000,,,0,,M. Scott REBOUND (Off:0 Def:4),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,466.0,4.0,4.0,0.0,,,,,,,,,,,,,
468,PT01M59.00S,2019-12-13T02:56:01.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203954,14.799605781865965,54.48069852941176,1610612755,80,76,2019-12-13T02:56:24Z,4630000,-22.0,87.0,1,left,MISS J. Embiid 9' jumpshot Blocked,"[203954, 202683]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,9.48,Missed,,,,,,,,,,,,,,,Kanter,202683.0,
469,PT01M59.00S,2019-12-13T02:56:01.5Z,3,REGULAR,block,,[],202683,,,1610612755,80,76,2019-12-13T02:56:07Z,4640000,,,0,,E. Kanter BLOCK (2 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M55.00S,2019-12-13T02:56:05.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,80,76,2019-12-13T02:56:24Z,4650000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,
470,PT01M55.00S,2019-12-13T02:56:23.5Z,3,REGULAR,jumpball,recovered,[],203954,,,1610612755,80,76,2019-12-13T02:56:23Z,4660000,,,0,,Jump Ball J. Embiid vs. E. Kanter: Tip to J. Embiid,"[203954, 203954, 202683]",1610612755.0,PHI,heldball,J. Embiid,203954.0,Embiid,J. Embiid,Embiid,203954.0,Kanter,202683.0,,,,,,,,,,,,,,,,,,,,,
474,PT01M53.00S,2019-12-13T02:56:25.0Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627788,33.196452036793694,45.90226715686275,1610612755,80,76,2019-12-13T02:56:33Z,4690000,20.0,260.0,1,left,MISS F. Korkmaz 27' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,26.58,Missed,,,,,,,,,,,,,,,,,
475,PT01M51.00S,2019-12-13T02:56:27.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,80,76,2019-12-13T02:56:33Z,4700000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,474.0,5.0,4.0,1.0,,,,,,,,,,,,,
477,PT01M45.00S,2019-12-13T02:56:32.7Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627759,92.46057818659659,43.94148284313725,1610612738,80,76,2019-12-13T02:56:38Z,4720000,-30.0,18.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,3.86,Missed,,,,,,,,,,,,,,,,,
478,PT01M42.00S,2019-12-13T02:56:35.7Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,80,76,2019-12-13T02:56:38Z,4730000,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,477.0,8.0,7.0,1.0,,,,,,,,,,,,,
479,PT01M37.00S,2019-12-13T02:56:41.7Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627788,6.521024967148489,95.41207107843137,1610612755,80,79,2019-12-13T02:56:45Z,4740000,-227.0,9.0,1,left,F. Korkmaz 23' 3PT  (7 PTS) (M. Thybulle 2 AST),"[1627788, 1629680]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,22.75,Made,,,,,7.0,M. Thybulle,1629680.0,2.0,,,,,,,,,
481,PT01M24.00S,2019-12-13T02:56:54.5Z,3,REGULAR,2pt,jumpshot,[],1628369,79.31997371879106,41.24540441176471,1610612738,80,79,2019-12-13T02:57:02Z,4760000,-44.0,142.0,1,right,MISS J. Tatum 15' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,15.38,Missed,,,,,,,,,,,,,,,,,
482,PT01M22.00S,2019-12-13T02:56:56.5Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,80,79,2019-12-13T02:57:02Z,4770000,,,0,,B. Simmons REBOUND (Off:0 Def:5),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,481.0,5.0,5.0,0.0,,,,,,,,,,,,,
483,PT01M18.00S,2019-12-13T02:57:02.6Z,3,REGULAR,turnover,outofbounds,[],1627732,,,1610612755,80,79,2019-12-13T02:57:09Z,4780000,,,0,,B. Simmons TURNOVER outofbounds (4 TOV),[1627732],1610612755.0,PHI,badpass,,,Simmons,B. Simmons,,,,,202041.0,4.0,,,,,,,,,,,,,,,,,,,
484,PT01M06.00S,2019-12-13T02:57:26.3Z,3,REGULAR,2pt,jumpshot,['fromturnover'],202683,77.61169513797634,45.41207107843137,1610612738,80,79,2019-12-13T02:58:02Z,4790000,-23.0,158.0,1,right,MISS E. Kanter 17' jumpshot,[202683],1610612738.0,BOS,pullup,,,Kanter,E. Kanter,,,,,,,16.51,Missed,,,,,,,,,,,,,,,,,
485,PT01M05.00S,2019-12-13T02:57:26.7Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,80,79,2019-12-13T02:57:36Z,4800000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,484.0,2.0,1.0,1.0,,,,,,,,,,,,,
486,PT01M05.00S,2019-12-13T02:57:32.6Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628369,95.0,50.0,1610612738,80,79,2019-12-13T02:57:53Z,4810000,0.0,-6.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
487,PT01M04.00S,2019-12-13T02:57:34.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,80,79,2019-12-13T02:57:53Z,4820000,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,486.0,9.0,8.0,1.0,,,,,,,,,,,,,
488,PT00M57.70S,2019-12-13T02:57:35.3Z,3,REGULAR,turnover,outofbounds,[],1627732,,,1610612755,80,79,2019-12-13T02:57:43Z,4830000,,,0,,B. Simmons TURNOVER outofbounds (5 TOV),[1627732],1610612755.0,PHI,badpass,,,Simmons,B. Simmons,,,,,1627961.0,5.0,,,,,,,,,,,,,,,,,,,
489,PT00M44.00S,2019-12-13T02:57:58.8Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628369,83.96846254927726,46.174172794117645,1610612738,80,79,2019-12-13T02:58:04Z,4840000,-19.0,98.0,1,right,MISS J. Tatum 11' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,10.54,Missed,,,,,,,,,,,,,,,,,
490,PT00M41.20S,2019-12-13T02:58:01.6Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,80,79,2019-12-13T02:58:04Z,4850000,,,0,,B. Simmons REBOUND (Off:0 Def:6),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,489.0,6.0,6.0,0.0,,,,,,,,,,,,,
491,PT00M28.80S,2019-12-13T02:58:15.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612755,80,79,2019-12-13T02:58:27Z,4860000,,,0,,E. Kanter FOUL personal (2 PF) (Embiid inpenalty),"[202683, 203954]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,1627961.0,,,,,,,,,,,,2.0,0.0,Embiid,203954.0,,,,,
493,PT00M28.80S,2019-12-13T02:58:39.8Z,3,REGULAR,freethrow,1of2,[],203954,,,1610612755,80,80,2019-12-13T02:58:39Z,4880000,,,0,,J. Embiid freethrow 1of2 (21 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
494,PT00M28.80S,2019-12-13T02:58:40.6Z,3,REGULAR,substitution,out,[],202954,,,1610612755,80,80,2019-12-13T02:58:45Z,4890000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M28.80S,2019-12-13T02:58:40.6Z,3,REGULAR,substitution,in,[],202689,,,1610612755,80,80,2019-12-13T02:58:45Z,4900000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M28.80S,2019-12-13T02:59:03.2Z,3,REGULAR,freethrow,2of2,[],203954,,,1610612755,80,81,2019-12-13T02:59:03Z,4910000,,,0,,J. Embiid freethrow 2of2 (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
497,PT00M14.00S,2019-12-13T02:59:20.4Z,3,REGULAR,3pt,jumpshot,[],1627759,71.43561103810775,19.186580882352942,1610612738,80,81,2019-12-13T02:59:28Z,4920000,-154.0,216.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,26.98,Missed,,,,,,,,,,,,,,,,,
498,PT00M10.90S,2019-12-13T02:59:23.5Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,80,81,2019-12-13T02:59:28Z,4930000,,,0,,F. Korkmaz REBOUND (Off:0 Def:3),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,497.0,3.0,3.0,0.0,,,,,,,,,,,,,
499,PT00M01.00S,2019-12-13T02:59:34.7Z,3,REGULAR,turnover,lostball,[],203954,,,1610612755,80,81,2019-12-13T02:59:43Z,4940000,,,0,,J. Embiid TURNOVER lostball (2 TOV) Stolen,"[203954, 202683]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,2.0,,,,,,,,,,,,,,,Kanter,202683.0,,,
500,PT00M01.00S,2019-12-13T02:59:34.7Z,3,REGULAR,steal,,[],202683,,,1610612738,80,81,2019-12-13T02:59:37Z,4950000,,,0,,E. Kanter STEAL (2 STL),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M00.00S,2019-12-13T02:59:41.7Z,3,REGULAR,period,end,[],0,,,1610612738,80,81,2019-12-13T02:59:41Z,4960000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,80,81,2019-12-13T03:02:51Z,4970000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,80,81,2019-12-13T03:02:51Z,4980000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,out,['startperiod'],1627732,,,1610612738,80,81,2019-12-13T03:02:51Z,4990000,,,0,,substitution out Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,out,['startperiod'],1627788,,,1610612738,80,81,2019-12-13T03:02:51Z,5000000,,,0,,substitution out Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,in,['startperiod'],202330,,,1610612738,80,81,2019-12-13T03:02:51Z,5010000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,in,['startperiod'],202954,,,1610612738,80,81,2019-12-13T03:02:51Z,5020000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,in,['startperiod'],1626196,,,1610612738,80,81,2019-12-13T03:02:51Z,5030000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2019-12-13T03:00:45.7Z,4,REGULAR,substitution,in,['startperiod'],203526,,,1610612738,80,81,2019-12-13T03:02:51Z,5040000,,,0,,substitution in Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2019-12-13T03:03:15.9Z,4,REGULAR,period,start,[],0,,,1610612755,80,81,2019-12-13T03:03:15Z,5050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M49.00S,2019-12-13T03:03:29.9Z,4,REGULAR,foul,personal,[],202954,,,1610612755,80,81,2019-12-13T03:03:57Z,5060000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 1626196]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,1627961.0,,,,,,,,,,,,2.0,0.0,Richardson,1626196.0,,,,,
513,PT11M43.00S,2019-12-13T03:03:51.3Z,4,REGULAR,2pt,jumpshot,[],203954,23.866622864651774,50.80422794117647,1610612755,80,81,2019-12-13T03:04:01Z,5080000,-4.0,172.0,1,left,MISS J. Embiid 18' jumpshot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,17.73,Missed,,,,,,,,,,,,,,,,,
514,PT11M40.00S,2019-12-13T03:03:54.3Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,80,81,2019-12-13T03:04:01Z,5090000,,,0,,S. Ojeleye REBOUND (Off:0 Def:5),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,513.0,5.0,5.0,0.0,,,,,,,,,,,,,
515,PT11M23.00S,2019-12-13T03:04:11.5Z,4,REGULAR,turnover,lostball,[],202330,,,1610612738,80,81,2019-12-13T03:04:18Z,5100000,,,0,,G. Hayward TURNOVER lostball (1 TOV) Stolen,"[202330, 1626196]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,1.0,,,,,,,,,,,,,,,Richardson,1626196.0,,,
516,PT11M23.00S,2019-12-13T03:04:11.5Z,4,REGULAR,steal,,[],1626196,,,1610612755,80,81,2019-12-13T03:04:14Z,5110000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M15.00S,2019-12-13T03:04:19.8Z,4,REGULAR,3pt,jumpshot,['fromturnover'],203118,12.434296977660972,4.235600490196079,1610612755,80,81,2019-12-13T03:04:28Z,5120000,229.0,64.0,1,left,MISS M. Scott 24' 3PT,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,23.92,Missed,,,,,,,,,,,,,,,,,
518,PT11M14.00S,2019-12-13T03:04:20.8Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,80,81,2019-12-13T03:04:28Z,5130000,,,0,,E. Kanter REBOUND (Off:1 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,517.0,4.0,3.0,1.0,,,,,,,,,,,,,
519,PT11M04.00S,2019-12-13T03:04:31.0Z,4,REGULAR,2pt,jumpshot,[],202330,79.45137976346912,64.5297181372549,1610612738,80,81,2019-12-13T03:04:36Z,5140000,73.0,141.0,1,right,MISS G. Hayward 16' jumpshot,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,16.32,Missed,,,,,,,,,,,,,,,,,
520,PT11M01.00S,2019-12-13T03:04:34.0Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,80,81,2019-12-13T03:04:36Z,5150000,,,0,,J. Embiid REBOUND (Off:1 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,519.0,10.0,9.0,1.0,,,,,,,,,,,,,
521,PT10M50.00S,2019-12-13T03:04:45.0Z,4,REGULAR,2pt,jumpshot,[],1626196,19.66162943495401,27.519914215686274,1610612755,80,81,2019-12-13T03:06:09Z,5160000,112.0,132.0,1,left,MISS J. Richardson 18' jumpshot,[1626196],1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,17.78,Missed,,,,,,,,,,,,,,,,,
522,PT10M48.00S,2019-12-13T03:04:47.0Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,80,81,2019-12-13T03:05:00Z,5170000,,,0,,S. Ojeleye REBOUND (Off:0 Def:6),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,521.0,6.0,6.0,0.0,,,,,,,,,,,,,
523,PT10M41.00S,2019-12-13T03:04:54.0Z,4,REGULAR,turnover,lostball,[],1627759,,,1610612738,80,81,2019-12-13T03:05:05Z,5180000,,,0,,J. Brown TURNOVER lostball (3 TOV) Stolen,"[1627759, 1626196]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,3.0,,,,,,,,,,,,,,,Richardson,1626196.0,,,
524,PT10M41.00S,2019-12-13T03:04:54.0Z,4,REGULAR,steal,,[],1626196,,,1610612755,80,81,2019-12-13T03:04:57Z,5190000,,,0,,J. Richardson STEAL (2 STL),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT10M40.00S,2019-12-13T03:05:00.0Z,4,REGULAR,foul,personal,[],202683,,,1610612755,80,81,2019-12-13T03:07:10Z,5200000,,,0,,E. Kanter FOUL personal (3 PF),"[202683, 1626196]",1610612738.0,BOS,take,,,Kanter,E. Kanter,,,,,202041.0,,,,,,,,,,,,3.0,0.0,Richardson,1626196.0,,,,,
527,PT10M40.00S,2019-12-13T03:05:08.4Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,80,81,2019-12-13T03:05:12Z,5220000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M40.00S,2019-12-13T03:05:08.4Z,4,REGULAR,substitution,in,[],203516,,,1610612755,80,81,2019-12-13T03:05:12Z,5230000,,,0,,substitution in Ennis III,[203516],1610612755.0,PHI,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M32.00S,2019-12-13T03:05:32.6Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1626196,32.013797634691194,38.794424019607845,1610612755,80,84,2019-12-13T03:05:37Z,5240000,56.0,248.0,1,left,J. Richardson 26' 3PT  (10 PTS) (J. Embiid 5 AST),"[1626196, 203954]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,26.0,Made,,,,,10.0,J. Embiid,203954.0,5.0,,,,,,,,,
531,PT10M15.00S,2019-12-13T03:05:48.1Z,4,REGULAR,2pt,jumpshot,[],202683,76.5604467805519,60.36305147058824,1610612738,82,84,2019-12-13T03:05:52Z,5260000,52.0,168.0,1,right,E. Kanter 18' jumpshot (12 PTS) (B. Wanamaker 2 AST),"[202683, 202954]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,18.09,Made,,,,,12.0,B. Wanamaker,202954.0,2.0,,,,,,,,,
533,PT09M56.00S,2019-12-13T03:06:07.5Z,4,REGULAR,2pt,hook,['pointsinthepaint'],203954,14.14257555847569,47.372855392156865,1610612755,82,86,2019-12-13T03:06:12Z,5280000,13.0,80.0,1,left,J. Embiid 9' hook (24 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,8.69,Made,,,,,24.0,,,,,,,,,,,,
534,PT09M40.00S,2019-12-13T03:06:23.1Z,4,REGULAR,2pt,jumpshot,[],202683,77.87450722733246,63.549325980392155,1610612738,84,86,2019-12-13T03:06:28Z,5290000,68.0,155.0,1,right,E. Kanter 17' jumpshot (14 PTS) (B. Wanamaker 3 AST),"[202683, 202954]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,17.47,Made,,,,,14.0,B. Wanamaker,202954.0,3.0,,,,,,,,,
536,PT09M21.00S,2019-12-13T03:06:42.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203516,7.046649145860711,45.166973039215684,1610612755,84,88,2019-12-13T03:06:47Z,5310000,24.0,14.0,1,left,J. Ennis III layup (2 PTS) (J. Embiid 6 AST),"[203516, 203954]",1610612755.0,PHI,cutting,,,Ennis III,J. Ennis III,,,,,,,3.09,Made,,,,,2.0,J. Embiid,203954.0,6.0,,,,,,,,,
538,PT09M01.00S,2019-12-13T03:07:02.7Z,4,REGULAR,2pt,jumpshot,[],1627759,81.02825229960578,27.27481617647059,1610612738,84,88,2019-12-13T03:08:19Z,5330000,-114.0,126.0,1,right,MISS J. Brown 17' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,17.36,Missed,,,,,,,,,,,,,,,,,
539,PT08M59.00S,2019-12-13T03:07:04.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,84,88,2019-12-13T03:07:12Z,5340000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,
541,PT08M59.00S,2019-12-13T03:07:09.7Z,4,REGULAR,foul,personal,[],1627759,,,1610612755,84,88,2019-12-13T03:07:22Z,5360000,,,0,,J. Brown FOUL personal (3 PF),"[1627759, 203954]",1610612738.0,BOS,looseball,,,Brown,J. Brown,,,,,2534.0,,,,,,,,,,,,3.0,0.0,Embiid,203954.0,,,,,
543,PT08M59.00S,2019-12-13T03:07:20.0Z,4,REGULAR,substitution,out,[],202954,,,1610612755,84,88,2019-12-13T03:07:26Z,5380000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M59.00S,2019-12-13T03:07:20.0Z,4,REGULAR,substitution,in,[],202689,,,1610612755,84,88,2019-12-13T03:07:26Z,5390000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M46.00S,2019-12-13T03:07:41.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1626196,5.338370565045992,52.27481617647059,1610612755,84,88,2019-12-13T03:07:48Z,5400000,-11.0,-2.0,1,left,MISS J. Richardson layup,[1626196],1610612755.0,PHI,driving,,,Richardson,J. Richardson,,,,,,,1.18,Missed,,,,,,,,,,,,,,,,,
546,PT08M45.00S,2019-12-13T03:07:42.6Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,84,88,2019-12-13T03:07:48Z,5410000,,,0,,E. Kanter REBOUND (Off:1 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,545.0,5.0,4.0,1.0,,,,,,,,,,,,,
547,PT08M28.00S,2019-12-13T03:07:59.7Z,4,REGULAR,3pt,jumpshot,[],1628400,93.24901445466492,4.4806985294117645,1610612738,84,88,2019-12-13T03:08:08Z,5420000,-228.0,11.0,1,right,MISS S. Ojeleye 23' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,22.82,Missed,,,,,,,,,,,,,,,,,
548,PT08M27.00S,2019-12-13T03:08:00.7Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,84,88,2019-12-13T03:08:08Z,5430000,,,0,,E. Kanter REBOUND (Off:2 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,547.0,6.0,4.0,2.0,,,,,,,,,,,,,
549,PT08M25.00S,2019-12-13T03:08:03.9Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202683,85.67674113009198,47.88602941176471,1610612738,86,88,2019-12-13T03:08:16Z,5440000,-11.0,82.0,1,right,E. Kanter 9' jumpshot (16 PTS),[202683],1610612738.0,BOS,turnaroundfadeaway,,,Kanter,E. Kanter,,,,,,,8.82,Made,,,,,16.0,,,,,,,,,,,,
