actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
443,PT01M00.00S,2020-09-28T01:20:50.5Z,3,REGULAR,substitution,out,[],202689,,,1610612738,86,83,2020-09-28T01:21:25Z,4360000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M00.00S,2020-09-28T01:20:50.5Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,86,83,2020-09-28T01:21:25Z,4370000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M00.00S,2020-09-28T01:21:08.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,86,84,2020-09-28T01:21:08Z,4380000,,,0,,J. Brown Free Throw 1 of 1 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
446,PT00M48.50S,2020-09-28T01:21:23.1Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,86,84,2020-09-28T01:21:28Z,4390000,,,0,,T. Herro lost ball TURNOVER (3 TOV),"[1629639, 203935]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,3.0,Smart,203935.0,,,
447,PT00M48.50S,2020-09-28T01:21:23.1Z,3,REGULAR,steal,,[],203935,,,1610612738,86,84,2020-09-28T01:21:25Z,4400000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M46.60S,2020-09-28T01:21:26.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,5.863994743758213,52.029718137254896,1610612738,86,86,2020-09-28T01:21:32Z,4410000,-10.0,3.0,1,left,M. Smart DUNK (18 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.29,Made,,,,,,,,,,18.0,,,,,,,,
449,PT00M26.00S,2020-09-28T01:21:51.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201609,93.9060446780552,52.27481617647059,1610612748,88,86,2020-09-28T01:21:56Z,4420000,11.0,5.0,1,right,G. Dragic Layup (13 PTS),[201609],1610612748.0,MIA,drivingreverse,,,Dragic,G. Dragic,,,,,1.54,Made,,,,,,,,,,13.0,,,,,,,,
450,PT00M04.40S,2020-09-28T01:22:14.8Z,3,REGULAR,3pt,jumpshot,[],202330,7.440867279894875,94.67677696078431,1610612738,88,86,2020-09-28T01:22:18Z,4430000,-223.0,17.0,1,left,MISS G. Hayward 22' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
451,PT00M03.60S,2020-09-28T01:22:15.6Z,3,REGULAR,rebound,defensive,[],201609,,,1610612748,88,86,2020-09-28T01:22:21Z,4440000,,,0,,G. Dragic REBOUND (Off:0 Def:3),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,450.0,3.0,3.0,0.0,,,,,,,,,,,,,,
452,PT00M00.00S,2020-09-28T01:22:28.1Z,3,REGULAR,period,end,[],0,,,1610612748,88,86,2020-09-28T01:22:28Z,4450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2020-09-28T01:24:59.2Z,4,REGULAR,substitution,out,['startperiod'],2738,,,1610612748,88,86,2020-09-28T01:25:49Z,4460000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2020-09-28T01:24:59.2Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612748,88,86,2020-09-28T01:25:49Z,4470000,,,0,,SUB out: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2020-09-28T01:24:59.2Z,4,REGULAR,substitution,in,['startperiod'],202710,,,1610612748,88,86,2020-09-28T01:25:49Z,4480000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2020-09-28T01:24:59.2Z,4,REGULAR,substitution,in,['startperiod'],202689,,,1610612748,88,86,2020-09-28T01:25:49Z,4490000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2020-09-28T01:26:03.4Z,4,REGULAR,period,start,[],0,,,1610612748,88,86,2020-09-28T01:26:03Z,4500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT11M48.00S,2020-09-28T01:26:15.3Z,4,REGULAR,2pt,Jump Shot,[],202710,75.24638633377135,61.09834558823529,1610612748,88,86,2020-09-28T01:27:02Z,4510000,55.0,180.0,1,right,MISS J. Butler 19' Jump Shot,[202710],1610612748.0,MIA,stepback,,,Butler,J. Butler,,,,,19.38,Missed,,,,,,,,,,,,,,,,,,
459,PT11M47.00S,2020-09-28T01:26:16.3Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,88,86,2020-09-28T01:26:21Z,4520000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,458.0,4.0,3.0,1.0,,,,,,,,,,,,,,
460,PT11M28.00S,2020-09-28T01:26:33.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,14.931011826544022,49.82383578431372,1610612738,88,88,2020-09-28T01:26:36Z,4530000,1.0,88.0,1,left,K. Walker 9' Jump Shot (16 PTS),[202689],1610612738.0,BOS,turnaroundfadeaway,,,Walker,K. Walker,,,,,9.34,Made,,,,,,,,,,16.0,,,,,,,,
461,PT11M09.00S,2020-09-28T01:26:55.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,88,88,2020-09-28T01:26:55Z,4540000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M04.00S,2020-09-28T01:27:19.7Z,4,REGULAR,turnover,bad pass,[],1628389,,,1610612748,88,88,2020-09-28T01:27:30Z,4550000,,,0,,B. Adebayo bad pass TURNOVER (2 TOV),"[1628389, 1627759]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,
463,PT11M04.00S,2020-09-28T01:27:19.7Z,4,REGULAR,steal,,[],1627759,,,1610612738,88,88,2020-09-28T01:27:21Z,4560000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
464,PT11M01.00S,2020-09-28T01:27:22.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.915243101182654,49.08854166666667,1610612738,88,90,2020-09-28T01:27:35Z,4570000,5.0,13.0,1,left,J. Brown DUNK (20 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.86,Made,,,,,,,,,,20.0,,,,,,,,
465,PT10M51.00S,2020-09-28T01:27:33.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.93495400788436,52.029718137254896,1610612748,90,90,2020-09-28T01:27:38Z,4580000,10.0,23.0,1,right,B. Adebayo DUNK (24 PTS) (J. Butler 8 AST),"[1628389, 202710]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,3.05,Made,,,,,,,,,,24.0,,,,,,J. Butler,202710.0,8.0
467,PT10M41.00S,2020-09-28T01:27:46.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,90,90,2020-09-28T01:27:46Z,4600000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT10M34.00S,2020-09-28T01:31:34.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,90,90,2020-09-28T01:31:34Z,4610000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT10M30.00S,2020-09-28T01:31:52.3Z,4,REGULAR,2pt,Jump Shot,[],203935,5.732588699080158,29.725796568627448,1610612738,90,92,2020-09-28T01:31:56Z,4620000,101.0,1.0,1,left,M. Smart 10' Jump Shot (20 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,10.16,Made,,,,,,,,,,20.0,,,,,,J. Brown,1627759.0,3.0
471,PT10M05.00S,2020-09-28T01:32:19.0Z,4,REGULAR,2pt,Jump Shot,[],1628389,81.8166885676741,31.686580882352942,1610612748,90,92,2020-09-28T01:32:24Z,4640000,-92.0,118.0,1,right,MISS B. Adebayo 15' Jump Shot Blocked,"[1628389, 1629684]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,15.41,Missed,,,,,,,,,,,Williams,1629684.0,,,,,,
472,PT10M05.00S,2020-09-28T01:32:19.0Z,4,REGULAR,block,,[],1629684,,,1610612748,90,92,2020-09-28T01:32:21Z,4650000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
473,PT10M05.00S,2020-09-28T01:32:19.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,90,92,2020-09-28T01:32:24Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,
474,PT10M05.00S,2020-09-28T01:32:23.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,90,92,2020-09-28T01:32:23Z,4670000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT10M05.00S,2020-09-28T01:32:26.4Z,4,REGULAR,substitution,out,[],203109,,,1610612748,90,92,2020-09-28T01:32:34Z,4680000,,,0,,SUB out: J. Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
476,PT10M05.00S,2020-09-28T01:32:26.4Z,4,REGULAR,substitution,in,[],2738,,,1610612748,90,92,2020-09-28T01:32:34Z,4690000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
477,PT10M04.00S,2020-09-28T01:32:52.6Z,4,REGULAR,turnover,bad pass,[],201609,,,1610612748,90,92,2020-09-28T01:33:07Z,4700000,,,0,,G. Dragic bad pass TURNOVER (3 TOV),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,3.0,,,,,
478,PT10M04.00S,2020-09-28T01:33:04.0Z,4,REGULAR,foul,personal,[],202710,,,1610612738,90,92,2020-09-28T01:33:16Z,4710000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 203935]",1610612748.0,MIA,looseball,,,Butler,J. Butler,,,,,,,,,,,201640.0,1.0,0.0,Smart,203935.0,,,,,,,,,
482,PT09M54.00S,2020-09-28T01:33:51.3Z,4,REGULAR,foul,personal,['2freethrow'],202710,,,1610612738,90,92,2020-09-28T01:34:19Z,4750000,,,0,,J. Butler personal FOUL (2 PF) (Tatum 2 FT),"[202710, 1628369]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
484,PT09M54.00S,2020-09-28T01:33:57.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,90,93,2020-09-28T01:33:57Z,4770000,,,0,,J. Tatum Free Throw 1 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
485,PT09M54.00S,2020-09-28T01:34:10.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,90,94,2020-09-28T01:34:10Z,4780000,,,0,,J. Tatum Free Throw 2 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
486,PT09M42.00S,2020-09-28T01:34:25.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.40932982917214,46.63756127450981,1610612748,90,94,2020-09-28T01:34:28Z,4790000,-17.0,28.0,1,right,MISS J. Butler Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,3.77,Missed,,,,,,,,,,,,,,,,,,
487,PT09M41.00S,2020-09-28T01:34:26.1Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,90,94,2020-09-28T01:34:28Z,4800000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,486.0,5.0,4.0,1.0,,,,,,,,,,,,,,
488,PT09M36.00S,2020-09-28T01:34:32.0Z,4,REGULAR,3pt,jumpshot,['fastbreak'],202689,27.283180026281208,16.735600490196077,1610612738,90,94,2020-09-28T01:34:37Z,4810000,166.0,204.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
489,PT09M35.00S,2020-09-28T01:34:33.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,90,94,2020-09-28T01:34:40Z,4820000,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,488.0,8.0,7.0,1.0,,,,,,,,,,,,,,
490,PT09M18.00S,2020-09-28T01:34:48.6Z,4,REGULAR,turnover,lost ball,[],1629639,,,1610612748,90,94,2020-09-28T01:34:53Z,4830000,,,0,,T. Herro lost ball TURNOVER (4 TOV),"[1629639, 1627759]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,4.0,Brown,1627759.0,,,
491,PT09M18.00S,2020-09-28T01:34:48.6Z,4,REGULAR,steal,,[],1627759,,,1610612738,90,94,2020-09-28T01:34:50Z,4840000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
492,PT09M15.00S,2020-09-28T01:34:52.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.1268068331143235,47.372855392156865,1610612738,90,96,2020-09-28T01:34:57Z,4850000,13.0,5.0,1,left,J. Brown Layup (22 PTS),[1627759],1610612738.0,BOS,runningfingerroll,,,Brown,J. Brown,,,,,1.69,Made,,,,,,,,,,22.0,,,,,,,,
493,PT09M04.00S,2020-09-28T01:35:07.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,90,96,2020-09-28T01:35:07Z,4860000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT08M48.00S,2020-09-28T01:39:04.4Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612748,90,96,2020-09-28T01:39:09Z,4870000,,,0,,M. Smart personal FOUL (2 PF) (Butler 2 FT),"[203935, 202710]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,2003.0,2.0,0.0,Butler,202710.0,,,,,,,,,
496,PT08M48.00S,2020-09-28T01:39:25.5Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,90,96,2020-09-28T01:39:25Z,4890000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT08M48.00S,2020-09-28T01:39:25.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,90,96,2020-09-28T01:39:25Z,4900000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,
498,PT08M48.00S,2020-09-28T01:39:26.3Z,4,REGULAR,substitution,out,[],201609,,,1610612748,90,96,2020-09-28T01:39:31Z,4910000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M48.00S,2020-09-28T01:39:26.3Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,90,96,2020-09-28T01:39:31Z,4920000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M48.00S,2020-09-28T01:39:44.4Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,91,96,2020-09-28T01:39:44Z,4930000,,,0,,J. Butler Free Throw 2 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
501,PT08M38.00S,2020-09-28T01:39:57.1Z,4,REGULAR,3pt,jumpshot,[],203935,6.783837056504599,3.2552083333333335,1610612738,91,96,2020-09-28T01:40:05Z,4940000,234.0,11.0,1,left,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,
502,PT08M36.00S,2020-09-28T01:39:59.1Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,91,96,2020-09-28T01:40:36Z,4950000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,501.0,7.0,5.0,2.0,,,,,,,,,,,,,,
506,PT08M33.00S,2020-09-28T01:40:15.4Z,4,REGULAR,violation,kicked ball,[],2738,,,1610612738,91,96,2020-09-28T01:40:21Z,4990000,,,0,,A. Iguodala kicked ball VIOLATION,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,2003.0,,,,,,,,,,,,,
507,PT08M27.00S,2020-09-28T01:40:22.2Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202689,27.677398160315374,21.147365196078432,1610612738,91,96,2020-09-28T01:40:26Z,5000000,144.0,208.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
508,PT08M26.00S,2020-09-28T01:40:23.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,91,96,2020-09-28T01:40:30Z,5010000,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,507.0,9.0,8.0,1.0,,,,,,,,,,,,,,
509,PT08M11.00S,2020-09-28T01:40:38.7Z,4,REGULAR,3pt,jumpshot,[],1629639,74.98357424441524,12.078737745098039,1610612748,94,96,2020-09-28T01:40:42Z,5020000,-190.0,183.0,1,right,T. Herro 27' 3PT  (11 PTS) (D. Robinson 1 AST),"[1629639, 1629130]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,26.71,Made,,,,,,,,,,11.0,,,,,,D. Robinson,1629130.0,1.0
512,PT07M56.00S,2020-09-28T01:40:52.8Z,4,REGULAR,2pt,Jump Shot,[],203935,19.267411300919843,31.44148284313725,1610612738,94,96,2020-09-28T01:40:56Z,5050000,93.0,129.0,1,left,MISS M. Smart 16' Jump Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,16.31,Missed,,,,,,,,,,,,,,,,,,
513,PT07M55.00S,2020-09-28T01:40:53.8Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,94,96,2020-09-28T01:40:59Z,5060000,,,0,,B. Adebayo REBOUND (Off:1 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,512.0,10.0,9.0,1.0,,,,,,,,,,,,,,
514,PT07M40.00S,2020-09-28T01:41:09.6Z,4,REGULAR,2pt,Jump Shot,[],1629639,80.89684625492772,84.1375612745098,1610612748,96,96,2020-09-28T01:41:13Z,5070000,171.0,127.0,1,right,T. Herro 22' Jump Shot (13 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,21.62,Made,,,,,,,,,,13.0,,,,,,,,
515,PT07M26.00S,2020-09-28T01:41:22.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,16.63929040735874,61.09834558823529,1610612738,96,96,2020-09-28T01:41:27Z,5080000,-55.0,104.0,1,left,MISS J. Brown 12' Jump Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,12.27,Missed,,,,,,,,,,,,,,,,,,
516,PT07M25.00S,2020-09-28T01:41:23.8Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,96,96,2020-09-28T01:41:30Z,5090000,,,0,,D. Robinson REBOUND (Off:1 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,515.0,4.0,3.0,1.0,,,,,,,,,,,,,,
517,PT07M03.00S,2020-09-28T01:41:46.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,83.13074901445466,58.647365196078425,1610612748,96,96,2020-09-28T01:41:52Z,5100000,43.0,106.0,1,right,MISS T. Herro 12' Jump Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,11.97,Missed,,,,,,,,,,,,,,,,,,
518,PT07M02.00S,2020-09-28T01:41:47.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,96,2020-09-28T01:41:55Z,5110000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,517.0,7.0,6.0,1.0,,,,,,,,,,,,,,
519,PT06M53.00S,2020-09-28T01:41:58.5Z,4,REGULAR,foul,personal,['2freethrow'],2738,,,1610612738,96,96,2020-09-28T01:42:08Z,5120000,,,0,,A. Iguodala personal FOUL (2 PF) (Walker 2 FT),"[2738, 202689]",1610612748.0,MIA,shooting,,,Iguodala,A. Iguodala,,,,,,,,,,,2003.0,2.0,0.0,Walker,202689.0,,,,,,,,,
521,PT06M53.00S,2020-09-28T01:42:32.9Z,4,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,96,97,2020-09-28T01:43:02Z,5140000,,,0,,K. Walker Free Throw 1 of 2 (17 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
522,PT06M53.00S,2020-09-28T01:42:33.6Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,96,97,2020-09-28T01:42:38Z,5150000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
523,PT06M53.00S,2020-09-28T01:42:33.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,96,97,2020-09-28T01:42:38Z,5160000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M53.00S,2020-09-28T01:42:33.6Z,4,REGULAR,substitution,in,[],202330,,,1610612738,96,97,2020-09-28T01:42:38Z,5170000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M53.00S,2020-09-28T01:42:33.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,96,97,2020-09-28T01:42:38Z,5180000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
526,PT06M53.00S,2020-09-28T01:42:32.9Z,4,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,96,97,2020-09-28T01:43:02Z,5190000,,,0,,MISS K. Walker Free Throw 2 of 2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,
527,PT06M53.00S,2020-09-28T01:42:32.9Z,4,REGULAR,rebound,defensive,[],2738,,,1610612748,96,97,2020-09-28T01:43:04Z,5200000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,526.0,2.0,2.0,0.0,,,,,,,,,,,,,,
528,PT06M41.00S,2020-09-28T01:43:10.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.9862023653088,48.59834558823529,1610612748,98,97,2020-09-28T01:43:15Z,5210000,-7.0,13.0,1,right,B. Adebayo DUNK (26 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,2.02,Made,,,,,,,,,,26.0,,,,,,,,
529,PT06M40.00S,2020-09-28T01:43:19.8Z,4,REGULAR,stoppage,other,[],0,,,1610612738,98,97,2020-09-28T01:43:19Z,5220000,,,0,,Stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT06M30.00S,2020-09-28T01:43:30.1Z,4,REGULAR,3pt,jumpshot,[],1628369,34.37910643889619,46.63756127450981,1610612738,98,100,2020-09-28T01:43:33Z,5230000,17.0,271.0,1,left,J. Tatum 28' 3PT  (22 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.67,Made,,,,,,,,,,22.0,,,,,,,,
531,PT06M16.00S,2020-09-28T01:43:44.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.23324572930355,47.127757352941174,1610612748,100,100,2020-09-28T01:44:50Z,5240000,-14.0,86.0,1,right,B. Adebayo 9' Jump Shot (28 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,9.29,Made,,,,,,,,,,28.0,,,,,,,,
532,PT06M16.00S,2020-09-28T01:43:48.6Z,4,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612748,100,100,2020-09-28T01:43:58Z,5250000,,,0,,D. Theis personal FOUL (5 PF) (Adebayo 1 FT),"[1628464, 1628389]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,1830.0,5.0,0.0,Adebayo,1628389.0,,,,,,,,,
534,PT06M16.00S,2020-09-28T01:44:22.1Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,101,100,2020-09-28T01:44:22Z,5270000,,,0,,B. Adebayo Free Throw 1 of 1 (29 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,29.0,,,,,,,,
535,PT06M07.00S,2020-09-28T01:44:33.7Z,4,REGULAR,3pt,jumpshot,[],1628369,27.414586070959263,17.22579656862745,1610612738,101,100,2020-09-28T01:44:37Z,5280000,164.0,205.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,
