actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
22,PT09M15.00S,2020-09-15T22:48:39.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,8,3,2020-09-15T22:48:46Z,220000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,
23,PT09M15.00S,2020-09-15T22:48:42.9Z,1,REGULAR,foul,personal,[],1629130,,,1610612738,8,3,2020-09-15T22:48:52Z,230000,,,0,,D. Robinson FOUL personal (2 PF),"[1629130, 1628464]",1610612748.0,MIA,looseball,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2882.0,2.0,0.0,Theis,1628464.0,,,,,,
25,PT09M15.00S,2020-09-15T22:48:51.6Z,1,REGULAR,substitution,out,[],1629130,,,1610612738,8,3,2020-09-15T22:48:57Z,250000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M15.00S,2020-09-15T22:48:51.6Z,1,REGULAR,substitution,in,[],1629639,,,1610612738,8,3,2020-09-15T22:48:57Z,260000,,,0,,substitution in Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M07.00S,2020-09-15T22:49:14.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,93.11760840998686,48.84344362745098,1610612738,10,3,2020-09-15T22:49:19Z,270000,-6.0,12.0,1,right,J. Brown layup (2 PTS) (K. Walker 1 AST),"[1627759, 202689]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.86,Made,,,,,2.0,K. Walker,202689.0,1.0,,,,,,,,,,,
29,PT08M58.00S,2020-09-15T22:49:23.4Z,1,REGULAR,2pt,jumpshot,[],1628389,21.895532194480946,53.255208333333336,1610612748,10,3,2020-09-15T22:49:28Z,290000,-16.0,153.0,1,left,MISS B. Adebayo 16' jumpshot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,15.96,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M55.00S,2020-09-15T22:49:26.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,10,3,2020-09-15T22:49:28Z,300000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT08M47.00S,2020-09-15T22:49:36.6Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,10,3,2020-09-15T22:49:47Z,310000,,,0,,J. Brown FOUL offensive (1 PF),"[1627759, 203109]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1830.0,1.0,0.0,Crowder,203109.0,,,,,,
33,PT08M47.00S,2020-09-15T22:49:36.6Z,1,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,10,3,2020-09-15T22:49:36Z,330000,,,0,,J. Brown TURNOVER offensivefoul (1 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1830.0,,,,,1.0,,,,,
34,PT08M29.00S,2020-09-15T22:50:10.0Z,1,REGULAR,turnover,lostball,[],1629639,,,1610612748,10,3,2020-09-15T22:50:16Z,340000,,,0,,T. Herro TURNOVER lostball (1 TOV) Stolen,"[1629639, 1627759]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
35,PT08M29.00S,2020-09-15T22:50:10.0Z,1,REGULAR,steal,,[],1627759,,,1610612738,10,3,2020-09-15T22:50:12Z,350000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M26.00S,2020-09-15T22:50:14.5Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,93.38042049934296,48.84344362745098,1610612738,10,3,2020-09-15T22:53:55Z,360000,-6.0,10.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.63,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M25.00S,2020-09-15T22:50:15.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,10,3,2020-09-15T22:53:55Z,370000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M15.00S,2020-09-15T22:50:23.3Z,1,REGULAR,3pt,jumpshot,[],201609,22.421156373193167,10.608149509803921,1610612748,10,3,2020-09-15T22:50:28Z,380000,197.0,158.0,1,left,MISS G. Dragic 26' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M14.00S,2020-09-15T22:50:24.3Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,10,3,2020-09-15T22:50:54Z,390000,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
40,PT08M14.00S,2020-09-15T22:50:29.1Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628389,6.652431011826544,47.372855392156865,1610612748,10,3,2020-09-15T22:50:44Z,400000,13.0,10.0,1,left,MISS B. Adebayo layup Blocked,"[1628389, 1628369]",1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,2.03,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
41,PT08M14.00S,2020-09-15T22:50:29.1Z,1,REGULAR,block,,[],1628369,,,1610612748,10,3,2020-09-15T22:50:31Z,410000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2020-09-15T22:50:31.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,10,3,2020-09-15T22:54:37Z,420000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
43,PT08M12.00S,2020-09-15T22:50:33.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612748,10,3,2020-09-15T22:50:33Z,430000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M10.00S,2020-09-15T22:50:44.8Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202710,7.5722733245729295,49.08854166666667,1610612748,10,3,2020-09-15T22:50:50Z,440000,5.0,19.0,1,left,MISS J. Butler layup,[202710],1610612748.0,MIA,alleyoop,,,Butler,J. Butler,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M07.00S,2020-09-15T22:50:47.8Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,10,3,2020-09-15T22:50:50Z,450000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
46,PT07M59.00S,2020-09-15T22:50:55.9Z,1,REGULAR,2pt,jumpshot,[],1628369,86.81011826544021,75.80422794117648,1610612738,12,3,2020-09-15T22:51:02Z,460000,129.0,71.0,1,right,J. Tatum 15' jumpshot (5 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,15.02,Made,,,,,5.0,,,,,,,,,,,,,,
47,PT07M51.00S,2020-09-15T22:51:08.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,12,3,2020-09-15T22:51:08Z,470000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M51.00S,2020-09-15T22:52:05.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612748,12,3,2020-09-15T22:53:38Z,480000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,Support 2pt FG
49,PT07M50.00S,2020-09-15T22:54:46.6Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612748,12,3,2020-09-15T22:54:46Z,490000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M38.00S,2020-09-15T22:55:10.8Z,1,REGULAR,3pt,jumpshot,[],203109,29.25427069645204,75.06893382352942,1610612748,12,3,2020-09-15T22:55:19Z,500000,-125.0,222.0,1,left,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M37.00S,2020-09-15T22:55:11.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,12,3,2020-09-15T22:55:19Z,510000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2020-09-15T22:55:18.2Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,12,3,2020-09-15T22:55:18Z,520000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M16.00S,2020-09-15T22:55:38.7Z,1,REGULAR,3pt,jumpshot,[],203935,75.24638633377135,12.568933823529413,1610612738,12,3,2020-09-15T22:55:43Z,530000,-187.0,180.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M12.00S,2020-09-15T22:55:42.7Z,1,REGULAR,rebound,defensive,[],201609,,,1610612748,12,3,2020-09-15T22:55:43Z,540000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT07M07.00S,2020-09-15T22:55:52.9Z,1,REGULAR,violation,kickedball,[],1628369,,,1610612748,12,3,2020-09-15T22:55:57Z,550000,,,0,,J. Tatum violation kickedball,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2882.0,,,,,,,,,,
56,PT07M02.00S,2020-09-15T22:56:14.7Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612748,12,3,2020-09-15T22:56:22Z,560000,,,0,,D. Theis FOUL personal (1 PF) (Butler 2freethrow),"[1628464, 202710]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,201640.0,1.0,0.0,Butler,202710.0,,,,,,
58,PT07M02.00S,2020-09-15T22:56:37.2Z,1,REGULAR,freethrow,1of2,[],202710,,,1610612748,12,4,2020-09-15T22:56:37Z,580000,,,0,,J. Butler freethrow 1of2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
59,PT07M02.00S,2020-09-15T22:56:50.7Z,1,REGULAR,freethrow,2of2,[],202710,,,1610612748,12,5,2020-09-15T22:56:50Z,590000,,,0,,J. Butler freethrow 2of2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
60,PT06M48.00S,2020-09-15T22:57:05.4Z,1,REGULAR,2pt,jumpshot,[],202689,74.06373193166885,57.176776960784316,1610612738,12,5,2020-09-15T22:57:13Z,600000,36.0,191.0,1,right,MISS K. Walker 20' jumpshot,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,20.0,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M46.00S,2020-09-15T22:57:07.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,5,2020-09-15T22:58:51Z,610000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
62,PT06M33.00S,2020-09-15T22:57:20.5Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628389,6.1268068331143235,48.353247549019606,1610612748,12,5,2020-09-15T22:57:24Z,620000,8.0,5.0,1,left,MISS B. Adebayo dunk Blocked,"[1628389, 1628464]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1.34,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
63,PT06M33.00S,2020-09-15T22:57:20.5Z,1,REGULAR,block,,[],1628464,,,1610612748,12,5,2020-09-15T22:57:23Z,630000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M29.00S,2020-09-15T22:57:24.5Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,12,5,2020-09-15T22:57:24Z,640000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
65,PT06M26.00S,2020-09-15T22:57:27.3Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",1628464,93.51182654402102,48.84344362745098,1610612738,14,5,2020-09-15T22:57:39Z,650000,-6.0,8.0,1,right,D. Theis dunk (2 PTS) (J. Tatum 1 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1.52,Made,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
67,PT06M10.00S,2020-09-15T22:57:42.4Z,1,REGULAR,3pt,jumpshot,[],203109,31.882391590013142,64.03952205882352,1610612748,14,8,2020-09-15T22:57:47Z,670000,-70.0,247.0,1,left,J. Crowder 26' 3PT  (3 PTS) (T. Herro 1 AST),"[203109, 1629639]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.23,Made,,,,,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,,
69,PT06M01.00S,2020-09-15T22:57:55.2Z,1,REGULAR,foul,personal,[],201609,,,1610612738,14,8,2020-09-15T22:58:01Z,690000,,,0,,G. Dragic FOUL personal (1 PF),"[201609, 203935]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,201640.0,1.0,0.0,Smart,203935.0,,,,,,
71,PT06M01.00S,2020-09-15T22:58:01.0Z,1,REGULAR,substitution,out,[],201609,,,1610612738,14,8,2020-09-15T22:58:11Z,710000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2020-09-15T22:58:01.0Z,1,REGULAR,substitution,in,[],1629134,,,1610612738,14,8,2020-09-15T22:58:11Z,720000,,,0,,substitution in Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2020-09-15T22:58:20.1Z,1,REGULAR,2pt,jumpshot,[],202689,71.82982917214193,41.490502450980394,1610612738,16,8,2020-09-15T23:02:12Z,730000,-43.0,212.0,1,right,K. Walker 22' jumpshot (2 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,22.19,Made,,,,,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
75,PT05M33.00S,2020-09-15T22:58:42.0Z,1,REGULAR,2pt,jumpshot,[],1629134,27.808804204993432,57.91207107843137,1610612748,16,8,2020-09-15T22:58:51Z,750000,-40.0,209.0,1,left,MISS K. Nunn 22' jumpshot,[1629134],1610612748.0,MIA,pullup,,,Nunn,K. Nunn,,,,,21.8,Missed,,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2020-09-15T22:58:43.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,16,8,2020-09-15T23:02:35Z,760000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
77,PT05M23.00S,2020-09-15T22:58:51.5Z,1,REGULAR,3pt,jumpshot,[],1628369,67.49342969776609,39.77481617647059,1610612738,19,8,2020-09-15T22:59:21Z,770000,-51.0,253.0,1,right,J. Tatum 26' 3PT  (8 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.36,Made,,,,,8.0,,,,,,,,,,,,,,
78,PT05M06.00S,2020-09-15T22:59:09.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628389,6.521024967148489,49.57873774509804,1610612748,19,10,2020-09-15T22:59:16Z,780000,2.0,9.0,1,left,B. Adebayo layup (2 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.45,Made,,,,,2.0,T. Herro,1629639.0,2.0,,,,,,,,,,,
80,PT05M06.00S,2020-09-15T22:59:13.5Z,1,REGULAR,foul,personal,['1freethrow'],202689,,,1610612748,19,10,2020-09-15T22:59:37Z,800000,,,0,,K. Walker FOUL personal (1 PF) (Adebayo 1freethrow),"[202689, 1628389]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,201640.0,1.0,0.0,Adebayo,1628389.0,,,,,,
82,PT05M06.00S,2020-09-15T22:59:23.5Z,1,REGULAR,substitution,out,[],202689,,,1610612748,19,10,2020-09-15T22:59:31Z,820000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2020-09-15T22:59:23.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612748,19,10,2020-09-15T22:59:31Z,830000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2020-09-15T22:59:23.5Z,1,REGULAR,substitution,in,[],1629057,,,1610612748,19,10,2020-09-15T22:59:31Z,840000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2020-09-15T22:59:23.5Z,1,REGULAR,substitution,in,[],1628400,,,1610612748,19,10,2020-09-15T22:59:31Z,850000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2020-09-15T22:59:47.0Z,1,REGULAR,freethrow,1of1,[],1628389,,,1610612748,19,11,2020-09-15T22:59:47Z,860000,,,0,,B. Adebayo freethrow 1of1 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
87,PT04M48.00S,2020-09-15T23:00:06.8Z,1,REGULAR,2pt,jumpshot,[],203935,74.06373193166885,52.51991421568627,1610612738,21,11,2020-09-15T23:00:13Z,870000,13.0,191.0,1,right,M. Smart 20' jumpshot (7 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,19.72,Made,,,,,7.0,,,,,,,,,,,,,,
89,PT04M34.00S,2020-09-15T23:00:21.5Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628389,5.732588699080158,49.57873774509804,1610612748,21,11,2020-09-15T23:00:26Z,890000,2.0,1.0,1,left,MISS B. Adebayo layup,[1628389],1610612748.0,MIA,drivingfingerroll,,,Adebayo,B. Adebayo,,,,,0.72,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M30.00S,2020-09-15T23:00:24.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,11,2020-09-15T23:00:24Z,900000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,89.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
91,PT04M18.00S,2020-09-15T23:00:36.5Z,1,REGULAR,3pt,jumpshot,[],203935,95.0886990801577,96.14736519607843,1610612738,24,11,2020-09-15T23:00:42Z,910000,231.0,-6.0,1,right,M. Smart 23' 3PT  (10 PTS) (S. Ojeleye 1 AST),"[203935, 1628400]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.07,Made,,,,,10.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,,,
93,PT03M59.00S,2020-09-15T23:00:56.4Z,1,REGULAR,2pt,dunk,['pointsinthepaint'],1628389,6.1268068331143235,49.333639705882355,1610612748,24,13,2020-09-15T23:04:24Z,930000,3.0,5.0,1,left,B. Adebayo dunk (5 PTS) (K. Nunn 1 AST),"[1628389, 1629134]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1.11,Made,,,,,5.0,K. Nunn,1629134.0,1.0,,,,,,,,,,,
