actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
178,PT00M35.30S,2020-08-21T23:16:39.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612755,22,26,2020-08-21T23:16:48Z,1770000,,,0,,J. Tatum FOUL personal (3 PF) (Embiid inpenalty),"[1628369, 203954]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1162.0,,3.0,0.0,Embiid,203954.0,,,,,
180,PT00M35.30S,2020-08-21T23:17:07.5Z,1,REGULAR,freethrow,1of2,['2ndchance'],203954,,,1610612755,23,26,2020-08-21T23:17:07Z,1790000,,,0,,J. Embiid freethrow 1of2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
181,PT00M35.30S,2020-08-21T23:17:25.2Z,1,REGULAR,freethrow,2of2,['2ndchance'],203954,,,1610612755,24,26,2020-08-21T23:17:25Z,1800000,,,0,,J. Embiid freethrow 2of2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
182,PT00M23.30S,2020-08-21T23:17:38.9Z,1,REGULAR,3pt,jumpshot,[],1628369,67.36202365308804,35.36305147058824,1610612738,24,26,2020-08-21T23:17:44Z,1810000,-73.0,254.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
183,PT00M19.70S,2020-08-21T23:17:42.5Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,24,26,2020-08-21T23:17:42Z,1820000,,,0,,J. Embiid REBOUND (Off:3 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,182.0,6.0,3.0,3.0,,,,,,,,,,,
184,PT00M02.80S,2020-08-21T23:18:01.4Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202692,8.492115637319317,50.06893382352941,1610612755,24,26,2020-08-21T23:18:37Z,1830000,0.0,27.0,1,left,MISS A. Burks layup,[202692],1610612755.0,PHI,driving,,,Burks,A. Burks,,,,,3.28,Missed,,,,,,,,,,,,,,,,,,,
185,PT00M02.40S,2020-08-21T23:18:01.8Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,24,26,2020-08-21T23:18:37Z,1840000,,,0,,J. Embiid REBOUND (Off:4 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,184.0,7.0,3.0,4.0,,,,,,,,,,,
186,PT00M01.70S,2020-08-21T23:18:05.3Z,1,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",203954,5.0,50.0,1610612755,24,26,2020-08-21T23:18:57Z,1850000,0.0,-6.0,1,left,MISS J. Embiid layup,[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
187,PT00M00.10S,2020-08-21T23:18:06.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,24,26,2020-08-21T23:18:57Z,1860000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,
188,PT00M00.00S,2020-08-21T23:18:11.4Z,1,REGULAR,period,end,[],0,,,1610612755,24,26,2020-08-21T23:18:11Z,1870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612755,24,26,2020-08-21T23:21:32Z,1880000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612755,24,26,2020-08-21T23:21:32Z,1890000,,,0,,substitution out Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612755,24,26,2020-08-21T23:21:32Z,1900000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612755,24,26,2020-08-21T23:21:32Z,1910000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,in,['startperiod'],1629680,,,1610612755,24,26,2020-08-21T23:21:32Z,1920000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612755,24,26,2020-08-21T23:21:32Z,1930000,,,0,,substitution in Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612755,24,26,2020-08-21T23:21:32Z,1940000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2020-08-21T23:19:01.9Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612755,24,26,2020-08-21T23:21:32Z,1950000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2020-08-21T23:21:42.9Z,2,REGULAR,period,start,[],0,,,1610612755,24,26,2020-08-21T23:21:42Z,1960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M40.00S,2020-08-21T23:22:02.0Z,2,REGULAR,2pt,jumpshot,[],203954,12.171484888304862,68.45128676470588,1610612755,26,26,2020-08-21T23:22:30Z,1970000,-92.0,62.0,1,left,J. Embiid 11' jumpshot (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,11.43,Made,14.0,,,,,,,,,,,,,,,,,,
199,PT11M24.00S,2020-08-21T23:22:20.3Z,2,REGULAR,turnover,traveling,[],202683,,,1610612738,26,26,2020-08-21T23:22:24Z,1980000,,,0,,E. Kanter TURNOVER traveling (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,2882.0,1.0,,,,,,,,,
200,PT11M03.00S,2020-08-21T23:22:52.0Z,2,REGULAR,2pt,jumpshot,['fromturnover'],203954,4.155716162943495,72.37285539215686,1610612755,26,26,2020-08-21T23:22:56Z,1990000,-112.0,-13.0,1,left,MISS J. Embiid 11' jumpshot,[203954],1610612755.0,PHI,turnaroundfadeaway,,,Embiid,J. Embiid,,,,,11.22,Missed,,,,,,,,,,,,,,,,,,,
201,PT11M00.00S,2020-08-21T23:22:55.0Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,26,26,2020-08-21T23:22:56Z,2000000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,
202,PT10M49.00S,2020-08-21T23:23:05.3Z,2,REGULAR,3pt,jumpshot,[],1627759,66.5735873850197,51.294424019607845,1610612738,26,26,2020-08-21T23:23:09Z,2010000,6.0,262.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
203,PT10M46.00S,2020-08-21T23:23:08.3Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,26,26,2020-08-21T23:23:09Z,2020000,,,0,,F. Korkmaz REBOUND (Off:0 Def:4),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,202.0,4.0,4.0,0.0,,,,,,,,,,,
204,PT10M41.00S,2020-08-21T23:23:17.7Z,2,REGULAR,foul,personal,[],203935,,,1610612755,26,26,2020-08-21T23:23:35Z,2030000,,,0,,M. Smart FOUL personal (2 PF),"[203935, 203954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2882.0,,2.0,0.0,Embiid,203954.0,,,,,
206,PT10M35.00S,2020-08-21T23:23:47.4Z,2,REGULAR,2pt,jumpshot,[],203954,23.078186596583443,54.23560049019608,1610612755,26,26,2020-08-21T23:23:52Z,2050000,-21.0,164.0,1,left,MISS J. Embiid 17' jumpshot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,17.12,Missed,,,,,,,,,,,,,,,,,,,
207,PT10M32.00S,2020-08-21T23:23:50.4Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,26,26,2020-08-21T23:23:52Z,2060000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,,
208,PT10M25.00S,2020-08-21T23:23:59.8Z,2,REGULAR,turnover,traveling,[],202954,,,1610612738,26,26,2020-08-21T23:24:04Z,2070000,,,0,,B. Wanamaker TURNOVER traveling (1 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1162.0,1.0,,,,,,,,,
209,PT10M15.00S,2020-08-21T23:24:21.3Z,2,REGULAR,2pt,jumpshot,['fromturnover'],202692,14.668199737187912,29.480698529411764,1610612755,28,26,2020-08-21T23:24:54Z,2080000,103.0,85.0,1,left,A. Burks 14' jumpshot (2 PTS),[202692],1610612755.0,PHI,stepback,,,Burks,A. Burks,,,,,13.71,Made,2.0,,,,,,,,,,,,,,,,,,
210,PT09M59.00S,2020-08-21T23:24:36.0Z,2,REGULAR,2pt,jumpshot,[],202683,76.82325886990802,45.41207107843137,1610612738,28,28,2020-08-21T23:24:42Z,2090000,-23.0,165.0,1,right,E. Kanter 17' jumpshot (4 PTS) (J. Brown 2 AST),"[202683, 1627759]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,17.24,Made,4.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
212,PT09M43.00S,2020-08-21T23:24:52.8Z,2,REGULAR,3pt,jumpshot,[],1627788,27.808804204993432,83.64736519607843,1610612755,28,28,2020-08-21T23:24:56Z,2110000,-168.0,209.0,1,left,MISS F. Korkmaz 27' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
213,PT09M40.00S,2020-08-21T23:24:55.8Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,28,28,2020-08-21T23:24:56Z,2120000,,,0,,E. Kanter REBOUND (Off:1 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,
214,PT09M33.00S,2020-08-21T23:25:02.3Z,2,REGULAR,2pt,jumpshot,[],202683,75.64060446780552,47.86305147058824,1610612738,28,30,2020-08-21T23:25:06Z,2130000,-11.0,176.0,1,right,E. Kanter 18' jumpshot (6 PTS) (B. Wanamaker 1 AST),"[202683, 202954]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,18.23,Made,6.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
216,PT09M17.00S,2020-08-21T23:25:18.2Z,2,REGULAR,2pt,jumpshot,[],203954,23.73521681997372,56.68658088235294,1610612755,30,30,2020-08-21T23:25:22Z,2150000,-33.0,171.0,1,left,J. Embiid 18' jumpshot (16 PTS) (A. Burks 1 AST),"[203954, 202692]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,17.92,Made,16.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,,
218,PT09M03.00S,2020-08-21T23:25:32.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202683,82.7365308804205,59.3826593137255,1610612738,30,30,2020-08-21T23:25:36Z,2170000,47.0,110.0,1,right,MISS E. Kanter 12' jumpshot,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,12.45,Missed,,,,,,,,,,,,,,,,,,,
219,PT09M01.00S,2020-08-21T23:25:34.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,30,30,2020-08-21T23:25:36Z,2180000,,,0,,J. Embiid REBOUND (Off:4 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,218.0,8.0,4.0,4.0,,,,,,,,,,,
220,PT08M56.00S,2020-08-21T23:25:40.2Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203954,33.327858081471746,48.59834558823529,1610612755,33,30,2020-08-21T23:26:29Z,2190000,7.0,261.0,1,left,J. Embiid 27' 3PT  (19 PTS) (A. Burks 2 AST),"[203954, 202692]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,26.64,Made,19.0,A. Burks,202692.0,2.0,,,,,,,,,,,,,,,
222,PT08M40.00S,2020-08-21T23:25:55.4Z,2,REGULAR,3pt,jumpshot,[],202954,66.70499342969777,25.314031862745097,1610612738,33,33,2020-08-21T23:26:01Z,2210000,-123.0,260.0,1,right,B. Wanamaker 29' 3PT  (3 PTS),[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,29.32,Made,3.0,,,,,,,,,,,,,,,,,,
223,PT08M27.00S,2020-08-21T23:26:11.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612755,33,33,2020-08-21T23:26:11Z,2220000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M27.00S,2020-08-21T23:26:13.0Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,33,33,2020-08-21T23:26:26Z,2230000,,,0,,substitution out Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M27.00S,2020-08-21T23:26:13.0Z,2,REGULAR,substitution,in,[],1626196,,,1610612755,33,33,2020-08-21T23:26:26Z,2240000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M21.00S,2020-08-21T23:26:37.9Z,2,REGULAR,2pt,jumpshot,[],1626196,23.603810775295663,53.990502450980394,1610612755,33,33,2020-08-21T23:26:42Z,2250000,-20.0,169.0,1,left,MISS J. Richardson 18' jumpshot,[1626196],1610612755.0,PHI,stepback,,,Richardson,J. Richardson,,,,,17.6,Missed,,,,,,,,,,,,,,,,,,,
227,PT08M19.00S,2020-08-21T23:26:39.9Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,33,33,2020-08-21T23:26:42Z,2260000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,,,
228,PT08M13.00S,2020-08-21T23:26:47.5Z,2,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,33,33,2020-08-21T23:26:56Z,2270000,,,0,,J. Embiid FOUL personal (1 PF) (Brown 2freethrow),"[203954, 1627759]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Brown,1627759.0,,,,,
230,PT08M13.00S,2020-08-21T23:27:12.8Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,33,33,2020-08-21T23:27:12Z,2290000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
231,PT08M13.00S,2020-08-21T23:27:12.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,33,33,2020-08-21T23:27:12Z,2300000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,
232,PT08M13.00S,2020-08-21T23:27:13.9Z,2,REGULAR,substitution,out,[],202692,,,1610612738,33,33,2020-08-21T23:27:24Z,2310000,,,0,,substitution out Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M13.00S,2020-08-21T23:27:13.9Z,2,REGULAR,substitution,out,[],1629680,,,1610612738,33,33,2020-08-21T23:27:24Z,2320000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M13.00S,2020-08-21T23:27:13.9Z,2,REGULAR,substitution,out,[],202954,,,1610612738,33,33,2020-08-21T23:27:24Z,2330000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M13.00S,2020-08-21T23:27:13.9Z,2,REGULAR,substitution,in,[],1629003,,,1610612738,33,33,2020-08-21T23:27:24Z,2340000,,,0,,substitution in Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M13.00S,2020-08-21T23:27:13.9Z,2,REGULAR,substitution,in,[],202699,,,1610612738,33,33,2020-08-21T23:27:24Z,2350000,,,0,,substitution in Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M13.00S,2020-08-21T23:27:13.9Z,2,REGULAR,substitution,in,[],202689,,,1610612738,33,33,2020-08-21T23:27:24Z,2360000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M13.00S,2020-08-21T23:27:37.0Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,33,34,2020-08-21T23:27:37Z,2370000,,,0,,J. Brown freethrow 2of2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
239,PT07M54.00S,2020-08-21T23:27:58.9Z,2,REGULAR,2pt,jumpshot,[],1629003,18.74178712220762,32.91207107843137,1610612755,33,34,2020-08-21T23:28:03Z,2380000,85.0,124.0,1,left,MISS S. Milton 15' jumpshot,[1629003],1610612755.0,PHI,drivingfloating,,,Milton,S. Milton,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,,
240,PT07M52.00S,2020-08-21T23:28:00.9Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,33,34,2020-08-21T23:28:03Z,2390000,,,0,,E. Kanter REBOUND (Off:1 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,239.0,4.0,3.0,1.0,,,,,,,,,,,
241,PT07M43.00S,2020-08-21T23:28:10.9Z,2,REGULAR,2pt,hook,['pointsinthepaint'],203935,94.43166885676742,61.83363970588235,1610612738,33,36,2020-08-21T23:28:22Z,2400000,59.0,0.0,1,right,M. Smart 6' hook (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.94,Made,2.0,,,,,,,,,,,,,,,,,,
242,PT07M43.00S,2020-08-21T23:28:17.4Z,2,REGULAR,foul,personal,['1freethrow'],202699,,,1610612738,33,36,2020-08-21T23:28:25Z,2410000,,,0,,T. Harris FOUL personal (1 PF) (Smart 1freethrow),"[202699, 203935]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,,,,2882.0,,1.0,0.0,Smart,203935.0,,,,,
244,PT07M43.00S,2020-08-21T23:28:33.2Z,2,REGULAR,freethrow,1of1,[],203935,,,1610612738,33,37,2020-08-21T23:28:33Z,2430000,,,0,,M. Smart freethrow 1of1 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
245,PT07M33.00S,2020-08-21T23:28:47.7Z,2,REGULAR,foul,offensive,[],203954,,,1610612755,33,37,2020-08-21T23:28:55Z,2440000,,,0,,J. Embiid FOUL offensive (2 PF),"[203954, 203935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Smart,203935.0,,,,,
247,PT07M33.00S,2020-08-21T23:28:47.7Z,2,REGULAR,turnover,offensivefoul,[],203954,,,1610612755,33,37,2020-08-21T23:28:47Z,2460000,,,0,,J. Embiid TURNOVER offensivefoul (2 TOV),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1162.0,2.0,,,,,,,,,
248,PT07M24.00S,2020-08-21T23:29:09.1Z,2,REGULAR,3pt,jumpshot,['fromturnover'],203935,71.56701708278581,21.39246323529412,1610612738,33,37,2020-08-21T23:29:13Z,2470000,-143.0,215.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
249,PT07M20.00S,2020-08-21T23:29:13.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612755,33,37,2020-08-21T23:29:13Z,2480000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,248.0,3.0,2.0,1.0,,,,,,,,,,,
250,PT07M11.00S,2020-08-21T23:29:20.8Z,2,REGULAR,3pt,jumpshot,[],1629003,27.283180026281208,18.206188725490197,1610612755,36,37,2020-08-21T23:29:25Z,2490000,159.0,204.0,1,left,S. Milton 26' 3PT  (3 PTS) (J. Richardson 2 AST),"[1629003, 1626196]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,26.3,Made,3.0,J. Richardson,1626196.0,2.0,,,,,,,,,,,,,,,
252,PT07M00.00S,2020-08-21T23:29:36.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,36,37,2020-08-21T23:29:36Z,2510000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M00.00S,2020-08-21T23:32:09.8Z,2,REGULAR,substitution,out,[],202683,,,1610612738,36,37,2020-08-21T23:32:54Z,2520000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M00.00S,2020-08-21T23:32:09.8Z,2,REGULAR,substitution,out,[],203935,,,1610612738,36,37,2020-08-21T23:32:54Z,2530000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M00.00S,2020-08-21T23:32:09.8Z,2,REGULAR,substitution,in,[],202954,,,1610612738,36,37,2020-08-21T23:32:54Z,2540000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M00.00S,2020-08-21T23:32:09.8Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,36,37,2020-08-21T23:32:54Z,2550000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M54.00S,2020-08-21T23:33:22.1Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,90.09526938239159,52.51991421568627,1610612738,36,39,2020-08-21T23:33:26Z,2560000,13.0,41.0,1,right,D. Theis dunk (2 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,4.78,Made,2.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
259,PT06M31.00S,2020-08-21T23:33:45.0Z,2,REGULAR,3pt,jumpshot,[],1629003,30.699737187910642,29.235600490196077,1610612755,36,39,2020-08-21T23:33:49Z,2580000,104.0,236.0,1,left,MISS S. Milton 26' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
260,PT06M28.00S,2020-08-21T23:33:48.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,36,39,2020-08-21T23:33:49Z,2590000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,259.0,4.0,4.0,0.0,,,,,,,,,,,
261,PT06M25.00S,2020-08-21T23:33:51.3Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,68.80749014454665,30.46109068627451,1610612738,36,39,2020-08-21T23:33:58Z,2600000,-98.0,241.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,runningpullup,,,Brown,J. Brown,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
262,PT06M22.00S,2020-08-21T23:33:54.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,36,39,2020-08-21T23:33:58Z,2610000,,,0,,J. Embiid REBOUND (Off:4 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,261.0,9.0,5.0,4.0,,,,,,,,,,,
263,PT06M13.00S,2020-08-21T23:34:03.2Z,2,REGULAR,turnover,lostball,[],1626196,,,1610612755,36,39,2020-08-21T23:34:09Z,2620000,,,0,,J. Richardson TURNOVER lostball (1 TOV) Stolen,"[1626196, 202689]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,1.0,,,,,,,Walker,202689.0,
264,PT06M13.00S,2020-08-21T23:34:03.2Z,2,REGULAR,steal,,[],202689,,,1610612738,36,39,2020-08-21T23:42:12Z,2630000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M11.00S,2020-08-21T23:34:07.4Z,2,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612738,36,39,2020-08-21T23:34:25Z,2640000,,,0,,S. Milton FOUL personal (1 PF) (Wanamaker 2freethrow),"[1629003, 202954]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,1162.0,,1.0,0.0,Wanamaker,202954.0,,,,,
267,PT06M11.00S,2020-08-21T23:34:33.3Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202954,,,1610612738,36,40,2020-08-21T23:34:33Z,2660000,,,0,,B. Wanamaker freethrow 1of2 (4 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
