actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
187,PT11M17.00S,2020-08-11T21:41:01.6Z,2,REGULAR,2pt,jumpshot,['2ndchance'],1628960,18.347568988173457,33.15716911764706,1610612763,17,24,2020-08-11T21:41:06Z,1870000,84.0,120.0,1,left,MISS G. Allen 15' jumpshot,[1628960],1610612763.0,MEM,drivingfloating,,,Allen,G. Allen,,,,,15.11,Missed,,,,,,,,,,,,,,,,,,,
188,PT11M15.00S,2020-08-11T21:41:03.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,17,24,2020-08-11T21:41:06Z,1880000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
189,PT11M10.00S,2020-08-11T21:41:10.8Z,2,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",1628369,93.9060446780552,54.72579656862745,1610612738,17,26,2020-08-11T21:41:33Z,1890000,24.0,5.0,1,right,J. Tatum jumpshot (7 PTS),[1628369],1610612738.0,BOS,drivingfloatingbank,,,Tatum,J. Tatum,,,,,2.57,Made,,,,,7.0,,,,,,,,,,,,,,
190,PT10M59.00S,2020-08-11T21:41:20.6Z,2,REGULAR,3pt,jumpshot,[],1628960,25.443495400788436,84.3826593137255,1610612763,17,26,2020-08-11T21:41:26Z,1900000,-172.0,187.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M59.00S,2020-08-11T21:41:20.6Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,17,26,2020-08-11T21:41:26Z,1910000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
193,PT10M38.00S,2020-08-11T21:41:41.3Z,2,REGULAR,2pt,jumpshot,[],203935,70.38436268068331,44.676776960784316,1610612738,17,26,2020-08-11T21:42:45Z,1930000,-27.0,226.0,1,right,MISS M. Smart 23' jumpshot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M36.00S,2020-08-11T21:41:43.2Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,17,26,2020-08-11T21:41:43Z,1940000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
195,PT10M29.00S,2020-08-11T21:41:50.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629001,20.18725361366623,48.59834558823529,1610612763,17,26,2020-08-11T21:41:54Z,1950000,7.0,137.0,1,left,MISS D. Melton 14' jumpshot Blocked,"[1629001, 1629057]",1610612763.0,MEM,drivingfloating,,,Melton,D. Melton,,,,,14.3,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
196,PT10M29.00S,2020-08-11T21:41:50.0Z,2,REGULAR,block,,[],1629057,,,1610612763,17,26,2020-08-11T21:41:52Z,1960000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M27.00S,2020-08-11T21:41:52.0Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,17,26,2020-08-11T21:41:54Z,1970000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
198,PT10M21.00S,2020-08-11T21:41:58.3Z,2,REGULAR,3pt,jumpshot,[],1628369,66.70499342969777,49.333639705882355,1610612738,17,29,2020-08-11T21:42:03Z,1980000,-3.0,260.0,1,right,J. Tatum 27' 3PT  (10 PTS) (B. Wanamaker 2 AST),"[1628369, 202954]",1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.6,Made,,,,,10.0,,,,B. Wanamaker,202954.0,2.0,,,,,,,,
200,PT10M20.00S,2020-08-11T21:42:06.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,17,29,2020-08-11T21:42:06Z,2000000,,,0,,timeout full,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M20.00S,2020-08-11T21:44:22.4Z,2,REGULAR,substitution,out,[],1629001,,,1610612763,17,29,2020-08-11T21:45:17Z,2010000,,,0,,substitution out Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M20.00S,2020-08-11T21:44:22.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,17,29,2020-08-11T21:45:17Z,2020000,,,0,,substitution out Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M20.00S,2020-08-11T21:44:22.4Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,17,29,2020-08-11T21:45:17Z,2030000,,,0,,substitution in Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M20.00S,2020-08-11T21:44:22.4Z,2,REGULAR,substitution,in,[],201229,,,1610612763,17,29,2020-08-11T21:45:17Z,2040000,,,0,,substitution in Tolliver,[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M58.00S,2020-08-11T21:45:49.3Z,2,REGULAR,2pt,jumpshot,[],1628415,17.559132720105126,13.794424019607842,1610612763,17,29,2020-08-11T21:45:54Z,2050000,181.0,113.0,1,left,MISS D. Brooks 22' jumpshot,[1628415],1610612763.0,MEM,stepback,,,Brooks,D. Brooks,,,,,21.61,Missed,,,,,,,,,,,,,,,,,,,
206,PT09M55.00S,2020-08-11T21:45:52.3Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,17,29,2020-08-11T21:45:54Z,2060000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
207,PT09M48.00S,2020-08-11T21:46:00.5Z,2,REGULAR,foul,personal,['3freethrow'],202685,,,1610612738,17,29,2020-08-11T21:47:51Z,2070000,,,0,,J. Valanciunas FOUL personal (1 PF) (Tatum 3freethrow),"[202685, 1628369]",1610612763.0,MEM,flagranttype1,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Tatum,1628369.0,,,
209,PT09M48.00S,2020-08-11T21:46:37.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,17,29,2020-08-11T21:47:26Z,2090000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,Common Foul to Flagrant 1
210,PT09M48.00S,2020-08-11T21:47:45.7Z,2,REGULAR,freethrow,1of3,[],1628369,,,1610612738,17,30,2020-08-11T21:48:28Z,2100000,,,0,,J. Tatum flagrant freethrow 1of3 (11 PTS),[1628369],1610612738.0,BOS,flagrant,,,Tatum,J. Tatum,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
211,PT09M48.00S,2020-08-11T21:47:45.7Z,2,REGULAR,freethrow,2of3,[],1628369,,,1610612738,17,31,2020-08-11T21:48:28Z,2110000,,,0,,J. Tatum flagrant freethrow 2of3 (12 PTS),[1628369],1610612738.0,BOS,flagrant,,,Tatum,J. Tatum,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
212,PT09M48.00S,2020-08-11T21:47:45.7Z,2,REGULAR,freethrow,3of3,[],1628369,,,1610612738,17,32,2020-08-11T21:48:28Z,2120000,,,0,,J. Tatum flagrant freethrow 3of3 (13 PTS),[1628369],1610612738.0,BOS,flagrant,,,Tatum,J. Tatum,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
213,PT09M41.00S,2020-08-11T21:48:25.7Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612738,17,32,2020-08-11T21:48:34Z,2130000,,,0,,K. Anderson FOUL personal (2 PF) (Wanamaker 2freethrow),"[203937, 202954]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Wanamaker,202954.0,,,
215,PT09M41.00S,2020-08-11T21:48:45.2Z,2,REGULAR,freethrow,1of2,[],202954,,,1610612738,17,33,2020-08-11T21:49:04Z,2150000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
216,PT09M41.00S,2020-08-11T21:48:45.2Z,2,REGULAR,freethrow,2of2,[],202954,,,1610612738,17,33,2020-08-11T21:49:04Z,2160000,,,0,,MISS B. Wanamaker freethrow 2of2,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
217,PT09M39.00S,2020-08-11T21:48:47.2Z,2,REGULAR,rebound,defensive,[],202685,,,1610612763,17,33,2020-08-11T21:49:04Z,2170000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,216.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
218,PT09M20.00S,2020-08-11T21:49:17.4Z,2,REGULAR,2pt,jumpshot,[],1628960,18.478975032851512,32.176776960784316,1610612763,17,33,2020-08-11T21:49:24Z,2180000,89.0,121.0,1,left,MISS G. Allen 15' jumpshot Blocked,"[1628960, 1629057]",1610612763.0,MEM,drivingfloating,,,Allen,G. Allen,,,,,15.49,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
219,PT09M20.00S,2020-08-11T21:49:17.4Z,2,REGULAR,block,,[],1629057,,,1610612763,17,33,2020-08-11T21:49:20Z,2190000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M18.00S,2020-08-11T21:49:19.4Z,2,REGULAR,rebound,offensive,[],201229,,,1610612763,17,33,2020-08-11T21:49:24Z,2200000,,,0,,A. Tolliver REBOUND (Off:1 Def:0),[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,,,218.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
221,PT09M14.00S,2020-08-11T21:49:23.9Z,2,REGULAR,3pt,jumpshot,['2ndchance'],201229,32.933639947437584,46.14736519607843,1610612763,17,33,2020-08-11T21:49:28Z,2210000,19.0,257.0,1,left,MISS A. Tolliver 26' 3PT,[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
222,PT09M11.00S,2020-08-11T21:49:26.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,33,2020-08-11T21:49:26Z,2220000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
223,PT08M57.00S,2020-08-11T21:49:41.4Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1629057,93.9060446780552,51.294424019607845,1610612738,17,35,2020-08-11T21:49:46Z,2230000,6.0,5.0,1,right,R. Williams III dunk (2 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.22,Made,,,,,2.0,,,,J. Brown,1627759.0,1.0,,,,,,,,
225,PT08M57.00S,2020-08-11T21:49:48.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,17,35,2020-08-11T21:49:48Z,2250000,,,0,,timeout full,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M57.00S,2020-08-11T21:51:51.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612763,17,35,2020-08-11T21:52:47Z,2260000,,,0,,substitution out Allen,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M57.00S,2020-08-11T21:51:51.2Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,17,35,2020-08-11T21:52:47Z,2270000,,,0,,substitution in Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M48.00S,2020-08-11T21:53:17.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628415,16.770696452036795,37.32383578431372,1610612763,19,35,2020-08-11T21:53:22Z,2280000,63.0,105.0,1,left,D. Brooks 13' jumpshot (2 PTS) (A. Tolliver 1 AST),"[1628415, 201229]",1610612763.0,MEM,drivingfloating,,,Brooks,D. Brooks,,,,,12.75,Made,,,,,2.0,,,,A. Tolliver,201229.0,1.0,,,,,,,,
230,PT08M29.00S,2020-08-11T21:53:36.2Z,2,REGULAR,3pt,jumpshot,[],1627759,81.8166885676741,94.43167892156863,1610612738,19,35,2020-08-11T21:53:40Z,2300000,222.0,118.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
231,PT08M25.00S,2020-08-11T21:53:40.2Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,19,35,2020-08-11T21:53:40Z,2310000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
232,PT08M20.00S,2020-08-11T21:53:46.3Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fastbreak']",202685,8.360709592641262,45.41207107843137,1610612763,21,35,2020-08-11T21:53:52Z,2320000,23.0,26.0,1,left,J. Valanciunas dunk (6 PTS) (J. Morant 4 AST),"[202685, 1629630]",1610612763.0,MEM,cutting,,,Valanciunas,J. Valanciunas,,,,,3.9,Made,,,,,6.0,,,,J. Morant,1629630.0,4.0,,,,,,,,
234,PT07M57.00S,2020-08-11T21:54:08.6Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],203935,94.56307490144546,53.01011029411765,1610612738,21,37,2020-08-11T21:54:12Z,2340000,15.0,-1.0,1,right,M. Smart dunk (6 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,alleyoop,,,Smart,M. Smart,,,,,1.56,Made,,,,,6.0,,,,J. Tatum,1628369.0,2.0,,,,,,,,
236,PT07M46.00S,2020-08-11T21:54:19.0Z,2,REGULAR,turnover,lostball,[],1629630,,,1610612763,21,37,2020-08-11T21:54:23Z,2360000,,,0,,J. Morant TURNOVER lostball (1 TOV) Stolen,"[1629630, 202954]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,1.0,Wanamaker,202954.0,,,,,,,,,,,
237,PT07M46.00S,2020-08-11T21:54:19.0Z,2,REGULAR,steal,,[],202954,,,1610612738,21,37,2020-08-11T21:54:20Z,2370000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M41.00S,2020-08-11T21:54:24.5Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1627759,92.59198423127464,94.18658088235294,1610612738,21,40,2020-08-11T21:54:31Z,2380000,221.0,17.0,1,right,J. Brown 22' 3PT  (5 PTS) (B. Wanamaker 3 AST),"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.21,Made,,,,,5.0,,,,B. Wanamaker,202954.0,3.0,,,,,,,,
240,PT07M27.00S,2020-08-11T21:54:42.0Z,2,REGULAR,foul,personal,[],202954,,,1610612763,21,40,2020-08-11T21:54:54Z,2400000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 202685]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Valanciunas,202685.0,,,
242,PT07M27.00S,2020-08-11T21:54:52.7Z,2,REGULAR,substitution,out,[],203935,,,1610612763,21,40,2020-08-11T21:54:59Z,2420000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M27.00S,2020-08-11T21:54:52.7Z,2,REGULAR,substitution,in,[],202689,,,1610612763,21,40,2020-08-11T21:54:59Z,2430000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M14.00S,2020-08-11T21:55:14.8Z,2,REGULAR,3pt,jumpshot,[],203937,19.92444152431012,90.75520833333334,1610612763,21,40,2020-08-11T21:55:19Z,2440000,-204.0,135.0,1,left,MISS K. Anderson 25' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
245,PT07M12.00S,2020-08-11T21:55:16.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,40,2020-08-11T21:55:19Z,2450000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
246,PT06M58.00S,2020-08-11T21:55:34.8Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612738,21,40,2020-08-11T21:55:44Z,2460000,,,0,,K. Anderson FOUL personal (3 PF) (Wanamaker 2freethrow),"[203937, 202954]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Wanamaker,202954.0,,,
248,PT06M58.00S,2020-08-11T21:56:05.3Z,2,REGULAR,freethrow,1of2,[],202954,,,1610612738,21,41,2020-08-11T21:56:05Z,2480000,,,0,,B. Wanamaker freethrow 1of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
249,PT06M58.00S,2020-08-11T21:56:07.6Z,2,REGULAR,substitution,out,[],203937,,,1610612738,21,41,2020-08-11T21:56:10Z,2490000,,,0,,substitution out Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M58.00S,2020-08-11T21:56:07.6Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,21,41,2020-08-11T21:56:10Z,2500000,,,0,,substitution in Allen,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M58.00S,2020-08-11T21:56:20.5Z,2,REGULAR,freethrow,2of2,[],202954,,,1610612738,21,42,2020-08-11T21:56:20Z,2510000,,,0,,B. Wanamaker freethrow 2of2 (3 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
252,PT06M48.00S,2020-08-11T21:56:35.1Z,2,REGULAR,foul,personal,['2freethrow'],202689,,,1610612763,21,42,2020-08-11T21:56:47Z,2520000,,,0,,K. Walker FOUL personal (1 PF) (Valanciunas 2freethrow),"[202689, 202685]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Valanciunas,202685.0,,,
254,PT06M48.00S,2020-08-11T21:57:03.5Z,2,REGULAR,freethrow,1of2,[],202685,,,1610612763,22,42,2020-08-11T21:58:28Z,2540000,,,0,,J. Valanciunas freethrow 1of2 (7 PTS),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
255,PT06M48.00S,2020-08-11T21:57:04.3Z,2,REGULAR,substitution,out,[],201229,,,1610612763,22,42,2020-08-11T21:57:09Z,2550000,,,0,,substitution out Tolliver,[201229],1610612763.0,MEM,,,,Tolliver,A. Tolliver,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M48.00S,2020-08-11T21:57:04.3Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,22,42,2020-08-11T21:57:09Z,2560000,,,0,,substitution in Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M48.00S,2020-08-11T21:57:03.5Z,2,REGULAR,freethrow,2of2,[],202685,,,1610612763,22,42,2020-08-11T21:58:28Z,2570000,,,0,,MISS J. Valanciunas freethrow 2of2,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
259,PT06M48.00S,2020-08-11T21:57:03.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,22,42,2020-08-11T21:58:28Z,2580000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,258.0,,,,,,,,,,,,,,,,,,
260,PT06M47.00S,2020-08-11T21:57:32.2Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,22,42,2020-08-11T21:57:32Z,2590000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M29.00S,2020-08-11T21:57:51.8Z,2,REGULAR,2pt,jumpshot,[],1628369,89.96386333771353,24.088541666666664,1610612738,22,44,2020-08-11T21:57:57Z,2600000,-130.0,42.0,1,right,J. Tatum 14' jumpshot (15 PTS) (K. Walker 1 AST),"[1628369, 202689]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,13.8,Made,,,,,15.0,,,,K. Walker,202689.0,1.0,,,,,,,,
263,PT06M18.00S,2020-08-11T21:58:03.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629634,7.30946123521682,46.392463235294116,1610612763,24,44,2020-08-11T21:58:10Z,2620000,18.0,16.0,1,left,B. Clarke layup (4 PTS) (D. Brooks 1 AST),"[1629634, 1628415]",1610612763.0,MEM,reverse,,,Clarke,B. Clarke,,,,,2.82,Made,,,,,4.0,,,,D. Brooks,1628415.0,1.0,,,,,,,,
265,PT05M58.00S,2020-08-11T21:58:22.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,83.919185282523,55.70618872549019,1610612738,24,46,2020-08-11T21:58:32Z,2640000,29.0,99.0,1,right,J. Tatum 11' jumpshot (17 PTS),[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,10.8,Made,,,,,17.0,,,,,,,,,,,,,,
266,PT05M43.00S,2020-08-11T21:58:38.0Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629630,5.863994743758213,54.23560049019608,1610612763,24,46,2020-08-11T21:58:50Z,2650000,-21.0,3.0,1,left,MISS J. Morant jumpshot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M42.00S,2020-08-11T21:58:39.0Z,2,REGULAR,rebound,offensive,[],202685,,,1610612763,24,46,2020-08-11T21:58:50Z,2660000,,,0,,J. Valanciunas REBOUND (Off:3 Def:3),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,266.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
268,PT05M42.00S,2020-08-11T21:58:40.6Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202685,5.0,50.0,1610612763,24,46,2020-08-11T21:58:45Z,2670000,0.0,-6.0,1,left,MISS J. Valanciunas layup,[202685],1610612763.0,MEM,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
269,PT05M42.00S,2020-08-11T21:58:40.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,24,46,2020-08-11T21:58:45Z,2680000,,,0,,Team offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,
270,PT05M42.00S,2020-08-11T21:58:45.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612763,24,46,2020-08-11T21:58:45Z,2690000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M42.00S,2020-08-11T21:58:48.3Z,2,REGULAR,substitution,out,[],202685,,,1610612763,24,46,2020-08-11T21:58:54Z,2700000,,,0,,substitution out Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M42.00S,2020-08-11T21:58:48.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612763,24,46,2020-08-11T21:58:54Z,2710000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M42.00S,2020-08-11T21:58:48.3Z,2,REGULAR,substitution,in,[],203476,,,1610612763,24,46,2020-08-11T21:58:54Z,2720000,,,0,,substitution in Dieng,[203476],1610612763.0,MEM,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M42.00S,2020-08-11T21:58:48.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612763,24,46,2020-08-11T21:58:54Z,2730000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M42.00S,2020-08-11T21:59:00.2Z,2,REGULAR,substitution,out,[],202954,,,1610612763,24,46,2020-08-11T21:59:05Z,2740000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M42.00S,2020-08-11T21:59:00.2Z,2,REGULAR,substitution,in,[],202330,,,1610612763,24,46,2020-08-11T21:59:05Z,2750000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M38.00S,2020-08-11T21:59:20.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629630,6.258212877792378,53.50030637254902,1610612763,26,46,2020-08-11T21:59:24Z,2760000,-18.0,6.0,1,left,J. Morant layup (9 PTS) (G. Allen 1 AST),"[1629630, 1628960]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,2.11,Made,,,,,9.0,,,,G. Allen,1628960.0,1.0,,,,,,,,
278,PT05M38.00S,2020-08-11T21:59:27.9Z,2,REGULAR,foul,personal,['1freethrow'],202330,,,1610612763,26,46,2020-08-11T21:59:40Z,2770000,,,0,,G. Hayward FOUL personal (2 PF) (Morant 1freethrow),"[202330, 1629630]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Morant,1629630.0,,,
