actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
99,PT06M10.00S,2020-01-21T00:55:13.0Z,1,REGULAR,freethrow,2of2,['2ndchance'],2544,,,1610612747,15,17,2020-01-21T00:55:13Z,950000,,,0,,L. James freethrow 2of2 (2 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
100,PT06M00.00S,2020-01-21T00:55:25.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628464,91.27792378449409,41.73560049019608,1610612738,15,17,2020-01-21T00:55:30Z,960000,-41.0,29.0,1,right,MISS D. Theis layup,[1628464],1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,5.41,Missed,,,,,,,,,,,,,,,,,,,
101,PT05M58.00S,2020-01-21T00:55:27.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,15,17,2020-01-21T00:55:30Z,970000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,100.0,3.0,2.0,1.0,,,,,,,,,,,
102,PT05M55.00S,2020-01-21T00:55:32.7Z,1,REGULAR,turnover,outofbounds,[],2544,,,1610612747,15,17,2020-01-21T00:55:50Z,980000,,,0,,L. James TURNOVER outofbounds (3 TOV),[2544],1610612747.0,LAL,badpass,,,James,L. James,,,,,,,,,,,,,,,1146.0,,,,,,,3.0,,,
103,PT05M41.00S,2020-01-21T00:55:58.9Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627759,92.9862023653088,47.61795343137255,1610612738,17,17,2020-01-21T00:56:28Z,990000,-12.0,13.0,1,right,J. Brown layup (5 PTS) (G. Hayward 2 AST),"[1627759, 202330]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.23,Made,5.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,,
104,PT05M41.00S,2020-01-21T00:56:01.2Z,1,REGULAR,foul,personal,['1freethrow'],2544,,,1610612738,17,17,2020-01-21T00:56:14Z,1000000,,,0,,L. James FOUL personal (1 PF) (Brown 1freethrow),"[2544, 1627759]",1610612747.0,LAL,shooting,,,James,L. James,,,,,,,,,,,,,,,1146.0,1.0,0.0,Brown,1627759.0,,,,,,
106,PT05M41.00S,2020-01-21T00:56:26.6Z,1,REGULAR,freethrow,1of1,['fromturnover'],1627759,,,1610612738,17,17,2020-01-21T00:56:31Z,1020000,,,0,,MISS J. Brown freethrow 1of1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
108,PT05M39.00S,2020-01-21T00:56:28.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,17,17,2020-01-21T00:56:31Z,1030000,,,0,,Team defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,
109,PT05M39.00S,2020-01-21T00:56:30.5Z,1,REGULAR,foul,personal,[],1628464,,,1610612747,17,17,2020-01-21T00:56:37Z,1040000,,,0,,D. Theis FOUL personal (2 PF),"[1628464, 201580]",1610612738.0,BOS,looseball,,,Theis,D. Theis,,,,,,,,,,,,,,,204059.0,2.0,0.0,McGee,201580.0,,,,,,
111,PT05M29.00S,2020-01-21T00:56:48.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],2544,7.30946123521682,54.23560049019608,1610612747,17,19,2020-01-21T00:56:52Z,1060000,-21.0,16.0,1,left,L. James layup (4 PTS),[2544],1610612747.0,LAL,drivingreverse,,,James,L. James,,,,,3.03,Made,4.0,,,,,,,,,,,,,,,,,,
112,PT05M19.00S,2020-01-21T00:56:59.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,92.85479632063075,55.4610906862745,1610612738,17,19,2020-01-21T00:57:11Z,1070000,27.0,15.0,1,right,MISS G. Hayward layup Blocked,"[202330, 201580]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,3.4,Missed,,,,,,,,,,,,,,McGee,201580.0,,,,
113,PT05M19.00S,2020-01-21T00:56:59.7Z,1,REGULAR,block,,[],201580,,,1610612738,17,19,2020-01-21T00:57:01Z,1080000,,,0,,J. McGee BLOCK (3 BLK),[201580],1610612747.0,LAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT05M18.00S,2020-01-21T00:57:00.7Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,17,19,2020-01-21T00:57:11Z,1090000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,
116,PT05M17.00S,2020-01-21T00:57:07.2Z,1,REGULAR,turnover,outofbounds,[],202340,,,1610612747,17,19,2020-01-21T00:57:16Z,1110000,,,0,,A. Bradley TURNOVER outofbounds (1 TOV),[202340],1610612747.0,LAL,step,,,Bradley,A. Bradley,,,,,,,,,,,,,,,204058.0,,,,,,,1.0,,,
117,PT05M17.00S,2020-01-21T00:57:11.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,17,19,2020-01-21T00:57:23Z,1120000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M17.00S,2020-01-21T00:57:11.5Z,1,REGULAR,substitution,out,[],201980,,,1610612738,17,19,2020-01-21T00:57:23Z,1130000,,,0,,substitution out Green,[201980],1610612747.0,LAL,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT05M17.00S,2020-01-21T00:57:11.5Z,1,REGULAR,substitution,in,[],202683,,,1610612738,17,19,2020-01-21T00:57:23Z,1140000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT05M17.00S,2020-01-21T00:57:11.5Z,1,REGULAR,substitution,in,[],203484,,,1610612738,17,19,2020-01-21T00:57:23Z,1150000,,,0,,substitution in Caldwell-Pope,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT05M13.00S,2020-01-21T00:57:37.4Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202683,91.01511169513797,50.80422794117647,1610612738,19,19,2020-01-21T00:57:40Z,1160000,4.0,32.0,1,right,E. Kanter layup (2 PTS) (M. Smart 1 AST),"[202683, 203935]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,3.77,Made,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
123,PT05M01.00S,2020-01-21T00:57:49.6Z,1,REGULAR,2pt,jumpshot,[],203484,24.52365308804205,48.10814950980392,1610612747,19,21,2020-01-21T00:57:56Z,1180000,9.0,178.0,1,left,K. Caldwell-Pope 18' jumpshot (2 PTS) (L. James 6 AST),"[203484, 2544]",1610612747.0,LAL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,18.37,Made,2.0,L. James,2544.0,6.0,,,,,,,,,,,,,,,
125,PT04M51.00S,2020-01-21T00:57:58.9Z,1,REGULAR,3pt,jumpshot,[],202689,69.59592641261499,69.18658088235294,1610612738,22,21,2020-01-21T00:58:07Z,1200000,96.0,233.0,1,right,K. Walker 26' 3PT  (5 PTS) (M. Smart 2 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.73,Made,5.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
127,PT04M40.00S,2020-01-21T00:58:13.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],2544,9.411957950065702,52.76501225490197,1610612747,22,21,2020-01-21T00:58:21Z,1220000,-14.0,36.0,1,left,MISS L. James layup Blocked,"[2544, 202683]",1610612747.0,LAL,driving,,,James,L. James,,,,,4.37,Missed,,,,,,,,,,,,,,Kanter,202683.0,,,,
128,PT04M40.00S,2020-01-21T00:58:13.7Z,1,REGULAR,block,,[],202683,,,1610612747,22,21,2020-01-21T00:58:15Z,1230000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M39.00S,2020-01-21T00:58:14.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,22,21,2020-01-21T00:58:21Z,1240000,,,0,,Team offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,
130,PT04M39.00S,2020-01-21T00:58:18.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612747,22,21,2020-01-21T00:58:18Z,1250000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT04M39.00S,2020-01-21T00:58:20.6Z,1,REGULAR,substitution,out,[],201580,,,1610612747,22,21,2020-01-21T00:58:22Z,1260000,,,0,,substitution out McGee,[201580],1610612747.0,LAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M39.00S,2020-01-21T00:58:20.6Z,1,REGULAR,substitution,in,[],2730,,,1610612747,22,21,2020-01-21T00:58:22Z,1270000,,,0,,substitution in Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT04M33.00S,2020-01-21T00:58:39.0Z,1,REGULAR,2pt,jumpshot,['2ndchance'],202340,16.113666228646515,31.93167892156863,1610612747,22,21,2020-01-21T00:58:51Z,1280000,90.0,99.0,1,left,MISS A. Bradley 14' jumpshot,[202340],1610612747.0,LAL,drivingfloating,,,Bradley,A. Bradley,,,,,13.81,Missed,,,,,,,,,,,,,,,,,,,
134,PT04M32.00S,2020-01-21T00:58:40.0Z,1,REGULAR,rebound,defensive,[],202330,,,1610612738,22,21,2020-01-21T00:58:51Z,1290000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,133.0,2.0,1.0,1.0,,,,,,,,,,,
135,PT04M11.00S,2020-01-21T00:59:02.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612738,22,21,2020-01-21T00:59:08Z,1300000,,,0,,K. Caldwell-Pope FOUL personal (1 PF) (Smart inpenalty),"[203484, 203935]",1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,204059.0,1.0,0.0,Smart,203935.0,,,,,,
137,PT04M11.00S,2020-01-21T00:59:26.6Z,1,REGULAR,freethrow,1of2,[],203935,,,1610612738,23,21,2020-01-21T00:59:26Z,1320000,,,0,,M. Smart freethrow 1of2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
138,PT04M11.00S,2020-01-21T00:59:30.0Z,1,REGULAR,substitution,out,[],202689,,,1610612738,23,21,2020-01-21T00:59:43Z,1330000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT04M11.00S,2020-01-21T00:59:30.0Z,1,REGULAR,substitution,out,[],202340,,,1610612738,23,21,2020-01-21T00:59:43Z,1340000,,,0,,substitution out Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT04M11.00S,2020-01-21T00:59:30.0Z,1,REGULAR,substitution,in,[],1628400,,,1610612738,23,21,2020-01-21T00:59:43Z,1350000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT04M11.00S,2020-01-21T00:59:30.0Z,1,REGULAR,substitution,in,[],1627936,,,1610612738,23,21,2020-01-21T00:59:43Z,1360000,,,0,,substitution in Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT04M11.00S,2020-01-21T00:59:49.5Z,1,REGULAR,freethrow,2of2,[],203935,,,1610612738,24,21,2020-01-21T00:59:49Z,1370000,,,0,,M. Smart freethrow 2of2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
143,PT03M56.00S,2020-01-21T01:00:05.2Z,1,REGULAR,3pt,jumpshot,[],203484,8.360709592641262,5.215992647058823,1610612747,24,24,2020-01-21T01:00:11Z,1380000,224.0,26.0,1,left,K. Caldwell-Pope 23' 3PT  (5 PTS) (L. James 7 AST),"[203484, 2544]",1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,22.61,Made,5.0,L. James,2544.0,7.0,,,,,,,,,,,,,,,
145,PT03M40.00S,2020-01-21T01:00:20.7Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,82.47371879106439,47.127757352941174,1610612738,24,24,2020-01-21T01:00:27Z,1400000,-14.0,112.0,1,right,MISS M. Smart 12' jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,11.86,Missed,,,,,,,,,,,,,,,,,,,
146,PT03M39.00S,2020-01-21T01:00:21.7Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,24,24,2020-01-21T01:00:27Z,1410000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,
147,PT03M28.00S,2020-01-21T01:00:32.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],2544,6.521024967148489,53.255208333333336,1610612747,24,26,2020-01-21T01:00:36Z,1420000,-16.0,9.0,1,left,L. James layup (6 PTS),[2544],1610612747.0,LAL,drivingfingerroll,,,James,L. James,,,,,2.17,Made,6.0,,,,,,,,,,,,,,,,,,
148,PT03M03.00S,2020-01-21T01:00:59.0Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202330,94.03745072273325,63.30422794117647,1610612738,24,26,2020-01-21T01:01:55Z,1430000,67.0,4.0,1,right,MISS G. Hayward 7' layup Blocked,"[202330, 1627936]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,6.71,Missed,,,,,,,,,,,,,,Caruso,1627936.0,,,,
149,PT03M03.00S,2020-01-21T01:00:59.0Z,1,REGULAR,block,,[],1627936,,,1610612738,24,26,2020-01-21T01:01:00Z,1440000,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT03M02.00S,2020-01-21T01:01:00.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,24,26,2020-01-21T01:01:55Z,1450000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,
152,PT03M02.00S,2020-01-21T01:01:06.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,24,26,2020-01-21T01:01:42Z,1455000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT03M02.00S,2020-01-21T01:01:14.1Z,1,REGULAR,stoppage,bloodrule,[],0,,,1610612738,24,26,2020-01-21T01:01:14Z,1460000,,,0,,stoppage bloodrule,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT03M02.00S,2020-01-21T01:01:50.9Z,1,REGULAR,substitution,out,[],2544,,,1610612738,24,26,2020-01-21T01:02:08Z,1470000,,,0,,substitution out James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT03M02.00S,2020-01-21T01:01:50.9Z,1,REGULAR,substitution,in,[],200765,,,1610612738,24,26,2020-01-21T01:02:08Z,1480000,,,0,,substitution in Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M53.00S,2020-01-21T01:02:27.0Z,1,REGULAR,3pt,jumpshot,['2ndchance'],203935,68.67608409986859,27.76501225490196,1610612738,27,26,2020-01-21T01:02:36Z,1490000,-111.0,242.0,1,right,M. Smart 27' 3PT  (5 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,27.12,Made,5.0,,,,,,,,,,,,,,,,,,
156,PT02M29.00S,2020-01-21T01:02:51.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1627936,9.149145860709593,57.91207107843137,1610612747,27,26,2020-01-21T01:02:58Z,1500000,-40.0,34.0,1,left,MISS A. Caruso 6' layup,[1627936],1610612747.0,LAL,driving,,,Caruso,A. Caruso,,,,,5.56,Missed,,,,,,,,,,,,,,,,,,,
157,PT02M28.00S,2020-01-21T01:02:52.1Z,1,REGULAR,rebound,offensive,[],1628398,,,1610612747,27,26,2020-01-21T01:02:58Z,1510000,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,156.0,1.0,0.0,1.0,,,,,,,,,,,
158,PT02M25.00S,2020-01-21T01:02:54.1Z,1,REGULAR,2pt,dunk,"['2ndchance', 'pointsinthepaint']",1628398,5.0,50.0,1610612747,27,28,2020-01-21T01:03:02Z,1520000,0.0,-6.0,1,left,K. Kuzma dunk (2 PTS),[1628398],1610612747.0,LAL,tip,,,Kuzma,K. Kuzma,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
159,PT02M11.00S,2020-01-21T01:03:09.0Z,1,REGULAR,turnover,lostball,[],202683,,,1610612738,27,28,2020-01-21T01:03:13Z,1530000,,,0,,E. Kanter TURNOVER lostball (1 TOV) Stolen,"[202683, 2730]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,1.0,Howard,2730.0,
160,PT02M11.00S,2020-01-21T01:03:09.0Z,1,REGULAR,steal,,[],2730,,,1610612747,27,28,2020-01-21T01:03:11Z,1540000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M01.00S,2020-01-21T01:03:18.5Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1628398,27.808804204993432,78.99050245098039,1610612747,27,28,2020-01-21T01:03:26Z,1550000,-145.0,209.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M58.00S,2020-01-21T01:03:21.9Z,1,REGULAR,rebound,offensive,[],200765,,,1610612747,27,28,2020-01-21T01:03:21Z,1560000,,,0,,R. Rondo REBOUND (Off:1 Def:0),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,
163,PT01M48.00S,2020-01-21T01:03:32.1Z,1,REGULAR,2pt,jumpshot,"['fromturnover', '2ndchance']",203484,17.427726675427067,21.88265931372549,1610612747,27,30,2020-01-21T01:03:38Z,1570000,141.0,111.0,1,left,K. Caldwell-Pope 18' jumpshot (7 PTS),[203484],1610612747.0,LAL,fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,18.28,Made,7.0,,,,,,,,,,,,,,,,,,
164,PT01M30.00S,2020-01-21T01:03:49.2Z,1,REGULAR,2pt,jumpshot,[],1627759,77.34888304862024,54.48069852941176,1610612738,27,30,2020-01-21T01:03:53Z,1580000,22.0,160.0,1,right,MISS J. Brown 17' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.74,Missed,,,,,,,,,,,,,,,,,,,
165,PT01M29.00S,2020-01-21T01:03:50.2Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,27,30,2020-01-21T01:04:00Z,1590000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,
166,PT01M19.00S,2020-01-21T01:04:00.5Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628398,11.514454664914586,50.80422794117647,1610612747,27,30,2020-01-21T01:04:16Z,1600000,-4.0,56.0,1,left,MISS K. Kuzma 6' jumpshot,[1628398],1610612747.0,LAL,drivingfloating,,,Kuzma,K. Kuzma,,,,,6.13,Missed,,,,,,,,,,,,,,,,,,,
167,PT01M19.00S,2020-01-21T01:04:00.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,27,30,2020-01-21T01:04:16Z,1610000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,
168,PT01M19.00S,2020-01-21T01:04:09.5Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612738,27,30,2020-01-21T01:04:09Z,1620000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M19.00S,2020-01-21T01:04:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,27,30,2020-01-21T01:04:16Z,1630000,,,0,,timeout full,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M19.00S,2020-01-21T01:06:54.5Z,1,REGULAR,substitution,out,[],202330,,,1610612738,27,30,2020-01-21T01:07:18Z,1640000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M19.00S,2020-01-21T01:06:54.5Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,27,30,2020-01-21T01:07:18Z,1650000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M59.50S,2020-01-21T01:07:44.0Z,1,REGULAR,2pt,jumpshot,[],1628369,92.06636005256242,77.76501225490196,1610612738,27,30,2020-01-21T01:07:49Z,1660000,139.0,22.0,1,right,MISS J. Tatum 14' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,14.15,Missed,,,,,,,,,,,,,,,,,,,
173,PT00M58.50S,2020-01-21T01:07:45.0Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,27,30,2020-01-21T01:08:00Z,1670000,,,0,,E. Kanter REBOUND (Off:1 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,172.0,1.0,0.0,1.0,,,,,,,,,,,
174,PT00M58.00S,2020-01-21T01:07:47.2Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,93.9060446780552,48.59834558823529,1610612738,29,30,2020-01-21T01:07:54Z,1680000,-7.0,5.0,1,right,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,1.25,Made,4.0,,,,,,,,,,,,,,,,,,
175,PT00M45.70S,2020-01-21T01:08:01.5Z,1,REGULAR,3pt,jumpshot,[],1627936,6.652431011826544,94.67677696078431,1610612747,29,30,2020-01-21T01:08:10Z,1690000,-223.0,10.0,1,left,MISS A. Caruso 22' 3PT,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,22.39,Missed,,,,,,,,,,,,,,,,,,,
176,PT00M42.40S,2020-01-21T01:08:04.8Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,29,30,2020-01-21T01:08:10Z,1700000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,
177,PT00M35.90S,2020-01-21T01:08:11.2Z,1,REGULAR,3pt,jumpshot,['fastbreak'],1627759,93.9060446780552,96.8826593137255,1610612738,29,30,2020-01-21T01:08:27Z,1710000,234.0,5.0,1,right,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
178,PT00M34.60S,2020-01-21T01:08:12.5Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,29,30,2020-01-21T01:08:27Z,1720000,,,0,,E. Kanter REBOUND (Off:2 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,177.0,2.0,0.0,2.0,,,,,,,,,,,
179,PT00M32.60S,2020-01-21T01:08:15.3Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",202683,92.85479632063075,41.00030637254902,1610612738,31,30,2020-01-21T01:08:45Z,1730000,-45.0,15.0,1,right,E. Kanter layup (6 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,4.93,Made,6.0,,,,,,,,,,,,,,,,,,
180,PT00M32.60S,2020-01-21T01:08:19.6Z,1,REGULAR,violation,defensivegoaltending,[],2730,,,1610612738,31,30,2020-01-21T01:08:45Z,1740000,,,0,,D. Howard violation defensivegoaltending,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,204058.0,,,,,,,,,,
181,PT00M20.70S,2020-01-21T01:08:41.8Z,1,REGULAR,2pt,hook,['pointsinthepaint'],2730,7.966491458607096,60.60814950980392,1610612747,31,30,2020-01-21T01:08:54Z,1750000,-53.0,22.0,1,left,MISS D. Howard 6' hook,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,5.99,Missed,,,,,,,,,,,,,,,,,,,
182,PT00M19.40S,2020-01-21T01:08:43.1Z,1,REGULAR,rebound,defensive,[],202683,,,1610612738,31,30,2020-01-21T01:08:58Z,1760000,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,181.0,3.0,1.0,2.0,,,,,,,,,,,
183,PT00M04.20S,2020-01-21T01:08:58.3Z,1,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.11760840998686,49.82383578431372,1610612738,31,30,2020-01-21T01:09:30Z,1770000,-1.0,12.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1.77,Missed,,,,,,,,,,,,,,,,,,,
184,PT00M02.90S,2020-01-21T01:08:59.6Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,31,30,2020-01-21T01:09:27Z,1780000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,183.0,2.0,1.0,1.0,,,,,,,,,,,
185,PT00M00.50S,2020-01-21T01:09:03.5Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628369,90.3580814717477,44.676776960784316,1610612738,33,30,2020-01-21T01:09:20Z,1790000,-27.0,38.0,1,right,J. Tatum jumpshot (2 PTS),[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,5.11,Made,2.0,,,,,,,,,,,,,,,,,,
