actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
90,PT04M24.00S,2020-01-23T00:52:38.1Z,1,REGULAR,3pt,jumpshot,['fastbreak'],1628991,70.25295663600527,72.61795343137256,1610612763,9,15,2020-01-23T00:52:46Z,900000,113.0,227.0,1,right,J. Jackson Jr. 26' 3PT  (6 PTS) (J. Crowder 1 AST),"[1628991, 203109]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.86,Made,,,,,6.0,,,,,,J. Crowder,203109.0,1.0,,,,,,
92,PT04M03.00S,2020-01-23T00:52:59.6Z,1,REGULAR,3pt,jumpshot,[],203935,28.465834428383708,75.55912990196079,1610612738,9,15,2020-01-23T00:53:04Z,920000,-128.0,215.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
93,PT03M59.00S,2020-01-23T00:53:03.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612763,9,15,2020-01-23T00:53:04Z,930000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,92.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
94,PT03M51.00S,2020-01-23T00:53:13.0Z,1,REGULAR,turnover,discontinuedribble,[],1628415,,,1610612763,9,15,2020-01-23T00:53:24Z,940000,,,0,,D. Brooks TURNOVER discontinuedribble (2 TOV),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,200832.0,,,,,,,,2.0,,,,,
95,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,out,[],202689,,,1610612738,9,15,2020-01-23T00:53:32Z,950000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,out,[],1629630,,,1610612738,9,15,2020-01-23T00:53:32Z,960000,,,0,,substitution out Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,out,[],202685,,,1610612738,9,15,2020-01-23T00:53:32Z,970000,,,0,,substitution out Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612738,9,15,2020-01-23T00:53:32Z,980000,,,0,,substitution out Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,in,[],202954,,,1610612738,9,15,2020-01-23T00:53:32Z,990000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,in,[],1626145,,,1610612738,9,15,2020-01-23T00:53:32Z,1000000,,,0,,substitution in Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,in,[],1629001,,,1610612738,9,15,2020-01-23T00:53:32Z,1010000,,,0,,substitution in Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M51.00S,2020-01-23T00:53:17.2Z,1,REGULAR,substitution,in,[],1629634,,,1610612738,9,15,2020-01-23T00:53:32Z,1020000,,,0,,substitution in Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M42.00S,2020-01-23T00:53:45.2Z,1,REGULAR,3pt,jumpshot,['fromturnover'],1628400,6.1268068331143235,95.41207107843137,1610612738,12,15,2020-01-23T00:53:49Z,1030000,-227.0,5.0,1,left,S. Ojeleye 23' 3PT  (3 PTS) (G. Hayward 3 AST),"[1628400, 202330]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,22.73,Made,,,,,3.0,,,,,,G. Hayward,202330.0,3.0,,,,,,
105,PT03M20.00S,2020-01-23T00:54:06.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628991,89.17542706964521,42.22579656862745,1610612763,12,17,2020-01-23T00:54:12Z,1050000,-39.0,49.0,1,right,J. Jackson Jr. 7' layup (8 PTS) (D. Melton 1 AST),"[1628991, 1629001]",1610612763.0,MEM,cuttingfingerroll,,,Jackson Jr.,J. Jackson Jr.,,,,,6.72,Made,,,,,8.0,,,,,,D. Melton,1629001.0,1.0,,,,,,
107,PT03M01.00S,2020-01-23T00:54:27.0Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612738,12,17,2020-01-23T00:54:38Z,1070000,,,0,,J. Jackson Jr. FOUL personal (1 PF) (Hayward 2freethrow),"[1628991, 202330]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,203593.0,1.0,0.0,Hayward,202330.0,,,,,,,,,
109,PT03M01.00S,2020-01-23T00:54:50.8Z,1,REGULAR,freethrow,1of2,[],202330,,,1610612738,13,17,2020-01-23T00:54:50Z,1090000,,,0,,G. Hayward freethrow 1of2 (1 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
110,PT03M01.00S,2020-01-23T00:54:51.4Z,1,REGULAR,substitution,out,[],203109,,,1610612738,13,17,2020-01-23T00:54:59Z,1100000,,,0,,substitution out Crowder,[203109],1610612763.0,MEM,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M01.00S,2020-01-23T00:54:51.4Z,1,REGULAR,substitution,in,[],203937,,,1610612738,13,17,2020-01-23T00:54:59Z,1110000,,,0,,substitution in Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2020-01-23T00:55:10.0Z,1,REGULAR,freethrow,2of2,[],202330,,,1610612738,14,17,2020-01-23T00:55:10Z,1120000,,,0,,G. Hayward freethrow 2of2 (2 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
113,PT02M51.00S,2020-01-23T00:55:20.8Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628991,93.77463863337714,45.65716911764706,1610612763,14,19,2020-01-23T00:55:29Z,1130000,-22.0,6.0,1,right,J. Jackson Jr. layup (10 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.46,Made,,,,,10.0,,,,,,T. Jones,1626145.0,1.0,,,,,,
115,PT02M29.00S,2020-01-23T00:55:42.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],1628400,12.302890932982917,47.372855392156865,1610612738,16,19,2020-01-23T00:55:48Z,1150000,13.0,63.0,1,left,S. Ojeleye 7' layup (5 PTS) (G. Hayward 4 AST),"[1628400, 202330]",1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,6.98,Made,,,,,5.0,,,,,,G. Hayward,202330.0,4.0,,,,,,
117,PT02M17.00S,2020-01-23T00:55:55.9Z,1,REGULAR,2pt,jumpshot,[],1629001,77.34888304862024,67.9610906862745,1610612763,16,21,2020-01-23T00:56:03Z,1170000,90.0,160.0,1,right,D. Melton 19' jumpshot (2 PTS),[1629001],1610612763.0,MEM,stepback,,,Melton,D. Melton,,,,,18.86,Made,,,,,2.0,,,,,,,,,,,,,,
118,PT01M54.00S,2020-01-23T00:56:17.1Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,7.5722733245729295,44.18658088235294,1610612738,18,21,2020-01-23T00:56:21Z,1180000,29.0,19.0,1,left,M. Smart layup (2 PTS) (B. Wanamaker 1 AST),"[203935, 202954]",1610612738.0,BOS,drivingfingerroll,,,Smart,M. Smart,,,,,3.78,Made,,,,,2.0,,,,,,B. Wanamaker,202954.0,1.0,,,,,,
120,PT01M53.00S,2020-01-23T00:56:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,18,21,2020-01-23T00:56:26Z,1200000,,,0,,timeout full,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M53.00S,2020-01-23T00:57:44.1Z,1,REGULAR,substitution,out,[],202330,,,1610612763,18,21,2020-01-23T00:59:00Z,1210000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M53.00S,2020-01-23T00:57:44.1Z,1,REGULAR,substitution,in,[],1628369,,,1610612763,18,21,2020-01-23T00:59:00Z,1220000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M42.00S,2020-01-23T00:59:27.8Z,1,REGULAR,turnover,badpass,[],1629001,,,1610612763,18,21,2020-01-23T00:59:32Z,1230000,,,0,,D. Melton TURNOVER badpass (1 TOV) Stolen,"[1629001, 202954]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,1.0,Wanamaker,202954.0,,,
124,PT01M42.00S,2020-01-23T00:59:27.8Z,1,REGULAR,steal,,[],202954,,,1610612738,18,21,2020-01-23T00:59:30Z,1240000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M37.00S,2020-01-23T00:59:31.6Z,1,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202954,6.521024967148489,53.50030637254902,1610612738,20,21,2020-01-23T01:00:46Z,1250000,-18.0,9.0,1,left,B. Wanamaker layup (2 PTS),[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,2.26,Made,,,,,2.0,,,,,,,,,,,,,,
126,PT01M19.00S,2020-01-23T00:59:49.6Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629001,84.31340341655716,44.18658088235294,1610612763,20,23,2020-01-23T00:59:54Z,1260000,-29.0,95.0,1,right,D. Melton 10' jumpshot (4 PTS) (K. Anderson 1 AST),"[1629001, 203937]",1610612763.0,MEM,drivingfloating,,,Melton,D. Melton,,,,,10.46,Made,,,,,4.0,,,,,,K. Anderson,203937.0,1.0,,,,,,
128,PT01M06.00S,2020-01-23T01:00:04.1Z,1,REGULAR,foul,offensive,[],202683,,,1610612738,20,23,2020-01-23T01:00:15Z,1280000,,,0,,E. Kanter FOUL offensive (1 PF),"[202683, 1628991]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,200832.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
130,PT01M06.00S,2020-01-23T01:00:04.1Z,1,REGULAR,turnover,offensivefoul,[],202683,,,1610612738,20,23,2020-01-23T01:00:04Z,1300000,,,0,,E. Kanter TURNOVER offensivefoul (1 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,200832.0,,,,,,,,1.0,,,,,
131,PT00M57.80S,2020-01-23T01:00:29.7Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628991,86.02168199737189,41.73560049019608,1610612763,20,23,2020-01-23T01:00:37Z,1310000,-41.0,79.0,1,right,MISS J. Jackson Jr. 9' layup Blocked,"[1628991, 1628369]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,9.4,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
132,PT00M57.80S,2020-01-23T01:00:29.7Z,1,REGULAR,block,,[],1628369,,,1610612763,20,23,2020-01-23T01:00:32Z,1320000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M57.80S,2020-01-23T01:00:29.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,20,23,2020-01-23T01:00:37Z,1330000,,,0,,Team offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,
134,PT00M57.10S,2020-01-23T01:00:34.7Z,1,REGULAR,stoppage,outofbounds,[],0,,,1610612763,20,23,2020-01-23T01:00:54Z,1340000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M55.00S,2020-01-23T01:00:47.5Z,1,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,83.78777923784494,49.333639705882355,1610612763,20,25,2020-01-23T01:01:04Z,1350000,-3.0,100.0,1,right,B. Clarke 11' jumpshot (2 PTS) (T. Jones 2 AST),"[1629634, 1626145]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,10.55,Made,,,,,2.0,,,,,,T. Jones,1626145.0,2.0,,,,,,
138,PT00M46.20S,2020-01-23T01:01:02.4Z,1,REGULAR,3pt,jumpshot,[],202954,30.436925098554536,27.76501225490196,1610612738,20,25,2020-01-23T01:02:56Z,1370000,111.0,234.0,1,left,MISS B. Wanamaker 26' 3PT,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M42.90S,2020-01-23T01:01:05.7Z,1,REGULAR,rebound,offensive,[],202683,,,1610612738,20,25,2020-01-23T01:01:08Z,1380000,,,0,,E. Kanter REBOUND (Off:2 Def:0),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,138.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
140,PT00M35.90S,2020-01-23T01:01:12.8Z,1,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.732588699080158,55.21599264705882,1610612738,22,25,2020-01-23T01:03:30Z,1390000,-26.0,1.0,1,left,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2.7,Made,,,,,4.0,,,,,,,,,,,,,,
141,PT00M29.00S,2020-01-23T01:01:27.1Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612763,22,25,2020-01-23T01:01:44Z,1400000,,,0,,M. Smart FOUL personal (1 PF) (Anderson 2freethrow),"[203935, 203937]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,203593.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
143,PT00M29.00S,2020-01-23T01:01:50.8Z,1,REGULAR,freethrow,1of2,[],203937,,,1610612763,22,26,2020-01-23T01:01:50Z,1420000,,,0,,K. Anderson freethrow 1of2 (1 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
144,PT00M29.00S,2020-01-23T01:02:05.6Z,1,REGULAR,freethrow,2of2,[],203937,,,1610612763,22,27,2020-01-23T01:02:05Z,1430000,,,0,,K. Anderson freethrow 2of2 (2 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
145,PT00M10.30S,2020-01-23T01:02:27.2Z,1,REGULAR,3pt,jumpshot,[],1628369,11.383048620236531,3.7454044117647056,1610612738,25,27,2020-01-23T01:02:32Z,1440000,231.0,55.0,1,left,J. Tatum 24' 3PT  (5 PTS) (E. Kanter 1 AST),"[1628369, 202683]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.9,Made,,,,,5.0,,,,,,E. Kanter,202683.0,1.0,,,,,,
147,PT00M02.40S,2020-01-23T01:02:38.7Z,1,REGULAR,3pt,jumpshot,[],1628991,66.96780551905388,72.61795343137256,1610612763,25,27,2020-01-23T01:02:45Z,1460000,113.0,258.0,1,right,MISS J. Jackson Jr. 29' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,28.67,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M02.40S,2020-01-23T01:02:38.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,25,27,2020-01-23T01:02:51Z,1470000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,147.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
149,PT00M00.00S,2020-01-23T01:02:53.8Z,1,REGULAR,period,end,[],0,,,1610612738,25,27,2020-01-23T01:02:53Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2020-01-23T01:05:01.5Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,25,27,2020-01-23T01:05:17Z,1490000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2020-01-23T01:05:01.5Z,2,REGULAR,substitution,out,['startperiod'],1628991,,,1610612738,25,27,2020-01-23T01:05:17Z,1500000,,,0,,substitution out Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2020-01-23T01:05:01.5Z,2,REGULAR,substitution,out,['startperiod'],1626145,,,1610612738,25,27,2020-01-23T01:05:17Z,1510000,,,0,,substitution out Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2020-01-23T01:05:01.5Z,2,REGULAR,substitution,in,['startperiod'],202689,,,1610612738,25,27,2020-01-23T01:05:17Z,1520000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2020-01-23T01:05:01.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612738,25,27,2020-01-23T01:05:17Z,1530000,,,0,,substitution in Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2020-01-23T01:05:01.5Z,2,REGULAR,substitution,in,['startperiod'],1629630,,,1610612738,25,27,2020-01-23T01:05:17Z,1540000,,,0,,substitution in Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2020-01-23T01:05:32.1Z,2,REGULAR,period,start,[],0,,,1610612738,25,27,2020-01-23T01:05:32Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2020-01-23T01:05:45.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.521024967148489,52.029718137254896,1610612738,27,27,2020-01-23T01:05:51Z,1560000,-10.0,9.0,1,left,J. Tatum layup (7 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.75,Made,,,,,7.0,,,,,,,,,,,,,,
158,PT11M25.00S,2020-01-23T01:06:05.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203937,80.6340341655716,48.59834558823529,1610612763,27,27,2020-01-23T01:06:11Z,1570000,-7.0,130.0,1,right,MISS K. Anderson 14' jumpshot,[203937],1610612763.0,MEM,drivingfloating,,,Anderson,K. Anderson,,,,,13.52,Missed,,,,,,,,,,,,,,,,,,,
159,PT11M21.00S,2020-01-23T01:06:09.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,27,2020-01-23T01:06:11Z,1580000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,158.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
160,PT11M11.00S,2020-01-23T01:06:20.1Z,2,REGULAR,2pt,jumpshot,[],1628369,20.71287779237845,57.666973039215684,1610612738,29,27,2020-01-23T01:06:26Z,1590000,-38.0,142.0,1,left,J. Tatum 15' jumpshot (9 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,15.26,Made,,,,,9.0,,,,,,,,,,,,,,
161,PT10M56.00S,2020-01-23T01:06:34.4Z,2,REGULAR,3pt,jumpshot,[],202685,73.80091984231275,16.735600490196077,1610612763,29,27,2020-01-23T01:06:39Z,1600000,-166.0,194.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M53.00S,2020-01-23T01:06:37.4Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,29,27,2020-01-23T01:06:39Z,1610000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
163,PT10M44.00S,2020-01-23T01:06:47.4Z,2,REGULAR,3pt,jumpshot,[],1628369,24.78646517739816,15.019914215686276,1610612738,29,27,2020-01-23T01:07:20Z,1620000,175.0,180.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M44.00S,2020-01-23T01:06:47.4Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,29,27,2020-01-23T01:07:20Z,1630000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
165,PT10M33.00S,2020-01-23T01:06:58.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202685,87.46714848883047,47.127757352941174,1610612763,29,29,2020-01-23T01:07:30Z,1640000,-14.0,65.0,1,right,J. Valanciunas 7' jumpshot (7 PTS) (D. Melton 2 AST),"[202685, 1629001]",1610612763.0,MEM,floating,,,Valanciunas,J. Valanciunas,,,,,7.22,Made,,,,,7.0,,,,,,D. Melton,1629001.0,2.0,,,,,,
167,PT10M18.00S,2020-01-23T01:07:12.6Z,2,REGULAR,3pt,jumpshot,[],202689,32.670827858081466,48.10814950980392,1610612738,29,29,2020-01-23T01:07:44Z,1660000,9.0,255.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M13.00S,2020-01-23T01:07:17.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612763,29,29,2020-01-23T01:07:18Z,1670000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,167.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
169,PT10M04.00S,2020-01-23T01:07:26.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629001,84.05059132720105,59.62775735294118,1610612763,29,29,2020-01-23T01:07:37Z,1680000,48.0,97.0,1,right,MISS D. Melton 11' jumpshot,[1629001],1610612763.0,MEM,turnaroundfadeaway,,,Melton,D. Melton,,,,,11.36,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M03.00S,2020-01-23T01:07:34.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,29,29,2020-01-23T01:07:34Z,1690000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,
171,PT10M03.00S,2020-01-23T01:07:37.4Z,2,REGULAR,foul,personal,[],202685,,,1610612738,29,29,2020-01-23T01:07:49Z,1700000,,,0,,J. Valanciunas FOUL personal (2 PF),"[202685, 202683]",1610612763.0,MEM,looseball,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,2715.0,2.0,0.0,Kanter,202683.0,,,,,,,,,
173,PT10M03.00S,2020-01-23T01:07:47.6Z,2,REGULAR,substitution,out,[],1629001,,,1610612738,29,29,2020-01-23T01:08:01Z,1720000,,,0,,substitution out Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M03.00S,2020-01-23T01:07:47.6Z,2,REGULAR,substitution,out,[],203937,,,1610612738,29,29,2020-01-23T01:08:01Z,1730000,,,0,,substitution out Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M03.00S,2020-01-23T01:07:47.6Z,2,REGULAR,substitution,out,[],1629634,,,1610612738,29,29,2020-01-23T01:08:01Z,1740000,,,0,,substitution out Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M03.00S,2020-01-23T01:07:47.6Z,2,REGULAR,substitution,in,[],203524,,,1610612738,29,29,2020-01-23T01:08:01Z,1750000,,,0,,substitution in Hill,[203524],1610612763.0,MEM,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M03.00S,2020-01-23T01:07:47.6Z,2,REGULAR,substitution,in,[],1628415,,,1610612738,29,29,2020-01-23T01:08:01Z,1760000,,,0,,substitution in Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M03.00S,2020-01-23T01:07:47.6Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,29,29,2020-01-23T01:08:01Z,1770000,,,0,,substitution in Allen,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M51.00S,2020-01-23T01:08:13.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,6.521024967148489,45.41207107843137,1610612738,31,29,2020-01-23T01:09:21Z,1780000,23.0,9.0,1,left,E. Kanter layup (6 PTS) (S. Ojeleye 1 AST),"[202683, 1628400]",1610612738.0,BOS,reverse,,,Kanter,E. Kanter,,,,,2.7,Made,,,,,6.0,,,,,,S. Ojeleye,1628400.0,1.0,,,,,,
181,PT09M40.00S,2020-01-23T01:08:23.8Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1629630,93.51182654402102,53.990502450980394,1610612763,31,31,2020-01-23T01:08:27Z,1800000,20.0,8.0,1,right,J. Morant layup (2 PTS),[1629630],1610612763.0,MEM,drivingfingerroll,,,Morant,J. Morant,,,,,2.44,Made,,,,,2.0,,,,,,,,,,,,,,
