actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
674,PT01M16.00S,2020-02-12T05:06:41.7Z,4,REGULAR,3pt,jumpshot,[],201935,62.5,45.65716911764706,1610612745,116,101,2020-02-12T05:06:49Z,6660000,right,[HOU] Harden 3pt jumpshot: Missed,[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,30.63,: Missed,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M16.00S,2020-02-12T05:06:41.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,116,101,2020-02-12T05:06:49Z,6670000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,674.0,,,,,,,,,,,,,,,,,,
676,PT01M16.00S,2020-02-12T05:06:46.8Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,116,101,2020-02-12T05:06:46Z,6680000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT01M16.00S,2020-02-12T05:06:47.7Z,4,REGULAR,substitution,out,[],201566,,,1610612738,116,101,2020-02-12T05:07:01Z,6690000,,[HOU] substitution Westbrook replaced by Hartenstein,"[201566, 1628392]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartenstein,1628392.0,
678,PT01M16.00S,2020-02-12T05:06:47.7Z,4,REGULAR,substitution,out,[],201935,,,1610612738,116,101,2020-02-12T05:07:01Z,6700000,,[HOU] substitution Harden replaced by Frazier,"[201935, 1626187]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,,Frazier,1626187.0,
679,PT01M16.00S,2020-02-12T05:06:47.7Z,4,REGULAR,substitution,out,[],200782,,,1610612738,116,101,2020-02-12T05:07:01Z,6710000,,[HOU] substitution Tucker replaced by Clemons,"[200782, 1629598]",1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,Clemons,1629598.0,
680,PT01M16.00S,2020-02-12T05:06:47.7Z,4,REGULAR,substitution,out,[],203496,,,1610612738,116,101,2020-02-12T05:07:01Z,6720000,,[HOU] substitution Covington replaced by Howard,"[203496, 1629739]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard,1629739.0,
685,PT01M01.00S,2020-02-12T05:07:15.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202954,6.521024967148489,49.333639705882355,1610612738,116,103,2020-02-12T05:07:20Z,6770000,left,[BOS] Wanamaker layup: Made (11 PTS),[202954],1610612738.0,BOS,drivingfingerroll,,,Wanamaker,B. Wanamaker,,,,,1.47,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
686,PT00M49.50S,2020-02-12T05:07:30.8Z,4,REGULAR,3pt,jumpshot,[],1627863,67.62483574244416,52.029718137254896,1610612745,116,103,2020-02-12T05:07:34Z,6780000,right,[HOU] House Jr. stepback 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,stepback,,,House Jr.,D. House Jr.,,,,,25.75,: Missed,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M47.40S,2020-02-12T05:07:32.9Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,116,103,2020-02-12T05:07:34Z,6790000,,[BOS] Edwards defensive rebound (Off:0 Def:1),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,686.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
688,PT00M37.20S,2020-02-12T05:07:43.2Z,4,REGULAR,3pt,jumpshot,[],202954,20.97568988173456,91.49050245098039,1610612738,116,103,2020-02-12T05:07:46Z,6800000,left,[BOS] Wanamaker 3pt jumpshot: Missed,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,25.62,: Missed,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M35.40S,2020-02-12T05:07:44.9Z,4,REGULAR,rebound,defensive,[],1627863,,,1610612745,116,103,2020-02-12T05:07:44Z,6810000,,[HOU] House Jr. defensive rebound (Off:3 Def:6),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,688.0,,,,,9.0,6.0,3.0,,,,,,,,,,,
690,PT00M26.90S,2020-02-12T05:07:53.4Z,4,REGULAR,3pt,jumpshot,[],1627863,66.70499342969777,25.06893382352941,1610612745,116,103,2020-02-12T05:07:57Z,6820000,right,[HOU] House Jr. 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,29.38,: Missed,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M25.40S,2020-02-12T05:07:54.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,116,103,2020-02-12T05:07:57Z,6830000,,[BOS] Williams defensive rebound (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,690.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
692,PT00M17.10S,2020-02-12T05:08:05.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627863,,,1610612738,116,103,2020-02-12T05:08:08Z,6840000,,[HOU] House Jr. foul personal (2 PF) (Williams inpenalty),"[1627863, 1629684]",1610612745.0,HOU,shooting,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Williams,1629684.0,,,,,,
694,PT00M17.10S,2020-02-12T05:08:25.1Z,4,REGULAR,freethrow,1of2,[],1629684,,,1610612738,116,104,2020-02-12T05:08:25Z,6860000,,[BOS] Williams freethrow 1of2: Made (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
695,PT00M17.10S,2020-02-12T05:08:36.9Z,4,REGULAR,freethrow,2of2,[],1629684,,,1610612738,116,105,2020-02-12T05:08:36Z,6870000,,[BOS] Williams freethrow 2of2: Made (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
697,PT00M00.00S,2020-02-12T05:08:59.7Z,4,REGULAR,period,end,[],0,,,1610612745,116,105,2020-02-12T05:08:59Z,6880000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M00.00S,2020-02-12T05:09:04.5Z,4,REGULAR,game,end,[],0,,,0,116,105,2020-02-12T05:09:04Z,6890000,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
