actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
206,PT09M08.00S,2020-02-12T03:13:37.1Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627863,25.969119579500656,84.87285539215686,1610612745,27,25,2020-02-12T03:13:52Z,2030000,left,[HOU] House Jr. 3pt jumpshot: Missed,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,26.32,: Missed,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M06.00S,2020-02-12T03:13:39.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,25,2020-02-12T03:13:45Z,2040000,,[BOS] Tatum defensive rebound (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,206.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
208,PT08M58.00S,2020-02-12T03:13:47.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202954,93.64323258869908,49.57873774509804,1610612738,27,27,2020-02-12T03:13:50Z,2050000,right,[BOS] Wanamaker layup: Made (2 PTS) assist: Tatum (4 AST),"[202954, 1628369]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,1.3,: Made,2.0,Tatum,1628369.0,4.0,,,,,,,,,,,,,,,,,,,
210,PT08M42.00S,2020-02-12T03:14:03.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203085,6.915243101182654,51.53952205882353,1610612745,27,27,2020-02-12T03:16:33Z,2070000,left,[HOU] Rivers layup: Missed,[203085],1610612745.0,HOU,drivingfingerroll,,,Rivers,A. Rivers,,,,,1.96,: Missed,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M40.00S,2020-02-12T03:14:05.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,27,27,2020-02-12T03:14:07Z,2080000,,[BOS] Theis defensive rebound (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,210.0,,,,,4.0,2.0,2.0,,,,,,,,,,,
212,PT08M35.00S,2020-02-12T03:14:10.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627759,92.32917214191852,50.314031862745104,1610612738,27,29,2020-02-12T03:14:25Z,2090000,right,[BOS] Brown layup: Made (10 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.52,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
213,PT08M35.00S,2020-02-12T03:14:14.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,27,29,2020-02-12T03:14:14Z,2100000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M35.00S,2020-02-12T03:16:48.2Z,2,REGULAR,substitution,out,[],203463,,,1610612745,27,29,2020-02-12T03:17:22Z,2110000,,[HOU] substitution McLemore replaced by Covington,"[203463, 203496]",1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,,,Covington,203496.0,
215,PT08M35.00S,2020-02-12T03:16:48.2Z,2,REGULAR,substitution,out,[],200757,,,1610612745,27,29,2020-02-12T03:17:22Z,2120000,,[HOU] substitution Sefolosha replaced by Harden,"[200757, 201935]",1610612745.0,HOU,,,,Sefolosha,T. Sefolosha,,,,,,,,,,,,,,,,,,,,,,,,,,,Harden,201935.0,
218,PT08M21.00S,2020-02-12T03:18:04.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201566,5.863994743758213,49.82383578431372,1610612745,29,29,2020-02-12T03:18:09Z,2150000,left,[HOU] Westbrook layup: Made (9 PTS),[201566],1610612745.0,HOU,drivingfingerroll,,,Westbrook,R. Westbrook,,,,,0.81,: Made,9.0,,,,,,,,,,,,,,,,,,,,,,
219,PT08M11.00S,2020-02-12T03:18:14.9Z,2,REGULAR,3pt,jumpshot,[],1627759,76.03482260183968,11.098345588235293,1610612738,29,29,2020-02-12T03:18:25Z,2160000,right,[BOS] Brown 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.39,: Missed,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M09.00S,2020-02-12T03:18:19.2Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,29,29,2020-02-12T03:18:19Z,2170000,,[BOS] Theis offensive rebound (Off:3 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,219.0,,,,,5.0,2.0,3.0,,,,,,,,,,,
221,PT08M09.00S,2020-02-12T03:18:24.4Z,2,REGULAR,foul,personal,[],201935,,,1610612738,29,29,2020-02-12T03:18:34Z,2180000,,[HOU] Harden foul personal (1 PF),"[201935, 1628464]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Theis,1628464.0,,,,,,
223,PT08M09.00S,2020-02-12T03:18:29.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,29,29,2020-02-12T03:18:33Z,2200000,,[BOS] substitution Theis replaced by Williams,"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,
225,PT07M59.00S,2020-02-12T03:18:51.5Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628369,66.04796320630749,44.18658088235294,1610612738,29,29,2020-02-12T03:18:57Z,2220000,right,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,27.37,: Missed,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M55.00S,2020-02-12T03:18:55.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612745,29,29,2020-02-12T03:18:57Z,2230000,,[HOU] Westbrook defensive rebound (Off:0 Def:5),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,225.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
227,PT07M48.00S,2020-02-12T03:19:02.3Z,2,REGULAR,turnover,lostball,[],201566,,,1610612745,29,29,2020-02-12T03:19:05Z,2240000,,[HOU] Westbrook lostball turnover (1 TO) Steal: Wanamaker (1 STL),"[201566, 202954]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,1.0,Wanamaker,202954.0,1.0,,,,,,,,,,,,,,
229,PT07M44.00S,2020-02-12T03:19:06.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202954,93.38042049934296,50.06893382352941,1610612738,29,31,2020-02-12T03:19:15Z,2260000,right,[BOS] Wanamaker layup: Made (4 PTS),[202954],1610612738.0,BOS,runningfingerroll,,,Wanamaker,B. Wanamaker,,,,,1.52,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
230,PT07M18.00S,2020-02-12T03:19:31.7Z,2,REGULAR,3pt,jumpshot,[],201566,33.459264126149804,51.049325980392155,1610612745,29,31,2020-02-12T03:20:26Z,2270000,left,[HOU] Westbrook pullup 3pt jumpshot: Missed,[201566],1610612745.0,HOU,pullup,,,Westbrook,R. Westbrook,,,,,26.76,: Missed,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M15.00S,2020-02-12T03:19:34.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,29,31,2020-02-12T03:19:40Z,2280000,,[BOS] Smart defensive rebound (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,230.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
232,PT07M10.00S,2020-02-12T03:19:42.4Z,2,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,29,31,2020-02-12T03:19:49Z,2290000,,[BOS] Brown outofbounds turnover (1 TO),[1627759],1610612738.0,BOS,badpass,,,Brown,J. Brown,,,,,,,,,,,,1.0,,,,,,,1198.0,,,,,,,,,,
233,PT06M58.00S,2020-02-12T03:20:03.7Z,2,REGULAR,3pt,jumpshot,['fromturnover'],201935,33.196452036793694,42.470894607843135,1610612745,32,31,2020-02-12T03:20:08Z,2300000,left,[HOU] Harden 3pt shot: Made (10 PTS),[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,26.77,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
234,PT06M31.00S,2020-02-12T03:20:29.5Z,2,REGULAR,turnover,lostball,[],1627759,,,1610612738,32,31,2020-02-12T03:20:33Z,2310000,,[BOS] Brown lostball turnover (2 TO) Steal: Westbrook (1 STL),"[1627759, 201566]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,2.0,Westbrook,201566.0,1.0,,,,,,,,,,,,,,
236,PT06M29.00S,2020-02-12T03:20:35.3Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612745,32,31,2020-02-12T03:20:40Z,2330000,,[BOS] Smart foul personal (1 PF) (Westbrook 2freethrow),"[203935, 201566]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Westbrook,201566.0,,,,,,
238,PT06M29.00S,2020-02-12T03:21:10.9Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",201566,,,1610612745,33,31,2020-02-12T03:21:10Z,2350000,,[HOU] Westbrook freethrow 1of2: Made (10 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
239,PT06M29.00S,2020-02-12T03:21:12.9Z,2,REGULAR,substitution,out,[],203085,,,1610612745,33,31,2020-02-12T03:21:28Z,2360000,,[HOU] substitution Rivers replaced by Tucker,"[203085, 200782]",1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Tucker,200782.0,
240,PT06M29.00S,2020-02-12T03:21:12.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612745,33,31,2020-02-12T03:21:28Z,2370000,,[BOS] substitution Tatum replaced by Hayward,"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayward,202330.0,
241,PT06M29.00S,2020-02-12T03:21:12.9Z,2,REGULAR,substitution,out,[],203935,,,1610612745,33,31,2020-02-12T03:21:28Z,2380000,,[BOS] substitution Smart replaced by Walker,"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,
245,PT06M29.00S,2020-02-12T03:21:31.4Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",201566,,,1610612745,34,31,2020-02-12T03:21:31Z,2420000,,[HOU] Westbrook freethrow 2of2: Made (11 PTS),[201566],1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
246,PT06M14.00S,2020-02-12T03:21:48.7Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,84.31340341655716,45.166973039215684,1610612738,34,31,2020-02-12T03:21:56Z,2430000,right,[BOS] Wanamaker jumpshot: Missed,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,10.34,: Missed,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M12.00S,2020-02-12T03:21:50.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612745,34,31,2020-02-12T03:21:56Z,2440000,,[HOU] Harden defensive rebound (Off:0 Def:5),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,246.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
248,PT05M59.00S,2020-02-12T03:22:04.2Z,2,REGULAR,turnover,lostball,[],201566,,,1610612745,34,31,2020-02-12T03:22:12Z,2450000,,[HOU] Westbrook lostball turnover (2 TO) Steal: Wanamaker (2 STL),"[201566, 202954]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,2.0,Wanamaker,202954.0,2.0,,,,,,,,,,,,,,
250,PT05M58.00S,2020-02-12T03:22:08.9Z,2,REGULAR,foul,personal,[],201566,,,1610612738,34,31,2020-02-12T03:22:26Z,2470000,,[HOU] Westbrook foul personal (1 PF),"[201566, 202954]",1610612745.0,HOU,take,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Wanamaker,202954.0,,,,,,
252,PT05M58.00S,2020-02-12T03:22:19.0Z,2,REGULAR,substitution,out,[],201566,,,1610612738,34,31,2020-02-12T03:22:22Z,2490000,,[HOU] substitution Westbrook replaced by Rivers,"[201566, 203085]",1610612745.0,HOU,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,Rivers,203085.0,
254,PT05M50.00S,2020-02-12T03:22:31.5Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202689,70.64717477003943,20.902267156862745,1610612738,34,31,2020-02-12T03:23:27Z,2510000,right,[BOS] Walker pullup 3pt jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.12,: Missed,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M48.00S,2020-02-12T03:22:33.5Z,2,REGULAR,rebound,defensive,[],203085,,,1610612745,34,31,2020-02-12T03:22:38Z,2520000,,[HOU] Rivers defensive rebound (Off:0 Def:1),[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,254.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
256,PT05M39.00S,2020-02-12T03:22:42.5Z,2,REGULAR,3pt,jumpshot,[],203496,8.229303547963205,5.215992647058823,1610612745,37,31,2020-02-12T03:22:48Z,2530000,left,[HOU] Covington 3pt shot: Made (6 PTS) assist: House Jr. (1 AST),"[203496, 1627863]",1610612745.0,HOU,,,,Covington,R. Covington,,,,,22.6,: Made,6.0,House Jr.,1627863.0,1.0,,,,,,,,,,,,,,,,,,,
258,PT05M18.00S,2020-02-12T03:23:03.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.11760840998686,48.84344362745098,1610612738,37,33,2020-02-12T03:23:09Z,2550000,right,[BOS] Walker layup: Made (7 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,1.86,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
259,PT05M03.00S,2020-02-12T03:23:18.3Z,2,REGULAR,3pt,jumpshot,[],203496,26.757555847568987,18.45128676470588,1610612745,37,33,2020-02-12T03:23:25Z,2560000,left,[HOU] Covington 3pt jumpshot: Missed,[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,25.82,: Missed,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M02.00S,2020-02-12T03:23:19.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,37,33,2020-02-12T03:23:25Z,2570000,,[BOS] Hayward defensive rebound (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,259.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
261,PT04M48.00S,2020-02-12T03:23:34.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.51182654402102,52.27481617647059,1610612738,37,33,2020-02-12T03:23:41Z,2580000,right,[BOS] Walker layup: Missed,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.81,: Missed,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M47.00S,2020-02-12T03:23:35.0Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612745,37,33,2020-02-12T03:23:41Z,2590000,,[HOU] House Jr. defensive rebound (Off:1 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,261.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
263,PT04M42.00S,2020-02-12T03:23:39.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627863,5.338370565045992,48.84344362745098,1610612745,39,33,2020-02-12T03:23:47Z,2600000,left,[HOU] House Jr. layup: Made (7 PTS),[1627863],1610612745.0,HOU,runningfingerroll,,,House Jr.,D. House Jr.,,,,,0.66,: Made,7.0,,,,,,,,,,,,,,,,,,,,,,
264,PT04M34.00S,2020-02-12T03:23:51.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,39,33,2020-02-12T03:23:51Z,2610000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M34.00S,2020-02-12T03:26:26.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,39,33,2020-02-12T03:26:56Z,2620000,,[BOS] substitution Williams replaced by Theis,"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,
267,PT04M25.00S,2020-02-12T03:27:31.4Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,90.09526938239159,62.56893382352941,1610612738,39,35,2020-02-12T03:27:39Z,2640000,right,[BOS] Hayward jumpshot: Made (2 PTS),[202330],1610612738.0,BOS,drivingfloatingbank,,,Hayward,G. Hayward,,,,,7.79,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
268,PT04M10.00S,2020-02-12T03:27:46.3Z,2,REGULAR,3pt,jumpshot,[],1627863,7.178055190538765,4.4806985294117645,1610612745,42,35,2020-02-12T03:27:50Z,2650000,left,[HOU] House Jr. 3pt shot: Made (10 PTS) assist: Covington (2 AST),"[1627863, 203496]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,22.85,: Made,10.0,Covington,203496.0,2.0,,,,,,,,,,,,,,,,,,,
270,PT03M48.00S,2020-02-12T03:28:08.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202330,93.77463863337714,51.294424019607845,1610612738,42,35,2020-02-12T03:28:14Z,2670000,right,[BOS] Hayward layup: Missed,[202330],1610612738.0,BOS,drivingreverse,,,Hayward,G. Hayward,,,,,1.32,: Missed,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M47.00S,2020-02-12T03:28:09.1Z,2,REGULAR,rebound,defensive,[],203085,,,1610612745,42,35,2020-02-12T03:28:14Z,2680000,,[HOU] Rivers defensive rebound (Off:0 Def:2),[203085],1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,270.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
272,PT03M47.00S,2020-02-12T03:28:14.7Z,2,REGULAR,foul,technical,['1freethrow'],202689,,,1610612745,42,35,2020-02-12T03:28:22Z,2690000,,[BOS] Walker foul technical (1 Tech),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,204059.0,0.0,1.0,,,,,,,,
273,PT03M47.00S,2020-02-12T03:28:35.6Z,2,REGULAR,freethrow,1of1,[],201935,,,1610612745,43,35,2020-02-12T03:28:35Z,2700000,,[HOU] Harden technical freethrow 1of1: Made (11 PTS),[201935],1610612745.0,HOU,technical,,,Harden,J. Harden,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
274,PT03M47.00S,2020-02-12T03:28:38.7Z,2,REGULAR,substitution,out,[],1627759,,,1610612745,43,35,2020-02-12T03:28:52Z,2710000,,[BOS] substitution Brown replaced by Smart,"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
275,PT03M47.00S,2020-02-12T03:28:38.7Z,2,REGULAR,substitution,out,[],202954,,,1610612745,43,35,2020-02-12T03:28:52Z,2720000,,[BOS] substitution Wanamaker replaced by Tatum,"[202954, 1628369]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
278,PT03M38.00S,2020-02-12T03:29:05.7Z,2,REGULAR,3pt,jumpshot,[],201935,34.510512483574246,44.43167892156863,1610612745,43,35,2020-02-12T03:29:12Z,2750000,left,[HOU] Harden stepback 3pt jumpshot: Missed,[201935],1610612745.0,HOU,stepback,,,Harden,J. Harden,,,,,27.88,: Missed,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M37.00S,2020-02-12T03:29:06.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,35,2020-02-12T03:29:12Z,2760000,,[BOS] Tatum defensive rebound (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,278.0,,,,,6.0,5.0,1.0,,,,,,,,,,,
280,PT03M28.00S,2020-02-12T03:29:15.7Z,2,REGULAR,2pt,jumpshot,[],202689,87.46714848883047,22.127757352941178,1610612738,43,37,2020-02-12T03:29:19Z,2770000,right,[BOS] Walker jumpshot: Made (9 PTS) assist: Smart (1 AST),"[202689, 203935]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,15.63,: Made,9.0,Smart,203935.0,1.0,,,,,,,,,,,,,,,,,,,
282,PT03M14.00S,2020-02-12T03:29:30.6Z,2,REGULAR,3pt,jumpshot,[],203496,30.699737187910642,69.18658088235294,1610612745,43,37,2020-02-12T03:29:36Z,2790000,left,[HOU] Covington 3pt jumpshot: Missed,[203496],1610612745.0,HOU,,,,Covington,R. Covington,,,,,25.99,: Missed,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M11.00S,2020-02-12T03:29:33.6Z,2,REGULAR,rebound,offensive,[],1627863,,,1610612745,43,37,2020-02-12T03:29:36Z,2800000,,[HOU] House Jr. offensive rebound (Off:2 Def:2),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,282.0,,,,,4.0,2.0,2.0,,,,,,,,,,,
284,PT03M08.00S,2020-02-12T03:29:36.5Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",203496,15.062417871222076,48.84344362745098,1610612745,43,37,2020-02-12T03:29:40Z,2810000,left,[HOU] Covington jumpshot: Missed,[203496],1610612745.0,HOU,drivingfloatingbank,,,Covington,R. Covington,,,,,9.48,: Missed,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M06.00S,2020-02-12T03:29:38.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,43,37,2020-02-12T03:29:40Z,2820000,,[BOS] Theis defensive rebound (Off:3 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,284.0,,,,,6.0,3.0,3.0,,,,,,,,,,,
286,PT02M54.00S,2020-02-12T03:29:50.7Z,2,REGULAR,3pt,jumpshot,[],1628369,69.20170827858082,28.255208333333332,1610612738,43,37,2020-02-12T03:33:36Z,2830000,right,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.57,: Missed,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M52.00S,2020-02-12T03:29:52.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612745,43,37,2020-02-12T03:29:57Z,2840000,,[HOU] Harden defensive rebound (Off:0 Def:6),[201935],1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,286.0,,,,,6.0,6.0,0.0,,,,,,,,,,,
288,PT02M48.00S,2020-02-12T03:29:56.2Z,2,REGULAR,turnover,badpass,[],201935,,,1610612745,43,37,2020-02-12T03:30:01Z,2850000,,[HOU] Harden badpass turnover (3 TO) Steal: Tatum (1 STL),"[201935, 1628369]",1610612745.0,HOU,,,,Harden,J. Harden,,,,,,,,,,,,3.0,Tatum,1628369.0,1.0,,,,,,,,,,,,,,
290,PT02M42.00S,2020-02-12T03:30:12.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,43,37,2020-02-12T03:30:51Z,2870000,,[HOU] Tucker foul personal (2 PF) (Walker inpenalty),"[200782, 202689]",1610612745.0,HOU,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Walker,202689.0,,,,,,
292,PT02M42.00S,2020-02-12T03:30:37.5Z,2,REGULAR,foul,technical,['1freethrow'],200782,,,1610612738,43,37,2020-02-12T03:30:51Z,2890000,,[HOU] Tucker foul technical (1 Tech),[200782],1610612745.0,HOU,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,201639.0,2.0,1.0,,,,,,,,
293,PT02M42.00S,2020-02-12T03:30:49.1Z,2,REGULAR,freethrow,1of1,['fastbreak'],202689,,,1610612738,43,38,2020-02-12T03:30:49Z,2900000,,[BOS] Walker technical freethrow 1of1: Made (10 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,: Made,10.0,,,,,,,,,,,,,,,,,,,,,,
294,PT02M42.00S,2020-02-12T03:31:01.0Z,2,REGULAR,substitution,out,[],203085,,,1610612738,43,38,2020-02-12T03:31:06Z,2910000,,[HOU] substitution Rivers replaced by Westbrook,"[203085, 201566]",1610612745.0,HOU,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,Westbrook,201566.0,
296,PT02M42.00S,2020-02-12T03:31:15.6Z,2,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",202689,,,1610612738,43,39,2020-02-12T03:31:15Z,2930000,,[BOS] Walker freethrow 1of2: Made (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,,,,,
297,PT02M42.00S,2020-02-12T03:31:32.3Z,2,REGULAR,freethrow,2of2,"['fromturnover', 'fastbreak']",202689,,,1610612738,43,40,2020-02-12T03:31:32Z,2940000,,[BOS] Walker freethrow 2of2: Made (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,: Made,12.0,,,,,,,,,,,,,,,,,,,,,,
298,PT02M29.00S,2020-02-12T03:31:47.4Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],201935,8.935611038107751,55.17769607843137,1610612745,43,40,2020-02-12T03:35:19Z,2950000,left,[HOU] Harden jumpshot: Missed,[201935],1610612745.0,HOU,drivingfloating,,,Harden,J. Harden,,,,,4.52,: Missed,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M26.00S,2020-02-12T03:31:50.4Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,43,40,2020-02-12T03:31:52Z,2960000,,[BOS] Walker defensive rebound (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,298.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
300,PT02M21.00S,2020-02-12T03:31:54.4Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202330,95.0886990801577,94.921875,1610612738,43,43,2020-02-12T03:32:04Z,2970000,right,[BOS] Hayward 3pt shot: Made (5 PTS) assist: Smart (2 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,22.46,: Made,5.0,Smart,203935.0,2.0,,,,,,,,,,,,,,,,,,,
302,PT02M19.00S,2020-02-12T03:31:59.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,43,43,2020-02-12T03:31:59Z,2990000,,[HOU] timeout full,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
