actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
455,PT02M50.00S,2020-08-23T18:55:51.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,77,80,2020-08-23T18:55:55Z,4530000,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,454.0,11.0,9.0,2.0,,,,,,
456,PT02M45.00S,2020-08-23T18:55:58.6Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628369,5.601182654402102,59.13756127450981,1610612738,77,80,2020-08-23T18:56:49Z,4540000,-46.0,0.0,1,left,MISS J. Tatum layup Blocked,"[1628369, 202692]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,4.61,,,,,,,,Burks,202692.0,
457,PT02M45.00S,2020-08-23T18:55:58.6Z,3,REGULAR,block,,[],202692,,,1610612738,77,80,2020-08-23T18:56:01Z,4550000,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M44.00S,2020-08-23T18:55:59.6Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,77,80,2020-08-23T18:56:49Z,4560000,,,0,,J. Tatum REBOUND (Off:3 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,456.0,12.0,9.0,3.0,,,,,,
459,PT02M41.00S,2020-08-23T18:56:10.3Z,3,REGULAR,2pt,jumpshot,['2ndchance'],202954,13.14060446780552,30.840226715686274,1610612738,77,80,2020-08-23T18:56:57Z,4570000,96.0,71.0,1,left,MISS B. Wanamaker 12' jumpshot,[202954],1610612738.0,BOS,drivingfloatingbank,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,,,,12.26,,,,,,,,,,
460,PT02M40.00S,2020-08-23T18:56:11.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612755,77,80,2020-08-23T18:56:30Z,4580000,,,0,,A. Horford REBOUND (Off:3 Def:5),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,459.0,8.0,5.0,3.0,,,,,,
461,PT02M40.00S,2020-08-23T18:56:30.1Z,3,REGULAR,stoppage,injury,[],0,,,1610612755,77,80,2020-08-23T18:56:30Z,4590000,,,0,,stoppage injury,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M40.00S,2020-08-23T18:58:39.8Z,3,REGULAR,substitution,out,[],202699,,,1610612755,77,80,2020-08-23T18:59:36Z,4600000,,,0,,substitution out Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M40.00S,2020-08-23T18:58:39.8Z,3,REGULAR,substitution,in,[],203954,,,1610612755,77,80,2020-08-23T18:59:36Z,4610000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M22.00S,2020-08-23T19:00:33.7Z,3,REGULAR,2pt,hook,['pointsinthepaint'],203954,93.51182654402102,41.24540441176471,1610612755,77,80,2020-08-23T19:00:56Z,4620000,-44.0,8.0,1,right,MISS J. Embiid hook,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,4.6,,,,,,,,,,
465,PT02M21.00S,2020-08-23T19:00:34.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,77,80,2020-08-23T19:00:56Z,4630000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,464.0,,,,,,,,,
480,PT02M16.00S,2020-08-23T19:00:54.7Z,3,REGULAR,turnover,offensivekickedball,[],203954,,,1610612755,77,80,2020-08-23T19:02:45Z,4645000,,,0,,J. Embiid TURNOVER offensivekickedball (2 TOV),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,2.0,,,,,,,,,,,,,
467,PT02M03.00S,2020-08-23T19:01:00.9Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628369,18.610381077529567,39.77481617647059,1610612738,77,82,2020-08-23T19:02:45Z,4650000,51.0,122.0,1,left,J. Tatum 14' jumpshot (14 PTS),[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,,,,,,Made,14.0,,,,13.77,,,,,,,,,,
468,PT01M42.00S,2020-08-23T19:01:22.3Z,3,REGULAR,3pt,jumpshot,[],203526,67.36202365308804,49.333639705882355,1610612755,77,82,2020-08-23T19:01:28Z,4660000,-3.0,254.0,1,right,MISS R. Neto 26' 3PT,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,Missed,,,,,25.98,,,,,,,,,,
469,PT01M39.00S,2020-08-23T19:01:25.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,77,82,2020-08-23T19:01:28Z,4670000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,468.0,,,,,,,,,
470,PT01M39.00S,2020-08-23T19:01:28.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,77,82,2020-08-23T19:01:28Z,4680000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M39.00S,2020-08-23T19:01:29.4Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,77,82,2020-08-23T19:01:35Z,4690000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M39.00S,2020-08-23T19:01:29.4Z,3,REGULAR,substitution,in,[],202683,,,1610612738,77,82,2020-08-23T19:01:35Z,4700000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M24.00S,2020-08-23T19:01:49.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202954,6.389618922470433,47.61795343137255,1610612738,77,84,2020-08-23T19:02:37Z,4710000,12.0,8.0,1,left,B. Wanamaker layup (2 PTS),[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,,,,,,Made,2.0,,,,1.77,,,,,,,,,,
474,PT01M15.00S,2020-08-23T19:01:59.5Z,3,REGULAR,turnover,badpass,[],203526,,,1610612755,77,84,2020-08-23T19:02:05Z,4720000,,,0,,R. Neto TURNOVER badpass (1 TOV) Stolen,"[203526, 202954]",1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,1.0,Wanamaker,202954.0,,,,,,,,,,,
475,PT01M15.00S,2020-08-23T19:01:59.5Z,3,REGULAR,steal,,[],202954,,,1610612738,77,84,2020-08-23T19:02:02Z,4730000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M05.00S,2020-08-23T19:02:09.2Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,33.065045992115635,46.63756127450981,1610612738,77,84,2020-08-23T19:02:16Z,4740000,17.0,258.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,26.43,,,,,,,,,,
477,PT01M02.00S,2020-08-23T19:02:12.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612755,77,84,2020-08-23T19:02:12Z,4750000,,,0,,A. Horford REBOUND (Off:3 Def:6),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,476.0,9.0,6.0,3.0,,,,,,
478,PT00M53.90S,2020-08-23T19:02:23.2Z,3,REGULAR,foul,personal,[],202954,,,1610612755,77,84,2020-08-23T19:02:54Z,4760000,,,0,,B. Wanamaker FOUL personal (1 PF),"[202954, 203526]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,203592.0,1.0,0.0,Neto,203526.0,,,,,,,,,,,,,,,,
481,PT00M47.70S,2020-08-23T19:02:48.7Z,3,REGULAR,3pt,jumpshot,[],201143,72.48685939553219,15.755208333333334,1610612755,77,84,2020-08-23T19:02:56Z,4780000,-171.0,206.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,27.22,,,,,,,,,,
482,PT00M43.80S,2020-08-23T19:02:52.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,77,84,2020-08-23T19:02:52Z,4790000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,481.0,4.0,3.0,1.0,,,,,,
483,PT00M31.50S,2020-08-23T19:03:05.8Z,3,REGULAR,2pt,jumpshot,[],1628369,17.69053876478318,68.94148284313727,1610612738,77,86,2020-08-23T19:03:09Z,4800000,-95.0,114.0,1,left,J. Tatum 15' jumpshot (16 PTS) (B. Wanamaker 2 AST),"[1628369, 202954]",1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,,,,,,Made,16.0,,,,15.23,,,,,B. Wanamaker,202954.0,2.0,,,
485,PT00M16.90S,2020-08-23T19:03:22.7Z,3,REGULAR,2pt,jumpshot,[],202692,91.14651773981603,72.37285539215686,1610612755,77,86,2020-08-23T19:03:28Z,4820000,112.0,31.0,1,right,MISS A. Burks 12' jumpshot,[202692],1610612755.0,PHI,turnaroundfadeaway,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,11.76,,,,,,,,,,
486,PT00M14.40S,2020-08-23T19:03:25.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,77,86,2020-08-23T19:03:25Z,4830000,,,0,,J. Tatum REBOUND (Off:3 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,485.0,13.0,10.0,3.0,,,,,,
487,PT00M02.40S,2020-08-23T19:03:37.0Z,3,REGULAR,3pt,jumpshot,[],1628369,37.00722733245729,24.088541666666664,1610612738,77,89,2020-08-23T19:03:43Z,4840000,130.0,295.0,1,left,J. Tatum 33' 3PT  (19 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Made,19.0,,,,32.76,,,,,,,,,,
488,PT00M00.20S,2020-08-23T19:03:45.5Z,3,REGULAR,3pt,jumpshot,[],202692,57.11235216819974,4.725796568627451,1610612755,77,89,2020-08-23T19:05:45Z,4850000,-226.0,351.0,1,right,MISS A. Burks 42' 3PT,[202692],1610612755.0,PHI,running,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,42.2,,,,,,,,,,
489,PT00M00.10S,2020-08-23T19:03:45.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,77,89,2020-08-23T19:03:56Z,4860000,,,0,,Team offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,
490,PT00M00.00S,2020-08-23T19:03:50.5Z,3,REGULAR,period,end,[],0,,,1610612755,77,89,2020-08-23T19:03:50Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,out,['startperiod'],203526,,,1610612755,77,89,2020-08-23T19:07:10Z,4880000,,,0,,substitution out Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,out,['startperiod'],1629680,,,1610612755,77,89,2020-08-23T19:07:10Z,4890000,,,0,,substitution out Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,out,['startperiod'],201143,,,1610612755,77,89,2020-08-23T19:07:10Z,4900000,,,0,,substitution out Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,in,['startperiod'],203118,,,1610612755,77,89,2020-08-23T19:07:10Z,4910000,,,0,,substitution in Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,in,['startperiod'],1626196,,,1610612755,77,89,2020-08-23T19:07:10Z,4920000,,,0,,substitution in Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,in,['startperiod'],1629003,,,1610612755,77,89,2020-08-23T19:07:10Z,4930000,,,0,,substitution in Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612755,77,89,2020-08-23T19:07:23Z,4940000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2020-08-23T19:06:15.5Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612755,77,89,2020-08-23T19:07:23Z,4950000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2020-08-23T19:07:44.2Z,4,REGULAR,period,start,[],0,,,1610612755,77,89,2020-08-23T19:07:44Z,4960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT11M44.00S,2020-08-23T19:07:58.7Z,4,REGULAR,2pt,jumpshot,[],1629003,80.76544021024968,32.91207107843137,1610612755,77,89,2020-08-23T19:08:04Z,4970000,-85.0,128.0,1,right,MISS S. Milton 16' jumpshot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,Missed,,,,,15.87,,,,,,,,,,
501,PT11M42.00S,2020-08-23T19:08:00.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,77,89,2020-08-23T19:08:04Z,4980000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,500.0,5.0,4.0,1.0,,,,,,
502,PT11M32.00S,2020-08-23T19:08:12.1Z,4,REGULAR,2pt,hook,['pointsinthepaint'],202683,10.068988173455978,53.990502450980394,1610612738,77,89,2020-08-23T19:08:32Z,4990000,-20.0,42.0,1,left,MISS E. Kanter hook,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,Missed,,,,,5.16,,,,,,,,,,
503,PT11M31.00S,2020-08-23T19:08:13.1Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,77,89,2020-08-23T19:08:32Z,5000000,,,0,,E. Kanter REBOUND (Off:2 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,502.0,3.0,1.0,2.0,,,,,,
504,PT11M30.00S,2020-08-23T19:08:15.2Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202683,5.0,50.0,1610612738,77,89,2020-08-23T19:08:55Z,5010000,0.0,-6.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,,,,,,Missed,,,,,0.0,,,,,,,,,,
505,PT11M29.00S,2020-08-23T19:08:16.2Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,77,89,2020-08-23T19:08:55Z,5020000,,,0,,E. Kanter REBOUND (Off:3 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,504.0,4.0,1.0,3.0,,,,,,
506,PT11M28.00S,2020-08-23T19:08:19.5Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202683,5.0,50.0,1610612738,77,91,2020-08-23T19:09:33Z,5030000,0.0,-6.0,1,left,E. Kanter layup (6 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,,,,,,Made,6.0,,,,0.0,,,,,,,,,,
511,PT11M10.00S,2020-08-23T19:08:47.1Z,4,REGULAR,foul,personal,[],202954,,,1610612755,77,91,2020-08-23T19:09:00Z,5080000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 1629003]",1610612738.0,BOS,looseball,,,Wanamaker,B. Wanamaker,,,,,203592.0,2.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,,,
513,PT10M59.00S,2020-08-23T19:09:07.4Z,4,REGULAR,foul,personal,['2freethrow'],202683,,,1610612755,77,91,2020-08-23T19:09:18Z,5100000,,,0,,E. Kanter FOUL personal (4 PF) (Embiid 2freethrow),"[202683, 203954]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,201640.0,4.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
515,PT10M59.00S,2020-08-23T19:09:38.3Z,4,REGULAR,freethrow,1of2,[],203954,,,1610612755,78,91,2020-08-23T19:13:54Z,5120000,,,0,,J. Embiid freethrow 1of2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
516,PT10M59.00S,2020-08-23T19:09:56.7Z,4,REGULAR,freethrow,2of2,[],203954,,,1610612755,79,91,2020-08-23T19:13:54Z,5130000,,,0,,J. Embiid freethrow 2of2 (15 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
517,PT10M44.00S,2020-08-23T19:10:17.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627759,8.623521681997373,48.59834558823529,1610612738,79,93,2020-08-23T19:10:22Z,5140000,7.0,29.0,1,left,J. Brown layup (16 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,16.0,,,,3.48,,,,,J. Tatum,1628369.0,3.0,,,
519,PT10M44.00S,2020-08-23T19:10:23.1Z,4,REGULAR,foul,personal,['1freethrow'],203954,,,1610612738,79,93,2020-08-23T19:10:31Z,5160000,,,0,,J. Embiid FOUL personal (3 PF) (Brown 1freethrow),"[203954, 1627759]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,201640.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
521,PT10M44.00S,2020-08-23T19:10:39.0Z,4,REGULAR,freethrow,1of1,[],1627759,,,1610612738,79,93,2020-08-23T19:10:44Z,5180000,,,0,,MISS J. Brown freethrow 1of1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,,
522,PT10M42.00S,2020-08-23T19:10:41.0Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,79,93,2020-08-23T19:10:44Z,5190000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,521.0,5.0,5.0,0.0,,,,,,
523,PT10M30.00S,2020-08-23T19:10:52.3Z,4,REGULAR,3pt,jumpshot,[],202692,91.80354796320631,95.41207107843137,1610612755,79,93,2020-08-23T19:11:00Z,5200000,227.0,25.0,1,right,MISS A. Burks 23' 3PT,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,22.91,,,,,,,,,,
524,PT10M29.00S,2020-08-23T19:10:53.3Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,79,93,2020-08-23T19:11:00Z,5210000,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,523.0,6.0,5.0,1.0,,,,,,
525,PT10M24.00S,2020-08-23T19:10:57.8Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",203954,87.72996057818659,63.549325980392155,1610612755,79,93,2020-08-23T19:11:06Z,5220000,68.0,63.0,1,right,MISS J. Embiid 10' jumpshot,[203954],1610612755.0,PHI,turnaroundfadeaway,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,9.62,,,,,,,,,,
526,PT10M22.00S,2020-08-23T19:10:59.8Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,79,93,2020-08-23T19:11:06Z,5230000,,,0,,E. Kanter REBOUND (Off:3 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,525.0,5.0,2.0,3.0,,,,,,
527,PT10M19.00S,2020-08-23T19:11:04.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202954,8.09789750328515,42.96109068627451,1610612738,79,93,2020-08-23T19:11:12Z,5240000,35.0,24.0,1,left,MISS B. Wanamaker layup Blocked,"[202954, 203954]",1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,,,,4.57,,,,,,,,Embiid,203954.0,
528,PT10M19.00S,2020-08-23T19:11:04.4Z,4,REGULAR,block,,[],203954,,,1610612738,79,93,2020-08-23T19:11:07Z,5250000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M19.00S,2020-08-23T19:11:04.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,93,2020-08-23T19:11:12Z,5260000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,527.0,,,,,,,,,
530,PT10M19.00S,2020-08-23T19:11:10.0Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,79,93,2020-08-23T19:11:10Z,5270000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT10M16.00S,2020-08-23T19:11:31.2Z,4,REGULAR,turnover,badpass,[],203935,,,1610612738,79,93,2020-08-23T19:11:36Z,5280000,,,0,,M. Smart TURNOVER badpass (1 TOV) Stolen,"[203935, 202692]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1.0,Burks,202692.0,,,,,,,,,,,
532,PT10M16.00S,2020-08-23T19:11:31.2Z,4,REGULAR,steal,,[],202692,,,1610612755,79,93,2020-08-23T19:11:33Z,5290000,,,0,,A. Burks STEAL (1 STL),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT10M12.00S,2020-08-23T19:11:38.1Z,4,REGULAR,turnover,outofbounds,[],1626196,,,1610612755,79,93,2020-08-23T19:11:43Z,5300000,,,0,,J. Richardson TURNOVER outofbounds (1 TOV),[1626196],1610612755.0,PHI,badpass,,,Richardson,J. Richardson,,,,,203592.0,,,,,,,1.0,,,,,,,,,,,,,
534,PT09M57.00S,2020-08-23T19:12:00.1Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1628369,28.86005256241787,80.95128676470588,1610612738,79,96,2020-08-23T19:12:06Z,5310000,-155.0,219.0,1,left,J. Tatum 27' 3PT  (22 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Made,22.0,,,,27.25,,,,,,,,,,
535,PT09M55.00S,2020-08-23T19:12:08.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,79,96,2020-08-23T19:12:08Z,5320000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M55.00S,2020-08-23T19:14:38.6Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,79,96,2020-08-23T19:15:07Z,5330000,,,0,,substitution out Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M55.00S,2020-08-23T19:14:38.6Z,4,REGULAR,substitution,out,[],203935,,,1610612755,79,96,2020-08-23T19:15:07Z,5340000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M55.00S,2020-08-23T19:14:38.6Z,4,REGULAR,substitution,in,[],203526,,,1610612755,79,96,2020-08-23T19:15:07Z,5350000,,,0,,substitution in Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M55.00S,2020-08-23T19:14:38.6Z,4,REGULAR,substitution,in,[],202689,,,1610612755,79,96,2020-08-23T19:15:07Z,5360000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M34.00S,2020-08-23T19:16:00.6Z,4,REGULAR,3pt,jumpshot,[],1626196,63.6826544021025,40.75520833333333,1610612755,82,96,2020-08-23T19:16:06Z,5370000,-46.0,289.0,1,right,J. Richardson 30' 3PT  (11 PTS),[1626196],1610612755.0,PHI,pullup,,,Richardson,J. Richardson,,,,,,,,,,Made,11.0,,,,29.8,,,,,,,,,,
541,PT09M11.00S,2020-08-23T19:16:22.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.703679369250986,44.921875,1610612738,82,96,2020-08-23T19:16:27Z,5380000,25.0,20.0,1,left,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,3.59,,,,,,,,,,
542,PT09M08.00S,2020-08-23T19:16:25.8Z,4,REGULAR,rebound,defensive,[],203118,,,1610612755,82,96,2020-08-23T19:16:27Z,5390000,,,0,,M. Scott REBOUND (Off:0 Def:1),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,541.0,1.0,1.0,0.0,,,,,,
543,PT09M05.00S,2020-08-23T19:16:32.9Z,4,REGULAR,foul,offensive,[],203954,,,1610612755,82,96,2020-08-23T19:16:43Z,5400000,,,0,,J. Embiid FOUL offensive (4 PF),"[203954, 202689]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,203592.0,4.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
545,PT09M05.00S,2020-08-23T19:16:32.9Z,4,REGULAR,turnover,offensivefoul,[],203954,,,1610612755,82,96,2020-08-23T19:16:32Z,5420000,,,0,,J. Embiid TURNOVER offensivefoul (3 TOV),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,203592.0,,,,,,,3.0,,,,,,,,,,,,,
546,PT08M54.00S,2020-08-23T19:16:54.4Z,4,REGULAR,2pt,jumpshot,['fromturnover'],202689,17.0335085413929,19.921875,1610612738,82,96,2020-08-23T19:17:06Z,5430000,150.0,108.0,1,left,MISS K. Walker 19' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,18.82,,,,,,,,,,
