actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,stealPlayerName,stealPersonId
353,PT12M00.00S,2022-05-10T00:49:50.3Z,3,REGULAR,substitution,out,['startperiod'],1628464,,,1610612749,48,47,2022-05-10T00:50:35Z,3460000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-05-10T00:49:50.3Z,3,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,48,47,2022-05-10T00:50:35Z,3470000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-05-10T00:49:50.3Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612749,48,47,2022-05-10T00:50:35Z,3480000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-05-10T00:49:50.3Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612749,48,47,2022-05-10T00:50:35Z,3490000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-05-10T00:50:38.8Z,3,REGULAR,period,start,[],0,,,1610612738,48,47,2022-05-10T00:50:38Z,3500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M45.00S,2022-05-10T00:50:52.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,82.21090670170827,96.81372549019608,1610612738,48,47,2022-05-10T00:50:57Z,3510000,234.0,115.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
359,PT11M42.00S,2022-05-10T00:50:55.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,48,47,2022-05-10T01:03:02Z,3520000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,358.0,12.0,10.0,2.0,,,,,,,,,,,,,,
360,PT11M36.00S,2022-05-10T00:51:01.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.915243101182654,49.50980392156863,1610612749,50,47,2022-05-10T00:51:07Z,3530000,2.0,13.0,1,left,J. Holiday driving reverse Layup (9 PTS),[201950],1610612749.0,MIL,driving reverse,,,Holiday,J. Holiday,,,,,1.27,Made,9.0,,,,,,,,,,,,,,,,,,
361,PT11M28.00S,2022-05-10T00:51:13.1Z,3,REGULAR,foul,personal,['2freethrow'],202083,,,1610612738,50,47,2022-05-10T00:51:25Z,3540000,,,0,,W. Matthews shooting personal FOUL (3 PF) (Tatum 2 FT),"[202083, 1628369]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,,,,1627962.0,,3.0,0.0,Tatum,1628369.0,,,,,,
363,PT11M28.00S,2022-05-10T00:51:39.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,50,48,2022-05-10T00:52:03Z,3560000,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
364,PT11M28.00S,2022-05-10T00:51:39.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,50,48,2022-05-10T00:52:03Z,3570000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
365,PT11M26.00S,2022-05-10T00:51:41.5Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,50,48,2022-05-10T00:52:03Z,3580000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,364.0,13.0,11.0,2.0,,,,,,,,,,,,,,
366,PT11M16.00S,2022-05-10T00:52:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,50,48,2022-05-10T00:52:37Z,3590000,,,0,,J. Brown shooting personal FOUL (3 PF) (Lopez 2 FT),"[1627759, 201572]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,1627962.0,,3.0,0.0,Lopez,201572.0,,,,,,
368,PT11M16.00S,2022-05-10T00:52:38.4Z,3,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,51,48,2022-05-10T00:52:38Z,3610000,,,0,,B. Lopez Free Throw 1 of 2 (4 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
369,PT11M16.00S,2022-05-10T00:52:53.6Z,3,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,52,48,2022-05-10T00:52:53Z,3620000,,,0,,B. Lopez Free Throw 2 of 2 (5 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
370,PT11M01.00S,2022-05-10T00:53:10.6Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,52,48,2022-05-10T00:53:16Z,3630000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 201950]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2.0,,,,,,,,,Holiday,201950.0
371,PT11M01.00S,2022-05-10T00:53:10.6Z,3,REGULAR,steal,,[],201950,,,1610612749,52,48,2022-05-10T00:53:13Z,3640000,,,0,,J. Holiday STEAL (3 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M56.00S,2022-05-10T00:53:15.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,8.09789750328515,50.49019607843137,1610612749,54,48,2022-05-10T00:56:40Z,3650000,-2.0,24.0,1,left,G. Antetokounmpo running DUNK (17 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.37,Made,17.0,,,,,,,,,,,,,,,,,,
373,PT10M56.00S,2022-05-10T00:53:25.1Z,3,REGULAR,foul,technical,['1freethrow'],203507,,,1610612738,54,48,2022-05-10T00:53:50Z,3660000,,,0,,G. Antetokounmpo technical FOUL (1 Tech),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,1146.0,,2.0,1.0,,,,,,,,
374,PT10M56.00S,2022-05-10T00:53:51.8Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,54,49,2022-05-10T00:53:51Z,3670000,,,0,,J. Tatum technical Free Throw 1 of 1 (11 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
375,PT10M37.00S,2022-05-10T00:54:21.2Z,3,REGULAR,2pt,Jump Shot,[],201143,92.85479632063075,31.372549019607842,1610612738,54,49,2022-05-10T00:54:26Z,3680000,-93.0,15.0,1,right,MISS A. Horford 9' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,9.43,Missed,,,,,,,,,,,,,,,,,,,
376,PT10M34.00S,2022-05-10T00:54:24.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,54,49,2022-05-10T00:54:24Z,3690000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,375.0,14.0,12.0,2.0,,,,,,,,,,,,,,
377,PT10M28.00S,2022-05-10T00:54:30.4Z,3,REGULAR,3pt,Jump Shot,[],203507,34.641918528252305,44.6078431372549,1610612749,54,49,2022-05-10T00:54:37Z,3700000,27.0,273.0,1,left,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,,
378,PT10M26.00S,2022-05-10T00:54:32.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,54,49,2022-05-10T00:54:37Z,3710000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,377.0,5.0,5.0,0.0,,,,,,,,,,,,,,
379,PT10M24.00S,2022-05-10T00:54:35.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629684,94.03745072273325,50.0,1610612738,54,51,2022-05-10T00:54:43Z,3720000,0.0,4.0,1,right,G. Williams running DUNK (7 PTS) (A. Horford 2 AST),"[1629684, 201143]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,0.35,Made,7.0,,,,,,,,,,,,,A. Horford,201143.0,2.0,,,
381,PT10M07.00S,2022-05-10T00:54:55.8Z,3,REGULAR,foul,personal,[],201143,,,1610612749,54,51,2022-05-10T00:55:14Z,3740000,,,0,,A. Horford personal FOUL (3 PF),"[201143, 201572]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,1146.0,,3.0,0.0,Lopez,201572.0,,,,,,
383,PT09M58.00S,2022-05-10T00:55:23.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,11.12023653088042,63.23529411764706,1610612749,54,51,2022-05-10T00:55:35Z,3760000,-66.0,52.0,1,left,MISS J. Holiday 8' driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,8.42,Missed,,,,,,,,,,,,,,,,,,,
384,PT09M56.00S,2022-05-10T00:55:25.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,54,51,2022-05-10T00:55:35Z,3770000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,383.0,3.0,3.0,0.0,,,,,,,,,,,,,,
385,PT09M51.00S,2022-05-10T00:55:30.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,71.82982917214193,82.59803921568627,1610612738,54,51,2022-05-10T00:55:39Z,3780000,163.0,212.0,1,right,MISS J. Brown 26' running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
386,PT09M49.00S,2022-05-10T00:55:32.2Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,54,51,2022-05-10T00:55:39Z,3790000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,385.0,1.0,1.0,0.0,,,,,,,,,,,,,,
387,PT09M40.00S,2022-05-10T00:55:42.4Z,3,REGULAR,3pt,Jump Shot,[],202083,32.40801576872536,63.23529411764706,1610612749,57,51,2022-05-10T00:55:47Z,3800000,-66.0,252.0,1,left,W. Matthews 26' 3PT  (9 PTS) (G. Antetokounmpo 3 AST),"[202083, 203507]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,26.06,Made,9.0,,,,,,,,,,,,,G. Antetokounmpo,203507.0,3.0,,,
389,PT09M22.00S,2022-05-10T00:55:59.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,50.98039215686274,1610612738,57,53,2022-05-10T00:56:04Z,3820000,5.0,12.0,1,right,J. Tatum driving finger roll Layup (13 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,1.31,Made,13.0,,,,,,,,,,,,,,,,,,
390,PT09M03.00S,2022-05-10T00:56:21.0Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,57,53,2022-05-10T00:56:29Z,3830000,,,0,,J. Brown shooting personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1627759, 203507]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,1148.0,,4.0,0.0,Antetokounmpo,203507.0,,,,,,
392,PT09M03.00S,2022-05-10T00:56:54.6Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,58,53,2022-05-10T00:56:54Z,3850000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (18 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
393,PT09M03.00S,2022-05-10T00:56:55.6Z,3,REGULAR,substitution,out,[],202083,,,1610612749,58,53,2022-05-10T00:57:05Z,3860000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT09M03.00S,2022-05-10T00:56:55.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612749,58,53,2022-05-10T00:57:05Z,3870000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT09M03.00S,2022-05-10T00:56:55.6Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,58,53,2022-05-10T00:57:05Z,3880000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT09M03.00S,2022-05-10T00:56:55.6Z,3,REGULAR,substitution,in,[],1628401,,,1610612749,58,53,2022-05-10T00:57:05Z,3890000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT09M03.00S,2022-05-10T00:57:38.9Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,59,53,2022-05-10T00:57:38Z,3900000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (19 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
398,PT08M47.00S,2022-05-10T00:57:59.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.12417871222075,52.69607843137255,1610612738,59,53,2022-05-10T00:58:19Z,3910000,13.0,59.0,1,right,MISS M. Smart 6' floating Shot,[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,6.06,Missed,,,,,,,,,,,,,,,,,,,
399,PT08M44.00S,2022-05-10T00:58:02.5Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,59,53,2022-05-10T00:58:19Z,3920000,,,0,,J. Holiday REBOUND (Off:2 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,398.0,4.0,2.0,2.0,,,,,,,,,,,,,,
400,PT08M40.00S,2022-05-10T00:58:09.2Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612749,59,53,2022-05-10T00:58:39Z,3930000,,,0,,G. Williams shooting personal FOUL (2 PF) (Holiday 2 FT),"[1629684, 201950]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,1627962.0,,2.0,0.0,Holiday,201950.0,,,,,,
402,PT08M40.00S,2022-05-10T00:58:40.7Z,3,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,60,53,2022-05-10T00:58:40Z,3950000,,,0,,J. Holiday Free Throw 1 of 2 (10 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
403,PT08M40.00S,2022-05-10T00:58:54.9Z,3,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,61,53,2022-05-10T00:58:55Z,3960000,,,0,,J. Holiday Free Throw 2 of 2 (11 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
404,PT08M27.00S,2022-05-10T00:59:09.6Z,3,REGULAR,3pt,Jump Shot,[],201143,69.20170827858082,73.0392156862745,1610612738,61,56,2022-05-10T00:59:16Z,3970000,115.0,237.0,1,right,A. Horford 26' 3PT  (14 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.35,Made,14.0,,,,,,,,,,,,,J. Tatum,1628369.0,1.0,,,
406,PT08M11.00S,2022-05-10T00:59:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.521024967148489,51.71568627450981,1610612749,63,56,2022-05-10T00:59:29Z,3990000,-9.0,9.0,1,left,G. Antetokounmpo driving finger roll Layup (21 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.23,Made,21.0,,,,,,,,,,,,,,,,,,
407,PT07M45.00S,2022-05-10T00:59:52.0Z,3,REGULAR,3pt,Jump Shot,[],201143,69.46452036793693,76.7156862745098,1610612738,63,56,2022-05-10T00:59:57Z,4000000,134.0,235.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
408,PT07M41.00S,2022-05-10T00:59:55.9Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,63,56,2022-05-10T00:59:55Z,4010000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,407.0,8.0,7.0,1.0,,,,,,,,,,,,,,
409,PT07M41.00S,2022-05-10T00:59:55.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,94.40999984741211,50.0,1610612738,63,56,2022-05-10T00:59:55Z,4020000,0.0,0.0,1,right,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
410,PT07M40.00S,2022-05-10T00:59:56.6Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,63,56,2022-05-10T00:59:56Z,4030000,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,409.0,9.0,7.0,2.0,,,,,,,,,,,,,,
411,PT07M39.00S,2022-05-10T00:59:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.19776609724047,52.94117647058824,1610612738,63,58,2022-05-10T01:00:03Z,4040000,15.0,21.0,1,right,J. Tatum putback Layup (15 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,2.55,Made,15.0,,,,,,,,,,,,,,,,,,
412,PT07M26.00S,2022-05-10T01:00:16.5Z,3,REGULAR,2pt,Jump Shot,[],203507,21.895532194480946,54.65686274509803,1610612749,63,58,2022-05-10T01:00:22Z,4050000,-23.0,153.0,1,left,MISS G. Antetokounmpo 15' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,15.51,Missed,,,,,,,,,,,,,,,,,,,
413,PT07M26.00S,2022-05-10T01:00:16.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,63,58,2022-05-10T01:00:22Z,4060000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,
414,PT07M25.00S,2022-05-10T01:00:23.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,63,58,2022-05-10T01:00:23Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M07.00S,2022-05-10T01:00:40.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.85873850197109,77.45098039215686,1610612738,63,61,2022-05-10T01:00:46Z,4080000,137.0,231.0,1,right,J. Tatum 26' 3PT step back (18 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.86,Made,18.0,,,,,,,,,,,,,,,,,,
416,PT07M01.00S,2022-05-10T01:00:53.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,63,61,2022-05-10T01:00:53Z,4090000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M01.00S,2022-05-10T01:04:12.8Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,63,61,2022-05-10T01:04:35Z,4100000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M01.00S,2022-05-10T01:04:12.8Z,3,REGULAR,substitution,out,[],201572,,,1610612749,63,61,2022-05-10T01:04:35Z,4110000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M01.00S,2022-05-10T01:04:12.8Z,3,REGULAR,substitution,in,[],201588,,,1610612749,63,61,2022-05-10T01:04:35Z,4120000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M01.00S,2022-05-10T01:04:12.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,63,61,2022-05-10T01:04:35Z,4130000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M41.00S,2022-05-10T01:04:57.4Z,3,REGULAR,3pt,Jump Shot,[],201950,13.485545335085414,96.56862745098039,1610612749,63,61,2022-05-10T01:05:01Z,4140000,-233.0,74.0,1,left,MISS J. Holiday 24' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
422,PT06M37.00S,2022-05-10T01:05:00.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,61,2022-05-10T01:05:00Z,4150000,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,421.0,10.0,8.0,2.0,,,,,,,,,,,,,,
423,PT06M32.00S,2022-05-10T01:05:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.01511169513797,50.73529411764706,1610612738,63,61,2022-05-10T01:05:12Z,4160000,4.0,32.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.22,Missed,,,,,,,,,,,,,,,,,,,
424,PT06M32.00S,2022-05-10T01:05:06.7Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,63,61,2022-05-10T01:05:12Z,4170000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,423.0,1.0,1.0,0.0,,,,,,,,,,,,,,
425,PT06M32.00S,2022-05-10T01:05:12.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612749,63,61,2022-05-10T01:05:31Z,4180000,,,0,,D. White personal FOUL (1 PF) (Hill 2 FT),"[1628401, 201588]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,1146.0,,1.0,0.0,Hill,201588.0,,,,,,
427,PT06M32.00S,2022-05-10T01:05:46.1Z,3,REGULAR,freethrow,1 of 2,[],201588,,,1610612749,64,61,2022-05-10T01:05:46Z,4200000,,,0,,G. Hill Free Throw 1 of 2 (4 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
428,PT06M32.00S,2022-05-10T01:06:02.7Z,3,REGULAR,freethrow,2 of 2,[],201588,,,1610612749,65,61,2022-05-10T01:06:02Z,4210000,,,0,,G. Hill Free Throw 2 of 2 (5 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
429,PT06M17.00S,2022-05-10T01:06:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,80.76544021024968,36.029411764705884,1610612738,65,61,2022-05-10T01:06:23Z,4220000,-70.0,128.0,1,right,MISS J. Tatum 14' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,14.61,Missed,,,,,,,,,,,,,,,,,,,
430,PT06M15.00S,2022-05-10T01:06:20.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,65,61,2022-05-10T01:06:23Z,4230000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:13),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,429.0,15.0,13.0,2.0,,,,,,,,,,,,,,
431,PT06M09.00S,2022-05-10T01:06:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.046649145860711,49.754901960784316,1610612749,67,61,2022-05-10T01:06:31Z,4240000,1.0,14.0,1,left,G. Antetokounmpo driving finger roll Layup (23 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.38,Made,23.0,,,,,,,,,,,,,,,,,,
432,PT05M55.00S,2022-05-10T01:06:40.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.77463863337714,50.245098039215684,1610612738,67,63,2022-05-10T01:06:46Z,4250000,1.0,6.0,1,right,M. Smart driving Layup (9 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,0.61,Made,9.0,,,,,,,,,,,,,J. Tatum,1628369.0,2.0,,,
434,PT05M44.00S,2022-05-10T01:06:52.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201950,12.171484888304862,53.18627450980392,1610612749,67,63,2022-05-10T01:07:07Z,4270000,-16.0,62.0,1,left,MISS J. Holiday 6' driving bank Hook,[201950],1610612749.0,MIL,driving bank,,,Holiday,J. Holiday,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,,
435,PT05M44.00S,2022-05-10T01:06:52.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,67,63,2022-05-10T01:07:07Z,4280000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,434.0,,,,,,,,,,,,,,,,,
441,PT05M44.00S,2022-05-10T01:07:05.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,67,63,2022-05-10T01:07:50Z,4285000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M35.00S,2022-05-10T01:07:18.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203507,17.559132720105126,46.81372549019608,1610612749,67,63,2022-05-10T01:07:23Z,4290000,16.0,113.0,1,left,MISS G. Antetokounmpo 11' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,11.37,Missed,,,,,,,,,,,,,,,,,,,
