actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
357,PT08M03.00S,2022-05-12T00:33:02.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203507,31.09395532194481,68.13725490196079,1610612749,60,57,2022-05-12T00:33:09Z,3450000,-91.0,240.0,1,left,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
358,PT07M58.00S,2022-05-12T00:33:07.1Z,3,REGULAR,rebound,offensive,[],202083,,,1610612749,60,57,2022-05-12T00:33:09Z,3460000,,,0,,W. Matthews REBOUND (Off:2 Def:2),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,357.0,4.0,2.0,2.0,,,,,,,,,,,
359,PT07M54.00S,2022-05-12T00:33:12.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202083,11.383048620236531,62.254901960784316,1610612749,60,57,2022-05-12T00:33:27Z,3470000,-61.0,55.0,1,left,MISS W. Matthews 8' driving Layup,[202083],1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,8.2,Missed,,,,,,,,,,,,,,,,,,,
360,PT07M52.00S,2022-05-12T00:33:14.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,60,57,2022-05-12T00:33:27Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,
361,PT07M52.00S,2022-05-12T00:33:17.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,60,57,2022-05-12T00:33:17Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M47.00S,2022-05-12T00:33:36.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,32.276609724047304,42.8921568627451,1610612749,60,57,2022-05-12T00:34:22Z,3500000,36.0,251.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
363,PT07M44.00S,2022-05-12T00:33:39.9Z,3,REGULAR,rebound,offensive,[],1628960,,,1610612749,60,57,2022-05-12T00:33:48Z,3510000,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,362.0,2.0,1.0,1.0,,,,,,,,,,,
364,PT07M38.00S,2022-05-12T00:33:45.4Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201572,21.50131406044678,30.637254901960787,1610612749,60,59,2022-05-12T00:33:51Z,3520000,97.0,150.0,1,left,B. Lopez 17' Jump Shot (2 PTS) (J. Holiday 4 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,17.82,Made,2.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,,,
366,PT07M12.00S,2022-05-12T00:34:11.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.01905387647832,36.51960784313725,1610612738,60,59,2022-05-12T00:34:16Z,3540000,-67.0,248.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
367,PT07M10.00S,2022-05-12T00:34:13.3Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,60,59,2022-05-12T00:34:16Z,3550000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,,
368,PT06M58.00S,2022-05-12T00:34:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202083,9.280551905387648,55.63725490196079,1610612749,60,59,2022-05-12T00:34:29Z,3560000,-28.0,35.0,1,left,MISS W. Matthews driving Layup,[202083],1610612749.0,MIL,driving,,,Matthews,W. Matthews,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,,
369,PT06M56.00S,2022-05-12T00:34:27.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,60,59,2022-05-12T00:34:29Z,3570000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,368.0,5.0,5.0,0.0,,,,,,,,,,,
370,PT06M49.00S,2022-05-12T00:34:34.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.80354796320631,53.92156862745098,1610612738,60,59,2022-05-12T00:34:41Z,3580000,20.0,25.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,,
371,PT06M48.00S,2022-05-12T00:34:35.7Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,60,59,2022-05-12T00:34:48Z,3590000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,370.0,6.0,4.0,2.0,,,,,,,,,,,
372,PT06M47.00S,2022-05-12T00:34:37.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.9862023653088,46.07843137254902,1610612738,62,59,2022-05-12T00:34:44Z,3600000,-20.0,13.0,1,right,J. Brown putback Layup (13 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,2.37,Made,13.0,,,,,,,,,,,,,,,,,,
373,PT06M30.00S,2022-05-12T00:34:55.0Z,3,REGULAR,foul,personal,[],203935,,,1610612749,62,59,2022-05-12T00:35:02Z,3610000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628960]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Allen,1628960.0,,,
375,PT06M30.00S,2022-05-12T00:35:03.7Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,62,59,2022-05-12T00:35:19Z,3630000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M30.00S,2022-05-12T00:35:03.7Z,3,REGULAR,substitution,out,[],201572,,,1610612749,62,59,2022-05-12T00:35:19Z,3640000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M30.00S,2022-05-12T00:35:03.7Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,62,59,2022-05-12T00:35:19Z,3650000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M30.00S,2022-05-12T00:35:03.7Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,62,59,2022-05-12T00:35:19Z,3660000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M20.00S,2022-05-12T00:35:38.6Z,3,REGULAR,2pt,Jump Shot,[],203507,22.552562417871222,47.30392156862745,1610612749,62,59,2022-05-12T00:35:44Z,3670000,13.0,159.0,1,left,MISS G. Antetokounmpo 16' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,16.01,Missed,,,,,,,,,,,,,,,,,,,
380,PT06M17.00S,2022-05-12T00:35:41.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,62,59,2022-05-12T00:35:44Z,3680000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,379.0,4.0,4.0,0.0,,,,,,,,,,,
381,PT06M03.00S,2022-05-12T00:35:56.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.32917214191852,45.34313725490196,1610612738,64,59,2022-05-12T00:36:01Z,3690000,-23.0,20.0,1,right,M. Smart driving Layup (9 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.04,Made,9.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
383,PT05M49.00S,2022-05-12T00:36:10.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.360709592641262,46.07843137254902,1610612749,64,61,2022-05-12T00:36:14Z,3710000,20.0,26.0,1,left,J. Holiday driving Layup (14 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,3.26,Made,14.0,,,,,,,,,,,,,,,,,,
384,PT05M34.00S,2022-05-12T00:36:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.96386333771353,51.9607843137255,1610612738,66,61,2022-05-12T00:37:44Z,3720000,10.0,42.0,1,right,J. Tatum driving floating Jump Shot (22 PTS) (A. Horford 4 AST),"[1628369, 201143]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,4.29,Made,22.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,,
386,PT05M28.00S,2022-05-12T00:36:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.30946123521682,47.549019607843135,1610612749,66,63,2022-05-12T00:36:35Z,3740000,12.0,16.0,1,left,G. Antetokounmpo driving finger roll Layup (25 PTS) (J. Holiday 5 AST),"[203507, 201950]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.03,Made,25.0,J. Holiday,201950.0,5.0,,,,,,,,,,,,,,,
387,PT05M08.00S,2022-05-12T00:36:50.2Z,3,REGULAR,3pt,Jump Shot,[],203935,72.22404730617609,80.88235294117648,1610612738,69,63,2022-05-12T00:40:32Z,3750000,154.0,209.0,1,right,M. Smart 25' 3PT step back (12 PTS) (J. Brown 5 AST),"[203935, 1627759]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,25.95,Made,12.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,,
389,PT04M56.00S,2022-05-12T00:37:07.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,69,63,2022-05-12T00:37:07Z,3770000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612749,69,63,2022-05-12T00:40:44Z,3780000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,out,[],201143,,,1610612749,69,63,2022-05-12T00:40:44Z,3790000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,out,[],202083,,,1610612749,69,63,2022-05-12T00:40:44Z,3800000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,out,[],203507,,,1610612749,69,63,2022-05-12T00:40:44Z,3810000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612749,69,63,2022-05-12T00:40:44Z,3820000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,in,[],1628464,,,1610612749,69,63,2022-05-12T00:40:44Z,3830000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,in,[],1628960,,,1610612749,69,63,2022-05-12T00:40:44Z,3840000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M56.00S,2022-05-12T00:40:21.1Z,3,REGULAR,substitution,in,[],201572,,,1610612749,69,63,2022-05-12T00:40:44Z,3850000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M41.00S,2022-05-12T00:41:07.5Z,3,REGULAR,2pt,Hook,[],1626171,13.354139290407357,31.372549019607842,1610612749,69,63,2022-05-12T00:41:13Z,3860000,93.0,73.0,1,left,MISS B. Portis 11' driving Hook,[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,11.83,Missed,,,,,,,,,,,,,,,,,,,
400,PT04M39.00S,2022-05-12T00:41:09.5Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,69,63,2022-05-12T00:44:01Z,3870000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,399.0,3.0,3.0,0.0,,,,,,,,,,,
401,PT04M24.00S,2022-05-12T00:41:25.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,92.32917214191852,52.450980392156865,1610612738,71,63,2022-05-12T00:41:29Z,3880000,12.0,20.0,1,right,D. Theis cutting Layup (11 PTS) (J. Brown 6 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,2.31,Made,11.0,J. Brown,1627759.0,6.0,,,,,,,,,,,,,,,
403,PT04M07.00S,2022-05-12T00:41:43.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,7.440867279894875,52.450980392156865,1610612749,71,65,2022-05-12T00:41:52Z,3900000,-12.0,17.0,1,left,G. Allen driving Layup (7 PTS) (J. Holiday 6 AST),"[1628960, 201950]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,2.13,Made,7.0,J. Holiday,201950.0,6.0,,,,,,,,,,,,,,,
405,PT04M07.00S,2022-05-12T00:41:46.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628464,,,1610612749,71,65,2022-05-12T00:42:00Z,3920000,,,0,,D. Theis shooting personal FOUL (2 PF) (Allen 1 FT),"[1628464, 1628960]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Allen,1628960.0,,,
407,PT04M07.00S,2022-05-12T00:42:24.3Z,3,REGULAR,freethrow,1 of 1,[],1628960,,,1610612749,71,66,2022-05-12T00:42:24Z,3940000,,,0,,G. Allen Free Throw 1 of 1 (8 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
408,PT03M54.00S,2022-05-12T00:42:45.7Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,71,66,2022-05-12T00:42:49Z,3950000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1626171]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,1.0,Portis,1626171.0,,,,,,,
409,PT03M54.00S,2022-05-12T00:42:45.7Z,3,REGULAR,steal,,[],1626171,,,1610612749,71,66,2022-05-12T00:42:47Z,3960000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M51.00S,2022-05-12T00:42:54.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612749,71,66,2022-05-12T00:43:01Z,3980000,,,0,,M. Smart shooting personal FOUL (2 PF) (Portis 2 FT),"[203935, 1626171]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1830.0,,,,2.0,0.0,Portis,1626171.0,,,
413,PT03M51.00S,2022-05-12T00:43:22.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626171,,,1610612749,71,67,2022-05-12T00:43:22Z,4000000,,,0,,B. Portis Free Throw 1 of 2 (7 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
414,PT03M51.00S,2022-05-12T00:43:41.5Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626171,,,1610612749,71,68,2022-05-12T00:43:41Z,4010000,,,0,,B. Portis Free Throw 2 of 2 (8 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
415,PT03M34.00S,2022-05-12T00:44:03.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,76.16622864651774,63.725490196078425,1610612738,73,68,2022-05-12T00:44:07Z,4020000,69.0,172.0,1,right,J. Brown 18' pullup Jump Shot (15 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.47,Made,15.0,,,,,,,,,,,,,,,,,,
416,PT03M24.00S,2022-05-12T00:44:15.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,73,68,2022-05-12T00:44:15Z,4030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M15.00S,2022-05-12T00:44:35.2Z,3,REGULAR,2pt,Jump Shot,[],201950,22.026938239159,66.42156862745098,1610612749,73,68,2022-05-12T00:44:40Z,4040000,-82.0,155.0,1,left,MISS J. Holiday 17' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,17.5,Missed,,,,,,,,,,,,,,,,,,,
418,PT03M13.00S,2022-05-12T00:44:37.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,73,68,2022-05-12T00:44:40Z,4050000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,417.0,7.0,5.0,2.0,,,,,,,,,,,
419,PT03M11.00S,2022-05-12T00:44:43.2Z,3,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612738,73,68,2022-05-12T00:44:53Z,4060000,,,0,,G. Allen shooting personal FOUL (2 PF) (Brown 2 FT),"[1628960, 1627759]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Brown,1627759.0,,,
421,PT03M11.00S,2022-05-12T00:45:13.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,74,68,2022-05-12T00:45:13Z,4080000,,,0,,J. Brown Free Throw 1 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
422,PT03M11.00S,2022-05-12T00:45:39.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,75,68,2022-05-12T00:45:39Z,4090000,,,0,,J. Brown Free Throw 2 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
423,PT02M54.00S,2022-05-12T00:45:57.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,17.69053876478318,34.068627450980394,1610612749,75,70,2022-05-12T00:46:02Z,4100000,80.0,114.0,1,left,J. Holiday 13' driving floating Jump Shot (16 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,13.89,Made,16.0,,,,,,,,,,,,,,,,,,
424,PT02M39.00S,2022-05-12T00:46:11.9Z,3,REGULAR,3pt,Jump Shot,[],1628401,68.01905387647832,30.392156862745097,1610612738,75,70,2022-05-12T00:46:16Z,4110000,-98.0,248.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
425,PT02M37.00S,2022-05-12T00:46:13.9Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,75,70,2022-05-12T00:46:16Z,4120000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,424.0,4.0,4.0,0.0,,,,,,,,,,,
426,PT02M25.00S,2022-05-12T00:46:26.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,12.434296977660972,64.70588235294117,1610612749,75,70,2022-05-12T00:46:34Z,4130000,-74.0,64.0,1,left,MISS J. Holiday 9' turnaround fadeaway Shot,[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,9.77,Missed,,,,,,,,,,,,,,,,,,,
427,PT02M22.00S,2022-05-12T00:46:29.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,75,70,2022-05-12T00:46:34Z,4140000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,426.0,1.0,1.0,0.0,,,,,,,,,,,
428,PT02M14.00S,2022-05-12T00:46:36.9Z,3,REGULAR,3pt,Jump Shot,[],203935,68.67608409986859,70.58823529411765,1610612738,78,70,2022-05-12T00:46:42Z,4150000,103.0,242.0,1,right,M. Smart 26' 3PT step back (15 PTS),[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.29,Made,15.0,,,,,,,,,,,,,,,,,,
430,PT02M04.00S,2022-05-12T00:46:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,9.806176084099869,42.8921568627451,1610612749,78,70,2022-05-12T00:47:45Z,4170000,36.0,40.0,1,left,MISS J. Holiday driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
431,PT02M04.00S,2022-05-12T00:46:47.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,78,70,2022-05-12T00:46:54Z,4180000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,
432,PT02M03.00S,2022-05-12T00:46:52.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,78,70,2022-05-12T00:46:52Z,4190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M03.00S,2022-05-12T00:46:53.2Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,78,70,2022-05-12T00:47:09Z,4200000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M03.00S,2022-05-12T00:46:53.2Z,3,REGULAR,substitution,out,[],201950,,,1610612738,78,70,2022-05-12T00:47:09Z,4210000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M03.00S,2022-05-12T00:46:53.2Z,3,REGULAR,substitution,out,[],201572,,,1610612738,78,70,2022-05-12T00:47:09Z,4220000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M03.00S,2022-05-12T00:46:53.2Z,3,REGULAR,substitution,in,[],201143,,,1610612738,78,70,2022-05-12T00:47:09Z,4230000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M03.00S,2022-05-12T00:46:53.2Z,3,REGULAR,substitution,in,[],203507,,,1610612738,78,70,2022-05-12T00:47:09Z,4240000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M03.00S,2022-05-12T00:46:53.2Z,3,REGULAR,substitution,in,[],201588,,,1610612738,78,70,2022-05-12T00:47:09Z,4250000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M52.00S,2022-05-12T00:47:36.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,66.83639947437582,38.48039215686275,1610612738,81,70,2022-05-12T00:47:40Z,4260000,-58.0,259.0,1,right,J. Brown 26' 3PT pullup (20 PTS) (D. White 4 AST),"[1627759, 1628401]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.55,Made,20.0,D. White,1628401.0,4.0,,,,,,,,,,,,,,,
441,PT01M35.00S,2022-05-12T00:47:53.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.1268068331143235,52.69607843137255,1610612749,81,72,2022-05-12T00:47:58Z,4280000,-13.0,5.0,1,left,G. Antetokounmpo driving DUNK (27 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.44,Made,27.0,,,,,,,,,,,,,,,,,,
442,PT01M16.00S,2022-05-12T00:48:11.8Z,3,REGULAR,2pt,Jump Shot,[],1627759,79.188567674113,36.76470588235294,1610612738,83,72,2022-05-12T00:48:15Z,4290000,-66.0,143.0,1,right,J. Brown 15' fadeaway Jump Shot (22 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,15.77,Made,22.0,,,,,,,,,,,,,,,,,,
443,PT01M05.00S,2022-05-12T00:48:26.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612749,83,72,2022-05-12T00:48:35Z,4300000,,,0,,G. Williams personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629684, 203507]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1830.0,,,,2.0,0.0,Antetokounmpo,203507.0,,,
445,PT01M05.00S,2022-05-12T00:49:13.2Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,83,73,2022-05-12T00:49:13Z,4320000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
446,PT01M05.00S,2022-05-12T00:49:14.6Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,83,73,2022-05-12T00:49:21Z,4330000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M05.00S,2022-05-12T00:49:14.6Z,3,REGULAR,substitution,in,[],202083,,,1610612749,83,73,2022-05-12T00:49:21Z,4340000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
