actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
365,PT10M48.00S,2022-05-24T02:02:33.6Z,3,REGULAR,block,,[],1629057,,,1610612748,61,33,2022-05-24T02:02:38Z,3560000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT10M47.00S,2022-05-24T02:02:34.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,61,33,2022-05-24T02:02:42Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,364.0,,,,,,,,,
367,PT10M47.00S,2022-05-24T02:02:40.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,61,33,2022-05-24T02:02:40Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT10M45.00S,2022-05-24T02:02:54.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202710,88.64980289093299,96.81372549019608,1610612748,61,33,2022-05-24T02:03:05Z,3590000,234.0,54.0,1,right,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,24.03,Missed,,,,,,,,,,,,,,,,
369,PT10M43.00S,2022-05-24T02:02:56.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,33,2022-05-24T02:03:05Z,3600000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,368.0,6.0,5.0,1.0,,,,,,
370,PT10M31.00S,2022-05-24T02:03:08.0Z,3,REGULAR,2pt,Jump Shot,[],1627759,18.74178712220762,33.57843137254902,1610612738,61,33,2022-05-24T02:03:14Z,3610000,82.0,124.0,1,left,MISS J. Brown 14' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,14.85,Missed,,,,,,,,,,,,,,,,
371,PT10M29.00S,2022-05-24T02:03:10.0Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,61,33,2022-05-24T02:03:18Z,3620000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,370.0,5.0,3.0,2.0,,,,,,
372,PT10M19.00S,2022-05-24T02:03:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,88.78120893561103,53.18627450980392,1610612748,61,33,2022-05-24T02:03:53Z,3630000,16.0,53.0,1,right,MISS M. Strus driving finger roll Layup,[1629622],1610612748.0,MIA,driving finger roll,,,Strus,M. Strus,,,,,,,,5.53,Missed,,,,,,,,,,,,,,,,
373,PT10M17.00S,2022-05-24T02:03:21.7Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,61,33,2022-05-24T02:03:53Z,3640000,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,372.0,5.0,4.0,1.0,,,,,,
374,PT10M16.00S,2022-05-24T02:03:23.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628389,91.5407358738502,49.50980392156863,1610612748,61,35,2022-05-24T02:03:33Z,3650000,-2.0,27.0,1,right,B. Adebayo putback DUNK (5 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,,2.71,Made,5.0,,,,,,,,,,,,,,,
375,PT10M16.00S,2022-05-24T02:03:30.4Z,3,REGULAR,stoppage,other,[],0,,,1610612738,61,35,2022-05-24T02:04:43Z,3660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M05.00S,2022-05-24T02:03:50.4Z,3,REGULAR,turnover,backcourt,[],1628369,,,1610612738,61,35,2022-05-24T02:08:26Z,3670000,,,0,,J. Tatum backcourt TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.0,,,,,,1162.0,,,,,,,,,,,,,,
377,PT09M50.00S,2022-05-24T02:04:12.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200782,88.12417871222075,2.696078431372549,1610612748,61,35,2022-05-24T02:04:19Z,3680000,-237.0,59.0,1,right,MISS P. Tucker 24' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,24.38,Missed,,,,,,,,,,,,,,,,
378,PT09M48.00S,2022-05-24T02:04:14.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,61,35,2022-05-24T02:04:19Z,3690000,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,377.0,5.0,5.0,0.0,,,,,,
379,PT09M39.00S,2022-05-24T02:04:24.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.258212877792378,46.32352941176471,1610612738,63,35,2022-05-24T02:04:28Z,3700000,18.0,6.0,1,left,R. Williams III alley-oop Layup (12 PTS) (A. Horford 2 AST),"[1629057, 201143]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,1.94,Made,12.0,,,,,,,,,,A. Horford,201143.0,2.0,,,
381,PT09M28.00S,2022-05-24T02:04:39.6Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,63,35,2022-05-24T02:04:51Z,3720000,,,0,,J. Brown shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1627759, 1628389]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,2003.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,
383,PT09M28.00S,2022-05-24T02:05:10.4Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,63,36,2022-05-24T02:05:10Z,3740000,,,0,,B. Adebayo Free Throw 1 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
384,PT09M28.00S,2022-05-24T02:05:35.4Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,63,37,2022-05-24T02:05:35Z,3750000,,,0,,B. Adebayo Free Throw 2 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
385,PT09M09.00S,2022-05-24T02:05:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.668199737187912,55.14705882352941,1610612738,65,37,2022-05-24T02:06:00Z,3760000,-26.0,85.0,1,left,J. Brown 8' pullup Jump Shot (8 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,8.92,Made,8.0,,,,,,,,,,,,,,,
386,PT08M56.00S,2022-05-24T02:06:07.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202710,88.12417871222075,41.66666666666667,1610612748,65,37,2022-05-24T02:06:56Z,3770000,-42.0,59.0,1,right,MISS J. Butler 7' turnaround Hook,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,,,,7.23,Missed,,,,,,,,,,,,,,,,
387,PT08M54.00S,2022-05-24T02:06:09.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,37,2022-05-24T02:06:14Z,3780000,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,386.0,9.0,7.0,2.0,,,,,,
388,PT08M36.00S,2022-05-24T02:06:29.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.565703022339028,35.294117647058826,1610612738,67,37,2022-05-24T02:06:35Z,3790000,74.0,66.0,1,left,J. Tatum 9' turnaround fadeaway bank Jump Shot (28 PTS) (D. White 4 AST),"[1628369, 1628401]",1610612738.0,BOS,turnaround fadeaway bank,,,Tatum,J. Tatum,,,,,,,,9.85,Made,28.0,,,,,,,,,,D. White,1628401.0,4.0,,,
390,PT08M19.00S,2022-05-24T02:06:44.9Z,3,REGULAR,3pt,Jump Shot,[],202710,91.14651773981603,3.1862745098039214,1610612748,67,37,2022-05-24T02:06:49Z,3810000,-234.0,31.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,23.61,Missed,,,,,,,,,,,,,,,,
391,PT08M17.00S,2022-05-24T02:06:46.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,67,37,2022-05-24T02:06:52Z,3820000,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,390.0,10.0,8.0,2.0,,,,,,
392,PT07M59.00S,2022-05-24T02:07:05.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,28.203022339027594,15.931372549019606,1610612738,67,37,2022-05-24T02:07:11Z,3830000,170.0,213.0,1,left,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,27.24,Missed,,,,,,,,,,,,,,,,
393,PT07M57.00S,2022-05-24T02:07:07.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,67,37,2022-05-24T02:07:11Z,3840000,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,392.0,3.0,1.0,2.0,,,,,,
394,PT07M51.00S,2022-05-24T02:07:13.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,92.46057818659659,43.13725490196079,1610612748,67,37,2022-05-24T02:07:23Z,3850000,-34.0,18.0,1,right,MISS B. Adebayo running reverse Layup - blocked,"[1628389, 201143]",1610612748.0,MIA,running reverse,,,Adebayo,B. Adebayo,,,,,,,,3.89,Missed,,,,,,,,,,,,,,Horford,201143.0,
395,PT07M51.00S,2022-05-24T02:07:13.7Z,3,REGULAR,block,,[],201143,,,1610612748,67,37,2022-05-24T02:07:16Z,3860000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M47.00S,2022-05-24T02:07:17.7Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,67,37,2022-05-24T02:07:23Z,3870000,,,0,,D. White REBOUND (Off:0 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,394.0,6.0,6.0,0.0,,,,,,
397,PT07M44.00S,2022-05-24T02:07:20.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,4.155716162943495,98.2843137254902,1610612738,67,37,2022-05-24T02:08:58Z,3880000,-241.0,-13.0,1,left,MISS J. Brown 24' running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,24.18,Missed,,,,,,,,,,,,,,,,
398,PT07M43.00S,2022-05-24T02:07:21.8Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,67,37,2022-05-24T02:07:29Z,3890000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,397.0,4.0,4.0,0.0,,,,,,
399,PT07M30.00S,2022-05-24T02:07:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200768,89.83245729303549,49.50980392156863,1610612748,67,37,2022-05-24T02:07:55Z,3900000,-2.0,43.0,1,right,MISS K. Lowry driving Layup - blocked,"[200768, 201143]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,,,,4.32,Missed,,,,,,,,,,,,,,Horford,201143.0,
403,PT07M30.00S,2022-05-24T02:07:36.8Z,3,REGULAR,block,,[],201143,,,1610612748,67,37,2022-05-24T02:07:55Z,3905000,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M29.00S,2022-05-24T02:07:37.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,67,37,2022-05-24T02:07:55Z,3910000,,,0,,D. White REBOUND (Off:0 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,399.0,7.0,7.0,0.0,,,,,,
401,PT07M26.00S,2022-05-24T02:07:47.8Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,67,37,2022-05-24T02:07:58Z,3920000,,,0,,M. Strus shooting personal FOUL (3 PF) (Horford 2 FT),"[1629622, 201143]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,2003.0,3.0,0.0,Horford,201143.0,,,,,,,,,,
404,PT07M26.00S,2022-05-24T02:08:21.5Z,3,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,68,37,2022-05-24T02:08:21Z,3940000,,,0,,A. Horford Free Throw 1 of 2 (1 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
405,PT07M26.00S,2022-05-24T02:08:23.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,68,37,2022-05-24T02:08:27Z,3950000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M26.00S,2022-05-24T02:08:23.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,68,37,2022-05-24T02:08:27Z,3960000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M26.00S,2022-05-24T02:08:52.2Z,3,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,69,37,2022-05-24T02:08:52Z,3970000,,,0,,A. Horford Free Throw 2 of 2 (2 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
408,PT07M26.00S,2022-05-24T02:08:56.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,69,37,2022-05-24T02:08:56Z,3980000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M26.00S,2022-05-24T02:10:51.9Z,3,REGULAR,substitution,out,[],200782,,,1610612748,69,37,2022-05-24T02:12:28Z,3990000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M26.00S,2022-05-24T02:10:51.9Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,69,37,2022-05-24T02:12:28Z,4000000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M26.00S,2022-05-24T02:10:51.9Z,3,REGULAR,substitution,in,[],203506,,,1610612748,69,37,2022-05-24T02:12:28Z,4010000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M26.00S,2022-05-24T02:10:51.9Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,69,37,2022-05-24T02:12:28Z,4020000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M10.00S,2022-05-24T02:12:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,91.67214191852825,54.90196078431373,1610612748,69,39,2022-05-24T02:12:59Z,4030000,25.0,26.0,1,right,C. Martin driving Layup (5 PTS) (V. Oladipo 1 AST),"[1628997, 203506]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,3.56,Made,5.0,,,,,,,,,,V. Oladipo,203506.0,1.0,,,
415,PT06M51.00S,2022-05-24T02:13:13.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,51.225490196078425,1610612738,69,39,2022-05-24T02:13:24Z,4050000,-6.0,256.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,
416,PT06M50.00S,2022-05-24T02:13:14.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,69,39,2022-05-24T02:13:24Z,4060000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,415.0,,,,,,,,,
417,PT06M50.00S,2022-05-24T02:13:20.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,69,39,2022-05-24T02:13:20Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M43.00S,2022-05-24T02:13:36.4Z,3,REGULAR,2pt,Jump Shot,[],203506,79.31997371879106,25.0,1610612748,69,39,2022-05-24T02:14:13Z,4080000,-125.0,142.0,1,right,MISS V. Oladipo 18' pullup Shot,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,,,,18.91,Missed,,,,,,,,,,,,,,,,
419,PT06M41.00S,2022-05-24T02:13:38.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,39,2022-05-24T02:13:56Z,4090000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,
420,PT06M41.00S,2022-05-24T02:13:56.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,69,39,2022-05-24T02:13:56Z,4100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M22.00S,2022-05-24T02:14:20.7Z,3,REGULAR,2pt,Jump Shot,[],1627759,22.026938239159,68.13725490196079,1610612738,69,39,2022-05-24T02:14:25Z,4110000,-91.0,155.0,1,left,MISS J. Brown 17' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,17.92,Missed,,,,,,,,,,,,,,,,
422,PT06M19.00S,2022-05-24T02:14:23.7Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,69,39,2022-05-24T02:14:29Z,4120000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,421.0,6.0,4.0,2.0,,,,,,
423,PT05M57.00S,2022-05-24T02:14:44.7Z,3,REGULAR,3pt,Jump Shot,[],1628997,77.08607095926413,8.088235294117647,1610612748,69,42,2022-05-24T02:14:49Z,4130000,-210.0,163.0,1,right,C. Martin 26' 3PT  (8 PTS) (V. Oladipo 2 AST),"[1628997, 203506]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,26.55,Made,8.0,,,,,,,,,,V. Oladipo,203506.0,2.0,,,
425,PT05M41.00S,2022-05-24T02:15:00.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,22.815374507227332,90.44117647058823,1610612738,69,42,2022-05-24T02:15:06Z,4150000,-202.0,162.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.91,Missed,,,,,,,,,,,,,,,,
426,PT05M39.00S,2022-05-24T02:15:02.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,69,42,2022-05-24T02:15:06Z,4160000,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,425.0,5.0,5.0,0.0,,,,,,
427,PT05M28.00S,2022-05-24T02:15:14.5Z,3,REGULAR,3pt,Jump Shot,[],1628997,71.04139290407359,75.73529411764706,1610612748,69,42,2022-05-24T02:15:22Z,4170000,129.0,220.0,1,right,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,25.46,Missed,,,,,,,,,,,,,,,,
428,PT05M26.00S,2022-05-24T02:15:16.5Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,69,42,2022-05-24T02:15:22Z,4180000,,,0,,J. Butler REBOUND (Off:3 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,427.0,7.0,4.0,3.0,,,,,,
429,PT05M21.00S,2022-05-24T02:15:21.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203506,91.40932982917214,52.94117647058824,1610612748,69,42,2022-05-24T02:15:28Z,4190000,15.0,28.0,1,right,MISS V. Oladipo driving Layup,[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,,3.19,Missed,,,,,,,,,,,,,,,,
430,PT05M19.00S,2022-05-24T02:15:23.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,69,42,2022-05-24T02:15:28Z,4200000,,,0,,A. Horford REBOUND (Off:2 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,429.0,11.0,9.0,2.0,,,,,,
431,PT05M13.00S,2022-05-24T02:15:29.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,8.623521681997373,47.30392156862745,1610612738,69,42,2022-05-24T02:17:35Z,4210000,13.0,29.0,1,left,MISS J. Brown running Shot,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,3.16,Missed,,,,,,,,,,,,,,,,
432,PT05M11.00S,2022-05-24T02:15:31.1Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,69,42,2022-05-24T02:15:31Z,4220000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,431.0,7.0,5.0,2.0,,,,,,
433,PT05M10.00S,2022-05-24T02:15:32.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,6.652431011826544,48.529411764705884,1610612738,71,42,2022-05-24T02:15:44Z,4230000,7.0,10.0,1,left,J. Brown putback Layup (10 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,,,,1.24,Made,10.0,,,,,,,,,,,,,,,
434,PT04M53.00S,2022-05-24T02:15:52.7Z,3,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,71,42,2022-05-24T02:15:58Z,4240000,,,0,,K. Lowry step out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,step,,,Lowry,K. Lowry,,,,,2.0,,,,,,201640.0,,,,,,,,,,,,,,
435,PT04M53.00S,2022-05-24T02:15:59.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,71,42,2022-05-24T02:16:05Z,4250000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M53.00S,2022-05-24T02:15:59.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,71,42,2022-05-24T02:16:05Z,4260000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M53.00S,2022-05-24T02:15:59.5Z,3,REGULAR,substitution,out,[],200768,,,1610612738,71,42,2022-05-24T02:16:17Z,4270000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M53.00S,2022-05-24T02:15:59.5Z,3,REGULAR,substitution,in,[],1629216,,,1610612738,71,42,2022-05-24T02:16:17Z,4280000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M41.00S,2022-05-24T02:16:28.5Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,71,42,2022-05-24T02:16:33Z,4290000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,2.0,,,,,,2003.0,,,,,,,,,,,,,,
440,PT04M28.00S,2022-05-24T02:16:44.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203506,80.3712220762155,49.01960784313725,1610612748,71,42,2022-05-24T02:18:54Z,4300000,-5.0,132.0,1,right,MISS V. Oladipo 13' pullup Shot - blocked,"[203506, 1628369]",1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,,,,13.21,Missed,,,,,,,,,,,,,,Tatum,1628369.0,
441,PT04M28.00S,2022-05-24T02:16:44.9Z,3,REGULAR,block,,[],1628369,,,1610612748,71,42,2022-05-24T02:16:48Z,4310000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M27.00S,2022-05-24T02:16:45.9Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,71,42,2022-05-24T02:16:52Z,4320000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,440.0,2.0,2.0,0.0,,,,,,
443,PT04M21.00S,2022-05-24T02:16:51.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,6.1268068331143235,48.529411764705884,1610612738,73,42,2022-05-24T02:16:57Z,4330000,7.0,5.0,1,left,J. Brown running Layup (12 PTS) (P. Pritchard 2 AST),"[1627759, 1630202]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,0.9,Made,12.0,,,,,,,,,,P. Pritchard,1630202.0,2.0,,,
445,PT04M07.00S,2022-05-24T02:17:05.6Z,3,REGULAR,3pt,Jump Shot,[],203506,67.62483574244416,24.754901960784316,1610612748,73,42,2022-05-24T02:19:32Z,4350000,-126.0,252.0,1,right,MISS V. Oladipo 28' pullup 3PT,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,,,,28.17,Missed,,,,,,,,,,,,,,,,
446,PT04M06.00S,2022-05-24T02:17:06.6Z,3,REGULAR,rebound,offensive,[],203506,,,1610612748,73,42,2022-05-24T02:17:16Z,4360000,,,0,,V. Oladipo REBOUND (Off:1 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,445.0,4.0,3.0,1.0,,,,,,
447,PT04M04.00S,2022-05-24T02:17:11.8Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,73,42,2022-05-24T02:17:21Z,4370000,,,0,,J. Brown shooting personal FOUL (4 PF) (Oladipo 2 FT),"[1627759, 203506]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,2003.0,4.0,0.0,Oladipo,203506.0,,,,,,,,,,
449,PT04M04.00S,2022-05-24T02:17:38.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203506,,,1610612748,73,42,2022-05-24T02:17:38Z,4390000,,,0,,MISS V. Oladipo Free Throw 1 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
