actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
558,PT08M11.00S,2022-05-22T02:46:56.9Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612748,80,89,2022-05-22T02:50:28Z,5460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M11.00S,2022-05-22T02:46:57.0Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,80,89,2022-05-22T02:50:28Z,5470000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M11.00S,2022-05-22T02:46:57.0Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,80,89,2022-05-22T02:50:28Z,5480000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M11.00S,2022-05-22T02:48:32.5Z,4,REGULAR,jumpball,recovered,[],1629622,,,1610612748,80,89,2022-05-22T02:50:28Z,5490000,,,0,,Jump Ball V. Oladipo vs. G. Williams: Tip to M. Strus,"[1629622, 203506, 1629684]",1610612748.0,MIA,heldball,M. Strus,1629622.0,Strus,M. Strus,Oladipo,203506.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,
566,PT07M47.00S,2022-05-22T02:48:49.1Z,4,REGULAR,3pt,Jump Shot,[],200768,74.06373193166885,12.990196078431374,1610612748,80,89,2022-05-22T02:53:51Z,5540000,-185.0,191.0,1,right,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
567,PT07M46.00S,2022-05-22T02:48:51.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,80,89,2022-05-22T02:48:51Z,5550000,,,0,,A. Horford REBOUND (Off:2 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,566.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
568,PT07M35.00S,2022-05-22T02:49:02.7Z,4,REGULAR,3pt,Jump Shot,[],201143,13.61695137976347,96.32352941176471,1610612738,80,89,2022-05-22T02:49:09Z,5560000,-232.0,75.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,,
569,PT07M30.00S,2022-05-22T02:49:07.7Z,4,REGULAR,rebound,defensive,[],200782,,,1610612748,80,89,2022-05-22T02:49:09Z,5570000,,,0,,P. Tucker REBOUND (Off:2 Def:5),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,568.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
570,PT07M16.00S,2022-05-22T02:49:21.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.5407358738502,49.754901960784316,1610612748,80,91,2022-05-22T02:49:25Z,5580000,-1.0,27.0,1,right,B. Adebayo cutting DUNK (27 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,2.7,Made,,,,,27.0,M. Strus,1629622.0,1.0,,,,,,,,,,,
572,PT06M54.00S,2022-05-22T02:49:42.8Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,80,91,2022-05-22T02:49:47Z,5600000,,,0,,J. Brown lost ball TURNOVER (7 TO),"[1627759, 203506]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,7.0,Oladipo,203506.0,,,,,,,,
573,PT06M54.00S,2022-05-22T02:49:42.8Z,4,REGULAR,steal,,[],203506,,,1610612748,80,91,2022-05-22T02:49:44Z,5610000,,,0,,V. Oladipo STEAL (3 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M51.00S,2022-05-22T02:49:48.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203506,88.38699080157687,55.392156862745104,1610612748,80,91,2022-05-22T02:49:57Z,5620000,27.0,57.0,1,right,MISS V. Oladipo 6' running Layup - blocked,"[203506, 1628401]",1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,6.28,Missed,,,,,,,,,,,,,,,,,White,1628401.0,
575,PT06M51.00S,2022-05-22T02:49:48.7Z,4,REGULAR,block,,[],1628401,,,1610612748,80,91,2022-05-22T02:49:51Z,5630000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M51.00S,2022-05-22T02:49:48.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,80,91,2022-05-22T02:49:57Z,5640000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,,,
577,PT06M51.00S,2022-05-22T02:49:52.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,80,91,2022-05-22T02:49:52Z,5650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M51.00S,2022-05-22T02:49:57.0Z,4,REGULAR,substitution,out,[],1628401,,,1610612748,80,91,2022-05-22T02:50:01Z,5660000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M51.00S,2022-05-22T02:49:57.0Z,4,REGULAR,substitution,in,[],203935,,,1610612748,80,91,2022-05-22T02:50:01Z,5670000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M30.00S,2022-05-22T02:50:27.2Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",200782,88.64980289093299,28.186274509803923,1610612748,80,93,2022-05-22T02:50:34Z,5680000,-109.0,54.0,1,right,P. Tucker 12' fadeaway Jump Shot (13 PTS),[200782],1610612748.0,MIA,fadeaway,,,Tucker,P. Tucker,,,,,12.18,Made,,,,,13.0,,,,,,,,,,,,,,
581,PT06M17.00S,2022-05-22T02:50:47.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.697109067017081,42.40196078431372,1610612738,82,93,2022-05-22T02:55:10Z,5690000,38.0,67.0,1,left,M. Smart 7' driving floating Jump Shot (16 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,7.69,Made,,,,,16.0,,,,,,,,,,,,,,
582,PT05M47.00S,2022-05-22T02:51:18.3Z,4,REGULAR,foul,offensive,[],1628389,,,1610612748,82,93,2022-05-22T03:10:55Z,5700000,,,0,,B. Adebayo charge offensive FOUL (3 PF),"[1628389, 203935]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Smart,203935.0,,,
584,PT05M47.00S,2022-05-22T02:51:18.3Z,4,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,82,93,2022-05-22T02:51:18Z,5720000,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,1.0,,,1148.0,,,,,,,
585,PT05M33.00S,2022-05-22T02:51:55.5Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,82,93,2022-05-22T02:51:58Z,5730000,,,0,,J. Tatum lost ball TURNOVER (5 TO),"[1628369, 203506]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,5.0,Oladipo,203506.0,,,,,,,,
586,PT05M33.00S,2022-05-22T02:51:55.5Z,4,REGULAR,steal,,[],203506,,,1610612748,82,93,2022-05-22T02:51:56Z,5740000,,,0,,V. Oladipo STEAL (4 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M29.00S,2022-05-22T02:51:59.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629622,91.40932982917214,55.14705882352941,1610612748,82,93,2022-05-22T02:52:05Z,5750000,26.0,28.0,1,right,MISS M. Strus running Layup - blocked,"[1629622, 1627759]",1610612748.0,MIA,running,,,Strus,M. Strus,,,,,3.82,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0,
588,PT05M29.00S,2022-05-22T02:51:59.1Z,4,REGULAR,block,,[],1627759,,,1610612748,82,93,2022-05-22T02:52:01Z,5760000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M26.00S,2022-05-22T02:52:02.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,82,93,2022-05-22T02:52:05Z,5770000,,,0,,A. Horford REBOUND (Off:2 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,587.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
590,PT05M23.00S,2022-05-22T02:52:04.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,30.831143232588698,26.225490196078432,1610612738,82,93,2022-05-22T02:59:10Z,5780000,119.0,237.0,1,left,MISS G. Williams 26' running pullup 3PT,[1629684],1610612738.0,BOS,running pullup,,,Williams,G. Williams,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
591,PT05M20.00S,2022-05-22T02:52:07.8Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,82,93,2022-05-22T02:52:10Z,5790000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,590.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
592,PT05M18.00S,2022-05-22T02:52:13.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,11.12023653088042,35.294117647058826,1610612738,84,93,2022-05-22T02:52:41Z,5800000,74.0,52.0,1,left,J. Brown 9' cutting Layup (29 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,9.0,Made,,,,,29.0,M. Smart,203935.0,4.0,,,,,,,,,,,
594,PT05M18.00S,2022-05-22T02:52:24.2Z,4,REGULAR,foul,personal,['1freethrow'],203506,,,1610612738,84,93,2022-05-22T02:52:40Z,5820000,,,0,,V. Oladipo shooting personal FOUL (1 PF) (Brown 1 FT),"[203506, 1627759]",1610612748.0,MIA,shooting,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Brown,1627759.0,,,
596,PT05M18.00S,2022-05-22T02:52:42.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,84,93,2022-05-22T02:55:10Z,5840000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT05M18.00S,2022-05-22T02:53:59.3Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,84,93,2022-05-22T02:55:10Z,5850000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M18.00S,2022-05-22T02:53:59.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,84,93,2022-05-22T02:55:10Z,5860000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT05M18.00S,2022-05-22T02:54:49.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1627759,,,1610612738,85,93,2022-05-22T02:54:49Z,5870000,,,0,,J. Brown Free Throw 1 of 1 (30 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,30.0,,,,,,,,,,,,,,
600,PT05M04.00S,2022-05-22T02:55:10.2Z,4,REGULAR,2pt,Jump Shot,[],203506,84.83902759526939,77.45098039215686,1610612748,85,93,2022-05-22T02:55:17Z,5880000,137.0,90.0,1,right,MISS V. Oladipo 16' pullup Shot,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,16.42,Missed,,,,,,,,,,,,,,,,,,,
601,PT05M01.00S,2022-05-22T02:55:13.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,85,93,2022-05-22T02:55:17Z,5890000,,,0,,J. Brown REBOUND (Off:2 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,600.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
602,PT04M54.00S,2022-05-22T02:55:20.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,13.748357424441524,48.529411764705884,1610612738,87,93,2022-05-22T02:55:42Z,5900000,7.0,77.0,1,left,J. Brown 7' driving floating Jump Shot (32 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.71,Made,,,,,32.0,,,,,,,,,,,,,,
603,PT04M54.00S,2022-05-22T02:55:25.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,87,93,2022-05-22T02:55:25Z,5910000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M33.00S,2022-05-22T02:57:20.4Z,4,REGULAR,turnover,bad pass,[],200768,,,1610612748,87,93,2022-05-22T03:01:25Z,5920000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1629684]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,2.0,Williams,1629684.0,,,,,,,,
605,PT04M33.00S,2022-05-22T02:57:20.4Z,4,REGULAR,steal,,[],1629684,,,1610612738,87,93,2022-05-22T02:57:21Z,5930000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M14.00S,2022-05-22T02:57:39.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,10.5946123521682,38.23529411764706,1610612738,89,93,2022-05-22T03:02:15Z,5940000,59.0,47.0,1,left,J. Brown 7' driving finger roll Layup (34 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,7.53,Made,,,,,34.0,M. Smart,203935.0,5.0,,,,,,,,,,,
608,PT03M51.00S,2022-05-22T02:58:03.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200782,92.19776609724047,46.32352941176471,1610612748,89,93,2022-05-22T02:58:10Z,5960000,-18.0,21.0,1,right,MISS P. Tucker reverse Layup,[200782],1610612748.0,MIA,reverse,,,Tucker,P. Tucker,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,,
609,PT03M48.00S,2022-05-22T02:58:06.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,89,93,2022-05-22T02:58:10Z,5970000,,,0,,A. Horford REBOUND (Off:2 Def:11),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,608.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
610,PT03M40.00S,2022-05-22T02:58:16.0Z,4,REGULAR,foul,personal,[],1629622,,,1610612738,89,93,2022-05-22T02:58:30Z,5980000,,,0,,M. Strus personal FOUL (4 PF),"[1629622, 1627759]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,200832.0,4.0,0.0,Brown,1627759.0,,,
612,PT03M40.00S,2022-05-22T02:58:26.0Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,89,93,2022-05-22T02:58:31Z,6000000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M40.00S,2022-05-22T02:58:26.0Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,89,93,2022-05-22T02:58:31Z,6010000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M25.00S,2022-05-22T02:59:24.3Z,4,REGULAR,jumpball,recovered,[],201143,,,1610612738,89,93,2022-05-22T02:59:24Z,6020000,,,0,,Jump Ball J. Tatum vs. K. Lowry: Tip to A. Horford,"[201143, 1628369, 200768]",1610612738.0,BOS,heldball,A. Horford,201143.0,Horford,A. Horford,Tatum,1628369.0,Lowry,200768.0,,,,,,,,,,,,,,,,,,,,,
617,PT03M24.00S,2022-05-22T02:59:26.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201143,9.937582128777924,36.27450980392157,1610612738,89,93,2022-05-22T02:59:33Z,6050000,69.0,41.0,1,left,MISS A. Horford 7' turnaround Hook - blocked,"[201143, 1628389]",1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,7.99,Missed,,,,,,,,,,,,,,,,,Adebayo,1628389.0,
619,PT03M24.00S,2022-05-22T02:59:26.0Z,4,REGULAR,block,,[],1628389,,,1610612738,89,93,2022-05-22T02:59:42Z,6055000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M22.00S,2022-05-22T02:59:28.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,89,93,2022-05-22T02:59:33Z,6060000,,,0,,B. Adebayo REBOUND (Off:2 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,617.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
620,PT03M05.00S,2022-05-22T02:59:47.8Z,4,REGULAR,foul,personal,[],1628369,,,1610612748,89,93,2022-05-22T03:00:36Z,6070000,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Adebayo,1628389.0,,,
622,PT02M51.00S,2022-05-22T03:00:33.3Z,4,REGULAR,2pt,Jump Shot,[],200768,78.26872536136662,35.78431372549019,1610612748,89,93,2022-05-22T03:00:38Z,6090000,-71.0,152.0,1,right,MISS K. Lowry 16' fadeaway Shot,[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,16.76,Missed,,,,,,,,,,,,,,,,,,,
623,PT02M49.00S,2022-05-22T03:00:35.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,89,93,2022-05-22T03:00:35Z,6100000,,,0,,A. Horford REBOUND (Off:2 Def:12),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,622.0,14.0,12.0,2.0,,,,,,,,,,,,,,,
624,PT02M40.00S,2022-05-22T03:00:44.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,29.517082785808146,74.75490196078431,1610612738,92,93,2022-05-22T03:00:49Z,6110000,-124.0,225.0,1,left,J. Brown 25' 3PT  (37 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.68,Made,,,,,37.0,M. Smart,203935.0,6.0,,,,,,,,,,,
626,PT02M22.00S,2022-05-22T03:01:04.3Z,4,REGULAR,foul,personal,[],203935,,,1610612748,92,93,2022-05-22T03:01:28Z,6130000,,,0,,M. Smart personal FOUL (4 PF),"[203935, 203506]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1148.0,4.0,0.0,Oladipo,203506.0,,,
628,PT02M16.00S,2022-05-22T03:01:26.3Z,4,REGULAR,3pt,Jump Shot,[],1629622,71.69842312746385,79.41176470588235,1610612748,92,96,2022-05-22T03:01:31Z,6150000,147.0,214.0,1,right,M. Strus 25' 3PT  (14 PTS) (K. Lowry 5 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.93,Made,,,,,14.0,K. Lowry,200768.0,5.0,,,,,,,,,,,
630,PT01M46.00S,2022-05-22T03:02:00.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,92,96,2022-05-22T03:02:06Z,6170000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,200832.0,,,,,,,
631,PT01M21.00S,2022-05-22T03:02:37.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,84.31340341655716,78.18627450980392,1610612748,92,98,2022-05-22T03:02:43Z,6180000,141.0,95.0,1,right,B. Adebayo 16' Jump Shot (29 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,16.99,Made,,,,,29.0,,,,,,,,,,,,,,
632,PT01M09.00S,2022-05-22T03:02:55.1Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,92,98,2022-05-22T03:04:34Z,6190000,,,0,,J. Tatum bad pass TURNOVER (6 TO),"[1628369, 200782]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,6.0,Tucker,200782.0,,,,,,,,
633,PT01M09.00S,2022-05-22T03:02:55.1Z,4,REGULAR,steal,,[],200782,,,1610612748,92,98,2022-05-22T03:03:34Z,6200000,,,0,,P. Tucker STEAL (3 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M07.00S,2022-05-22T03:03:03.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,92,98,2022-05-22T03:04:33Z,6210000,,,0,,G. Williams take personal FOUL (5 PF) (Tucker 2 FT),"[1629684, 200782]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1148.0,5.0,0.0,Tucker,200782.0,,,
636,PT01M07.00S,2022-05-22T03:03:33.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],200782,,,1610612748,92,99,2022-05-22T03:03:33Z,6230000,,,0,,P. Tucker Free Throw 1 of 2 (14 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
637,PT01M07.00S,2022-05-22T03:04:02.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],200782,,,1610612748,92,100,2022-05-22T03:04:02Z,6240000,,,0,,P. Tucker Free Throw 2 of 2 (15 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
638,PT01M07.00S,2022-05-22T03:04:05.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,92,100,2022-05-22T03:04:05Z,6250000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M03.00S,2022-05-22T03:05:40.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.933639947437584,66.42156862745098,1610612738,92,100,2022-05-22T03:06:38Z,6260000,-82.0,257.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
640,PT01M01.00S,2022-05-22T03:05:42.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,92,100,2022-05-22T03:06:03Z,6270000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,639.0,,,,,,,,,,,,,,,,,,
641,PT01M01.00S,2022-05-22T03:05:59.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,92,100,2022-05-22T03:06:06Z,6280000,,,0,,M. Strus loose ball personal FOUL (5 PF) (Williams 2 FT),"[1629622, 1629684]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,202058.0,5.0,0.0,Williams,1629684.0,,,
643,PT01M01.00S,2022-05-22T03:06:31.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,93,100,2022-05-22T03:06:31Z,6300000,,,0,,G. Williams Free Throw 1 of 2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
644,PT01M01.00S,2022-05-22T03:06:48.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,94,100,2022-05-22T03:06:48Z,6310000,,,0,,G. Williams Free Throw 2 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
645,PT00M48.00S,2022-05-22T03:07:10.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,94,100,2022-05-22T03:09:35Z,6320000,,,0,,M. Smart take personal FOUL (5 PF) (Oladipo 2 FT),"[203935, 203506]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,200832.0,5.0,0.0,Oladipo,203506.0,,,
647,PT00M48.00S,2022-05-22T03:07:36.1Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,94,100,2022-05-22T03:07:36Z,6340000,,,0,,MISS V. Oladipo Free Throw 1 of 2,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
648,PT00M48.00S,2022-05-22T03:07:36.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,94,100,2022-05-22T03:07:36Z,6350000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,647.0,,,,,,,,,,,,,,,,,,
649,PT00M48.00S,2022-05-22T03:07:51.2Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,94,101,2022-05-22T03:07:51Z,6360000,,,0,,V. Oladipo Free Throw 2 of 2 (4 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
651,PT00M42.50S,2022-05-22T03:07:59.3Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,94,101,2022-05-22T03:09:23Z,6380000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 200768]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1.0,Lowry,200768.0,,,,,,,,
652,PT00M42.50S,2022-05-22T03:07:59.3Z,4,REGULAR,steal,,[],200768,,,1610612748,94,101,2022-05-22T03:08:01Z,6390000,,,0,,K. Lowry STEAL (4 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M42.50S,2022-05-22T03:08:01.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629622,92.19776609724047,52.450980392156865,1610612748,94,103,2022-05-22T03:08:31Z,6400000,12.0,21.0,1,right,M. Strus cutting Layup (16 PTS) (K. Lowry 6 AST),"[1629622, 200768]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,2.42,Made,,,,,16.0,K. Lowry,200768.0,6.0,,,,,,,,,,,
