actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
184,PT08M40.00S,2022-06-03T01:42:11.8Z,2,REGULAR,3pt,Jump Shot,[],203490,31.09395532194481,66.42156862745098,1610612744,44,37,2022-06-03T01:42:14Z,1820000,-82.0,240.0,1,left,O. Porter Jr. 25' 3PT  (6 PTS) (D. Green 3 AST),"[203490, 203110]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.35,Made,,,,,6.0,D. Green,203110.0,3.0,,,,,,,,,,,
186,PT08M37.00S,2022-06-03T01:42:21.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,37,2022-06-03T01:42:21Z,1840000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M37.00S,2022-06-03T01:45:58.8Z,2,REGULAR,substitution,out,[],2738,,,1610612738,44,37,2022-06-03T01:46:12Z,1850000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M37.00S,2022-06-03T01:45:58.8Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,44,37,2022-06-03T01:46:12Z,1860000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M37.00S,2022-06-03T01:45:58.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,44,37,2022-06-03T01:46:12Z,1870000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M37.00S,2022-06-03T01:45:58.8Z,2,REGULAR,substitution,in,[],203952,,,1610612738,44,37,2022-06-03T01:46:12Z,1880000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M37.00S,2022-06-03T01:45:58.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,44,37,2022-06-03T01:46:12Z,1890000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M37.00S,2022-06-03T01:45:58.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,44,37,2022-06-03T01:46:12Z,1900000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M29.00S,2022-06-03T01:46:36.4Z,2,REGULAR,foul,personal,[],1629673,,,1610612738,44,37,2022-06-03T01:50:02Z,1910000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1628369]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,1830.0,1.0,0.0,Tatum,1628369.0,,,,,,
195,PT08M17.00S,2022-06-03T01:46:45.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,44,37,2022-06-03T01:46:45Z,1930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M15.00S,2022-06-03T01:47:15.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,76.69185282522996,12.990196078431374,1610612738,44,37,2022-06-03T01:47:17Z,1940000,-185.0,167.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
197,PT08M13.00S,2022-06-03T01:47:17.0Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,44,37,2022-06-03T01:47:54Z,1950000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
198,PT08M09.00S,2022-06-03T01:47:23.5Z,2,REGULAR,foul,personal,[],1628401,,,1610612744,44,37,2022-06-03T01:47:26Z,1960000,,,0,,D. White personal FOUL (2 PF),"[1628401, 202691]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,1830.0,2.0,0.0,Thompson,202691.0,,,,,,
200,PT08M09.00S,2022-06-03T01:47:41.0Z,2,REGULAR,substitution,out,[],203110,,,1610612744,44,37,2022-06-03T01:47:50Z,1980000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M09.00S,2022-06-03T01:47:41.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612744,44,37,2022-06-03T01:47:50Z,1990000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M09.00S,2022-06-03T01:47:41.0Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,44,37,2022-06-03T01:47:50Z,2000000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M09.00S,2022-06-03T01:47:41.0Z,2,REGULAR,substitution,in,[],203935,,,1610612744,44,37,2022-06-03T01:47:50Z,2010000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M09.00S,2022-06-03T01:47:41.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612744,44,37,2022-06-03T01:51:07Z,2015000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M09.00S,2022-06-03T01:47:41.0Z,2,REGULAR,substitution,in,[],201143,,,1610612744,44,37,2022-06-03T01:51:07Z,2017500,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M00.00S,2022-06-03T01:48:06.9Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612744,44,37,2022-06-03T01:48:08Z,2020000,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 203935]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,
205,PT08M00.00S,2022-06-03T01:48:06.9Z,2,REGULAR,steal,,[],203935,,,1610612738,44,37,2022-06-03T01:48:08Z,2030000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M46.00S,2022-06-03T01:48:20.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,83.919185282523,49.26470588235294,1610612738,44,37,2022-06-03T01:48:22Z,2040000,-4.0,99.0,1,right,MISS J. Tatum 9' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M45.00S,2022-06-03T01:48:21.0Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,44,37,2022-06-03T02:11:27Z,2050000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
208,PT07M36.00S,2022-06-03T01:48:30.8Z,2,REGULAR,3pt,Jump Shot,[],202691,23.73521681997372,8.088235294117647,1610612744,47,37,2022-06-03T01:48:33Z,2060000,210.0,171.0,1,left,K. Thompson 27' 3PT  (8 PTS) (J. Poole 1 AST),"[202691, 1629673]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.03,Made,,,,,8.0,J. Poole,1629673.0,1.0,,,,,,,,,,,
210,PT07M21.00S,2022-06-03T01:48:46.2Z,2,REGULAR,2pt,Jump Shot,[],1627759,77.52956636005256,45.955882352941174,1610612738,47,39,2022-06-03T01:49:19Z,2080000,-20.0,159.0,1,right,J. Brown 16' pullup Jump Shot (6 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.0,Made,,,,,6.0,,,,,,,,,,,,,,
211,PT07M11.00S,2022-06-03T01:48:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,9.937582128777924,42.40196078431372,1610612744,47,39,2022-06-03T01:50:03Z,2090000,38.0,41.0,1,left,MISS J. Poole driving Layup - blocked,"[1629673, 1629057]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,5.58,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
212,PT07M11.00S,2022-06-03T01:48:57.1Z,2,REGULAR,block,,[],1629057,,,1610612744,47,39,2022-06-03T01:49:03Z,2100000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M10.00S,2022-06-03T01:48:58.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,47,39,2022-06-03T01:52:02Z,2110000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,
214,PT07M10.00S,2022-06-03T01:49:06.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,47,39,2022-06-03T01:52:02Z,2120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M10.00S,2022-06-03T01:49:32.5Z,2,REGULAR,jumpball,recovered,[],201143,,,1610612738,47,39,2022-06-03T01:55:13Z,2130000,,,0,,Jump Ball R. Williams III vs. K. Looney: Tip to A. Horford,"[201143, 1629057, 1626172]",1610612738.0,BOS,heldball,A. Horford,201143.0,Horford,A. Horford,Williams III,1629057.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
220,PT06M59.00S,2022-06-03T01:49:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.5407358738502,50.73529411764706,1610612738,47,41,2022-06-03T01:54:27Z,2180000,4.0,27.0,1,right,R. Williams III cutting Layup (4 PTS) (J. Tatum 6 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.73,Made,,,,,4.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,
222,PT06M59.00S,2022-06-03T01:49:46.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,47,41,2022-06-03T01:49:46Z,2200000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M59.00S,2022-06-03T01:52:39.6Z,2,REGULAR,substitution,out,[],202691,,,1610612744,47,41,2022-06-03T01:53:07Z,2210000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M59.00S,2022-06-03T01:52:39.6Z,2,REGULAR,substitution,in,[],201939,,,1610612744,47,41,2022-06-03T01:53:07Z,2220000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M44.00S,2022-06-03T01:53:33.9Z,2,REGULAR,2pt,Jump Shot,[],203952,15.588042049934298,25.735294117647058,1610612744,47,41,2022-06-03T01:53:36Z,2230000,121.0,94.0,1,left,MISS A. Wiggins 15' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,15.35,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M41.00S,2022-06-03T01:53:36.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,47,41,2022-06-03T01:53:36Z,2240000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,227.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
229,PT06M19.00S,2022-06-03T01:53:59.2Z,2,REGULAR,2pt,Jump Shot,[],203935,76.34691195795007,19.630821078431374,1610612738,47,43,2022-06-03T01:54:09Z,2250000,-152.0,170.0,1,right,M. Smart 22' step back Jump Shot (8 PTS) (J. Tatum 7 AST),"[203935, 1628369]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,22.78,Made,,,,,8.0,J. Tatum,1628369.0,7.0,,,,,,,,,,,
231,PT06M06.00S,2022-06-03T01:54:11.7Z,2,REGULAR,turnover,lost ball,[],1626172,,,1610612744,47,43,2022-06-03T01:54:13Z,2270000,,,0,,K. Looney lost ball TURNOVER (2 TO),"[1626172, 203935]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,
232,PT06M06.00S,2022-06-03T01:54:11.7Z,2,REGULAR,steal,,[],203935,,,1610612738,47,43,2022-06-03T01:54:13Z,2280000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M01.00S,2022-06-03T01:54:16.6Z,2,REGULAR,turnover,lost ball,[],201143,,,1610612738,47,43,2022-06-03T01:54:18Z,2290000,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 203490]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,203490.0,
234,PT06M01.00S,2022-06-03T01:54:16.6Z,2,REGULAR,steal,,[],203490,,,1610612744,47,43,2022-06-03T02:12:12Z,2300000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M58.00S,2022-06-03T01:54:23.1Z,2,REGULAR,turnover,palming,[],1629673,,,1610612744,47,43,2022-06-03T01:54:26Z,2310000,,,0,,J. Poole palming TURNOVER (2 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,1830.0,,,,,,,2.0,,,
236,PT05M42.00S,2022-06-03T01:54:49.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,86.5473061760841,38.970588235294116,1610612738,47,43,2022-06-03T01:54:52Z,2320000,-55.0,74.0,1,right,MISS J. Tatum 9' turnaround bank Shot,[1628369],1610612738.0,BOS,turnaround bank,,,Tatum,J. Tatum,,,,,9.23,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M39.00S,2022-06-03T01:54:53.4Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,47,43,2022-06-03T01:54:53Z,2330000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,236.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
238,PT05M35.00S,2022-06-03T01:54:57.1Z,2,REGULAR,3pt,Jump Shot,[],203952,6.389618922470433,3.1862745098039214,1610612744,47,43,2022-06-03T01:55:00Z,2340000,234.0,8.0,1,left,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
239,PT05M33.00S,2022-06-03T01:54:59.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,47,43,2022-06-03T01:55:11Z,2350000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,238.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
240,PT05M26.00S,2022-06-03T01:55:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.46057818659659,56.86274509803921,1610612738,47,45,2022-06-03T01:55:08Z,2360000,34.0,18.0,1,right,J. Brown Layup (8 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.89,Made,,,,,8.0,M. Smart,203935.0,2.0,,,,,,,,,,,
242,PT05M12.00S,2022-06-03T01:55:20.0Z,2,REGULAR,3pt,Jump Shot,[],201939,28.465834428383708,79.90196078431373,1610612744,47,45,2022-06-03T01:55:23Z,2380000,-150.0,215.0,1,left,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
243,PT05M10.00S,2022-06-03T01:55:22.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,45,2022-06-03T01:55:42Z,2390000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
244,PT05M03.00S,2022-06-03T01:55:29.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,74.85216819973719,41.911764705882355,1610612738,47,47,2022-06-03T02:00:10Z,2400000,-40.0,184.0,1,right,J. Brown 18' pullup Jump Shot (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.83,Made,,,,,10.0,,,,,,,,,,,,,,
245,PT05M01.00S,2022-06-03T01:55:37.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,47,47,2022-06-03T01:55:37Z,2410000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M01.00S,2022-06-03T01:56:46.7Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,47,47,2022-06-03T01:57:27Z,2420000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M01.00S,2022-06-03T01:56:46.7Z,2,REGULAR,substitution,out,[],203490,,,1610612744,47,47,2022-06-03T01:57:27Z,2430000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M01.00S,2022-06-03T01:56:46.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612744,47,47,2022-06-03T01:57:27Z,2440000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M01.00S,2022-06-03T01:56:46.7Z,2,REGULAR,substitution,in,[],202691,,,1610612744,47,47,2022-06-03T01:57:27Z,2450000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M01.00S,2022-06-03T01:56:46.7Z,2,REGULAR,substitution,in,[],203110,,,1610612744,47,47,2022-06-03T01:57:27Z,2460000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M01.00S,2022-06-03T01:56:46.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612744,47,47,2022-06-03T01:57:27Z,2470000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M50.00S,2022-06-03T01:57:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,10.988830486202366,39.21568627450981,1610612744,47,47,2022-06-03T02:00:46Z,2480000,54.0,51.0,1,left,MISS D. Green 7' fadeaway Shot,[203110],1610612744.0,GSW,fadeaway,,,Green,D. Green,,,,,7.41,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M48.00S,2022-06-03T01:57:48.8Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,47,47,2022-06-03T01:58:01Z,2490000,,,0,,K. Looney REBOUND (Off:3 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,254.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
256,PT04M45.00S,2022-06-03T01:57:51.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203952,24.26084099868594,84.31372549019608,1610612744,47,47,2022-06-03T01:57:53Z,2500000,-172.0,176.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
257,PT04M42.00S,2022-06-03T01:57:54.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,47,47,2022-06-03T01:57:54Z,2510000,,,0,,K. Looney REBOUND (Off:4 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,256.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
258,PT04M42.00S,2022-06-03T01:57:54.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,49,47,2022-06-03T01:57:54Z,2520000,0.0,0.0,1,left,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
259,PT04M16.00S,2022-06-03T01:58:20.2Z,2,REGULAR,3pt,Jump Shot,[],203935,91.27792378449409,2.941176470588235,1610612738,49,47,2022-06-03T01:58:23Z,2530000,-235.0,29.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.71,Missed,,,,,,,,,,,,,,,,,,,
260,PT04M15.00S,2022-06-03T01:58:23.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,49,47,2022-06-03T01:58:23Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,
261,PT04M15.00S,2022-06-03T01:58:24.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,49,47,2022-06-03T01:58:25Z,2550000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,
262,PT04M03.00S,2022-06-03T01:58:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,8.754927726675426,39.705882352941174,1610612744,49,47,2022-06-03T02:01:56Z,2560000,51.0,30.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,5.95,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M01.00S,2022-06-03T01:58:53.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,49,47,2022-06-03T02:01:28Z,2570000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
264,PT03M55.00S,2022-06-03T01:58:58.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,87.07293035479631,56.61764705882353,1610612738,49,47,2022-06-03T02:02:38Z,2580000,33.0,69.0,1,right,MISS J. Brown 7' fadeaway Shot - blocked,"[1627759, 203952]",1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,7.65,Missed,,,,,,,,,,,,,,Wiggins,203952.0,,,,
265,PT03M55.00S,2022-06-03T01:58:58.8Z,2,REGULAR,block,,[],203952,,,1610612738,49,47,2022-06-03T01:59:02Z,2590000,,,0,,A. Wiggins BLOCK (2 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M53.00S,2022-06-03T01:59:00.8Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,49,47,2022-06-03T01:59:22Z,2600000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,264.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
267,PT03M49.00S,2022-06-03T01:59:08.8Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,49,47,2022-06-03T01:59:10Z,2610000,,,0,,J. Brown traveling TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,202058.0,,,,,,,1.0,,,
268,PT03M36.00S,2022-06-03T01:59:34.1Z,2,REGULAR,turnover,backcourt,[],203110,,,1610612744,49,47,2022-06-03T01:59:37Z,2620000,,,0,,D. Green backcourt TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,202058.0,,,,,,,1.0,,,
269,PT03M35.00S,2022-06-03T01:59:43.1Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,49,47,2022-06-03T01:59:47Z,2630000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M35.00S,2022-06-03T01:59:43.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,49,47,2022-06-03T01:59:47Z,2640000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M26.00S,2022-06-03T02:00:09.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,88.51839684625493,95.58823529411765,1610612738,49,47,2022-06-03T02:00:12Z,2650000,228.0,55.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
272,PT03M24.00S,2022-06-03T02:00:11.8Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,49,47,2022-06-03T02:00:25Z,2660000,,,0,,D. Green REBOUND (Off:1 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,271.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
273,PT03M07.00S,2022-06-03T02:00:28.4Z,2,REGULAR,turnover,lost ball,[],203952,,,1610612744,49,47,2022-06-03T02:00:30Z,2670000,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1627759]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,
274,PT03M07.00S,2022-06-03T02:00:28.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,49,47,2022-06-03T02:00:31Z,2680000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M56.00S,2022-06-03T02:00:39.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,87.72996057818659,61.76470588235294,1610612738,49,49,2022-06-03T02:00:41Z,2690000,59.0,63.0,1,right,M. Smart 8' driving Layup (10 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,8.6,Made,,,,,10.0,,,,,,,,,,,,,,
