actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
96,PT04M44.00S,2022-06-09T01:24:30.7Z,1,REGULAR,3pt,Jump Shot,[],203490,8.229303547963205,95.58823529411765,1610612744,22,9,2022-06-09T01:24:37Z,920000,-228.0,25.0,1,left,MISS O. Porter Jr. 3PT - blocked,"[203490, 201143]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,22.93,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
97,PT04M44.00S,2022-06-09T01:24:30.7Z,1,REGULAR,block,,[],201143,,,1610612744,22,9,2022-06-09T01:24:34Z,930000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M42.00S,2022-06-09T01:24:32.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,22,9,2022-06-09T01:24:37Z,940000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,
99,PT04M30.00S,2022-06-09T01:24:44.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,78.13731931668858,37.99019607843137,1610612738,22,9,2022-06-09T01:25:02Z,950000,-60.0,153.0,1,right,MISS J. Brown 16' pullup Shot - blocked,"[1627759, 203952]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.43,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0
100,PT04M30.00S,2022-06-09T01:24:44.7Z,1,REGULAR,block,,[],203952,,,1610612738,22,9,2022-06-09T01:24:46Z,960000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2022-06-09T01:24:45.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,22,9,2022-06-09T01:25:02Z,970000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,99.0,3.0,2.0,1.0,,,,,,,,,,
102,PT04M26.00S,2022-06-09T01:24:49.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628401,89.56964520367937,67.8921568627451,1610612738,24,9,2022-06-09T01:27:38Z,980000,89.0,46.0,1,right,D. White 10' driving floating Jump Shot (2 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,10.04,Made,2.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,
104,PT04M11.00S,2022-06-09T01:25:03.0Z,1,REGULAR,2pt,Layup,[],201939,15.850854139290407,30.637254901960787,1610612744,24,11,2022-06-09T01:28:15Z,1000000,97.0,96.0,1,left,S. Curry 13' driving Layup (5 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,13.67,Made,5.0,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2022-06-09T01:25:25.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,92.06636005256242,49.50980392156863,1610612738,26,11,2022-06-09T01:25:30Z,1010000,-2.0,22.0,1,right,A. Horford driving DUNK (7 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,2.22,Made,7.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
107,PT03M48.00S,2022-06-09T01:25:31.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,26,11,2022-06-09T01:25:31Z,1030000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M48.00S,2022-06-09T01:28:43.5Z,1,REGULAR,substitution,out,[],203952,,,1610612744,26,11,2022-06-09T01:29:02Z,1040000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M48.00S,2022-06-09T01:28:43.5Z,1,REGULAR,substitution,out,[],203110,,,1610612744,26,11,2022-06-09T01:29:02Z,1050000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M48.00S,2022-06-09T01:28:43.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,26,11,2022-06-09T01:29:02Z,1060000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M48.00S,2022-06-09T01:28:43.5Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,26,11,2022-06-09T01:29:02Z,1070000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M31.00S,2022-06-09T01:29:29.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,6.783837056504599,48.77450980392157,1610612744,26,13,2022-06-09T01:29:33Z,1080000,6.0,11.0,1,left,K. Looney cutting DUNK (4 PTS) (G. Payton II 1 AST),"[1626172, 1627780]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,1.28,Made,4.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,,,,
114,PT03M13.00S,2022-06-09T01:29:47.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,68.28186596583443,28.921568627450984,1610612738,26,13,2022-06-09T01:29:52Z,1100000,-105.0,246.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2022-06-09T01:29:49.7Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,26,13,2022-06-09T01:29:52Z,1110000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT03M05.00S,2022-06-09T01:29:56.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629673,27.283180026281208,35.78431372549019,1610612744,26,13,2022-06-09T01:30:09Z,1120000,71.0,204.0,1,left,MISS J. Poole 21' running pullup Shot,[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,21.6,Missed,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2022-06-09T01:29:58.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,26,13,2022-06-09T01:30:09Z,1130000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,116.0,3.0,3.0,0.0,,,,,,,,,,
118,PT02M55.00S,2022-06-09T01:30:07.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612738,26,13,2022-06-09T01:30:23Z,1140000,,,0,,J. Poole shooting personal FOUL (1 PF) (Smart 2 FT),"[1629673, 203935]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,2004.0,1.0,0.0,Smart,203935.0,,,,,
120,PT02M55.00S,2022-06-09T01:30:36.2Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,27,13,2022-06-09T01:30:36Z,1160000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2022-06-09T01:30:39.6Z,1,REGULAR,substitution,out,[],201143,,,1610612738,27,13,2022-06-09T01:30:42Z,1170000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-06-09T01:30:39.6Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,27,13,2022-06-09T01:30:42Z,1180000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2022-06-09T01:30:57.2Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,28,13,2022-06-09T01:30:57Z,1190000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
124,PT02M47.00S,2022-06-09T01:31:06.7Z,1,REGULAR,2pt,Jump Shot,[],201939,27.151773981603156,63.23529411764706,1610612744,28,15,2022-06-09T01:31:10Z,1200000,-66.0,203.0,1,left,S. Curry 21' pullup Jump Shot (7 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,21.32,Made,7.0,,,,,,,,,,,,,,,,,
125,PT02M36.00S,2022-06-09T01:31:17.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,92.9862023653088,50.49019607843137,1610612738,30,15,2022-06-09T01:31:22Z,1210000,2.0,13.0,1,right,J. Brown cutting DUNK (14 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.36,Made,14.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
127,PT02M18.00S,2022-06-09T01:31:34.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,7.703679369250986,46.32352941176471,1610612744,30,15,2022-06-09T01:32:12Z,1230000,18.0,20.0,1,left,MISS G. Payton II cutting DUNK,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2022-06-09T01:31:35.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,30,15,2022-06-09T01:31:42Z,1240000,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,127.0,2.0,0.0,2.0,,,,,,,,,,
129,PT02M16.00S,2022-06-09T01:31:39.5Z,1,REGULAR,turnover,out-of-bounds,[],203490,,,1610612744,30,15,2022-06-09T01:31:47Z,1250000,,,0,,O. Porter Jr. step out-of-bounds TURNOVER (1 TO),[203490],1610612744.0,GSW,step,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,1162.0,,,,,1.0,,,,
130,PT02M16.00S,2022-06-09T01:31:44.6Z,1,REGULAR,substitution,out,[],203935,,,1610612738,30,15,2022-06-09T01:31:50Z,1260000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M16.00S,2022-06-09T01:31:44.6Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,30,15,2022-06-09T01:31:50Z,1270000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2022-06-09T01:32:13.1Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,30,15,2022-06-09T01:32:41Z,1280000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 201939]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,Curry,201939.0,,
133,PT02M00.00S,2022-06-09T01:32:13.1Z,1,REGULAR,steal,,[],201939,,,1610612744,30,15,2022-06-09T01:32:14Z,1290000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M58.00S,2022-06-09T01:32:16.3Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612744,30,15,2022-06-09T01:32:31Z,1300000,,,0,,D. White shooting personal FOUL (1 PF) (Payton II 2 FT),"[1628401, 1627780]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,,,,2004.0,1.0,0.0,Payton II,1627780.0,,,,,
136,PT01M58.00S,2022-06-09T01:32:56.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627780,,,1610612744,30,16,2022-06-09T01:33:46Z,1320000,,,0,,G. Payton II Free Throw 1 of 2 (1 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
137,PT01M58.00S,2022-06-09T01:32:57.2Z,1,REGULAR,substitution,out,[],201939,,,1610612744,30,16,2022-06-09T01:33:04Z,1330000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M58.00S,2022-06-09T01:32:57.2Z,1,REGULAR,substitution,in,[],202691,,,1610612744,30,16,2022-06-09T01:33:04Z,1340000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M58.00S,2022-06-09T01:32:56.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1627780,,,1610612744,30,17,2022-06-09T01:33:46Z,1350000,,,0,,G. Payton II Free Throw 2 of 2 (2 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
140,PT01M46.00S,2022-06-09T01:33:30.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.54467805519053,71.07843137254902,1610612738,30,17,2022-06-09T01:33:42Z,1360000,105.0,243.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
141,PT01M42.00S,2022-06-09T01:33:34.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,30,17,2022-06-09T01:33:42Z,1370000,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,140.0,3.0,1.0,2.0,,,,,,,,,,
142,PT01M32.00S,2022-06-09T01:33:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,8.541392904073588,45.28952205882353,1610612744,30,17,2022-06-09T01:34:38Z,1380000,24.0,28.0,1,left,MISS K. Looney cutting Layup - blocked,"[1626172, 1628401]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,3.65,Missed,,,,,,,,,,,,,,,,,White,1628401.0
143,PT01M32.00S,2022-06-09T01:33:44.4Z,1,REGULAR,block,,[],1628401,,,1610612744,30,17,2022-06-09T01:34:06Z,1390000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M27.00S,2022-06-09T01:33:49.4Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,30,17,2022-06-09T01:34:06Z,1400000,,,0,,K. Looney REBOUND (Off:3 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,142.0,4.0,1.0,3.0,,,,,,,,,,
145,PT01M26.00S,2022-06-09T01:33:50.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,28.07161629434954,22.058823529411764,1610612744,30,20,2022-06-09T01:34:15Z,1410000,140.0,211.0,1,left,K. Thompson 25' 3PT  (3 PTS) (K. Looney 2 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.34,Made,3.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,
147,PT01M03.00S,2022-06-09T01:34:12.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.9388961892247,27.205882352941174,1610612738,33,20,2022-06-09T01:35:11Z,1430000,-114.0,239.0,1,right,J. Brown 26' 3PT pullup (17 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.52,Made,17.0,,,,,,,,,,,,,,,,,
148,PT00M49.90S,2022-06-09T01:34:27.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,6.521024967148489,43.872549019607845,1610612744,33,20,2022-06-09T01:35:45Z,1440000,31.0,9.0,1,left,MISS G. Payton II cutting DUNK - blocked,"[1627780, 1629057]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,3.18,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
149,PT00M49.90S,2022-06-09T01:34:27.1Z,1,REGULAR,block,,[],1629057,,,1610612744,33,20,2022-06-09T01:34:29Z,1450000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M47.00S,2022-06-09T01:34:30.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,33,20,2022-06-09T01:34:30Z,1460000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,148.0,4.0,3.0,1.0,,,,,,,,,,
151,PT00M35.50S,2022-06-09T01:34:41.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,90.75229960578186,95.83333333333334,1610612738,33,20,2022-06-09T01:34:52Z,1470000,229.0,34.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,
152,PT00M33.30S,2022-06-09T01:34:43.6Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,33,20,2022-06-09T01:34:52Z,1480000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,151.0,5.0,3.0,2.0,,,,,,,,,,
153,PT00M29.30S,2022-06-09T01:34:47.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,67.09921156373193,35.049019607843135,1610612738,33,20,2022-06-09T01:35:02Z,1490000,-75.0,257.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
154,PT00M26.10S,2022-06-09T01:34:50.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,33,20,2022-06-09T01:35:02Z,1500000,,,0,,K. Looney REBOUND (Off:3 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,153.0,5.0,2.0,3.0,,,,,,,,,,
155,PT00M06.30S,2022-06-09T01:35:13.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612744,33,20,2022-06-09T01:35:19Z,1510000,,,0,,D. White personal FOUL (2 PF) (Thompson 2 FT),"[1628401, 202691]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,2714.0,2.0,0.0,Thompson,202691.0,,,,,
157,PT00M06.30S,2022-06-09T01:35:41.1Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,33,21,2022-06-09T01:35:41Z,1530000,,,0,,K. Thompson Free Throw 1 of 2 (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
159,PT00M06.30S,2022-06-09T01:35:41.7Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,33,21,2022-06-09T01:35:55Z,1550000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M06.30S,2022-06-09T01:35:41.7Z,1,REGULAR,substitution,out,[],203490,,,1610612744,33,21,2022-06-09T01:35:55Z,1560000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M06.30S,2022-06-09T01:35:41.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612744,33,21,2022-06-09T01:35:55Z,1570000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M06.30S,2022-06-09T01:35:41.7Z,1,REGULAR,substitution,in,[],2738,,,1610612744,33,21,2022-06-09T01:35:55Z,1580000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M06.30S,2022-06-09T01:35:41.7Z,1,REGULAR,substitution,in,[],203110,,,1610612744,33,21,2022-06-09T01:35:55Z,1590000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M06.30S,2022-06-09T01:35:41.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612744,33,21,2022-06-09T01:36:03Z,1600000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M06.30S,2022-06-09T01:36:16.4Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,33,22,2022-06-09T01:36:16Z,1610000,,,0,,K. Thompson Free Throw 2 of 2 (5 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-06-09T01:36:28.3Z,1,REGULAR,2pt,Jump Shot,[],1630202,71.43561103810775,34.80392156862745,1610612738,33,22,2022-06-09T01:36:32Z,1620000,-76.0,216.0,1,right,MISS P. Pritchard 22' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2022-06-09T01:36:30.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,33,22,2022-06-09T01:36:30Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,
168,PT00M00.00S,2022-06-09T01:36:31.2Z,1,REGULAR,period,end,[],0,,,1610612738,33,22,2022-06-09T01:36:31Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,33,22,2022-06-09T01:40:17Z,1650000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612738,33,22,2022-06-09T01:40:17Z,1660000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612738,33,22,2022-06-09T01:40:17Z,1670000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,out,['startperiod'],2738,,,1610612738,33,22,2022-06-09T01:40:17Z,1680000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,33,22,2022-06-09T01:40:17Z,1690000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612738,33,22,2022-06-09T01:40:17Z,1700000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612738,33,22,2022-06-09T01:40:17Z,1710000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-06-09T01:39:44.2Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612738,33,22,2022-06-09T01:40:17Z,1720000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-06-09T01:40:20.6Z,2,REGULAR,period,start,[],0,,,1610612738,33,22,2022-06-09T01:40:20Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M37.00S,2022-06-09T01:40:42.2Z,2,REGULAR,2pt,Jump Shot,[],1629684,89.56964520367937,72.54901960784314,1610612738,35,22,2022-06-09T01:40:46Z,1740000,113.0,46.0,1,right,G. Williams 12' driving floating Jump Shot (2 PTS) (J. Tatum 1 AST),"[1629684, 1628369]",1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,12.15,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
180,PT11M20.00S,2022-06-09T01:40:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,19.136005256241788,41.42156862745098,1610612744,35,22,2022-06-09T01:41:11Z,1760000,43.0,127.0,1,left,MISS N. Bjelica 13' driving floating Shot - blocked,"[202357, 1629057]",1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,13.44,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
181,PT11M20.00S,2022-06-09T01:40:58.6Z,2,REGULAR,block,,[],1629057,,,1610612744,35,22,2022-06-09T01:41:03Z,1770000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M19.00S,2022-06-09T01:40:59.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,35,22,2022-06-09T01:41:11Z,1780000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,180.0,3.0,2.0,1.0,,,,,,,,,,
183,PT11M07.00S,2022-06-09T01:41:15.2Z,2,REGULAR,foul,personal,[],203110,,,1610612738,35,22,2022-06-09T01:41:22Z,1790000,,,0,,D. Green personal FOUL (1 PF),"[203110, 1629684]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,2004.0,1.0,0.0,Williams,1629684.0,,,,,
185,PT11M01.00S,2022-06-09T01:41:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.99014454664915,25.98039215686275,1610612738,35,22,2022-06-09T01:42:53Z,1810000,-120.0,230.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
