actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
363,PT07M40.00S,2022-05-18T02:12:59.4Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,67,63,2022-05-18T02:14:10Z,3505000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M40.00S,2022-05-18T02:12:59.4Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,67,63,2022-05-18T02:14:10Z,3507500,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT07M40.00S,2022-05-18T02:12:55.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,67,64,2022-05-18T02:12:55Z,3510000,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
360,PT07M19.00S,2022-05-18T02:13:22.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612748,67,64,2022-05-18T02:13:38Z,3520000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Butler 2 FT),"[1630202, 202710]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1146.0,2.0,0.0,Butler,202710.0,,,,,,
362,PT07M19.00S,2022-05-18T02:13:53.6Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,68,64,2022-05-18T02:13:53Z,3540000,,,0,,J. Butler Free Throw 1 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
365,PT07M19.00S,2022-05-18T02:13:53.6Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,68,64,2022-05-18T02:14:23Z,3550000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
366,PT07M18.00S,2022-05-18T02:13:54.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,68,64,2022-05-18T02:14:23Z,3560000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,365.0,,,,,,,,,,,,,,
367,PT07M18.00S,2022-05-18T02:14:22.1Z,3,REGULAR,foul,personal,[],1629622,,,1610612738,68,64,2022-05-18T02:14:29Z,3570000,,,0,,M. Strus loose ball personal FOUL (3 PF),"[1629622, 1629057]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,,,,,,,,,,,2530.0,3.0,0.0,Williams III,1629057.0,,,,,,
369,PT06M56.00S,2022-05-18T02:14:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,95.74572930354796,51.9607843137255,1610612738,68,64,2022-05-18T02:15:28Z,3590000,10.0,-13.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1628389]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.59,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,,,
370,PT06M56.00S,2022-05-18T02:14:51.4Z,3,REGULAR,block,,[],1628389,,,1610612738,68,64,2022-05-18T02:14:54Z,3600000,,,0,,B. Adebayo BLOCK (3 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M51.00S,2022-05-18T02:14:56.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,68,64,2022-05-18T02:15:28Z,3610000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,
371,PT06M51.00S,2022-05-18T02:15:27.1Z,3,REGULAR,jumpball,recovered,[],202710,,,1610612748,68,64,2022-05-18T02:15:27Z,3620000,,,0,,Jump Ball B. Adebayo vs. R. Williams III: Tip to J. Butler,"[202710, 1628389, 1629057]",1610612748.0,MIA,lodgedball,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
375,PT06M40.00S,2022-05-18T02:15:38.2Z,3,REGULAR,2pt,Jump Shot,[],202710,20.581471747700395,32.35294117647059,1610612748,70,64,2022-05-18T02:15:42Z,3650000,88.0,141.0,1,left,J. Butler 16' fadeaway Jump Shot (21 PTS),[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,16.63,Made,21.0,,,,,,,,,,,,,,,,,,
376,PT06M20.00S,2022-05-18T02:15:58.5Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,70,64,2022-05-18T02:16:04Z,3660000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1629622]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,3.0,Strus,1629622.0,
377,PT06M20.00S,2022-05-18T02:15:58.5Z,3,REGULAR,steal,,[],1629622,,,1610612748,70,64,2022-05-18T02:16:01Z,3670000,,,0,,M. Strus STEAL (2 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M16.00S,2022-05-18T02:16:03.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629622,6.521024967148489,51.71568627450981,1610612748,72,64,2022-05-18T02:16:11Z,3680000,-9.0,9.0,1,left,M. Strus running DUNK (5 PTS),[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,1.23,Made,5.0,,,,,,,,,,,,,,,,,,
379,PT06M16.00S,2022-05-18T02:16:12.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,72,64,2022-05-18T02:16:12Z,3690000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M16.00S,2022-05-18T02:16:22.7Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,72,64,2022-05-18T02:19:55Z,3700000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M16.00S,2022-05-18T02:16:22.7Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,72,64,2022-05-18T02:19:55Z,3710000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M01.00S,2022-05-18T02:20:12.8Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,72,64,2022-05-18T02:20:21Z,3720000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,4.0,Butler,202710.0,
383,PT06M01.00S,2022-05-18T02:20:12.8Z,3,REGULAR,steal,,[],202710,,,1610612748,72,64,2022-05-18T02:20:19Z,3730000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M53.00S,2022-05-18T02:20:20.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,8.886333771353483,52.20588235294118,1610612748,74,64,2022-05-18T02:20:25Z,3740000,-11.0,31.0,1,left,J. Butler turnaround Jump Shot (23 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,3.29,Made,23.0,,,,,,,,,,,,,,,,,,
385,PT05M47.00S,2022-05-18T02:20:27.4Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,74,64,2022-05-18T02:20:32Z,3750000,,,0,,J. Tatum bad pass TURNOVER (5 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,5.0,Butler,202710.0,
386,PT05M47.00S,2022-05-18T02:20:27.4Z,3,REGULAR,steal,,[],202710,,,1610612748,74,64,2022-05-18T02:20:29Z,3760000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M42.00S,2022-05-18T02:20:31.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,6.521024967148489,54.65686274509803,1610612748,76,64,2022-05-18T02:20:37Z,3770000,-23.0,9.0,1,left,J. Butler running DUNK (25 PTS),[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,2.49,Made,25.0,,,,,,,,,,,,,,,,,,
388,PT05M21.00S,2022-05-18T02:20:53.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,94.95729303547962,97.30392156862744,1610612738,76,64,2022-05-18T02:20:59Z,3780000,237.0,-5.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
389,PT05M21.00S,2022-05-18T02:20:53.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,76,64,2022-05-18T02:20:59Z,3790000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,
390,PT05M21.00S,2022-05-18T02:21:08.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,76,64,2022-05-18T02:21:24Z,3800000,,,0,,P. Tucker loose ball personal FOUL (2 PF) (Williams III 2 FT),"[200782, 1629057]",1610612748.0,MIA,loose ball,,,Tucker,P. Tucker,,,,,,,,,,,,,,,1146.0,2.0,0.0,Williams III,1629057.0,,,,,,
392,PT05M21.00S,2022-05-18T02:21:29.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,76,65,2022-05-18T02:21:29Z,3820000,,,0,,R. Williams III Free Throw 1 of 2 (13 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
393,PT05M21.00S,2022-05-18T02:21:51.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,76,66,2022-05-18T02:21:51Z,3830000,,,0,,R. Williams III Free Throw 2 of 2 (14 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
394,PT05M05.00S,2022-05-18T02:22:10.9Z,3,REGULAR,2pt,Jump Shot,[],202710,23.209592641261498,29.65686274509804,1610612748,76,66,2022-05-18T02:22:14Z,3840000,102.0,166.0,1,left,MISS J. Butler 19' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,19.44,Missed,,,,,,,,,,,,,,,,,,,
395,PT05M01.00S,2022-05-18T02:22:14.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,76,66,2022-05-18T02:22:14Z,3850000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,394.0,7.0,5.0,2.0,,,,,,,,,,,
396,PT04M53.00S,2022-05-18T02:22:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,94.30026281208936,53.18627450980392,1610612738,76,68,2022-05-18T02:24:38Z,3860000,16.0,1.0,1,right,R. Williams III reverse Layup (16 PTS) (D. White 4 AST),"[1629057, 1628401]",1610612738.0,BOS,reverse,,,Williams III,R. Williams III,,,,,1.59,Made,16.0,D. White,1628401.0,4.0,,,,,,,,,,,,,,,
398,PT04M53.00S,2022-05-18T02:22:29.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628389,,,1610612738,76,68,2022-05-18T02:22:40Z,3880000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Williams III 1 FT),"[1628389, 1629057]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2534.0,2.0,0.0,Williams III,1629057.0,,,,,,
400,PT04M53.00S,2022-05-18T02:22:50.6Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612738,76,68,2022-05-18T02:23:24Z,3900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M53.00S,2022-05-18T02:23:06.6Z,3,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,76,69,2022-05-18T02:23:06Z,3910000,,,0,,R. Williams III Free Throw 1 of 1 (17 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
402,PT04M43.00S,2022-05-18T02:23:22.0Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,76,69,2022-05-18T02:23:42Z,3920000,,,0,,B. Adebayo bad pass TURNOVER (2 TO),"[1628389, 1628369]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,
403,PT04M43.00S,2022-05-18T02:23:22.0Z,3,REGULAR,steal,,[],1628369,,,1610612738,76,69,2022-05-18T02:23:24Z,3930000,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M41.00S,2022-05-18T02:23:30.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612738,76,69,2022-05-18T02:25:34Z,3940000,,,0,,G. Vincent take personal FOUL (3 PF) (Tatum 2 FT),"[1629216, 1628369]",1610612748.0,MIA,take,,,Vincent,G. Vincent,,,,,,,,,,,,,,,2530.0,3.0,0.0,Tatum,1628369.0,,,,,,
406,PT04M41.00S,2022-05-18T02:23:53.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,76,70,2022-05-18T02:23:53Z,3960000,,,0,,J. Tatum Free Throw 1 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
407,PT04M41.00S,2022-05-18T02:23:54.0Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,76,70,2022-05-18T02:24:05Z,3970000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M41.00S,2022-05-18T02:23:54.0Z,3,REGULAR,substitution,out,[],1629622,,,1610612738,76,70,2022-05-18T02:24:05Z,3980000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M41.00S,2022-05-18T02:23:54.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,76,70,2022-05-18T02:24:05Z,3990000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M41.00S,2022-05-18T02:23:54.0Z,3,REGULAR,substitution,in,[],203473,,,1610612738,76,70,2022-05-18T02:24:05Z,4000000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M41.00S,2022-05-18T02:23:54.0Z,3,REGULAR,substitution,in,[],1629639,,,1610612738,76,70,2022-05-18T02:24:05Z,4010000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M41.00S,2022-05-18T02:23:54.0Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,76,70,2022-05-18T02:24:05Z,4020000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M41.00S,2022-05-18T02:24:21.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,76,71,2022-05-18T02:24:21Z,4030000,,,0,,J. Tatum Free Throw 2 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
414,PT04M16.00S,2022-05-18T02:24:45.1Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,76,71,2022-05-18T02:24:56Z,4040000,,,0,,T. Herro lost ball TURNOVER (3 TO),"[1629639, 1627759]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,3.0,Brown,1627759.0,
415,PT04M16.00S,2022-05-18T02:24:45.1Z,3,REGULAR,steal,,[],1627759,,,1610612738,76,71,2022-05-18T02:24:47Z,4050000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M09.00S,2022-05-18T02:24:52.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,70.25295663600527,69.6078431372549,1610612738,76,71,2022-05-18T02:28:56Z,4060000,98.0,227.0,1,right,MISS J. Brown 24' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
417,PT04M06.00S,2022-05-18T02:24:55.3Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,76,71,2022-05-18T02:25:06Z,4070000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,416.0,2.0,1.0,1.0,,,,,,,,,,,
418,PT04M06.00S,2022-05-18T02:24:56.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628464,92.72339027595268,51.71568627450981,1610612738,76,73,2022-05-18T02:25:04Z,4080000,9.0,16.0,1,right,D. Theis putback Layup (6 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.81,Made,6.0,,,,,,,,,,,,,,,,,,
419,PT03M50.00S,2022-05-18T02:25:16.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,76,73,2022-05-18T02:25:34Z,4090000,,,0,,D. White shooting personal FOUL (2 PF) (Butler 2 FT),"[1628401, 202710]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,,,,2530.0,2.0,0.0,Butler,202710.0,,,,,,
421,PT03M50.00S,2022-05-18T02:25:46.5Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,77,73,2022-05-18T02:25:46Z,4110000,,,0,,J. Butler Free Throw 1 of 2 (26 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
422,PT03M50.00S,2022-05-18T02:26:16.1Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,78,73,2022-05-18T02:26:16Z,4120000,,,0,,J. Butler Free Throw 2 of 2 (27 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
423,PT03M35.00S,2022-05-18T02:26:34.6Z,3,REGULAR,turnover,traveling,[],1627759,,,1610612738,78,73,2022-05-18T02:26:42Z,4130000,,,0,,J. Brown traveling TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1146.0,,,,,,,1.0,,,
424,PT03M23.00S,2022-05-18T02:26:57.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203473,6.389618922470433,2.696078431372549,1610612748,78,73,2022-05-18T02:27:04Z,4140000,237.0,8.0,1,left,MISS D. Dedmon 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
425,PT03M20.00S,2022-05-18T02:27:00.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,78,73,2022-05-18T02:27:04Z,4150000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,424.0,6.0,6.0,0.0,,,,,,,,,,,
426,PT03M18.00S,2022-05-18T02:27:07.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612738,78,73,2022-05-18T02:27:15Z,4160000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Tatum 2 FT),"[203473, 1628369]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,2530.0,1.0,0.0,Tatum,1628369.0,,,,,,
428,PT03M18.00S,2022-05-18T02:27:30.1Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,78,74,2022-05-18T02:27:30Z,4180000,,,0,,J. Tatum Free Throw 1 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
429,PT03M18.00S,2022-05-18T02:27:30.1Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,78,74,2022-05-18T02:27:57Z,4190000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
430,PT03M15.00S,2022-05-18T02:27:33.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,78,74,2022-05-18T02:27:57Z,4200000,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,429.0,5.0,4.0,1.0,,,,,,,,,,,
431,PT03M10.00S,2022-05-18T02:27:57.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612748,78,74,2022-05-18T02:28:07Z,4210000,,,0,,D. Theis shooting personal FOUL (1 PF) (Vincent 2 FT),"[1628464, 1629216]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,2530.0,1.0,0.0,Vincent,1629216.0,,,,,,
433,PT03M10.00S,2022-05-18T02:28:24.4Z,3,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,79,74,2022-05-18T02:28:24Z,4230000,,,0,,G. Vincent Free Throw 1 of 2 (9 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
434,PT03M10.00S,2022-05-18T02:28:39.0Z,3,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,80,74,2022-05-18T02:28:39Z,4240000,,,0,,G. Vincent Free Throw 2 of 2 (10 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
435,PT03M10.00S,2022-05-18T02:28:51.7Z,3,REGULAR,stoppage,other,[],0,,,1610612738,80,74,2022-05-18T02:28:51Z,4250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M00.00S,2022-05-18T02:29:05.3Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,80,74,2022-05-18T02:29:21Z,4260000,,,0,,J. Brown bad pass TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,2.0,,,
438,PT02M59.00S,2022-05-18T02:29:19.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,80,74,2022-05-18T02:42:42Z,4280000,,,0,,G. Williams loose ball personal FOUL (4 PF) (Tucker 2 FT),"[1629684, 200782]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,2530.0,4.0,0.0,Tucker,200782.0,,,,,,
440,PT02M59.00S,2022-05-18T02:29:58.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],200782,,,1610612748,80,74,2022-05-18T02:29:58Z,4300000,,,0,,MISS P. Tucker Free Throw 1 of 2,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
441,PT02M59.00S,2022-05-18T02:29:58.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,80,74,2022-05-18T02:29:58Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,
442,PT02M59.00S,2022-05-18T02:30:00.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612748,80,74,2022-05-18T02:30:07Z,4320000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M59.00S,2022-05-18T02:30:00.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612748,80,74,2022-05-18T02:30:07Z,4330000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M59.00S,2022-05-18T02:29:58.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],200782,,,1610612748,80,74,2022-05-18T02:30:20Z,4340000,,,0,,MISS P. Tucker Free Throw 2 of 2,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
445,PT02M55.00S,2022-05-18T02:30:02.7Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,80,74,2022-05-18T02:30:20Z,4350000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,444.0,1.0,0.0,1.0,,,,,,,,,,,
446,PT02M44.00S,2022-05-18T02:30:30.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203473,6.521024967148489,50.98039215686274,1610612748,82,74,2022-05-18T02:33:09Z,4360000,-5.0,9.0,1,left,D. Dedmon fadeaway Jump Shot (4 PTS) (G. Vincent 2 AST),"[203473, 1629216]",1610612748.0,MIA,fadeaway,,,Dedmon,D. Dedmon,,,,,1.01,Made,4.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,,,,
448,PT02M29.00S,2022-05-18T02:30:51.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,82,74,2022-05-18T02:31:03Z,4380000,,,0,,P. Tucker shooting personal FOUL (3 PF) (Tatum 2 FT),"[200782, 1628369]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,2534.0,3.0,0.0,Tatum,1628369.0,,,,,,
450,PT02M29.00S,2022-05-18T02:31:26.5Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612738,82,74,2022-05-18T02:31:26Z,4400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
