actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
279,PT03M05.00S,2022-05-28T01:39:03.9Z,2,REGULAR,substitution,in,[],1629216,,,1610612738,40,40,2022-05-28T01:39:14Z,2730000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M05.00S,2022-05-28T01:39:22.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,41,40,2022-05-28T01:39:22Z,2740000,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,,13.0,,,,,,,,,,
281,PT02M55.00S,2022-05-28T01:39:40.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,41,40,2022-05-28T01:41:45Z,2750000,,,0,,D. White personal FOUL (1 PF) (Lowry 2 FT),"[1628401, 200768]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,2715.0,,,,,1.0,0.0,Lowry,200768.0,,,
283,PT02M55.00S,2022-05-28T01:39:50.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,41,40,2022-05-28T01:39:50Z,2770000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M55.00S,2022-05-28T01:43:47.2Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,41,41,2022-05-28T01:43:47Z,2780000,,,0,,K. Lowry Free Throw 1 of 2 (9 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,Made,,,,,,9.0,,,,,,,,,,
285,PT02M55.00S,2022-05-28T01:43:59.3Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,41,42,2022-05-28T01:43:59Z,2790000,,,0,,K. Lowry Free Throw 2 of 2 (10 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,Made,,,,,,10.0,,,,,,,,,,
286,PT02M41.00S,2022-05-28T01:44:17.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,68.01905387647832,25.735294117647058,1610612738,41,42,2022-05-28T01:44:23Z,2800000,-121.0,248.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,27.62,Missed,,,,,,,,,,,,,,,,
287,PT02M39.00S,2022-05-28T01:44:19.0Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,41,42,2022-05-28T01:44:23Z,2810000,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,286.0,7.0,5.0,2.0,,,,,,,,,,,,
288,PT02M21.00S,2022-05-28T01:44:37.8Z,2,REGULAR,3pt,Jump Shot,[],200768,31.09395532194481,70.58823529411765,1610612748,41,42,2022-05-28T01:44:43Z,2820000,-103.0,240.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,
289,PT02M19.00S,2022-05-28T01:44:39.8Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,41,42,2022-05-28T01:52:37Z,2830000,,,0,,C. Martin REBOUND (Off:2 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,288.0,3.0,1.0,2.0,,,,,,,,,,,,
329,PT02M17.00S,2022-05-28T01:44:42.4Z,2,REGULAR,turnover,bad pass,[],1628997,,,1610612748,41,42,2022-05-28T01:52:56Z,2835000,,,0,,C. Martin bad pass TURNOVER (3 TO),"[1628997, 1628369]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,3.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
330,PT02M17.00S,2022-05-28T01:44:42.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,41,42,2022-05-28T01:52:27Z,2837500,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M11.00S,2022-05-28T01:44:47.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,91.93495400788436,48.77450980392157,1610612738,41,42,2022-05-28T01:52:27Z,2840000,-6.0,23.0,1,right,MISS J. Brown driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,2.41,Missed,,,,,,,,,,,,,,,,
291,PT02M09.00S,2022-05-28T01:44:49.1Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,41,42,2022-05-28T01:45:27Z,2850000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,290.0,3.0,2.0,1.0,,,,,,,,,,,,
292,PT02M09.00S,2022-05-28T01:44:50.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627759,94.40999984741211,50.0,1610612738,43,42,2022-05-28T01:52:27Z,2860000,0.0,0.0,1,right,J. Brown tip Layup (15 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,,,,0.0,Made,,,,,,15.0,,,,,,,,,,
293,PT01M57.00S,2022-05-28T01:45:00.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,10.726018396846255,39.46078431372549,1610612748,43,42,2022-05-28T01:48:08Z,2870000,53.0,48.0,1,left,MISS J. Butler 7' floating Shot,[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,,,,7.15,Missed,,,,,,,,,,,,,,,,
294,PT01M55.00S,2022-05-28T01:45:02.9Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,43,42,2022-05-28T01:45:09Z,2880000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,293.0,2.0,1.0,1.0,,,,,,,,,,,,
295,PT01M52.00S,2022-05-28T01:45:11.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,91.59001314060447,55.43811274509803,1610612738,45,42,2022-05-28T01:45:55Z,2890000,27.0,27.0,1,right,J. Brown running Layup (17 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,3.8,Made,,,,,,17.0,M. Smart,203935.0,2.0,,,,,,,
296,PT01M52.00S,2022-05-28T01:45:15.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628997,,,1610612738,45,42,2022-05-28T01:45:23Z,2900000,,,0,,C. Martin shooting personal FOUL (3 PF) (Brown 1 FT),"[1628997, 1627759]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,2004.0,,,,,3.0,0.0,Brown,1627759.0,,,
298,PT01M52.00S,2022-05-28T01:45:40.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612738,45,42,2022-05-28T01:45:45Z,2920000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M52.00S,2022-05-28T01:45:40.8Z,2,REGULAR,substitution,in,[],203506,,,1610612738,45,42,2022-05-28T01:45:45Z,2930000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M52.00S,2022-05-28T01:46:04.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,46,42,2022-05-28T01:46:04Z,2940000,,,0,,J. Brown Free Throw 1 of 1 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,,18.0,,,,,,,,,,
302,PT01M38.00S,2022-05-28T01:46:24.0Z,2,REGULAR,violation,kicked ball,[],1629057,,,1610612748,46,42,2022-05-28T01:46:43Z,2950000,,,0,,R. Williams III kicked ball VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,2715.0,,,,,,,,,,,
303,PT01M27.00S,2022-05-28T01:46:45.1Z,2,REGULAR,3pt,Jump Shot,[],203506,23.866622864651774,8.57843137254902,1610612748,46,42,2022-05-28T01:46:51Z,2960000,207.0,172.0,1,left,MISS V. Oladipo 26' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,26.91,Missed,,,,,,,,,,,,,,,,
304,PT01M25.00S,2022-05-28T01:46:47.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,46,42,2022-05-28T01:57:57Z,2970000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,303.0,2.0,2.0,0.0,,,,,,,,,,,,
305,PT01M14.00S,2022-05-28T01:46:58.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,73.01248357424441,16.42156862745098,1610612738,46,42,2022-05-28T01:49:57Z,2980000,-168.0,201.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,26.21,Missed,,,,,,,,,,,,,,,,
306,PT01M12.00S,2022-05-28T01:47:00.9Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,46,42,2022-05-28T01:47:05Z,2990000,,,0,,J. Butler REBOUND (Off:2 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,305.0,8.0,6.0,2.0,,,,,,,,,,,,
307,PT01M03.00S,2022-05-28T01:47:09.6Z,2,REGULAR,2pt,Jump Shot,[],200768,22.683968462549277,68.38235294117648,1610612748,46,42,2022-05-28T01:50:29Z,3000000,-92.0,161.0,1,left,MISS K. Lowry 18' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,18.51,Missed,,,,,,,,,,,,,,,,
308,PT01M02.00S,2022-05-28T01:47:10.6Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,46,42,2022-05-28T01:47:19Z,3010000,,,0,,B. Adebayo REBOUND (Off:3 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,307.0,7.0,4.0,3.0,,,,,,,,,,,,
309,PT01M00.00S,2022-05-28T01:47:14.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,5.590000152587891,50.0,1610612748,46,44,2022-05-28T01:47:28Z,3020000,0.0,0.0,1,left,B. Adebayo tip Layup (2 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,,,,0.0,Made,,,,,,2.0,,,,,,,,,,
310,PT00M47.20S,2022-05-28T01:47:30.7Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,46,44,2022-05-28T01:47:33Z,3030000,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 203506]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1.0,Oladipo,203506.0,,,,,,,,,,,,,,,,,,
311,PT00M47.20S,2022-05-28T01:47:30.7Z,2,REGULAR,steal,,[],203506,,,1610612748,46,44,2022-05-28T01:47:32Z,3040000,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M43.20S,2022-05-28T01:47:35.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,7.440867279894875,48.77450980392157,1610612748,46,46,2022-05-28T01:47:41Z,3050000,6.0,17.0,1,left,B. Adebayo running DUNK (4 PTS) (J. Butler 6 AST),"[1628389, 202710]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,,1.84,Made,,,,,,4.0,J. Butler,202710.0,6.0,,,,,,,
314,PT00M33.30S,2022-05-28T01:47:52.6Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,46,46,2022-05-28T01:47:55Z,3070000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1629216]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,,
315,PT00M33.30S,2022-05-28T01:47:52.6Z,2,REGULAR,steal,,[],1629216,,,1610612748,46,46,2022-05-28T01:47:54Z,3080000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M29.00S,2022-05-28T01:47:57.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,6.521024967148489,39.950980392156865,1610612748,46,46,2022-05-28T01:48:49Z,3090000,50.0,9.0,1,left,MISS J. Butler running Layup - blocked,"[202710, 1628401]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,,5.1,Missed,,,,,,,,,,,,,,White,1628401.0,
317,PT00M29.00S,2022-05-28T01:47:57.9Z,2,REGULAR,block,,[],1628401,,,1610612748,46,46,2022-05-28T01:48:02Z,3100000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M28.00S,2022-05-28T01:47:58.9Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,46,46,2022-05-28T01:48:20Z,3110000,,,0,,J. Butler REBOUND (Off:3 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,316.0,9.0,6.0,3.0,,,,,,,,,,,,
319,PT00M27.90S,2022-05-28T01:48:06.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612748,46,46,2022-05-28T01:53:41Z,3120000,,,0,,J. Brown personal FOUL (1 PF) (Butler 2 FT),"[1627759, 202710]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,2715.0,,,,,1.0,0.0,Butler,202710.0,,,
321,PT00M27.90S,2022-05-28T01:48:35.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",202710,,,1610612748,46,47,2022-05-28T01:48:35Z,3140000,,,0,,J. Butler Free Throw 1 of 2 (20 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,20.0,,,,,,,,,,
322,PT00M27.90S,2022-05-28T01:48:52.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",202710,,,1610612748,46,48,2022-05-28T01:48:52Z,3150000,,,0,,J. Butler Free Throw 2 of 2 (21 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,21.0,,,,,,,,,,
323,PT00M05.20S,2022-05-28T01:49:26.1Z,2,REGULAR,2pt,Jump Shot,[],203935,77.5500985545335,17.17984068627451,1610612738,46,48,2022-05-28T01:56:56Z,3160000,-164.0,159.0,1,right,MISS M. Smart 22' step back Shot,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,,,,22.81,Missed,,,,,,,,,,,,,,,,
324,PT00M03.90S,2022-05-28T01:49:27.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,48,2022-05-28T01:49:41Z,3170000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,
325,PT00M03.90S,2022-05-28T01:49:31.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,46,48,2022-05-28T01:49:46Z,3180000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M00.00S,2022-05-28T01:49:55.0Z,2,REGULAR,period,end,[],0,,,1610612748,46,48,2022-05-28T01:49:55Z,3210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612748,46,48,2022-05-28T02:05:15Z,3220000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612748,46,48,2022-05-28T02:05:15Z,3230000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,46,48,2022-05-28T02:05:15Z,3240000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,out,['startperiod'],203506,,,1610612748,46,48,2022-05-28T02:05:15Z,3250000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612748,46,48,2022-05-28T02:05:15Z,3260000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612748,46,48,2022-05-28T02:05:15Z,3270000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,46,48,2022-05-28T02:05:15Z,3280000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-05-28T02:04:43.5Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612748,46,48,2022-05-28T02:05:15Z,3290000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-05-28T02:05:25.9Z,3,REGULAR,period,start,[],0,,,1610612748,46,48,2022-05-28T02:05:25Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M49.00S,2022-05-28T02:05:42.9Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,46,48,2022-05-28T02:05:52Z,3310000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,2715.0,,,,,2.0,0.0,Tucker,200782.0,,,
342,PT11M38.00S,2022-05-28T02:06:07.2Z,3,REGULAR,3pt,Jump Shot,[],202710,74.32654402102497,10.294117647058822,1610612748,46,48,2022-05-28T02:06:11Z,3330000,-199.0,189.0,1,right,MISS J. Butler 27' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,27.39,Missed,,,,,,,,,,,,,,,,
343,PT11M36.00S,2022-05-28T02:06:09.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,48,2022-05-28T02:06:11Z,3340000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,,,
344,PT11M17.00S,2022-05-28T02:06:30.6Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,46,48,2022-05-28T02:06:38Z,3350000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,2.0,,,,,,,,,2004.0,,,,,,,,,,,
345,PT11M02.00S,2022-05-28T02:06:49.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,74.72076215505913,12.009803921568627,1610612748,46,48,2022-05-28T02:06:55Z,3360000,-190.0,185.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,26.53,Missed,,,,,,,,,,,,,,,,
346,PT11M00.00S,2022-05-28T02:06:51.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,46,48,2022-05-28T02:06:55Z,3370000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,345.0,3.0,2.0,1.0,,,,,,,,,,,,
350,PT10M56.00S,2022-05-28T02:07:22.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,7.30946123521682,56.372549019607845,1610612738,46,48,2022-05-28T02:09:15Z,3410000,-32.0,16.0,1,left,MISS J. Brown running Shot - blocked,"[1627759, 202710]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,3.58,Missed,,,,,,,,,,,,,,Butler,202710.0,
351,PT10M56.00S,2022-05-28T02:07:22.0Z,3,REGULAR,block,,[],202710,,,1610612738,46,48,2022-05-28T02:07:24Z,3420000,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT10M56.00S,2022-05-28T02:07:22.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,48,2022-05-28T02:08:13Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,
352,PT10M56.00S,2022-05-28T02:07:32.9Z,3,REGULAR,jumpball,recovered,[],1628369,,,1610612738,46,48,2022-05-28T02:08:48Z,3440000,,,0,,Jump Ball J. Brown vs. J. Butler: Tip to J. Tatum,"[1628369, 1627759, 202710]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Butler,202710.0,,,,,,,,,,,,,,,,,,,,,
356,PT10M54.00S,2022-05-28T02:07:35.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,27.94021024967148,19.852941176470587,1610612738,49,48,2022-05-28T02:08:38Z,3470000,151.0,210.0,1,left,J. Tatum 25' 3PT  (21 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.86,Made,,,,,,21.0,J. Brown,1627759.0,2.0,,,,,,,
358,PT10M37.00S,2022-05-28T02:07:46.0Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,49,48,2022-05-28T02:07:54Z,3490000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,2004.0,,,,,3.0,0.0,Tucker,200782.0,,,
360,PT10M24.00S,2022-05-28T02:08:22.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,49,48,2022-05-28T02:08:23Z,3510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M22.00S,2022-05-28T02:08:37.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,65.65374507227332,44.6078431372549,1610612748,49,51,2022-05-28T02:08:44Z,3520000,-27.0,270.0,1,right,M. Strus 27' 3PT  (5 PTS) (K. Lowry 3 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.17,Made,,,,,,5.0,K. Lowry,200768.0,3.0,,,,,,,
362,PT10M04.00S,2022-05-28T02:08:55.3Z,3,REGULAR,3pt,Jump Shot,[],201143,15.719448094612352,2.696078431372549,1610612738,49,51,2022-05-28T02:09:03Z,3530000,237.0,95.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,25.5,Missed,,,,,,,,,,,,,,,,
363,PT10M03.00S,2022-05-28T02:08:56.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,49,51,2022-05-28T02:09:03Z,3540000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,
364,PT10M03.00S,2022-05-28T02:09:04.0Z,3,REGULAR,foul,personal,[],1629684,,,1610612748,49,51,2022-05-28T02:09:24Z,3550000,,,0,,G. Williams loose ball personal FOUL (4 PF),"[1629684, 200768]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,2534.0,,,,,4.0,0.0,Lowry,200768.0,,,
395,PT10M03.00S,2022-05-28T02:09:23.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612748,49,51,2022-05-28T02:14:09Z,3565000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT10M03.00S,2022-05-28T02:09:23.1Z,3,REGULAR,substitution,in,[],1629057,,,1610612748,49,51,2022-05-28T02:14:09Z,3567500,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT09M39.00S,2022-05-28T02:09:42.2Z,3,REGULAR,3pt,Jump Shot,[],1629622,72.61826544021025,86.02941176470588,1610612748,49,51,2022-05-28T02:12:24Z,3570000,180.0,205.0,1,right,MISS M. Strus 27' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,27.28,Missed,,,,,,,,,,,,,,,,
368,PT09M36.00S,2022-05-28T02:09:45.2Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,49,51,2022-05-28T02:09:49Z,3580000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,367.0,4.0,4.0,0.0,,,,,,,,,,,,
369,PT09M20.00S,2022-05-28T02:10:01.4Z,3,REGULAR,3pt,Jump Shot,[],203935,28.33442838370565,77.69607843137256,1610612738,49,51,2022-05-28T02:10:06Z,3590000,-138.0,214.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,
370,PT09M18.00S,2022-05-28T02:10:03.4Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,49,51,2022-05-28T02:10:06Z,3600000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,369.0,3.0,3.0,0.0,,,,,,,,,,,,
