actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,value,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
179,PT09M40.00S,2022-04-24T00:20:20.5Z,2,REGULAR,foul,personal,[],1630202,,,1610612751,25,34,2022-04-24T00:20:39Z,1670000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 203552]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,202026.0,2.0,0.0,Curry,203552.0,,,,,,,,,,,,,,,,
183,PT09M28.00S,2022-04-24T00:20:48.3Z,2,REGULAR,foul,offensive,[],201142,,,1610612751,25,34,2022-04-24T00:20:56Z,1690000,,,0,,K. Durant offensive FOUL (2 PF),"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,202026.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
185,PT09M28.00S,2022-04-24T00:20:48.3Z,2,REGULAR,turnover,offensive foul,[],201142,,,1610612751,25,34,2022-04-24T00:20:48Z,1710000,,,0,,K. Durant offensive foul TURNOVER (1 TO),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,202026.0,,,,,,,,,,,,1.0,,,,,,,,
186,PT09M05.00S,2022-04-24T00:21:25.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,71.96123521681997,20.098039215686274,1610612738,25,37,2022-04-24T00:21:46Z,1720000,-150.0,211.0,1,right,P. Pritchard 25' 3PT step back (7 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,,,25.87,Made,,,,,,,,,7.0,,,,,
187,PT08M45.00S,2022-04-24T00:21:44.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,7.5722733245729295,59.80392156862745,1610612751,27,37,2022-04-24T00:23:28Z,1730000,-49.0,19.0,1,left,A. Drummond turnaround Hook (2 PTS),[203083],1610612751.0,BKN,turnaround,,,Drummond,A. Drummond,,,,,,,,,,5.24,Made,,,,,,,,,2.0,,,,,
188,PT08M23.00S,2022-04-24T00:22:06.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.9862023653088,48.529411764705884,1610612738,27,39,2022-04-24T00:22:15Z,1740000,-7.0,13.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,1.53,Made,,,,,,,,,2.0,J. Tatum,1628369.0,2.0,,
190,PT08M09.00S,2022-04-24T00:22:20.0Z,2,REGULAR,3pt,Jump Shot,[],1628971,5.995400788436268,3.431372549019608,1610612751,27,39,2022-04-24T00:22:24Z,1760000,233.0,4.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,23.28,Missed,,,,,,,,,,,,,,
191,PT08M06.00S,2022-04-24T00:22:23.0Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,27,39,2022-04-24T00:22:24Z,1770000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,190.0,3.0,3.0,0.0,,,,,,,,,,
192,PT08M03.00S,2022-04-24T00:22:27.5Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,27,39,2022-04-24T00:22:48Z,1780000,,,0,,D. White bad pass out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,bad pass,,,White,D. White,,,,,202026.0,,,,,,,,,,,,1.0,,,,,,,,
193,PT08M03.00S,2022-04-24T00:22:32.5Z,2,REGULAR,substitution,out,[],1628401,,,1610612751,27,39,2022-04-24T00:22:44Z,1790000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M03.00S,2022-04-24T00:22:32.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612751,27,39,2022-04-24T00:22:44Z,1800000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M03.00S,2022-04-24T00:22:32.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612751,27,39,2022-04-24T00:22:44Z,1810000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M03.00S,2022-04-24T00:22:32.5Z,2,REGULAR,substitution,in,[],1628464,,,1610612751,27,39,2022-04-24T00:22:44Z,1820000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M03.00S,2022-04-24T00:22:32.5Z,2,REGULAR,substitution,in,[],1627759,,,1610612751,27,39,2022-04-24T00:22:44Z,1830000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M03.00S,2022-04-24T00:22:32.5Z,2,REGULAR,substitution,in,[],203935,,,1610612751,27,39,2022-04-24T00:22:44Z,1840000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M51.00S,2022-04-24T00:23:02.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,24.392247043363994,28.921568627450984,1610612751,27,39,2022-04-24T00:24:43Z,1850000,105.0,177.0,1,left,MISS K. Durant 20' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,20.58,Missed,,,,,,,,,,,,,,
200,PT07M47.00S,2022-04-24T00:23:06.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,27,39,2022-04-24T00:24:43Z,1860000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,
201,PT07M47.00S,2022-04-24T00:23:10.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,27,39,2022-04-24T00:23:10Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M47.00S,2022-04-24T00:23:11.3Z,2,REGULAR,substitution,out,[],203083,,,1610612751,27,39,2022-04-24T00:23:16Z,1880000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M47.00S,2022-04-24T00:23:11.3Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,27,39,2022-04-24T00:23:16Z,1890000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M41.00S,2022-04-24T00:23:34.3Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203552,20.581471747700395,20.34313725490196,1610612751,29,39,2022-04-24T00:23:40Z,1900000,148.0,141.0,1,left,S. Curry 20' Jump Shot (2 PTS) (K. Durant 1 AST),"[203552, 201142]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,20.46,Made,,,,,,,,,2.0,K. Durant,201142.0,1.0,,
206,PT07M18.00S,2022-04-24T00:23:57.4Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,29,39,2022-04-24T00:24:03Z,1920000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1628971]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0,,,,,,
207,PT07M18.00S,2022-04-24T00:23:57.4Z,2,REGULAR,steal,,[],1628971,,,1610612751,29,39,2022-04-24T00:23:59Z,1930000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M15.00S,2022-04-24T00:24:00.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,5.995400788436268,49.01960784313725,1610612751,31,39,2022-04-24T00:24:07Z,1940000,5.0,4.0,1,left,B. Brown running DUNK (12 PTS),[1628971],1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,,,0.63,Made,,,,,,,,,12.0,,,,,
209,PT06M52.00S,2022-04-24T00:24:22.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,78.79434954007884,90.93137254901961,1610612738,31,42,2022-04-24T00:24:27Z,1950000,205.0,147.0,1,right,P. Pritchard 25' 3PT  (10 PTS) (D. Theis 1 AST),"[1630202, 1628464]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,25.19,Made,,,,,,,,,10.0,D. Theis,1628464.0,1.0,,
211,PT06M39.00S,2022-04-24T00:24:35.5Z,2,REGULAR,3pt,Jump Shot,[],202681,28.86005256241787,26.715686274509803,1610612751,31,42,2022-04-24T00:24:40Z,1970000,116.0,219.0,1,left,MISS K. Irving 24' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,24.78,Missed,,,,,,,,,,,,,,
212,PT06M36.00S,2022-04-24T00:24:38.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,31,42,2022-04-24T00:24:40Z,1980000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,,
213,PT06M27.00S,2022-04-24T00:24:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630202,74.72076215505913,14.705882352941178,1610612738,31,42,2022-04-24T00:24:52Z,1990000,-176.0,185.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,25.58,Missed,,,,,,,,,,,,,,
214,PT06M25.00S,2022-04-24T00:24:49.6Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,31,42,2022-04-24T00:24:52Z,2000000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,213.0,3.0,2.0,1.0,,,,,,,,,,
215,PT06M18.00S,2022-04-24T00:24:57.6Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,31,42,2022-04-24T00:25:01Z,2010000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 202681]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,3.0,Irving,202681.0,,,,,,
216,PT06M18.00S,2022-04-24T00:24:57.6Z,2,REGULAR,steal,,[],202681,,,1610612751,31,42,2022-04-24T00:24:59Z,2020000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M15.00S,2022-04-24T00:25:00.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,4.681340341655716,51.225490196078425,1610612751,33,42,2022-04-24T00:25:06Z,2030000,-6.0,-8.0,1,left,B. Brown running Layup (14 PTS) (K. Irving 2 AST),"[1628971, 202681]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,,,1.05,Made,,,,,,,,,14.0,K. Irving,202681.0,2.0,,
219,PT06M00.00S,2022-04-24T00:25:16.1Z,2,REGULAR,3pt,Jump Shot,[],203935,68.80749014454665,35.294117647058826,1610612738,33,42,2022-04-24T00:26:50Z,2050000,-74.0,241.0,1,right,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,25.17,Missed,,,,,,,,,,,,,,
220,PT05M57.00S,2022-04-24T00:25:19.1Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,33,42,2022-04-24T00:26:45Z,2060000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,
221,PT05M42.00S,2022-04-24T00:25:32.6Z,2,REGULAR,3pt,Jump Shot,[],203552,4.155716162943495,95.34313725490196,1610612751,33,42,2022-04-24T00:25:38Z,2070000,-227.0,-13.0,1,left,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,22.71,Missed,,,,,,,,,,,,,,
222,PT05M38.00S,2022-04-24T00:25:36.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,33,42,2022-04-24T00:32:54Z,2080000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,221.0,4.0,3.0,1.0,,,,,,,,,,
223,PT05M29.00S,2022-04-24T00:25:45.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,94.03745072273325,4.6568627450980395,1610612738,33,42,2022-04-24T00:28:17Z,2090000,-227.0,4.0,1,right,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,22.67,Missed,,,,,,,,,,,,,,
224,PT05M29.00S,2022-04-24T00:25:45.5Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,33,42,2022-04-24T00:26:01Z,2100000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,223.0,5.0,3.0,2.0,,,,,,,,,,
225,PT05M29.00S,2022-04-24T00:26:03.2Z,2,REGULAR,foul,personal,[],202681,,,1610612738,33,42,2022-04-24T00:26:32Z,2110000,,,0,,K. Irving personal FOUL (2 PF),"[202681, 1628464]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,202026.0,2.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
227,PT05M29.00S,2022-04-24T00:26:12.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,33,42,2022-04-24T00:26:24Z,2130000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M29.00S,2022-04-24T00:26:12.1Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,33,42,2022-04-24T00:26:24Z,2140000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M29.00S,2022-04-24T00:26:12.1Z,2,REGULAR,substitution,in,[],201143,,,1610612738,33,42,2022-04-24T00:26:24Z,2150000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M29.00S,2022-04-24T00:26:12.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,33,42,2022-04-24T00:26:24Z,2160000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M22.00S,2022-04-24T00:26:41.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627759,92.9862023653088,49.26470588235294,1610612738,33,44,2022-04-24T00:26:45Z,2170000,-4.0,13.0,1,right,J. Brown cutting DUNK (6 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,,,1.39,Made,,,,,,,,,6.0,M. Smart,203935.0,4.0,,
233,PT04M56.00S,2022-04-24T00:27:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,15.193823915900131,44.6078431372549,1610612751,35,44,2022-04-24T00:27:10Z,2190000,27.0,90.0,1,left,K. Irving 9' pullup Jump Shot (10 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,9.43,Made,,,,,,,,,10.0,,,,,
234,PT04M44.00S,2022-04-24T00:27:21.6Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,35,44,2022-04-24T00:27:27Z,2200000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,1148.0,,,,,,,,,,,,1.0,,,,,,,,
235,PT04M29.00S,2022-04-24T00:27:41.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,5.338370565045992,46.81372549019608,1610612751,37,44,2022-04-24T00:27:47Z,2210000,16.0,-2.0,1,left,B. Brown driving Layup (16 PTS) (K. Irving 3 AST),"[1628971, 202681]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,,,,,,1.61,Made,,,,,,,,,16.0,K. Irving,202681.0,3.0,,
237,PT04M10.00S,2022-04-24T00:28:04.0Z,2,REGULAR,foul,personal,[],202681,,,1610612738,37,44,2022-04-24T00:28:10Z,2230000,,,0,,K. Irving personal FOUL (3 PF),"[202681, 1628369]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,202026.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
239,PT04M05.00S,2022-04-24T00:28:32.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.33574244415243,44.6078431372549,1610612738,37,44,2022-04-24T00:31:13Z,2250000,-27.0,67.0,1,right,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,7.18,Missed,,,,,,,,,,,,,,
240,PT04M02.00S,2022-04-24T00:28:35.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,37,44,2022-04-24T00:28:55Z,2260000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,239.0,4.0,4.0,0.0,,,,,,,,,,
241,PT03M57.00S,2022-04-24T00:28:43.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,37,44,2022-04-24T00:28:43Z,2270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT03M57.00S,2022-04-24T00:28:49.5Z,2,REGULAR,substitution,out,[],203552,,,1610612751,37,44,2022-04-24T00:28:55Z,2280000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT03M57.00S,2022-04-24T00:28:49.5Z,2,REGULAR,substitution,in,[],201988,,,1610612751,37,44,2022-04-24T00:28:55Z,2290000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M54.00S,2022-04-24T00:29:06.4Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,37,44,2022-04-24T00:29:10Z,2300000,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 1628369]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,
245,PT03M54.00S,2022-04-24T00:29:06.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,37,44,2022-04-24T00:29:08Z,2310000,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M48.00S,2022-04-24T00:29:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.77463863337714,54.41176470588235,1610612738,37,46,2022-04-24T00:29:32Z,2320000,22.0,6.0,1,right,J. Brown running Layup (8 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,,,2.29,Made,,,,,,,,,8.0,J. Tatum,1628369.0,3.0,,
247,PT03M29.00S,2022-04-24T00:29:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,6.258212877792378,53.431372549019606,1610612751,37,46,2022-04-24T00:29:53Z,2330000,-17.0,6.0,1,left,MISS B. Brown driving floating bank Shot,[1628971],1610612751.0,BKN,driving floating bank,,,Brown,B. Brown,,,,,,,,,,1.83,Missed,,,,,,,,,,,,,,
249,PT03M26.00S,2022-04-24T00:29:34.5Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,37,46,2022-04-24T00:29:53Z,2340000,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,247.0,1.0,0.0,1.0,,,,,,,,,,
250,PT03M26.00S,2022-04-24T00:29:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,39,46,2022-04-24T00:29:34Z,2350000,0.0,0.0,1,left,N. Claxton tip Layup (4 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,,,,,,0.0,Made,,,,,,,,,4.0,,,,,
251,PT03M12.00S,2022-04-24T00:29:48.0Z,2,REGULAR,3pt,Jump Shot,[],201143,90.3580814717477,3.6764705882352944,1610612738,39,46,2022-04-24T00:29:55Z,2360000,-232.0,38.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,23.47,Missed,,,,,,,,,,,,,,
252,PT03M10.00S,2022-04-24T00:29:50.0Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,39,46,2022-04-24T00:29:55Z,2370000,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,251.0,2.0,1.0,1.0,,,,,,,,,,
253,PT03M03.00S,2022-04-24T00:29:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.732588699080158,53.431372549019606,1610612751,41,46,2022-04-24T00:30:22Z,2380000,-17.0,1.0,1,left,N. Claxton cutting Layup (6 PTS) (K. Irving 4 AST),"[1629651, 202681]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,,,,,,1.73,Made,,,,,,,,,6.0,K. Irving,202681.0,4.0,,
255,PT03M03.00S,2022-04-24T00:30:04.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,41,46,2022-04-24T00:30:04Z,2400000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M42.00S,2022-04-24T00:33:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.11760840998686,46.07843137254902,1610612738,41,48,2022-04-24T00:34:02Z,2410000,-20.0,12.0,1,right,G. Williams driving Layup (4 PTS) (J. Brown 3 AST),"[1629684, 1627759]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,2.31,Made,,,,,,,,,4.0,J. Brown,1627759.0,3.0,,
258,PT02M19.00S,2022-04-24T00:34:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,11.514454664914586,38.48039215686275,1610612751,41,48,2022-04-24T00:34:25Z,2430000,58.0,56.0,1,left,MISS K. Irving 8' driving floating Shot,[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,,,,,,8.01,Missed,,,,,,,,,,,,,,
259,PT02M15.00S,2022-04-24T00:34:24.9Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,41,48,2022-04-24T00:34:25Z,2440000,,,0,,N. Claxton REBOUND (Off:2 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,258.0,2.0,0.0,2.0,,,,,,,,,,
260,PT02M15.00S,2022-04-24T00:34:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,43,48,2022-04-24T00:34:24Z,2450000,0.0,0.0,1,left,N. Claxton tip Layup (8 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,,,,,,0.0,Made,,,,,,,,,8.0,,,,,
261,PT01M58.00S,2022-04-24T00:34:46.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,90.22667542706965,77.69607843137256,1610612738,43,48,2022-04-24T00:35:50Z,2460000,138.0,39.0,1,right,MISS J. Brown 14' pullup Shot - blocked,"[1627759, 201988]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,14.4,Missed,,,,,,,,,,,,,Mills,201988.0
262,PT01M58.00S,2022-04-24T00:34:46.1Z,2,REGULAR,block,,[],201988,,,1610612738,43,48,2022-04-24T00:34:49Z,2470000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT01M54.00S,2022-04-24T00:34:50.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,43,48,2022-04-24T00:35:30Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,
263,PT01M54.00S,2022-04-24T00:35:30.0Z,2,REGULAR,jumpball,recovered,[],1628369,,,1610612738,43,48,2022-04-24T00:35:30Z,2490000,,,0,,Jump Ball J. Brown vs. P. Mills: Tip to J. Tatum,"[1628369, 1627759, 201988]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Mills,201988.0,,,,,,,,,,,,,,,,,,,,,
267,PT01M52.00S,2022-04-24T00:35:34.8Z,2,REGULAR,foul,personal,[],1628971,,,1610612738,43,48,2022-04-24T00:36:00Z,2520000,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1628369]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,202026.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
269,PT01M47.00S,2022-04-24T00:36:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,90.75229960578186,40.44117647058824,1610612738,43,48,2022-04-24T00:36:15Z,2540000,-48.0,34.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1629651]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,5.89,Missed,,,,,,,,,,,,,Claxton,1629651.0
270,PT01M47.00S,2022-04-24T00:36:09.6Z,2,REGULAR,block,,[],1629651,,,1610612738,43,48,2022-04-24T00:36:11Z,2550000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT01M44.00S,2022-04-24T00:36:12.6Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,43,48,2022-04-24T00:36:15Z,2560000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,269.0,2.0,1.0,1.0,,,,,,,,,,
